oli	இருந்தது
nagu	விரும்பு
nagu	விருப்பம்
nagu	பிடித்திருக்கிறது
hiljem	பின்னர்
hiljem	பிறகு
hiljem	பிற்பகுதியில்
hiljem	பின்னாளில்
kaks	இரண்டு
kaks	இருவர்
rootsi	ஸ்வீடிஷ்
rootsi	ஸ்வீடன்
rootsi	சுவீடன்
saab	முடியும்
umbes	அறிமுகம்
umbes	பற்றி
umbes	குறித்து
umbes	சுமார்
liidu	கூட்டு
liidu	யூனியன்
liidu	சேர்க்கை
liidu	ஒன்றிய
küla	கிராம
küla	கிராமத்து
küla	கிராமம்
küla	கிராமத்தில்
küla	கிராமத்திற்கு
vahel	சிலநேரங்களில்
vahel	சிலநேரம்
vahel	இடையிலான
vahel	இடையே
vahel	இடைப்பட்ட
samuti	also
samuti	அத்துடன்
samuti	கூட
linn	ஊர்
linn	ஊருக்கு
linn	டவுன்
linn	நகரம்
linn	சிட்டி
need	இவை
need	இவற்றையும்
need	இந்த
need	இவற்றை
need	இவைகளை
need	இவர்கள்
linna	ஊர்
linna	ஊருக்கு
linna	டவுன்
linna	நகரம்
linna	சிட்டி
soome	பின்லாந்து
soome	பின்னிஷ்
maakond	வட்டாரம்
all	கீழே
all	அடியில்
all	கீழ்
väga	மிகவும்
väga	மிக
juba	ஏற்கனவே
juba	முன்பே
nsv	சோவியத்
nsv	ssr
neid	இவை
neid	இவற்றையும்
neid	இந்த
neid	இவற்றை
neid	இவைகளை
neid	இவர்கள்
neid	அவர்கள்
neid	அவர்களை
neid	அவர்களுக்கு
neid	இவர்களுக்கு
kõik	எல்லோர்
kõik	அனைவருமே
kõik	எல்லோருக்கும்
kõik	அனைவரும்
kõik	எல்லோரும்
kõik	அனைத்தும்
kõik	எல்லாவற்றிலும்
kõik	எல்லாம்
kõik	எல்லாமும்
kõik	எல்லாமே
kõik	அனைத்தும்
kõik	எல்லா
kõik	அனைத்து
kõik	எல்லாம்
kõik	அனைவரும்
kõik	எல்லாமே
kõik	அனைவருக்கும்
kõik	ஒவ்வொருவரும்
kõik	அனைவரும்
kõik	எல்லோரும்
nime	பெயர்
poliitik	அரசியல்வாதி
ainult	மட்டுமே
ainult	மட்டும்
sest	ஏனென்றால்
sest	ஏனெனில்
pilt	படம்
pilt	படமாக
pilt	படத்திற்கு
pilt	உருவம்
pilt	பிம்பம்
pilt	படம்
nõukogude	சோவியத்
kuna	ஏனென்றால்
kuna	ஏனெனில்
põhja	வடக்கே
põhja	வட
põhja	வடக்கு
kell	கடிகாரம்
läbi	மூலமாக
läbi	ஊடாக
mitte	அல்ல
mitte	இல்லை
mitte	கூடாது
tänav	வீதி
tänav	தெருவில்
tänav	தெரு
jaanuar	ஜனவரி
jaanuar	சனவரி
sajandi	நூற்றாண்டு
kokku	மொத்த
kokku	மொத்தம்
alla	கீழே
alla	கீழ்
alla	டவுன்
alla	குறைந்து
alla	alla
alla	அல்லா
seal	அங்கே
seal	அங்கு
kogu	சேகரிப்பு
kogu	சேகரிப்புகள்
kogu	தொகுப்பு
kogu	வசூல்
prantsuse	பிரெஞ்சு
tagasi	பின்
veebruar	பெப்ரவரி
veebruar	பிப்ரவரி
enne	முன்பு
enne	முன்
enne	முன்னர்
lääne	வேஸ்ட்
lääne	மேற்கு
lääne	மேற்கு
juuli	ஜூலை
mai	மே
mai	mai
itaalia	இத்தாலி
itaalia	இத்தாலிய
itaalia	இத்தாலியன்
näitleja	நடிகை
näitleja	நடிகர்
kas	ஒன்று
liige	உறுப்பினர்
suur	பெரியது
suur	மிகப்பெரிய
suur	பெரிய
suur	பெரியது
suur	பெரிய
juuni	ஜூன்
palju	நிறைய
palju	பல
palju	பலர்
palju	நிறைய
palju	lot
märts	மார்ச்
september	செப்டம்பர்
kirjanik	எழுத்தாளர்
teda	அவருக்கு
teda	அவனுக்கு
teda	அவர்
teda	அவரை
teda	அவனை
teda	அவளை
teda	அவர்
teda	அவளின்
teda	அவளது
teda	அவரது
lõuna	தெற்கத்திய
lõuna	தெற்கு
lõuna	தென்
valla	தனியாள்
valla	ஒற்றை
ühe	ஒன்று
ühe	ஒன்றை
ühe	ஒரு
oktoober	அக்டோபர்
iii	iii
töötas	பணியாற்றினார்
töötas	பணிபுரிந்தார்
aprill	ஏப்ரல்
karl	காரல்
uus	புதிதாக
uus	புதியது
uus	புதிய
uus	புதிது
poola	பாலிஷ்
poola	போலந்து
saksamaa	ஜெர்மனி
saksamaa	ஜேர்மனி
detsember	டிசம்பர்
november	நவம்பர்
rooma	ரோம்
teine	வினாடி
teine	இரண்டாம்
teine	இரண்டாவது
teine	இன்னொரு
teine	மற்றொரு
teine	மற்றுமொரு
president	தலைவர்
president	அதிபர்
president	ஜனாதிபதி
kuningas	ராஜா
kuningas	மன்னன்
kuningas	கிங்
kuningas	அரசன்
iga	ஒவ்வொரு
iga	ஏதாவது
iga	ஏதேனும்
iga	எந்த
iga	ஒவ்வொன்றும்
iga	ஒவ்வொரு
kirik	தேவாலயம்
kirik	சர்ச்
maa	maa
maa	மா
maa	பூமியின்
maa	பூமி
maa	புவி
maa	நிலம்
tee	தேநீர்
tee	தேயிலை
tee	டீ
tee	சாலை
tee	ரோடு
võimalik	சாத்தியமா
võimalik	சாத்தியமே
võimalik	சாத்தியம்
klubi	மன்றம்
klubi	கிளப்
kuigi	என்றாலும்
kuigi	விட்டாலும்
kuigi	இருந்தாலும்
maailma	உலகம்
maailma	உலக
maailma	உலகமே
mõis	மனோர்
jäi	தங்கி
koduleht	இணையதளம்
koduleht	வலைத்தளம்
koduleht	இணையத்தளம்
koduleht	இணையதளத்தை
võitis	வெற்றி
võitis	வென்றது
võitis	வெற்றிபெற்று
võitis	வென்று
rohkem	பலவற்றிற்கு
rohkem	அதிகம்
rohkem	மேலும்
tavaliselt	வழக்கமாக
kolm	மூன்று
seotud	தொடர்புடைய
seotud	தொடர்பான
seotud	தொடர்புடையவை
seotud	தொடர்புடையது
seotud	இணைக்கப்பட்டது
tuleb	வரும்
tuleb	வருகின்றன
tuleb	வரும்
tuleb	வருகிறார்கள்
tuleb	வருகிறான்
tuntud	தெரிந்தது
tuntud	தெரிந்த
tuli	தீ
tuli	நெருப்பு
tuli	வந்த
tuli	வந்ததும்
tuli	வந்தான்
tuli	வந்தேன்
tuli	வந்தது
vana	வன
vana	பழைய
vana	பழையது
seejärel	பின்னர்
seejärel	அப்பொழுது
seejärel	பிறகு
seejärel	அப்போது
seejärel	பின்பு
isa	அப்பாவும்
isa	அப்பா
isa	தந்தை
isa	தந்தைக்கு
isa	அப்பா
isa	பிதா
isa	தந்தையை
ida	கிழக்கு
ida	கிழக்கு
ida	இதா
nimi	பெயர்
peamiselt	முக்கியமாக
peamiselt	பெரும்பாலும்
mõisa	எஸ்டேட்
suri	இறந்து
suri	இறந்தார்கள்
suri	இறந்தார்
oleks	இருந்திருந்தால்
keel	மொழி
suure	பெரியது
suure	மிகப்பெரிய
suure	பெரிய
suure	பெரியது
suure	பெரிய
suure	பெரிய
suure	பெரும்
suure	சிறந்த
suure	சிறப்பாக
suure	உயரிய
sama	அதே
sama	ஒரே
järv	ஏரி
andis	கொடுத்தார்
andis	கொடுத்தோம்
prantsusmaa	பிரான்சு
prantsusmaa	பிரான்ஸ்
eriti	குறிப்பாக
eriti	குறிப்பாக
elu	வாழ்க்கை
elu	உயிர்
elu	ஆயுள்
läti	லாட்வியா
taani	டென்மார்க்
taani	டேனிஷ்
taani	டானிஷ்
poeg	மகனும்
poeg	மகனுடன்
poeg	மகனே
poeg	மகன்
jaan	ஜான்
peab	வேண்டியது
ümber	சுற்றிப்
ümber	சுற்றி
ise	நீங்களே
ise	உங்களை
ise	நீயே
väike	சிறிய
väike	சிறு
väike	சிறியது
väike	சிறிய
väike	குட்டி
kuulus	பிரபல
osales	கலந்துகொண்டார்
osales	கலந்துகொண்ட
osales	கலந்துகொண்டனர்
osales	பங்களிப்பு
osales	பங்கேற்ற
osales	பங்கேற்றனர்
norra	நார்வேஜியன்
norra	நோர்வே
norra	நார்வே
friedrich	பிரீட்ரிக்
friedrich	பிரடெரிக்
koht	இடம்
koht	இடத்தில்
koht	இடத்தை
arv	எண்ணி
arv	எண்
arv	எண்ணை
endine	முன்னாள்
külas	கிராம
külas	கிராமத்து
külas	கிராமம்
külas	கிராமத்தில்
külas	கிராமத்திற்கு
külas	வருகை
sündis	பிறந்தது
sündis	பிறப்பு
sündis	பிறந்து
hakkas	தொடங்கப்பட்டது
hakkas	தொடங்கினார்
hakkas	தொடங்கியது
hakkas	ஆரம்பித்தது
paul	பால்
john	ஜான்
laulja	பாடகி
laulja	பாடகர்
laulja	சிங்கர்
isbn	isbn
hispaania	ஸ்பெயின்
hispaania	ஸ்பானிஷ்
new	புதிதாக
new	புதியது
new	புதிய
new	புதிது
kreeka	கிரீக்
kreeka	கிரேக்க
kreeka	கிரீஸ்
päritolu	அவதாரங்கள்
johann	யொகான்
edasi	forward
edasi	முன்னோக்கி
edasi	மேற்கொண்டு
edasi	முன்னே
kiriku	தேவாலயம்
kiriku	சர்ச்
briti	பிரிட்டிஷ்
püha	புனித
püha	பரிசுத்த
ukraina	உக்ரைன்
võttis	எடுத்த
keele	நாக்கு
keele	நாக்கை
keele	மொழி
der	டெர்
loend	பட்டியல்
mail	அஞ்சலை
mail	மெயில்
mail	அஞ்சல்
austria	ஆஸ்திரிய
austria	ஆஸ்திரியா
õpetaja	மாஸ்டர்
õpetaja	ஆசிரியர்
õpetaja	டீச்சர்
surma	இறப்பு
surma	மரணம்
surma	மறைவு
surma	மரணத்தை
tänapäeval	இப்போதெல்லாம்
läks	கலந்துகொண்டனர்
läks	கலந்துகொண்டார்
keskus	மையம்
keskus	மையம்
varem	முன்னர்
varem	முன்னதாக
varem	முன்னர்
varem	முன்பே
varem	முந்தைய
vaadatud	திருத்தப்பட்ட
vaadatud	பார்க்கப்பட்ட
vaadatud	பார்க்கப்பட்டது
jõgi	நதி
jõgi	நதிநீர்
jõgi	ஆறு
viis	ஐந்து
tegi	செய்தார்கள்
tegi	செய்தார்
aleksander	அலெக்சாண்டர்
pool	செமி
pool	அரை
pool	பாதி
leedu	லிதுவேனியா
kelle	யாருடைய
kelle	யாருடையது
moskva	மாஸ்கோ
mõned	சில
jaapani	ஜப்பான்
jaapani	ஜப்பானிய
sageli	அடிக்கடி
sageli	எப்போதாவது
sageli	பெரும்பாலும்
sageli	அடிக்கடி
ette	முன்
ette	முன்னணி
ette	முன்னால்
ette	அட்வான்ஸ்
hiina	சைனா
hiina	சீனா
hiina	prc
hiina	சீன
hiina	சீனம்
sel	sel
raamat	புத்தகம்
ungari	ஹங்கேரி
ungari	ஹங்கேரிய
ungari	ஹங்கேரியன்
siin	இங்கே
siin	இதோ
siin	இங்கு
ilma	இல்லாத
ilma	இல்லாமல்
ilma	இல்லாமலே
esimees	சேர்மன்
suurim	மிகப்பெரிய
alustas	தொடங்கப்பட்டது
alustas	தொடங்கினார்
alustas	தொடங்கியது
alustas	ஆரம்பித்தது
riik	நாடு
riik	நாட்டின்
riik	நிலை
riik	மாநிலம்
perekond	குடும்பத்தினர்
perekond	குடும்பம்
perekond	குடும்பத்தார்
seetõttu	ஆகையால்
ilmus	தோன்றியது
lähedal	மூடு
lähedal	மூடவும்
lähedal	அருகில்
lähedal	அருகே
lähedal	அருகில்
lähedal	அருகிலுள்ள
lähedal	அருகாமை
isegi	கம்பன்
isegi	கூட
kuidas	எவ்வாறு
kuidas	எப்படி
kuidas	எப்படிக்
enamasti	பெரும்பாலும்
suurbritannia	பிரிட்டன்
sajand	நூற்றாண்டு
anti	anti
elas	வாழ்ந்தார்
elas	வசித்து
elas	வாழ்ந்த
neil	நீல்
saar	தீவு
helilooja	அமைப்பாளர்
helilooja	தொகுப்பி
helilooja	பாடலாசிரியர்
helilooja	உருவாக்கி
saa	கிடைப்பது
saa	பெறு
saa	பெறுக
saa	பெறவும்
heinrich	heinrich
riia	ரிகா
jüri	ஜார்ஜ்
pindala	பரப்பு
pindala	பரப்பளவு
pindala	பகுதியில்
pindala	பகுதி
kasutatud	பயன்படுத்தப்பட்டது
kasutatud	பயன்படுத்திய
kasutatud	பயன்படுத்தியது
teised	மற்றவை
teised	மற்றவர்கள்
teised	பேர்
teised	பிறர்
teised	பிறரை
pikkus	நீளம்
teada	தெரிந்தது
teada	தெரிந்த
sealhulgas	உட்பட
robert	ராபர்ட்
robert	இராபர்ட்
suurem	அதிகமான
suurem	பெரியது
aega	நேரம்
aega	காலம்
tähendab	என்றால்
ema	மாமா
ema	அம்மா
ema	தாய்
ema	தாயார்
ema	அன்னை
ema	தாயின்
ema	அம்மா
akadeemia	அகாடமி
akadeemia	அகாதமி
peeter	பீட்டர்
aja	நேரம்
aja	காலம்
mitu	பெருக்கல்
mitu	பல
valmis	தயாராக
valmis	தயார்
nõukogu	மன்றம்
nõukogu	கவுன்சில்
nõukogu	சபை
und	கனவு
liiga	லீக்
liiga	கூட
http	http
artikkel	கட்டுரை
muusika	இசை
viimane	கடைசி
viimane	கடைசியாக
viimane	கடந்த
meie	நம்
meie	நம்முடைய
meie	எங்களின்
meie	எங்களது
meie	எங்கள்
meie	நமது
mil	mil
mil	மில்
nikolai	நிகோலாய்
nikolai	நிக்கோலஸ்
sõna	வார்த்தை
sõna	சொல்
sõna	வார்த்தையே
maha	கீழே
maha	கீழ்
maha	டவுன்
maha	குறைந்து
for	இதற்கு
for	க்கு
for	இதற்காக
for	க்காக
antud	கொடுத்த
antud	கொடுக்கப்பட்ட
antud	வழங்கப்பட்டது
valitsus	அரசு
valitsus	அரசாங்கம்
praegu	தற்போது
hea	நன்று
hea	குட்
hea	நல்லது
hea	நல்ல
hea	நன்மை
võimu	சக்தியை
võimu	சக்தி
võimu	பவர்
võimu	அதிகாரம்
võimu	power
järve	ஏரி
saada	அனுப்பு
koosneb	உருவாக்கிய
koosneb	இசையமைத்த
paljud	பல
paljud	பலர்
liit	கூட்டு
liit	யூனியன்
liit	சேர்க்கை
liit	ஒன்றிய
liit	கூட்டணி
algas	தொடங்கப்பட்டது
algas	தொடங்கினார்
algas	தொடங்கியது
algas	ஆரம்பித்தது
meetrit	மீட்டர்
maria	மரியா
lõpuks	இறுதியாய்
lõpuks	இறுதியாக
hoone	கட்டுதல்
hoone	கட்டிட
hoone	கட்டிடம்
hoone	பில்டிங்
neli	நான்கு
wilhelm	வில்லெம்
klassi	வகுப்பு
ees	முன்
ees	முன்னணி
ees	முன்னால்
asula	தீர்ப்பு
moodustati	உருவானது
moodustati	உருவான
sõda	போர்க்
sõda	போர்
eduard	எடுவர்டு
martin	மார்டின்
martin	மார்ட்டின்
lipp	குறிகள்
lipp	கொடியை
lipp	கொடி
midagi	எதுவும்
midagi	ஒன்றும்
midagi	ஒன்றுமில்லை
midagi	எதுவுமில்லை
midagi	ஏதாவது
midagi	எதாவது
midagi	ஏதோ
midagi	எதையோ
raamatukogu	நூலகம்
päeva	நாட்களை
päeva	நாட்களுக்கு
päeva	நாட்களில்
päeva	நாட்கள்
päeva	தினங்கள்
päeva	நாள்
päeva	தினம்
päeva	நாளும்
ajalugu	சரித்திரம்
ajalugu	வரலாறு
töö	பணியை
töö	வேலை
töö	பணி
töö	வேலை
töö	பணி
paavst	போப்
paavst	திருத்தந்தை
otto	ஓட்டோ
ajakirjanik	பத்திரிகையாளர்
ajakirjanik	நிருபர்
ajakirjanik	பத்திரிக்கையாளர்
ajakirjanik	பத்திரிகையாளர்கள்
ajakirjanik	செய்தியாளர்
ajakirjanik	நிருபர்
abikaasa	வாழ்க்கைத்துணை
abikaasa	துணைவர்
abikaasa	கணவர்
abikaasa	கணவன்
https	https
hollandi	டச்சு
hollandi	டச்
ordu	வரிசை
ordu	ஆர்டர்
mängis	விளையாடிய
mängis	விளையாடியது
hans	ஹான்ஸ்
tehtud	செய்த
tehtud	made
tehtud	முடிந்தது
tehtud	முடிவுற்றது
peaaegu	பெரும்பாலும்
peaaegu	ஏறக்குறைய
peaaegu	கிட்டத்தட்ட
peaaegu	ஏறத்தாழ
kooli	பள்ளிக்கு
kooli	பள்ளி
kooli	பாடசாலை
kooli	பள்ளிக்கூடம்
san	சான்
juhataja	மேலாளர்
juhataja	மேலாளராக
juhataja	நிர்வாகி
nüüd	இப்போ
nüüd	இப்பொழுது
nüüd	இப்போது
nüüd	தற்போது
nüüd	தற்பொழுது
inimesed	மனிதர்களும்
inimesed	மனிதர்கள்
inimesed	மக்களே
inimesed	நபர்கள்
inimesed	மக்களின்
inimesed	மக்கள்
abiellus	திருமணம்
taas	மீண்டும்
taas	மறுபடியும்
vähem	குறைவான
vähem	குறைவு
vähem	குறைவாக
vähem	குறைந்த
tööd	வேலை
tööd	பணி
asuvad	அமைந்துள்ள
asuvad	அமைந்துள்ளது
asuvad	அமைந்திருக்கும்
anna	அண்ணா
anna	கொடுங்கள்
anna	கொடு
anna	கொடுப்பான்
anna	கொடுக்க
loodud	படைத்து
loodud	படைத்த
loodud	உருவாக்கப்பட்டது
loodud	உருவாக்கப்பட்ட
ala	ஆலா
ala	தளம்
ala	தளத்தில்
ala	பரப்பு
ala	பரப்பளவு
ala	பகுதியில்
ala	பகுதி
gustav	குஸ்டாவ்
kirjutas	எழுதிய
kirjutas	எழுதியது
kirjutas	எழுதினார்
minu	என்னுடையது
minu	என்னுடைய
sissekanne	நுழைவு
sissekanne	உள்ளீடு
keiser	பேரரசர்
aafrika	ஆப்பிரிக்கா
aafrika	ஆப்பிரிக்க
ametlik	அதிகாரி
ametlik	அதிகாரப்பூர்வ
ametlik	official
oja	புரூக்
oja	ஓடை
oja	ஸ்ட்ரீம்
miljonit	மில்லியன்
armee	இராணுவம்
armee	army
armee	ராணுவம்
aeg	நேரம்
aeg	காலம்
teatas	அறிவிக்கப்பட்டது
väed	படைகள்
meetri	மீட்டர்
meetri	மீட்டர்
annab	கொடுக்கும்
annab	கொடுக்கிறது
kanada	கனடா
kanada	கனடிய
kanada	கனேடிய
loodi	படைத்து
loodi	படைத்த
loodi	உருவாக்கப்பட்டது
loodi	உருவாக்கப்பட்ட
mõju	தாக்கம்
mõju	தாக்கத்தை
mõju	விளைவுகள்
mõju	விளைவு
mõju	எபெக்ட்
peaks	வேண்டும்
david	டேவிட்
arutelu	கலந்துரையாடலை
arutelu	விவாதம்
arutelu	கலந்துரையாடல்
eri	எமி
eri	emi
eri	eri
kesk	சென்ட்ரல்
kesk	மத்திய
tütar	மகளின்
tütar	மகளே
tütar	மகள்
tütar	மகளும்
jne	போன்றவை
valge	ஒயிட்
valge	வெள்ளை
richard	ரிச்சர்ட்
richard	ரிச்சார்ட்
kunstnik	ஓவியர்
kunstnik	கலைஞர்
kunstnik	கலைஞன்
kunstnik	ஓவியர்
avati	திறக்கப்பட்டது
avati	திறந்து
avati	திறந்தது
pea	தலை
pea	தலையை
pea	தலைக்கு
km²	km²
rahvusvaheline	சர்வதேச
rahvusvaheline	அனைத்துலக
charles	சார்லஸ்
charles	சார்ல்ஸ்
charles	சாள்ஸ்
michael	மைக்கல்
michael	மைகேல்
michael	மைக்கேல்
inimene	நபர்
inimene	மனிதன்
inimene	மனிதரும்
inimene	மனித
inimene	மனிதர்
ülem	தலைவன்
ülem	தலைமை
ilmunud	தோன்றியது
vladimir	விளாடிமிர்
maja	வீடு
maja	இல்லம்
maja	வீட்டின்
balti	பால்டிக்
austraalia	ஆஸ்திரேலிய
austraalia	ஆஸ்திரேலியா
des	டெஸ்
võru	காப்பு
mitme	மல்டி
levinud	பரவியது
levinud	பரவ
tihti	அடிக்கடி
tihti	எப்போதாவது
tihti	பெரும்பாலும்
tihti	அடிக்கடி
kalmistu	கல்லறை
kalmistu	மயானம்
tegevus	செயலை
tegevus	செயல்
tegevus	ஆக்ஷன்
tegevus	நடவடிக்கை
tegevus	அதிரடி
tegevus	செயற்பாடுகள்
tegevus	நடவடிக்கைகள்
tegevus	செயற்பாடு
tegevus	செயல்பாடு
tegevus	நடவடிக்கை
muu	மற்றவை
muu	பிற
muu	வேறு
muu	மற்ற
ehitatud	கட்டப்பட்ட
ehitatud	கட்டப்பட்டுள்ளது
ehitatud	கட்டப்பட்டது
ehitatud	கட்டப்பட்ட
kuhu	எங்கே
kuhu	எங்கு
autor	ஆசிரியர்
autor	படைப்பாளி
autor	இயற்றியவர்
carl	காரல்
inglismaa	இங்கிலாந்து
filmi	திரைப்படம்
filmi	மூவி
filmi	திரைப்படம்
hästi	நன்று
hästi	சரி
hästi	நன்கு
hästi	நலம்
tegemist	குறிப்பிடுகின்றது
ladina	இலத்தீன்
ladina	லத்தீன்
sisaldab	கொண்டுள்ள
sisaldab	உள்ளடக்கியது
sisaldab	கொண்டுள்ளது
uuesti	மீண்டும்
uuesti	மறுபடியும்
peter	பீட்டர்
george	ஜார்ஜ்
professor	பேராசிரியர்
alati	எப்போதுமே
alati	எப்போதும்
alati	எப்பொழுதும்
kaotas	தொலைத்த
kaotas	தொலைந்து
kaotas	இழந்ததை
kaotas	தொலைந்த
kaotas	இழந்த
film	திரைப்படம்
film	மூவி
film	திரைப்படம்
osas	பாகம்
osas	பகுதி
kool	பள்ளிக்கு
kool	பள்ளி
kool	பாடசாலை
kool	பள்ளிக்கூடம்
nimetatud	பெயரிடப்பட்ட
jean	ஜீன்
william	வில்லியம்
luuletaja	கவிஞன்
luuletaja	கவிஞர்
parim	சிறந்தவை
parim	சிறந்தது
parim	சிறப்பாக
parim	சிறந்த
james	ஜேம்ஸ்
rajoon	பிரிவு
rajoon	வகுத்தல்
rajoon	raion
rajoon	மாவட்ட
rajoon	மாவட்டம்
eraldi	தனி
eraldi	பிரிக்கவும்
surnud	இறந்தவரின்
surnud	இறந்து
surnud	dead
surnud	இறந்த
juht	டிரைவர்
juht	இயக்கி
juht	தலைவர்
elab	உயிர்களை
elab	உயிர்கள்
keda	யார்
keda	யாரால்
keda	யாரென்று
türgi	துருக்கி
türgi	துருக்கிய
türgi	துருக்கி
rein	ரைன்
maarja	மரியே
maarja	மேரி
maarja	மரியா
vaja	தேவை
vaja	தேவையா
vaja	தேவை
vaja	வேண்டும்
raamatu	புத்தகம்
pikk	லாங்
pikk	long
pikk	நீண்ட
klass	வகுப்பு
vend	சகோதரன்
vend	சகோதரர்
süsteemi	தொகுதி
süsteemi	கணினி
süsteemi	அமைப்பு
mõlemad	இருவரும்
mõlemad	இரண்டும்
mõlemad	இருவருக்கும்
aleksandr	அலெக்சாண்டர்
kõrgus	உயரத்தில்
kõrgus	உயரம்
center	மையம்
oluline	முக்கியமான
oluline	முக்கியமானது
oluline	முக்கியம்
oluline	முக்கிய
laul	பாடலை
laul	பாட்டு
laul	பாடலைக்
laul	பாடல்
laul	பாடலைப்
lihtsalt	வெறும்
lihtsalt	சும்மா
muusik	இசையமைப்பாளர்
muusik	இசைக்கலைஞர்
kogudus	சபையில்
ajaloo	சரித்திரம்
ajaloo	வரலாறு
kuu	சந்திரன்
kuu	நிலவு
kuu	நிலா
kuu	மாதம்
kuu	மாசம்
van	வேனில்
van	வேன்
van	வான்
album	ஆல்பம்
album	ஆல்பத்தை
album	ஆல்பத்தைப்
vaba	இல்லாத
vaba	இலவசம்
vaba	இலவச
kunagi	ஒருபோதும்
kunagi	எப்போதும்
kunagi	அணையை
muud	மற்றவை
muud	பிற
muud	வேறு
muud	மற்ற
muud	இதர
muud	மற்ற
muud	உயர்நிலை
muud	மேம்படுத்தப்பட்ட
muud	மேம்பட்ட
muud	மற்றவை
muud	மற்றவர்கள்
muud	பேர்
muud	பிறர்
muud	பிறரை
hertsog	டியூக்
india	இந்தியர்
india	இந்தியன்
india	இந்திய
india	இந்தியா
louis	லூயி
louis	லூயிஸ்
brasiilia	பிரேசில்
brasiilia	பிரேசிலிய
estonia	எஸ்டோனியா
kaitse	பாதுகாக்க
kaitse	பாதுகாக்கவும்
kaitse	பாதுகாப்பு
kaitse	பாதுகாவலர்
kaitse	பாதுகாப்பு
kaitse	தற்காப்பு
keskmine	நடுவில்
keskmine	நடு
keskmine	சராசரி
keskmine	மையமாக
keskmine	நடுத்தரம்
keskmine	நடுத்தர
erinevad	வித்தியாசமான
erinevad	வித்தியாசமாக
erinevad	வெவ்வேறு
mängu	ஆட்டம்
mängu	கேம்
mängu	விளையாட்டு
mängu	ஆட்டத்தில்
thomas	தாமஸ்
thomas	தோமஸ்
tegelikult	உண்மையில்
kõrge	அதிகம்
kõrge	அதிக
kõrge	அதிகமான
kõrge	உயர்
kõrge	உயர்ந்த
arhitekt	சிற்பி
kasutab	பயன்படுத்துகிறது
kasutab	பயன்கள்
kasvab	வளரும்
kasvab	வளர
kasvab	வளரும்
võimaldab	அனுமதிக்கும்
võimaldab	அனுமதிக்கிறது
