और	ve
क्षेत्र	alan
क्षेत्र	bölge
क्षेत्र	bölgede
क्षेत्र	bölgesi
क्षेत्र	alanlar
क्षेत्र	alanları
क्षेत्र	bölgeler
अधिक	daha
अधिक	devamı
अधिक	more
कई	birçok
कई	birkaç
कई	birkaçı
वाले	wale
स्थित	bulunan
मण्डल	bölge
मण्डल	zone
आधिकारिक	resmî
आधिकारिक	official
आधिकारिक	resmi
कारण	sebepleri
कारण	nedenler
कारण	sebepler
कारण	nedenleri
कारण	sebep
कारण	sebebi
कारण	nedeni
कारण	sebebi
कारण	nedeni
कारण	çünkü
कारण	nedenler
कारण	nedenleri
होने	olmak
जैसे	like
जैसे	beğen
जैसे	gibi
करता	zorbalar
उनके	onların
उनके	onlarin
उनके	onlar
उनके	onları
सबसे	çoğu
सबसे	çogu
हिन्दी	hintçe
बहुत	cok
बहुत	çok
पहले	önceki
पहले	önceden
पहले	önce
पहले	öncesi
पहले	öncesinde
पहले	öncelikle
पहले	önce
पहले	ilk
पहले	once
अपनी	kendi
दो	iki
जिला	ilçesi
जिला	bölge
जिला	semt
जिला	bahşı
जिला	ilçe
उन्होंने	onlar
उन्होंने	mısırlılar
जन्म	doğan
जन्म	doğuştan
जन्म	doğdu
जन्म	doğmuş
जन्म	doğdum
जन्म	doğumu
जन्म	doğum
जन्म	dogum
कोई	koi
कोई	herhangi
इन	inn
लेकिन	ama
लेकिन	fakat
ये	bu
ये	bunu
ये	bunlar
ये	bunları
ये	şunlar
कम	alçak
कम	düşük
कम	az
कहा	dedi
लोग	halk
लोग	kişiler
लोग	insanlar
लोग	millet
आदि	vb
आदि	daha
आदि	devamı
आदि	more
आदि	adi
उसके	onunki
उसके	onun
उसके	onun
उसके	onu
प्राचीन	ilkel
प्राचीन	eskiler
प्राचीन	antik
प्राचीन	kadim
प्राचीन	praetor
देखें	izle
देखें	izleyin
देखें	gör
देखें	görün
देखें	görmek
देखें	gör
देखें	görünüm
देखें	görünümü
देखें	manzara
उत्तर	cevap
उत्तर	yanıt
उत्तर	cevapla
उत्तर	kuzey
उत्तर	kuzeyde
उत्तर	north
उत्तर	kuzeye
उत्तर	cevap
उत्तर	cevaplar
उत्तर	yanıtlar
भाषा	dil
भाषा	diller
भाषा	dilleri
भाषा	dil
भाषा	dile
भाषा	dili
भाषा	lisan
लिये	icin
लिये	için
सभी	all
सभी	hepsini
सभी	tamamı
सभी	hepsi
सभी	tümü
प्राप्त	alındı
प्राप्त	alınan
प्राप्त	aldı
प्रयोग	deneyler
प्रयोग	deney
प्रयोग	kullanımı
प्रयोग	kullanım
प्रयोग	deney
शामिल	içerir
शामिल	dahil
शामिल	dâhil
शामिल	dahil
शामिल	dahil
उन्हें	onlar
उन्हें	onları
उस	bu
उस	bunu
स्थान	mekanlar
स्थान	yerleri
स्थान	yerler
स्थान	mekanı
स्थान	mekan
स्थान	yer
स्थान	mekân
स्थान	mekanlar
स्थान	konumlar
स्थान	yerler
स्थान	konumları
स्थान	yerleri
स्थान	yer
स्थान	yer
स्थान	konumu
स्थान	konum
स्थान	yeri
प्रमुख	şef
प्रमुख	reis
प्रमुख	major
प्रमुख	binbaşı
प्रमुख	main
प्रमुख	ana
हुई	hui
बीच	sahilde
बीच	kumsal
बीच	plaj
बीच	sahil
बीच	beach
बीच	merkezi
बीच	merkez
बीच	center
बीच	orta
गए	gitti
गए	gitmiş
मुख्य	şef
मुख्य	reis
मुख्य	main
मुख्य	ana
बिहार	bihar
उसे	onu
उसे	onun
उसे	onu
कार्य	görevler
कार्य	eyüp
कार्य	iş
कार्य	çalış
कार्य	çalışma
कार्य	iş
कार्य	çalışmak
कार्य	işler
कार्य	görevler
कार्य	iş
कार्य	görev
उनकी	onların
उनकी	onlarin
आंध्र	andhra
आंध्र	andra
नगर	town
नगर	kasaba
नगर	şehir
नगर	sehir
नगर	city
नगर	şehir
नगर	nagar
उपयोग	kullanımı
उपयोग	kullanım
उपयोग	kullanın
उपयोग	kullanımı
उपयोग	kullanım
उपयोग	kullanmak
उपयोग	kullan
उपयोग	kullandığı
उपयोग	kullanıyor
उपयोग	kullanılıyor
लोगों	halk
लोगों	kişiler
लोगों	insanlar
लोगों	millet
आधार	üs
आधार	baz
आधार	üssü
आधार	taban
आधार	öncül
आधार	dayanak
काम	çalış
काम	çalışma
काम	iş
काम	çalışmak
जीवन	life
जीवन	hayat
जीवन	yaşam
जीवन	ömür
विश्व	world
विश्व	dünya
विश्व	dunya
भाग	bölümleri
भाग	kısımlar
भाग	bölümler
भाग	kısım
भाग	parçası
भाग	bölüm
भाग	part
भाग	kısmen
भाग	parçalar
भाग	parçaları
निर्माण	yaratılış
निर्माण	yaratma
निर्माण	oluşturma
निर्माण	inşaat
निर्माण	inşa
निर्माण	imalat
निर्माण	imalatı
निर्माण	üretim
दोनों	ikisi
दोनों	darısı
दोनों	ikiside
राष्ट्रीय	millî
राष्ट्रीय	national
राष्ट्रीय	milli
राष्ट्रीय	ulusal
जानकारी	bilgi
जानकारी	bilgileri
जानकारी	bilgiler
जानकारी	bilgi
जानकारी	bilgilendirme
जानकारी	bilgiler
पोर्टल	portal
पोर्टल	geçit
शहर	sehir
शहर	city
शहर	şehir
शहर	kentler
शहर	şehirler
शहर	şehirleri
बार	barlar
बार	çubuklar
बार	parmaklıklar
बार	bar
बार	çubuk
बार	kez
बार	times
बार	zamanlar
लगभग	nerdeyse
लगभग	neredeyse
लगभग	yaklaşık
फिल्म	film
फिल्म	sinema
फिल्म	filim
फिल्म	film
यहाँ	burada
यहाँ	burda
प्रसिद्ध	meşhur
प्रसिद्ध	ünlü
प्रसिद्ध	tanınmış
विकास	kalkınma
विकास	geliştirme
विकास	gelişme
विकास	gelişim
विकास	büyüme
विकास	büyümek
केवल	yalnızca
केवल	sadece
देश	ülke
देश	vatan
देश	ulus
देश	ülkeler
देश	ülkelere
देश	ülkeleri
वेबसाइट	site
अलग	ayrılmış
अलग	ayrı
अलग	ayrıldı
अलग	farklı
अलग	farkli
अलग	değişik
अलग	ayrı
अलग	ayırın
अलग	ayri
विशेष	ayrıcalıklı
विशेष	özel
विशेष	ozel
विशेष	özeldir
विशेष	özel
कभी	hic
कभी	hiç
दी	verildi
दी	verilmiş
दी	verilen
दी	vermiş
दी	verdi
पृष्ठ	sayfaya
पृष्ठ	sayfa
पृष्ठ	sayfada
पृष्ठ	sayfası
पृष्ठ	sayfayı
पृष्ठ	sayfaları
पृष्ठ	sayfalar
माना	mana
माना	güya
माना	sözde
शब्द	kelime
शब्द	laf
शब्द	kelimesi
शब्द	söz
शब्द	sözcük
शब्द	kelimeler
शब्द	sözcükler
शब्द	sözler
शब्द	kelime
फिर	öyleyse
फिर	ozaman
फिर	sonra
तीन	üç
तीन	three
पुरस्कार	ödüller
पुरस्कार	ödül
पुरस्कार	ödülleri
पुरस्कार	ödül
पुरस्कार	ödülü
पुरस्कार	ödül
पुरस्कार	ödülü
पुरस्कार	ödüller
पुरस्कार	ödül
पुरस्कार	ödülleri
पुरस्कार	ödüller
पुरस्कार	ödül
पुरस्कार	ödülleri
पुरस्कार	ödül
पुरस्कार	ödülü
लेख	makaleler
लेख	yazılar
लेख	makale
लेख	tez
लेख	tezi
लेख	yazı
लेख	madde
लेख	makale
जिसे	kimi
जिसे	kime
अब	şimdi
अब	simdi
दौरान	esnasında
दौरान	sırasında
अमेरिका	amerika
अमेरिका	america
मंदिर	tapınak
मंदिर	temple
मंदिर	tapınağı
अलावा	ilave
अलावा	ek
अलावा	ayrı
वार्ता	konuşuyor
वार्ता	konuşur
दक्षिण	güney
दक्षिण	güneye
स्थल	mekanı
स्थल	mekan
स्थल	yer
स्थल	mekân
विभिन्न	çeşitli
विभिन्न	çeşitli
इतिहास	tarihi
इतिहास	geçmiş
इतिहास	tarih
लिया	alınmış
लिया	alındı
लिया	alınan
लिया	aldı
लिया	alınır
फ़िल्म	film
फ़िल्म	sinema
फ़िल्म	filim
फ़िल्म	film
क्योंकि	cünkü
क्योंकि	çünkü
पास	pas
पास	geçiş
विस्तृत	ayrıntılı
विस्तृत	detaylı
विस्तृत	ayrıntılı
विस्तृत	ilerlemiş
विस्तृत	ileri
विस्तृत	gelişmiş
दिन	gündüz
दिन	gun
दिन	gün
दिन	gündüz
दिन	günler
दिन	günlerden
दिन	günleri
दिन	günlerce
कृषि	tarım
कृषि	tarımsal
शुरू	başladık
शुरू	başladı
शुरू	başladım
शुरू	başlayın
शुरू	başla
शुरू	başlasın
व्यक्ति	kişi
व्यक्ति	şahıs
व्यक्ति	kişiye
व्यक्ति	insan
व्यक्ति	kisi
व्यक्ति	bireysel
व्यक्ति	birey
व्यक्ति	bireysellik
उनका	onların
उनका	onlarin
विज्ञान	fen
विज्ञान	bilimsel
विज्ञान	bilim
सदस्य	üye
सदस्य	abone
सदस्य	üye
सदस्य	üyeler
सदस्य	üyeleri
हालांकि	gerçi
हालांकि	gerçi
सिंह	singh
सिंह	aslan
सिंह	leo
अनेक	birçok
अनेक	birkaç
अनेक	birkaçı
अनेक	çoklu
यहां	burada
यहां	burda
संख्या	rakam
संख्या	numara
संख्या	numarası
संख्या	sayı
संख्या	numaralar
संख्या	sayılar
संख्या	rakamlar
संख्या	numaraları
अपना	kendi
अपना	sizin
अपना	senin
बात	şey
बात	konuş
बात	konuşmak
बात	talk
बात	konuşma
साहित्य	edebiyatı
साहित्य	edebiyat
शिक्षा	eğitim
शिक्षा	harç
दिल्ली	delhi
धर्म	din
धर्म	dinin
धर्म	dini
धर्म	dinleri
धर्म	dinler
धर्म	dharma
मूल	köken
मूल	kökeni
मूल	orijinal
मूल	yerli
मूल	orijinal
मूल	özgün
मूल	orjinal
मूल	aslı
मूल	temel
तब	öyleyse
तब	ozaman
तब	sonra
बना	yap
बना	yapılmış
बना	yapıldı
कोड	kodu
कोड	şifre
कोड	kod
कोड	şifreler
कोड	kodlar
कोड	kodları
संयुक्त	birleşik
संयुक्त	birlik
संयुक्त	united
संयुक्त	birleşmiş
संयुक्त	kombine
संयुक्त	müşterek
संयुक्त	sarma
संयुक्त	eklem
जुलाई	temmuz
युद्ध	savaş
युद्ध	muharebe
युद्ध	savas
युद्ध	savaş
युद्ध	war
युद्ध	savas
नदी	nehri
नदी	river
नदी	nehir
नदी	irmak
वाला	vala
काल	gergin
काल	ara
काल	arayın
काल	çağrı
काल	arama
काल	adet
काल	nokta
काल	dönem
वर्षों	yıllarca
वर्षों	yıllardır
वर्षों	yıllar
वर्षों	yılların
वर्षों	seneler
प्रति	per
स्टेशन	karakol
स्टेशन	station
स्टेशन	istasyonu
स्टेशन	istasyon
स्टेशन	istasyonlar
स्टेशन	istasyonları
बड़े	geniş
बड़े	büyük
बड़े	big
बड़े	buyuk
बड़े	büyük
बड़े	kocaman
जनवरी	ocak
मध्य	merkezi
मध्य	merkez
मध्य	merkezi
मध्य	merkez
मध्य	center
मध्य	orta
मध्य	medyan
मध्य	ortası
मध्य	orta
राजा	raja
राजा	kral
राजा	king
प्रथम	öncelikle
प्रथम	önce
प्रथम	ilk
प्रथम	once
विश्वविद्यालय	üniversiteler
विश्वविद्यालय	üniversite
विश्वविद्यालय	üniversite
विश्वविद्यालय	university
विश्वविद्यालय	üniversitesi
जून	jun
जून	joon
जून	june
जून	haziran
उसकी	onunki
उसकी	onun
उसकी	onun
उसकी	onu
मार्च	mar
मार्च	mart
मार्च	marş
मार्च	yürüyüş
बन	poğaça
बन	çörek
बन	bun
बनी	tavşancık
बनी	bunny
बनी	tavşan
अर्थ	anlam
अर्थ	anlamı
अर्थ	anlami
अप्रैल	apr
अप्रैल	nişan
अप्रैल	nisan
महत्वपूर्ण	önemlidir
महत्वपूर्ण	onemli
महत्वपूर्ण	önemli
महत्वपूर्ण	kritik
महत्वपूर्ण	eleştirel
प्रामाणिक	otantik
प्रामाणिक	hakiki
आप	sen
आप	seni
आप	siz
अक्टूबर	ekim
अक्टूबर	ekim
समूह	cemaat
समूह	gurup
समूह	grup
समूह	grubu
समूह	gruplar
समूह	grupları
वर्तमान	güncel
वर्तमान	akım
वर्तमान	şimdiki
वर्तमान	mevcut
वर्तमान	akıntı
वर्तमान	hediye
वर्तमान	şimdiki
वर्तमान	mevcut
अध्ययन	çalışmak
अध्ययन	çalış
अध्ययन	çalışma
अध्ययन	çalışmalar
अध्ययन	çalışmaları
विभाग	bölümü
विभाग	departman
विभाग	bölüm
विभाग	departmanı
विभाग	bölüm
विभाग	division
विभाग	bölünme
विभाग	bölümler
आम	mango
आम	yaygın
स्थिति	durum
स्थिति	statü
स्थिति	durumu
स्थिति	konum
स्थिति	mevki
स्थिति	pozisyon
स्थिति	state
स्थिति	eyalet
स्थिति	devlet
स्थिति	durum
स्थिति	condition
स्थिति	şart
स्थिति	durumu
स्थिति	koşul
स्थिति	durum
प्रभाव	çarpışma
प्रभाव	etki
प्रभाव	etkisi
प्रभाव	çarpma
प्रभाव	darbe
प्रभाव	etkileri
प्रभाव	efekt
प्रभाव	etkiler
प्रभाव	etkiler
प्रभाव	efekt
प्रभाव	etki
प्रभाव	etkisi
आदर्श	idealizm
आदर्श	ideal
आदर्श	idol
साल	yıllarca
साल	yıllardır
साल	yıllar
साल	yılların
साल	seneler
साल	yıl
साल	yılı
साल	sene
पहली	öncelikle
पहली	önce
पहली	ilk
पहली	once
संगीत	music
संगीत	müzik
अमेरिकी	amerikalı
अमेरिकी	amerikan
अमेरिकी	american
अमेरिकी	amerikalılar
सेवा	servis
सेवा	servisi
सेवा	hizmet
बनाने	yaratma
बनाने	yaratmak
बनाने	oluşturma
बनाने	yapmak
आज	bugün
आज	bugünde
आज	bügün
आज	bugun
स्थापित	kurulmuştur
स्थापित	kurulmuş
स्थापित	kuruldu
स्थापित	yerleşik
स्थापित	kurulan
स्थापित	kurulu
स्थापित	yüklenmiş
स्थापित	yüklü
स्थापित	yüklendi
स्थापित	kuruldu
स्थापित	kurulmuş
स्थापित	kurulan
स्थापित	kuruldu
उच्च	high
उच्च	yükseklerde
उच्च	çak
उच्च	yükseğe
उच्च	yüksek
उच्च	yüce
देता	verir
देता	veriyor
उपलब्ध	mevcuttur
उपलब्ध	müsait
उपलब्ध	mevcut
उपलब्ध	kullanılabilir
काफी	yeter
काफी	bolca
काफी	oldukça
बड़ी	geniş
बड़ी	büyük
बड़ी	big
बड़ी	buyuk
बड़ी	büyük
बड़ी	kocaman
चार	four
चार	dört
शक	şüphe
शक	kuşku
प्रभा	pera
श्री	shree
श्री	sri
उदाहरण	örneği
उदाहरण	örnek
उदाहरण	örneğin
उदाहरण	illüstrasyon
उदाहरण	örnekleri
उदाहरण	örnekler
उसका	onunki
उसका	onun
उसका	onun
उसका	onu
ले	al
ले	alın
जिससे	hangi
जिससे	hangisi
स्थापना	kurulum
स्थापना	yükleme
स्थापना	montaj
स्थापना	tesisler
स्थापना	kurulum
स्थापना	yükleyin
स्थापना	yükle
स्थापना	yükleme
स्थापना	kurulması
कंपनी	şirket
कंपनी	firma
कंपनी	bölük
अधिकांश	çoğu
अधिकांश	çogu
अधिकांश	çoğunlukla
अधिकांश	genellikle
सामाजिक	toplumsal
सामाजिक	sosyal
प्रत्येक	her
प्रत्येक	herbiri
बड़ा	geniş
बड़ा	büyük
बड़ा	big
बड़ा	buyuk
बड़ा	büyük
बड़ा	kocaman
बड़ा	harika
स्तर	seviyeleri
स्तर	seviye
स्तर	düzey
स्तर	seviye
बनाया	yapılmış
बनाया	yapıldı
बनाया	yaratılmış
बनाया	oluşturuldu
बनाया	yaratıldı
बनाया	yarattı
बनाया	oluşturulan
चित्र	fotoğraf
चित्र	resim
चित्र	resmi
चित्र	resimler
चित्र	fotoğraflar
चित्र	resimleri
चित्र	görsel
चित्र	resim
चित्र	görüntü
चित्र	imaj
चित्र	görüntüler
चित्र	resimler
चित्र	görseller
इससे	from
प्रणाली	sistem
प्रणाली	sistemi
सरकारी	devlet
सरकारी	hükümet
सरकारी	resmî
सरकारी	official
सरकारी	resmi
सरकारी	devlet
सरकारी	hükümet
जहां	nereye
जहां	nerde
जहां	nere
जहां	nerede
देशों	ülkeler
देशों	ülkelere
देशों	ülkeleri
जल	su
सूची	liste
सूची	listesi
सूची	listeyi
सूची	liste
सूची	listeleri
सूची	listeler
विचार	fikri
विचार	fikir
विचार	fikirler
विचार	fikirleri
विचार	düşünce
विचार	dikkate
विचार	değerlendirme
विचार	düşünceler
विचार	düşünceleriniz
विचार	düşünce
छोटे	ufak
छोटे	küçük
छोटे	kucuk
छोटे	minik
छोटे	küçük
छोटे	az
ऊपर	üst
ऊपर	üstü
ऊपर	top
ऊपर	üstte
ऊपर	yukarıdaki
ऊपर	yukarıda
ऊपर	üzeri
ऊपर	üstünde
ऊपर	üstü
ऊपर	yukarda
आधारित	temelli
आधारित	tabanlı
पानी	su
सामान्य	genel
सामान्य	general
सामान्य	yaygın
सामान्य	normal
आगे	ileri
आगे	öne
आगे	ileriye
आगे	ileri
आगे	ileriye
कुल	toplu
कुल	toplam
एक्स्प्रेस	ekspres
एक्स्प्रेस	express
एक्स्प्रेस	ifade
एक्स्प्रेस	ekspresi
पुलिस	polis
वर्ग	kategori
वर्ग	kategorisi
वर्ग	karesi
वर्ग	meydan
वर्ग	kare
वर्ग	sınıflar
वर्ग	dersleri
वर्ग	sınıfları
वर्ग	dersler
वर्ग	sınıf
वर्ग	ders
वर्ग	klas
शरीर	ceset
शरीर	vücut
शरीर	beden
अंग्रेजी	ingiliz
अंग्रेजी	türkçe
अंग्रेजी	turkish
अंग्रेजी	ingilizce
माध्यम	medyum
माध्यम	ortam
माध्यम	orta
मानव	insani
मानव	insan
पाकिस्तान	pakistan
पाकिस्तान	pakistanlı
भूमिका	giriş
भूमिका	tanıtım
भूमिका	rolün
भूमिका	rol
हर	har
हर	her
हर	hur
अतिरिक्त	ekstra
अतिरिक्त	yedek
अतिरिक्त	ilave
अतिरिक्त	ek
अतिरिक्त	fazladan
अतिरिक्त	ekstra
अतिरिक्त	extra
पिता	baba
समाज	topluluk
समाज	toplum
समाज	sosyete
उत्पन्न	oluşturuldu
उत्पन्न	oluşturulan
उत्पन्न	oluşturulmuş
नीचे	down
नीचे	aşağıya
नीचे	aşağı
नीचे	aşağıda
नीचे	aşağı
नीचे	aşağıya
नीचे	aşağıdan
नीचे	altta
नीचे	alt
नीचे	alttaki
नीचे	dibi
नीचे	dibe
दुनिया	world
दुनिया	dünya
दुनिया	dunya
आधुनिक	modern
आधुनिक	çağdaş
ध्यान	meditasyon
ध्यान	dikkat
हिंदी	hintçe
दे	ver
दे	verin
सभा	cemaat
सभा	montaj
सभा	toplanma
सभा	meclisi
सभा	toplanma
सभा	toplanıyor
सभा	toplama
सभा	toplantı
सभा	sabha
परिवार	ailesi
परिवार	family
परिवार	aile
विषय	konu
विषय	konular
विषय	başlıklar
विषय	konuları
विषय	konular
विषय	denek
विषय	şahıs
विषय	konusu
विषय	konu
अधिकार	hakları
अधिकार	haklar
अधिकार	hak
रंग	renk
रंग	rengi
रंग	renkli
रंग	renkler
रंग	renkleri
रंग	renkler
रंग	renk
रंग	renkleri
रंग	renk
रंग	rengi
बाहर	istifa
बाहर	dışarıya
बाहर	dışarda
बाहर	dışarı
बाहर	dışarıda
बाहर	dışarı
खेल	oyun
खेल	play
खेल	oyna
खेल	oynayın
खेल	çal
खेल	spor
खेल	sporlar
खेल	oyun
खेल	maç
खेल	oyun
खेल	maçlar
खेल	oyunlar
खेल	oyunları
खेल	spor
खेल	sport
क्षेत्रों	alanlar
क्षेत्रों	alanları
क्षेत्रों	bölgeler
जहाँ	nereye
जहाँ	nerde
जहाँ	nere
जहाँ	nerede
समान	homojen
समान	aynısından
समान	aynen
समान	ayni
समान	aynı
समान	aynısı
समान	benzeri
समान	benzer
सितंबर	eylül
दूर	far
दूर	uzakta
दूर	uzağa
दूर	uzak
दूर	uzakta
दूर	uzağa
दूर	uzak
दूर	uzaklara
दूर	mesafeli
दूर	uzak
पता	adresleri
पता	adresiniz
पता	adresi
पता	adres
शक्ति	kuvvet
शक्ति	güç
शक्ति	power
शक्ति	güç
शक्ति	shakti
ब्रिटिश	britanya
ब्रिटिश	ingiliz
ब्रिटिश	ingilizler
कला	sanat
कला	sanatlar
कला	sanat
कला	art
घर	yuva
घर	ev
घर	evde
घर	eve
घर	evim
घर	house
घर	ev
संस्कृत	sanskritçe
प्रकाशित	yayınla
प्रकाशित	yayınlama
प्रकाशित	yayınlamak
प्रकाशित	yayınlanan
प्रकाशित	yayınlanmış
प्रकाशित	yayınlandı
प्रकाशित	yayımlandı
मई	may
मई	mayis
मई	mayıs
प्रक्रिया	süreç
प्रक्रिया	işlem
प्रक्रिया	süreç
प्रक्रिया	süreçleri
प्रक्रिया	prosedür
सेना	ordular
सेना	ordu
पार्टी	parti
पार्टी	party
हम	hum
रेलवे	demiryolu
रेलवे	demiryolları
पश्चिम	west
पश्चिम	batıya
पश्चिम	batı
पश्चिम	batıda
अंत	bitir
अंत	son
अंत	sonu
अंत	bitiş
पूरी	bütün
पूरी	tüm
पूरी	tamamı
बिना	olmadan
बिना	onsuz
क्या	ne
अगस्त	ağustos
अगस्त	august
अगस्त	aug
विकसित	gelişmiş
विकसित	geliştirilmiş
विकसित	geliştirildi
विकसित	gelişmiş
विकसित	evrim
संबंध	ilişkiler
संबंध	ilişkileri
संबंध	ilişki
संबंध	ilişki
संबंध	ilişkisi
संबंध	ilişkiler
संबंध	ilişkileri
संबंध	bağlanma
संबंध	ilişki
संबंध	akraba
संबंध	akrabalık
प्रदर्शन	gösteri
प्रदर्शन	performansı
प्रदर्शन	performans
प्रदर्शन	performansları
प्रदर्शन	gösteriler
प्रदर्शन	performans
प्रदर्शन	ekran
प्रदर्शन	teşhir
प्रदर्शन	göster
प्रदर्शन	görünüm
प्रदर्शन	teşhir
प्रदर्शन	pozlama
मार्ग	rota
मार्ग	yol
मार्ग	şekilde
मार्ग	yol
पर्यटन	turizm
ज्ञान	bilgi
ज्ञान	ilim
लगा	hissettim
दिसम्बर	aralık
दिसम्बर	aralık
प्रदर्शित	seçme
प्रदर्शित	gösterilen
प्रदर्शित	görüntülenen
प्रदर्शित	ekran
प्रदर्शित	teşhir
प्रदर्शित	göster
प्रदर्शित	görünüm
अक्सर	sıklıkla
अक्सर	sıkça
अक्सर	sıklıkla
अक्सर	sıkça
सहायता	yardım
सहायता	imdat
सहायता	yardim
सहायता	destekle
सहायता	desteği
सहायता	destek
सहायता	yardım
पहला	öncelikle
पहला	önce
पहला	ilk
पहला	once
मृत्यु	olum
मृत्यु	ölüm
मृत्यु	death
स्वयं	self
स्वयं	kendi
विकिपीडिया	wiki
विकिपीडिया	wikipedia
विकिपीडिया	vikipedi
तैयार	hazır
तैयार	hazırız
तैयार	hazırım
तैयार	hazir
आवश्यक	gerekli
आवश्यक	gerekiyor
आवश्यक	zorunlu
आवश्यक	gereklidir
आवश्यक	acil
देखा	görünüyordu
देखा	baktım
देखा	baktı
देखा	izledi
देखा	izlenen
देखा	izledim
देखा	görüldü
देखा	görülen
देखा	testere
उत्पादन	imalat
उत्पादन	yapım
उत्पादन	üretim
उत्पादन	prodüksiyon
रोग	hastalıklar
रोग	hastalık
संबंधित	bağlantılı
संबंधित	akraba
संबंधित	ilgili
संबंधित	ilişkili
संबंधित	alakalı
शताब्दी	yüzyıl
शताब्दी	asır
चीन	çin
अभी	şimdi
अभी	simdi
संघ	sendika
संघ	birlik
संघ	birliği
संघ	sendikalar
संघ	sendika
संघ	federasyon
संघ	federasyonu
संघ	dernek
संघ	derneği
यात्रा	yolculuk
यात्रा	seyahat
यात्रा	yolculuk
यात्रा	seyahat
यात्रा	gezi
यात्रा	yolculuk
यात्रा	trip
मात्रा	miktarı
मात्रा	tutar
मात्रा	miktar
मात्रा	miktar
मात्रा	miktarı
रचना	yaratılış
रचना	yaratma
रचना	oluşturma
रचना	kompozisyon
जगह	boşluklar
जगह	boşluk
जगह	yer
जगह	boşluk
जगह	space
जगह	uzayı
जगह	uzay
भिन्न	ayrık
भिन्न	farklı
भिन्न	farkli
भिन्न	değişik
भिन्न	kesri
लोक	kamu
लोक	halk
लोक	folk
सब	sab
सब	all
सब	hepsini
सब	tamamı
सब	hepsi
सब	tümü
पूरा	tamamlanmış
पूरा	tamamlandı
पूरा	tamamladım
पूरा	tam
पूरा	ful
पूरा	full
पूरा	dolu
पूरा	bütün
पूरा	tüm
पूरा	tamamı
पूरा	tam
पूरा	komple
पूरा	tamamlanmış
पूरा	tamamlandı
आवश्यकता	gereksinim
आवश्यकता	şart
आवश्यकता	gerektirir
प्रकाश	işık
प्रकाश	hafif
प्रकाश	light
प्रकाश	nur
प्रकाश	aydınlık
प्रकाश	prakash
प्रकाश	işık
प्रकाश	işıkları
प्रकाश	işıklar
नई	yeni
चिकित्सा	sağlık
चिकित्सा	medikal
चिकित्सा	tıbbi
चिकित्सा	tıp
चिकित्सा	tedavi
चिकित्सा	terapi
दूसरी	ikinci
दूसरी	ikincisi
कार्यक्रम	programlar
कार्यक्रम	programları
कार्यक्रम	etkinlikler
कार्यक्रम	olaylar
कार्यक्रम	etkinlik
