han	han
spillet	žaidimas
allerede	jau
ingen	niekas
historie	istorijos
historie	pasakojimas
historie	istorija
historie	istorijos
historie	istorija
engelsk	anglų
stadig	dar
gift	vedęs
gift	ištekėjusi
gift	nuodai
forhold	santykis
spiller	žaidėjas
spiller	žaidžia
kommer	ateina
kommer	ateinu
kommer	ateis
kampe	atitinka
kampe	kovų
kampe	kovoti
kampe	žaidimų
kampe	žaidimai
kampe	mūšių
går	vaikšto
går	eina
går	vaikšto
frederik	frederik
ned	nedas
nogen	kažkas
nogen	kažkas
godt	gerai
godt	geras
godt	puikiai
godt	gera
arbejde	darbas
arbejde	darbingo
arbejde	darbo
begge	abi
begge	abu
england	anglija
england	anglijos
england	england
player	žaidėjas
børn	vaikai
lang	lang
lang	ilgai
lang	ilga
lang	ilgas
plads	sėdynės
plads	sėdynė
plads	kosmosas
stort	didelių
stort	dideli
stort	didelis
stort	didelės
stort	dideli
stort	didysis
stort	didelis
derefter	tada
sprog	kalbos
sprog	kalbos
sprog	kalba
set	stebėjo
kendte	žinojo
kendte	įžymybių
mand	patinas
mand	patinų
mand	vyrai
mand	vyras
mand	vyru
mand	vyro
mand	vyras
mand	vyru
mand	vyras
mand	žmogus
vest	vakarų
vest	vakarai
vest	vakarų
bygget	statybų
skuespiller	aktorė
skuespiller	aktorė
skuespiller	aktorius
liv	gyvenimo
liv	gyvybės
liv	gyvybė
liv	gyvenimas
liv	gyvena
liv	liv
dele	akcija
dele	dalintis
øst	rytų
øst	rytų
brugt	praleido
brugt	praleistas
brugt	išleista
hansen	hansen
album	albumai
næsten	beveik
skrev	parašiau
skrev	parašė
skrev	rašė
står	nuolatinio
deltog	dalyvavo
datter	dukra
datter	dukrą
datter	duktė
område	laukas
område	zona
længere	ilgesnis
længere	ilgesnės
længere	ilgiau
måde	būdu
måde	būdas
far	tėti
far	tėti
far	tėtis
far	tėvas
york	york
ses	ses
kamp	žaidimas
kamp	kova
tiden	laiko
tiden	laikas
fil	failas
#aaa	#aaa
krigen	karas
krigen	karo
krigen	karui
jensen	jensen
solid	kietu
solid	tvirtas
station	stotis
station	stoties
universitet	universitetas
klubben	klubas
division	kvadratas
stod	stovėjo
valgt	išrinkti
valgt	išrinktas
valgt	išrinkta
aarhus	orhuso
britiske	britanijos
britiske	britai
britiske	britų
amt	apskritis
amt	amt
serien	serija
serien	serijos
min	mano
min	min
engelske	anglų
konge	karalius
kong	karalius
taget	stogas
taget	stogo
stadion	stadionas
angreb	išpuoliai
angreb	išpuolių
angreb	ataka
angreb	puolimą
angreb	užpuolimas
betydning	svarbą
leder	redakcinė
rapport	ataskaita
moderne	moderni
moderne	šiuolaikinio
erik	erikas
erik	erikas
erik	eric
karriere	karjera
karriere	karjeros
karriere	karjerai
karriere	karjera
karriere	karjeros
måske	galbūt
måske	gal
måske	galbūt
millioner	milijonus
millioner	milijonų
millioner	milijonai
familie	šeima
familie	šeimos
familie	šeimyna
ser	atrodo
ser	stebi
steder	vietose
steder	vietovės
steder	vieta
krig	karas
krig	karo
krig	karui
bare	tik
bare	tiesiog
bedre	geresnė
bedre	geresnis
bedre	gerėja
bedre	geriau
museum	muziejus
museum	muziejų
tale	kalbėti
tale	kalbėk
tale	kalbėti
byer	miestus
byer	miestai
byer	miestai
øen	sala
øen	islandija
øen	islandijos
øen	salos
par	pora
par	porų
par	pora
muligt	įmanoma
bog	knygą
bog	knyga
samlet	surinktas
samlet	surinkti
samlet	surenkamos
samlet	surinktos
sæson	sezonas
mænd	patinai
mænd	vyrai
mænd	patinas
mænd	patinų
mænd	vyrai
mænd	vyras
venstre	paliko
tidspunkt	laiko
tidspunkt	laikas
cup	taurė
professor	profesorius
skole	mokykla
skole	mokyklos
fodboldspiller	futbolininkas
odense	odense
familien	šeima
familien	šeimos
familien	šeimyna
karl	karlas
karl	karl
nær	arti
nær	netoli
niels	niels
hurtigt	greitas
hurtigt	greita
hurtigt	greitai
hurtigt	greitas
hurtigt	greita
hurtigt	greiti
hurtigt	greitai
hurtigt	greit
hurtigt	greitai
kommunen	savivaldybė
links	nuorodos
hær	armijos
hær	kariuomenė
hær	armija
sang	dainavo
sang	dainuoja
sang	daina
sang	dainos
floden	upės
floden	upė
hvordan	kaip
altid	visada
vej	būdu
vej	būdas
vej	kelias
vej	kelių
vej	kelio
jens	jens
unge	jaunimo
unge	jaunimas
god	gerai
god	geras
god	puikiai
god	gera
særlig	specialių
synes	manau
university	universitetas
tal	kalbėk
tal	kalbėti
tæt	uždaryti
tæt	glaudžiai
tæt	užverti
tæt	tankus
league	lygos
league	lyga
gammel	senas
ord	žodžiai
ord	žodžiai
david	david
david	deividas
david	dovydas
lange	ilgai
lange	ilga
lange	ilgas
politiker	politikas
kvinder	patelių
kvinder	patelės
kvinder	moterys
arbejder	darbas
arbejder	darbininkas
arbejder	darbuotojas
arbejder	darbingo
arbejder	darbo
arbejder	kūriniams
arbejder	veikia
arbejder	kūriniai
arbejder	darbai
grundlagt	įkurta
indenfor	viduje
bør	turėtų
andersen	andersen
art	rūšis
art	rūšių
art	rūšys
art	pobūdžio
art	gamta
art	prigimtis
kongelige	autoriniai
kongelige	princeses
udvikling	evoliucija
stammer	kilę
vestlige	vakarų
file	failas
vundet	laimėjo
black	juodai
black	juodas
black	juodi
black	juoda
fast	kietu
fast	tvirtas
ældste	seniausias
ældste	senoliai
serie	serija
serie	serijos
serie	serie
navne	vardai
james	james
james	džeimsas
støtte	pagalbos
støtte	pagalba
berlin	berlynas
aalborg	aalborg
paul	paulius
jørgen	jorgen
km²	km²
japan	japonija
japan	japonijos
stemmer	balsai
stemmer	balsų
stemmer	balsų
gode	gerai
gode	geras
gode	puikiai
gode	gera
love	myliu
love	meile
love	meilės
love	meilė
love	įstatymai
red	rode
red	raudona
dommer	teisėjas
dommer	arbitražo
dommer	teisėjas
samarbejde	bendradarbiavimas
samarbejde	bendradarbiavimo
styrker	stiprina
styrker	stiprybes
styrker	pajėgos
sange	dainas
sange	dainos
sange	dainų
spille	žaisti
spille	groti
spille	žaidžia
hører	išgirsti
kilometer	kilometrai
kilometer	km
kilometer	kilometre
kilometer	kilometrai
kilometer	kilometrų
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
billede	nuotraukos
billede	foto
billede	nuotrauka
arter	rūšis
arter	rūšių
arter	rūšys
røde	raudona
arbejdede	dirbau
arbejdede	dirbo
modtog	gautas
spanien	ispanija
spanien	ispanijos
kina	klr
county	apskritis
direktør	direktorius
succes	sėkmingai
succes	sėkmė
succes	sėkmės
vejen	kelias
vejen	kelių
vejen	kelio
rock	akmuo
rock	rokas
rock	rock
kongen	karalius
park	park
park	parkas
valgte	išrinkti
valgte	išrinktas
valgte	išrinkta
mor	mama
mor	mama
mor	mama
mor	motina
mor	mama
fly	skrydžio
fly	skrydis
fly	orlaivis
fly	orlaiviai
fly	lėktuvas
fly	lėktuvas
fly	plokštumos
fly	lėktuvą
fly	lėktuvas
klubber	klubai
bedst	geriausi
bedst	geriausia
bedst	aukščiausia
bedst	geriausios
bedst	geriausias
guitar	gitara
bgcolor	bgcolor
løber	bėgikė
løber	veikiančių
løber	važiavimas
løber	krypsta
løber	valdo
stærkt	stiprūs
stærkt	tvirtas
stærkt	stipri
stærkt	stiprus
stærkt	galingas
stærkt	galinga
stærkt	galingi
teater	teatras
teater	teatro
teater	teatre
teater	teatras
teater	teatro
teater	teatre
midten	vidurys
midten	artimųjų
anders	anders
lykkedes	pavyko
lykkedes	valdoma
lykkedes	valdomi
lykkedes	pavyko
forsøg	eksperimentus
forsøg	eksperimentai
forsøg	eksperimentų
forsøg	eksperimentas
forsøg	bandymą
bøger	knygos
formål	tikslas
formål	tikslai
formål	tikslas
formål	paskirtis
rige	turtingas
tropper	kariai
hus	namas
aktiv	aktyviai
aktiv	aktyvi
aktiv	aktyvus
aktiv	turtas
aktiv	turto
østlige	rytų
bogen	knygą
bogen	knyga
linje	linija
fælles	bendras
fælles	dažni
anna	ana
anna	anna
www	interneto
www	žiniatinklio
skrive	rašyti
skrive	rašant
almindelig	bendras
almindelig	dažni
almindelig	bendri
almindelig	bendra
almindelig	bendrieji
united	jungtinės
united	jungtinė
problemer	bėdos
problemer	bėda
problemer	bėdos
problemer	problemų
fodbold	futbolas
fodbold	futbolo
fodbold	futbolas
fodbold	futbolo
højere	aukštesnis
ting	daiktai
ting	dalykai
ting	daiktas
ting	dalykas
arbejdet	darbas
indflydelse	įtaka
bror	broli
bror	brolis
let	lengvai
let	lengva
let	lengvai
tilskuere	praeiviams
kunst	meno
kunst	menas
kunst	menų
historisk	istorinis
historisk	istorinė
historisk	istoriniai
historisk	istorinis
historisk	istorinė
historiske	istorinis
historiske	istorinė
historiske	istoriniai
historiske	istorinis
historiske	istorinė
guld	auksinis
guld	aukso
guld	gold
guld	auksas
måneder	mėnesiai
styrke	stiprinti
optaget	užimta
optaget	okupuotoje
sæsonen	sezonas
slot	lizdas
slot	lauką
slot	pilis
slot	pilies
slot	pilies
ansat	darbuotojui
ansat	darbuotojas
sommer	vasara
sommer	vasaros
sommer	sommer
rom	romo
rom	romas
århus	orhuso
ordet	žodžiai
klub	klubas
gerne	mielai
gerne	lyg
gerne	kaip
holdet	komanda
roman	romos
roman	romanas
fald	krenta
begravet	palaidotas
særligt	specialių
jun	birželis
tour	kelionių
tour	ekskursija
tour	kelione
jul	kalėdų
larsen	larsen
ole	ole
radio	radijas
radio	radijo
kultur	kultūra
kultur	kultūros
holland	holland
holland	olandija
information	informacija
opnåede	pelnęs
finalen	finalo
snart	greit
snart	greitai
stil	stilius
hvem	kas
hvem	kurie
vinder	laimėtojas
vinder	laimėti
die	mirti
uddannelse	mokymai
uddannelse	mokymas
uddannelse	mokymo
uddannelse	švietimas
uddannelse	išsilavinimas
længde	ilguma
længde	ilgis
længde	ilguma
længde	ilgumos
lever	kepenys
club	klubas
komponist	kompozitorius
richard	ričardas
manuskript	rankraštis
japanske	japonijos
japanske	japonų
virksomhed	bendrovė
virksomhed	įmonė
virksomhed	bendrovės
virksomhed	kompanija
virksomhed	verslo
virksomhed	įmonė
virksomhed	verslas
brugte	praleido
brugte	praleistas
brugte	išleista
skolen	mokykla
skolen	mokyklos
uddannet	išsilavinę
uddannet	apmokyti
udnævnt	paskirtas
boede	gyveno
boede	gyvenau
slesvig	schleswig
spil	žaidimas
spil	žaidimų
spil	žaidimai
spil	žaisti
spil	groti
almindelige	bendras
almindelige	dažni
anne	anne
møller	gamyklų
forlag	leidėjai
time	valanda
produceret	gaminami
dronning	karaliene
dronning	karalienė
dronning	queen
poul	paulius
britisk	britanijos
britisk	britai
britisk	britų
sluttede	pasibaigė
sovjetunionen	tsrs
heller	heleris
rasmussen	rasmussen
hustru	žmona
turneringen	turnyras
turneringen	turnyro
hovedstad	kapitalas
hovedstad	kapitalo
dyr	gyvūnai
dyr	gyvuliai
dyr	gyvūnų
dyr	gyvūnai
dyr	gyvuliai
dyr	gyvūnas
dyr	gyvūno
dyr	gyvūnų
tekst	tekstas
nordisk	skandinavų
nordisk	šiaurės
nordisk	nordisk
historien	istorijos
historien	pasakojimas
historien	istorija
livet	gyvenimo
livet	gyvybės
livet	gyvybė
livet	gyvenimas
canada	kanada
canada	kanadoje
canada	kanados
længe	ilgai
længe	ilga
længe	ilgas
sanger	dainininkė
bane	beinas
bane	eile
bane	trajektorijos
bane	trajektorija
solgt	parduota
solgt	parduodami
solgt	parduotas
solgt	parduodama
endelig	pagaliau
endelig	galutiniai
endelig	galutinis
endelig	galutinė
endelig	finalas
georg	georg
kejser	imperatorius
link	nuorodos
sker	vyksta
christensen	christensen
aug	aug
soldater	kareiviai
soldater	kariai
løb	vykdyti
udtryk	išraiškos
instruktør	direktorius
instruktør	instruktorius
væk	dingo
væk	šalin
siger	sakau
siger	sako
siger	sako
vinde	laimėti
krav	reikalavimui
krav	reikalavimai
krav	reikalavimas
krav	reikalavimai
lærer	mokytoja
lærer	mokymosi
lærer	mokymuisi
lærer	mokytis
lærer	mokymasis
specielt	specialiai
jacob	džeikobas
spillere	žaidėjai
spillere	žaidėjų
valg	rinkimai
valg	rinkimai
valg	rinkimų
træk	tempti
jørgensen	jørgensen
rejse	kelionėms
rejse	kelionei
rejse	kelione
rejse	kelionės
rejse	kelionė
rejse	kelione
rejse	kelionė
ønskede	norimą
ønskede	norėjo
modsætning	svyravimų
fortæller	sako
militære	karinė
militære	karinis
militære	karinės
chef	bose
chef	bosas
model	modelis
grand	grand
prisen	kaina
prisen	kainos
selskab	bendrovė
selskab	įmonė
selskab	bendrovės
selskab	kompanija
slået	nugalėti
slået	mušami
tidsskrift	lapą
tidsskrift	žurnalas
handler	prekiauja
led	agentūrų
ludvig	ludvig
ludvig	louis
sikre	saugi
deltagelse	dalyvavimą
deltagelse	dalyvavimas
deltagelse	dalyvavimas
randers	randers
samfund	visuomenė
samfund	visuomenes
wilhelm	vilhelmo
klasse	klasės
klasse	klasė
økonomisk	finansiniai
økonomisk	finansinis
økonomisk	ekonomiškai
sort	juodai
sort	juodas
sort	juodi
sort	juoda
sort	veislė
vilhelm	vilhelm
generelt	bendri
generelt	bendra
generelt	bendrieji
romerske	romos
magt	galios
magt	galia
olsen	olsen
skov	miškas
skov	miško
skov	miškas
skov	miškais
skov	miškai
samling	rengimo
samling	susirinkimas
samling	mazgas
samling	surinkimo
forslag	pasiūlymus
forslag	siūlymai
forslag	pasiūlymai
gud	dievas
grænsen	pasienio
bor	gyva
bor	live
bor	gyvi
bor	gyventi
bor	gyvos
bor	pratybos
bor	boro
arkitekt	architektas
studerede	tiriamas
allierede	sąjungininkų
allierede	sąjungininkai
allierede	sąjungininkas
schweiz	šveicarijos
schweiz	šveicarija
alder	amžiaus
alder	amžius
harry	haris
harry	hari
harry	harry
holsten	holstein
alexander	aleksandras
alexander	aleksandro
alexander	alexander
kristne	krikščionių
kristne	krikščionys
inde	viduje
caps	dangteliais
tab	nuostoliai
louis	louis
fandtes	egzistavo
højt	garsiai
best	geriausi
best	geriausia
best	aukščiausia
best	geriausios
best	geriausias
nov	nov
provinsen	provincija
slag	smūgis
slag	smūgis
slag	slap
status	būsena
status	statusą
status	būklė
status	būsenos
træner	treneris
træner	treneris
træner	trenerio
roller	vaidmenys
roller	vaidmenis
tom	tomas
tom	tom
udført	eksportuota
udført	eksportuojami
udført	eksportuotas
græsk	graikų
enheder	vienetai
enheder	egzemplioriai
enheder	įrenginiai
enheder	prietaisai
goals	tikslai
goals	tikslų
våben	ginklas
våben	ginklai
våben	ginklų
våben	ginklas
våben	ginklai
våben	ginklus
våben	ginklų
våben	ginklai
våben	pistoletas
våben	ginklą
våben	ginklas
våben	ginklų
våben	rankos
våben	ginklai
wien	wien
hertug	kunigaikštis
havet	jūra
havet	jūros
havet	vandenynas
venner	draugus
venner	draugų
venner	draugės
venner	draugai
west	vakarų
west	vakarai
rejste	keliavo
lys	žvakė
lys	žiburiai
lys	šviesos
stift	standus
stift	diecezija
produktion	išėjimo
produktion	gamyba
produktion	gamybos
vejle	vejle
tekniske	techninių
fører	vairuotojo
fører	mašinistas
fører	vairuotojas
slægt	gimine
huset	namas
spanske	ispanų
spanske	ispaniškai
spanske	ispanijos
kongens	karalius
sten	akmenų
sten	akmenys
sten	akmens
sten	uolos
sten	akmenų
sten	akmenys
sten	sten
sten	akmuo
sten	rokas
sten	rock
professionel	profesinės
professionel	profesionalus
australien	australija
huse	namai
lade	tvartą
solgte	parduota
solgte	parduodami
solgte	parduotas
solgte	parduodama
vægt	svoris
stiftet	diecezija
football	futbolas
football	futbolo
kraft	force
kraft	galios
kraft	galia
nordiske	šiaurės
skriver	rašyti
skriver	rašant
studier	tyrimai
ønsker	norinčios
ønsker	norintiems
ønsker	norai
ønsker	nori
ønsker	norit
ridder	žirgas
ridder	riteris
flåde	laivyno
flåde	laivynas
sorte	juodai
sorte	juodas
sorte	juodi
sorte	juoda
lee	li
lee	lee
lee	ly
angrebet	ataka
angrebet	užpuolė
journalist	žurnalistai
journalist	žurnalistas
klassen	klasės
klassen	klasė
kvinde	moteris
kvinde	moteris
kvinde	patelės
kvinde	moterys
kvinde	moterų
kvinde	patelė
stationen	stotis
stationen	stoties
oplysninger	info
oplysninger	informacija
barn	vaikas
barn	vaikui
intet	nieko
energi	energija
energi	energetika
foreningen	asociacijos
foreningen	asociacija
joseph	joseph
landsbyen	kaimo
landsbyen	kaime
landsbyen	jonava
landsbyen	kaimas
line	linija
græske	graikų
jord	dirvožemio
jord	dirvožemį
jord	dirvožemis
dig	tu
berømte	žymi
bad	dušo
bad	blogai
bad	bloga
bad	blogas
bad	blogi
bad	vonia
bad	vonios
kaptajn	kapitonas
star	žvaigždės
star	žvaigždė
star	star
levede	gyveno
levede	gyvenau
grønland	grenlandijos
grønland	grenlandija
henholdsvis	atitinkamai
efteråret	rudenį
efteråret	ruduo
holder	turėtojas
münchen	miuncheno
bayern	bayern
frank	frank
frank	frenkas
betegnelse	nominalas
betegnelse	paskyrimas
american	amerikos
materiale	medžiaga
materiale	medžiagų
materiale	medžiagos
kirker	bažnyčios
kirker	bažnyčių
maler	dažai
maler	dažų
maler	dažymas
air	oro
air	oras
personlige	asmeninis
sidder	sėdi
sidder	sėdi
virksomheder	įmonės
virksomheder	bendrovės
virksomheder	įmonėse
virksomheder	bendrovių
forening	susivienijimo
forening	asociacijos
forening	asociacija
opgave	užduotis
opgave	uždavinys
opgave	užduotis
ejer	savininkas
oprindelse	kilmė
oprindelse	kilme
king	karalius
press	spaudos
universitetet	universitetas
friedrich	friedrich
mit	mano
student	studentų
student	studentė
student	studentas
kirkegård	kapinės
kirkegård	graveyard
tro	tikėjimą
tro	tikėjimo
tro	tikėjimas
tro	įsitikinimas
indien	indija
indien	indijos
hovedstaden	kapitalas
hovedstaden	kapitalo
fordel	naudos
fordel	pranašumą
fordel	pranašumas
stykke	vnt
stykke	gabalas
præget	linkstama
projektet	projekto
projektet	projektas
foråret	pavasario
foråret	pavasaris
operation	eksploatavimas
operation	veikimas
operation	operacija
colspan	colspan
udelukkende	išimtinai
hørte	girdėjau
israel	izraelis
israel	izraelio
brød	sulaužė
brød	duona
brød	duonos
din	tavo
din	savo
din	jūsų
din	tavo
økonomi	ekonomika
økonomi	ekonomika
månen	palydovas
morten	morten
californien	kalifornija
californien	kalifornijoje
californien	kalifornijos
resultater	pasiekimai
resultater	pasiekimų
resultater	pasiekimus
resultater	laimėjimai
bred	platus
bred	platus
bred	plati
tegnet	pasirašytas
udvidet	išplėsta
design	dizaino
design	projektavimas
design	dizaino
design	dizainas
kone	žmona
kontrol	kontrolė
særlige	specialių
championship	čempionatas
championship	čempionato
prinsesse	princesė
prinsesse	princese
prinsesse	princesės
ben	kojos
ben	kojas
ben	kojos
daniel	daniel
muligvis	galimai
vores	mūsų
træ	medienos
træ	mediena
træ	medžio
træ	mediena
gustav	gustav
gustav	gustaf
hjælpe	padeda
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
esbjerg	esbjerg
udviklingen	evoliucija
don	don
max	daugiausiai
kim	kim
taler	pasisakymai
oversat	išversti
oversat	vertimo
oversat	vertimas
møder	susirinkimai
møder	susitikimai
møder	posėdžiai
afgørende	lemiamas
afgørende	esminius
afgørende	esminis
musiker	muzikantas
dækker	apima
populære	dažniausi
uefa	uefa
bank	bankas
ven	draugė
ven	draugo
ven	drauge
ven	draugas
pris	kaina
pris	kainos
pris	savikaina
school	mokykla
school	mokyklos
ægteskab	santuokos
ægteskab	santuoka
stærk	stiprūs
stærk	tvirtas
stærk	stipri
stærk	stiprus
bibliotek	bibliotekų
bibliotek	bibliotekos
bibliotek	biblioteka
harald	jon
vokal	balsis
ændringer	pakeitimai
ændringer	pakeitimai
institut	institutas
bidrag	įnašas
bidrag	indėlis
bidrag	įnašai
bidrag	įmokos
skib	laivas
skib	indas
kritik	kritika
kritik	kritikos
kritik	kritiką
kritik	kritika
kritik	kritiką
mester	čempione
mester	kapitonas
mester	čempionas
søen	ežeras
will	bus
afrika	afrikos
afrika	afrika
greve	skaičiuoti
trommer	būgnai
adam	adamas
oscar	oskaras
landsby	kaimo
landsby	kaime
landsby	jonava
landsby	kaimas
svend	svend
museet	muziejus
museet	muziejų
grækenland	graikija
virker	kūriniams
virker	veikia
virker	kūriniai
virker	darbai
japansk	japonijos
japansk	japonų
modstand	atsparumo
modstand	atsparumą
modstand	atsparumas
modstand	opozicijos
projekt	projekto
projekt	projektas
militær	karinė
militær	karinis
militær	karinės
søgte	truko
beskrivelse	apibūdinimas
tror	manau
beskæftigelse	užimtumas
beskæftigelse	įdarbinimas
digte	eilėraščiai
mængde	kiekis
producer	gamintojas
kolding	koldingas
bevægelse	judėjimas
tider	kartus
fred	taikos
fred	taikai
fred	fredas
fred	taika
hæren	armijos
hæren	kariuomenė
hæren	armija
partier	partijų
tæthed	gausa
tæthed	tankio
tæthed	tankis
spansk	ispanų
spansk	ispaniškai
spansk	ispanijos
korps	korpusas
river	upės
river	upė
aktive	aktyviai
aktive	aktyvi
aktive	aktyvus
biografi	biografija
sammenhæng	suderinamumas
sammenhæng	nuoseklumą
sammenhæng	suderinamumas
sammenhæng	pastovumas
sammenhæng	nuoseklumą
sammenhæng	nuoseklumas
rent	švarus
rent	švari
rent	grynas
rent	aiški
slottet	pilis
slottet	pilies
sandsynligvis	tikriausiai
sandsynligvis	greičiausiai
kor	choro
kor	choras
opera	opera
eksemplarer	kopijas
farve	spalva
farve	spalvos
farve	spalvų
farve	spalva
råd	patarimų
råd	patarimai
horsens	horsens
hall	salėje
hall	salė
organisation	įstaiga
organisation	organizacija
angeles	miesta
købte	perkami
købte	įsigytas
købte	pirktas
købte	nupirkti
købte	įsigyta
købte	nusipirko
modtaget	gautas
fremstillet	gaminami
simon	saimonas
simon	simonas
bevaret	konservuota
bevaret	konservuoti
undgå	išvengti
jakob	jakob
jakob	džeikobas
elisabeth	elizabet
elisabeth	elisabeth
behandling	gydymas
debut	debiutas
blade	blade
blade	lapų
blade	peiliukai
levende	gyventi
levende	gyvenimo
levende	gyvos
levende	gyva
levende	live
levende	gyvi
levende	gyventi
levende	gyvos
rød	raudona
kvindelige	moteris
kvindelige	patelės
kvindelige	moterys
kvindelige	moterų
kvindelige	patelė
kører	vykdymo
kører	vykdo
kører	veikiančių
kører	važiavimas
bygge	statybos
madsen	madsen
nederlag	nugalėti
louise	luiza
præst	pamokslininko
præst	kunigas
præst	pastorius
jones	jones
stille	ramu
stille	tyliai
stille	tyli
omgang	juosmens
forsvar	gynyba
forsvar	gynybos
forsvar	gynyba
forsvar	gynybos
elever	mokiniai
elever	mokinių
fader	tėvas
stater	narės
trække	pateikiamos
hånd	ranka
søster	sesuo
søster	sese
søster	sesė
traditionelle	tradicinės
traditionelle	tradiciniai
traditionelle	tradicinė
kunstnere	atlikėjai
kunstnere	menininkai
afdeling	departamentas
afdeling	kvadratas
korte	trumpa
korte	trumpi
korte	trumpai
korte	trumpas
læge	gydytojo
læge	gydytojas
læge	gydytojo
læge	gydytojas
kanal	kanalas
mangler	trūksta
irland	airija
religiøse	religinių
imellem	eurus
big	didelės
big	dideli
big	didysis
big	didelis
rejser	kelionėms
rejser	kelionei
rejser	kelione
rejser	kelionės
rejser	kelionė
rejser	keliauja
rejser	keliavo
rejser	kelionės
rejser	keliaujant
rejser	keliaujantys
rejser	keliaujantiems
website	svetainė
ender	baigiama
ender	baigiasi
street	gatvė
street	gatvės
elementer	elementai
lære	mokymosi
lære	mokymuisi
lære	mokytis
lære	mokymasis
lære	mokytis
arthur	arturas
arthur	artūras
havn	uosto
havn	harbour
natur	pobūdžio
natur	gamta
natur	prigimtis
festival	festivalis
festival	festivalio
katolske	katalikų
song	daina
song	dainos
diskussion	diskusijos
diskussion	aptarimas
diskussion	diskusija
jacobsen	jacobsen
tyskerne	vokiečiai
fængsel	įkalinimo
fængsel	kalėjimas
fængsel	kalėjimą
fængsel	kalėjimas
stadium	stadionas
selvstændig	savarankiška
teksten	tekstas
ray	ray
lyngby	lyngby
bas	žemi
bas	bas
behov	reikia
hill	kalvos
enhed	įrenginys
enhed	vienybės
enhed	vienybė
enhed	subjektas
fuld	pilnas
fuld	visu
formentlig	tikriausiai
formentlig	greičiausiai
holger	holger
college	koledžas
college	kolegijos
college	kolegija
college	koledžo
gods	krovinys
gods	prekės
gods	krovinių
byggede	statybų
slå	nugalėti
privat	privačiai
silkeborg	silkeborg
arne	arne
kontakt	paskiria
kontakt	kontaktas
manglende	trūksta
klassiske	klasikinis
stigende	auga
stigende	energijai
konservative	konservatoriai
konservative	konservatorių
super	super
føre	švino
grænse	pasienio
forenede	jungtinės
forenede	jungtinė
liga	lygos
liga	lyga
adolf	adolfas
house	namas
sport	sportui
sport	sporto
sport	sportas
henning	henning
heinrich	henrikas
angriber	išpuoliai
angriber	išpuolių
angriber	ataka
angriber	puola
værdi	vertė
lukket	uždaryta
lukket	uždara
oversættelse	vertimo
oversættelse	vertimas
falder	krenta
falder	krenta
falder	krenta
kender	žino
dvd	dvd
romersk	romos
funktion	funkcija
indsats	veiksmas
video	video
leksikon	enciklopedija
klaver	pianino
rum	kambariai
rum	kambarys
rum	kosmosas
websted	svetainė
generation	karta
sønner	sūnūs
jesper	jesper
parken	park
parken	parkas
johann	johann
anvendelse	taikymo
