val	val
eksperimenter	eksperimentering
måler	måler
atlantic	atlantic
atlantic	atlanteren
helena	helena
helena	helene
helena	helen
daf	daf
dick	dick
dick	pikk
spiser	spiser
spiser	spising
spiser	spis
spiser	eter
spiser	spises
spiser	spise
spiser	ete
spiser	eat
spiser	spiser
skift	skift
skift	skiftet
skift	switch
skift	bytt
skift	bytte
skift	forandring
skift	endring
skift	endre
skift	skift
helene	helene
ordning	ordninger
ordning	systemet
ordning	system
klint	klint
klint	cliff
spin	spinn
boris	boris
udvides	utvider
udvides	utvides
bnp	bnp
døre	dører
døre	dørene
båden	båt
düsseldorf	düsseldorf
düsseldorf	düsseldorf
highway	landevei
highway	highway
montreal	montreal
overskud	profitt
overskud	fortjeneste
overskud	overskudd
overskud	fortjeneste
overskud	profitt
krydse	krysser
krydse	kryss
krydse	cross
krydse	krysse
krydse	kors
sehested	sehested
organisk	organisk
organisk	økologisk
ris	rice
ris	ris
ris	ris
julian	julian
biologisk	biologisk
barnebarn	barnebarn
barnebarn	barnebarn
barnebarn	sønnesønn
barnebarn	barnebarn
barnebarn	barnebarnet
henderson	henderson
paulo	paulo
nyligt	nylig
nyligt	nylig
nyligt	nylige
mexicanske	meksikansk
skarpt	skarpt
skarpt	skarp
skarpt	sharp
skarpt	skarpe
forstæder	forstad
forstæder	forstedene
forstæder	suburban
færgen	ferry
færgen	ferge
begravelse	begravelse
begravelse	begravelse
nederlaget	nederlag
nederlaget	nederlaget
bestemmer	bestemmer
bestemmer	bestemmer
bestemmer	avgjør
forandring	forandring
forandring	endring
forandring	endre
følelse	følelser
følelse	føler
følelse	feeling
følelse	følelsen
følelse	følelse
følelse	innlevelse
rygter	rykter
rygter	ryktes
rygter	rykter
indflydelsesrige	innflytelsesrike
indflydelsesrige	innflytelsesrik
stiftelse	foundation
stiftelse	stiftelse
stiftelse	stiftelsen
stiftelse	formasjon
singer	sanger
separate	separat
separate	skill
separate	atskilt
separate	skille
lego	lego
manhattan	manhattan
strukturer	strukturer
strukturer	byggverk
ottende	eighth
ottende	åttende
nysted	nysted
css	css
level	niva
level	nivå
level	nivået
level	level
ivar	ivar
indbygget	innebygd
indbygget	bygget
indbygget	bygde
indbygget	bygd
indbygget	inc
diana	diana
enorm	enorm
enorm	enorme
enorm	enormt
cornelius	cornelius
guderne	gudene
guderne	guder
teologisk	teologisk
billedtekst	caption
billedtekst	bildeteksten
billedtekst	bildetekst
giro	giro
tilbagetrækning	uttak
tilbagetrækning	trekke
tilbagetrækning	uttak
tilbagetrækning	abstinens
tilbagetrækning	tilbaketrekning
algeriet	algerie
mus	musene
mus	mus
mus	mouse
mus	musen
mus	mus
virkelighed	realiteter
virkelighed	virkeligheten
virkelighed	realitet
virkelighed	reality
virkelighed	realiteten
virkelighed	virkelighet
über	über
grundloven	grunnlov
grundloven	forfatning
grundloven	konstitusjon
cleveland	cleveland
elseif	elseif
kemiker	kjemiker
jer	jer
saa	saa
beretninger	rapportene
beretninger	rapporter
beretninger	rapporterer
planerne	planlegger
planerne	planene
planerne	planer
juventus	juventus
gravsted	graven
gravsted	grava
gravsted	grav
ingrid	ingrid
vanskelig	vanskelige
vanskelig	vanskelig
holmes	holmes
anbefalede	anbefalt
anbefalede	anbefales
anbefalede	anbefalte
skyldig	skyldig
teknikker	teknikker
marker	jorder
marker	felter
marker	felt
marker	åkre
marker	fields
marker	pakkene
marker	marker
marker	merk
marker	mark
baseball	baseball
fabrikant	produsent
boldklubben	boldklubben
ted	ted
tree	tree
tree	tre
tree	treet
tree	tre
reducere	redusere
reducere	reduser
porto	porto
enkel	enkelt
enkel	enkle
enkel	enkel
balkan	balkan
balkan	balkan
tilbagevendende	gjentakende
svaret	svar
svaret	svare
edgar	edgar
angels	engler
dæk	dekkene
dæk	dekk
dæk	dekke
dæk	cover
dæk	deksel
dæk	dekk
dæk	dekkene
dæk	dekk
dæk	tyr
nhl	nhl
metropolitan	metropolitan
drømme	drømmen
drømme	drømme
drømme	dream
drømme	drøm
drømme	dreams
drømme	drømmer
drømme	drømte
drømme	drømmer
kanten	kant
kanten	edge
kanten	kanten
neil	neil
discipliner	disipliner
duo	duo
hjulpet	hjulpet
hjulpet	hjalp
opdeling	sammenbrudd
opdeling	divisjon
kansler	kansler
kaffe	kaffe
registrerede	registrerte
registrerede	registrert
eyes	eyes
eyes	øynene
eyes	øyne
gulvet	etasje
gulvet	etg
gulvet	gulv
markeder	markeder
estisk	estiske
estisk	estisk
maryland	maryland
bemærkelsesværdige	bemerkelsesverdige
bemærkelsesværdige	merkverdig
bemærkelsesværdige	bemerkelsesverdig
buenos	buenos
skulpturer	skulptur
skulpturer	skulpturen
skulpturer	skulpturer
skulpturer	skulpturer
brande	brann
brande	fyre
brande	ild
brande	branner
brande	bål
control	control
control	kontroll
control	kontroller
control	kontrollere
eduard	eduard
partikler	partikler
partikler	svevestøv
oklahoma	oklahoma
faktum	faktum
faktum	fact
sjæl	sjel
sjæl	soul
svare	svare
grafisk	grafisk
grafisk	grafikk
flot	fin
flot	fint
flot	fine
flot	kjekke
flot	kjekk
kritiserede	kritiserte
kritiserede	kritisert
kritiserede	kritisert
bella	bella
sierra	sierra
frigivet	frigitt
frigivet	sluppet
frigivet	løslatt
nazistiske	nazist
menighed	menighet
aktion	action
aktion	aksjon
aktion	handling
tung	heavy
tung	tungt
tung	kraftig
tung	tung
opfylde	tilfredsstiller
opfylde	tilfredsstille
opfylde	oppfylle
trænet	trent
trænet	opplært
byzantinske	bysantinsk
forventet	forventa
forventet	ventes
forventet	ventet
forventet	forventet
forventet	forventes
harrison	harrison
gaza	gazastripen
gaza	gaza
grey	grå
grey	grey
pyrénées	pyrénées
aires	aires
måner	måner
raf	raf
sigt	aim
sigt	sikter
sigt	sikt
sigt	sikte
kirk	kirk
lodret	vertikalt
lodret	loddrett
lodret	vertikal
lodret	vertikalt
essays	essay
essays	stilene
racing	veddeløp
racing	racing
indslag	segment
indslag	innslag
jamie	jamie
kontrollerede	kontrollerte
kontrollerede	kontrollert
autoritet	autoritet
autoritet	fullmakt
autoritet	authority
autoritet	myndighet
måneden	måneden
måneden	måned
hunter	jeger
hunter	hunter
elskede	elska
elskede	elsket
elskede	elskede
dramatiske	dramatiske
dramatiske	dramatisk
farlig	dangerous
farlig	farlig
farlig	farlige
farlig	livsfarlig
farlig	farlig
plantage	plantasje
kontroversielle	kontroversielle
kontroversielle	kontroversiell
kontroversielle	kontroversielt
antagelig	antakeligvis
antagelig	formodentlig
antagelig	antakelig
antagelig	antageligvis
kvæg	kveg
kvæg	storfe
kvæg	kyr
catherine	catherine
catherine	katarina
limfjorden	limfjorden
revolutionære	revolusjonære
revolutionære	revolusjonerende
revolutionære	revolusjonær
redigering	redigerer
redigering	redigere
redigering	redigering
redigering	redaktør
redigering	editor
woman	woman
woman	kvinne
vibeke	vibeke
philippe	philippe
diskuteret	drøftet
diskuteret	diskuterte
diskuteret	diskuteres
diskuteret	diskutert
fugl	fugl
fugl	bird
danneskiold	danneskiold
udenlandsk	utenlandske
udenlandsk	utenlandsk
them	them
them	dem
heaven	himmel
heaven	heaven
heaven	himmelen
istanbul	istanbul
celle	celle
download	nedlasting
anliggender	affairs
anliggender	anliggender
anliggender	affærer
vidnesbyrd	vitneutsagn
vidnesbyrd	vitnesbyrd
vidnesbyrd	vitnemål
husum	husum
sammenstød	kollisjon
sammenstød	clash
sammenstød	kollisjoner
montgomery	montgomery
gearkasse	overføring
gearkasse	sending
gearkasse	girkassa
inter	inter
edmund	edmund
moses	moses
jagerfly	jagerfly
pacific	stillehavet
pacific	pacific
borger	statsborger
borger	borger
forhindrede	forhindret
forhindrede	hindret
pommern	pommern
engel	engelen
engel	engel
engel	angel
erich	erich
myter	myter
myter	myte
myter	myten
frivillig	valgfritt
frivillig	valgfrie
frivillig	valgfri
frivillig	frivillig
frivillig	frivillige
frivillig	frivillig
frost	frost
egon	egon
sting	sy
sting	stitch
sting	sting
sting	brodd
sting	sting
fusionerede	flettet
asiatiske	asiatisk
asiatiske	asian
asiatiske	asiatiske
sweet	søte
sweet	søtt
ler	ler
ler	leire
ler	clay
fotografi	fotografi
fotografi	fotografere
fotografi	fotografering
fotografi	fotografi
fotografi	photography
jagten	jakt
jagten	hunt
jagten	jakte
jagten	jakta
jagten	jakt
coupé	coupe
bevidsthed	bevissthet
bevidsthed	bevissthet
bevidsthed	bevisst
bevidsthed	bevisste
retssag	rettssak
retssag	prøving
retssag	rettergang
sproglige	språklige
kurser	retter
kurser	løyper
kurser	kurs
udkæmpet	sloss
udkæmpet	utkjempet
udkæmpet	kjempet
undtagelser	unntak
houston	houston
spændende	interresant
spændende	interessante
spændende	interessant
spændende	fengslende
spændende	spennende
bombe	bombe
bombe	bombingen
bombe	bombeangrep
bombe	bombing
anmodning	forespørselen
anmodning	forespørsel
anmodning	anmodning
langeland	langeland
hænderne	hendene
hænderne	henda
hænderne	hender
hænderne	hands
tank	tank
flandern	flandern
borussia	borussia
cbs	cbs
fremstiller	produserer
fremstiller	produsere
fremstiller	produserer
fremstiller	produsent
toner	toner
antaget	antok
antaget	antatt
kaserne	brakker
kaserne	brakke
behandle	behandle
behandle	treat
cecilie	cecilie
patent	patent
patent	patenter
owen	owen
rafael	raphael
rafael	rafael
rafael	rafael
filippinerne	philippines
filippinerne	filippinene
filippinerne	filippinenes
kæden	kjede
kæden	kjetting
konvention	convention
skatter	skatt
skatter	selvangivelsen
skatter	skatter
ravn	ravn
ravn	raven
usædvanlig	uvanlige
usædvanlig	uvanlig
alabama	alabama
væbnede	bevæpnet
væbnede	armert
undersøgt	studerte
undersøgt	studert
undersøgt	undersøkte
undersøgt	undersøkt
undersøgt	etterforsket
undersøgt	undersøkt
organiske	organisk
organiske	økologisk
newton	newtons
newton	newton
dybere	dypere
michelle	michelle
signatur	signatur
signatur	underskrift
sammenlignes	sammenligner
olga	olga
romantisk	romantiker
romantisk	romantiske
romantisk	romantisk
blind	blind
blind	blinde
blind	blindt
sevilla	sevilla
sevilla	sevilla
kavaleri	kavaleri
mel	mel
mel	mel
ronnie	ronnie
opvarmning	oppvarming
opvarmning	oppvarming
header	overskrift
køb	kjøpet
køb	kjøp
køb	kjøpe
køb	buy
køb	kjøp
køb	kjøp
køb	kjøper
køb	kjøpe
walker	walker
walker	rusler
statistisk	statistisk
afslørede	avslørt
afslørede	avslørte
trio	trio
sporten	sport
sporten	idrett
ruth	ruth
domstol	court
domstol	hoff
domstol	retten
domstol	domstol
leverer	leverer
leverer	levere
leverer	leverer
grænserne	grenser
separat	separat
separat	separat
separat	skill
separat	atskilt
separat	skille
wikidata	wikidata
komponenter	komponentene
komponenter	komponenter
stein	stein
skulptur	skulptur
skulptur	skulpturen
skulptur	skulpturer
pearl	perle
pearl	pearl
trykte	trykte
trykte	trykt
faciliteter	anlegg
faciliteter	fasiliteter
varierende	varierende
godkendte	godkjente
godkendte	godkjent
permanente	permanente
permanente	permanent
winston	winston
fisker	fiskene
fisker	fisker
fisker	fisking
fisker	fiske
dygtige	talentfulle
dygtige	begavet
dygtige	talentfull
emmy	emmy
oldenburg	oldenburg
beton	konkret
beton	betong
mandat	mandat
dortmund	dortmund
kæde	kjede
kæde	kjetting
bureau	agency
bureau	byrå
bureau	byrået
bureau	bureau
police	politi
police	police
police	politiet
dragon	drage
dragon	dragon
göttingen	göttingen
rede	reir
rede	rede
rede	forberedt
rede	beredt
rede	forberedte
chopin	chopin
drab	dreper
drab	killing
gad	gad
dale	dale
pedro	pedro
barry	barry
allieret	alliert
allieret	forbundsfelle
allieret	ally
judas	judas
humor	humor
humor	humor
lufthavne	lufthavn
lufthavne	flyplass
lufthavne	flyplasser
small	lite
small	small
small	små
small	smått
small	liten
kentucky	kentucky
afløser	erstatter
afløser	erstatter
afløser	erstatning
fuldmægtig	administrator
nassau	nassau
proteiner	protein
proteiner	proteiner
simpson	simpson
leth	leth
suppleret	supplert
satellitter	satellitter
satellitter	satellittene
nepal	nepal
koncentreret	konsentrert
koncentreret	konsentrerte
påstand	påstand
påstand	krav
påstand	hevder
påstand	kravet
påstand	påstand
westfalen	westfalen
amy	amy
factor	factor
factor	faktor
walk	gå
walk	gange
walk	spasertur
walk	walk
opdagelsesrejsende	explorer
opdagelsesrejsende	utforsker
opdagelsesrejsende	oppdagelsesreisende
opdagelsesrejsende	oppdagere
opdagelsesrejsende	oppdagelsesreisende
molekyler	molekyler
møbler	møbel
møbler	møbler
rick	rick
neutrale	nøytralt
neutrale	nøytrale
neutrale	nøytral
rob	rob
omfattet	inkluderes
omfattet	inkluderte
omfattet	inkludert
omfattet	dekkes
omfattet	dekket
terror	terror
terror	terroren
terror	terrorisme
kriminelle	kriminell
kriminelle	forbryter
kriminelle	forbrytere
kriminelle	forbryterne
kriminelle	kriminelle
cæsar	caesar
cæsar	cæsar
forøget	økt
regelmæssige	regulært
regelmæssige	regelmessige
regelmæssige	vanlig
cypern	kypros
halve	halvdeler
mitsubishi	mitsubishi
skarpe	skarpt
skarpe	skarp
skarpe	sharp
skarpe	skarpe
kriminalitet	forbrytelser
kriminalitet	forbrytelsene
kriminalitet	kriminalitet
kriminalitet	forbrytelse
undervist	lærte
undervist	underviste
undervist	undervist
batteri	batteri
batteri	battery
batteri	batteriet
batteri	batterier
seg	isolat
omkostninger	kostnader
omkostninger	koster
omkostninger	kostnader
omkostninger	kostnad
omkostninger	koster
omkostninger	kosta
afdelingen	avdeling
afdelingen	department
afdelingen	departement
mur	vegg
mur	mur
motors	motors
samsø	samsø
passede	passer
passede	sprek
passede	fit
passede	stelte
passede	stelt
cia	cia
forberede	forbereder
forberede	klargjør
richmond	richmond
lissabon	lisboa
grace	ynde
grace	nåden
grace	nåde
grace	grace
illustrationer	illustrasjoner
skandinavisk	skandinavisk
skandinavisk	skandinaviske
skandinavisk	scandinavian
brugerne	brukere
brugerne	brukerne
sct	sct
tjenester	tjenester
tusind	tusen
templet	tempelet
templet	tempel
templet	temple
håbet	håpet
håbet	håpte
håbet	håper
håbet	håpe
håbet	håp
håbet	hope
håbet	håper
håbet	håpet
håbet	håpte
indlagt	innlagt
indlagt	innlagt
reform	reform
videnskabeligt	vitenskapelig
grenaa	grenaa
missioner	oppdrag
tidsrum	punktum
tidsrum	perioden
tidsrum	periode
psykisk	psykologisk
psykisk	synsk
psykisk	psykiatrisk
psykisk	mental
psykisk	mentale
psykisk	psykisk
psykisk	mentalt
psykisk	psykisk
clara	clara
hoteller	hotels
hoteller	hoteller
beskadiget	skadet
beskadiget	skadd
rudolph	rudolph
rudolph	rudolf
pinyin	pinyin
ward	ward
modtagelse	kvittering
modtagelse	mottak
modtagelse	mottar
modtagelse	mottakelse
modtagelse	resepsjonen
modtagelse	resepsjon
modtagelse	mottak
stribe	stripe
support	støtter
support	støtte
support	brukerstøtte
support	support
sandhed	sannhet
hævet	oppdratt
hævet	hevet
hævet	oppvokst
hævet	fostret
hævet	oppfostret
hævet	oppsvulmet
hævet	hoven
manuelt	manuell
manuelt	manual
manuelt	manuelt
inn	vertshus
inn	kro
inn	inns
præstation	opptreden
præstation	resultater
præstation	forestilling
præstation	performance
præstation	ytelse
præstation	prestasjon
atmosfæren	atmosfære
atmosfæren	stemning
atmosfæren	atmosfæren
magic	magi
magic	magic
magic	trylling
magic	magisk
magic	trolldom
eksistere	finnes
eksistere	eksistere
eksistere	eksisterer
eksistere	finnes
eksistere	eksisterer
betragtede	vurdert
racer	racer
racer	raser
racer	arrangement
racer	avler
boksning	boksing
augustus	augustus
iau	iau
forestilling	skue
specialiseret	spesialisert
voice	voice
voice	stemma
voice	røst
voice	stemme
cameron	cameron
holberg	holberg
bjerre	bjerre
fastholdt	vedlikeholdt
fastholdt	opprettholdes
fastholdt	opprettholdt
badminton	badminton
størrelser	størrelser
øre	øre
øre	øret
øre	ørene
øre	ører
walt	walt
katalog	katalogen
katalog	katalog
katalog	katalogen
shakespeare	shakespeare
hudson	hudson
schwerin	schwerin
rapporterede	rapportert
rapporterede	rapporterte
studentereksamen	baccalaureus
susan	susan
elben	elben
karsten	karsten
triple	triple
triple	trippel
klassificeret	klassifisert
klassificeret	gradert
sædvanlige	vanlig
produktet	produkt
produktet	produktet
taber	taper
taber	taper
taber	tape
taber	miste
broadway	broadway
armenien	armensk
armenien	armenias
armenien	armenia
tropiske	tropisk
hand	hånd
hand	hand
indstilling	alternativ
indstilling	innstilling
indstilling	attitude
indstilling	holdningen
indstilling	holdning
indstilling	innstilling
indstilling	innstillingen
indstilling	oppsett
indstilling	konfigurasjon
lød	lød
lød	hørtes
taastrup	taastrup
munch	munch
busk	busk
busk	bush
busk	busken
busk	busk
rapporter	rapportere
rapporter	rapporterer
rapporter	rapporter
rapporter	rapport
rapporter	rapportene
rapporter	rapporter
rapporter	rapporterer
kompleks	kompleks
lauritz	lauritz
jespersen	jespersen
fænomener	fenomen
fænomener	fenomener
koncept	konsept
koncept	konseptet
wallace	wallace
redigere	redigere
redigere	rediger
redigere	edit
redigere	redigering
glenn	glenn
eksport	eksport
eksport	eksportere
eksport	eksport
eksport	eksportere
eksport	eksporterer
lært	lærte
lært	lært
lært	lærte
lært	underviste
lært	undervist
lært	lært
elite	eliten
elite	elite
jakobsen	jakobsen
nedsatte	redusert
nedsatte	reduserte
spurgte	spurt
spurgte	stilt
spurgte	bedt
spurgte	spurte
kørsel	kjøring
kørsel	kjører
ment	ment
ment	betydd
ment	mente
jules	jules
symboliserer	symboliserer
bloch	bloch
legendariske	legendarisk
legendariske	legendariske
memorial	minnesmerket
memorial	minnesmerke
memorial	memorial
udtrykker	uttrykker
udtrykker	uttrykker
polo	polo
frugter	frukt
frugter	frukter
frugter	frukt
tunesien	tunisia
tunesien	tunisisk
hood	hetten
hood	hood
hood	hette
forekomme	inntreffe
forekomme	forekommer
forekomme	forekomme
tobias	tobias
indvandrere	innvandrerne
indvandrere	innvandrere
indvandrere	innvandrer
indvandrere	immigrant
arbejdspladser	jobs
arbejdspladser	jobber
arbejdspladser	arbeidsplasser
arbejdspladser	arbeidsplasser
anklager	anklager
anklager	beskyldninger
anklager	anklageren
anklager	aktor
peters	peters
konsulent	konsulent
konsulent	rådgiver
venezuela	venezuelansk
venezuela	venezuela
venezuela	venezuelas
skribent	forfatter
skribent	skribent
alexandria	alexandria
østergaard	østergaard
saturn	saturn
ride	ridning
ride	ridende
ride	ride
ride	ritt
ride	ridetur
ride	ri
forklarede	forklares
forklarede	forklarte
forklarede	forklart
samtale	samtalen
samtale	samtale
samtale	konversasjon
classic	klassisk
classic	klassiker
classic	klassiske
classic	classic
ritualer	ritualer
ritualer	rituell
ritualer	ritual
ritualer	rituale
sekund	sekund
sekund	andre
sekund	second
mændene	mannfolk
mændene	menn
mændene	gubber
ambassade	ambassade
ambassade	ambassaden
statsborgerskab	nasjonalitet
statsborgerskab	borgerskap
statsborgerskab	statsborgerskap
newcastle	newcastle
fyldte	mett
fyldte	stappet
fyldte	utstoppet
fyldte	fyllt
fyldte	fylte
fyldte	fylt
runder	runder
runder	salver
runder	runder
ontario	ontario
åndelige	spirituell
åndelige	åndelig
panzer	panzer
tropperne	tropper
tropperne	troppene
fiktion	fiksjon
tibet	tibet
svendsen	svendsen
gottorp	gottorp
iversen	iversen
særskilt	separat
særskilt	separat
særskilt	skill
særskilt	atskilt
særskilt	skille
højdepunkt	høydepunktet
højdepunkt	fremheve
højdepunkt	høydepunkt
højdepunkt	peak
varighed	varighet
pseudonym	pseudonym
gemeinden	gemeinden
formodes	antatt
altertavle	altertavle
kommunistisk	kommunist
kommunistisk	kommunistisk
sko	sko
sko	skoen
lider	lide
bakken	hill
bakken	ås
gengivet	reprodusert
simpelt	enkelt
simpelt	enkle
simpelt	enkel
ikast	ikast
standarder	standarder
standarder	standarden
opererer	opererer
opererer	opererer
dominerede	dominert
mælk	melk
færge	shuttle
færge	ferry
færge	ferge
track	track
track	spor
track	spore
intelligens	intelligence
intelligens	intelligens
intelligens	etterretning
eastwood	eastwood
virus	virus
virus	virus
marcel	marcel
leonard	leonard
halle	halle
birger	birger
seattle	seattle
mozart	mozart
adm	adm
korstog	korstog
korstog	korstog
evil	ondskapen
evil	evil
evil	ondskap
dylan	dylan
vision	visjon
vision	syn
slagmarken	battlefield
slagmarken	slagmark
gæst	besøkende
gæst	gjest
gæst	gjesten
statsborger	statsborger
statsborger	borger
definerer	definerer
definerer	definere
