dhe	e
aktuale	corrente
gjuhën	lingua
gjuhën	idioma
gjuhën	linguaxe
gjuhën	a
gjuhën	lingua
tani	agora
frëngjisht	franceses
frëngjisht	francés
frëngjisht	francesa
frëngjisht	francesas
shtetet	unidos
shtetet	ee
shtetet	estados
shtetet	uu
shtetet	eua
shtetet	países
shtetet	paises
shtetet	dos
informacion	información
shume	moi
shume	canto
shume	grazas
shume	moito
shume	máis
shume	tanto
gusht	de
gusht	agosto
shba	eua
pranë	lado
pranë	ao
pranë	preto
pranë	do
pranë	da
pranë	de
top	do
top	enriba
top	20
top	cima
top	superior
korrik	xullo
korrik	de
katër	catro
katër	4
rëndësishme	importante
rëndësishme	importantes
fillim	comezando
fillim	comezo
fillim	principio
fillim	empezando
jashtë	do
jashtë	fóra
jashtë	fora
jashtë	fóra
shën	santo
shën	san
qytet	cidade
qytet	pobo
qytet	vila
qytet	aldea
qytet	city
qytet	cidade
qytet	da
këtu	aquí
dhënë	lle
dhënë	a
dhënë	dado
dhënë	se
përdorur	adoitaba
përdorur	antes
aty	alí
aty	hai
aty	aí
nëpër	través
nëpër	a
nëpër	por
krijuar	creamos
krijuar	creou
krijuar	creado
krijuar	creei
krijuar	creados
zona	zona
zona	área
zona	zona
vit	ano
shpesh	frecuencia
shpesh	a
shpesh	miúdo
shpesh	moito
shpesh	veces
shpesh	acotío
përfshirë	involucrado
përfshirë	que
përfshirë	implicado
përfshirë	involucrada
përfshirë	incluía
megjithatë	aínda
megjithatë	porén
megjithatë	con
megjithatë	todo
megjithatë	sen
megjithatë	embargo
megjithatë	pero
megjithatë	aínda
data	cita
data	a
data	día
data	data
kryesor	principal
kryesor	importante
emri	nome
emri	se
new	novo
new	novas
new	nova
new	novos
zakonisht	habitualmente
zakonisht	normalmente
zakonisht	adoita
zakonisht	xeral
zakonisht	adoitan
zakonisht	usual
zakonisht	de
zakonisht	sempre
zakonisht	normalidade
zakonisht	habitual
zakonisht	costume
reja	novo
reja	novas
reja	nova
reja	novos
federal	federal
federal	circuíto
federal	federais
qarkun	do
qarkun	condado
qarkun	o
qarkun	nado
qendër	centro
qendër	center
qendër	de
qendër	centro
qendër	cerne
ana	anna
republika	república
iii	enfermo
iii	mal
iii	está
iii	enferma
iii	de
iii	enfermou
iii	doente
iii	iii
provinca	provincia
provinca	do
fjalë	palabra
fjalë	palabras
fjalë	as
fjalë	verbas
ndodhet	atópanse
amerikan	estadounidense
amerikan	americanos
amerikan	americana
amerikan	americano
pjesa	parte
ndonjë	calquera
ndonjë	máis
ndonjë	ningún
gjë	que
gjë	cousa
gjë	mesmo
shkruar	escrito
shkruar	escrita
shkruar	o
kulturore	cultural
mesme	media
mesme	medio
mesme	oriente
numër	número
atëherë	logo
atëherë	despois
atëherë	entón
atëherë	e
atëherë	daquela
mjaft	abonda
mjaft	suficiente
mjaft	dabondo
mjaft	para
mjaft	abondo
bazë	base
bazë	básica
bazë	básicos
bazë	básico
bazë	básicas
bazë	as
kohe	momento
kohe	tempo
kohe	vez
kohe	hora
ndërtuar	construida
ndërtuar	construíu
ndërtuar	construín
ndërtuar	construímos
ndërtuar	de
ndërtuar	construír
ndërtuar	crear
ndërtuar	construir
nëpërmjet	través
nëpërmjet	via
nëpërmjet	rúa
nëpërmjet	través
nëpërmjet	a
nëpërmjet	por
solid	sólida
fshati	aldea
fshati	da
fshati	pobo
fshati	vila
vite	anos
forcat	as
forcat	forzas
vdiq	morreu
vdiq	morreron
vdiq	morto
vdiq	morrer
jug	sur
jug	do
jug	sudáfrica
atyre	eles
atyre	os
atyre	deles
lidhur	conectados
lidhur	conectada
lidhur	conectado
lidhur	con
lidhur	conectadas
lidhur	conectan
lidhur	conectadas
ushtarake	militares
ushtarake	militar
ushtarake	exército
veri	ao
veri	norte
veri	do
papa	papa
popullore	popular
popullore	populares
popullore	frente
popullore	cantante
popullore	impopular
numri	número
atij	el
atij	o
atij	lle
përveç	excepto
përveç	só
përveç	pero
përveç	agás
përveç	menos
vepra	actos
vepra	funciona
vepra	traballa
asaj	ela
asaj	a
asaj	seu
asaj	súa
vërtetë	real
vërtetë	de
vërtetë	verdade
vërtetë	realmente
vërtetë	moi
vërtetë	que
vërtetë	en
vërtetë	verdade
përmes	través
përmes	via
përmes	rúa
përmes	través
përmes	a
përmes	por
përdoret	adoitaba
përdoret	antes
dha	deume
dha	deu
dha	a
arriti	cheguei
arriti	á
arriti	chegou
arriti	chegamos
arriti	chegaron
arriti	a
arriti	chegar
botë	mundo
ndërkombëtare	international
ndërkombëtare	internacional
ndërkombëtare	internacionais
sidomos	especialmente
sidomos	sobre
sidomos	todo
tretë	terceira
tretë	terceiro
tretë	terzo
veriore	do
veriore	norte
merr	a
formë	forma
formë	dunha
formë	figura
formë	forma
formë	xeito
kisha	igrexas
kisha	igrexa
kisha	á
kisha	da
veçantë	especial
veçantë	especiais
shteti	país
shteti	estado
vende	lugares
vende	sitios
vende	onde
vende	asentos
njerëzit	xente
njerëzit	persoas
njerëzit	a
njerëzit	pobo
ende	aínda
ende	segue
shënoi	marcados
fitoi	non
fitoi	vai
fitoi	vou
vendi	país
vendi	lugar
vendi	casa
vendi	sitio
faqe	páxinas
jeta	vida
jeta	a
popullsia	poboación
popullsia	mundial
kryetar	♪
kryetar	falante
kryetar	alcalde
kryetar	o
kryetar	alcaldesa
kryetar	presidente
luajtur	tocaba
luajtur	xogamos
luajtur	o
luajtur	papel
shtëpi	casa
shtëpi	casas
shtëpi	fogares
shtëpi	fogar
shtëpi	casa
shtëpi	á
shtëpi	na
gjuhë	idiomas
gjuhë	linguaxes
gjuhë	linguas
gjuhë	as
gjuhë	faladas
gjuhë	lingua
gjuhë	idioma
gjuhë	linguaxe
gjuhë	a
gjuhë	lingua
historike	históricas
historike	histórica
historike	históricos
historike	histórico
historike	histórica
fetare	relixioso
fetare	relixiosa
perëndimore	oeste
perëndimore	occidente
perëndimore	occidental
perëndimore	do
perëndimore	da
perëndimore	west
perëndimore	occidental
tri	tres
tri	3
shembull	exemplo
shembull	por
ekonomike	económico
ekonomike	económicas
ekonomike	o
ekonomike	económica
tilla	tan
tilla	como
tilla	tal
saint	santo
saint	san
asnjë	ningunha
asnjë	nada
asnjë	ningún
asnjë	non
asnjë	é
plotë	chea
plotë	cheo
plotë	completo
rajoni	rexión
rajoni	do
rajoni	sudeste
rajoni	distrito
rajoni	fiscal
rajoni	do
shkolla	escolas
shkolla	as
shkolla	nas
shkolla	instituto
shkolla	escola
shkolla	colexio
afër	preto
afër	do
afër	da
afër	de
afër	preto
then	fracasar
then	fallan
then	non
drejt	en
drejt	directo
drejt	dereito
drejt	ao
drejt	cara
drejt	a
lindje	leste
lindje	oriente
lindje	este
lindje	do
lindje	próximo
historia	historia
historia	relato
historia	historia
historia	da
film	película
film	filme
film	cine
film	cinema
film	película
film	filme
figura	imaxe
figura	figuras
figura	figura
figura	que
figura	descubrir
figura	pensar
zoti	deus
zoti	señor
zoti	deus
zoti	lord
gjuha	lingua
gjuha	idioma
gjuha	linguaxe
gjuha	a
gjuha	lingua
studimet	estudos
studimet	estudios
studimet	análises
studimet	estudo
familje	familia
familje	familiar
duket	semella
duket	que
duket	parece
duket	parece
duket	semella
tha	dixo
tha	dixeron
tha	dixen
tha	que
fillon	comeza
fillon	comeza
fillon	a
fillon	empeza
fillon	a
fillon	comezando
fillon	empezando
fillon	comeza
fillon	tiña
fillon	iniciar
fillon	comezaba
fillon	comezar
anë	lado
anë	secundarios
greke	grego
qëllim	para
qëllim	propósito
qëllim	fin
qëllim	intención
qëllim	serve
qëllim	obxectivo
city	city
city	cidade
city	da
tempulli	templo
von	von
lufta	guerra
lufta	a
rast	caso
rast	se
vjen	vén
vjen	se
vjen	ven
vjen	que
vjen	vir
vjen	vén
vjen	vou
grupi	banda
grupi	grupo
grupi	de
pare	ver
pare	viron
pare	visto
pare	vin
pare	vira
pare	viches
itali	italia
arritur	independencia
shumica	maioría
shkencore	científica
shkencore	científico
përpara	diante
përpara	por
përpara	adiante
përpara	veña
përpara	fronte
përpara	cara
përpara	adiante
përpara	de
përpara	antes
punës	traballo
tregon	programas
tregon	demostra
tonë	noso
tonë	nosas
tonë	nosa
tonë	nosos
tonë	o
tonë	a
tonë	os
njerëz	xente
njerëz	persoas
njerëz	a
njerëz	pobo
jugore	do
jugore	sur
pesë	cinco
pesë	5
anëtar	membro
anëtar	da
anëtar	membros
prandaj	polo
prandaj	tanto
prandaj	por
prandaj	iso
prandaj	daquela
lloji	tipo
lloji	como
lloji	clase
lloji	escribir
lloji	tipo
lloji	de
lloji	clase
emër	nome
emër	se
grup	grupo
grup	de
mali	montaña
mali	montañosa
zhvillimin	desenvolvemento
zhvillimin	da
zhvillimin	de
zhvillimin	xapón
zhvillimin	proxecto
john	john
vendet	asentos
vendet	lugares
vendet	sitios
vendet	onde
vendet	países
vendet	paises
vendet	dos
poshtë	abaixo
poshtë	na
poshtë	debaixo
poshtë	por
poshtë	baixo
poshtë	abaixo
poshtë	embaixo
poshtë	seccionada
poshtë	fondo
poshtë	final
poshtë	do
poshtë	inferior
poshtë	abaixo
poshtë	todo
fjala	palabra
qendrore	central
qendrore	primordiais
qendrore	centro
jep	da
jep	dá
jep	dálle
jep	dar
jep	dáme
bashkë	xuntos
hershme	cedo
hershme	primeiras
jugut	sur
jugut	do
jugut	sudáfrica
lindore	orientais
lindore	oriental
lindore	este
përfshinë	incluía
italia	italia
punë	traballo
punë	traballo
punë	traballar
hapur	aberta
hapur	abertos
hapur	abrir
hapur	aberto
hapur	abre
hapur	abra
njihet	coñecido
njihet	coñecidos
njihet	de
qendra	centro
qendra	center
qendra	de
qendra	centro
qendra	cerne
libri	libro
shquar	distinguido
shquar	distinguidos
burimi	fonte
burimi	orixe
burimi	de
burimi	recurso
sistemi	sistema
sistemi	de
politik	políticas
politik	políticos
politik	político
politik	política
fushë	campo
fushë	campos
fushë	terreo
fushë	foxa
shtëpia	fogar
shtëpia	casa
shtëpia	á
shtëpia	na
shtëpia	casa
kete	isto
kete	esta
kete	este
ora	momento
ora	tempo
ora	vez
ora	hora
ora	reloxo
ora	de
ora	pé
detit	mar
burim	fonte
burim	orixe
burim	de
njeri	humanos
njeri	humana
njeri	humano
njeri	home
njeri	meu
not	nadando
not	nadar
not	piscina
not	á
not	a
not	nado
faqet	páxinas
ate	é
ate	el
ate	o
ate	lle
lirë	barato
lirë	libre
lirë	libres
lirë	balde
bardhë	brancos
bardhë	branco
bardhë	branca
bardhë	brancas
komuniste	comunista
komuniste	partido
komuniste	comunistas
gjermane	alemán
gjermane	alemana
gjermane	alemaña
gjermane	alemáns
ujë	auga
zhvilluar	desenvolveu
zhvilluar	desenvolvido
zhvilluar	desenvolvidos
zhvilluar	desenvolvemos
zhvilluar	o
rrethi	círculo
koha	momento
koha	tempo
koha	vez
koha	hora
tokë	terra
tokë	mundo
tokë	da
tokë	earth
tokë	terra
tokë	país
tokë	terras
histori	historia
histori	relato
histori	historia
histori	da
kreu	cabeza
kreu	a
njeriu	home
njeriu	meu
gjendje	situación
gjendje	condición
gjendje	situación
gjendje	doenza
gjendje	estado
amerikane	estadounidense
amerikane	americanos
amerikane	americana
amerikane	americano
krye	do
krye	enriba
krye	20
krye	cima
krye	superior
veprat	actos
vendos	conxunto
vendos	decidir
vendos	decidimos
vendos	deciden
vendos	decido
vendos	decidirá
vendos	decide
mbajtur	reunión
mbajtur	perdín
mbajtur	mans
mbajtur	tiña
mbajtur	hoxe
mbajtur	atopo
mbajtur	a
mbajtur	non
mbajtur	mantivo
madje	nin
madje	incluso
madje	aínda
madje	mesmo
madje	sequera
përfshin	inclúe
përfshin	implica
george	george
george	xurxo
elektrike	eléctricas
elektrike	eléctrica
luftë	guerra
luftë	a
arsye	razóns
arsye	polas
arsye	motivos
arsye	razón
arsye	motivo
arsye	pola
arsye	que
punuar	traballamos
punuar	funcionou
punuar	traballei
punuar	traballaba
punuar	traballou
punuar	traballando
punuar	a
punuar	traballar
punuar	traballo
perëndim	oeste
perëndim	occidente
perëndim	occidental
perëndim	do
perëndim	da
perëndim	west
fëmijë	nenos
fëmijë	fillos
fëmijë	rapaces
fëmijë	os
fëmijë	cativos
fëmijë	mozos
fëmijë	nena
fëmijë	neno
fëmijë	fillo
fëmijë	nenos
fëmijë	os
fëmijë	cativos
fëmijë	fillos
fëmijë	nenas
malit	montaña
malit	montañosa
qarku	do
qarku	condado
qarku	o
qarku	nado
qarku	federal
qarku	circuíto
vete	min
vete	mesma
vete	mesmo
vete	eu
vete	me
verore	verán
verore	no
ushtarak	militares
ushtarak	militar
ushtarak	exército
ushtarak	marcial
ushtarak	cun
san	san
san	andrews
përsëri	outra
përsëri	vez
përsëri	máis
përsëri	novo
përsëri	de
evropian	europea
evropian	europeas
familja	familia
familja	familiar
larg	de
larg	moito
larg	lonxe
larg	ata
larg	lonxe
princi	príncipe
princi	o
kaluar	pasado
kaluar	últimos
kaluar	pasaran
kaluar	morreu
kaluar	aprobouse
kaluar	transmitiron
kaluar	pasou
kaluar	pasar
pikë	puntos
pikë	momento
pikë	punto
qeveria	goberno
qeveria	do
nobel	nobel
rolin	rol
rolin	papel
mal	montaña
mal	montañosa
vetem	soa
vetem	só
vetem	sós
vetem	soas
vetem	en
vetem	paz
vetem	único
vetem	só
vetem	única
vetem	de
vetem	só
drejtë	en
drejtë	directo
drejtë	dereito
drejtë	ben
aktor	actor
italian	italiano
italian	italiana
italian	italianos
luajti	tocaba
luajti	xogamos
luajti	o
luajti	papel
gjashtë	seis
gjashtë	6
universiteti	universidade
universiteti	de
universiteti	da
universiteti	universidades
universiteti	universitaria
gjetur	atopei
gjetur	que
gjetur	atopamos
gjetur	atoparon
gjetur	atopou
radio	radio
yes	si
mbretëresha	raíña
mbretëresha	queen
italiane	italiano
italiane	italiana
italiane	italianos
bazuar	baseándose
bazuar	en
bazuar	baséase
bazuar	baseándonos
bazuar	baseada
bazuar	base
bazuar	baseado
përshkrimi	descrición
rrugë	rúa
rrugë	street
rrugë	estrada
rrugë	camiño
gjerman	alemán
gjerman	alemana
gjerman	alemaña
gjerman	alemáns
lashtë	antiga
lashtë	antigas
lashtë	antigo
lashtë	antigos
poezi	poema
poezi	poesía
evropiane	europea
evropiane	europeas
drejtim	dirección
luan	xoga
luan	xogando
luan	xogar
luan	tocando
luan	tocar
artistike	artística
artistike	artístico
mundur	posible
mundur	sexa
mundur	posíbel
atje	alí
atje	hai
atje	aí
dita	días
dita	día
shpejt	en
shpejt	canto
shpejt	axiña
shpejt	pronto
shpejt	rápido
shpejt	velocidade
shpejt	rápido
shpejt	rapidamente
shpejt	axiña
shpejt	rápido
shpejt	axiña
shpejt	rápida
shpejt	veña
shpejt	marchar
natyrore	natural
natyrore	normal
natyrore	naturais
natyrore	a
veriut	ao
veriut	norte
veriut	do
veriut	do
veriut	norte
ndryshe	diferentes
ndryshe	distintas
ndryshe	distinto
ndryshe	distintos
ndryshe	diferente
ndryshe	contrario
ndryshe	ou
ndryshe	doutro
ndryshe	xeito
ndryshe	se
ndryshe	non
ndryshe	senón
ara	cultivos
perandori	emperador
kush	quen
kush	que
fusha	campos
fusha	campo
fusha	leiras
fusha	campo
fusha	campos
fusha	terreo
fusha	foxa
fusha	zonas
fusha	áreas
anglisht	inglés
anglisht	ingleses
anglisht	inglesa
forma	formas
forma	de
forma	formas
forma	forma
forma	documentos
forma	forma
forma	dunha
forma	figura
forma	forma
forma	xeito
fillimisht	orixinalmente
muaj	meses
muaj	mes
muaj	ao
publike	público
publike	pública
publike	públicos
publike	públicas
shënuar	marcados
shtet	país
shtet	estado
demokratike	democrático
veten	min
veten	mesma
veten	mesmo
veten	eu
veten	me
veten	te
veten	mesmo
veten	ti
veten	vostede
filmi	película
filmi	filme
filmi	cine
filmi	cinema
filmi	película
filmi	filme
veçanërisht	especialmente
veçanërisht	neno
veçanërisht	moi
veçanërisht	particularmente
veçanërisht	sobre
veçanërisht	todo
veçanërisht	particular
veçanërisht	especialmente
veçanërisht	sobre
veçanërisht	todo
veçanërisht	especificamente
moderne	modernos
moderne	moderna
moderne	as
moderne	modernas
moderne	moderno
metra	metros
artit	arte
artit	art
artit	a
gjithmonë	sempre
tashmë	xa
york	york
york	iorque
kryer	cometeu
kryer	cometido
kryer	cometiches
kryer	cometeses
kryer	cometer
kryer	compromiso
kryer	cometidos
kryer	comprometido
kryer	coa
gjermani	alemaña
erdhi	cheguei
erdhi	á
erdhi	chegou
erdhi	chegamos
erdhi	chegaron
erdhi	a
erdhi	chegar
erdhi	chegou
erdhi	veu
dorë	man
dorë	mans
sukses	éxito
gjate	longo
gjate	longa
gjate	moito
gjate	tempo
world	mundo
paris	parís
shtatë	sete
shtatë	7
shtatë	sétimo
këngë	cancións
këngë	canción
këngë	escribir
këngë	canción
këngë	cantiga
këngë	cantar
këngë	canto
megjithëse	aínda
megjithëse	que
megjithëse	non
megjithëse	pero
megjithëse	malia
megjithëse	aínda
megjithëse	que
megjithëse	se
vazhdoi	continuou
targa	pratos
marrin	recibir
menjëherë	inmediatamente
menjëherë	inmediato
menjëherë	axiña
menjëherë	de
menjëherë	contado
gati	listos
gati	lista
gati	preparados
gati	listo
gati	preparado
robert	robert
club	clube
club	salvavidas
club	club
libër	libro
përfundoi	os
përfundoi	ao
përfundoi	rematamos
përfundoi	rematou
përfundoi	acabou
përfundoi	rematei
përfundoi	xa
përfundoi	rematado
përfundoi	remate
përfundoi	acabado
përfundoi	rematar
përfundoi	rematou
përfundoi	remataches
mire	bo
mire	ben
mire	boa
mire	boas
mire	bos
sistem	sistema
sistem	de
des	dos
shekulli	século
shekulli	xiii
periudhë	período
periudhë	periodo
periudhë	tempo
periudhë	a
periudhë	adolescencia
shoqërore	humanidades
shoqërore	social
shoqërore	sociais
artikuj	artigos
sotme	hoxe
sotme	día
ndërkohë	tanto
ndërkohë	mentres
qartë	claro
qartë	clara
qartë	claras
qartë	claramente
qartë	claro
qartë	con
qartë	claridade
jam	son
jam	estou
huaj	descoñecido
huaj	estraño
francez	franceses
francez	francés
francez	francesa
francez	francesas
thjeshtë	simples
thjeshtë	simple
thjeshtë	sinxelo
thjeshtë	sinxela
thjeshtë	simplemente
thjeshtë	que
thjeshtë	só
thjeshtë	sen
fshatrat	aldeas
fshatrat	pobos
vlera	valores
vlera	valor
vlera	canto
vlera	revenda
sikur	como
sikur	coma
sikur	así
themeluar	fundou
rol	rol
rol	papel
ndërkombëtar	international
ndërkombëtar	internacional
ndërkombëtar	internacionais
bashkimi	unión
bashkimi	sindicato
bashkimi	sindicalista
bashkimi	sindical
bashkimi	do
bashkimi	unidade
lumi	río
golin	obxectivo
toka	terra
toka	mundo
toka	da
toka	earth
toka	terra
toka	país
toka	terras
raste	ocasións
raste	casos
raste	caixas
here	veces
here	times
here	tempos
here	momento
here	tempo
here	vez
here	hora
filluan	comecei
filluan	a
filluan	comezamos
filluan	empecei
filluan	comezou
shkurtër	pouco
shkurtër	curto
shkurtër	curta
shkurtër	curtas
shkurtër	informe
shkurtër	breve
roman	novela
william	william
vendosi	decidiron
vendosi	decidimos
vendosi	decidiu
vendosi	decidín
drejtuar	ao
mbetur	restante
mbetur	para
rruga	rúa
rruga	street
rruga	estrada
rruga	camiño
ndoshta	se
ndoshta	quizáis
ndoshta	quizais
ndoshta	cadra
ndoshta	talvez
ndoshta	se
ndoshta	cadra
ndoshta	quizais
ndoshta	pode
ndoshta	talvez
ndoshta	probablemente
ndoshta	que
kupa	cunca
kupa	café
ekonomik	económico
ekonomik	económicas
ekonomik	o
ekonomik	económica
bukur	fermoso
bukur	bonita
bukur	fermosa
bukur	precioso
bukur	fermosas
bukur	moi
bukur	bastante
bukur	bonita
bukur	ben
bukur	bonito
bukur	ben
bukur	bonita
bukur	bo
bukur	boa
jean	jean
ulët	pouco
ulët	baixo
ulët	baixa
ulët	baixas
ulët	baixos
periudha	período
periudha	periodo
periudha	tempo
periudha	a
periudha	adolescencia
real	real
real	de
real	verdade
jetojnë	vivir
jetojnë	vivo
jetojnë	viven
jetojnë	vive
jetojnë	viva
publik	público
publik	pública
publik	públicos
publik	públicas
pavarur	independente
ushtria	militares
ushtria	militar
ushtria	exército
ushtria	exército
ushtria	do
lind	nacín
lind	naceu
