から	from
多数	moltes
多数	molts
多数	nombroses
多数	nombrosos
反対	contra
反対	against
反対	oposat
反対	contrari
作家	autors
作家	escriptor
作家	escriptores
作家	escriptors
作家	autor
地球	earth
地球	terra
方法	mètode
特徴	funcionalitats
特徴	característiques
特徴	característica
特徴	característic
特徴	característics
ベース	base
男性	masculí
男性	mascle
男性	homes
男性	home
男性	man
ケース	cas
ケース	casos
子供	nens
子供	fills
子供	infants
子供	nens
子供	nen
子供	infant
福島	fukushima
大臣	ministre
大臣	ministres
オープン	oberta
オープン	oberts
オープン	open
オープン	obre
オープン	obert
兵庫	hyogo
コーナー	racó
コーナー	cantonada
取締役	director
取締役	directora
取締役	realitzador
取締役	directors
人気	popular
人気	populars
人気	popularitat
評価	qualificació
評価	puntuació
評価	habilitació
評価	qualificacions
評価	avaluació
評価	taxa
説明	explicació
説明	expliqui
説明	explicar
説明	descripció
装備	equipaments
装備	equipament
ドル	dòlar
投票	votació
投票	vot
投票	vota
投票	votacions
雑誌	revista
雑誌	revistes
熊本	kumamoto
グランド	grand
学科	departament
学科	departaments
専用	dedicat
専用	dedicada
登録	registre
登録	matriculació
登録	inscripció
佐藤	sato
田中	tanaka
ソン	sơn
ステージ	etapes
ステージ	etapa
ステージ	escenari
沖縄	okinawa
ゲスト	convidat
ゲスト	convidada
ゲスト	convidats
学生	estudiants
学生	alumnat
学生	alumnes
学生	alumne
学生	estudiant
周辺	perifèria
言葉	paraula
言葉	paraules
教会	església
内閣	gabinet
整備	manteniment
整備	manutenció
主張	reivindicació
主張	reclamació
ロック	bloqueig
ロック	bloqueja
ロック	roca
ロック	rock
事故	accident
事故	accidents
分類	categoria
分類	categorització
分類	classificacions
分類	categories
分類	classificació
状況	circumstància
状況	situacions
状況	situació
状況	circumstàncies
中村	nakamura
家族	família
家族	familia
距離	distància
距離	distàncies
表現	representació
表現	expressió
表現	representacions
仙台	sendai
新しい	nova
新しい	nou
新しい	noves
ホール	forat
ホール	hall
体重	pes
血液	sang
同意	consentiment
同意	acordats
同意	acordat
同意	pactat
これらの	aquestes
これらの	aquests
由来	origen
平均	mitjana
平均	mean
事実	fets
店舗	botigues
店舗	botigues
店舗	comerços
店舗	botiga
カテゴリ	categoria
カテゴリ	categories
メートル	metres
メートル	metre
メートル	metres
芸術	arts
芸術	art
主人公	protagonista
複数	múltiples
複数	múltiple
複数	plural
観光	turisme
観光	turista
取得	reivindicació
取得	reclamació
取得	recuperar
王国	regne
電話	telèfon
刑事	detectiu
レコード	rècord
レコード	rècords
レコード	registres
トップ	top
リン	lynn
リン	fòsfor
輸送	transport
輸送	transports
輸送	transport
飛行	vol
長崎	nagasaki
メイン	main
メイン	principals
メイン	principal
メイン	maine
メイン	primària
メイン	primari
ロード	càrrega
ロード	carrega
エル	elle
札幌	sapporo
ワールド	món
ワールド	world
美術	art
息子	fill
制度	institució
ツアー	recorregut
ツアー	tour
ツアー	tours
スタジオ	studios
スタジオ	studio
スタジオ	estudi
市民	ciutadans
市民	ciutadania
市民	ciutadà
松本	matsumoto
自然	naturals
自然	natural
自然	natura
自然	naturalesa
マイル	milles
マイル	kilòmetres
マイル	quilòmetres
マイル	kilòmetre
マイル	milla
組合	associacions
生徒	estudiants
生徒	alumnat
生徒	alumnes
生徒	alumne
生徒	estudiant
ギター	guitarra
コース	curs
コース	rumb
コース	cursos
防衛	defensa
鹿児島	kagoshima
変化	canvia
変化	canvi
アナウンサー	locutor
タイプ	tipus
議会	parlament
石川	ishikawa
パリ	paris
パリ	parís
南部	nambu
経験	experimentat
経験	experiencia
経験	experiència
延長	prorrogat
延長	ampliat
延長	estén
延長	ampliació
延長	extensió
延長	pròrroga
ランド	rand
ランド	land
ランド	lando
条件	condicional
条件	criteris
条件	condició
伝説	llegenda
伝説	legend
伝説	llegendari
伝説	llegendàries
ロンドン	london
ロンドン	alpicat
ロンドン	londres
本部	seu
フリー	lliure
フリー	gratuït
フリー	lliures
競走	cursa
競走	racing
高橋	takahashi
デジタル	digital
山田	yamada
台湾	taiwan
ポジション	posició
ポジション	posicions
インド	índia
吉田	yoshida
名誉	honor
ソング	cançons
ソング	songs
ソング	cançó
ソング	song
ライン	línia
履歴	història
方向	indicacions
方向	direccions
方向	direcció
方向	orientació
法律	llei
法律	lleis
提案	suggereix
提案	suggerir
提案	suggerències
提案	suggeriments
提案	suggeriment
提案	proposta
シティ	ciutat
効果	efecte
効果	efectes
ミュージック	música
ヶ月	mesos
予選	qualificadors
解説	explicació
解説	explicacions
解説	descripció
レギュラー	regulars
レギュラー	regular
職業	treball
職業	feina
職業	ocupacions
職業	professió
職業	professions
職業	ocupació
製品	producte
製品	productes
速度	velocitat
速度	velocitat
角川	kadokawa
改正	esmenes
改正	revisió
電子	electró
電子	electrons
徒歩	passeig
アイドル	inactiu
アイドル	ídol
更新	actualització
更新	refresc
更新	refresca
更新	actualitzacions
配信	lliurament
配信	emissió
山本	yamamoto
はじめ	hajime
仕事	treball
仕事	feina
仕事	treball
連盟	confederació
政策	pòlissa
政策	política
政治家	polítics
政治家	polític
メディア	mitjans
メディア	mitjà
図書館	biblioteques
図書館	biblioteca
ただ	només
外国	exteriors
艦隊	flota
艦隊	flotes
支配	dominació
強い	forts
強い	forta
強い	fort
継承	successió
継承	herència
バージョン	versió
バージョン	versions
ポイント	punts
ポイント	punt
温泉	onsen
旅客	passatger
方針	pòlissa
方針	política
方針	polítiques
執筆	escrivint
執筆	escriptura
タイム	temps
タイム	time
年頃	circa
基準	estàndards
基準	estàndard
基準	criteris
化学	chemical
化学	químic
化学	química
接続	connexions
接続	connexió
接続	connectant
接続	connecta
勝ち	guanyar
関東	kanto
メーカー	maker
メーカー	fabricant
障害	discapacitat
障害	invalidesa
小林	kobayashi
ブル	bull
ホテル	hotel
ホテル	hosteleria
ホテル	hotels
仕様	especificacions
仕様	especificació
仕様	especialitzacions
将軍	general
奈良	nara
ビデオ	vídeo
ビデオ	video
分割	divideix
分割	split
商業	comercial
商業	mercantils
商業	comercials
殺人	homicidi
殺人	assassinat
スタイル	estils
スタイル	estil
リング	anell
リング	anells
リング	anelles
報告	informe
報告	informant
報告	informes
マーク	marca
マーク	mark
宣言	declarar
宣言	declari
宣言	declaració
キング	king
キング	rei
伊藤	ito
ハイ	alta
ハイ	high
ハイ	alt
ベル	belle
ベル	bell
ベル	timbre
ベル	campana
提出	presentin
入学	admissió
フォン	fon
支持	avals
支持	suport
復活	resurrecció
地震	terratrèmol
地震	terratrèmols
博物館	museus
博物館	museum
博物館	museu
週間	setmana
週間	setmanes
週間	setmanal
週間	setmanals
機構	mecanisme
定義	definició
定義	definir
定義	defineix
定義	definint
定義	definicions
天皇	emperador
ボー	baud
日本人	japonès
学部	facultats
学部	facultat
直接	directament
投手	llançador
緯度	latitud
カナダ	canadà
カナダ	canadenc
性格	caràcter
性格	personatge
性格	personalitat
ユニット	dependències
ユニット	unitats
ユニット	unitat
ピアノ	piano
良い	bones
良い	bona
即時	immediata
即時	immediat
レベル	nivells
レベル	nivell
三重	mie
政権	règim
達成	aconseguit
達成	assolits
達成	consecució
達成	assoliment
見る	veure
見る	vista
見る	visualitza
見る	visualització
空間	espai
新人	rookies
規定	disposicions
同一	idèntiques
同一	idèntic
ライト	llum
ライト	wright
ライト	llums
ヒット	encertar
ヒット	hit
大分	oita
ブルー	blau
流れ	flux
流れ	cabal
宮城	miyagi
改造	alteració
ガス	gas
作業	treball
作業	treballant
貨物	mercaderies
貨物	béns
貨物	mercaderies
市場	mercat
経度	longitud
徳島	tokushima
サイズ	talles
サイズ	mides
サイズ	dimensions
サイズ	mida
翻訳	traduint
翻訳	traductor
翻訳	traductora
翻訳	traducció
翻訳	tradueix
翻訳	traduir
翻訳	traduccions
配置	emplaçament
配置	alineació
配置	alineament
配置	desplegament
新宿	shinjuku
コード	codi
米国	usa
そこ	hi
そこ	allà
安全	seguretat
番目	segon
番目	segona
番目	tercera
番目	tercer
被害	danys
侵害	infracció
商品	mercaderies
商品	béns
商品	productes
商品	mercaderia
商品	mercaderia
宮崎	miyazaki
詳細	detallat
詳細	detallats
詳細	detalls
備考	notes
単位	dependències
単位	unitats
単位	unitat
東宝	toho
加藤	katō
渡辺	watanabe
機械	màquina
機械	maquinària
機械	màquines
マイ	mai
地元	localment
地元	local
地元	locals
東北	tohoku
出版社	editorial
これら	aquestes
これら	aquests
革命	revolució
増加	increment
増加	augment
増加	augmentant
軌道	òrbita
農業	agrícola
農業	agricultura
農業	agricultura
北部	northern
条約	tractats
条約	tractat
土曜	dissabtes
理論	teoria
理論	teories
オーストラリア	austràlia
欧州	europe
欧州	europa
成長	creixent
成長	creixement
賛成	acorden
賛成	convenen
海外	ultramar
生物	biològics
生物	biològic
生物	organisme
理解	enteniment
理解	comprensió
理解	entesa
理解	entenent
戦士	warrior
戦士	guerrer
戦士	warriors
戦士	guerrers
ジャンル	gènere
ジャンル	gèneres
実験	experiments
実験	experiment
出力	sortida
出力	sortides
師団	divisió
主催	acollir
主催	màquina
主催	acollit
主催	organitzador
茨城	ibaraki
統一	unificació
料理	menjar
料理	alimentació
料理	cuinar
料理	cocció
首都	capital
報道	periodística
報道	periodisme
破壊	destruir
破壊	fractura
破壊	destrucció
スタジアム	estadi
スタジアム	stadium
停止	atura
停止	stop
停止	aturi
土地	terres
土地	land
解散	dissolució
解散	desestimat
兄弟	germà
兄弟	germans
戦隊	sentai
戦隊	esquadró
メジャー	major
イメージ	imatges
イメージ	imatge
違い	diferències
違い	diferència
軍事	militars
軍事	militar
ハン	han
カラー	color
カラー	colors
カラー	color
カラー	colors
チャンネル	canals
チャンネル	canal
ドラフト	esborrany
西部	oest
オランダ	holanda
オランダ	holland
セット	estableix
セット	conjunt
セット	conjunts
制定	promulgació
動物	animals
動物	animal
住民	habitants
住民	resident
住民	residents
民族	ètnica
資本	capital
福井	fukui
テンプレート	plantilles
テンプレート	plantilla
あなた	tu
あなた	vostè
選択	selecció
選択	seleccions
選択	seleccionant
選択	elecció
選択	escolliu
選択	tria
選択	escollir
選択	escull
選択	seleccioneu
選択	selecciona
ジョージ	george
失敗	falles
失敗	fracàs
標準	estàndard
ワン	one
清水	shimizu
購入	compra
購入	compra
購入	buy
購入	comprar
購入	comprant
ライ	sègol
ライ	rai
タレント	talents
タレント	talent
リア	lear
リア	lia
階級	files
階級	escalafó
階級	classe
レッド	roig
レッド	vermell
レッド	red
市長	alcalde
コーチ	autocars
コーチ	entrenadors
コーチ	coach
コーチ	autocar
コーチ	entrenador
建物	edifici
建物	edificació
建物	edificacions
建物	edificis
ジュニア	júnior
ジュニア	junior
ジュニア	subalterns
候補	candidata
候補	candidat
朝鮮	corea
朝鮮	korea
自動	auto
自動	automàtica
自動	automàtic
自動	automàtica
モード	modalitat
モード	mode
モード	modes
劇団	troupe
皇帝	emperador
皇帝	emperadors
認定	reconeixement
認定	acreditació
分離	separació
挑戦	reptes
挑戦	impugnacions
挑戦	challenge
挑戦	repte
挑戦	desafiament
改革	reformes
改革	reforma
集団	grup
魔法	màgia
修正	correcció
修正	arregla
継続	continuat
継続	continuada
継続	continuació
継続	continuant
地下鉄	metro
地下鉄	metro
井上	inoue
ブログ	blog
ブログ	bloc
ブログ	blogs
部屋	room
部屋	sala
部屋	habitació
部屋	habitacions
部屋	sales
既に	ja
トラック	pista
トラック	peça
トラック	vies
トラック	peces
トラック	pistes
トラック	camió
トラック	camions
東部	est
美術館	museus
美術館	museum
美術館	museu
合計	sumatori
合計	suma
合計	total
合計	sumes
合計	totals
貢献	aportació
貢献	aportacions
貢献	contribucions
エンディング	concertació
エンディング	conclusió
ユーザー	usuari
ユーザー	usuaris
バン	van
バン	furgoneta
父親	pare
バック	buck
批判	crítica
原因	causa
植物	plantes
植物	planta
ショー	shaw
ショー	mostra
ショー	espectacle
コミック	còmic
コミック	còmics
コミック	comic
毎週	setmanal
毎週	setmanals
エネルギー	energies
エネルギー	energia
ルール	regles
ルール	normes
ルール	regla
未来	futur
未来	futurista
移行	migrar
移行	migrant
移行	migració
移行	migracions
ユース	juvenil
ユース	jovent
ユース	joventut
三菱	mitsubishi
週刊	setmanal
週刊	setmanals
まだ	encara
ランキング	ranking
ランキング	rànquing
ランキング	rànquing
ダイ	dai
処理	tramitació
処理	processament
年齢	edat
年齢	edats
エリア	elia
エリア	àmbit
エリア	àrea
形態	morfologia
形態	formularis
形態	formes
ポーランド	polònia
シン	shin
シン	pecat
作曲家	compositor
精神	esperit
日付	data
日付	dates
スタート	inici
スタート	comença
範囲	intervals
範囲	àmbit
範囲	abast
範囲	interval
自治体	municipis
自治体	ajuntaments
宣伝	promoció
宣伝	promoguin
哲学	filosofia
財団	fonament
財団	fundació
反応	reacció
教師	mestra
教師	mestres
教師	professors
教師	docents
教師	professorat
宗教	religió
武器	armes
武器	arma
住宅	residencial
住宅	habitatge
保存	desa
保存	desant
保存	estalvi
保存	preservació
岩手	iwate
辞典	diccionaris
辞典	diccionari
機関車	locomotor
緊急	urgent
緊急	emergència
地下	soterrani
連隊	regiment
連隊	regiments
ウィキペディア	viquipèdia
連結	consolidat
ストーリー	història
ストーリー	històries
ストーリー	relats
ストーリー	narrativa
ストーリー	narració
太陽	sol
交換	intercanvi
保険	assegurança
保険	assegurances
制限	limitacions
制限	restriccions
制限	límits
制限	restricció
制限	restringits
制限	restringida
制限	restringeix
制限	restringit
制限	límit
キー	claus
キー	tecles
キー	tecla
キー	clau
渋谷	shibuya
栃木	tochigi
責任	responsabilitat
責任	responsabilitat
児童	nen
児童	infant
群馬	gunma
群馬	gumma
フル	plens
フル	ple
フル	plena
ボール	pilota
ボール	pilotes
ボール	boles
急行	expressi
急行	express
急行	expressar
電力	electricitat
医学	medicament
医学	medicina
医学	mèdica
ブラック	black
ブラック	negre
サー	senyor
自己	self
シーン	escena
シーン	escenes
憲法	constitució
支店	subdivisió
支店	sucursal
支店	branca
鳥取	tottori
管理者	admin
管理者	administrador
管理者	administrador
管理者	administradors
略称	abreviatura
略称	abreviació
オープニング	obertura
ロン	ron
田村	tamura
カリフォルニア	califòrnia
カリフォルニア	california
カバー	portada
カバー	caràtula
コンピュータ	ordinador
コンピュータ	ordinadors
取引	transacció
取引	transaccions
取引	comerç
長い	llarga
長い	llarg
長い	long
禁止	prohibit
禁止	prohibició
統計	estadística
統計	estadístiques
フォー	four
フォー	quatre
強化	reforçar
強化	enfortir
強化	enfortiment
強化	reforç
強化	reforçament
パン	pan
パン	pa
物理	físic
インターネット	internet
管轄	jurisdicció
岩波	iwanami
回避	evasió
藤原	fujiwara
パーク	park
パーク	parc
思想	pensador
アフリカ	àfrica
アフリカ	africà
アフリカ	african
先生	sensei
先生	mestra
先生	metge
先生	doctor
訓練	entrenament
訓練	formació
ハウス	casa
展示	exposició
展示	exposicions
徳川	tokugawa
月刊	mensualment
月刊	mensuals
月刊	mensual
検索	cerca
検索	cercant
池田	ikeda
ホー	haw
ポール	paul
会員	membre
会員	pertinença
会員	afiliació
