और	та
जिला	улус
जिला	округ
जिला	нохія
जिला	район
जब	коли
उन्होंने	вони
जन्म	народження
जन्म	народився
जन्म	борн
जन्म	народилась
जन्म	народилася
जन्म	народження
कोई	якісь
इन	інні
इन	готель
लेकिन	але
ये	цей
ये	ця
ये	ці
कम	низький
कम	низька
कम	low
कम	меньше
कम	менше
कम	менше
कहा	сказала
कहा	казали
कहा	сказали
कहा	сказав
कहा	казав
कहा	саїд
लोग	народ
लोग	людей
लोग	люди
आदि	тощо
आदि	etc
आदि	більше
आदि	аді
उसके	його
उसके	her
उसके	нею
उसके	її
उसके	їй
प्राचीन	примітивні
प्राचीन	давніх
प्राचीन	стародавні
प्राचीन	давні
प्राचीन	стародавній
प्राचीन	давній
प्राचीन	претор
देखें	дивитися
देखें	подивитися
देखें	дивіться
देखें	дивися
देखें	спостерігати
देखें	подивитися
देखें	див
देखें	бачите
देखें	бачу
देखें	переглянути
देखें	перегляд
देखें	вигляд
देखें	view
देखें	вид
देखें	переглянути
उत्तर	відповідь
उत्तर	північна
उत्तर	норт
उत्तर	північний
उत्तर	північ
उत्तर	відповіді
भाषा	мови
भाषा	мов
भाषा	мова
भाषा	мови
भाषा	мову
लिये	для
सभी	усі
सभी	всі
सभी	все
सभी	всіх
प्राप्त	отримано
प्राप्त	отримані
प्राप्त	отриманий
प्राप्त	отримали
प्राप्त	отримала
प्राप्त	отримувати
इसका	свої
इसका	його
प्रयोग	експерименти
प्रयोग	користування
प्रयोग	використання
प्रयोग	експеримент
शामिल	звязок
शामिल	включення
शामिल	входить
शामिल	включає
शामिल	включено
शामिल	включені
शामिल	включення
शामिल	включити
शामिल	включати
उन्हें	їх
उन्हें	їм
उन्हें	комплектів
उस	той
स्थान	місць
स्थान	місця
स्थान	місцини
स्थान	розташування
स्थान	адреси
स्थान	місця
स्थान	адрес
स्थान	місце
स्थान	розміщення
स्थान	місцезнаходження
स्थान	локація
स्थान	місце
स्थान	розташування
प्रमुख	шеф
प्रमुख	вождь
प्रमुख	головний
प्रमुख	мажор
प्रमुख	майор
प्रमुख	головний
प्रमुख	основне
प्रमुख	головна
प्रमुख	головні
प्रमुख	головне
हुई	хуей
बीच	пляжний
बीच	біч
बीच	пляж
बीच	центр
गए	зник
गए	зникли
गए	зникла
गए	поїхала
गए	ходив
गए	поїхав
मुख्य	шеф
मुख्य	вождь
मुख्य	головний
मुख्य	головний
मुख्य	основне
मुख्य	головна
मुख्य	головні
मुख्य	головне
थी	був
थी	була
थी	було
बिहार	біхар
उसे	нього
उसे	постане
उसे	йому
उसे	ним
उसे	його
उसे	her
उसे	нею
उसे	її
उसे	їй
कार्य	завдання
कार्य	задачі
कार्य	завдання
कार्य	робота
कार्य	роботи
कार्य	робота
कार्य	працюю
कार्य	працюють
कार्य	роботу
कार्य	робочий
कार्य	завдання
कार्य	задачі
कार्य	джобс
कार्य	задачу
कार्य	завдання
कार्य	задачі
उनकी	своїх
उनकी	їхньому
उनकी	свої
उनकी	їхнє
आंध्र	андхра
आंध्र	andra
नगर	містечко
नगर	місто
नगर	місто
नगर	нагар
उपयोग	користування
उपयोग	використання
उपयोग	використати
उपयोग	використовувати
उपयोग	користування
उपयोग	використання
उपयोग	використовує
उपयोग	користується
उपयोग	використання
लोगों	народ
लोगों	людей
लोगों	люди
आधार	основа
आधार	базова
आधार	база
आधार	основою
आधार	базовий
आधार	трансформацій
आधार	базис
काम	роботи
काम	робота
काम	працюю
काम	працюють
काम	роботу
काम	робочий
जीवन	життя
जीवन	лайф
विश्व	світовий
विश्व	світ
विश्व	світе
विश्व	world
भाग	розділи
भाग	частина
भाग	частини
भाग	частинами
निर्माण	створення
निर्माण	витвір
निर्माण	будівництво
निर्माण	будівництва
निर्माण	зібрати
निर्माण	збирання
निर्माण	побудувати
निर्माण	будувати
निर्माण	виробництво
गई	поїхала
गई	ходив
गई	поїхав
दोनों	обоє
दोनों	обидва
दोनों	обох
दोनों	обидві
दोनों	обом
राष्ट्रीय	національна
राष्ट्रीय	націонал
राष्ट्रीय	національне
राष्ट्रीय	національний
राष्ट्रीय	національні
जानकारी	info
जानकारी	інформації
जानकारी	інформація
जानकारी	відомості
जानकारी	інформація
पोर्टल	портал
शहर	місто
शहर	міста
शहर	городи
शहर	містах
शहर	міст
बार	барів
बार	смужки
बार	бари
बार	гратами
बार	бруси
बार	bar
बार	бар
बार	смужка
बार	таймс
बार	час
बार	часи
बार	times
वाली	валі
लगभग	майже
लगभग	приблизно
फिल्म	фільм
फिल्म	кіно
फिल्म	фільм
फिल्म	плівка
यहाँ	тут
प्रसिद्ध	відома
प्रसिद्ध	знамениті
प्रसिद्ध	відомий
प्रसिद्ध	знаменитий
प्रसिद्ध	всесвітньо
विकास	розвитку
विकास	розвиток
विकास	розробка
विकास	росту
विकास	зростання
विकास	ріст
केवल	лише
केवल	тільки
देश	країни
देश	країна
देश	кантрі
देश	держава
देश	нації
देश	нація
देश	країн
देश	країни
वेबसाइट	сайті
वेबसाइट	сайт
अलग	відокремлених
अलग	розійшлися
अलग	розділені
अलग	different
अलग	інше
अलग	різні
अलग	різних
अलग	відмінні
अलग	окреме
अलग	відокремити
विशेष	ексклюзивний
विशेष	ексклюзив
विशेष	ексклюзивні
विशेष	особливий
विशेष	спеціальний
विशेष	особливі
विशेष	особливе
विशेष	спеціальні
विशेष	особлива
इसकी	свої
इसकी	його
कभी	ever
दी	вказаний
दी	дано
दी	надано
दी	даного
दी	дали
दी	віддала
दी	дав
दी	віддали
दी	дала
पृष्ठ	сторінку
पृष्ठ	сторінка
पृष्ठ	сторінки
पृष्ठ	пейдж
पृष्ठ	сторінки
पृष्ठ	сторінок
माना	вважається
माना	вважаються
माना	вважають
माना	вважалося
माना	вірогідно
शब्द	словом
शब्द	слово
शब्द	слів
शब्द	слова
फिर	потім
फिर	тоді
तीन	три
तीन	втрьох
तीन	трійка
पुरस्कार	винагороди
पुरस्कार	премія
पुरस्कार	нагорода
पुरस्कार	нагороди
पुरस्कार	призи
पुरस्कार	винагороду
पुरस्कार	нагорода
लेख	статті
लेख	статтями
लेख	статей
लेख	дисертацію
लेख	дисертації
लेख	стаття
लेख	статтю
जिसे	кого
अब	тепер
अब	зараз
दौरान	підчас
अमेरिका	америка
मंदिर	храму
मंदिर	храм
अलावा	додавання
अलावा	apart
अलावा	окрім
वार्ता	розповідає
वार्ता	розмовляє
वार्ता	говорить
दक्षिण	південна
दक्षिण	південь
दक्षिण	південний
विभिन्न	різноманітні
विभिन्न	різні
विभिन्न	різні
विभिन्न	різне
इतिहास	журнал
इतिहास	історія
इतिहास	історії
लिया	taken
लिया	взято
लिया	забрала
लिया	зроблено
फ़िल्म	фільм
फ़िल्म	кіно
फ़िल्म	фільм
फ़िल्म	плівка
क्योंकि	адже
क्योंकि	бо
पास	перевал
पास	передати
पास	проїхати
विस्तृत	докладні
विस्तृत	детальний
विस्तृत	детальні
विस्तृत	неповний
विस्तृत	додатковий
विस्तृत	додаткові
विस्तृत	додаткове
विस्तृत	розширений
विस्तृत	додатково
दिन	день
दिन	дню
दिन	дня
दिन	денний
दिन	денна
दिन	днів
दिन	дні
कृषि	землеробство
कृषि	оранка
शुरू	почалося
शुरू	почалось
शुरू	почали
शुरू	розпочато
शुरू	почався
शुरू	почато
शुरू	початок
शुरू	починаємо
व्यक्ति	особа
व्यक्ति	особи
व्यक्ति	окремих
व्यक्ति	індивідуальна
व्यक्ति	індивідуальні
व्यक्ति	індивідуальне
व्यक्ति	окремі
व्यक्ति	індивідуальний
व्यक्ति	індивідуалізм
उनका	своїх
उनका	їхньому
उनका	свої
उनका	їхнє
विज्ञान	наука
विज्ञान	науки
सदस्य	член
सदस्य	учасник
सदस्य	учасника
सदस्य	члена
सदस्य	відвідувачам
सदस्य	читачі
सदस्य	підписників
सदस्य	учасники
सदस्य	члени
हालांकि	хоча
हालांकि	хоча
हालांकि	щоправда
सिंह	сінґх
सिंह	лео
सिंह	лев
अनेक	багато
अनेक	багатьох
अनेक	декілька
अनेक	декілька
यहां	тут
संख्या	число
संख्या	кількість
संख्या	номер
संख्या	номера
संख्या	числа
संख्या	номери
संख्या	цифри
अपना	власне
अपना	власні
अपना	власний
अपना	твій
अपना	твоя
अपना	твої
अपना	твоє
अपना	ваша
अपना	ваші
बात	фішка
बात	річ
बात	затори
बात	поговоримо
बात	розмова
बात	talk
बात	говорити
साहित्य	література
शिक्षा	освіта
शिक्षा	освіти
शिक्षा	education
दिल्ली	делі
धर्म	релігія
धर्म	релігії
धर्म	релігії
धर्म	релігій
धर्म	дхарма
मूल	джерело
मूल	походження
मूल	оригінали
मूल	originals
मूल	рідний
मूल	рідна
मूल	оригінал
मूल	оригінальна
मूल	оригінальне
मूल	початкове
मूल	оригінальний
मूल	базові
मूल	базове
मूल	основні
मूल	базовий
मूल	основний
तब	потім
तब	тоді
बना	make
बना	зробити
बना	зробила
बना	made
कोड	код
कोड	коди
कोड	кодів
संयुक्त	конкурентні
संयुक्त	united
संयुक्त	юнайтед
संयुक्त	комбінований
संयुक्त	спільна
संयुक्त	спільне
जुलाई	липень
जुलाई	липні
जुलाई	липня
युद्ध	battle
युद्ध	битва
युद्ध	бій
युद्ध	війна
नदी	річка
नदी	ріка
वाला	вала
काल	напружений
काल	дзвінок
काल	зателефонувати
काल	виклик
काल	строк
काल	період
ऐसे	такі
वर्षों	роки
प्रति	пер
स्टेशन	станція
स्टेशन	станції
स्टेशन	вокзал
स्टेशन	станції
बड़े	великі
बड़े	великих
बड़े	великі
बड़े	велике
बड़े	велика
बड़े	великий
बड़े	біг
जनवरी	січні
जनवरी	січень
जनवरी	січня
मध्य	central
मध्य	центральний
मध्य	центральна
मध्य	центр
मध्य	медіана
मध्य	середня
मध्य	посередині
मध्य	середньої
मध्य	середина
मध्य	середній
राजा	раджа
राजा	кінг
राजा	король
राजा	цар
प्रथम	перше
प्रथम	перша
प्रथम	перший
विश्वविद्यालय	університети
विश्वविद्यालय	університет
जून	червня
जून	червні
जून	червень
उसकी	його
उसकी	her
उसकी	нею
उसकी	її
उसकी	їй
जिसके	полегшить
मार्च	мар
मार्च	березні
मार्च	березень
मार्च	березня
बन	пучок
बनी	зайчик
अर्थ	сенс
अर्थ	значення
अप्रैल	apr
अप्रैल	квітень
अप्रैल	квітня
अप्रैल	квітні
महत्वपूर्ण	важлива
महत्वपूर्ण	важливі
महत्वपूर्ण	важливий
महत्वपूर्ण	важливе
महत्वपूर्ण	важливо
महत्वपूर्ण	критична
महत्वपूर्ण	критичні
महत्वपूर्ण	критичний
प्रामाणिक	щирий
आप	тобою
आप	ви
आप	ти
आप	тебе
अक्टूबर	жовтень
अक्टूबर	жовтня
अक्टूबर	жовтні
अक्टूबर	жовтня
समूह	прихожан
समूह	згромадження
समूह	група
समूह	групова
समूह	груповий
समूह	групу
समूह	спільнота
समूह	групи
समूह	груп
समूह	спільноти
वर्तमान	поточні
वर्तमान	поточний
वर्तमान	поточна
वर्तमान	течія
वर्तमान	струм
वर्तमान	сьогодення
वर्तमान	подарунок
वर्तमान	теперішній
वर्तमान	присутні
वर्तमान	присутня
अध्ययन	вчиться
अध्ययन	навчається
अध्ययन	навчання
अध्ययन	вивчення
अध्ययन	навчання
अध्ययन	студій
अध्ययन	вивчає
अध्ययन	дослідження
विभाग	департамент
विभाग	відділ
विभाग	ділення
विभाग	дивізіон
विभाग	поділ
आम	манго
आम	mango
आम	спільними
आम	поширені
आम	спільне
आम	загальні
आम	common
स्थिति	стан
स्थिति	статус
स्थिति	стану
स्थिति	статусі
स्थिति	розташування
स्थिति	позиція
स्थिति	положення
स्थिति	позиції
स्थिति	стан
स्थिति	держава
स्थिति	умова
स्थिति	ситуацію
स्थिति	ситуація
स्थिति	становище
स्थिति	ситуації
प्रभाव	вплив
प्रभाव	ефекти
प्रभाव	впливає
प्रभाव	ефект
आदर्श	ідеалізм
आदर्श	ідеал
साल	роки
साल	рік
पहली	перше
पहली	перша
पहली	перший
संगीत	музика
संगीत	музики
संगीत	музик
संगीत	музиці
संगीत	музику
अमेरिकी	американський
अमेरिकी	американець
अमेरिकी	американські
अमेरिकी	американська
अमेरिकी	американської
अमेरिकी	американців
अमेरिकी	американці
सेवा	служби
सेवा	service
सेवा	служба
सेवा	послуга
सेवा	сервіс
बनाने	створення
बनाने	творити
बनाने	внесення
आज	сьогодні
स्थापित	встановлено
स्थापित	подальшому
स्थापित	заснований
स्थापित	встановлені
स्थापित	встановлено
स्थापित	встановлений
स्थापित	заснував
स्थापित	засновано
स्थापित	вберегти
उच्च	високий
उच्च	висока
उच्च	значне
उच्च	високе
उच्च	високі
चाहिए	повинен
चाहिए	слід
चाहिए	повинно
चाहिए	should
देता	подано
देता	дає
उपलब्ध	доступні
उपलब्ध	доступний
उपलब्ध	наявні
उपलब्ध	наявний
काफी	достатньо
काफी	досить
काफी	зовсім
काफी	досить
बड़ी	великі
बड़ी	великих
बड़ी	великі
बड़ी	велике
बड़ी	велика
बड़ी	великий
बड़ी	біг
चार	четвірка
चार	чотирьох
चार	чотири
शक	сумнівів
शक	сумнів
शक	сумніву
शक	сумніваюся
शक	сумніватися
शक	сака
प्रभा	пера
श्री	шрі
उदाहरण	примірник
उदाहरण	екземпляр
उदाहरण	випадки
उदाहरण	екземплярів
उदाहरण	приклад
उदाहरण	прикладу
उदाहरण	ілюстрація
उदाहरण	ілюстрації
उदाहरण	приклади
उसका	його
उसका	her
उसका	нею
उसका	її
उसका	їй
ले	візьму
ले	бери
ले	візьми
ले	взяти
जिससे	какой
जिससे	який
जिससे	які
जिससे	яке
जिससे	яка
स्थापना	встановлення
स्थापना	встановленого
स्थापना	установити
स्थापना	встановити
स्थापना	встановлення
स्थापना	заклад
कंपनी	компанія
अधिकांश	найцікавіше
अधिकांश	більшість
अधिकांश	здебільшого
अधिकांश	переважно
सामाजिक	соціальне
सामाजिक	соціальні
सामाजिक	соціальна
सामाजिक	соціальний
प्रत्येक	кожен
प्रत्येक	кожні
प्रत्येक	кожну
प्रत्येक	кожного
प्रत्येक	кожному
प्रत्येक	кожен
प्रत्येक	кожна
बड़ा	великі
बड़ा	великих
बड़ा	великі
बड़ा	велике
बड़ा	велика
बड़ा	великий
बड़ा	біг
बड़ा	великий
बड़ा	чудово
बड़ा	більше
बड़ा	більшого
बड़ा	більшим
बड़ा	більший
बड़ा	більші
बड़ा	більше
बड़ा	більша
स्तर	рівні
स्तर	рівнів
स्तर	рівень
बनाया	зробила
बनाया	made
बनाया	створено
बनाया	створені
बनाया	створене
बनाया	створена
जारी	тривале
जारी	продовжив
जारी	продовжували
जारी	продовжується
जारी	продовжила
जारी	постійну
जारी	триває
जारी	складну
जारी	видала
जारी	виданий
जारी	випущено
जबकि	поки
चित्र	picture
चित्र	зображення
चित्र	картинка
चित्र	фото
चित्र	зображення
चित्र	картинки
चित्र	зображення
चित्र	зображення
चित्र	зображень
इससे	від
इससे	винаходить
प्रणाली	система
प्रणाली	системи
प्रणाली	системний
प्रणाली	системне
प्रणाली	системна
सरकारी	офіційні
सरकारी	офіційна
सरकारी	офіційний
सरकारी	офіційне
सरकारी	правління
सरकारी	уряд
जहां	звідки
जहां	де
जहां	where
जहां	куди
देशों	країн
देशों	країни
जल	вода
जल	водні
जल	водяний
जल	водяне
सूची	перелік
सूची	list
सूची	список
सूची	списки
रखा	зберегла
विचार	idea
विचार	ідея
विचार	ідею
विचार	ідеї
विचार	здалося
विचार	подумав
विचार	думав
विचार	думала
विचार	гадали
विचार	вивчивши
विचार	враховувати
विचार	думки
छोटे	малий
छोटे	малі
छोटे	маленькі
छोटे	маленька
छोटे	маленький
छोटे	маленькі
ऊपर	згори
ऊपर	вгорі
ऊपर	топ
ऊपर	верхній
ऊपर	найпопулярніші
ऊपर	зверху
ऊपर	вище
आधारित	засновані
आधारित	засновано
आधारित	заснований
इसलिए	отже
इसलिए	тому
पानी	вода
पानी	водні
पानी	водяний
पानी	водяне
सामान्य	загальні
सामान्य	генерал
सामान्य	загальний
सामान्य	загальне
सामान्य	спільними
सामान्य	поширені
सामान्य	спільне
सामान्य	загальні
सामान्य	common
सामान्य	звичайна
सामान्य	нормальний
सामान्य	нормальні
सामान्य	звичайний
सामान्य	звичайне
आगे	переслати
आगे	вперед
आगे	пересилання
आगे	вперед
आगे	уперед
कुल	підсумків
कुल	агрегат
कुल	усього
कुल	всього
कुल	загалом
कुल	загальна
कुल	загальний
एक्स्प्रेस	express
एक्स्प्रेस	експрес
पुलिस	поліція
वर्ग	категорія
वर्ग	квадратний
वर्ग	площа
वर्ग	квадрат
वर्ग	класи
वर्ग	клас
शरीर	тіло
शरीर	тіла
अंग्रेजी	англійською
अंग्रेजी	англійська
माध्यम	середній
माध्यम	носій
माध्यम	середня
माध्यम	середні
मानव	людина
मानव	людський
पाकिस्तान	пакистану
पाकिस्तान	пакистан
भूमिका	вступ
भूमिका	ролі
भूमिका	роль
हर	har
हर	кожен
हर	кожні
हर	гур
अतिरिक्त	додатки
अतिरिक्त	зайвого
अतिरिक्त	запасних
अतिरिक्त	додаткові
अतिरिक्त	додатковий
अतिरिक्त	зайві
अतिरिक्त	додаткова
अतिरिक्त	додаткові
पिता	батька
पिता	батько
पिता	батьку
पिता	отець
समाज	суспільство
समाज	товариства
समाज	товариство
उत्पन्न	створено
उत्पन्न	створене
उत्पन्न	створений
उत्पन्न	створені
नीचे	вниз
नीचे	down
नीचे	униз
नीचे	даун
नीचे	нижче
नीचे	знизу
नीचे	внизу
नीचे	знизу
दुनिया	світовий
दुनिया	світ
दुनिया	світе
दुनिया	world
आधुनिक	сучасні
आधुनिक	сучасно
आधुनिक	сучасний
आधुनिक	сучасне
ध्यान	медитація
ध्यान	увага
हिंदी	хінді
दे	віддам
दे	дайте
दे	надати
सभा	прихожан
सभा	згромадження
सभा	зборів
सभा	збори
सभा	збираються
परिवार	сімейство
परिवार	сімейний
परिवार	сімейні
परिवार	родина
विषय	темою
विषय	тему
विषय	тема
विषय	теми
विषय	теми
विषय	тем
विषय	звернення
विषय	темою
विषय	тема
विषय	предмет
अधिकार	права
रंग	колір
रंग	кольорова
रंग	кольорах
रंग	кольори
रंग	барви
रंग	кольори
रंग	кольорів
रंग	колір
रंग	кольорова
बाहर	вихід
बाहर	вийти
बाहर	надворі
बाहर	ззовні
बाहर	надворі
बाहर	поза
बाहर	зовні
बाहर	назовні
बाहर	вийшов
बाहर	out
खेल	відтворити
खेल	грати
खेल	програти
खेल	спорт
खेल	спортивні
खेल	спорту
खेल	гра
खेल	гри
खेल	гру
खेल	ігор
खेल	games
खेल	ігри
खेल	спорт
क्षेत्रों	області
क्षेत्रों	ділянки
क्षेत्रों	територіях
क्षेत्रों	площі
क्षेत्रों	районів
जहाँ	звідки
जहाँ	де
जहाँ	where
जहाँ	куди
समान	однорідна
समान	збігається
समान	однаковий
समान	однакові
समान	same
समान	самий
समान	схожі
समान	подібні
समान	подібна
समान	подібний
सितंबर	вересня
सितंबर	вересні
सितंबर	вересень
दूर	far
दूर	далека
दूर	далекий
दूर	далеко
दूर	відійшов
दूर	відсутність
दूर	away
दूर	геть
दूर	далеких
दूर	вій
दूर	далекого
दूर	далі
पता	адреси
पता	адрес
पता	адреса
पता	звертайтеся
पता	адресу
शक्ति	міцність
शक्ति	інтенсивність
शक्ति	сили
शक्ति	сила
शक्ति	влада
शक्ति	живлення
शक्ति	сила
शक्ति	power
शक्ति	шакті
ब्रिटिश	британці
ब्रिटिश	британська
ब्रिटिश	британські
ब्रिटिश	british
ब्रिटिश	англієць
कला	мистецтво
कला	арт
कला	мистецтво
कला	художня
घर	дім
घर	домівка
घर	домашній
घर	додому
घर	хати
घर	будинок
संस्कृत	санскрит
प्रकाशित	оприлюднити
प्रकाशित	опублікувати
प्रकाशित	опублікований
प्रकाशित	оприлюднено
प्रकाशित	опубліковано
मई	травнева
मई	травня
मई	травневі
मई	травні
मई	травень
प्रक्रिया	процес
प्रक्रिया	обробити
प्रक्रिया	процесу
प्रक्रिया	процеси
प्रक्रिया	процесів
प्रक्रिया	процедури
प्रक्रिया	процедуру
प्रक्रिया	процедура
सेना	армії
सेना	армій
सेना	сена
सेना	армії
सेना	армія
सेना	військо
सेना	армійський
पार्टी	вечірка
पार्टी	партії
पार्टी	вечірки
पार्टी	партія
पार्टी	party
रेलवे	залізнична
रेलवे	залізниця
रेलवे	залізниця
रेलवे	залізниці
पश्चिम	захід
पश्चिम	вест
अंत	завершити
अंत	кінець
अंत	закінчити
अंत	закінчиться
अंत	закінчення
दशक	десятиліття
पूरी	цілу
पूरी	цілий
पूरी	ціла
नए	новіші
बिना	без
क्या	що
क्या	яка
क्या	чим
अगस्त	серпні
अगस्त	серпня
अगस्त	серпень
अगस्त	aug
विकसित	розробили
विकसित	розроблений
विकसित	розроблено
विकसित	походять
संबंध	взаємини
संबंध	стосунки
संबंध	взаємовідношення
संबंध	відносини
संबंध	відношення
प्रदर्शन	ефективність
प्रदर्शन	виступ
प्रदर्शन	виступів
प्रदर्शन	відображення
प्रदर्शन	дисплей
प्रदर्शन	показати
प्रदर्शन	показ
प्रदर्शन	показувати
प्रदर्शन	експозиція
प्रदर्शन	експозиції
ऐसी	такі
मार्ग	маршрут
मार्ग	спосіб
मार्ग	шлях
पर्यटन	туризм
ज्ञान	знань
ज्ञान	знання
लगा	бездоганно
लगा	відчула
लगा	відчув
लगा	відчували
लगा	стало
लगा	здалося
लगा	здавалося
दिसम्बर	грудень
दिसम्बर	грудня
दिसम्बर	грудні
दिसम्बर	схилення
दिसम्बर	схил
दिसम्बर	dec
प्रदर्शित	обрані
प्रदर्शित	показаний
प्रदर्शित	показана
प्रदर्शित	показані
प्रदर्शित	відображено
प्रदर्शित	показано
प्रदर्शित	відображення
प्रदर्शित	дисплей
प्रदर्शित	показати
प्रदर्शित	показ
प्रदर्शित	показувати
अक्सर	часто
अक्सर	часто
सहायता	допоможіть
सहायता	допомогти
सहायता	допомога
सहायता	довідка
सहायता	допомогу
सहायता	підтримка
सहायता	підтримую
सहायता	підтримати
सहायता	допомоги
सहायता	допомогу
सहायता	допомоги
पहला	перше
पहला	перша
पहला	перший
मृत्यु	death
मृत्यु	смерть
मृत्यु	смерті
मृत्यु	смертності
स्वयं	власна
स्वयं	власний
स्वयं	власне
स्वयं	власні
स्वयं	власний
विकिपीडिया	вікі
विकिपीडिया	вікіпедія
तैयार	готовий
तैयार	напоготові
तैयार	готові
तैयार	готове
तैयार	готовність
तैयार	готова
आवश्यक	потрібен
आवश्यक	необхідні
आवश्यक	необхідне
आवश्यक	необхідний
आवश्यक	терміново
आवश्यक	термінову
देखा	подивився
देखा	глянув
देखा	дивились
देखा	дивилися
देखा	дивився
देखा	бачили
देखा	бачив
देखा	пила
देखा	бачив
देखा	побачив
देखा	побачила
देखा	побачили
उत्पादन	продакшн
उत्पादन	виробництво
उत्पादन	продукція
रोग	хвороби
रोग	хвороба
रोग	захворювання
संबंधित	законним
संबंधित	відповідними
संबंधित	схожі
शताब्दी	ст
शताब्दी	століття
शताब्दी	century
गये	поїхала
गये	ходив
गये	поїхав
चीन	china
चीन	китаї
चीन	китаю
चीन	китай
अभी	тепер
अभी	зараз
संघ	union
संघ	союз
संघ	юніон
संघ	профспілки
संघ	профспілок
संघ	федерація
संघ	асоціації
संघ	асоціація
यात्रा	подорож
यात्रा	подорожувати
यात्रा	подорожі
यात्रा	мандрівка
यात्रा	подорож
यात्रा	подорожі
यात्रा	подорож
मात्रा	сума
मात्रा	суму
मात्रा	кількість
रचना	створення
रचना	витвір
रचना	будова
रचना	композиція
जगह	інтервал
जगह	проміжки
जगह	місце
जगह	простору
जगह	пробіл
जगह	простір
भिन्न	дискретний
भिन्न	different
भिन्न	інше
भिन्न	різні
भिन्न	різних
भिन्न	відмінні
भिन्न	частка
भिन्न	дріб
भिन्न	точність
भिन्न	дробів
लोक	лока
लोक	публічний
