забите	denti
емил	emil
герман	tedeschi
герман	tedesco
траење	durata
гај	gaio
гај	guy
идентификација	identificazione
тули	mattoni
тули	mattone
тули	brick
тули	mattoni
тули	tully
алтернатива	alternativo
алтернатива	alternative
алтернатива	alternativi
алтернатива	alternativa
експанзија	espansione
оженет	sposato
оженет	coniugato
оженет	sposati
оженет	sposata
презентација	presentazione
мекларен	mclaren
сатурн	saturn
сатурн	saturno
перспектива	prospettive
перспектива	prospettiva
малтретирање	bullismo
малтретирање	molestie
малтретирање	molestia
малтретирање	intimidazioni
изразена	espressi
изразена	espresso
изразена	espressa
изразена	espresse
стратешки	strategica
стратешки	strategici
стратешки	strategico
винсент	vincent
винсент	vincenzo
реализација	realizzo
реализација	realizzazione
еднина	singolare
еднина	singolari
чисти	pulita
чисти	pulito
чисти	pulite
полско	polacca
полско	polacco
полско	polacchi
паднала	caduta
паднала	caduto
паднала	cadde
глад	carestie
глад	carestia
глад	fame
рене	renee
рене	rené
рене	renato
рене	rené
рене	rene
крунисан	coronato
крунисан	incoronato
претходна	precedente
претходна	precedenti
неопределено	sfocato
неопределено	sfumato
неопределено	fuzzy
неопределено	indefinito
директни	diretta
директни	direct
директни	diretto
шанси	chance
шанси	possibilità
шанси	shaanxi
гете	goethe
карактеризираат	caratterizzare
карактеризираат	caratterizzano
илиноис	illinois
заробеништво	cattività
заробеништво	prigionia
управниот	sterzo
бура	temporale
бура	storm
бура	tempesta
валверде	valverde
театри	teatri
театри	teatri
четврто	quarta
четврто	quarto
григор	grigor
бренд	brand
бренд	marca
бренд	marchio
верувале	creduto
верувале	credette
верувале	credeva
признаен	riconosciuto
признаен	riconosciuta
признаен	riconosciuti
сервер	host
сервер	server
пирамида	piramide
асистенции	assist
бремен	brema
изработена	redatto
велигден	pasqua
опкружен	circondata
опкружен	circondato
опкружен	circondati
графика	grafici
графика	grafiche
графика	grafica
махмуд	mahmud
махмуд	mahmoud
платон	platone
платите	salario
платите	retribuzioni
платите	salari
платите	stipendi
платите	salari
платите	stipendi
значителни	sostanziali
значителни	sostanziale
значителни	consistente
оружја	armi
администратори	amministratori
администратори	amministratori
стандардни	predefiniti
стандардни	standard
решено	risolti
решено	risolta
решено	risolte
решено	risolto
решено	risolti
решено	risolte
решено	risolto
прсти	dita
рангиран	classificato
арѓеш	argeș
означи	tag
марсел	marcel
клод	claude
бордо	bordeaux
фока	foca
фока	sigillo
фока	seal
парма	parma
стабилна	stable
стабилна	stabili
стабилна	stalla
стабилна	stabile
занимавал	praticata
занимавал	praticato
занимавал	praticate
лекари	medici
лекари	medici
лекари	dottori
натриум	sodio
албрехт	albrecht
поинаку	differenti
поинаку	differente
поинаку	diverse
поинаку	diversa
поинаку	diverso
поинаку	diversi
наставник	insegnante
наставник	docente
групирани	raggruppate
групирани	raggruppati
далас	dallas
банско	bansko
картичка	card
моторот	motore
мото	motto
мото	moto
дрвена	legno
дрвена	picchetto
слободан	slobodan
признал	confessato
колорадо	colorado
зимбабве	zimbabwe
тереза	teresa
тереза	teresa
студијата	studio
студијата	studia
студијата	studiare
кејп	mantello
кејп	cape
кејп	capo
сегмент	nicchia
сегмент	segmenti
сегмент	segmento
патрон	patrono
патрон	mecenate
службеник	impiegato
роди	born
роди	nati
роди	nato
роди	nata
роди	nasce
роди	roddy
војводина	vojvodina
црево	intestino
темите	argomenti
јута	utah
јута	jutta
типична	tipici
типична	tipico
типична	tipica
типична	tipiche
кристали	cristalli
кисела	alcalino
кисела	alcalina
кисела	alcalini
магазин	rivista
магазин	magazine
магазин	riviste
магазин	caricatore
седмиот	settima
седмиот	settimo
сезонски	stagionale
сезонски	stagionali
аргумент	argomentazione
аргумент	argomento
колонизација	colonizzazione
сали	sully
сали	sulley
сали	sally
секција	sezione
плеј	playoff
воспаление	infiammazioni
воспаление	infiammazione
максимум	massimo
максимум	massima
фил	phil
течности	liquidi
течности	liquidi
течности	fluidi
предниот	anteriore
охајо	ohio
војување	guerra
јакоб	jakob
јакоб	jacob
јакоб	giacomo
јакоб	giacobbe
нејзе	her
ломбардија	lombardia
вршење	impegnandosi
бакар	rame
мерења	misure
мерења	misurazioni
усвоено	adottata
усвоено	approvata
усвоено	adottato
усвоено	adottati
варираат	variare
известување	notificazione
известување	notifiche
известување	notifica
индивидуи	individui
жица	fili
жица	wire
жица	filo
педесет	cinquanta
педесет	fifty
андер	ander
нормални	normale
нормални	normali
нормални	normalità
адријан	adriano
адријан	adrian
адријан	adriano
дрим	drin
бангладеш	bangladesh
измислен	immaginari
измислен	immaginario
измислен	immaginaria
бронза	bronzo
хепберн	hepburn
цигари	sigarette
цигари	sigari
цигари	sigarette
цигари	sigaretta
заклучи	lock
заклучи	lucchetto
заклучи	blocca
заклучи	serratura
синоним	sinonimo
синоним	sinonimi
синоним	sinonimo
велосипед	bicicletta
велосипед	bici
велосипед	bicicletta
велосипед	biciclette
велосипед	bici
судијата	giudica
судијата	giudicare
судијата	giudice
судијата	arbitro
сандерленд	sunderland
опозиција	opposizione
опозиција	opposizioni
дизајнер	disegnatore
дизајнер	designer
дизајнер	progettista
екран	schermo
екран	schermata
роза	rose
роза	rosa
роза	rosa
роза	roza
ејми	amy
ејми	ame
водопади	cascate
водопади	cadute
водопади	falls
водопади	cascate
потпис	firma
пронајдена	trovata
пронајдена	trovati
пронајдена	trovato
волт	walt
дискриминација	discriminazioni
дискриминација	discriminazione
наслови	titoli
ага	aga
куско	cusco
одделно	separatamente
одделно	separata
одделно	separate
одделно	separati
одделно	separato
одделно	separare
судска	giudiziario
убијци	assassini
убијци	sicari
убијци	assassini
убијци	assassini
магдалена	maddalena
магдалена	maddalena
магдалена	magdalena
данскиот	danese
данскиот	danesi
осудени	condannato
осудени	condannati
осудени	condannata
осудени	condannato
осудени	condannati
осудени	condannata
осудени	condannato
осудени	condannati
осудени	condannata
кирибати	kiribati
монро	monroe
патувал	viaggiato
изгубени	lost
изгубени	perduto
изгубени	perduti
изгубени	persi
изгубени	perso
изгубени	persa
етички	etico
етички	etica
етички	etici
етички	eticamente
стрес	sollecitazioni
стрес	stress
лукас	luca
лукас	lucas
лукас	lukas
фотографијата	foto
секаде	dovunque
секаде	ovunque
секаде	dappertutto
тибет	tibet
заработи	guadagnano
заработи	guadagna
заработи	guadagno
заработи	guadagnare
автономни	autonomi
автономни	autonomo
паралелни	parallelo
паралелни	parallele
паралелни	parallelismo
паралелни	paralleli
паралелни	parallela
линкови	collegamenti
линкови	link
линкови	links
мара	mara
нилски	ippopotamo
новела	romanzo
новела	novella
прослава	festeggiamenti
прослава	celebrazioni
прослава	festeggiamento
прослава	celebrazione
сок	succo
сок	succhi
сок	spremuta
сок	juice
родно	nativi
родно	native
родно	nativo
родно	indigeno
кану	canoa
кану	canoe
номинирана	nominato
номинирана	nominata
номинирана	designati
номинирана	designato
номинирана	nomination
александра	alessandra
александра	alexandra
александра	aleksandra
симетрија	simmetria
физиологија	fisiologia
оперски	opera
злото	male
злото	malvagio
злото	evil
беркли	berkley
беркли	berkeley
архив	archivia
архив	archivio
архив	archivi
архив	archivio
накратко	brevemente
возови	treni
изабела	isabella
изабела	isabel
изабела	isabelle
плато	altopiano
плато	plateau
опции	opzioni
хасан	hassan
хасан	hasan
корисна	utili
корисна	utile
корисна	istruttivo
преведени	tradotta
преведени	tradotte
преведени	tradotto
жолти	gialla
жолти	giallo
испраќање	invio
богатства	tesori
богатства	ricchezze
умерено	moderatamente
фрески	affreschi
јон	ion
јон	ioni
јон	ione
отиде	andò
босански	bosniaco
партизани	partigiani
ракометна	pallamano
сахара	sahara
раѓа	born
раѓа	nati
раѓа	nato
раѓа	nata
раѓа	nasce
наводнување	irrigazione
должности	doveri
должности	dazi
сфати	capito
сфати	capire
сфати	comprendere
хром	cromato
хром	chrome
хром	cromo
хром	cromo
лед	ghiaccio
лед	ice
електронско	elettronico
електронско	electronic
електронско	elettronica
електронско	elettronici
опстанок	sopravvivenza
демо	demo
демо	dimostrativo
демо	dimostrazione
доза	dosaggio
доза	posologia
доза	dosaggio
доза	dose
воздушни	aerea
воздушни	antenna
извршната	eseguibili
извршната	eseguibile
германци	tedeschi
намибија	namibia
спроведена	condotti
спроведена	condotto
гласа	votazioni
гласа	voti
бронзен	bronzo
викенд	weekend
заменета	commutata
заменета	sostituita
заменета	rimpiazzato
заменета	sostituiti
заменета	sostituito
фабрики	stabilimenti
фабрики	fabbriche
емирати	emirates
минимум	minima
минимум	minimi
минимум	minime
минимум	minimo
недоволно	insufficienti
недоволно	insufficiente
универзален	universal
универзален	universali
универзален	universale
спортист	atleta
ангола	angola
поглавје	capitolo
намален	ridotta
намален	ridotte
намален	ridotto
намален	ridotti
вигинс	wiggins
достигнат	raggiunti
достигнат	raggiunta
достигнат	raggiunto
достигнат	raggiunte
достигнат	copertura
достигнат	reach
стотина	hundred
стотина	cento
стотина	centinaia
алтернативен	supplente
алтернативен	alternate
алтернативен	alternato
кемал	kemal
видлива	visibili
видлива	visibile
сведочи	testimoniare
откриваат	rivelare
откриваат	rivela
вратен	restituita
вратен	restituito
вратен	restituiti
вратен	ritornata
вратен	ritornato
просечен	media
просечен	medio
ќерамиди	coperture
инка	inca
инка	imbuto
ротација	rotazione
ротација	rotazione
ротација	ruotare
ротација	ruota
тенкови	cisterne
тенкови	serbatoi
загрозен	minacciata
загрозен	minacciato
загрозен	minacciati
човечко	umane
човечко	umano
човечко	umani
човечко	human
човечко	umana
опен	aprite
опен	apri
опен	aprire
опен	aperto
опен	open
опен	aperti
публикации	pubblicazioni
теодора	teodora
заболување	malattia
заболување	malattie
прстени	anelli
прстени	fedi
воведува	introduce
практики	pratiche
младоста	giovani
младоста	youth
младоста	giovinezza
младоста	gioventù
болки	dolori
болки	dolore
академска	accademico
академска	accademici
академска	accademica
практична	pratici
практична	pratica
практична	pratico
тврдејќи	rivendicazione
тврдејќи	reclamare
тврдејќи	rivendicare
панама	panama
панама	panamá
театарска	teatrale
мастерс	masters
мастерс	padroni
мастерс	maestri
каталонија	catalogna
галиција	galizia
сенка	ombra
сенка	shadow
сенка	ombre
сенка	ombra
сенка	sfumatura
привилегии	privilegio
привилегии	privilegi
привилегии	privilegi
подигнат	eretta
подигнат	eretto
занает	craft
занает	artigianato
витези	cavalieri
скијање	sciare
брест	brest
анастасија	anastasia
оман	oman
диригент	conduttore
супстанции	sostanza
супстанции	sostanze
вечери	cene
вечери	sere
вечери	serate
гнездо	nidi
гнездо	nido
пфалц	palatinato
кралско	royal
кралско	regio
кралско	reale
кралско	imperiale
кралско	imperial
резерват	riserva
религиозна	religiosa
религиозна	religioso
религиозна	religiosi
топлината	calore
математичари	matematici
вага	bilancia
фрази	frasi
лорен	lorena
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	principato
кози	capre
кози	caprini
карибите	caraibi
теологија	teologia
исклучоци	eccezioni
оператор	esercente
оператор	operatore
оператор	centralino
јачина	intensità
јачина	grandezza
јачина	magnitudine
утрински	mattinata
утрински	mattina
утрински	buongiorno
утрински	mattino
неуспешен	soccombente
неуспешен	insuccesso
носејќи	portamento
носејќи	cuscinetto
преовладува	prevale
наша	nostra
наша	nostro
грмушки	cespugli
грмушки	bush
грмушки	cespuglio
сегменти	segmenti
ремо	remo
зајак	coniglio
зајак	conigli
зајак	coniglietto
доволна	abbastanza
наставници	professori
наставници	insegnanti
наставници	docenti
лош	cattiva
лош	bad
лош	pessimo
лош	cattivi
лош	male
лош	cattivo
кал	fango
кал	fanghi
кал	kal
кал	cale
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	faccia
соочи	faccina
соочи	volto
соочи	viso
соочи	face
помало	minore
урбана	urban
урбана	urbano
урбана	urbane
шести	sesto
шести	sesta
предизвик	challenge
предизвик	sfida
малтер	mortai
малтер	mortaio
исполнети	adempiuto
исполнети	soddisfatte
творба	articolazione
матеј	matteo
претседателството	presidenza
ријана	rihanna
пенали	penalità
пенали	rigori
пенали	sanzioni
радиус	raggio
незадоволство	scontento
незадоволство	insoddisfazione
незадоволство	malcontento
незадоволство	dispiacere
незадоволство	insoddisfazione
свештеникот	sacerdote
свештеникот	prete
предизвикувајќи	scatenando
предизвикувајќи	scintille
предизвикувајќи	causando
предизвикувајќи	provocando
предизвикувајќи	innescare
празни	svuota
празни	vuota
празни	vuoto
празни	vuoti
шефот	chief
шефот	capo
шефот	capo
шефот	boss
четворица	four
четворица	quattro
гледајќи	guardando
гледајќи	guardare
пластика	plastica
пластика	plastiche
пластика	plastica
пластика	plastiche
пластика	plastico
јемен	yemen
уран	urano
обоени	dipinti
обоени	dipinta
обоени	verniciato
обоени	dipinto
обоени	colorato
обоени	colorata
обоени	colorati
обоени	colorato
портрети	ritratti
австронезиски	austronesiani
алба	alba
идентификува	individua
идентификува	identifica
божиќ	natale
божиќ	christmas
алгебра	algebra
боби	bobby
ранети	ferito
ранети	feriti
роси	rossi
учествуваше	partecipato
покриен	coperti
покриен	coperto
точна	accurato
точна	preciso
точна	accurata
точна	esatta
точна	esatti
точна	corretta
точна	corretti
точна	correggere
точна	corrette
точна	corretto
подот	pod
подот	baccello
подот	pavimento
обемот	volume
дипломат	diplomatico
месопотамија	mesopotamia
должноста	dazio
должноста	doveri
должноста	dovere
должноста	duty
пури	sigaro
пури	sigari
пури	sigari
стекнува	guadagnando
инцидент	incidente
работеше	lavorato
работеше	lavorate
работеше	lavorati
вторник	martedì
вирус	virus
добиток	bovini
добиток	bovino
добиток	bestiame
посредник	intermediario
посредник	intermediario
посредник	intermediazione
посредник	intermediari
посредник	mediatore
траат	dura
состаноци	incontri
состаноци	riunioni
сиромаштија	indigenza
сиромаштија	povertà
геолошки	geologici
геолошки	geologico
шер	shere
шер	sher
шер	cher
алмати	almaty
разгледува	considerando
обележани	segnato
обележани	segnati
обележани	segnate
обележани	marcato
обележани	contrassegnati
обележани	contrassegnato
курсеви	corsi
фокус	concentrarsi
фокус	focus
фокус	concentrati
дејан	dejan
конкретни	specifica
конкретни	specifici
конкретни	specifico
конкретни	cemento
конкретни	calcestruzzo
супстанца	sostanza
наназад	indietro
лејди	dama
лејди	lady
лејди	signora
рап	rap
скали	scale
скали	scalinata
скали	scale
раководители	esecutivi
раководители	dirigenti
ресурсите	risorse
очекувања	attese
очекувања	aspettative
примарна	primario
примарна	primarie
примарна	primari
примарна	primaria
времетраење	durata
лесна	facile
лесна	facilità
лесна	easy
лесна	leggera
лесна	leggero
лесна	leggeri
мадагаскар	madagascar
едрене	edirne
типични	tipici
типични	tipico
типични	tipica
типични	tipiche
пејџ	paige
џордан	giordano
џордан	jordan
џордан	giordania
постоечки	esistente
постоечки	esistenti
јапонска	giapponesi
јапонска	giapponese
џузепе	giuseppe
џејсон	jason
џејсон	giasone
извршат	commit
вегас	vegas
статистичка	statistica
големини	taglie
признат	riconosciuto
признат	riconosciuta
признат	riconosciuti
признат	riconosciuto
признат	riconosciuti
признат	riconosciuta
остро	fortemente
остро	tagliente
остро	sharp
остро	taglienti
остро	affilato
формирано	formata
атракција	attrazione
параметар	parametro
параметар	parametri
експлоатација	sfruttamento
експлоатација	valorizzazione
експлоатација	esplorazioni
експлоатација	esplorazione
експлоатација	prospezione
конечен	finale
конечен	final
конечен	finali
пештери	grotte
андалузија	andalusia
вишок	avanzo
вишок	eccedenze
вишок	surplus
вишок	eccedenza
вишок	ridondante
вишок	esubero
вишок	eccessi
вишок	eccesso
вишок	eccedenza
стенфорд	stanford
нормандија	normandie
нормандија	normandia
изложеност	esposizione
антропологија	antropologia
хаити	haiti
свадба	matrimonio
свадба	nozze
свадба	matrimoni
оценка	punteggio
сони	sony
сони	sonny
нирнберг	norimberga
изолација	isolamento
ралф	raffaele
ралф	ralph
самуил	samuel
самуил	samuele
следна	prossimo
следна	prossimi
следна	prossima
стравот	timore
стравот	fear
стравот	paura
стравот	paure
почитува	omaggi
ритуали	rituali
интензитет	intensità
обнови	ripristino
обнови	ripristinare
обнови	ripristina
обнови	rinnovo
обнови	rinnova
обнови	rinnovare
промовирање	promozioni
промовирање	promozione
промовирање	promuovere
поразена	vinti
поразена	sconfitto
поразена	sconfitti
поразена	sconfitta
упатува	referenze
упатува	riferimenti
согорување	combustione
согорување	incenerimento
заседа	agguato
заседа	imboscata
континуирано	continuamente
континуирано	continua
континуирано	continue
континуирано	continuo
континуирано	continuamente
факултети	facoltà
берде	börde
евиденција	record
евиденција	records
евиденција	registro
евиденција	log
индиректно	indiretta
индиректно	indiretti
индиректно	indirettamente
индиректно	indirette
индиректно	indiretto
индиректно	indirettamente
спротивни	divergenti
спротивни	divergente
спротивни	opposto
спротивни	opposti
кралевите	re
кралевите	sovrani
кралевите	kings
пеколот	hell
пеколот	inferno
пеколот	inferno
тениско	tennis
протест	proteste
протест	protestare
протест	protesta
рајот	cielo
рајот	heaven
рајот	paradiso
панорама	panorama
опасни	pericolosi
опасни	pericolosa
опасни	pericolose
опасни	pericoloso
почина	morì
ангели	angeli
еми	emmy
шеми	schemi
шеми	schemi
среда	mercoledì
среда	mercoledì
врат	collo
собири	raduni
играчки	giocattoli
медичи	medici
масовни	messa
масовни	mass
масовни	massa
масовни	massiccia
масовни	massiccio
масовни	massicci
масовни	massive
групна	multiplayer
групна	gruppo
ник	nick
ник	nic
ник	nik
крсто	krsto
идол	idolo
идол	idol
витамин	vitamine
витамин	vitamina
одби	rifiutato
одби	rifiutata
одби	rifiutato
одби	rifiutati
одби	rifiutata
одење	camminare
одење	trekking
граѓанин	cittadino
граѓанин	citizen
материјална	materiali
материјална	materiale
комесар	commissario
комесар	commissario
професионалец	professionale
професионалец	professionisti
професионалец	professionista
професионалец	professional
професионалец	pro
декларацијата	dichiarazione
религиски	religiosa
религиски	religioso
религиски	religiosi
припаѓал	appartenevano
припаѓал	appartenuto
припаѓал	apparteneva
индекси	indici
мајмуни	scimmie
спартак	spartacus
спартак	spartaco
спартак	spartak
докторат	dottorato
докторат	dottorato
верувањето	credenza
верувањето	credenze
верувањето	convinzione
моќност	potere
моќност	potenza
моќност	power
артисти	artisti
врзани	vincolato
врзани	legato
врзани	pareggiato
врзани	legata
англо	anglo
клун	becco
празен	svuota
празен	vuota
празен	vuoto
празен	vuoti
празен	vuoto
празен	bianco
штајнбург	steinburg
протеини	proteine
протеини	proteina
тирено	tirreno
мастејн	mustaine
михаел	michele
михаел	michael
михаел	michela
тел	tel
стразбур	strasburgo
предвидување	previsione
лил	lil
лил	lilla
лил	lille
длабоки	profonda
длабоки	profondo
длабоки	deep
барбара	barbara
осло	oslo
пристигнува	arriva
армстронг	armstrong
цветови	fiori
руси	russi
бесплатно	libera
бесплатно	gratis
бесплатно	liberi
бесплатно	libero
бесплатно	free
бесплатно	gratuito
милтон	milton
задоволи	soddisfare
фрлање	butta
припаѓале	appartenevano
припаѓале	appartenuto
припаѓале	apparteneva
гари	garry
гари	gary
милошевиќ	milosevic
базен	piscina
капацитети	capacità
грос	gross
грос	lordi
грос	lordo
грос	groß
рус	rus
учествуваа	partecipato
одраз	riflettere
одраз	rifletti
одраз	riflessioni
одраз	riflesso
одраз	riflessione
шарлот	charlotte
шарлот	carlotta
ататурк	ataturk
ататурк	atatürk
хумор	umorismo
хумор	umorismo
работничка	lavoratore
работничка	operaio
католици	cattolici
наклон	tilt
наклон	inclinazione
утро	mattinata
утро	mattina
утро	buongiorno
утро	mattino
мис	manca
мис	miss
мис	signorina
сооднос	proporzione
реми	remy
реми	remi
претставништво	rappresentazione
претставништво	rappresentanza
пазарите	mercati
пазарите	mercatini
планетите	pianeti
клајн	klein
атлетико	atlético
кафеава	brown
кафеава	marrone
кафеава	marroni
уганда	uganda
брана	dam
брана	diga
украси	ornamenti
украси	addobbi
украси	decorazioni
привремена	temporaneamente
привремена	temporanei
привремена	temporaneo
привремена	temporanea
привремена	precario
драстично	drasticamente
адријатико	adriatico
лужица	lusazia
неопходни	necessario
неопходни	necessari
неопходни	necessarie
неопходни	necessaria
половината	vita
половината	mezzo
половината	metà
половината	mezza
изолирани	isolata
изолирани	isolati
изолирани	isolate
изолирани	isolato
откри	rivelate
откри	svelato
откри	rivelato
откри	rivelata
откри	rivelati
френклин	franklin
бродовите	navi
бродовите	traghetti
предупредување	avviso
предупредување	avvertimento
предупредување	avvertenza
кршење	violazioni
кршење	violazione
кршење	breaking
кршење	rompere
кршење	smashing
државјанство	cittadinanza
предци	antenati
натписи	articoli
харисон	harrison
леви	levi
обама	obama
раскажувач	cantastorie
раскажувач	narratore
осветлување	illuminazione
прославата	festeggiamenti
прославата	celebrazioni
прославата	festeggiamento
прославата	celebrazione
славко	slavko
експериментални	sperimentale
експериментални	sperimentali
масти	grasso
масти	grassi
масти	fat
масти	grassa
семејствата	famiglie
паскал	pascal
пипин	pipino
вавилон	babilonia
вавилон	babylon
скандинавија	scandinavi
скандинавија	scandinavia
обреди	osservanza
обреди	riti
сакаше	amata
сакаше	amato
сакаше	amati
сакаше	cercasi
сакаше	desiderato
сакаше	ricercato
сакаше	voluta
сакаше	ricercati
конкретно	concretamente
конкретно	specificamente
конкретно	specificatamente
роберто	roberto
бетмен	batman
правник	avvocati
правник	avvocato
манифестација	manifestazione
запишување	scrivibile
запишување	scrittura
запишување	scrivere
тропски	tropicali
тропски	tropical
тропски	tropicale
пит	pete
пит	pietro
ненадејно	improvvisamente
ненадејно	improvvisa
ненадејно	improvviso
ненадејно	bruscamente
ацо	aco
дебелина	obesità
дебелина	spessore
евангелие	vangeli
евангелие	gospel
евангелие	vangelo
ловат	caccia
ловат	hunt
ловат	cacciare
фридман	friedman
волк	wolf
волк	lupo
волк	lupi
бањи	terme
бањи	bagni
бањи	bagni
распад	decadenza
распад	decomposizione
распад	decadimento
господин	mister
господин	gentleman
господин	gentiluomo
прилики	occasioni
грама	grammi
сместување	alloggi
сместување	alloggio
крила	wings
крила	ali
курт	kurt
курт	brusco
курт	curt
курт	brusca
регионална	regionali
регионална	regionale
боуви	bowie
пушки	fucili
пушки	fucili
пушки	cannoni
пушки	pistole
пушки	armi
умерена	temperate
умерена	temperato
умерена	moderato
умерена	moderati
умерена	moderare
умерена	moderata
цивилизации	civiltà
болни	dolorosa
болни	dolorosi
болни	doloroso
болни	malati
болни	malata
болни	malato
лаос	laos
отон	otho
полот	sesso
полот	genere
гравитација	gravità
памук	pamuk
памук	cotone
редовна	regolare
редовна	regolari
олимпија	olympia
олимпија	olimpia
погодни	conveniente
погодни	convenienti
погодни	comodo
клинтон	clinton
учеснички	partecipante
учеснички	partecipanti
варна	varna
валути	valuta
валути	valute
валути	monete
валути	valute
дно	bottom
бега	fugge
среќен	contento
среќен	felici
среќен	felice
среќен	happy
азиски	asiatiche
азиски	asiatici
азиски	asiatico
азиски	asiatica
азиски	asian
идентични	identico
идентични	identica
идентични	identiche
идентични	identici
поканети	invitati
поканети	invitato
поканети	invitata
сведок	testimone
сведок	testimoni
арапска	arabi
арапска	araba
арапска	arabo
уста	mouth
уста	bocca
хив	hiv
дилан	dylan
антиохија	antiochia
болката	dolori
болката	dolore
управувани	gestito
управувани	gestiti
управувани	gestita
вработен	dipendente
вработен	impiegata
вработен	impiegato
стручно	esperti
стручно	esperto
стручно	esperta
ладен	laden
бернард	bernard
бернард	bernardo
девојче	girl
девојче	ragazza
мајнц	magonza
сценарист	sceneggiatore
моќни	potente
моќни	potenti
реда	righe
мисисипи	mississippi
добиена	vinto
добиена	won
добиена	vinti
преспанско	prespa
мигел	miguel
чуда	miracoli
чуда	meraviglie
покани	inviti
покани	invita
покани	inviti
покани	invito
покани	invitano
покани	invitare
покани	inviti
покани	invita
робот	robot
одредби	disposizioni
одредби	accantonamenti
рамен	ramen
гледал	sorvegliato
гледал	guardato
гледал	osservato
обележја	emblemi
детално	dettagliata
детално	dettagliato
детално	dettagliati
детално	dettagliate
детално	dettaglio
предаваат	insegna
предаваат	insegnare
предаваат	insegnate
хранливи	nutrizionali
хранливи	nutrizione
хранливи	nutrizionale
модни	moda
имплементација	implementazione
имплементација	attuazione
сини	blu
сини	blue
сини	azzurri
