και	och
πρωτάθλημα	förbundet
πρωτάθλημα	liga
πρωτάθλημα	mästerskap
πρωτάθλημα	championship
πρωτάθλημα	mästerskapet
αργότερα	senare
νέα	ny
νέα	nyhet
νέα	nya
νέα	nytt
νέα	nyheter
νέα	news
νέα	nyhet
νέα	nyheterna
περίπου	ungefär
περίπου	cirka
περίπου	ungefär
αυτά	dessa
πριν	före
πριν	förut
πριν	innan
χωρίς	utan
εθνική	nationella
εθνική	national
εθνική	nationellt
εθνική	nationell
συζήτηση	konversation
συζήτηση	samtal
συζήτηση	konversationer
συζήτηση	konversationen
συζήτηση	diskussioner
συζήτηση	diskussion
συζήτηση	debattera
συζήτηση	debatt
συζήτηση	debatten
αρχείο	arkiv
αρχείο	arkiverar
αρχείο	arkivera
αρχείο	arkiv
αρχείο	file
αρχείο	fil
πρέπει	måste
πρέπει	must
φορά	tid
φορά	tidpunkt
φορά	dags
φορά	klockslag
φορά	tiden
πάνω	övervåningen
έλληνες	greker
έλληνες	grekerna
ομάδες	grupper
ομάδες	grupperna
ομάδες	arbetslag
ομάδες	lag
ομάδες	team
πρώτο	först
πρώτο	första
έργο	projekt
έργο	project
έργο	projicera
έργο	projektet
έργο	projektets
έργο	arbete
έργο	work
έργο	arbeta
έργο	jobba
κυρίως	främst
κυρίως	huvudsakligen
κυρίως	oftast
κυρίως	mest
κυρίως	mestadels
όχι	inte
όχι	ej
ελληνική	grekiskt
ελληνική	grek
ελληνική	grekisk
ελληνική	grekiska
μεγάλη	big
μεγάλη	stora
μεγάλη	stor
μεγάλη	stort
υπό	under
έως	tills
ποδοσφαιριστές	fotbollsspelare
ταινία	film
ταινία	band
ταινία	tejp
ταινία	filma
ταινία	film
άλλα	annan
άλλα	övrig
άλλα	övriga
άλλα	andra
άλλα	övrigt
άλλα	annat
άλλα	andra
άλλα	övriga
τμήμα	departement
τμήμα	department
τμήμα	avdelning
τμήμα	avdelningen
τμήμα	departementet
τμήμα	avsnitt
τμήμα	sektionen
τμήμα	sektion
τμήμα	avdelning
τμήμα	avsnittet
σαν	gilla
σαν	gillar
σαν	som
σαν	like
εκεί	där
ωστόσο	dock
ωστόσο	emellertid
άλλες	annan
άλλες	övrig
άλλες	övriga
άλλες	andra
άλλες	övrigt
άλλες	annat
τέλος	slutligen
τέλος	äntligen
τέλος	slutet
τέλος	end
τέλος	slut
τέλος	avsluta
σειρά	serier
σειρά	serie
σειρά	serien
σειρά	ordningsföljd
σειρά	beställning
σειρά	ordning
σειρά	beställa
σειρά	raden
σειρά	rad
σειρά	row
στοιχεία	grundämnen
στοιχεία	inslag
στοιχεία	element
στοιχεία	data
στοιχεία	uppgifter
εκτός	såvida
εκτός	utom
εκτός	förutom
συνέχεια	kontinuitet
συνέχεια	kontinuiteten
συνέχεια	fortsätter
συνέχεια	fortsätt
συνέχεια	fortsätta
συνέχεια	fortsatte
συνέχεια	fortsättning
συνέχεια	fortsatt
κάτω	down
κάτω	neråt
κάτω	nere
κάτω	nedåt
κάτω	ner
κάτω	nedre
κάτω	lägre
κάτω	undre
κάτω	nedervåningen
κάτω	nedan
κάτω	nedanför
πολλές	många
όλα	everything
όλα	allt
όλα	allting
όλα	allt
όλα	alla
σύστημα	systemet
σύστημα	system
ακόμα	fortfarande
ακόμα	ändå
φορές	gånger
φορές	tider
φορές	tiderna
φορές	times
φορές	ggr
ίδια	identiskt
ίδια	identisk
ίδια	identiska
ίδια	samma
ίδια	detsamma
ιουλίου	juli
χώρα	landet
χώρα	land
αποτέλεσμα	utfall
αποτέλεσμα	resultat
αποτέλεσμα	resultatet
αποτέλεσμα	verkan
αποτέλεσμα	effekten
αποτέλεσμα	effekt
οκτωβρίου	oktober
ιανουαρίου	januari
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	matcher
αγώνες	matchar
αγώνες	tändstickor
αγώνες	games
αγώνες	spel
αγώνες	lekar
αγώνες	matcher
ταινίες	filmar
ταινίες	filmer
ταινίες	filmer
μέσω	via
μέσω	igenom
μέσω	genom
μαρτίου	marsch
μαρτίου	marschera
μαρτίου	march
μαρτίου	demonstrationståg
μαρτίου	mars
γεννήθηκε	född
γεννήθηκε	born
γεννήθηκε	födda
ιουνίου	juni
ιουνίου	june
αυτές	dessa
πολλά	många
απριλίου	april
τρεις	tre
τρεις	three
αυγούστου	august
αυγούστου	augusti
έργα	funkar
έργα	arbetar
έργα	fungerar
έργα	projekt
δεκεμβρίου	december
χρήση	använda
χρήση	använd
χρήση	användning
πρόεδρος	president
πρόεδρος	ordförande
πρόεδρος	ordföranden
πρόεδρος	talmannen
πολιτική	policy
πολιτική	politik
πολιτική	policyn
πολιτική	politik
πολιτική	politiker
ακόμη	fortfarande
ακόμη	ändå
ίδιο	samma
ίδιο	detsamma
μας	våra
μας	vårat
μας	vår
μας	vårt
μας	våran
εκλογές	val
εκλογές	val
μέλη	medlemmars
μέλη	medlemmarna
μέλη	medlemmar
μέλη	ledamöter
τελικά	slutligen
τελικά	äntligen
μέλος	medlem
μέλος	medlemmen
μέλος	ledamot
εποχή	epok
εποχή	årstid
εποχή	säsong
εποχή	säsongen
εποχή	eran
εποχή	era
χωριό	byn
χωριό	by
χωριό	village
αρχικά	inledningsvis
αρχικά	initialt
αρχικά	ursprungligen
αρχικά	ursprungligen
αρχικά	initialer
αρχικά	initialerna
περίοδος	perioden
περίοδος	period
περίοδος	tidsperiod
δήμος	kommunen
δήμος	kommun
κύπελλο	kopp
κύπελλο	bägare
κύπελλο	cup
ζωή	life
ζωή	livet
ζωή	livstid
ζωή	liv
ζωή	zoe
έδρα	huvudkontor
έδρα	huvudkontoret
έδρα	högkvarter
έδρα	högkvarteret
έδρα	säte
έδρα	sittplats
περιλαμβάνει	inkluderar
περιλαμβάνει	innefattar
περιλαμβάνει	ingår
περιλαμβάνει	inbegriper
μεγάλο	large
μεγάλο	stora
μεγάλο	stor
μεγάλο	stort
μεγάλο	big
μεγάλο	stora
μεγάλο	stor
μεγάλο	stort
βάση	basera
βάση	base
βάση	bas
βάση	basen
βάση	basis
βάση	grund
βάση	grundval
κέντρο	centrum
κέντρο	center
κέντρο	mitten
κέντρο	centrumet
κέντρο	centrum
κέντρο	centre
γεννήσεις	födda
γεννήσεις	födslar
φεβρουαρίου	februari
κάτι	nånting
κάτι	något
κάτι	någonting
κάτι	nåt
κοντά	nära
κοντά	stänga
κοντά	nära
κοντά	stäng
κοντά	närliggande
μορφή	blankett
μορφή	formulär
μορφή	form
μορφή	bilda
μορφή	formatera
μορφή	formatet
μορφή	format
χρόνο	tid
χρόνο	tidpunkt
χρόνο	dags
χρόνο	klockslag
χρόνο	tiden
ιστοσελίδα	webbplatsen
ιστοσελίδα	webbsida
ιστοσελίδα	hemsidan
ιστοσελίδα	hemsida
ιστοσελίδα	webbplats
κόμμα	party
κόμμα	fest
κόμμα	part
κόμμα	kalas
κόμμα	parti
κόμμα	kommatecken
κόμμα	komma
γιατί	eftersom
γιατί	varför
ρόλο	rollo
ρόλο	rollen
ρόλο	roll
άλμπουμ	album
άλμπουμ	musikalbum
άλμπουμ	albumet
άλμπουμ	album
επειδή	eftersom
έκδοση	utgåvan
έκδοση	upplagan
έκδοση	upplaga
έκδοση	utgåva
έκδοση	edition
έκδοση	version
έκδοση	versionen
γκολ	mål
γκολ	goals
γκολ	målsättningar
γκολ	mål
αρχές	myndigheter
αρχές	myndigheterna
αρχές	principerna
αρχές	principer
γύρω	kring
γύρω	omkring
γύρω	runt
συνήθως	brukar
συνήθως	vanligtvis
συνήθως	vanligen
συνήθως	oftast
ονομασία	namnge
ονομασία	namn
ονομασία	name
ονομασία	beteckning
ονομασία	benämning
κοινότητα	communityn
κοινότητα	gemenskapen
κοινότητα	gemenskap
κοινότητα	samhälle
κοινότητα	community
τελευταία	senast
τελευταία	senaste
τελευταία	sista
τελευταία	sist
έκανε	gjorde
έκανε	made
έκανε	tillverkad
έκανε	tillverkade
έκανε	tillverkat
έκανε	gjorda
ξεκίνησε	påbörjade
ξεκίνησε	började
ξεκίνησε	startat
ξεκίνησε	påbörjad
ξεκίνησε	startad
ξεκίνησε	startade
είτε	antingen
είτε	endera
κυβέρνηση	regering
κυβέρνηση	regeringen
πρώτος	först
πρώτος	första
πήρε	tog
κάνει	avklarat
κάνει	done
κάνει	gjort
κάνει	färdig
ηπα	usa
ανάμεσα	emellan
ανάμεσα	mellan
δεύτερη	sekund
δεύτερη	andra
γλώσσα	tungor
γλώσσα	tungan
γλώσσα	tunga
γλώσσα	språket
γλώσσα	språk
γιος	sonen
γιος	son
μάχη	battle
μάχη	slaget
μάχη	kamp
μάχη	strid
μάχη	strid
μάχη	kamp
μάχη	bekämpa
μάχη	slåss
μάχη	kamp
μάχη	strida
μάχη	kämpa
πανεπιστήμιο	university
πανεπιστήμιο	universitet
πανεπιστήμιο	universitetet
πανεπιστήμιο	högskola
όλες	allt
όλες	alla
κάποια	några
κάποια	vissa
κάποια	somliga
δείτε	see
δείτε	se
δείτε	klocka
δείτε	titta
πόλεμο	kriga
πόλεμο	kriget
πόλεμο	krig
πόλεμο	war
συχνά	frekvent
συχνά	ofta
συχνά	ofta
περιοχές	regioner
περιοχές	regionerna
περιοχές	områden
περιοχές	områden
πρώην	tidigare
παράδειγμα	exempel
άρθρο	artikeln
άρθρο	artikel
εικόνα	bilden
εικόνα	bild
εικόνα	avbild
εικόνα	bilden
εικόνα	image
εικόνα	bild
έλαβε	fått
έλαβε	mottaget
έλαβε	fick
έλαβε	mottagen
έλαβε	mottagna
επίσημη	tjänsteman
επίσημη	officiell
επίσημη	officiellt
επίσημη	officiella
επίσημη	formella
επίσημη	formell
επίσημη	formellt
κατοίκους	invånare
κατοίκους	innevånare
κατοίκους	invånare
κατοίκους	boende
κατοίκους	bosatta
πηγές	källor
βόρεια	norr
βόρεια	norra
βόρεια	norrut
βόρεια	nord
βόρεια	nordlig
βόρεια	norra
βόρεια	nordliga
πόλεις	städer
πόλεις	städer
πόλεις	orter
πόλεις	resmål
πόλεις	städerna
ιδιαίτερα	särskilt
ιδιαίτερα	speciellt
ιδιαίτερα	särskilt
αγώνα	lopp
αγώνα	race
αγώνα	ras
αγώνα	tävla
αγώνα	tävling
αγώνα	matchning
αγώνα	match
αγώνα	matchar
αγώνα	matcha
αγώνα	slåss
αγώνα	kamp
αγώνα	strida
αγώνα	kämpa
γεγονός	händelse
γεγονός	evenemang
γεγονός	event
γεγονός	evenemanget
γεγονός	faktum
γεγονός	fakta
σελίδα	sida
σελίδα	sidan
σελίδα	page
θέμα	tema
θέμα	föremål
θέμα	ämne
ηλικία	ålder
ηλικία	åldern
χρησιμοποιείται	använda
χρησιμοποιείται	använt
χρησιμοποιείται	begagnad
χρησιμοποιείται	används
χρησιμοποιείται	begagnade
πρώτα	först
πρώτα	första
μέγεθος	storlek
μέγεθος	storleken
θεωρείται	övervägde
θεωρείται	övervägt
θεωρείται	anses
εδώ	här
νότια	sydlig
νότια	södra
νότια	syd
νότια	söderut
νότια	söder
νότια	södra
σημείο	punkt
σημείο	peka
σημείο	poäng
σημείο	point
σχέση	relation
σχέση	förhållande
σχέση	förhållandet
σχέση	släktskap
περίπτωση	case
περίπτωση	fodral
περίπτωση	fallet
περίπτωση	fall
νέο	ny
νέο	nyhet
νέο	nya
νέο	nytt
ήδη	redan
έτος	year
έτος	årsmodell
έτος	året
έτος	år
σχεδόν	nästan
σχεδόν	nästan
ένωση	union
ένωση	fackförening
ένωση	unionen
ένωση	föreningen
ένωση	förening
ένωση	association
περισσότερο	mera
περισσότερο	more
περισσότερο	fler
περισσότερο	mer
βασιλιά	king
βασιλιά	kungen
βασιλιά	kung
βασιλιά	konung
εκκλησία	kyrkan
εκκλησία	kyrka
εκδόσεις	publikationer
μουσείο	museum
μουσείο	museet
πολιτικός	politiker
συμμετοχή	delaktighet
συμμετοχή	engagemang
συμμετοχή	inblandning
συμμετοχή	medverkan
συμμετοχή	delaktighet
συμμετοχή	deltagande
συμμετοχή	medbestämmande
δυο	två
μεγαλύτερη	större
μεγαλύτερη	äldre
μεγαλύτερη	större
μεγαλύτερη	större
πέθανε	dö
πέθανε	die
πέθανε	dör
πέθανε	dog
πέθανε	dött
ανά	per
μουσική	music
μουσική	musikåret
μουσική	musik
κόσμο	cosmo
κόσμο	world
κόσμο	värld
κόσμο	världen
άτομα	personer
άτομα	privatpersoner
άτομα	individer
άτομα	människor
άτομα	personer
άτομα	folk
άτομα	people
δεύτερο	sekund
δεύτερο	andra
είδος	typ
είδος	djurart
είδος	art
είδος	arter
αρκετά	nog
αρκετά	tillräckligt
μεγαλύτερο	äldre
μεγαλύτερο	större
μεγαλύτερο	större
εκείνη	hon
εκείνη	she
χώρες	länderna
χώρες	länder
χώρο	mellanslag
χώρο	rymd
χώρο	rymden
χώρο	utrymme
σχολή	skola
σχολή	skolan
εναντίον	emot
εναντίον	mot
τρία	tre
τρία	three
χαρακτηριστικά	karakteristika
χαρακτηριστικά	särdrag
χαρακτηριστικά	kännetecken
χαρακτηριστικά	egenskaper
χαρακτηριστικά	funktioner
χαρακτηριστικά	attribut
όρος	term
όρος	termen
όρος	mount
όρος	montera
όρος	berget
όρος	skick
όρος	villkor
ιδρύθηκε	grundats
ιδρύθηκε	grundat
ιδρύθηκε	grundades
ιδρύθηκε	grundad
ιδρύθηκε	grundade
βασιλιάς	king
βασιλιάς	kungen
βασιλιάς	kung
βασιλιάς	konung
παιδιά	boys
παιδιά	pojkar
παιδιά	grabbar
παιδιά	ungar
παιδιά	kids
παιδιά	barn
παιδιά	grabbar
παιδιά	killar
παιδιά	barn
βραβείο	pris
βραβείο	utmärkelse
βραβείο	tilldelning
άρχισε	påbörjade
άρχισε	började
άρχισε	startat
άρχισε	påbörjad
άρχισε	startad
άρχισε	startade
φαίνεται	verkar
φαίνεται	blickar
φαίνεται	utseende
φαίνεται	ser
αρχαία	uråldrig
αρχαία	forntida
αρχαία	antikens
μήκος	längden
μήκος	längd
κυκλοφόρησε	utsläppt
κυκλοφόρησε	släppt
κυκλοφόρησε	släpps
κυκλοφόρησε	frisläppt
κυκλοφόρησε	släppts
τι	vad
συμμετείχε	deltagit
συμμετείχε	deltog
συμμετείχε	medverkade
χρονιά	year
χρονιά	årsmodell
χρονιά	året
χρονιά	år
παραγωγή	produktionen
παραγωγή	produktion
παραγωγή	tillverkning
ηθοποιός	aktris
ηθοποιός	skådespelerska
ηθοποιός	aktör
ηθοποιός	skådespelare
ούτε	varken
ελληνικά	grekiskt
ελληνικά	grek
ελληνικά	grekisk
ελληνικά	grekiska
δυνάμεις	krafter
δυνάμεις	powers
δυνάμεις	befogenheter
δυνάμεις	maktbefogenheter
δυνάμεις	styrkorna
δυνάμεις	styrka
δυνάμεις	styrkor
δυνάμεις	krafter
δυνάμεις	styrkor
γαλλία	frankrike
γαλλία	france
ελληνικό	grekiskt
ελληνικό	grek
ελληνικό	grekisk
ελληνικό	grekiska
ευρώπη	eu
ευρώπη	europe
ευρώπη	europa
δεκαετία	decennium
δεκαετία	årtionde
γνωστό	kända
γνωστό	känd
γνωστό	känt
παγκόσμιο	globala
παγκόσμιο	global
παγκόσμιο	globalt
βιβλίο	bok
βιβλίο	boka
βιβλίο	book
διάστημα	intervall
διάστημα	mellanslag
διάστημα	rymd
διάστημα	rymden
διάστημα	utrymme
οικογένεια	familjen
οικογένεια	familj
οικογένεια	family
οικογένεια	släkt
μέτρα	åtgärder
σημαίνει	betyder
σημαίνει	innebär
πέντε	fem
πέντε	five
παραπάνω	ovanstående
παραπάνω	ovan
παραπάνω	ovanför
υπουργός	ministern
υπουργός	minister
σεζόν	årstid
σεζόν	säsong
σεζόν	säsongen
πρότυπο	modellen
πρότυπο	förebild
πρότυπο	model
πρότυπο	förlaga
πρότυπο	modell
πρότυπο	mall
πρότυπο	mallen
πρότυπο	standarden
πρότυπο	standard
αριθμός	tal
αριθμός	antal
αριθμός	nummer
θάνατο	död
θάνατο	döden
θάνατο	death
θάνατο	dödsfall
εταιρεία	sällskap
εταιρεία	bolag
εταιρεία	företag
εταιρεία	företaget
σώμα	body
σώμα	kropp
σώμα	kroppen
σώμα	kropps
σώμα	kåren
σώμα	kår
σώμα	corps
πρωτεύουσα	huvudstad
πρωτεύουσα	kapitalet
πρωτεύουσα	capital
πρωτεύουσα	huvudstaden
πρωτεύουσα	kapital
παράλληλα	parallell
παράλληλα	parallella
παράλληλα	parallellt
σύνολο	totalt
σύνολο	sammanlagt
σύνολο	total
σύνολο	totala
σύνολο	summa
γνωστή	kända
γνωστή	känd
γνωστή	känt
κατάσταση	status
κατάσταση	ställning
κατάσταση	läget
κατάσταση	situationen
κατάσταση	situation
κατάσταση	skick
κατάσταση	villkor
νησί	ön
επίπεδο	nivå
επίπεδο	level
επιτυχία	framgångar
επιτυχία	succé
επιτυχία	framgång
γερμανία	tyskland
άλλους	andra
άλλους	övriga
πίσω	tillbaks
πίσω	tillbaka
πίσω	bakåt
πίσω	rygg
πίσω	backa
δημιουργία	skapa
δημιουργία	skapar
δημιουργία	skapande
δημιουργία	skapelsen
δημιουργία	skapelse
δημιουργία	skapandet
αρχή	börja
αρχή	start
αρχή	startar
αρχή	starta
αρχή	börjar
αρχή	början
αρχή	principen
αρχή	princip
αρχή	auktoritet
αρχή	myndigheten
αρχή	myndighet
άδεια	licens
άδεια	körkort
άδεια	license
άδεια	tillåtelse
άδεια	behörighet
άδεια	tillstånd
άδεια	licens
άδεια	tillåta
άδεια	tillstånd
άδεια	tomma
άδεια	tomt
άδεια	tom
σου	stäm
σου	sue
σου	stämma
επιπλέον	ytterligare
περισσότερα	mera
περισσότερα	more
περισσότερα	fler
περισσότερα	mer
ανάπτυξη	utvecklingen
ανάπτυξη	utveckling
ανάπτυξη	tillväxten
ανάπτυξη	tillväxt
φάση	fas
φάση	fasen
φάση	etapp
αυτόν	honom
συγγραφέας	writer
συγγραφέας	skribent
συγγραφέας	författare
συγγραφέας	författaren
συγγραφέας	upphovsman
συγγραφέας	författare
άγιος	agios
άγιος	sankt
άγιος	saint
άγιος	helgon
θάνατοι	dödsfall
γ΄	iii
τραγούδι	sjungande
τραγούδι	sjunga
τραγούδι	sång
τραγούδι	sjungit
τραγούδι	sjunger
τραγούδι	låten
τραγούδι	sång
τραγούδι	song
κόρη	dotter
κόρη	dottern
πάλι	igen
πάλι	återigen
επαρχία	provins
επαρχία	län
επαρχία	provinsen
ιωάννης	johannes
ιωάννης	john
ιωάννης	johan
ιωάννης	ioannis
θεσσαλονίκη	thessaloniki
αγγλικά	swedish
αγγλικά	engelska
άλλοι	andra
άλλοι	övriga
κέρδισε	win
κέρδισε	vinst
κέρδισε	vinna
κέρδισε	vinn
κέρδισε	vunna
κέρδισε	won
κέρδισε	vunnit
κέρδισε	vann
βασίλειο	kingdom
βασίλειο	kungarike
βασίλειο	rike
βασίλειο	kungariket
σκοπό	syfte
σκοπό	ändamål
συνολικά	totalt
συνολικά	sammanlagt
συνολικά	total
συνολικά	totala
συνολικά	summa
συνολικά	totalt
συνολικά	generellt
συνολικά	överlag
συνολικά	övergripande
γνωστός	kända
γνωστός	känd
γνωστός	känt
γνωστός	bekanta
γνωστός	bekant
πληροφορίες	info
πληροφορίες	upplysningar
πληροφορίες	information
πληροφορίες	uppgifter
εθνικό	nationella
εθνικό	national
εθνικό	nationellt
εθνικό	nationell
καριέρα	karriären
καριέρα	karriär
ποτέ	aldrig
ποτέ	någonsin
ποτέ	ever
τέλη	avgift
τέλη	arvode
τέλη	avgifter
τέλη	arvode
πλευρά	sidan
πλευρά	side
πλευρά	sido
διάφορες	diverse
διάφορες	olika
πρόγραμμα	programmera
πρόγραμμα	program
πρόγραμμα	programmet
πρόγραμμα	tidsplan
πρόγραμμα	tidtabell
πρόγραμμα	schema
πρόγραμμα	program
πρόγραμμα	programmet
χιλιόμετρα	miles
χιλιόμετρα	mil
χιλιόμετρα	kilometer
χιλιόμετρα	kilometer
κάτοικοι	invånare
κάτοικοι	innevånare
κάτοικοι	invånare
κάτοικοι	boende
κάτοικοι	bosatta
άρθρα	artiklar
άρθρα	artiklarna
γεώργιος	georgios
γεώργιος	georg
γεώργιος	george
γεώργιος	nicke
τύπου	tryck
τύπου	press
τύπου	pressen
τύπου	typ
δημοκρατία	republik
δημοκρατία	republiken
δημοκρατία	demokratin
δημοκρατία	demokrati
πόλεμος	kriga
πόλεμος	kriget
πόλεμος	krig
πόλεμος	war
εφημερίδα	tidningen
εφημερίδα	tidningspapper
εφημερίδα	tidning
εφημερίδα	dagstidning
μικρό	small
μικρό	små
μικρό	litet
μικρό	liten
μικρό	little
μικρό	lilla
μικρό	litet
μικρό	liten
τόπος	ställe
τόπος	place
τόπος	placera
τόπος	plats
τόπος	platsen
τόπος	läge
τόπος	plats
ονομάζεται	ringde
ονομάζεται	ringt
ονομάζεται	kallas
ονομάζεται	kallad
συγκεκριμένα	specifik
συγκεκριμένα	specifika
συγκεκριμένα	särskilda
συγκεκριμένα	specifikt
συγκεκριμένα	specifikt
είδη	djurart
είδη	art
είδη	arter
πηγή	källa
κάποιος	någon
κάποιος	nån
κάποιος	någon
κάποιος	nån
πρωταθλήματα	mästerskap
πρωταθλήματα	championships
ιταλία	italien
πατέρας	far
πατέρας	fader
πατέρας	fadern
πατέρας	pappa
κατηγορίες	laddningar
κατηγορίες	avgifter
κατηγορίες	kategorierna
κατηγορίες	kategorier
αναφέρει	nämner
ποδόσφαιρο	fotboll
ποδόσφαιρο	fotboll
θέσεις	ståndpunkter
θέσεις	positioner
θέσεις	befattningar
θέσεις	ställningar
θέσεις	inlägg
θέσεις	stolpar
θέσεις	sittplatser
θέσεις	platser
θέσεις	säten
περισσότερες	mera
περισσότερες	more
περισσότερες	fler
περισσότερες	mer
έκταση	omfång
έκταση	omfattning
έκταση	tillämpningsområde
έκταση	räckvidd
έκταση	omfattning
έκταση	utsträckning
έκταση	area
έκταση	område
έκταση	området
έκταση	yta
γενικά	totalt
γενικά	generellt
γενικά	överlag
γενικά	övergripande
γενικά	generellt
γενικά	allmän
γενικά	allmänna
γενικά	allmänt
σημαντικό	viktiga
σημαντικό	viktig
σημαντικό	viktigt
νίκη	win
νίκη	vinst
νίκη	vinna
νίκη	vinn
νίκη	segern
νίκη	seger
νίκη	segra
νίκη	vinna
νίκη	vinnande
μικρή	small
μικρή	små
μικρή	litet
μικρή	liten
μικρή	little
μικρή	lilla
μικρή	litet
μικρή	liten
έτη	years
έτη	åratal
έτη	åren
έτη	år
πατέρα	far
πατέρα	fader
πατέρα	fadern
πατέρα	pappa
αμερικανός	american
αμερικανός	amerikan
αμερικανός	amerikanskt
αμερικανός	amerikansk
αμερικανός	amerikanska
τελικό	slutliga
τελικό	final
τελικό	slutligt
τελικό	sista
τελικό	slutgiltigt
τελικό	slutlig
πάντα	alltid
συγκρότημα	band
συγκρότημα	musikgrupp
συγκρότημα	komplext
συγκρότημα	komplicerad
συγκρότημα	komplex
συγκρότημα	komplexa
συγκρότημα	komplicerat
παραγωγής	produktionen
παραγωγής	produktion
παραγωγής	tillverkning
ίσως	kanske
ίσως	kanske
επόμενη	nästa
επόμενη	härnäst
στιγμή	stund
στιγμή	moment
στιγμή	ögonblick
στιγμή	ögonblicket
μήνες	månaderna
μήνες	månader
μήνες	månaders
αποτελείται	sammansatt
αποτελείται	består
αποτελείται	består
θεωρία	teorin
θεωρία	teori
θεωρία	teorier
ύψος	höjd
ύψος	höjd
ύψος	höjden
ύψος	längd
πολλοί	många
όλοι	allihopa
όλοι	allt
όλοι	alla
όλοι	allihopa
όλοι	alla
τώρα	nu
προπονητής	tränaren
προπονητής	coach
προπονητής	tränare
θέατρο	theater
θέατρο	teater
θέατρο	teatern
θέατρο	teater
θέατρο	theatre
σημαντική	viktiga
σημαντική	viktig
σημαντική	viktigt
σημαντική	signifikanta
σημαντική	betydelsefull
σημαντική	avsevärd
σημαντική	signifikant
σημαντική	betydande
ημέρα	dag
ημέρα	dagen
ημέρα	day
διάφορα	övrigt
διάφορα	diverse
επέστρεψε	återvänt
επέστρεψε	återvände
παρέμεινε	förblev
παρέμεινε	kvarstod
παρέμεινε	återstod
κατέκτησε	erövrat
κατέκτησε	besegrade
κατέκτησε	segrade
κατέκτησε	erövrade
θέματα	ämnen
θέματα	teman
θέματα	frågor
θέματα	problem
θέματα	frågeställningar
θέματα	emissioner
στάδιο	stadion
στάδιο	stadium
στάδιο	scen
στάδιο	etapp
στάδιο	stadium
στάδιο	skede
χωριά	byar
χωριά	byarna
επίθεση	angrepp
επίθεση	attack
επίθεση	attackera
επίθεση	anfall
επίθεση	attentat
επίθεση	misshandel
επίθεση	angrepp
επίθεση	överfall
τραγούδια	låtar
τραγούδια	sånger
έδωσε	gav
πληθυσμός	populationen
πληθυσμός	befolkning
πληθυσμός	befolkningen
πληθυσμός	folkmängd
πληθυσμός	population
λέξη	ord
λέξη	word
κατάφερε	hanteras
κατάφερε	hanterade
κατάφερε	lyckades
κατάφερε	förvaltade
προβλήματα	problem
δύναμη	hållfasthet
δύναμη	styrka
δύναμη	kraft
δύναμη	force
δύναμη	tvinga
δύναμη	kraft
δύναμη	makt
δύναμη	power
επανάσταση	revolutionen
επανάσταση	revolution
τύπος	tryck
τύπος	press
