pablo	pablo
computador	számítógép
computador	komputer
computador	computer
xogadores	játékosok
xogadores	játékosok
xogadores	szereplők
gañando	győzelem
gañando	nyerő
quedaron	ők
supostamente	elvileg
supostamente	állítólag
supostamente	elvileg
facelos	ők
facelos	őket
violación	erőszak
violación	szabálysértés
violación	megsértése
violación	jogsértés
escribiume	írt
escribiume	irtam
escribiume	írta
escribiume	írtam
gustoume	mint
gustoume	like
gustoume	tetszik
gustoume	kedvelt
gustoume	kedvelte
gustoume	kedvel
gustoume	tetszett
xefa	fejet
xefa	fej
xefa	fejét
manchas	foltok
vestida	öltözött
vestida	öltözve
neveira	hűtő
neveira	hűtőt
potente	erőteljes
potente	erős
hanoi	hanoi
islam	iszlám
profeta	próféta
chámanlle	hívás
chámanlle	hívd
cas	with
devanceiros	őseink
devanceiros	ősök
perigosa	veszélyes
categoría	kategória
estatal	állapot
estatal	állami
estatal	állam
amargo	keserű
equivocado	rossz
equivocado	helytelen
representante	proxy
representante	reprezentatív
representante	képviselő
levárono	vette
levárono	elvitte
levárono	őt
levárono	neki
levárono	ők
xogamos	játszott
xogamos	játszottam
xogamos	játék
xogamos	játszani
xogamos	play
xogamos	játssz
feitas	készítette
feitas	készült
feitas	tett
estranxeira	külföldi
estranxeira	kül
estranxeira	külföldiek
estranxeira	külföldi
favorita	kedvenc
favorita	kedvencem
seguranza	vállalkozó
subtítulos	feliratok
subtítulos	felirat
ciclo	ciklus
ciclo	ciklusban
dirán	ők
dirán	mondd
viaxa	utazik
viaxa	utazás
viaxa	utazások
viaxa	utazási
néboa	köd
ducia	tucatnyi
ducia	tucat
localización	helyszín
localización	hely
localización	elhelyezkedés
levado	foglalt
cidadás	állampolgárok
cidadás	polgárok
parker	parker
pioneiros	úttörők
esperan	remény
esperan	remélem
esperan	vár
esperan	várakozás
esperan	várunk
esperan	várok
taza	kupa
taza	csésze
taza	cup
taza	pohár
taza	bögre
brincar	viccel
brincar	viccelek
lote	sok
lote	tétel
metais	fémek
lixeiro	fény
lixeiro	light
lixeiro	fényt
acumulación	felhalmozódása
manchester	manchester
raíces	gyökerek
evidentemente	nyilvánvaló
evidentemente	nyilvánvalóan
tina	tina
prometín	megígérte
prometín	ígéret
prometín	ígért
prometín	megígértem
condena	ideje
condena	időpont
condena	idő
defunto	későn
defunto	késő
defunto	késve
defunto	halott
defunto	halottak
fuga	végtag
fantasma	fuvarozás
fantasma	kocsi
fantasma	ghost
fantasma	szellem
regrese	vissza
escapou	től
escapou	tól
escapou	from
escapou	elmenekült
escapou	megszökött
tumbas	graves
amada	szerette
amada	szerettek
amada	imádott
amada	szeretett
cooperativas	szövetkezeti
cooperativas	együttműködő
cooperativas	szövetkezetek
jenny	jenny
colgar	lógni
óesme	te
óesme	hallani
internado	kórházi
internado	kórház
molesto	feldúlt
molesto	zaklatott
pensado	hittem
pensado	gondoltam
pensado	gondolat
sabas	ágynemű
sabas	lepedő
sermón	prédikáció
barriga	has
barriga	belly
barriga	hasa
refires	aljas
gustaríalle	mint
gustaríalle	like
gustaríalle	tetszik
gustaríalle	volna
gustaríalle	lenne
parado	állj
mátote	megölni
mátote	ölj
mátote	te
esperas	te
esperas	vár
esperas	várakozás
esperas	várunk
esperas	várok
caín	leesett
caín	fell
caín	esett
caín	elesett
escravo	szolga
escravo	rabszolga
socorro	segíteni
socorro	segítség
mandou	elküldött
mandou	elküldve
mandou	küldött
joseph	joseph
joseph	józsef
seda	selyem
secreta	titok
secreta	titkos
xusta	csak
vido	gyere
vido	jött
ombreiro	vállán
ombreiro	válla
ombreiro	váll
dispararon	lőtt
dispararon	lelőtték
dispararon	lövés
dispararon	ők
potencia	energia
potencia	erő
potencia	power
potencia	hatalom
terlle	van
terlle	őt
terlle	neki
prometo	ígéret
planos	tervek
polis	zsaruk
polis	rendőrök
seguirá	will
seguirá	fog
seguirá	akarat
seguirá	még
deixaría	engedd
vervos	lásd
vervos	te
sóltame	engedd
ataques	támadások
ataques	támad
ataques	támadásokat
celosa	féltékeny
celosa	irigy
estabades	voltak
estabades	te
interesada	érdeklődő
interesada	érdekel
interesada	érdekelt
interesada	érdekelne
interesada	érdeklődni
escoitaches	te
escoitaches	hallani
escoitaches	hallott
escoitaches	hallottam
fálame	kb
fálame	nagyjából
fálame	körülbelül
fálame	mondd
vendas	eladási
vendas	eladás
vendas	eladni
vendas	eladások
vendas	eladás
vendas	értékesítés
vendas	értékesítési
parezo	nézd
vinnie	vinnie
permíteme	may
permíteme	május
permíteme	májusi
permíteme	májusban
pague	fizess
pague	fizetni
pague	fizet
pague	fizetés
colar	nyakláncot
colar	nyaklánc
levarte	te
levarte	vedd
sacaches	tette
sacaches	te
xudea	júdea
xudea	front
xudea	eleje
boh	hát
lima	lima
refíreste	te
refíreste	aljas
soñando	álmodik
soñando	álmodom
adoro	szeretettel
adoro	love
adoro	szeretet
adoro	szerelem
dillo	mondd
dillo	őt
dillo	neki
trent	trent
jean	jean
saigón	saigon
ámoa	szeretettel
ámoa	love
ámoa	szeretet
ámoa	szerelem
dakar	dakar
dylan	dylan
xastre	szabó
xastre	szabó
xastre	szabók
enxergar	értem
tetas	mellek
quizabes	lehetne
quizabes	van
boulevard	boulevard
boulevard	körúton
boulevard	sugárút
autoestrada	autópályán
autoestrada	autópálya
clermont	clermont
crucifixión	keresztrefeszítés
serventa	cseléd
serventa	szobalány
serventa	szobalány
melinda	melinda
imperfecto	tökéletlen
imperfecto	az
flipper	flipper
refuxiados	menekült
refuxiados	menekültek
viñan	gyere
viñan	jött
viñan	ők
levei	vette
levei	elvitte
cambian	változás
cambian	változtatás
cambian	megváltozott
cambian	változások
honestidade	őszinteség
granxas	gazdaságok
mozart	mozart
dados	kocka
dados	kockák
mestra	tanárnő
mestra	tanár
mestra	remekmű
mestra	mestermű
occidental	nyugati
occidental	nyugat
occidental	western
occidental	nyugat
occidental	nyugati
representar	képviselni
representar	képviseli
actuación	előadás
actuación	teljesítmény
impresionante	lenyűgöző
encaixa	illik
tomaba	vette
tomaba	elvitte
king	kinga
andy	andy
archie	archie
fantasía	fantasy
fantasía	fantázia
xulgar	judge
xulgar	bíró
vicepresidente	elnök
fase	színpad
fase	színpadon
fase	szakasz
fase	fázis
veredes	lásd
veredes	te
deixala	engedd
deixala	te
extraordinario	rendkívüli
anderson	anderson
contesta	válasz
pagas	fizess
pagas	fizetni
pagas	fizet
pagas	fizetés
pagas	te
preguntoume	és
preguntoume	kérdezte
preguntoume	kérdezett
preguntoume	kérte
preguntoume	kérdeztem
congreso	kongresszus
recibiron	kapott
recibiron	fogadott
recibiron	beérkezett
collen	vedd
béisbol	baseball
medrei	megnőtt
medrei	nőtt
electrónico	elektronikusan
electrónico	elektronikus
terriblemente	szörnyen
reto	kihívás
postura	testtartás
postura	tartás
postura	állás
postura	pozíció
postura	álláspont
interacción	kölcsönhatás
relacionado	összefüggő
relacionado	kapcsolódó
relacionado	rokonok
relacionado	rokon
relacionado	kapcsolatban
tocas	te
convencer	meggyőzni
ego	ego
prioridades	prioritások
prioridades	prioritás
largo	ki
experto	szakember
experto	szakértő
referencia	hivatkozás
referencia	referencia
referencia	utalás
tiveses	te
tiveses	volt
preocupar	kb
preocupar	nagyjából
preocupar	körülbelül
preocupar	aggódj
necesitaba	kellett
necesitaba	szükséges
gafas	szemüvege
gafas	szemüveget
gafas	szemüveg
gafas	szemüveges
gafas	poharak
secundarios	oldalra
secundarios	oldalam
secundarios	side
secreto	titok
secreto	titkos
pavos	pulykák
pavos	pulyka
verdadeiros	real
verdadeiros	valós
verdadeiros	igazi
verdadeiros	valódi
verdadeiros	igaz
verdadeiros	igazi
similares	hasonló
similares	hasonlóak
similares	hasonlók
desafío	kihívás
capturar	elfogni
profundidade	mélység
profundidade	mély
capas	réteg
capas	rétegek
capas	arany
utiliza	használat
utiliza	használata
utiliza	felhasználás
utiliza	használni
virán	gyere
orientais	kelet
orientais	keleti
adolescente	serdülő
adolescente	kamasz
nalgures	valahol
maquinaria	gépezet
maquinaria	gépek
maquinaria	gép
maquinaria	gépezet
maquinaria	gép
renda	bérlet
renda	kiadó
renda	jövedelem
renda	bevétel
renda	jövedelmek
renda	bevételek
renda	jövedelme
sexamos	engedd
admitir	akarsz
admitir	akar
admitir	akarod
admitir	akarom
inxección	injekció
instrumento	eszköz
instrumento	műszer
instrumento	hangszer
diaños	az
diaños	pokol
micrófono	mikrofon
micrófono	mikrofont
micrófono	mikrofon
cheguen	ők
cheguen	gyere
placas	rendszám
placas	tányér
placas	lemezek
habitacións	helyiségek
habitacións	szoba
habitacións	szobákban
habitacións	szobák
actuais	áramlat
actuais	jelenlegi
actuais	aktuális
construíu	épült
construíu	épített
construíu	felépített
construíu	beépített
contrasinal	jelszót
contrasinal	jelszó
dispositivos	eszközök
dispositivos	berendezések
dispositivos	készülékek
mandela	mandela
mark	mark
particularmente	különösen
porca	piszkos
porca	mocskos
porca	kosz
entrevistas	interjúk
entrevistas	interjú
lendo	olvasok
lendo	olvasni
lendo	olvasás
sa	egészségesek
sa	egészségesen
sa	egészséges
queixa	panaszt
queixa	panasza
queixa	panasz
tomen	vedd
manifestación	bemutató
manifestación	demonstrációs
manifestación	tüntetés
ética	erkölcs
ética	etika
ética	etikai
opresión	elnyomás
serra	sierra
argumento	érvelés
argumento	érv
xen	gén
xen	gene
asilo	ápolói
asilo	ápoló
asilo	otthon
asilo	itthon
asilo	haza
autor	író
autor	szerző
ducha	zápor
ducha	zuhany
amabilidade	kedvesség
simon	simon
nucleares	nukleáris
propiedades	ingatlan
propiedades	tulajdon
propiedades	ingatlanok
propiedades	tulajdonság
propiedades	tulajdonság
propiedades	tulajdonságai
propiedades	ingatlanok
propiedades	tulajdonságok
henry	henrik
henry	henry
gañadores	győztesek
gañadores	nyertesek
use	használat
use	használata
use	felhasználás
use	használni
aparecer	mutasd
aparecer	show
buracos	lyukak
ensaio	tárgyalás
mercados	piac
mercados	piaci
mercados	market
mercados	piacokon
mercados	piacok
suecia	svédország
dentista	fogorvos
comín	megette
comín	evett
comín	ettem
reside	hazugság
reside	hazugságok
farían	volna
farían	lenne
farían	van
farían	ők
xerais	általános
xerais	tábornok
xerais	tábornokok
golpes	fúj
meniño	baba
meniño	bébi
meniño	fiú
colleron	ők
debiamos	kéne
debiamos	kellene
debiamos	volt
teredes	van
teredes	te
nazis	nácik
nazis	nácik
nazis	náci
cazadores	vadászok
cazadores	vadászat
cazadores	vadászik
cazadores	vadászni
cazadores	vadász
trataba	volt
musulmáns	muszlimok
barrios	térségek
barrios	területek
entendía	értem
bater	ütés
bater	találat
manteñen	ők
existiu	léteztek
existiu	létezett
elemento	az
elemento	elemet
elemento	elem
mecánico	mechanikai
mecánico	mechanikus
mecánico	autószerelő
mecánico	szerelő
desaparición	eltűnése
piden	for
piden	ők
durmimos	aludni
durmimos	aludj
durmimos	alvás
refire	aljas
espacial	hubble
espacial	űr
espacial	tér
estacións	évszakok
estacións	évszak
estacións	állomások
barra	bar
barra	bár
barra	kiló
rabaño	nyáj
national	nemzeti
national	országos
national	national
osos	medvék
diálogo	párbeszédre
diálogo	párbeszéd
personalidade	személyiség
personalidade	személyisége
personalidade	egyéniség
gertrude	gertrude
sinceramente	tényleg
sinceramente	igazán
perdidos	vesztett
perdidos	elveszett
perdidos	lost
hara	hara
bebendo	iszik
bebendo	ivás
bebendo	inni
bebendo	iszom
persecución	törekvés
persecución	üldözés
acusación	vád
acusación	töltés
vivido	élt
vivido	lakott
vivido	éltem
lanzamento	csepp
recorda	te
green	zöld
clásico	klasszikus
clásico	klasszikus
clásico	classic
armado	felfegyverkezve
armado	fegyveres
mobles	bútorok
mobles	bútor
negociar	tárgyalni
afastados	től
afastados	tól
afastados	from
xestos	gesztusok
disturbios	zavargások
intelectual	intellektuális
intelectual	szellemi
gravitacional	gravitációs
averiguar	ki
averiguar	találni
averiguar	megtalálni
desgracia	sajna
presencia	jelenlét
presencia	jelenléte
teríamos	volna
teríamos	lenne
teríamos	van
brando	puha
brando	lágy
sospeita	gyanú
sospeita	gyanúsított
sospeita	gyanúsítottak
mestura	mix
mestura	keverék
mestura	keverés
novidade	újdonság
novidade	új
mañán	reggel
mañán	reggelt
mañán	holnap
tua	szerető
sintes	érezd
sintes	érzem
asentos	ülések
asentos	ülés
fondos	pénzeszközök
fondos	alapok
bicos	csók
bicos	puszi
soto	pincében
soto	alagsorban
soto	pince
soto	alagsor
soto	pince
príncipes	hercegek
ocuparse	gondoskodás
ocuparse	érdekel
ocuparse	vedd
eterna	örökkévaló
eterna	örök
elixido	megválasztott
elixido	választott
elixido	kiválasztottak
elixido	kiválasztott
elixido	egy
fíxate	nézd
socialismo	szocializmus
traio	hozz
traio	hozd
créame	hiszem
créame	higgy
georgie	georgie
mantemento	karbantartási
mantemento	karbantartó
mantemento	karbantartás
privilexios	kiváltságairól
privilexios	kiváltság
privilexios	jogosultságok
sabíao	tudtam
sabíao	tudta
molestar	zavar
cansos	elfáradt
cansos	fáradt
pases	ideje
pases	időpont
pases	idő
botes	csónak
botes	hajók
tivésemos	volt
algodón	gyapot
algodón	pamut
tirado	hazugság
tirado	hazudik
pazo	palota
pazo	palace
pazo	villa
volvería	volna
volvería	lenne
volvería	vissza
volvería	újra
saes	te
saes	ki
solitario	magányos
solitario	magányosan
solitario	magány
aturo	tud
aturo	can
aturo	lehet
aturo	vedd
aturo	állj
direiche	mondd
responsábeis	felelősségteljes
responsábeis	felelős
responsábeis	for
desexaría	kívánom
desexaría	kívánság
desexaría	bárcsak
plena	az
municións	lőszer
municións	lőszerek
municións	lőszert
municións	lőszer
municións	töltény
escocés	scotch
escocés	whisky
quite	vedd
quite	le
quite	kikapcsolva
quite	off
louis	louis
louis	lajos
miami	miami
miami	miamiban
descansa	pihenés
descansa	többi
descansa	pihenő
pedido	megrendelés
pedido	rendelés
pedido	rend
pedido	parancs
stratton	stratton
francesas	francia
francesas	franciák
perdes	te
perdes	veszteni
perdes	veszíteni
falaron	ők
falaron	beszélt
falaron	beszéltem
zeke	zeke
servirá	will
servirá	fog
servirá	akarat
digno	érdemes
digno	méltó
amarelo	sárgák
amarelo	sárga
wheeler	wheeler
fama	hírnév
canibalismo	kannibalizmus
duras	nehéz
duras	kemény
aceno	gesztus
estouche	te
della	della
trucos	trükk
trucos	trükkök
trucos	mocskos
alumnado	tanulók
alumnado	diákok
alumnado	hallgatók
alumnado	tanulók
burgueses	burzsoá
vera	vera
tentativa	kísérlet
tentativa	próbálkozás
bárbaros	barbárok
bárbaros	vademberek
bárbaros	vadak
bárbaros	barbárok
movédevos	mozgás
stan	stan
stan	te
west	nyugat
west	nyugati
bild	bild
marines	tengerészgyalogság
marines	tengerészgyalogosok
marines	tengerész
marines	tengeri
marines	tengerészgyalogos
dickie	dickie
lucinda	lucinda
cóidate	vedd
cóidate	gondoskodás
cóidate	érdekel
cóidate	magad
armenia	örményország
correde	futás
turista	turisták
turista	turista
mann	mann
kathy	kathy
alicia	alice
parisinos	párizsiak
won	nyert
heavy	heavy
heavy	súlyos
heavy	nehéz
wey	wei
cora	cora
doutora	orvos
envioume	elküldött
envioume	elküldve
envioume	küldött
conquistar	uralkodj
equipos	csapatok
procede	jön
procede	től
procede	tól
procede	from
vise	láttam
vise	látta
vise	fűrész
vise	lásd
altar	oltár
refírome	aljas
debates	beszélgetések
debates	megbeszélések
debates	viták
debates	viták
debates	vitákat
redes	háló
redes	hálók
redes	hálózatok
investigadores	kutatói
investigadores	kutatók
utilidade	használat
utilidade	használata
utilidade	felhasználás
utilidade	használni
utilidade	közüzemi
crece	növekszik
entretemento	szórakozás
entretemento	entertainment
entretemento	szórakoztató
entretemento	szórakoztatás
diapositiva	csúszás
diapositiva	csúszda
trampas	csapdák
trampas	csapdákat
soben	ez
cometeu	lekötött
cometeu	elkövetett
cometeu	elkötelezett
cometeu	készítette
cometeu	készült
cometeu	tett
favoritos	kedvenc
favoritos	kedvencem
favoritos	kedvencek
comparten	részesedése
comparten	megosztás
comparten	részesedés
volvía	vissza
musical	zenés
musical	zenei
musical	musical
musical	zene
funcionamento	hogyan
detector	detektor
detector	érzékelő
illado	elkülönített
illado	elszigetelt
illado	ez
fundamental	alapvető
xuízos	ítéletek
xuízos	határozatok
xuízos	perek
xuízos	kísérletek
xuízos	próbák
causas	okok
causas	okozza
causas	okoz
bate	veri
substituír	helyettesíteni
substituír	helyettesítő
substituír	pótlék
substituír	for
debuxo	rajza
debuxo	rajz
debuxo	rajzol
rostros	arcokat
rostros	arcok
rostros	arcát
rostros	arc
rostros	arca
aula	terem
aula	szoba
aula	óra
aula	osztály
manipulación	manipuláció
sentirse	érezd
sentirse	érzem
campá	csengő
campá	bell
campá	harang
saíde	ki
corrupción	korrupció
entras	gyere
elo	ez
entrando	belép
entrando	belépni
corvos	varjak
corvos	hollók
prestar	fizető
prestar	fizet
prestar	fizess
prestar	fizetni
prestar	fizet
prestar	fizetés
poñamos	engedd
persoais	személyes
persoais	személyi
herdanza	örökség
herdanza	örökség
defecto	alapértelmezés
defecto	alapértelmezett
eléctrica	villamos
eléctrica	villany
eléctrica	elektromos
eléctrica	energia
eléctrica	erő
eléctrica	power
eléctrica	hatalom
prestado	kölcsönzött
prestado	kölcsön
interiores	belső
traxes	kelet
traxes	keleti
traxes	ruha
traxes	öltöny
traxes	öltönyt
limitado	limited
limitado	limitált
limitado	korlátozott
limitado	korlátolt
ancián	idős
ancián	régit
ancián	régi
ancián	öreg
ancián	régiek
ancián	férfi
ancián	ember
infección	fertőzések
infección	fertőzés
radicais	radikálisok
radicais	radikális
recente	nemrég
recente	legutóbbi
italianos	olasz
italianos	olaszország
italianos	olaszok
xeracións	nemzedékek
xeracións	generációk
barreira	korlát
barreira	akadály
ouviu	hallott
ouviu	hallottam
ouviu	te
ouviu	hallani
jamie	jamie
ido	elment
ido	eltűnt
arruinar	tönkre
toquei	megérintette
toquei	megérintett
toquei	érintés
concertos	koncertek
pecho	szoros
pecho	közel
pecho	bezárása
pecho	közeli
virus	vírussal
virus	vírus
pulmóns	tüdő
extremadamente	rendkívül
fármacos	kábítószerek
fármacos	gyógyszerek
fármacos	drogot
fármacos	kábítószer
fármacos	drogok
fármacos	drog
microbios	mikrobák
prácticas	gyakorlatok
prácticas	gyakorlati
prácticas	praktikus
estudios	studios
axuden	segíteni
axuden	segítség
hackers	hackerek
arrecifes	coral
arrecifes	zátonyok
éramos	voltak
ondas	hullám
ondas	hullámok
acabará	befejezés
acabará	vége
acabará	vég
acabará	will
acabará	fog
acabará	akarat
ártico	sarkvidéki
mortas	halott
mortas	halottak
egoísta	önző
crecín	megnőtt
crecín	nőtt
crecín	felemelt
crecín	nevelt
crecín	felvetett
crecín	emelt
tratei	próbálta
tratei	próbáltam
camiñas	séta
camiñas	sétálni
camiñas	sétál
camiñas	gyalog
camiñas	te
camiñas	séta
camiñas	gyalog
camiñas	járni
entramos	sétált
rescate	megmentési
rescate	mentő
rescate	mentés
rescate	váltságdíjat
rescate	váltságdíj
xerar	generálni
racismo	rasszizmus
esposo	férje
esposo	férjem
esposo	férj
disposta	hajlandó
disposta	kész
grecia	görögország
xove	fiatalok
xove	fiatal
xove	fiatalos
demáis	másoknak
demáis	egyéb
demáis	mások
demáis	egyebek
xenético	genetikai
xenético	genetikus
tecidos	szövetek
frecuencia	gyakran
frecuencia	gyakran
caeron	van
kilos	font
agradecido	hálás
aburrida	unalom
aburrida	unatkozik
aburrida	unalom
aburrida	unalmas
tentan	ők
tentan	próbálom
axencia	ügynökség
motel	motel
responsables	felelősségteljes
responsables	felelős
responsables	felelősséget
responsables	felelősség
responsables	for
responsables	ki
responsables	aki
nobel	nobel
nobel	díj
nobel	jutalom
nobel	nyeremény
bonos	bélyeg
bonos	bélyegző
bonos	bélyegeket
bonos	bélyeget
sentiu	tette
sentiu	érezd
sentiu	érzem
sentiu	éreztem
sentiu	érezte
sentiu	ők
falen	beszél
falen	beszélő
memorias	emlékek
memorias	emlék
industriais	ipari
industriais	gyár
industriais	gyári
industriais	üzem
industriais	gyárban
desigualdade	egyenlőtlenség
ameazas	fenyegetés
ameazas	fenyegetések
ameazas	veszélyek
belfast	belfast
posesión	birtoklás
poderiades	te
poderiades	lehetne
curva	görbe
curva	kanyar
curva	fordulj
entradas	jegyek
entradas	jegyeket
entradas	jegy
pasas	te
pasas	tölteni
incriblemente	hihetetlenül
cultivo	tenyésztés
cultivo	kultúra
tratamentos	kezelés
tratamentos	kezelésre
tratamentos	kezelése
tratamentos	kezelések
almacéns	boltok
almacéns	boltokban
almacéns	üzletek
almacéns	részleg
almacéns	megye
almacéns	áruház
almacéns	üzlet
almacéns	bolt
mecanismo	mechanizmus
mecanismo	berendezés
mecanismo	szerkezet
mecanismo	eszköz
mecanismo	készülék
taylor	taylor
quinto	ötödik
quinto	pokol
mandei	elküldött
mandei	elküldve
mandei	küldött
divino	isteni
xoguetes	játék
xoguetes	játékszer
xoguetes	játékok
xoguetes	játékszerek
vilas	városok
vilas	falvak
viñetas	rajzfilm
viñetas	rajzfilmeket
arquivos	akták
arquivos	fájlok
arquivos	archívum
cambiaron	van
cambiaron	megváltozott
cambiaron	változott
encargo	megrendelés
encargo	rendelés
encargo	rend
encargo	parancs
encargo	vedd
empece	sztrájk
empece	csapás
empece	ki
asiáticos	ázsiai
asiáticos	ázsiaiak
factor	faktor
factor	tényező
labor	munkahelyi
labor	munka
labor	feladat
queimado	elégett
queimado	égett
queimado	megégett
queimado	égetett
déronlle	ők
déronlle	volt
perpetua	élet
perpetua	életem
perpetua	life
perpetua	örökös
aparencia	nézd
aparencia	megjelenés
aparencia	megjelenése
mesas	táblák
mesas	asztal
mesas	táblázatok
mesas	táblázat
mesas	asztalok
abraham	ábrahám
abraham	abraham
temer	félelem
cinto	öv
camiñamos	sétált
camiñamos	séta
camiñamos	gyalog
camiñamos	járni
lectura	olvasok
lectura	olvasni
lectura	olvasás
lectura	olvasott
batallas	csaták
bendiga	áldja
bendiga	te
propietaria	tulaj
propietaria	tulajdonos
propietaria	tulajdonosa
bonitos	gyönyörű
bonitos	szep
bonitos	szép
esperade	for
usaba	használt
usaba	felhasznált
ida	ida
matamos	gyilkol
matamos	gyilkolás
matamos	megölt
matamos	megölte
sentou	ültem
sentou	ült
mates	megölni
mates	ölj
mates	matematikai
mates	matematika
carl	carl
columnas	oszlop
columnas	oszlopok
furgoneta	furgon
numerosos	sok
numerosos	sokan
reforma	reformok
reforma	reform
incendio	tűz
estuda	vizsgálat
estuda	tanulmányok
estuda	tanulás
estuda	tanulmány
estuda	tanulok
estuda	tanul
estuda	tanulás
decepción	csalódás
reportaxe	jelentést
reportaxe	jelentés
reportaxe	beszámoló
móvese	költözés
móvese	mozgó
móvese	mozog
leopardo	leopárd
leopardo	párduc
hola	helló
hola	hello
elvis	elvis
europea	európai
mona	mona
ruína	tönkre
ruína	tört
ruína	eltört
ruína	összetört
ruína	eltörte
alzhéimer	alzheimer
oracións	ima
oracións	imát
oracións	imádság
xentes	emberek
remedio	van
radiación	besugárzás
radiación	sugárzás
radiación	sugárzás
marco	talaj
marco	keret
marco	marco
viena	bécs
viena	bécsi
rumbo	persze
modesto	szerény
vestíbulo	lobbi
vestíbulo	terem
vestíbulo	hall
vestíbulo	csarnok
burguesa	burzsoá
ave	madár
ave	ave
voa	legyek
higgs	higgs
chegado	gyere
chegado	with
brutalidade	brutalitás
cosmos	kozmosz
transición	átállás
transición	átmenet
transición	áttérés
transición	átmeneti
usou	használt
usou	felhasznált
caldeiro	börtön
caldeiro	börtönbe
