অভিনব	الهوى
আর্সেনিক	الزرنيخ
আর্সেনিক	فرنسيا
আর্সেনিক	فرنسية
আর্সেনিক	بالفرنسية
আর্সেনিক	الفرنسية
আর্সেনিক	فرنسي
বিস্মিত	مندهش
বিস্মিত	مندهش
বিস্মিত	صدمت
আয়না	المرايا
আয়না	مراة
আয়না	المراه
আয়না	المراة
অঞ্চলগুলি	الاقاليم
অঞ্চলগুলি	مناطق
অঞ্চলগুলি	المناطق
পয়সা	عملة
মাম্বা	مامبا
কম্পটন	كومبتون
সর্বোত্তম	اطيب
সর্বোত্তম	الافضل
সর্বোত্তম	ضل
সর্বোত্তম	افضل
সর্বোত্তম	ممتازة
সর্বোত্তম	ممتاز
বাক্যে	جملة
বাক্যে	الجملة
গনি	الغني
ভিজুয়াল	بصري
ভিজুয়াল	بصرية
ভিজুয়াল	البصرية
ভিজুয়াল	مرئي
অবজেক্ট	الكائن
অবজেক্ট	جسم
অবজেক্ট	كائن
অবজেক্ট	الاجسام
অবজেক্ট	اجسام
মিজোরাম	ميزورام
পোলার	القطبية
মনস্তাত্ত্বিক	نفسية
মনস্তাত্ত্বিক	النفسية
সিল্ক	سيلك
সিল্ক	حرير
সিল্ক	الحرير
অনুকরণ	المحاكاة
অনুকরণ	محاكاة
রুডলফ	رودولف
কেলি	كيلي
তীক্ষ্ণ	حادة
তীক্ষ্ণ	شارب
তীক্ষ্ণ	حاد
থিওডোর	تيودور
ব্র্যাড	براد
রোভার	روفر
টার্নার	ترنر
টার্নার	تيرنر
খরা	جفاف
খরা	الجفاف
জোরে	عال
বক	الانحراف
বক	انحراف
বক	هيرون
বেলারুশ	بيلاروس
পাত্রের	الاواني
ডেরেক	ديريك
নুর	نور
নুর	نور
টিয়া	تيا
টিয়া	الببغاء
টিয়া	ببغاء
টিয়া	ببغاء
রূপালী	فضي
রূপালী	الفضة
রূপালী	فضة
রূপালী	سيلفر
রূপালী	فضية
ঘুড়ি	ورقية
ক্যাবিনেট	الوزارة
উইন্ডসর	ويندسور
উইন্ডসর	وندسور
ডকুমেন্ট	الوثيقة
ডকুমেন্ট	وثيقة
ডকুমেন্ট	مستند
ডকুমেন্ট	المستند
ডকুমেন্ট	الوثائق
ডকুমেন্ট	وثائق
ডকুমেন্ট	المستندات
ডকুমেন্ট	مستندات
কর্মসংস্থান	العمالة
কর্মসংস্থান	التوظيف
কর্মসংস্থান	عمالة
ঘাসের	العشب
ঘাসের	عشب
বলছে	تقول
বলছে	يقول
লাফ	القفزة
লাফ	قفزت
তৃণভূমি	المراعي
তৃণভূমি	ميد
গানগুলি	اغان
গানগুলি	الاغاني
গানগুলি	اغاني
আইওএস	ios
উজ্জ্বলতা	ابراز
উজ্জ্বলতা	ضخامة
উজ্জ্বলতা	السطوع
রিম	ريم
রিম	ريم
অনুভূতির	المشاعر
অনুভূতির	مشاعر
যোগফল	المبلغ
যোগফল	مبلغ
পাখা	نصير
পাখা	مشجع
পাখা	المروحة
পাখা	مروحة
পাখা	معجب
মাংসের	اللحم
মাংসের	لحوم
মাংসের	اللحوم
মাংসের	لحم
ফাটল	الشقوق
ফাটল	صدع
ফাটল	الشق
ফাটল	شق
সন্ত্রাসবাদী	ارهابي
সন্ত্রাসবাদী	ارهابية
সন্ত্রাসবাদী	الارهابي
সন্ত্রাসবাদী	الارهابيين
সন্ত্রাসবাদী	ارهابيين
মতবিরোধ	خلاف
মতবিরোধ	الاختلاف
মতবিরোধ	الخلاف
গ্লাসগো	جلاسكو
গ্লাসগো	غلاسكو
ফোটন	الفوتون
নির্ভুল	مثالي
নির্ভুল	مثالية
নির্ভুল	الكمال
নির্ভুল	ممتاز
ম্যানগ্রোভ	المنغروف
লক্ষণীয়	ملحوظ
সজীব	طازج
সজীব	طازجة
রোপণ	زراعة
রোপণ	زرعت
রোপণ	مزروعة
রোপণ	زرع
শহরতলি	الضواحي
শহরতলি	ضواحي
কেনেথ	كينيث
অ্যালগোরিদম	خوارزمية
সন্নিবেশিত	المضمنة
সন্নিবেশিত	مدمج
প্যাকেট	الحزم
কাছিম	تورتل
কাছিম	سلحفاة
কাছিম	السلحفاة
বর্গাকার	مربعة
বর্গাকার	مربع
বর্গাকার	المربع
বর্গাকার	ميدان
কাঁচা	الخام
কাঁচা	خام
কাঁচা	نيئة
নিরো	نيرو
রাসূল	رسول
রাসূল	messenger
রাসূল	الرسول
উড়োজাহাজ	الطائرة
উড়োজাহাজ	طائرة
কালেক্টর	جامع
কালেক্টর	الجامع
সালমা	سلمى
সংক্রামক	معدية
সংক্রামক	المعدية
সংক্রামক	معدي
বর্ম	درعا
বর্ম	درع
ফ্লোরেন্স	فلورنس
ফ্লোরেন্স	فلورنسا
ফরহাদ	فرهاد
সরিষা	الخردل
ভোরের	داون
ভোরের	الفجر
ভোরের	فجر
স্লোভেনিয়া	سلوفينيا
চিতা	الفهد
চিতা	النمر
চিতা	نمر
সমৃদ্ধির	الرخاء
সমৃদ্ধির	الازدهار
যাচ্ছেন	ذهاب
যাচ্ছেন	ذاهب
যাচ্ছেন	ذاهبة
প্লেটো	افلاطون
খোসা	تقشير
খোসা	قشر
মালি	مالي
নেইমার	نيمار
গ্রামার	القواعد
গ্রামার	النحو
ফ্রান্সিস্কো	فرانسيسكو
অন্যান্যরা	اخرون
অন্যান্যরা	اخرين
অন্যান্যরা	الاخرون
বিচ	شاطئ
বিচ	شاطيء
বিচ	الشاطئ
বিচ	بيتش
বিচ	الشاطيء
ফেলিক্স	فيلكس
ফেলিক্স	فيليكس
ভ্রমন	الرحلة
ভ্রমন	سفرة
ভ্রমন	رحلة
ওবামা	اوباما
বান্ধবী	صديقة
বান্ধবী	حبيبة
বান্ধবী	حبيبه
ক্রেওল	الكريول
ছোটখাটো	مصغر
ছোটখাটো	مصغرة
ধারালো	حادة
ধারালো	شارب
ধারালো	حاد
ভিটা	فيتا
পেঁয়াজ	بصل
পেঁয়াজ	البصل
পেঁয়াজ	بصل
পেঁয়াজ	بصلة
পেঁয়াজ	البصل
সুসজ্জিত	مفروشة
অসহায়	مسكين
অসহায়	الفقراء
অসহায়	فقير
অসহায়	فقيرة
অসহায়	الفقير
অসহায়	فقراء
অসহায়	عاجزة
অসহায়	عاجز
হসপিটাল	المشفى
হসপিটাল	مستشفي
হসপিটাল	مستشفى
হসপিটাল	المستشفى
হসপিটাল	المستشفي
হসপিটাল	مشفى
হিরোশিমা	هيروشيما
হর	هار
হর	har
হর	القاسم
ট্রি	الشجرة
ট্রি	شجرة
কানের	الاذن
রঞ্জিত	رانجيت
দুস	الشرور
দেখলাম	راى
দেখলাম	شاف
দেখলাম	رايت
দেখলাম	شفت
প্রামাণ্যচিত্র	الوثائقي
প্রামাণ্যচিত্র	وثائقي
ফরওয়ার্ড	للامام
ফরওয়ার্ড	الامام
রেবেকা	ربيكا
রেবেকা	ريبيكا
হিপ	ورك
হিপ	الورك
হিপ	هيب
চাও	اريد
ম্যাথিউ	ماثيو
ম্যাথিউ	ماتيو
পাম্প	المضخة
পাম্প	مضخة
পাম্প	ضخ
পাম্প	المضخات
নিষ্পত্তি	تسوية
নিষ্পত্তি	يسوي
এভিয়েশন	طيران
এভিয়েশন	الطيران
কাস্পিয়ান	قزوين
নিকোলা	نيكولا
নিন	خذ
নিন	اخذ
মিং	مينج
মিং	مينغ
দৈত্য	عملاق
দৈত্য	عملاقة
দৈত্য	العملاق
পোর্টল্যান্ড	بورتلاند
ঝর্ণা	ربيع
ঝর্ণা	الربيع
ঝর্ণা	شلالات
ঝর্ণা	الشلال
ঝর্ণা	الشلالات
ঝর্ণা	النافورة
ঝর্ণা	نافورة
ঝর্ণা	شلالات
ঝর্ণা	الشلالات
প্রদাহ	الالتهاب
প্রদাহ	التهاب
অনুভূমিক	افقي
অনুভূমিক	افقيا
অনুভূমিক	افقية
স্বশাসিত	مستقلة
ব্যাধি	الاضطراب
ব্যাধি	اضطراب
দামি	غالية
দামি	غالي
দামি	مكلف
দামি	مكلفة
টেকসই	مستدامة
টেকসই	مستدام
টেকসই	دائم
টেকসই	دائمة
ইন্টেলিজেন্স	استخبارات
ইন্টেলিজেন্স	الاستخبارات
ইন্টেলিজেন্স	الذكاء
ইন্টেলিজেন্স	المخابرات
ইন্টেলিজেন্স	مخابرات
ইন্টেলিজেন্স	ذكاء
মিনেসোটা	مينيسوتا
হাডসন	هادسون
হাডসন	هادسن
হাডসন	هدسون
স্পট	بقعة
স্পট	البقعة
গোলাবর্ষণ	قصف
গোলাবর্ষণ	القصف
গোলাবর্ষণ	قصف
গোলাবর্ষণ	القصف
ব্যর্থতা	فشل
ব্যর্থতা	الفشل
রিকো	ريكو
রহঃ	راه
জোরালো	عال
আবশ্যক	المطلوبة
আবশ্যক	مطلوب
আবশ্যক	مطلوبة
আবশ্যক	المطلوب
হোবার্ট	هوبارت
আপেল	ابل
আপেল	التفاحة
আপেল	تفاحة
আপেল	تفاح
আপেল	التفاح
আপেল	تفاحات
আপেল	تفاح
বারান্দা	الشرفة
বারান্দা	السقيفة
বারান্দা	الشرفة
বারান্দা	شرفة
বন্ধুরা	اصدقاء
বন্ধুরা	الاصدقاء
বন্ধুরা	صديقان
নিরীহ	سخيف
নিরীহ	سخيفة
নিরীহ	الابرياء
নিরীহ	بريئة
নিরীহ	بريء
দুনিয়া	عالم
দুনিয়া	العالمي
দুনিয়া	الدنيا
দুনিয়া	العالم
দুনিয়া	world
স্বেচ্ছাসেবী	متطوعين
স্বেচ্ছাসেবী	متطوعو
স্বেচ্ছাসেবী	متطوعي
স্বেচ্ছাসেবী	المتطوعون
স্বেচ্ছাসেবী	المتطوعين
স্বেচ্ছাসেবী	التطوع
স্বেচ্ছাসেবী	تطوع
স্বেচ্ছাসেবী	التطوع
স্বেচ্ছাসেবী	متطوع
ভেড়ার	لامب
ভেড়ার	حمل
ভেড়ার	الحمل
ভেড়ার	خروف
সুস্বাদু	لذيذة
সুস্বাদু	لذيذ
ইরাকী	عراقية
ইরাকী	العراقية
ইরাকী	عراقي
ইরাকী	العراقي
ইরাকী	العراقيون
ইরাকী	عراقي
ইরাকী	العراقيين
তুর্কমেনিস্তান	تركمانستان
শিকল	سلاسل
শিকল	السلاسل
শারীরিকভাবে	بدنيا
শারীরিকভাবে	جسديا
বোল	وعاء
বিভ্রান্তি	الخلط
বিভ্রান্তি	التشويش
বিভ্রান্তি	الارتباك
বিশ্লেষন	تحليلي
এক্সিকিউটিভ	التنفيذي
এক্সিকিউটিভ	تنفيذي
এক্সিকিউটিভ	تنفيذية
ভিউ	عرض
ভিউ	منظر
ভিউ	اعرض
বানু	بنو
বানু	بانو
আর্ক	ارك
আর্ক	قوس
পোকার	بوكر
পোকার	البوكر
হুইল	العجلة
হুইল	عجلة
হুইল	عجلات
হুইল	العجلات
লাগবে	حاجة
লাগবে	الحاجة
দেখেছেন	شوهد
দেখেছেন	رايت
দেখেছেন	شاهدت
বাড়ে	ينمو
ঈমান	اصدق
ঈমান	تصدق
খুচরা	تجزئة
খুচরা	التجزئة
উইলি	ويلي
গণি	جاني
ব্রীজ	بريدج
ব্রীজ	الجسر
ব্রীজ	جسر
ডালে	دايل
মেগা	ميجا
মেগা	ميغا
জুয়েল	جوهرة
জুয়েল	الجوهرة
উদ্বেগ	هموم
উদ্বেগ	الهموم
উদ্বেগ	مخاوف
উদ্বেগ	الاهتمامات
উদ্বেগ	الشواغل
উদ্বেগ	القلق
উদ্বেগ	قلق
উদ্বেগ	شاغل
সমাজকে	مجتمع
সমাজকে	المجتمع
সমাজকে	الجمعية
গালে	الخد
মানমন্দির	المرصد
মানমন্দির	مرصد
সন্ধ্যার	المساء
সন্ধ্যার	مساء
হেনরিক	هنريك
প্যারাগুয়ে	باراغواي
রামোন	رامون
বৈধতা	صلاحية
বৈধতা	صحة
বৈধতা	الصلاحية
দক্ষিণাঞ্চলীয়	جنوبي
দক্ষিণাঞ্চলীয়	جنوبية
দক্ষিণাঞ্চলীয়	جنوب
রাজকন্যা	الاميرة
রাজকন্যা	اميرة
রাজকন্যা	الاميره
ক্রুশ্চেভ	خروشوف
হান্টার	هانتر
হান্টার	صياد
হান্টার	هنتر
হ্যাকার	هاكر
চক্ষু	عين
চক্ষু	العين
লজিক	منطق
লজিক	المنطق
হার্ভে	هارفي
বহুবচন	جمع
বহুবচন	الجمع
লক	قفل
লক	القفل
চুন	تشون
চুন	تشان
নার্সিং	التمريض
হাইব্রিড	هجين
হাইব্রিড	الهجين
হাইব্রিড	المختلطة
বার্ন	برن
বার্ন	بيرن
নটর	نوت
তাইপেই	تايبيه
নর্তকী	راقصة
নর্তকী	راقص
নর্তকী	الراقصة
নর্তকী	الراقصات
নর্তকী	الراقصين
ছোপ	صبغة
আলোকচিত্রী	المصور
আলোকচিত্রী	مصور
মাল্টা	مالطة
শপিং	للتسوق
শপিং	تسوق
শপিং	التسوق
মিথেন	ميثان
মিথেন	الميثان
সংযুক্তি	التعلق
সংযুক্তি	المرفق
সংযুক্তি	مرفق
সংযুক্তি	المرفقات
সংযুক্তি	ملحقات
সংযুক্তি	الملحقات
সংযুক্তি	مرفقات
টিস্যু	انسجة
টিস্যু	نسيج
টিস্যু	الانسجة
পাওলো	باولو
আলেপ্পো	حلب
সন্ন্যাসীদের	الرهبان
গতানুগতিক	نموذجية
গতানুগতিক	نموذجي
শক	الصدمة
শক	صدمة
বোধগম্য	يفهم
বোধগম্য	مفهوم
ফ্লাইং	طيران
ফ্লাইং	الطيران
ফ্লাইং	تطير
জামাইকার	جامايكا
জোনস	جونز
লোদি	لودي
ফ্লেচার	فليتشر
চশমা	نظارة
চশমা	النظارة
চশমা	النظارات
চশমা	نظارات
ভোল্টেজ	الجهد
ভোল্টেজ	جهد
উন্মোচিত	مكشوف
এডগার	ادغار
এডগার	ادجار
এলিয়ট	اليوت
জুনায়েদ	جنيد
সমকক্ষ	النظراء
সত্তর	سبعون
সত্তর	سبعين
সামি	سامى
সামি	سامي
সামি	السامي
চামচ	ملعقة
চামচ	الملعقة
লেকচার	المحاضرة
লেকচার	محاضرة
ইসরাইল	اسرائيل
দেখেছি	شوهد
দেখেছি	رايت
তিমি	الحيتان
তিমি	الحوت
তিমি	حوت
অ্যালকোহল	الكحوليات
অ্যালকোহল	كحول
অ্যালকোহল	الكحول
অবরুদ্ধ	محظور
তত্ত্বাবধান	الاشراف
তত্ত্বাবধান	اشراف
ফিতা	الشريط
ফিতা	شريط
ফ্যাক্টরি	مصنع
ফ্যাক্টরি	المصنع
বিস্ময়	العجائب
বিস্ময়	عجائب
বাধার	العقبات
বাধার	عقبات
বাধার	العراقيل
বাধার	العوائق
লেস	les
লেস	لس
লেস	الرباط
লেস	الدانتيل
মেটে	كب
মেটে	الكبد
মেটে	كبد
বাতিঘর	منارة
বাতিঘর	المنارة
জারণ	التاكل
মিষ্টান্ন	الحلوى
মিষ্টান্ন	التحلية
কান্দাহার	قندهار
রেস্টুরেন্ট	المطعم
রেস্টুরেন্ট	مطعم
মুষ্টিযোদ্ধা	الملاكمين
হল্যান্ড	هولاند
হল্যান্ড	هولندا
কিটস	كيتس
বেলুন	بالون
বেলুন	منطاد
বেলুন	المنطاد
বেলুন	البالون
বেলুন	البالونات
নাস	nas
পরিসর	النطاق
পরিসর	مدى
পরিসর	المدى
পরিসর	نطاق
ছিটকে	طرقت
রিডার	قراء
রিডার	القراء
রিডার	القارئ
ট্যাক্সি	تاكسي
ট্যাক্সি	التاكسي
সেবন	الاستمتاع
গিলবার্ট	جيلبرت
গিলবার্ট	جلبرت
গিলবার্ট	غلبرت
গিলবার্ট	غيلبرت
অধ্যয়নরত	الدراسه
অধ্যয়নরত	ادرس
অধ্যয়নরত	دراسة
অধ্যয়নরত	يدرس
অধ্যয়নরত	الدراسة
লাফিয়ে	القفزة
ছুড়ে	ارم
ছুড়ে	رمي
ছুড়ে	ارمي
সাদ্দাম	صدام
গাড়ী	السيارة
গাড়ী	سيارة
জ্বলে	تالق
জ্বলে	يلمع
নাইরোবি	نيروبي
ডিসকভারি	الاكتشاف
ডিসকভারি	اكتشاف
কাইয়ুম	قيوم
হীরা	الماس
হীরা	الماسة
হীরা	ماسة
হীরা	دايموند
অপব্যবহার	الاساءة
অপব্যবহার	اساءة
নিকারাগুয়া	نيكاراغوا
নিকারাগুয়া	روسيا
আপিল	نداءات
আপিল	النداءات
আপিল	الطعون
চিয়াং	شيانغ
সিন্ধ	السند
লোকে	اشخاص
লোকে	اناس
লোকে	الاشخاص
লোকে	الناس
লোকে	ناس
প্যালেস্টাইন	فلسطين
কেনো	ليش
কেনো	لماذا
কেনো	لما
হাজি	حجي
হাজি	حاجي
হাজি	الحاج
উপকারী	مفيدة
উপকারী	مفيد
ডো	دو
সুখের	سعادة
সুখের	السعادة
আর্দ্রতা	الرطوبة
আর্দ্রতা	الرطوبة
নির্জন	وحيدة
নির্জন	وحيدا
নির্জন	وحيد
সোমালিয়া	الصومال
বিক্ষিপ্ত	متفرقة
মহৎ	الجبار
ধারণকারী	حاوية
ধারণকারী	الحاوية
ধারণকারী	حاويات
তীরন্দাজ	الرماة
মজা	ممتع
মজা	المرح
মজা	مرح
মজা	متعة
পশম	الفرو
পশম	الفراء
পশম	فرو
পশম	فراء
সতর্কতা	التحذير
সতর্কতা	تحذير
সতর্কতা	الحذر
সতর্কতা	تنبيهات
সতর্কতা	انذار
সতর্কতা	تنبيه
আনু	انو
কেক	كعك
কেক	كيك
কেক	كيكة
কেক	كعكة
কেক	الكيك
পুরী	بوري
পান্না	الزمرد
সাফারি	سفاري
ক্রোমোজোম	الكروموسوم
ক্রোমোজোম	كروموسوم
নরম্যান	نورمان
কনরাড	كونراد
নিকোলাই	نيكولاي
জয়েন্ট	مشتركة
শামস	شمس
কলি	باد
কলি	بود
রেজিস্টার	سجلات
রেজিস্টার	سجل
রেজিস্টার	تسجيل
রেজিস্টার	السجل
রেজিস্টার	التسجيل
ফিদেল	فيدل
স্ট্রোক	سكتة
ব্যাথা	الالم
ব্যাথা	الم
ব্যাথা	يضر
ফ্রাই	فراي
ফ্রাই	قلي
কীটনাশক	المبيدات
বক্ররেখা	منحنى
বক্ররেখা	المنحنيات
গেটস	البوابات
গেটস	غيتس
গেটস	بوابات
এক্সটেনশন	تمديد
এক্সটেনশন	امتداد
এক্সটেনশন	التمديد
ব্রাউনের	اسمر
ব্রাউনের	البني
ব্রাউনের	بنية
ব্রাউনের	براون
ব্রাউনের	برون
শশী	شاشي
সুজা	سوزا
ধূমপান	تدخين
ধূমপান	التدخين
ধূমপান	تدخن
ধূমপান	يدخن
গোবর	الروث
ইয়োহানেস	يوهانس
প্রমিত	قياسي
প্রমিত	المعيار
প্রমিত	معيار
দই	لبن
দই	الزبادي
দই	اللبن
অপমান	خزي
অপমান	الذل
অপমান	مهينة
অপমান	اهانة
অপমান	مهين
অপমান	الاهانة
নেত্রী	زعيم
নেত্রী	قائد
চেখভ	تشيخوف
বিচলিত	عصبي
বিচলিত	متوتر
বিচলিত	عصبية
বিচলিত	متوترة
বিচলিত	العصبي
বিচলিত	مستاء
বিচলিত	منزعج
রাইডার	راكب
পূর্বাভাস	توقعات
পূর্বাভাস	التوقعات
সোয়ান	البجعة
সোয়ান	سوان
কুকুরের	الكلب
কুকুরের	كلب
মাছরাঙা	الرفراف
মেয়ার	ماير
কুসংস্কার	المساس
কুসংস্কার	التحيز
রাখাইন	راخين
দাসী	خادمة
দাসী	الخادمة
রাশেদ	راشد
সূচী	محتويات
টিনের	تين
টিনের	تن
টিনের	القصدير
পুরি	بوري
বাব	باب
শফিক	شفيق
ম্যাট্রিক্স	ماتريكس
ম্যাট্রিক্স	مصفوفة
ম্যাট্রিক্স	المصفوفة
পেয়ারা	الجوافة
ড্রামার	الطبال
তিল	سمسم
ম্যাডিসন	ماديسون
প্রাপ্তবয়স্কদের	البالغين
প্রাপ্তবয়স্কদের	الكبار
প্রাপ্তবয়স্কদের	بالغين
প্রাপ্তবয়স্কদের	البالغون
টমেটো	الطماطم
টমেটো	طماطم
প্রতিলিপি	نسخ
প্রতিলিপি	النسخ
গৌরী	غوري
ক্লায়েন্ট	عميل
ক্লায়েন্ট	العميل
ক্লায়েন্ট	زبون
ক্লায়েন্ট	الزبون
হাঁটা	مشي
হাঁটা	يمشي
হাঁটা	امشي
হাঁটা	المشي
হাঁটা	مشي
হাঁটা	امشي
হাঁটা	المشي
টানেল	نفق
টানেল	النفق
পটাশিয়াম	البوتاسيوم
পিয়ার	رصيف
পিয়ার	الرصيف
পরামর্শক	مستشار
পরামর্শক	استشاري
জিনিসপত্র	اشياء
পুরুষেরা	الرجال
পুরুষেরা	رجال
এক্সবক্স	بوكس
পাড়ার	حي
পাড়ার	الحي
পাড়ার	الجوار
ম্যানিলা	مانيلا
জ্যামাইকা	جامايكا
মুরগির	دجاجة
মুরগির	دجاج
মুরগির	الدجاج
ভিশন	رؤية
ভিশন	الرؤية
ভিশন	رؤيا
শিরা	وريد
শিরা	الوريد
সংবেদনশীল	الحساس
