kategória	kategorya
december	disyembre
december	dis
stal	naging
iba	lang
iba	lamang
iba	lng
iba	nalang
iba	basta
roky	taon
oblasti	lugar
oblasti	area
oblasti	lawak
január	january
január	enero
súbor	tipunan
súbor	magsampa
súbor	talaksan
súbor	file
mal	ay
mal	had
mal	nagkaroon
mal	mal
apríl	abr
apríl	april
apríl	abril
sveta	mundo
viac	pa
viac	pang
február	february
február	pebrero
náhľad	preview
náhľad	silipin
mužov	kalalakihan
názov	denominasyon
názov	pangalan
názov	pong
názov	titulo
názov	pamagat
názov	title
okolo	paligid
prvý	unang
prvý	muna
text	text
text	txt
text	teksto
máj	mayo
máj	maaaring
slovenskej	eslobako
spolu	kabuuang
spolu	kabuuan
spolu	sama
spolu	magkasama
preto	samakatuwid
tom	tom
majstrovstvá	kampeonato
majstrovstvá	championship
saint	santo
saint	santa
okrem	puwera
okrem	maliban
okrem	pwera
bar	hadlangan
bar	bar
americký	amerikano
júl	hulyo
cez	via
cez	through
asi	malamang
asi	ata
asi	hulaan
jeden	isa
jeden	one
objavil	natuklasan
ktorých	kaninong
vojny	digmaan
vojny	digmaang
vojny	wars
rok	taon
ulica	kalye
album	album
dátum	date
dátum	petsa
žien	babae
žien	female
žien	kababaihan
januára	january
januára	enero
majú	may
toto	ito
toto	nito
toto	toto
ktorí	sino
všetky	all
všetky	puro
všetky	lahat
mestá	lungsod
žije	buhay
žije	lives
žije	nakatira
často	madalas
často	madalas
často	kadalasan
ján	jan
ján	juan
ján	john
niekoľko	ilang
okres	distrito
jún	hunyo
jún	jun
jún	june
jún	hunyo
šablóny	template
šablóny	template
dnes	ngayon
slovensko	slovakia
pretože	kc
pretože	kasi
pretože	dahil
ani	nor
ktorého	kaninong
nové	new
nové	bago
nové	bagong
všetkých	all
všetkých	puro
všetkých	lahat
štátu	state
štátu	estado
ďalšie	karagdagang
ďalšie	kasunod
ďalšie	susunod
ďalšie	next
ďalšie	karagdagang
ďalšie	pa
ďalšie	pang
tým	team
meno	pangalan
meno	pong
dve	dalawang
dve	dalawa
dve	two
dva	dalawang
dva	dalawa
dva	two
mala	ay
mala	had
mala	nagkaroon
mala	mala
style	istilo
style	style
style	estilo
približne	tungkol
táto	ito
táto	nito
prvé	unang
prvé	muna
martin	martin
http	http
tri	tri
tri	tatlong
tri	tatlo
loire	loire
nich	kanila
nich	sila
nich	silang
začal	nagsimula
začal	inumpisahan
začal	sinimulan
praha	praga
praha	prague
stránke	pahinang
stránke	pahina
stránke	page
film	pelikula
film	sine
film	movie
spoločnosti	corporations
spoločnosti	kumpanya
spoločnosti	kompanya
spoločnosti	kumpanya
spoločnosti	kompanya
peter	pedro
peter	peter
mali	ay
mali	had
mali	nagkaroon
slovenská	eslobako
strany	pahina
svg	svg
slovensky	tagalog
slovensky	ingles
prvá	unang
prvá	muna
van	van
nemecký	aleman
storočí	siglo
storočí	daantaon
storočí	siglo
storočí	century
astronóm	astronomer
rod	rod
titul	titulo
titul	pamagat
titul	title
kostol	iglesia
kostol	simbahan
kostol	church
republiky	republika
republiky	republics
možno	marahil
možno	siguro
možno	baka
ženy	kababaihan
ďalej	karagdagang
ďalej	kasunod
ďalej	susunod
ďalej	next
kedy	kapag
kedy	kailan
územia	teritoryo
systém	sistemang
systém	system
systém	sistema
ide	pagpunta
ide	pupunta
ide	napupunta
ide	ide
potok	batis
potok	daloy
latinsky	latin
góly	goals
spisovateľ	manunulat
európy	europa
európy	gresya
pôvodne	initially
pôvodne	originally
súhvezdie	konstelasyon
známy	kilala
známy	kakilala
haute	haute
veľkosť	laki
veľkosť	sukat
john	juan
john	john
klub	club
klub	samahan
objektov	bagay
isbn	isbn
slovenské	eslobako
portál	portal
článok	artikulo
ľudí	tao
územie	teritoryo
palomar	palomar
možné	maaari
možné	posible
možné	possible
možné	maari
možné	posibleng
zomrel	namatay
niektoré	ilang
niektoré	ilan
hudobné	sinauna
hudobné	tugtog
hudobné	musika
hudobné	tugtugin
hudobné	music
hudobné	musikal
hudobné	musical
herec	artista
herec	actor
herec	aktor
hry	games
veľký	large
veľký	malaki
veľký	malaking
veľký	big
veľký	malaking
veľký	malaki
gmina	gmina
života	buhay
septembra	setyembre
kráľ	king
kráľ	hari
kráľ	haring
iii	iii
maďarsku	hungary
hráči	manlalaro
vlády	pamahalaan
vlády	gobyerno
môžu	pwede
môžu	maari
miest	places
zároveň	sabay
napriek	kabila
mieste	spot
mieste	site
kráľa	king
kráľa	hari
kráľa	haring
tam	tam
tam	may
spoločnosť	lipunan
spoločnosť	kumpanya
spoločnosť	kompanya
oblasť	rehiyon
oblasť	oblast
oblasť	lugar
oblasť	area
oblasť	lawak
nej	her
nej	kanya
nej	siya
vek	edad
vek	age
takmer	halos
štadión	stadium
muži	males
muži	kalalakihan
októbra	oktubre
život	buhay
mája	mayo
mája	maaaring
dňa	araw
národné	national
národné	pambansa
národné	pambansang
národné	nasyonal
jozef	jozef
jozef	joseph
center	center
center	sentro
syn	anak
syn	son
marca	marso
dĺžka	haba
dĺžka	longitude
augusta	august
augusta	agosto
augusta	augusta
veľké	large
veľké	malaki
veľké	malaking
veľké	big
veľké	malaking
veľké	malaki
veľké	veľké
školy	paaralan
nový	new
nový	bago
nový	bagong
obsahuje	naglalaman
anderson	anderson
správa	iulat
správa	ulat
správa	mensahe
správa	message
správa	pangangasiwa
správa	pangasiwaan
štát	bansa
štát	makabayan
štát	state
štát	estado
pomocou	paggamit
hráč	player
hráč	manlalaro
júna	june
júna	hunyo
kitt	kitt
cesta	landas
cesta	path
cesta	ruta
cesta	route
cesta	journey
cesta	paglalakbay
cesta	paraang
cesta	paraan
cesta	way
cesta	daan
apríla	april
apríla	abril
dostal	nakuha
krajiny	bansa
krajiny	makabayan
krajiny	pahiga
krajiny	landscape
krajiny	tanawin
krajiny	bansang
začala	nagsimula
začala	inumpisahan
začala	sinimulan
spacewatch	spacewatch
ceny	presyo
ceny	prizes
ceny	premyo
žilo	nanirahan
žilo	tumira
číslo	bilang
typ	type
typ	uri
politik	pulitiko
pyrénées	pyrénées
mesa	mesa
spojené	united
spojené	nagkakaisa
júla	hulyo
práve	lng
práve	nalang
práve	basta
niektorých	ilang
niektorých	ilan
čas	panahon
čas	oras
čas	time
prípade	case
prípade	kaso
prípade	kasong
novembra	nobyembre
novembra	november
loneos	loneos
víťaz	nagwagi
víťaz	winner
víťaz	pagandahan
decembra	december
decembra	disyembre
nemecko	germany
nemecko	alemanya
nemecko	mikrobyo
hlavné	major
hlavné	pangunahing
hlavné	pangunahin
galaxia	galaxy
awards	parangal
awards	awards
vrátane	kasama
vrátane	kasama
vrátane	inclusive
hviezdna	stellar
troch	tatlong
troch	tatlo
postupne	unti
práce	trabaho
práce	magtrabaho
práce	work
veľká	large
veľká	malaki
veľká	malaking
veľká	big
veľká	malaking
veľká	malaki
množstvo	halaga
množstvo	dami
opäť	ulit
opäť	again
opäť	muli
opäť	nanaman
priezvisko	apelyido
otec	dad
otec	itay
otec	tatay
otec	ama
otec	tatay
otec	father
com	com
než	kesa
než	kaysa
svete	mundo
stránky	site
stránky	sites
stránky	pahina
diela	gumagana
poloha	posisyon
poloha	opinyon
poloha	kinalalagyan
poloha	lokasyon
niekedy	minsa
niekedy	minsan
typu	type
typu	uri
deň	araw
houten	houten
druhý	pangalawa
články	akda
články	artikulo
vtedy	then
vtedy	pagkatapos
jedna	isa
jedna	one
každý	lahat
každý	kada
každý	tuwing
každý	bawat
každý	bawat
sur	sur
obrázok	picture
obrázok	larawan
obrázok	larawan
obrázok	imahe
obrázok	pigura
obrázok	personalidad
obrázok	figure
celý	whole
celý	buo
celý	buong
obyvateľstva	populasyong
obyvateľstva	populasyon
členovia	miyembro
členovia	members
členovia	kasapi
stále	parin
jednotky	units
jednotky	yunit
jednotky	hukbo
dejiny	kasaysayan
dejiny	history
alpes	alpes
priemerný	karaniwan
diskusia	talakayan
diskusia	debate
keďže	sapagkat
program	program
program	programa
program	agenda
gitara	guitar
gitara	gitara
jedným	isa
jedným	one
článku	artikulo
hudobný	musikal
hudobný	musical
kolo	lap
kolo	round
kolo	bilog
začali	nagsimula
začali	inumpisahan
začali	sinimulan
strana	partido
strana	party
strana	pagdiriwang
strana	pagtitipon
strana	pahinang
strana	pahina
strana	page
strana	gilid
strana	tabi
strana	karamay
strana	tagiliran
francúzsko	pransiya
francúzsko	france
taktiež	rin
taktiež	din
obdobia	regla
dobe	panahon
dobe	oras
dobe	time
autor	author
park	liwasan
park	park
popis	caption
popis	paliwanag
popis	paglalarawan
cena	presyo
pravdepodobne	malamang
pravdepodobne	ata
pravdepodobne	malamang
der	der
nová	new
nová	bago
nová	bagong
rieky	ilog
rieky	ilog
rôzne	ibang
rôzne	misc
rôzne	miscellaneous
rôzne	kalokohan
obdobie	panahon
škola	paaralan
klubu	club
klubu	samahan
februára	february
februára	pebrero
františek	francis
albumy	album
albumy	albums
dielo	trabaho
dielo	magtrabaho
dielo	work
nakoniec	eventually
nakoniec	kalaunan
väčšina	pinaka
väčšina	karamihan
väčšina	majority
väčšina	karamihan
väčšina	nakararami
zápasy	tumutugma
zápasy	fights
zápasy	games
neho	kaniya
neho	niya
neho	siya
neho	kanya
turnaj	tournament
rovnako	pantay
rovnako	parehong
rovnako	same
druh	type
druh	uri
druh	species
stavby	istruktura
priamo	straight
priamo	tuwid
priamo	diretso
priamo	direktang
priamo	direct
priamo	direkta
priamo	direkta
metrov	meters
metrov	metro
anglický	tagalog
anglický	ingles
albumu	album
funkcia	tungkulin
funkcia	punsiyon
funkcia	tampok
funkcia	itampok
von	lumabas
článkov	akda
článkov	artikulo
štátov	states
štátov	estado
štátov	unidos
južnej	katimugang
južnej	southern
južnej	timog
piesne	kanta
piesne	songs
verzia	bersyon
verzia	bersiyon
hoci	bagaman
hoci	although
image	larawan
image	imahe
york	york
rad	serye
rad	series
rad	rad
rad	hilera
rad	row
európe	europa
európe	gresya
ktorým	inihahanda
členom	miyembro
zatiaľ	samantala
výška	taas
výška	height
túto	ito
túto	nito
stav	status
stav	katayuan
stav	kalagayan
stav	kondisyon
stav	kundisyon
william	william
png	png
menom	pinangalanang
menom	pinangalanan
menom	nagngangalang
krajine	bansa
krajine	makabayan
marne	marne
právo	diba
právo	kanang
právo	batas
stretnutie	appointment
stretnutie	miting
stretnutie	pulong
stretnutie	pagkakakilala
stretnutie	pagpupulong
stretnutie	reunion
oficiálne	official
oficiálne	opisyal
oficiálne	officially
oficiálne	opisyal
univerzity	unibersidad
univerzity	university
univerzity	unibersidad
univerzity	pamantasan
viacerých	multiple
viacerých	maramihang
san	san
david	david
rozhodca	hukom
rozhodca	husgahan
rozhodca	referee
zmysle	meaning
zmysle	kahulugan
informácie	info
informácie	impormasyon
veľa	lots
veľa	maraming
veľa	maraming
veľa	marami
veľa	magkano
veľa	marami
dokonca	kahit
deti	pambata
malo	malo
malo	ay
malo	had
malo	nagkaroon
malo	dapat
rakúsko	austria
znamená	means
severnej	hilagang
dom	bahay
dom	dom
vody	tubig
vody	waters
jan	jan
patria	belong
patria	nabibilang
www	www
vždy	palagi
vždy	laging
práva	pahintulot
práva	karapatan
práva	rights
ľudia	tao
známe	kilala
známe	familiar
známe	pamilyar
herečka	aktres
herečka	artista
herečka	actress
hrad	mangarap
hrad	kastilyo
menej	kaunti
menej	less
hier	games
bgcolor	bgcolor
známa	kilala
les	kagubatan
les	woods
les	kakahuyan
les	les
les	kagubatan
les	gubat
skôr	halip
skôr	kanina
systému	sistemang
systému	system
systému	sistema
štyri	apat
zeme	daigdig
zeme	lupa
lode	bangka
lode	ships
banská	pagmimina
banská	mining
sám	alone
sám	magisa
básnik	makata
úplne	absolutely
úplne	pasubali
úplne	lubos
úplne	ganap
úplne	totally
dní	araw
ďalší	kasunod
ďalší	susunod
ďalší	next
skladateľ	songwriter
skladateľ	composer
kto	sino
rozdiel	pagkakaiba
rozdiel	differential
tím	team
družstvo	squad
družstvo	matulungin
družstvo	kooperatiba
matematik	matematiko
armády	armies
armády	hukbo
armády	army
rady	advice
rady	payo
rady	konseho
rady	konsilyo
mať	may
world	mundo
označenie	pagmamarka
označenie	designation
označenie	indikasyon
označenie	palatandaan
označenie	pagkakakilanlan
označenie	identification
druhá	pangalawa
mužstvo	team
musí	dapat
jazyk	dila
jazyk	wika
jazyk	alangan
jazyk	wikang
jazyk	tausug
obvode	perimeter
priezviská	surname
predtým	nauna
predtým	dati
predtým	noon
predtým	dati
predtým	bago
vzniku	pagsisimula
finále	finale
finále	finals
open	buksan
open	bukas
open	open
činnosť	gawain
činnosť	aktibidades
činnosť	gawain
činnosť	aktibidad
vojna	digmaan
vojna	digmaang
vrch	tuktok
vrch	nangunguna
vrch	itaas
paul	paul
paul	pablo
súťaže	competitions
súťaže	paligsahan
súťaže	kompetisyon
ivan	ivan
pracoval	nagtrabaho
pas	pas
pas	pasaporte
pas	passport
cesty	landas
cesty	daan
šírka	latitude
šírka	lapad
základné	mahalaga
základné	mahahalagang
základné	basic
chránené	pinoprotektahan
chránené	protektado
rýchlosť	hagibis
rýchlosť	rate
rýchlosť	bilis
pozícia	posisyon
pozícia	opinyon
podarilo	pinamamahalaan
podarilo	pinamamahalaang
mnoho	maraming
mnoho	marami
prezident	pangulo
prezident	presidente
knihy	libro
knihy	aklat
prírodná	likas
prírodná	natural
cieľom	aim
prahe	praga
prahe	prague
filozof	pilosopo
rhône	rhône
spev	kumakanta
spev	kantahan
spev	pagkanta
častí	parts
hral	naglaro
hral	nilalaro
hral	nilaro
organizácie	organisasyon
ostrov	isla
ostrov	pulo
ostrov	island
kráľovstvo	kaharian
pavol	paul
pavol	pablo
triedy	pasok
triedy	klase
americká	amerikano
hlavný	pangunahing
hlavný	pangunahin
play	dula
play	play
play	makipaglaro
play	maglaro
najviac	pinaka
najviac	karamihan
calais	calais
došlo	naganap
sídlo	mansion
sídlo	headquarters
sídlo	upuan
člen	miyembro
vznik	paglitaw
karol	karol
druhov	species
nikdy	never
činnosti	gawain
činnosti	aktibidades
lebo	kc
lebo	kasi
lebo	dahil
centre	center
centre	sentro
centre	sentro
centre	centre
prevažne	predominantly
štáty	states
štáty	estado
štáty	unidos
štáty	bansang
robert	robert
hudba	sinauna
hudba	tugtog
hudba	musika
hudba	tugtugin
hudba	music
dvojhra	singles
off	off
cirkvi	simbahan
cirkvi	iglesia
cirkvi	simbahan
cirkvi	church
stupeň	degree
stupeň	antas
stupeň	grade
spojených	sumali
spojených	nakasali
michal	michal
michal	michael
význam	kaugnayan
význam	kahalagahan
význam	meaning
význam	kahulugan
budova	gusali
malé	liit
malé	maliit
malé	kaunti
malé	maliit
malé	malé
raz	someday
raz	kapag
jedno	isa
jedno	one
nord	nord
šport	palakasan
šport	sport
šport	isport
šport	palakasan
šport	isports
šport	sports
človek	pantao
človek	tao
človek	makatao
človek	human
človek	lalaking
človek	lalaki
človek	man
jean	jean
spevák	singer
des	des
pomerne	katamtamang
pomerne	medyo
pomerne	medyo
pomerne	katamtaman
pomerne	relatibong
polovici	mid
minulosti	nakaraan
minulosti	nakalipas
minulosti	nakaraang
diel	gumagana
ostatné	iba
cca	approx
skóre	score
skóre	iskor
skóre	scores
kultúry	kultura
kultúry	nok
black	itim
filmy	films
filmy	movies
stanice	istasyon
rock	bato
rock	rock
české	české
napísal	isinulat
napísal	nakasulat
napísal	sinulat
napísal	naisulat
napísal	sinulat
napísal	wrote
napísal	nagsulat
dal	dal
dal	nagbigay
liga	league
liga	liga
liga	liga
funkcie	tungkulin
funkcie	punsiyon
funkcie	tampok
funkcie	katangian
matka	nanay
matka	ina
stalo	nangyari
kategórie	kategorya
republika	republika
najlepší	makakaya
najlepší	pinakamagandang
najlepší	pinakamaganda
najlepší	best
pieseň	awitin
pieseň	kanta
pieseň	awit
univerzite	university
univerzite	unibersidad
univerzite	pamantasan
hrá	gumaganap
futbalista	putbolista
niekoľkých	ilang
centrum	centrum
centrum	center
centrum	sentro
centrum	sentro
centrum	centre
druhy	species
federácie	pederasyon
mohol	ma
moselle	moselle
rieka	ilog
richard	richard
najprv	unang
najprv	muna
rusko	rusya
rusko	russia
data	datos
data	data
fontsize	fontsize
hokej	hockey
miliónov	milyon
miliónov	milyon
miliónov	millions
doby	regla
top	tuktok
top	nangunguna
top	itaas
silla	silla
herschel	herschel
skladba	awitin
skladba	kanta
skladba	awit
ríše	empires
ríše	imperyo
ríše	monggol
ríše	lupain
ríše	realms
city	lungsod
city	siyudad
city	city
city	nadarama
city	damdamin
city	feelings
účasti	paglahok
skladby	track
skladby	kanta
skladby	songs
získala	nakuha
získala	natanggap
mape	mapa
most	tulay
dobre	mabait
dobre	mabuti
dobre	okay
ulice	kalye
mapa	mapa
vladimír	vladimir
sily	lakas
sily	tibay
sily	pwersa
sily	sandatahan
súčasť	bahagi
súčasť	part
súčasť	parte
členov	miyembro
členov	members
členov	kasapi
fyzik	pisiko
powiat	county
powiat	kondado
domov	tahanan
domov	bahay
domov	makauwi
významné	makabuluhang
krajina	bansa
krajina	makabayan
krajina	pahiga
krajina	landscape
krajina	tanawin
budovy	gusali
milan	milan
kým	till
kým	habang
kým	hanggang
lat	lat
taliansko	italya
model	model
university	university
university	unibersidad
university	pamantasan
prípadne	marahil
prípadne	posibleng
km²	km²
hviezdy	stars
miesta	places
projekt	project
projekt	proyekto
projekt	taumbayan
kniha	book
kniha	libro
kniha	aklat
viacero	ilang
viacero	multiple
viacero	maramihang
mária	mary
mária	maria
mária	marie
mária	maria
motor	engine
motor	makina
motor	motor
celkom	kabuuang
celkom	kabuuan
názvy	pamagat
krajín	bansang
james	james
vedie	leads
vedie	pinangunahan
vedie	lead
založené	itinatag
založené	batay
európskej	europeo
európskej	european
pohár	baso
pohár	salamin
pohár	pampalaki
pohár	tasa
pohár	kopa
jednotlivých	indibiduwal
manželka	asawa
manželka	asawa
mohli	ma
nobelovej	nobel
music	sinauna
music	tugtog
music	musika
music	tugtugin
music	music
divadlo	sinehan
divadlo	theater
divadlo	teatro
divadlo	tanghalan
malý	liit
malý	maliit
malý	kaunti
malý	maliit
vplyv	epekto
vplyv	impluwensiya
vplyv	impluwensya
vplyv	effect
vplyv	epekto
štefan	stephen
štefan	esteban
štefan	stefan
mimo	labas
michael	michael
existuje	umiiral
celkovo	kabuuang
celkovo	kabuuan
celkovo	pangkalahatan
zákon	batas
vodné	tubig
vodné	nabubuhay
vodné	aquatic
avšak	subalit
avšak	gayunman
avšak	gayunpaman
sts	sts
nástroje	instruments
nástroje	kasangkapan
hmotnosť	mass
hmotnosť	misa
hmotnosť	masa
hmotnosť	timbang
hmotnosť	bigat
vpravo	diba
vpravo	kanang
stanica	estasyon
stanica	station
stanica	istasyon
saône	saône
bývalý	dating
tvar	shape
tvar	hugis
jednotka	squad
jednotka	yunit
jednotka	unit
založená	itinatag
založená	batay
pedagóg	educator
taliansky	italian
taliansky	italyano
pohľad	pagtingin
pohľad	tingnan
pohľad	tignan
pohľad	panonood
pohľad	view
records	records
records	talaan
alexander	alejandro
alexander	alexander
ruský	russian
ruský	ruso
vzhľadom	considering
vzhľadom	binigay
vzhľadom	given
vzhľadom	ibinigay
teraz	ngayon
všetko	all
všetko	puro
všetko	lahat
homo	homo
côte	côte
iný	ibang
iný	iba
povrchu	ibabaw
veku	edad
veku	age
britský	british
služby	serbisyo
služby	serbisyo
služby	paglilingkod
#aaa	#aaa
márie	marie
márie	mary
márie	maria
zem	daigdig
zem	lupa
zem	lupa
zem	ground
kostola	iglesia
kostola	simbahan
kostola	church
vrátil	ibabalik
vrátil	binalik
loď	barko
loď	bangka
tréner	trainer
tréner	coach
juhu	katimugang
juhu	southern
juhu	timog
možnosť	opsyon
možnosť	posibilidad
val	val
najlepšie	itinatampok
najlepšie	itinampok
najlepšie	makakaya
najlepšie	pinakamagandang
najlepšie	pinakamaganda
najlepšie	best
vláda	pamahalaan
vláda	gobyerno
štyroch	apat
úlohu	tungkulin
koniec	matatapos
koniec	katapusan
koniec	pagtatapos
koniec	tapusin
koniec	dulo
koniec	nagtatapos
koniec	ending
brankár	goalkeeper
treba	need
treba	kailangan
história	kasaysayan
história	history
prostredníctvom	via
prostredníctvom	through
malá	liit
malá	maliit
malá	kaunti
malá	maliit
trať	track
trať	subaybayan
postavy	character
postavy	characters
štúdium	aral
štúdium	araling
štúdium	aral
sezóny	panahon
histórii	kasaysayan
histórii	history
filozofia	pilosopiya
písmo	font
začína	begins
začína	magsisimula
začína	nagsisimula
začína	magsisimula
začína	nagsisimula
začína	sinisimulan
začína	nagsisimula
začína	simula
toku	flux
toku	daloy
midi	midi
verzie	bersyon
slovo	salitang
slovo	salita
hustota	density
slovník	talahulugan
slovník	talasalitaan
slovník	diksiyunaryo
slovník	dictionary
slovník	diksyunaryo
doprava	traffic
doprava	trapiko
doprava	transportasyon
doprava	sasakyan
doprava	transportasyon
doprava	sasakyan
výkon	power
výkon	kapangyarihan
výkon	pagtatanghal
výkon	pagganap
poly	poly
literatúra	panitikan
literatúra	panitikang
kultúra	kultura
kultúra	nok
ostrovy	kapuluang
umenia	sining
vydal	inisyu
zdroj	source
zdroj	pinagkunan
zdroj	mapagkukunan
zdroj	resource
ligy	major
ligy	league
ligy	liga
múzeum	museo
vyhral	nanalo
vyhral	panalo
zssr	ussr
tečie	daloy
tečie	umaagos
tečie	lumilitaw
tečie	agos
tečie	umaagos
daniel	daniel
cirkev	iglesia
cirkev	simbahan
cirkev	church
predstavuje	kumakatawan
teória	panukala
teória	teoriya
teória	teorya
hra	game
hra	laro
let	flight
let	lipad
priemerná	karaniwan
aktívne	active
aktívne	aktibong
aktívne	aktibo
jazyka	dila
jazyka	wika
jazyka	alangan
jazyka	wikang
jazyka	tausug
smer	direksiyon
smer	direction
smer	direksiyon
smer	direksyon
neďaleko	malapit
neďaleko	kalapit
gehrels	gehrels
kariéry	career
kariéry	karera
svet	mundo
architektúra	architecture
architektúra	arkitektura
ázie	asyano
ázie	asian
ázie	asya
zápas	game
zápas	laro
zápas	laban
zápas	tugma
rowspan	rowspan
spoločne	jointly
spoločne	sama
spoločne	magkasama
správy	balita
správy	news
správy	ulat
mesiac	buwan
mesiac	buwan
mesiac	moon
trieda	klase
nitra	nitra
prvky	tampok
prvky	katangian
energie	enerhiya
dcéra	daughter
zdroje	sources
zdroje	pinagmumulan
zdroje	pagkukunan
zdroje	mapagkukunan
zdroje	resource
zdroje	mapagkukunan
zdroje	yaman
zdroje	kayamanan
problém	problema
mora	mora
mora	dagat
dostala	natanggap
dostala	nakuha
priestor	space
priestor	kalawakan
priestor	puwang
priestor	espasyo
spôsob	paraan
spôsob	paraang
spôsob	paraan
spôsob	way
hlavná	major
hlavná	pangunahing
hlavná	pangunahin
pamiatky	palatandaan
pamiatky	pamamasyal
pamiatky	tanawin
pamiatky	monuments
vytvoril	ginawa
vytvoril	nilikha
org	org
najväčšie	pinakamalaking
najväčšie	pinakamalaking
pápež	papa
bicie	instrumentong
bicie	tambol
bicie	drum
bicie	drum
bicie	drums
znovu	ulit
znovu	again
znovu	muli
znovu	nanaman
hľadiska	perspektibo
hľadiska	pananaw
syna	anak
syna	son
wiki	wiki
západnej	kanluranin
západnej	western
výrazne	makabuluhang
problémy	trouble
problémy	suliranin
problémy	problema
problémy	problema
live	mabuhay
live	mamuhay
live	live
ríša	imperyo
ríša	monggol
ríša	lupain
namiesto	instead
maliar	pintor
proces	maproseso
proces	prosesong
proces	proseso
slnka	sun
slnka	araw
predseda	pangulo
predseda	presidente
predseda	upuan
predseda	chairman
ameriky	amerika
ameriky	america
ameriky	amerika
wikipédia	wikipedia
potrebné	need
potrebné	kailangan
potrebné	kailangan
potrebné	kinakailangan
označuje	denotes
chrám	templo
literatúry	panitikan
literatúry	panitikang
groeneveld	groeneveld
navyše	plus
navyše	dagdag
navyše	extra
región	rehiyon
postavený	nakapaloob
postavený	binuo
séria	serye
séria	series
séria	batch
stavba	konstruksiyon
stavba	construction
stavba	konstruksyon
národná	national
národná	pambansa
národná	pambansang
národná	nasyonal
román	nobela
poradie	ranking
poradie	ranggo
poradie	order
haleakala	haleakala
poľsko	poland
pamiatka	monumento
pamiatka	remembrance
pamiatka	palatandaan
telo	katawan
hovorí	nagsasalita
hovorí	sabi
krátko	dagli
petra	pedro
petra	peter
petra	petra
brno	brno
zmeny	pagbabago
zmeny	pagbabago
zmeny	nagbabago
zmeny	nababago
slov	salita
atď	atbp
atď	etc
minút	minuto
die	die
die	mamatay
die	mamamatay
speváčka	singer
prácu	trabaho
prácu	job
atp	atp
los	los
los	mus
lietadlá	eroplano
posledný	huling
posledný	huli
posledný	last
umenie	sining
umenie	art
umenie	sining
farba	kulay
farba	paint
farba	pintura
farba	kulay
love	nagmahal
love	love
love	nagmamahal
love	pangangaso
unesco	unesco
dolná	lower
rýchlo	mabilisan
rýchlo	dali
