河岸	flussufer
排斥	ausschluß
連鎖	kette
連鎖	hotelkette
連鎖	chain
企鵝	pinguine
企鵝	pinguine
企鵝	pinguin
沙灘	sandstrand
沙灘	strände
沙灘	strand
沙灘	strände
沙灘	buchten
賓夕法尼亞	pennsylvania
騎師	jockey
高棉	khmer
懸	aufhängen
懸	hängen
懸	abhängen
頒布	verkündet
頒布	verkündung
頒布	verabschiedung
頒布	erlassen
頒布	erlassen
浪潮	gezeiten
浪潮	titel
浪潮	flut
浪潮	welle
浪潮	wave
浪潮	winken
盈利	profit
盈利	gewinne
盈利	gewinn
盈利	profitabel
盈利	gewinnbringend
盈利	rentabel
盈利	rentabilität
盈利	ertragslage
盈利	wirtschaftlichkeit
過渡	übergänge
過渡	übergangsphase
過渡	übergang
過渡	übergänge
傳教士	missionare
傳教士	missionare
傳教士	missionar
表揚	lob
表揚	gelobt
表揚	loben
每個人	jeder
每個人	alle
每個人	jedermann
每個人	jeder
每個人	alle
每個人	jedem
每個人	jedermann
辜	koo
目睹	zeuge
濕	feucht
濕	wet
濕	nasse
濕	feuchte
濕	nass
獲准	gestattet
獲准	erlaubte
獲准	erlaubt
獲准	zulässig
摩西	mose
摩西	moses
摩西	musa
降級	herabstufung
降級	herabstufung
降級	degradiert
網際網路	internetseiten
網際網路	internetzugang
網際網路	internetanschluss
網際網路	internet
遠藤	endo
戶外	außenbereich
戶外	draussen
戶外	outdoor
戶外	außen
戶外	draußen
戶外	außenbereich
戶外	draussen
戶外	draußen
文憑	diplomarbeit
文憑	diplom
文憑	diplome
文憑	abschlüsse
氨基酸	aminosäuren
氨基酸	amino
脊椎	wirbelsäule
脊椎	rückgrat
空缺	freie
空缺	frei
阻擋	blockiert
阻擋	blockieren
阻擋	sperrung
巡邏	patrouillen
巡邏	patrouillieren
巡邏	patrouillen
巡邏	patrouillen
巡邏	streife
巡邏	patrouille
睡	schlaf
睡	nachtruhe
睡	schläft
睡	schlafen
睡	schlafe
睡	schlaf
睡	schlafen
睡	schläft
溴	brom
扭力	drehmoment
蛋糕	cake
蛋糕	torten
蛋糕	kuchen
蛋糕	torte
蛋糕	gebäck
蛋糕	torten
蛋糕	kuchen
流出	abfluss
流出	abgänge
沙巴	sabah
對待	behandeln
對待	gönnen
鑲嵌	fliesen
鑲嵌	tiling
持股	beteiligungen
持股	beteiligung
持股	anteile
崇德	virgil
過期	abgelaufen
過期	verfallen
過期	ablaufdatum
過期	ablauf
過期	auslaufen
過期	erlöschen
過期	abgelaufen
過期	verstrichen
過期	abgelaufene
過期	abgelaufenen
過期	läuft
過期	verfällt
過期	gültig
庇護	asylpolitik
庇護	asyl
庇護	asylbewerber
庇護	asylrecht
恐慌	panik
前輩	ältere
前輩	ältester
前輩	älteren
前輩	ältesten
前輩	älteste
海嘯	tsunami
海嘯	tsunamis
旋風	ozon
旋風	ozonschicht
旋風	orkan
旋風	wirbelsturm
旋風	zyklon
旋風	wirbelwind
旋風	wirbelsturm
殘疾	behinderte
殘疾	gesperrt
殘疾	deaktiviert
殘疾	behindert
殘疾	behinderten
殘疾	behinderung
殘疾	gebrechen
殘疾	behinderte
殘疾	behinderungen
殘疾	behinderung
殘疾	invalidität
殘疾	behinderte
殘疾	arbeitsunfähigkeit
殘疾	gebrechen
聖地牙哥	santiago
推定	vermutung
推定	annahme
推定	vermutet
推定	vermutlich
推定	mutmaßliche
推定	vermutete
推定	angenommen
處決	ausführung
處決	exekution
處決	durchführung
處決	hinrichtung
處決	exekution
處決	hinrichtungen
處決	hinrichtung
自傳	autobiographie
自傳	biographie
自傳	lebenslauf
自傳	biografie
哇	wow
哇	boah
病患	patientinnen
病患	patienten
病患	geduldig
病患	patienten
病患	patient
病患	geduld
病患	patientin
碳酸	carbonat
漁業	fischerei
漁業	fischerei
漁業	fischerei
漁業	fischen
漁業	fischfang
漁業	angeln
硼	bor
命中	hits
命中	aufrufe
命中	treffer
命中	zugriffe
命中	schlag
命中	getroffen
命中	hit
命中	treffer
大野	ono
杜鵑	rhododendron
杜鵑	kuckuck
定型	stereotype
大理石	marmor
大理石	marble
撥款	allokation
撥款	aufteilung
撥款	zuweisungen
撥款	zuordnung
撥款	zuweisung
撥款	zuweisungen
炭	holzkohle
炭	kohle
炭	carbon
炭	kohlenstoff
特效	auswirkung
特效	effekte
特效	wirkung
特效	effekt
特效	auswirkungen
特效	wirkungen
特效	effekte
特效	wirkung
特效	auswirkungen
特效	effekt
疑問	bezweifeln
疑問	zweifeln
疑問	zweifel
疑問	bezweifle
步驟	stufe
步驟	step
步驟	schritt
步驟	treppe
步驟	schritten
步驟	schritte
步驟	stufen
大洲	kontinente
大洲	kontinent
大洲	kontinenten
大洲	kontinent
織	weben
救助	bergung
救助	retten
縮小	schrumpft
縮小	schrumpfen
縮小	schrumpfung
縮小	schrumpfenden
縮小	schmalen
縮小	eng
縮小	schmale
縮小	enge
縮小	engen
縮小	schmal
縮小	schrumpft
縮小	psychiater
縮小	verkleinern
縮小	schrumpfen
衡量	vermessung
衡量	messen
衡量	vermessen
衡量	messgeräte
衡量	messung
衡量	vermessung
衡量	messen
衡量	messtechnik
衡量	maßeinheit
衡量	messung
衡量	maßnahme
衡量	messen
衡量	maß
衡量	massnahme
內陸	binnenschifffahrt
內陸	inland
內陸	landesinneren
內陸	binnenschiffahrt
高興	gerne
高興	fröhlich
高興	happy
高興	glücklich
高興	zufrieden
電路	schaltkreise
電路	schaltungen
電路	schaltungen
電路	kreislauf
電路	circuit
電路	rennstrecke
電路	schaltung
墓園	friedhof
墓園	friedhöfe
間隔	abständen
間隔	intervallen
間隔	abstände
間隔	abstand
間隔	zeitraum
間隔	intervall
間隔	zeitspanne
間隔	abstand
間隔	abstände
海岸線	küste
海岸線	westküste
海岸線	küstenlinie
海岸線	ufer
海岸線	küste
海岸線	küstenlinie
海岸線	küsten
海岸線	küsten
擢	mew
詩歌	gedichten
詩歌	gedichte
詩歌	dichtung
詩歌	poesie
詩歌	lyrik
詩歌	gedichte
善良	freundlich
善良	art
善良	güte
善良	freundlichkeit
流失	abfluss
氧化物	stickoxide
氧化物	oxide
氧化物	oxid
正方形	square
正方形	rechteck
正方形	quadratisch
正方形	quadrat
正方形	platz
保守派	konservativ
保守派	konservativen
保守派	conservative
保守派	konservativer
保守派	konservative
保守派	konservativ
保守派	konservativen
保守派	conservative
保守派	konservativer
保守派	konservative
判刑	strafmaß
判刑	verurteilung
判刑	verurteilt
判刑	verurteilten
判刑	verurteilte
判刑	sätze
判刑	sätzen
判刑	satz
判刑	strafmaß
判刑	strafe
剪輯	bearbeitung
剪輯	schnitt
剪輯	editieren
剪輯	bearbeiten
剪輯	redaktion
剪輯	clip
分級	einstufung
分級	sortierung
灶	öfen
灶	backofen
灶	ofen
灶	herd
灶	herd
複數	mehrzahl
複數	plural
英勇	mut
英勇	tapferkeit
氯化	chlorid
氯化	natriumchlorid
氯化	chlorierung
印度教	hinduismus
印度教	hindus
印度教	hindu
印度教	hindus
會所	clubhaus
外貌	erscheinen
外貌	erscheinung
外貌	auftritt
外貌	aussehen
外貌	erscheinungsbild
短缺	knappheit
短缺	engpässe
短缺	verknappung
短缺	mangel
短缺	defizit
短缺	knappheit
短缺	verknappung
短缺	mangel
音節	silbe
音節	silben
傻	blöd
傻	doof
傻	dummkopf
傻	dumm
傻	dumm
傻	albern
跳躍	jump
跳躍	spring
跳躍	springen
跳躍	springe
跳躍	sprung
跳躍	springen
跳躍	sprünge
跳躍	hüpfen
跳躍	springt
跳躍	springen
跳躍	springe
測驗	test
測驗	testen
測驗	prüfung
測驗	tests
測驗	prüfungen
測驗	test
測驗	testen
測驗	prüfung
測驗	tests
測驗	quiz
伯德	vogelarten
伯德	vögel
伯德	vogel
伯德	bird
峽谷	canyons
峽谷	schlucht
峽谷	schluchten
峽谷	schlucht
峽谷	schlucht
峽谷	canyon
傳聞	hörensagen
傳聞	gerüchte
傳聞	gerücht
傳聞	gerüchten
飼養	fortpflanzung
飼養	aufzucht
飼養	zucht
飼養	züchten
飼養	züchtung
吞吐量	durchsatz
氣壓	druck
氣壓	luftdruck
氣壓	überdruck
戰區	theater
微波	mikrowelle
微波	mikrowellen
液體	flüssigkeiten
液體	flüssigkeit
液體	flüssig
液體	fließend
液體	flüssigkeiten
液體	flüssigkeit
液體	flüssige
液體	flüssig
液體	flüssigkeit
液體	liquid
液體	flüssigkeiten
回顧	zusammenfassung
住宿	übernachtung
住宿	unterbringung
住宿	unterkünfte
住宿	unterkunft
住宿	ferienwohnungen
住宿	ferienwohnung
住宿	unterbringung
住宿	unterkünfte
住宿	unterkunft
住宿	übernachtungsmöglichkeiten
住宿	unterbringung
信念	glaube
信念	vertrauen
信念	glauben
信念	glaubens
信念	verurteilung
信念	überzeugung
槍擊	fotografieren
槍擊	dreharbeiten
槍擊	schießen
槍擊	shooting
槍擊	schiessen
荷馬	homer
落地	landen
落地	landungen
落地	landung
落地	anlandung
墓碑	grabstein
國歌	hymne
國歌	nationalhymne
彈頭	sprengkopf
彈頭	kugel
彈頭	geschoss
彈頭	sprengköpfe
內心	innen
內心	innenseite
內心	drinnen
內心	innerhalb
內心	inneres
內心	innerer
內心	innere
內心	inner
內心	inneren
新鮮	frischer
新鮮	frische
新鮮	fresh
新鮮	frischen
新鮮	frisch
畏	angst
沼澤	sumpf
沼澤	marsch
沼澤	sumpf
沼澤	moor
沼澤	marsh
沼澤	sumpf
沼澤	moor
沼澤	bog
直立	aufrecht
圍攻	siege
圍攻	belagert
圍攻	belagerung
表情	ausdrücken
表情	ausdruck
表情	ausdrücke
幻影	phantom
幻影	gespenst
幻影	mirage
氟化	fluor
氟化	fluorid
遙遠	ferne
遙遠	fernen
遙遠	ferne
遙遠	fernen
遙遠	distanziert
遙遠	entfernte
各式	sortiment
各式	diverse
各式	verschiedene
塑像	statuen
塑像	figuren
塑像	denkmal
塑像	statue
牛肉	rind
牛肉	rindfleisch
樓梯	treppenhaus
樓梯	treppen
樓梯	treppe
樓梯	stufen
樓梯	treppenhaus
樓梯	treppen
樓梯	treppe
狩獵	jagen
狩獵	hunt
狩獵	jagd
狩獵	jagen
狩獵	jagd
專科	fachgebiete
專科	spezialitäten
穩	ruhig
穩	beständig
穩	gleichmäßig
穩	steady
穩	stetig
等候	warte
等候	gewartet
等候	abwarten
等候	warten
等候	wartet
會費	gebühren
下屬	untergebenen
末日	doomsday
動機	motive
動機	motiv
動機	motivieren
動機	motivation
動機	motiviert
動機	motive
動機	beweggründe
動機	gründe
動機	motiven
動機	motiv
通告	rundschreiben
軌跡	track
軌跡	flugbahn
軌跡	strecke
軌跡	pfad
軌跡	wanderweg
軌跡	trail
軌跡	locus
風景	kulisse
風景	landschaft
風景	landschaften
風景	landschaft
風景	naturlandschaft
風景	landschaften
滴	fallenlassen
滴	ablegen
滴	drop
滴	tropfen
滴	tropfen
滴	tropf
滴	tropfen
昏迷	koma
微型	minigolf
微型	miniatur
微型	mikro
微型	mikroorganismen
微型	kleinstunternehmen
微型	micro
海豹	verschlüsse
海豹	robben
海豹	siegel
海豹	dichtungen
海豹	versiegeln
海豹	dichtungen
海豹	dichtung
海豹	siegel
海豹	gütesiegel
樓上	oben
樓上	obergeschoss
大廳	halle
大廳	eingangshalle
大廳	flur
大廳	hall
大廳	saal
大廳	foyer
大廳	empfangshalle
大廳	lobby
大廳	eingangshalle
神廟	tempels
神廟	tempel
界限	abgrenzungen
界限	begrenzungen
界限	grenzen
界限	abgrenzung
斯德哥爾摩	stockholm
斯德哥爾摩	schweden
岩手	iwate
日誌	fachzeitschrift
日誌	zeitschrift
日誌	tagebuch
日誌	protokoll
日誌	anmelden
日誌	log
日誌	einloggen
喊	schrei
喊	brüllen
喊	schrei
喊	shout
喊	schreien
喊	rufen
喊	brüllen
基準	ausgangslage
基準	ausgangssituation
基準	basisdaten
基準	bemessungsgrundlage
基準	benchmark
基準	benchmarks
基準	maßstab
基準	benchmarks
基準	benchmark
基準	benchmarking
花瓣	blütenblätter
蜥蜴	eidechsen
蜥蜴	eidechse
袍	roben
袍	gewänder
總和	summe
總和	betrag
總和	sum
著作權	urheberschaft
著作權	urheberrechte
著作權	urheberrechts
著作權	urheber
著作權	copyright
著作權	urheberrecht
熱心	begeisterung
熱心	eifer
熱心	enthusiasmus
熱心	begeistern
熱心	begeisterung
熱心	begeisterten
熱心	begeisterte
熱心	begeistern
熱心	begeistert
安倍	abe
放射	radiologie
放射	radiologischen
放射	radioaktivität
放射	bestrahlung
放射	strahlung
放射	strahlungen
放射	radioaktivität
放射	strahlen
放射	radioaktiv
放射	radioaktiver
放射	radioaktivität
放射	radioaktive
放射	radioaktiven
小熊	cubs
開支	ausgaben
開支	kosten
開支	spesen
開支	unkosten
開支	aufwendungen
平板	tafeln
平板	tabletten
平板	tablette
平板	tablett
平板	tabletten
平板	tablet
摩擦	reiben
摩擦	reiben
摩擦	reibung
敵方	gegner
敵方	feindliche
敵方	feindlich
敵方	feinde
敵方	feind
理工學院	fachhochschulen
理工學院	fachhochschule
理工學院	fachhochschulen
理工學院	polytechnic
繁榮	wohlfahrt
繁榮	wohlstand
繁榮	ausleger
繁榮	boom
繁榮	bumm
繁榮	wohlhabende
繁榮	wohlstand
繁榮	wohlhabend
繁榮	wohlhabenden
輪胎	reifen
輪胎	reifen
輪胎	reifen
輪胎	reifens
輪胎	reifen
延期	erweiterungen
延期	erweiterung
延期	verlängerungen
延期	ausweitung
延期	verlängerung
延期	ausdehnung
延期	ausbau
延期	erweiterung
肺炎	lungenentzündung
肺炎	pneumonie
波長	wellenlängen
波長	wellenlänge
波長	wellenlängen
波長	wellenlänge
親屬	verwandten
親屬	angehörige
親屬	verwandtschaft
親屬	verwandte
親屬	angehörigen
禁令	einstweiligen
禁令	verfügung
禁令	anordnung
衍生物	derivate
衍生物	ableitungen
衍生物	derivaten
擴散	diffusion
擴散	streuung
擴散	verbreitung
擴散	vermehrung
醬	sauce
醬	soße
二手	gebrauchte
珠寶	juwelen
珠寶	schmuck
珠寶	edelsteine
珠寶	schmuck
珠寶	schmuckstück
珠寶	schmuck
斧	axt
尼加拉瓜	mittelamerika
尼加拉瓜	nicaragua
非凡	außergewöhnlich
非凡	außergewöhnliches
非凡	außerordentliche
非凡	außergewöhnliche
非凡	außergewöhnlichen
非凡	außerordentlich
焊接	weld
焊接	schweißen
焊接	geschweißt
焊接	schweißen
國防軍	idf
獎學金	stipendiaten
獎學金	stipendien
獎學金	stipendium
獎學金	stipendiaten
獎學金	stipendien
獎學金	stipendium
偵查	recon
偵查	erkundung
偵查	aufklärung
視訊	videospiele
視訊	video
阻礙	behinderung
侄子	neffen
侄子	neffe
墳	grab
墳	grabe
資本主義	kapitalistischen
資本主義	kapitalismus
資本主義	kapitalistische
資本主義	kapitalismus
辛苦	harten
辛苦	schwer
辛苦	hard
辛苦	hart
辛苦	schwierig
有毒	toxische
有毒	toxizität
有毒	toxisch
有毒	giftig
有毒	giftige
有毒	giftige
有毒	giftig
有毒	giftigen
排水	abfluss
排水	abfluss
排水	kanalisation
排水	entwässerung
奇異	exotischen
奇異	exotische
奇異	einzigartig
奇異	singular
雉	fasan
慢性	chronischen
慢性	chronisch
慢性	chronischer
慢性	chronische
馬達	motors
馬達	elektromotoren
馬達	motoren
馬達	kraftfahrzeuge
馬達	motor
馬達	kraftfahrzeug
光榮	glorreichen
光榮	herrlichkeit
光榮	ehre
光榮	ruhm
光榮	glory
胡椒	pepper
胡椒	pfeffer
胡椒	paprika
自信	selbstbewusst
自信	überzeugt
自信	zuversichtlich
自信	selbstvertrauen
自信	vertrauen
自信	zuversicht
邊疆	grenzen
邊疆	grenze
邊疆	grenzgänger
邊疆	grenzgebiet
殖民者	kolonisten
殖民者	siedler
染色體	chromosomen
染色體	chromosomen
染色體	chromosom
枕	kissen
枕	kopfkissen
寺廟	tempels
寺廟	tempel
寺廟	tempels
寺廟	tempel
相交	kreuzungen
相交	schnittpunkt
鈾	uran
伴侶	partner
伴侶	gesellschafter
伴侶	kooperationspartner
伴侶	gefährten
伴侶	kamerad
伴侶	begleiter
伴侶	gefährte
電荷	gebühr
廚房	küchen
廚房	küche
溫柔	ausschreibung
溫柔	zärtlich
溫柔	sanfte
溫柔	behutsam
溫柔	zärtlich
溫柔	sanft
溫柔	sanften
紳士	gentleman
潮汐	gezeiten
潮汐	titel
潮汐	flut
潮汐	gezeiten
潮汐	gezeiten
事變	ereignis
事變	vorfall
事變	zwischenfall
抒情	lyrische
愛麗絲	alice
申訴	beschwerde
申訴	beanstandungen
申訴	beschwerden
申訴	klagen
申訴	beschwerde
申訴	antrag
申訴	beschwerden
申訴	klage
蔓延	verbreiten
蔓延	ausbreiten
蔓延	ausbreitung
蔓延	verteilen
蔓延	spread
蔓延	ausbreitung
蔓延	verbreitung
漂流	treibt
漂流	treiben
燈塔	lighthouse
燈塔	leuchtturm
燈塔	beacon
燈塔	leuchtturm
加勒比	karibik
陡	steile
陡	steilen
陡	steil
陡	steiler
無名	namenlosen
血腥	blutigen
血腥	blutig
血腥	bloody
粉碎	smash
粉碎	zerschlagen
粉碎	zertrümmert
醜聞	skandal
醜聞	skandalös
醜聞	affäre
醜聞	skandale
插圖	illustrationen
插圖	abbildungen
插圖	darstellungen
骨頭	gebeine
骨頭	knochen
骨頭	bones
骨頭	pille
骨頭	knochen
骨頭	bone
經理人	geschäftsführer
經理人	manager
經理人	betriebsleiter
經理人	geschäftsführerin
堡壘	bastion
堡壘	festung
堡壘	burg
堡壘	festung
堡壘	fort
工資	lohn
工資	vergütung
工資	gehälter
工資	gehalt
工資	lohn
工資	lohn
工資	gehälter
工資	löhne
工資	gehälter
工資	löhne
工資	gehalt
憲兵	gendarmerie
憲兵	gendarmen
犀牛	nashorn
犀牛	nashörner
犀牛	rhino
思想家	denker
思想家	denker
乘車	ride
乘車	reiten
乘車	fahrt
寂寞	einsamkeit
寂寞	einsamer
寂寞	einsamen
寂寞	einsamkeit
寂寞	einsam
叢	bündeln
叢	bundle
叢	bündel
叢	paket
花卉	floral
花卉	blüten
花卉	blumen
庭院	hof
庭院	innenhof
庭院	hof
庭院	werft
庭院	yard
樞紐	hubs
樞紐	knotenpunkte
樞紐	drehscheibe
樞紐	knotenpunkt
樞紐	hub
仙女	feen
仙女	fee
蘇維埃	sowjets
蘇維埃	sowjetunion
蘇維埃	sowjet
蘇維埃	sowjetunion
蘇維埃	sowjetischen
蘇維埃	sowjetische
煙花	feuerwerk
煙花	feuerwerk
筋	sehnen
筋	sehne
安藤	ando
和諧	harmonie
和諧	eintracht
和諧	harmony
和諧	harmonisch
和諧	einklang
撤消	widerruf
撤消	widerrufen
室外	außerhalb
室外	aussen
室外	außen
室外	draussen
室外	draußen
室外	außenbereich
室外	draussen
室外	outdoor
室外	außen
室外	draußen
室外	außenbereich
室外	draussen
室外	draußen
鵝	gans
鵝	gänse
鵝	gänse
刺殺	attentate
刺殺	anschlag
刺殺	ermordung
刺殺	mord
刺殺	attentat
彈劾	amtsenthebung
坐標	koordinierung
坐標	koordinaten
坐標	koordination
坐標	koordinieren
坐標	koordinaten
永恆	ewigkeit
永恆	zeitlos
永恆	ewig
永恆	ewigen
永恆	ewige
永恆	ewiges
永恆	ewiger
津貼	vergütungen
津貼	zertifikaten
津貼	zertifikate
津貼	zulage
津貼	taschengeld
津貼	freibetrag
破解	knacken
破解	riss
破解	crack
甲殼類	krebstiere
捲	rollen
捲	rolle
捲	roll
捲	brötchen
捲	würfeln
卡車	lkw
卡車	lastwagen
卡車	truck
卡車	lastkraftwagen
卡車	lkw
卡車	lastwagen
卡車	nutzfahrzeuge
卡車	lastkraftwagen
卡車	lkws
麻雀	spatzen
麻雀	spatz
麻雀	sparrow
阻力	drag
阻力	schleppen
阻力	ziehen
阻力	widerstände
阻力	widerstand
阻力	resistenz
阻力	beständigkeit
阻力	widerstandsfähigkeit
關懷	fürsorge
關懷	pflege
沙拉	salate
沙拉	salat
耳朵	ohren
耳朵	ohr
耳朵	gehör
耳朵	ohren
熔岩	lava
啟發	inspiriert
啟發	inspirierte
啟發	inspirieren
盧森堡	luxemburg
疼痛	schmerz
疼痛	schmerzen
鷗	gull
佔有	besitzes
佔有	besessenheit
佔有	besitz
獨家	exklusiver
獨家	exklusive
獨家	exklusiven
獨家	exklusives
獨家	exklusiv
冥王星	pluto
停火	waffenruhe
停火	waffenstillstand
約束	bedingung
約束	zwang
約束	beschränkung
約束	einschränkungen
約束	einschränkung
掩護	cover
掩護	umschlag
掩護	abdeckung
掩護	decken
掩護	deckung
鈍	stumpf
鈍	blunt
復原	restauration
復原	instandsetzung
復原	wiederherstellung
復原	restaurierung
復原	verwertung
復原	erholung
復原	rückgewinnung
復原	rückforderung
真主	allah
清潔	sauberkeit
清潔	reinigungsmittel
清潔	aufräumen
清潔	reinigen
清潔	putzen
清潔	reinigung
清潔	aufräumen
清潔	sauber
清潔	reinigen
清潔	säubern
