dhe	en
shpesh	frequent
shpesh	vaak
shpesh	dikwijls
shpesh	vaak
përfshirë	betrokken
përfshirë	inclusief
përfshirë	inbegrepen
megjithatë	desalniettemin
megjithatë	niettemin
megjithatë	echter
data	datum
kryesor	belangrijkste
kryesor	voornaamste
kryesor	main
kryesor	primaire
kryesor	primair
emri	naam
jane	jane
jane	janneke
new	nieuw
new	nieuwe
isbn	isbn
zakonisht	meestal
zakonisht	gewoonlijk
zakonisht	gebruikelijke
zakonisht	gebruikelijk
reja	nieuw
reja	nieuwe
federal	federale
federal	federaal
qarkun	county
qarkun	graafschap
qendër	centrum
qendër	centreren
qendër	centrum
qendër	centreren
ana	ana
ana	anna
republika	republiek
iii	ziek
iii	iii
provinca	provincie
der	der
fjalë	woord
fjalë	woorden
ndodhet	gelokaliseerd
amerikan	amerikaan
amerikan	amerikaans
amerikan	amerikaanse
osmane	ottomaanse
pjesa	deel
pjesa	gedeelte
ndonjë	elke
caps	petten
caps	caps
caps	doppen
gjë	ding
gjë	thing
ali	allie
ali	ali
shkruar	schriftelijke
shkruar	geschreven
kulturore	cultureel
kulturore	culturele
mesme	middelste
mesme	middle
mesme	midden
mesme	medium
mesme	middellange
mesme	middelgrote
mesme	middelgroot
shqip	albanese
shqip	albanees
numër	nummer
numër	aantal
numër	getal
atëherë	dan
atëherë	daarna
mjaft	genoeg
bazë	base
bazë	basis
bazë	fundamentele
bazë	basic
kohe	tijd
ndërtuar	gebouwde
ndërtuar	gebouwd
ndërtuar	bouwen
ndërtuar	opbouwen
nëpërmjet	via
solid	stevig
solid	massief
solid	solide
solid	vaste
fshati	dorpje
fshati	dorp
vite	jaar
vite	jaren
forcat	forces
forcat	krachten
vdiq	gestorven
vdiq	overleden
vdiq	stierf
sipërfaqja	hull
sipërfaqja	romp
jug	zuid
jug	zuiden
atyre	hen
lidhur	verbonden
lidhur	aangesloten
lidhur	gekoppelde
lidhur	gelinkt
lidhur	verbonden
lidhur	gekoppeld
lidhur	gebonden
lidhur	vastgebonden
ushtarake	militairen
ushtarake	militair
ushtarake	militaire
ushtarake	krijgsmacht
veri	noorden
veri	noord
papa	paus
popullore	populaire
popullore	populair
numri	nummer
numri	aantal
numri	getal
atij	hem
përveç	behalve
vepra	opus
vepra	aktes
vepra	daden
vepra	werkt
vepra	werken
asaj	haar
vërtetë	real
vërtetë	echte
vërtetë	echt
vërtetë	reëel
vërtetë	echt
vërtetë	werkelijk
përmes	via
përdoret	gebruikt
përdoret	gebruikte
dha	gaf
arriti	gearriveerd
arriti	aangekomen
botë	wereld
spanjë	spanje
ndërkombëtare	internationaal
shqipëria	albanië
sidomos	vooral
tretë	derde
tretë	third
merr	neem
merr	nemen
merr	krijgen
merr	krijg
merr	get
formë	shape
formë	vorm
formë	form
formë	vorm
formë	formulier
kisha	kerken
kisha	kerk
veçantë	speciaal
veçantë	bijzonder
veçantë	speciale
veçantë	special
shteti	land
shteti	staat
shteti	state
vende	plaatsen
vende	zetels
vende	stoelen
vende	zitplaatsen
ndeshje	match
njerëzit	mensen
njerëzit	personen
ende	nog
maqedonisë	macedonië
shënoi	scoorde
shënoi	gescoord
shënoi	gemarkeerde
shënoi	gemarkeerd
shënoi	gemerkt
shënoi	gekenmerkt
fitoi	gewonnen
fitoi	won
vendi	land
vendi	plaats
http	http
faqe	wang
faqe	bladzijde
faqe	pagina
faqe	bladzijden
jeta	life
jeta	leven
popullsia	bevolking
popullsia	populatie
shqiptarët	albanezen
kryetar	speaker
kryetar	luidspreker
kryetar	spreker
kryetar	burgemeester
kryetar	voorzitter
luajtur	gespeelde
luajtur	speelde
luajtur	afgespeeld
luajtur	gespeeld
shtëpi	huis
shtëpi	huizen
shtëpi	thuis
shtëpi	home
shtëpi	huis
shtëpi	startpagina
gjuhë	talen
gjuhë	tongue
gjuhë	tong
gjuhë	taal
gjuhë	taalgebruik
historike	historische
historike	historisch
historike	historisch
historike	historische
fetare	religieuze
fetare	religieus
perëndimore	west
perëndimore	westen
perëndimore	westelijk
perëndimore	western
perëndimore	westelijk
tri	tri
tri	drie
tri	three
shembull	voorbeeld
ekonomike	economische
ekonomike	economisch
ekonomike	zuinig
tilla	dergelijke
saint	heilige
asnjë	geen
plotë	vol
plotë	volledig
plotë	full
plotë	volledige
plotë	volle
rajoni	regio
rajoni	district
shqiptarëve	albanezen
shkolla	scholen
shkolla	school
afër	close
afër	afsluiten
afër	sluiten
afër	sluit
afër	dichtbij
then	falen
then	mislukken
drejt	rechtdoor
drejt	straight
drejt	recht
lindje	oosten
lindje	oost
historia	verhaal
historia	story
historia	geschiedenis
film	filmpje
film	film
film	film
figura	imago
figura	beeld
figura	afbeelding
figura	figuren
figura	cijfers
figura	figuur
zoti	heer
zoti	lord
zoti	heere
kosova	kosovo
gjuha	tongue
gjuha	tong
gjuha	taal
gjuha	taalgebruik
studimet	studies
familje	familie
familje	gezin
duket	lijkt
duket	looks
duket	lijkt
tha	zei
tha	gezegd
tha	said
fillon	begint
fillon	begint
fillon	beginnend
anë	kant
anë	zijde
anë	side
anë	zijkant
gjerë	wide
gjerë	wijd
gjerë	breed
greke	griekse
greke	grieks
greke	griek
qëllim	doel
city	stad
tempulli	tempel
kane	kane
von	von
lufta	oorlog
rast	geval
rast	case
rast	zaak
vjen	komt
vjen	komen
vjen	coming
grupi	band
grupi	groep
grupi	fractie
pare	gezien
itali	italië
arritur	behaald
arritur	bereikte
arritur	bereikt
arritur	bereikte
arritur	bereikt
shumica	meerderheid
rëndësishëm	instrumentale
svg	svg
shkencore	wetenschappelijk
autor	auteur
autor	schrijver
përpara	forward
përpara	voorwaarts
përpara	vooruit
përpara	doorsturen
përpara	voordat
përpara	vóór
punës	arbeid
tregon	aangeeft
tregon	toont
tregon	shows
tonë	onze
tonë	ons
njerëz	mensen
njerëz	personen
jugore	zuidelijk
botuar	gepubliceerd
botuar	verschenen
botuar	gepubliceerde
botuar	uitgegeven
pesë	vijf
pesë	five
anëtar	lid
prandaj	daarom
lloji	soort
lloji	typ
lloji	type
lloji	soort
emër	naamwoord
emër	naam
ibn	ibn
grup	groep
grup	fractie
mali	berg
mali	mount
mali	aankoppelen
mali	mali
zhvillimin	ontwikkeling
john	johannes
john	john
vendet	zetels
vendet	stoelen
vendet	zitplaatsen
vendet	plaatsen
vendet	landen
poshtë	down
poshtë	omlaag
poshtë	onder
poshtë	hieronder
poshtë	bodem
poshtë	onderkant
poshtë	bottom
fjala	woord
jep	geeft
jep	subsidies
jep	beurzen
jep	geef
jep	geven
wikipedia	wikipedia
bashkë	samen
hershme	early
hershme	vroeg
hershme	vroege
jugut	zuid
jugut	zuiden
lindore	oostelijk
lindore	oostelijke
përfshinë	inclusief
përfshinë	inbegrepen
italia	italië
qarqet	rondjes
qarqet	cirkels
qarqet	kringen
qarqet	circuits
qarqet	schakelingen
qarqet	districten
qarqet	wijken
punë	job
punë	baan
punë	werk
punë	arbeid
punë	werken
hapur	open
hapur	openen
hapur	ontgrendeld
njihet	bekende
njihet	gekend
njihet	gekende
njihet	bekend
qendra	centrum
qendra	centreren
qendra	centrum
qendra	centreren
libri	boek
romake	roman
romake	romeinse
romake	romeins
shquar	onderscheiden
caktuar	toegewezen
administrative	administratief
administrative	administratieve
pati	patty
pati	patti
burimi	bron
burimi	hulpbron
burimi	resource
sistemi	systeem
sistemi	stelsel
politik	politiek
politik	politieke
fushë	veld
shtëpia	thuis
shtëpia	home
shtëpia	huis
shtëpia	startpagina
shtëpia	huis
kete	dit
kete	deze
ora	tijd
ora	ora
ora	klok
gola	doelstellingen
gola	doelpunten
gola	goals
gola	doelen
serbe	servische
serbe	servisch
serbe	servië
serbe	servische
serbe	servisch
detit	zee
burim	bron
njeri	menselijk
njeri	menselijke
njeri	mens
njeri	man
not	zwemmen
faqet	bladzijden
faqet	wangen
ate	hem
lirë	los
lirë	losjes
lirë	losse
lirë	free
lirë	vrij
lirë	gratis
bardhë	wit
bardhë	witte
komuniste	communistische
komuniste	communist
komuniste	communistisch
gjermane	duits
gjermane	duitse
ujë	water
zhvilluar	ontwikkelden
zhvilluar	ontwikkelde
zhvilluar	ontwikkeld
rrethi	kring
rrethi	cirkel
koha	tijd
letrare	literair
letrare	literaire
tokë	aarde
tokë	earth
tokë	grond
tokë	land
histori	verhaal
histori	story
histori	geschiedenis
kreu	hoofd
kreu	head
njeriu	man
gjendje	situatie
gjendje	toestand
gjendje	conditie
gjendje	aandoening
gjendje	voorwaarde
gjendje	toestand
amerikane	amerikaan
amerikane	amerikaans
amerikane	amerikaanse
krye	top
krye	bovenste
krye	bovenkant
tirana	tirana
veprat	aktes
veprat	daden
vendos	instellen
vendos	set
vendos	ingesteld
vendos	beslis
vendos	beslissen
mbajtur	gehouden
mbajtur	vastgehouden
mbajtur	onderhouden
mbajtur	gehouden
com	com
madje	zelfs
colspan	colspan
përfshin	omvat
përfshin	inclusief
përfshin	betrekt
george	joris
george	george
elektrike	elektrische
elektrike	elektrisch
elektrike	elektrische
elektrike	electrische
elektrike	elektrisch
luftë	oorlog
arsye	redenen
arsye	reden
arsye	rede
punuar	werkte
punuar	gewerkt
punuar	werkend
punuar	werken
punuar	werkende
perëndim	west
perëndim	westen
perëndim	westelijk
fëmijë	kids
fëmijë	kinderen
fëmijë	kind
fëmijë	kindje
fëmijë	kinderen
malit	berg
qarku	county
qarku	graafschap
qarku	circuit
autori	auteur
autori	schrijver
shtrihet	strekt
shtrihet	rekt
shtrihet	verlengt
vete	mijzelf
vete	zelf
vete	mezelf
vete	ikzelf
mira	mira
verore	zomer
ushtarak	militairen
ushtarak	militair
ushtarak	militaire
ushtarak	krijgsmacht
ushtarak	martial
përsëri	alweer
përsëri	opnieuw
përsëri	nogmaals
evropian	europese
evropian	europees
vendbanim	verblijfplaats
vendbanim	residentie
vendbanim	woonplaats
familja	familie
familja	gezin
larg	far
larg	ver
larg	weg
princi	prince
princi	prins
kaluar	voorbij
kaluar	verleden
kaluar	doorgegeven
kaluar	geslaagd
pikë	punten
pikë	punt
pikë	point
qeveria	regering
qeveria	overheid
nobel	nobel
shkencave	wetenschappen
rolin	rol
jugosllave	joegoslavische
mal	berg
mal	mal
vetem	alone
vetem	alleen
vetem	alleen
vetem	enkel
vetem	slechts
vetem	gewoon
drejtë	rechtdoor
drejtë	straight
drejtë	recht
drejtë	juist
drejtë	recht
drejtë	rechts
aktor	actor
aktor	acteur
italian	italiaanse
italian	italiaan
italian	italiaans
skeda	tabblad
skeda	tab
luajti	gespeelde
luajti	speelde
luajti	afgespeeld
luajti	gespeeld
gjashtë	zes
gjashtë	six
universiteti	universiteit
gjetur	gevonden
radio	radio
yes	ja
formuar	gevormde
formuar	gevormd
formuar	gevormd
mbretëresha	koningin
mbretëresha	queen
italiane	italiaanse
italiane	italiaan
italiane	italiaans
bazuar	gebaseerd
përshkrimi	beschrijving
përshkrimi	signalement
përshkrimi	omschrijving
rrugë	straat
rrugë	weg
gjerman	duits
gjerman	duitse
perandoria	keizerrijk
perandoria	rijk
perandoria	imperium
perandoria	empire
poezi	gedicht
poezi	poëzie
poezi	gedichten
evropiane	europese
evropiane	europees
drejtim	richting
luan	luan
luan	lion
luan	leeuw
luan	speelt
luan	toneelstukken
luan	spelen
artistike	artistieke
artistike	artistiek
mundur	mogelijke
mundur	mogelijk
mundur	verslagen
atje	daar
atje	er
brendshme	interieur
brendshme	binnenland
dita	dita
dita	dag
dita	dagje
shpejt	snel
shpejt	spoedig
shpejt	binnenkort
shpejt	soon
shpejt	weldra
shpejt	snel
shpejt	vasten
shpejt	snelle
shpejt	fast
shpejt	snel
shpejt	vlug
shpejt	snel
shpejt	snelle
shpejt	vlug
natyrore	natuurlijk
natyrore	natuurlijke
veriut	noorden
veriut	noord
ndryshe	verschillend
ndryshe	verschillende
ndryshe	anders
ndryshe	anders
ara	gewassen
ara	ara
perandori	keizerrijk
perandori	rijk
perandori	imperium
perandori	empire
perandori	keizer
kush	wie
kush	who
fusha	velden
fusha	fields
fusha	akkers
fusha	veld
fusha	oppervlakten
fusha	gebieden
anglisht	engels
anglisht	engelsen
forma	vormen
forma	vormen
forma	formulieren
forma	shape
forma	vorm
forma	form
forma	vorm
forma	formulier
fillimisht	aanvankelijk
fillimisht	oorspronkelijk
muaj	maandenlang
muaj	maanden
muaj	maandje
muaj	maand
publike	publiek
publike	openbaar
shënuar	scoorde
shënuar	gescoord
shënuar	gemarkeerde
shënuar	gemarkeerd
shënuar	gemerkt
shënuar	gekenmerkt
shtet	land
shtet	staat
shtet	state
demokratike	democratische
demokratike	democratisch
veten	mijzelf
veten	zelf
veten	mezelf
veten	ikzelf
veten	jezelf
veten	jijzelf
veten	uzelf
filmi	filmpje
filmi	film
filmi	film
veçanërisht	vooral
veçanërisht	specifiek
moderne	modern
moderne	moderne
metra	meters
metra	meter
artit	kunst
artit	kunstwerken
artit	illustraties
artit	kunstwerk
gjithmonë	altijd
tashmë	al
tashmë	reeds
york	york
kryer	geëngageerde
kryer	begaan
kryer	toegewijd
kryer	vastgelegde
kryer	gepleegd
postal	postcode
gjermani	duitsland
sur	sur
erdhi	gearriveerd
erdhi	aangekomen
erdhi	kwam
erdhi	kwamen
dorë	hand
sukses	succes
sukses	success
gjate	lang
gjate	lange
gjate	long
world	wereld
paris	parijs
shtatë	seven
shtatë	zeven
shtatë	zevende
shtatë	seventh
këngë	nummers
këngë	liederen
këngë	songs
këngë	liedjes
këngë	nummer
këngë	song
këngë	zang
këngë	lied
këngë	liedje
megjithëse	hoewel
megjithëse	alhoewel
megjithëse	hoewel
vazhdoi	voortgezet
vazhdoi	vervolg
përmban	bevat
përmban	bevatten
targa	borden
targa	nummerplaten
targa	platen
targa	kenteken
marrin	ontvang
marrin	ontvangen
menjëherë	onmiddellijk
menjëherë	direct
menjëherë	onmiddelijk
gati	ready
gati	gereed
gati	klaar
robert	robert
club	club
libër	boek
përfundoi	voltooid
përfundoi	voltooide
përfundoi	afgerond
përfundoi	ingevuld
përfundoi	beëindigd
përfundoi	eindigde
përfundoi	geëindigd
përfundoi	voltooid
përfundoi	afgewerkt
përfundoi	klaar
përfundoi	afgewerkte
mire	lekker
mire	goed
sistem	systeem
sistem	stelsel
des	des
shekulli	eeuw
periudhë	tijdvak
periudhë	periode
vazhdon	vervolgt
shoqërore	geesteswetenschappen
shoqërore	sociale
shoqërore	sociaal
artikuj	artikelen
artikuj	artikels
sotme	vandaag
shkrimtar	schrijver
shkrimtar	schrijfster
ndërkohë	intussen
ndërkohë	ondertussen
qartë	clear
qartë	duidelijk
qartë	helder
qartë	duidelijk
huaj	vreemdeling
huaj	vreemde
huaj	buitenlands
francez	frans
francez	fransen
francez	franse
thjeshtë	eenvoudige
thjeshtë	simpel
thjeshtë	eenvoudig
fshatrat	dorpen
fshatrat	dorpjes
vlera	waardes
vlera	waarden
vlera	waarde
sikur	zoals
sikur	like
themeluar	gegrond
themeluar	opgericht
themeluar	gesticht
themeluar	opgericht
themeluar	gevestigde
themeluar	gevestigd
rol	rol
ndërkombëtar	internationaal
bashkimi	union
bashkimi	vakbond
bashkimi	unie
bashkimi	fusie
bashkimi	eenheid
lumi	rivier
lumi	river
maqedoni	macedonië
golin	doelstelling
golin	doel
golin	goal
golin	doelpunt
toka	aarde
toka	earth
toka	grond
toka	land
raste	gelegenheden
raste	gevallen
here	tijden
here	times
here	tijd
xxxx	xxxx
filluan	begonnen
filluan	gestart
filluan	begon
filluan	opgestart
shkurtër	kort
shkurtër	short
shkurtër	korte
shkurtër	kort
shkurtër	beknopt
shkurtër	korte
roman	roman
roman	romeinse
roman	romeins
roman	roman
william	willem
william	william
uefa	uefa
vendosi	besloot
vendosi	besloten
vendosi	besliste
mbetur	overgebleven
mbetur	resterend
mbetur	resterende
rruga	straat
rruga	weg
ndoshta	misschien
ndoshta	misschien
ndoshta	waarschijnlijk
kupa	kelk
kupa	cups
kupa	bekers
kupa	kopjes
kupa	kopje
kupa	beker
ekonomik	economische
ekonomik	economisch
ekonomik	zuinig
bukur	mooi
bukur	prachtig
bukur	mooie
bukur	mooi
bukur	pretty
bukur	mooi
bukur	lekker
bukur	fijn
bukur	leuk
bukur	nice
jean	jean
turke	turkse
turke	turks
ulët	laag
ulët	low
ulët	lage
periudha	tijdvak
periudha	periode
periudha	tijdvakken
periudha	perioden
periudha	periodes
real	real
real	echte
real	echt
real	reëel
jetojnë	leef
jetojnë	live
jetojnë	leven
publik	publiek
publik	openbaar
pavarur	zelfstandig
pavarur	onafhankelijke
pavarur	onafhankelijk
pavarur	freelance
ushtria	militairen
ushtria	militair
ushtria	militaire
ushtria	krijgsmacht
ushtria	leger
ushtria	landmacht
lind	born
lind	geboren
lind	lind
fundi	einde
fundi	beëindigen
fundi	eind
ndarë	verdeelde
ndarë	verdeeld
klubi	club
fakt	feit
kuqe	rode
kuqe	rood
pasha	pasja
puna	werk
puna	arbeid
puna	werken
puna	puna
udhëheqëse	leidende
udhëheqëse	leidend
vdekur	dood
vdekur	doods
vdekur	dead
university	universiteit
www	www
gjeografike	geografisch
gjeografike	geografisch
njësi	units
njësi	eenheden
njësi	eenheid
njësi	unit
osman	osman
qytetet	steden
https	https
gazeta	krant
gazeta	kranten
gazeta	dagblad
gazeta	kranten
gazeta	dagbladen
gazeta	paper
gazeta	papier
rritur	volwassen
rritur	volwassenen
rritur	adult
rritur	volwassene
format	vormen
format	indeling
format	opmaak
format	format
format	formatteren
format	formaat
zgjedhur	geselecteerde
zgjedhur	geselecteerd
zgjedhur	uitgekozen
zgjedhur	gekozen
anëtarët	leden
banorët	inwoners
banorët	bewoners
banorët	inwoners
banorët	bewoners
banorët	ingezetenen
fuqi	macht
fuqi	kracht
fuqi	power
fuqi	vermogen
duhej	nodig
duhej	benodigd
kalon	passeert
kalon	pasjes
punoi	werkte
punoi	gewerkt
katolike	katholieke
katolike	katholiek
artikulli	artikel
shkollë	school
seri	serie
seri	reeks
seri	reeksen
seri	series
përbashkët	gedeeld
përbashkët	gedeelde
përbashkët	gemeenschappelijk
përbashkët	vaak
përbashkët	joint
përbashkët	gezamenlijke
përbashkët	gewricht
akoma	nog
akoma	toch
rezultat	resultaat
fëmijët	kids
fëmijët	kinderen
fëmijët	kinderen
profesor	professor
profesor	hoogleraar
ngjarje	gebeurtenis
ngjarje	evenement
ngjarje	event
ngjarje	gebeurtenissen
ngjarje	evenementen
cet	cet
pika	puntjes
pika	stippen
pika	druppels
pika	punt
pika	point
vendasit	inboorlingen
posta	mail
posta	post
fakultetin	faculteit
kaloi	besteed
kaloi	bestede
kaloi	uitgegeven
kaloi	gekruist
kaloi	gekruiste
kaloi	overschreden
kaloi	overgestoken
kaloi	doorgegeven
kaloi	geslaagd
derisa	till
derisa	tot
lehtë	rustig
lehtë	eenvoudig
lehtë	makkelijk
lehtë	easy
lehtë	gemakkelijk
tej	verdere
tej	verder
konsiderohet	beschouwd
konsiderohet	overwogen
qysh	sinds
qysh	sedert
greqi	griekenland
jeton	living
jeton	levende
jeton	leef
jeton	live
jeton	leven
jeton	leeft
jeton	levens
jeton	woont
pjese	deel
pjese	gedeelte
fillore	elementaire
fillore	elementair
xhamia	moskee
nisur	ingeleid
nisur	geïnitieerd
nisur	gestart
nisur	gelanceerd
ilire	illyrische
arrin	arriveert
hoxha	hoxha
rëndë	heavy
rëndë	zwaar
rëndë	zware
rëndë	heftig
bin	bin
bin	bean
bin	boon
bin	boontje
bin	bini
charles	karel
charles	charles
kurrë	nooit
kurrë	never
vrarë	vermoord
vrarë	vermoorde
vrarë	gedood
vrarë	vermoord
united	united
united	verenigde
united	verenigd
ismail	ismail
projekte	projecten
vendeve	landen
league	league
league	liga
sulltani	sultan
pothuajse	bijna
fituesit	winnaars
gjallë	levend
pamje	weergave
pamje	uitzicht
pamje	bekijk
pamje	bekijken
class	klasse
class	class
class	klas
sistemin	systeem
sistemin	stelsel
shkon	runs
shkon	loopt
shkon	going
shkon	gaan
shkon	goes
shkon	gaat
david	david
mundësi	mogelijkheid
mundësi	chance
mundësi	kans
mundësi	gelegenheid
mundësi	kans
lokale	lokale
lokale	plaatselijk
lokale	lokaal
ndryshëm	verschillend
ndryshëm	verschillende
ndryshëm	anders
ndryshëm	diverse
ndryshëm	verschillende
gjon	johannes
gjon	john
pikërisht	precies
pikërisht	exact
pikërisht	precies
mbetet	blijft
mbetet	lag
tona	onze
tona	ons
portal	portal
portal	poort
portal	portaal
çmimi	prijzen
çmimi	prijs
çfarë	wat
kthehet	retourneren
kthehet	retour
kthehet	geeft
treguar	getoond
treguar	getoonde
page	salaris
finlanda	finland
mbas	na
mbas	after
fizike	lichamelijk
fizike	lichamelijke
fizike	fysieke
fizike	fysiek
mesatare	tussentijdse
mesatare	intermediaire
mesatare	intermediair
mesatare	gemiddelde
mesatare	gemiddeld
mesatare	medium
mesatare	middellange
mesatare	middelgrote
