категория	categorie
кладбище	kerkhof
кладбище	begraafplaats
средняя	middelste
средняя	middle
средняя	midden
средняя	gemiddelde
средняя	gemiddeld
средняя	medium
средняя	middellange
средняя	middelgrote
средняя	middelgroot
театр	bioscoop
театр	theater
театр	theater
художник	kunstschilder
художник	schilder
художник	kunstenares
художник	artiest
художник	kunstenaar
художник	artist
российская	russisch
российская	rus
российская	russische
одно	one
одно	één
одно	een
одно	eén
алексей	alexei
алексей	alexis
возможность	gelegenheid
возможность	kans
возможность	mogelijkheid
какой	wat
создания	schepping
создания	creatie
премия	premium
премия	premie
премия	onderscheiding
премия	gunning
выпускники	senioren
выпускники	laatstejaars
выпускники	alumni
выпускники	afgestudeerden
сср	ssr
новые	nieuw
новые	nieuwe
основные	belangrijkste
основные	voornaamste
основные	main
основные	fundamentele
основные	basic
всегда	altijd
известные	bekende
известные	gekend
известные	gekende
известные	bekend
южной	zuidelijk
южной	zuid
южной	zuiden
метров	meters
метров	meter
метров	meters
метров	meter
практически	bijna
практически	praktisch
практически	praktisch
корпуса	corps
корпуса	korps
президент	president
президент	voorzitter
четыре	four
четыре	vier
стоит	worth
стоит	waard
информация	info
информация	gegevens
информация	informatie
большая	large
большая	groot
большая	grote
большая	big
большая	groot
большая	grote
большая	bolsjaja
большинство	meesten
большинство	most
большинство	meeste
большинство	meest
большинство	meerderheid
кино	kino
кино	filmpje
кино	film
кино	films
кино	bioscoop
кино	film
кино	bioscoop
кино	bioscopen
кино	cinema
номер	nummer
номер	aantal
номер	getal
деревни	dorpen
деревни	dorpjes
силы	forceren
силы	kracht
силы	force
силы	forces
силы	krachten
внимание	aandacht
внимание	attentie
внимание	opgelet
внимание	focussen
внимание	concentreren
внимание	focus
государства	staten
примерно	grofweg
примерно	ruwweg
примерно	ongeveer
александра	alexandra
писатель	schrijver
писатель	schrijfster
движения	bewegingen
движения	verplaatsingen
движения	verkeer
роман	roman
роман	romeinse
роман	romeins
роман	roman
дней	dagen
дней	days
новых	nieuw
новых	nieuwe
клубы	clubs
джон	johannes
джон	john
джон	jon
граф	telling
граф	graaf
граф	tellen
граф	tel
граф	grafiek
процент	percentage
провинции	provincies
новая	nieuw
новая	nieuwe
известен	bekende
известен	gekend
известен	gekende
известен	bekend
мини	mini
сил	forces
сил	krachten
каждый	iedereen
каждый	elk
каждый	ieder
каждый	iedere
каждый	elke
каждый	elk
каждый	ieder
каждый	elke
потом	dan
потом	daarna
герб	herb
герб	kruiden
герб	kruid
герб	embleem
счёт	rekening
счёт	account
счёт	scoren
счёт	score
книга	boek
отношения	relaties
отношения	betrekkingen
отношения	relaties
отношения	relatie
доктор	arts
доктор	doktor
доктор	dokter
доктор	doctor
использовать	gebruiken
использовать	gebruik
стран	landen
заголовок	kop
заголовок	koptekst
заголовок	krantenkop
заголовок	onderschrift
заголовок	titel
заголовок	kop
заголовок	koptekst
заголовок	header
заголовок	koers
заголовок	rubriek
заголовок	titel
лучший	best
лучший	beste
восточной	oosters
восточной	oosterse
восточной	oostelijk
восточной	oostelijke
видов	diersoort
видов	diersoorten
видов	soorten
видов	soort
удалось	beheerde
удалось	beheerd
удалось	gelukt
удалось	geslaagd
западной	western
западной	westelijk
всем	iedereen
всем	allen
всем	alle
всем	allemaal
всем	alles
всем	iedereen
здание	bouwen
слово	woord
дочь	dochter
фон	achtergronden
фон	achtergrondinformatie
фон	achtergrond
последний	laatste
представляет	vertegenwoordigt
представляет	representeert
правил	voorschriften
правил	rules
правил	regels
точки	puntjes
точки	stippen
точки	punten
мария	mary
мария	maria
мария	marja
мария	maria
коммуна	commune
партия	feest
партия	partij
партия	feestje
партия	party
партия	partij
партия	batch
страницы	bladzijden
страницы	bladzijde
страницы	pagina
спасибо	thnx
спасибо	thanks
спасибо	bedankt
позднее	later
позднее	straks
включает	omvat
включает	inclusief
актёр	actor
актёр	acteur
включая	inclusief
дмитрий	dmitri
дмитрий	dimitri
дмитрий	dmitry
дмитрий	dmitri
дмитрий	dimitri
дмитрий	dmytro
правительства	overheden
правительства	regeringen
получила	got
получила	heb
получила	kreeg
председатель	president
председатель	voorzitter
председатель	stoel
председатель	voorzitter
моря	zeeën
моря	zee
страна	land
николаевич	nikolajevitsj
вариант	variant
вариант	optie
одновременно	gelijktijdige
одновременно	gelijktijdig
одновременно	tegelijk
одновременно	tegelijkertijd
одновременно	gelijktijdig
дороги	wegen
имел	hadden
имел	had
имел	gehad
русские	russisch
русские	rus
русские	russische
русские	russen
александрович	aleksandrovitsj
виктор	viktor
виктор	víctor
виктор	overwinnaar
виктор	victor
мир	wereld
мир	vrede
мир	peace
мир	mir
работа	job
работа	baan
работа	werk
работа	arbeid
работа	werken
работа	werkend
работа	werken
работа	werkende
японии	japan
японии	japans
японии	japanners
японии	japanse
серия	serie
серия	reeks
серия	reeksen
серия	series
серия	episode
серия	aflevering
песня	nummer
песня	song
песня	zang
песня	lied
песня	liedje
становится	wordt
василий	basil
василий	basilicum
василий	vasyl
василий	vasili
вопросы	kwesties
вопросы	vragen
испании	spanje
завод	plant
завод	fabriek
завод	factory
штат	staat
штат	state
проблемы	uitdagingen
проблемы	probleem
проблемы	problemen
проблемы	kwesties
юрий	joeri
юрий	yuri
ниже	onder
ниже	hieronder
ниже	lager
ниже	lagere
улицы	straatjes
улицы	straat
улицы	straten
рядом	nabijgelegen
рядом	dichtbij
найти	vinden
найти	zoek
найти	vind
вклад	input
вклад	invoer
вклад	bijdrage
вклад	premies
вклад	bijdragen
развитие	ontwikkeling
лиги	league
лиги	liga
директор	directeur
директор	director
директор	regisseur
директор	aangever
директор	schoolhoofd
командир	gezagvoerder
командир	commander
командир	bevelhebber
командир	commandant
командир	overste
друг	vriendin
друг	vriend
вернулся	teruggegeven
вернулся	teruggekeerd
вернулся	geretourneerd
вернулся	teruggestuurd
заслуженный	gehuldigd
заслуженный	vereerd
заслуженный	geëerd
заслуженный	geëerd
заслуженный	geëerde
заслуженный	gehuldigd
заслуженный	vereerd
считается	telt
рок	rotsen
рок	rots
рок	steen
рок	rock
пор	erp
футболист	voetballer
футболист	profvoetballer
мой	mijne
отличие	verschil
журнал	tijdschrift
журнал	magazine
журнал	tijdschrift
журнал	journal
журнал	dagboek
журнал	logboek
журнал	log
министр	minister
значение	betekenis
значение	waarde
комитета	commissie
комитета	comité
производства	produktie
производства	productie
премьер	prime
премьер	priemgetal
премьер	premier
сначала	eerste
сначала	eerst
действительно	inderdaad
действительно	werkelijk
действительно	echt
действительно	werkelijk
игра	wedstrijd
игра	spel
игра	spelletje
решения	beslissingen
решения	besluiten
решения	beschikkingen
решения	oplossingen
решения	solutions
строительство	bouwen
строительство	bouw
строительство	constructie
строительство	bouwnijverheid
строительство	opbouw
строительство	bouwen
пункт	item
пункт	paragraaf
пункт	alinea
мать	moeder
мать	moedertje
старший	oudere
старший	elder
старший	senior
старший	laatstejaars
снова	alweer
снова	opnieuw
снова	nogmaals
конечно	zeker
здания	gebouwen
тренер	trainer
тренер	opleider
тренер	trainer
тренер	coach
тренер	coachen
тренер	koets
поле	veld
написал	schreven
написал	schreef
значения	doorverwijspagina
значения	waardes
значения	waarden
пути	manieren
пути	paden
женщины	vrouwtjes
женщины	vrouwen
женщины	vrouwelijke
женщины	vrouw
женщины	vrouwtje
женщины	vrouwelijk
женщины	vrouwen
труда	arbeid
майор	majoor
майор	major
майор	hoofdvak
провинция	provincie
храм	tempel
исследования	studies
исследования	onderzoek
исследования	research
какие	wat
обороны	verdediging
обороны	verweerschrift
обороны	defensie
обороны	verweer
обороны	verdediging
обороны	defensie
обороны	verdedigen
мнение	advies
мнение	mening
мнение	adviezen
мнение	meningen
мнение	opinies
сообщения	communicatie
сообщения	mededelingen
сообщения	boodschappen
сообщения	berichten
раздел	afdeling
раздел	sectie
раздел	partitie
матч	match
востоке	oosten
востоке	oost
быстро	snel
быстро	snelle
быстро	vlug
быстро	snel
быстро	vasten
быстро	snelle
быстро	fast
быстро	snel
быстро	vlug
удаление	verwijdering
удаление	verwijder
удаление	verwijderen
удаление	doorhalen
проходит	passeert
проходит	pasjes
влияние	impact
влияние	inslag
влияние	effect
влияние	botsing
влияние	beïnvloeden
влияние	invloed
влияние	beïnvloeding
епископ	loper
епископ	bisschop
епископ	bishop
следующий	volgende
следующий	volgend
максимальная	maximale
максимальная	maximaal
максимальная	maximum
англии	engeland
англии	england
капитан	captain
капитан	kapitein
капитан	gezagvoerder
никто	niemand
работает	werkt
работает	werken
довольно	mooi
довольно	pretty
ленина	lenin
должно	moeten
должно	moet
интернет	internet
руководитель	toezichthouder
руководитель	supervisor
руководитель	opzichter
руководитель	leidinggevende
руководитель	leider
руководитель	leader
армия	leger
армия	landmacht
степень	graad
лейтенант	luitenant
науки	wetenschap
науки	wetenschappen
науки	wetenschappen
версия	versie
школе	school
думаю	nadenken
думаю	denken
думаю	denkend
полковник	kolonel
воды	water
совместно	gezamenlijk
совместно	gezamelijk
титул	titel
сражения	veldslagen
сражения	gevechten
князь	prince
князь	prins
стадион	stadion
стадион	stadium
деревне	platteland
деревне	dorpje
деревне	dorp
кубок	copa
кубок	kopje
кубок	beker
пять	vijf
пять	five
движение	motion
движение	beweging
движение	motie
движение	verkeer
движение	bewegingen
движение	verplaatsing
движение	beweging
выпуск	uitvoer
выпуск	output
выпуск	afgifte
выпуск	uitgifte
выпуск	kwestie
теории	theorieën
святой	heilige
святой	heilige
святой	heilig
святой	holy
союз	union
союз	vakbond
союз	unie
союз	sojoez
удалено	verwijderde
удалено	geschrapt
удалено	verwijderd
удалено	gewist
удалено	verwijderde
удалено	verwijderd
ван	busje
ван	wang
удалить	verwijder
удалить	verwijderen
удалить	verwijder
удалить	verwijderen
удалить	doorhalen
остров	eiland
прав	rechten
операции	bewerkingen
операции	operaties
операции	transacties
кажется	lijkt
французский	frans
французский	fransen
французский	franse
издание	editie
издание	uitgave
издание	publicatie
издание	publikatie
издание	bekendmaking
необходимо	noodzakelijke
необходимо	nodig
необходимо	noodzakelijk
результаты	uitslagen
результаты	resultaat
результаты	resultaten
говорит	spreekt
говорит	zegt
павел	paulus
павел	paul
павел	pavlo
павел	paweł
павел	pavel
пётр	petrus
пётр	peter
пётр	piotr
золотой	golden
золотой	gouden
золотой	gulden
золотой	goud
последние	laatste
последние	recente
последние	recent
известный	bekende
известный	gekend
известный	gekende
известный	bekend
известный	beroemde
известный	beroemd
известный	gerenommeerde
михайлович	michailovitsj
флота	vloot
флота	wagenpark
использование	gebruik
использование	gebruiken
использование	gebruiken
использование	gebruik
далее	verdere
далее	verder
далее	volgende
далее	volgend
немецкий	duits
немецкий	duitse
империя	keizerrijk
империя	rijk
империя	imperium
империя	empire
совершенно	volledig
совершенно	compleet
очередь	wachtrij
очередь	turn
очередь	draaien
очередь	draai
очередь	beurt
записи	records
записи	vermeldingen
записи	inzendingen
записи	ingangen
мог	kan
мог	kon
термин	term
вокруг	rondom
вокруг	rond
вторая	tweede
использования	gebruik
дети	kids
дети	kinderen
дети	kinderen
дети	kindjes
дети	babies
издательство	uitgeverij
издательство	uitgever
издательство	publicatie
издательство	uitgeverijen
издательство	publiceren
издательство	uitgeverij
действий	action
действий	optreden
действий	aktie
действий	actie
карьера	carrière
карьера	carriere
карьера	loopbaan
карьера	carrière
карьера	carrières
карьера	loopbaan
франция	frankrijk
композитор	componist
должности	posities
должности	posten
должности	berichten
семьи	families
семьи	gezinnen
семьи	familie
семьи	gezin
военный	militairen
военный	militair
военный	militaire
военный	krijgsmacht
английский	engels
английский	engelsen
числа	getallen
числа	nummers
числа	aantallen
создание	creëren
создание	aanmaken
создание	creëer
создание	maken
создание	schepping
создание	creatie
создание	creëren
азии	aziatische
азии	aziatisch
азии	azië
петербург	petersburg
актриса	actrice
писать	schrijven
корпус	hull
корпус	romp
корпус	corpus
корпус	corps
корпус	korps
относительно	relatief
членов	leden
позиции	posities
речь	spraak
речь	toespraak
речь	speech
речь	redevoering
евгений	jevgeni
евгений	evgeni
евгений	eugene
жена	vrouw
жена	echtgenote
борис	boris
альбомы	albums
вики	wiki
вики	vickie
вики	vicky
вики	vicky
вики	vicki
правительство	regering
правительство	overheid
знак	onderteken
знак	ondertekenen
знак	tekenen
знак	teken
слишком	ook
энциклопедия	encyclopedie
поэт	dichter
революции	revolutie
революции	omwentelingen
революции	revoluties
заместитель	plaatsvervanger
заместитель	hulpsheriff
заместитель	plaatsvervangend
соответствует	correspondeert
парк	parkeren
парк	park
уровня	niveau
уровня	level
мало	malo
мало	kleine
мало	weinig
мало	little
мало	klein
возможности	mogelijkheden
возможности	gelegenheid
возможности	kans
возможности	kansen
возможности	mogelijkheden
ран	wonden
фамилия	familienaam
фамилия	achternaam
третий	derde
третий	third
формы	vormen
формы	formulieren
формы	vormen
избран	verkozen
избран	gekozen
оставить	verlof
оставить	verlaat
оставить	vertrek
оставить	verlaten
начальник	chef
начальник	chief
начальник	opperhoofd
начальник	toezichthouder
начальник	supervisor
начальник	opzichter
начальник	leidinggevende
начальник	directeur
начальник	warden
соответственно	dienovereenkomstig
министерства	ministeries
брат	bro
