varšave	ורשה
shoemaker	סנדלר
projektom	פרויקטים
projektom	פרוייקטים
prózy	פרוזה
margaret	מרגרט
pridáva	מוסיף
pridáva	מוסיפה
nebezpečné	מסוכנים
nebezpečné	מסוכנת
nebezpečné	מסוכן
pristáli	נחת
pristáli	נחתה
škótsku	סקוטלנד
škótsku	וויסקי
škótsku	ויסקי
berkeley	ברקלי
outline	מתאר
venovaná	מסור
venovaná	הקדיש
venovaná	מוקדש
venovaná	מסורה
venovaná	ייעודי
bočné	לרוחב
platnosť	תקף
platnosť	בתוקף
platnosť	תקפה
platnosť	תוקף
child	ילדה
child	ילד
zostať	נשארת
zostať	נשאר
zostať	נשארים
zostať	תשאר
zostať	תישאר
zostať	הישאר
polo	פולו
sporné	מפוקפקת
sporné	במחלוקת
sporné	מחלוקת
neba	עדן
baktérie	חיידקים
baktérie	חיידק
baktérie	חיידקים
grafika	גרפיקה
vodcov	מנהיגים
estónsko	אסטוניה
sodný	נתרן
sodný	סודיום
schopností	יכולות
médium	מדיה
médium	תקשורת
médium	מדיום
médium	בינוני
médium	מדיום
médium	מדיה
médium	בינונית
vyhláška	צו
úteku	בריחה
geometrie	גאומטריה
geometrie	גיאומטריה
zachránil	נשמר
zachránil	שמורים
zachránil	שמורה
zachránil	הציל
pravdepodobnosť	הסתברויות
pravdepodobnosť	הסיכויים
pravdepodobnosť	סיכויים
pravdepodobnosť	סבירות
pravdepodobnosť	הסתברות
pravdepodobnosť	ההסתברות
guide	המדריך
guide	מדריך
airbus	איירבוס
komentár	הערה
komentár	תגובה
komentár	התגובות
komentár	תגובות
komentár	הערות
neskoro	מאחרת
neskoro	איחור
neskoro	באיחור
neskoro	מאוחר
dokázať	להדגים
dokázať	להוכיח
vybraný	נבחר
vybraný	נבחרים
vybraný	הנבחר
vybraný	נבחרו
vybraný	נבחר
vybraný	נבחרים
vybraný	שנבחר
vybraný	נבחרו
vybraný	נבחרה
zvon	פעמון
zvon	בל
kult	כת
kult	פולחן
usb	usb
veží	מגדלים
veží	מגדלי
tajne	בסתר
tajne	בחשאי
tajne	בסודיות
tajne	בחשאיות
dodáva	מוסיף
dodáva	מוסיפה
dodáva	סיפק
kryštály	גבישים
kryštály	גבישי
unit	יחידה
lightgrey	lightgrey
riadil	נסעתי
príbuzných	קרובים
polomer	רדיוס
polomer	הרדיוס
nákladné	משא
užitočné	שימושית
užitočné	מועיל
užitočné	שימושיות
užitočné	שימושיים
užitočné	שימושי
užitočné	עוזר
užitočné	מסייע
užitočné	מועיל
užitočné	מועילה
športovcov	אתלטים
športovcov	ספורטאים
dos	דוס
terénu	שטח
plemena	גזע
otázok	שאלות
kantónov	הקנטונים
širokú	רחבה
širokú	רחבות
širokú	רחב
širokú	רחבה
širokú	רחב
buffalo	באפלו
buffalo	תאו
buffalo	בופאלו
pripravený	מוכן
pripravený	מוכנים
pripravený	מוכנה
chemickej	כימיקלים
chemickej	כימי
špecifikácie	מפרט
špecifikácie	המפרט
obnoviť	אפסי
obnoviť	אתחול
obnoviť	איפוס
obnoviť	לאפס
obnoviť	שיחזור
obnoviť	שחזר
obnoviť	לשחזר
obnoviť	רענן
obnoviť	לרענן
obnoviť	רענון
obnoviť	קורות
vodiča	נהג
vodiča	הנהג
vajíčka	ביצים
vajíčka	אגס
zavedené	הציג
zavedené	הציגה
odborník	מומחה
odborník	מומחית
odborník	מומחה
odborník	מומחית
bordeaux	בורדו
sietí	רשתות
sietí	הרשתות
sietí	רשתות
matematické	מתמטית
matematické	מתמטי
magazín	מגזין
vypukla	התפרצה
vypukla	התפרץ
hrdinovia	גיבורים
bloky	חסימות
bloky	רחובות
bloky	בלוקים
táborov	מחנות
predkov	אבותינו
guinea	גיני
guinea	גינאה
ralph	ראלף
dáma	גברת
dáma	ליידי
populárna	פופולרי
populárna	אהוד
populárna	פופולרית
populárna	פופולריים
populárna	פופולריות
drámy	דרמה
pavilón	ביתן
hospodárska	כלכלי
hospodárska	כלכלית
hodnotenia	ביקורות
hodnotenia	הרייטינג
hodnotenia	רייטינג
hodnotenia	הערכות
hodnotenia	הערכות
robotník	פועל
robotník	עובד
premena	המרה
premena	מטמורפוזה
vyriešiť	פתור
vyriešiť	נחישות
vyriešiť	לפתור
vyriešiť	לפתור
mobile	נייד
mobile	לנייד
živí	הזנות
živí	מאכיל
živí	בחיים
živí	חי
pietro	פייטרו
roland	רולנד
spracovania	מעבד
spracovania	עיבוד
výslovnosť	הגיית
priehrady	סכרים
vydávanie	גיליון
vydávanie	סוגיה
vydávanie	פרסום
autorka	סופרת
autorka	מחבר
autorka	סופר
autorka	שחיבר
politikov	פוליטיקאים
uzavretá	מצרף
uzavretá	סגורות
uzavretá	סגורים
uzavretá	סגור
uzavretá	סגורה
jeruzalem	ירושלים
stôp	רגל
stôp	מטר
stôp	רגליים
stôp	רצועות
stôp	עקבות
stôp	מסלולים
stôp	עקבות
kennedy	קנדי
pilotov	טייסים
značný	ניכר
značný	ניכרת
odráža	משתקף
odráža	משקף
spoločná	מפרק
dolu	מטה
dolu	למטה
dolu	דאון
progress	קידמה
progress	קדמה
progress	התקדמות
progress	הקדמה
obľúbené	מועדף
obľúbené	פופולרי
obľúbené	אהוד
obľúbené	פופולרית
obľúbené	פופולריים
obľúbené	פופולריות
obľúbené	המועדפים
obľúbené	מועדפים
obľúbené	אהובים
obľúbené	מועדפת
obľúbené	מועדף
obľúbené	אהוב
obľúbené	המועדפים
obľúbené	מועדפים
kino	קולנוע
značku	מותג
značku	המותג
bomba	פצצה
bomba	פצצת
aplikácia	יישום
aplikácia	אפליקציה
aplikácia	יישום
aplikácia	אפליקציה
aplikácia	היישום
aplikácia	האפליקציה
aplikácia	אפליקציית
ázijské	אסייתית
ázijské	אסייתי
ázijské	אסיאתית
ázijské	אסיה
ázijské	אסיאתי
zástupcu	סגן
štandardný	מחדל
štandardný	סטנדרטים
štandardný	סטנדרט
štandardný	סטנדרטי
štandardný	תקן
psychológie	פסיכולוגיה
zameranie	התמקדות
zameranie	מיקוד
zameranie	פילוח
zameranie	להתרכז
zameranie	מיקוד
zameranie	פוקוס
meter	מטר
meter	מטר
príbehov	סיפורים
príbehov	מעשיות
príbehov	סיפורים
jevgenij	יבגני
pozor	בזהירות
pozor	זהיר
pozor	זהירות
podrobnosti	לפרטים
podrobnosti	פרטים
podrobnosti	פרט
obnovenie	שיקום
obnovenie	שחזור
obnovenie	התחדשות
obnovenie	חידוש
metódu	שיטה
metódu	השיטה
malta	מרגמה
malta	מלטה
uzol	צומת
uzol	קשר
prednosť	עדיפות
prednosť	בעדיפות
prednosť	העדפות
prednosť	העדפה
prednosť	עדיפות
menšiny	מיעוט
menšiny	מיעוט
menšiny	מיעוטים
prietok	זרימה
prietok	זרימת
prevzaté	תפוסה
prevzaté	צולם
prevzaté	נלקח
prevzaté	נלקחו
prevzaté	נלקחה
mŕtvy	מת
mŕtvy	מתים
mŕtvy	מתה
vyrábali	יוצר
vyrábali	מיוצר
vyrábali	יוצרו
vyrábali	מיוצרים
leonard	לאונרד
algoritmus	אלגוריתם
ovládanie	בקרה
ovládanie	שליטה
ovládanie	פיקוח
strieborná	כסף
strieborná	סילבר
strieborná	כסופה
strieborná	כסוף
strieborná	מכסף
vchod	הכניסה
vchod	כניסה
niesol	נשא
niesol	נשאו
niesol	סחב
popravený	להורג
chicagu	שיקגו
tvoj	שלך
tvoj	שלך
sekundárne	משנית
sekundárne	משני
skok	קפיצה
skok	קפוץ
skok	קפצו
skok	לקפוץ
zoskupenie	מקבץ
zoskupenie	אשכול
zoskupenie	קיבוץ
gnu	גנו
obmedzenia	המגבלות
obmedzenia	מגבלות
obmedzenia	הגבלות
obmedzenia	מגבלות
obmedzenia	הגבלות
obmedzenia	מגבלות
obmedzenia	גבולות
reakciu	תגובה
tisíce	אלפים
pec	כבשן
pec	תנור
testovanie	בדיקה
testovanie	בדיקות
železníc	רכבות
otvorene	בגלוי
original	מקוריות
original	מקוריים
original	מקורית
original	מקורי
original	המקורי
ekvivalent	המקבילה
ekvivalent	מקבילה
formáte	פורמט
formáte	בפורמט
formáte	תבנית
kapitánom	קפטן
kapitánom	סרן
šľachtic	אציל
bejzbal	בייסבול
križovatky	הצומת
križovatky	צומת
križovatky	צומת
križovatky	מעברי
križovatky	בצמתים
križovatky	בצמתי
hollywood	הוליווד
obchodník	סוחר
vegas	וגאס
vegas	ווגאס
rekonštrukcie	שיקום
rekonštrukcie	שחזור
ken	קן
žiadal	טען
žiadal	טענה
chaos	כאוס
viacej	עוד
viacej	יותר
schneider	שניידר
collins	קולינס
vysielač	משדר
vysielač	המשדר
symbolizuje	מסמלת
symbolizuje	מסמל
nominácie	מועמדויות
chýbajú	נעדר
chýbajú	חסרה
chýbajú	חסרים
chýbajú	געגועים
chýbajú	חסר
alba	אלבה
sledovanie	מעקב
sledovanie	איתור
sledovanie	עוקב
sledovanie	ניטור
sledovanie	מעקב
sledovanie	מעקבים
sledovanie	עקוב
scénu	זירת
scénu	סצנה
scénu	סצינה
bohatstvo	עושר
titulok	כותרת
titulok	הכיתוב
titulok	כיתוב
titulok	כותרת
ovocie	פרי
ovocie	פירות
ovocie	פירות
kamery	מצלמות
observatórium	במצפה
proste	פשוט
proste	רק
minca	מטבע
označiť	תג
označiť	תייגו
označiť	תייג
označiť	תיוג
označiť	סמני
označiť	מארק
označiť	מרק
označiť	סמן
videli	הבחין
videli	זוהתה
videli	זוהה
videli	אותר
videli	זוהו
videli	נראתה
videli	מסור
videli	ראיתי
videli	המסור
videli	ראה
baptiste	בטיסט
náboženská	דתיות
náboženská	דת
náboženská	דתי
náboženská	דתית
náboženská	דתיים
kvapaliny	נוזלים
kvapaliny	נוזלים
nápad	רעיון
nápad	מושג
morgan	מורגן
albánska	אלבנית
albánska	אלבני
albánska	אלבניה
hovoril	דיברה
hovoril	דיברה
hovoril	דיבר
hovoril	דיברה
hovoril	דיבר
navrhnutá	עיצב
navrhnutá	מעוצב
navrhnutá	עוצב
navrhnutá	מעוצבת
navrhnutá	מתוכנן
navrhnutá	תוכנן
miestnosť	חדר
miestnosť	החדר
miestnosť	חדרה
letel	עפה
letel	טסו
zásob	מלאי
zásob	המלאי
zásob	סטוק
zásob	מניה
zásob	מלאי
zásob	מניות
hole	חור
hole	גומה
dateformat	dateformat
brothers	אחים
vládcu	שליט
vládcu	סרגל
monika	מוניקה
ovplyvnená	הושפע
ovplyvnená	מושפעת
ovplyvnená	השפיע
ovplyvnená	מושפע
ovplyvnená	שנפגע
ovplyvnená	הושפע
ovplyvnená	מושפעת
ovplyvnená	השפיע
ovplyvnená	מושפע
presnosť	דיוק
presnosť	הדיוק
presnosť	דיוק
jam	ריבה
komplexné	מקיפה
komplexné	מקיף
komplexné	מורכבים
komplexné	מורכב
komplexné	מורכבת
komplexné	מתחם
komplexné	תסביך
uložená	נשמר
uložená	שמורים
uložená	שמורה
uložená	הציל
turecký	טורקית
turecký	טורקי
pochopiť	מבינה
pochopiť	מבין
pochopiť	להבין
pochopiť	ההבנה
pochopiť	הבנה
zväzkov	חבילות
efekty	השפעות
efekty	אפקטים
zeppelin	זפלין
plošina	פלטפורמה
plošina	הפלטפורמה
myslel	מחשבה
myslel	חשבתי
myslel	חשב
myslel	חשבה
myslel	חושבת
myslel	חשיבה
myslel	חושב
obmedzená	מוגבלות
obmedzená	מוגבלת
obmedzená	מוגבל
obmedzená	מוגבלות
obmedzená	מוגבלת
obmedzená	מוגבל
uverejnil	פורסם
uverejnil	פורסמה
uverejnil	פרסמה
uverejnil	פרסמו
uverejnil	פרסם
beck	בק
obchody	חנויות
obchody	עסק
obchody	עסקים
obchody	סחר
obchody	עסקאות
obchody	מבצעים
obchody	חנויות
kentaur	קנטאור
realizácia	יישום
realizácia	מימוש
realizácia	ההבנה
realizácia	ביצוע
zachrániť	שמרי
zachrániť	שמור
zachrániť	להציל
zachrániť	הצלה
zachrániť	חילוץ
pohrebu	לוויה
pohrebu	הלוויה
rozpad	התפוררות
rozpad	ריקבון
houston	יוסטון
slabé	חלש
slabé	חלשים
slabé	חלשה
hercegovina	הרצגובינה
pearl	פרל
pearl	פנינה
priemerne	ממוצע
priemerne	הממוצע
alignbars	alignbars
presadiť	לאכוף
kolesá	גלגלים
kolesá	גלגלי
uzavretý	מצרף
mississippi	מיסיסיפי
zajatcov	שבויים
zajatcov	שבויים
zajatcov	אסירים
blog	בלוג
samec	זכר
ramená	כתפיים
ramená	הכתפיים
ramená	זרועות
ramená	נשק
western	המערבי
western	מערב
western	מערבי
vedené	מונחה
vedené	מודרך
špecifický	ספציפית
špecifický	ספציפי
špecifický	ספציפיות
špecifický	ספציפיים
trvalé	עמיד
trvalé	קבועה
trvalé	קבוע
trvalé	מתמשך
baňa	מוקש
baňa	שלי
gilbert	גילברט
double	מכפיל
double	כפול
double	דאבל
dakota	דקוטה
očí	עיניים
očí	העיניים
vrstvu	שכבה
formáty	פורמטים
formáty	תבניות
baker	אופה
baker	בייקר
utiekol	ברח
utiekol	נמלט
mini	מיני
pracovníci	עובדים
pracovníci	פועלות
pracovníci	פועלים
kolumbii	קולומביה
zoskupenia	מקבץ
zoskupenia	אשכול
zoskupenia	אשכולות
zoskupenia	קיבוץ
urobila	עשה
ovplyvnené	הושפע
ovplyvnené	מושפעת
ovplyvnené	השפיע
ovplyvnené	מושפע
ovplyvnené	שנפגע
ovplyvnené	הושפע
ovplyvnené	מושפעת
ovplyvnené	השפיע
ovplyvnené	מושפע
existovalo	התקיים
existovalo	קיים
kansas	קנזס
ľudská	אנוש
ľudská	אנושי
ľudská	אדם
šťastný	מרוצה
šťastný	מאושר
šťastný	שמחה
šťastný	שמח
šťastný	מאושרת
konfliktov	עימותים
konfliktov	סכסוכים
trek	טרק
breh	שור
mladí	צעירה
mladí	צעירות
mladí	צעירים
mladí	יאנג
mladí	צעיר
povinný	חובה
povinný	חובה
graz	גראץ
krásne	יפה
krásne	יפים
krásne	יפות
krásne	מקסים
krásne	מקסימה
známky	בולים
známky	חותמות
známky	הציונים
známky	ציונים
rektor	רקטור
predal	נמכרה
predal	מכר
predal	נמכרו
predal	נמכר
obor	הענק
obor	ענק
obor	ענקית
prekonať	להתגבר
predpokladu	הנחה
prezidentských	נשיאותי
ira	אירה
ira	איירה
brániť	להגן
bohatá	עשיר
bohatá	עשירים
bohatá	עושר
bohatá	עשירה
turecká	טורקית
turecká	טורקי
site	מסננת
site	אתר
maxim	מקסים
príbuzné	קרובים
príbuzné	קשורות
príbuzné	קשור
príbuzné	קשורה
príbuzné	קשורים
súrodenci	אחים
rozmer	מימד
rozmer	ממד
jordan	ירדן
rozpočet	התקציב
rozpočet	תקציב
darkgrey	darkgrey
franklin	פרנקלין
batérie	מצבר
batérie	סוללה
batérie	סוללות
batérie	בטריות
knižnici	ספריה
knižnici	ספרייה
knižnici	הספרייה
zriadené	מבוסס
zriadené	הוקם
zriadené	הוקמה
backgroundcolors	backgroundcolors
alkoholu	אלכוהול
dublin	דבלין
veronika	ורוניקה
veronika	ורוניקה
upravená	מותאם
rom	רום
terry	טרי
výmenu	החלפה
okolnosti	נסיבות
okolnosti	הנסיבות
okolnosti	נסיבות
vianoce	המולד
zaútočili	הותקף
zaútočili	תקף
zaútočili	הותקפה
predpoklad	הנחה
fedor	פדור
pokoj	רוגע
pokoj	שלווה
pokoj	שלום
pokoj	השלום
pokoj	שלווה
pokoj	רגועה
pokoj	רוגע
pokoj	רגוע
pokoj	שלווה
atentát	התנקשות
bonaparte	בונפרטה
plánovaná	מתוכנן
plánovaná	מתוזמן
plánovaná	מתוכננת
plánovaná	מתוכנן
plánovaná	תכנן
aspekty	היבטים
pacienta	המטופל
pacienta	חולה
pacienta	מטופלת
pacienta	מטופל
odmietla	סירבה
odmietla	נדחה
odmietla	סרב
odmietla	דחה
matke	אמא
matke	אימא
zasiahla	התערב
diamond	יהלום
diamond	יהלומים
diamond	היהלום
zajatí	בשבי
zajatí	שבוי
hrobky	קבר
hrobky	קברים
jadrová	גרעין
jadrová	גרעינית
jadrová	גרעיני
realizovať	ליישם
kľúčové	מפתח
kľúčové	מקש
kľúčové	המפתח
desaťročia	עשורים
grace	גרייס
grace	חסד
cestoval	נסע
cestoval	טייל
kartu	הלשונית
kartu	לשונית
kartu	קארד
kartu	קלף
kartu	כרטיס
dana	דיינה
dana	דנה
edgar	אדגר
stuart	סטיוארט
stuart	סטוארט
študuje	לומד
študuje	לומדת
študuje	לימודים
dokazuje	מדגים
dokazuje	מוכיחה
dokazuje	מוכיח
zákone	עדות
toulouse	טולוז
tokov	זורמת
tokov	זורם
urán	אורניום
urán	אורנוס
strecha	גג
strecha	גג
utiecť	מילוט
utiecť	הבריחה
utiecť	הימלטות
utiecť	בריחה
utiecť	לברוח
kampane	קמפיינים
danny	דני
obyvateľom	תושבים
obyvateľom	מתמחים
obyvateľom	תושבים
magic	קסם
magic	קסמים
stráca	לאבד
stráca	מפסידה
stráca	מפסיד
stráca	מאבד
stráca	מאבדת
stráca	מפסיד
materskej	יולדות
materskej	הורה
bonus	בונוס
náhrada	החזר
náhrada	זיכוי
náhrada	פיצויים
náhrada	פיצוי
náhrada	מחליפה
náhrada	מחליף
dominika	דומיניק
dominika	דומיניקה
dominika	דומיניקה
marcela	מרסל
marcela	מרסלה
jakob	יעקב
dostupná	זמינה
dostupná	זמינות
dostupná	זמין
dostupná	זמינים
obmedzenie	הגבלה
obmedzenie	גבול
obmedzenie	מגבלה
obmedzenie	הגבלה
true	נכונות
true	אמת
true	נכון
topenia	נמס
topenia	נמסה
nariadenia	תקנות
nariadenia	התקנות
interakcie	אינטראקציה
interakcie	אינטראקציות
interakcie	אינטראקציה
sedan	סדאן
sedan	במסבאה
als	als
pobočky	ענפים
pobočky	סניפים
pobočky	ענפי
kritiku	ביקורת
téme	הנושא
téme	נושא
meč	חרב
inštitúcia	מוסד
inštitúcia	המוסד
federálny	הפדרלי
federálny	פדרלית
federálny	פדרלי
nádeje	תקוות
externý	חיצוניים
externý	חיצוניות
externý	חיצונית
externý	חיצוני
zeus	זאוס
experimentálne	נסיוני
experimentálne	ניסיוני
ostro	בחוזקה
ostro	שארפ
ostro	חד
ostro	חדה
ostro	חדות
ostro	בחדות
mních	מונק
mních	נזיר
roh	לפינה
roh	פינת
roh	פינה
roh	הורן
roh	צופר
vlastníkom	הבעלים
vlastníkom	בעלים
povolené	מורשה
povolené	מופעל
povolené	מורשה
povolené	מוסמך
povolené	מותרת
povolené	מותר
povolené	מורשה
povolené	מותרת
jedenásť	eleven
magnus	מגנוס
magnus	מאגנוס
epizódy	פרקים
dočasné	זמנית
dočasné	זמני
objavovať	לחקור
objavovať	גלה
objavovať	גלי
objavovať	גלו
objavovať	גלה
objavovať	לגלות
objavovať	גלי
stúpa	העולה
stúpa	עולה
výstupov	תפוקות
potraviny	מכולת
potraviny	מזון
potraviny	אוכל
potraviny	מאכל
potraviny	מזון
potraviny	מזונות
potraviny	מאכלים
potraviny	מצרכים
očami	עיניים
očami	העיניים
kategóriu	קטגוריה
kategóriu	קטגוריית
spomienky	זיכרונות
spomienky	זכרונות
spomienky	הזיכרונות
ťažkosti	קשיים
ťažkosti	הקושי
ťažkosti	קושי
ťažkosti	קשיים
ťažkosti	הקשיים
edmund	אדמונד
patriaci	שייכות
patriaci	השייך
protest	המחאה
protest	מחאה
graham	גרהם
graham	גרהאם
riadené	מנוהלת
riadené	מנוהל
riadené	מונחה
riadené	מודרך
riadené	נשלט
riadené	מבוקר
riadené	שלט
poškodený	פגומה
poškodený	ניזוק
poškodený	פגום
poškodený	נזק
poškodený	נפגעה
poškodený	פגומה
poškodený	פגום
zadný	אחורי
zadný	אחורית
zadný	אחוריים
isto	בטח
isto	בטוח
existujúcich	קיימת
existujúcich	קיימות
existujúcich	קיים
existujúcich	קיימים
chrániť	להגן
radosť	תענוג
radosť	עונג
radosť	שמחה
radosť	העונג
radosť	הנאה
radosť	תענוג
radosť	עונג
elektróny	אלקטרונים
prepojené	מקושר
prepojené	מקושרת
hus	גוס
hus	אווז
facebook	facebook
facebook	פייסבוק
štandardná	מחדל
skladateľov	מלחינים
prístupná	נגיש
prístupná	נגישות
sála	הול
sála	סלוניים
sála	באודיטוריום
stretáva	פוגש
auta	הרכב
auta	מכונית
auta	רכב
krk	הצוואר
krk	מפרקת
krk	צוואר
krk	נק
prach	אבק
nadácia	הקרן
nadácia	קרן
výmeny	חילופי
colin	קולין
colin	קולין
pocity	תחושות
pocity	רגשות
werner	ורנר
werner	וורנר
ľahký	אור
salzburg	זלצבורג
africké	אפריקאית
africké	אפריקאי
africké	אפריקני
vrtuľník	הליקופטר
vrtuľník	מסוק
zložité	מסובך
zložité	מורכבים
zložité	מורכב
zložité	מורכבת
zložité	מתחם
zložité	תסביך
zložité	מסובך
zložité	מורכב
zložité	מסובכת
zložité	קשה
zložité	קשים
panva	אגן
advokát	פרקליט
advokát	פרקליט
existujúce	קיימת
existujúce	קיימות
existujúce	קיים
existujúce	קיימים
zaujímavý	מענין
zaujímavý	מעניינות
zaujímavý	מעניינת
zaujímavý	מעניינים
zaujímavý	מעניין
odborníci	מקצוענים
odborníci	מומחים
oceľ	פלדה
dokopy	יחד
dokopy	ביחד
dokopy	יחדיו
skúmanie	לחקור
skúmanie	חקירה
vták	ציפור
vták	בירד
roberto	רוברטו
prevahu	עליונות
zriedka	סלדום
pól	קוטב
pól	מוט
jedince	יחידים
brusel	בריסל
predsedníctva	הנשיאות
čiernych	שחורים
významnosť	חשיבות
významnosť	משמעות
významnosť	שייכות
významnosť	רלוונטיות
reťazec	שרוך
reťazec	מיתר
reťazec	מחרוזת
reťazec	שרשרת
zomreli	מת
zomreli	מתו
zomreli	מתה
pripraviť	הכן
sľub	מבטיחה
sľub	מבטיח
sľub	מבטיחים
sľub	הבטחה
vhodná	ראוי
vhodná	מתאים
vhodná	הולם
vhodná	מתאימה
vhodná	הולמת
vhodná	מתאים
vhodná	מתאימה
barrett	בארט
saxofón	סקסופון
saxofón	הסקסופון
ghz	ghz
metallica	מטאליקה
produkuje	מייצרת
apr	apr
električka	החשמלית
teatro	תיאטרו
isaac	אייזק
isaac	יצחק
khl	khl
niesť	אשא
niesť	לסחוב
niesť	לשאת
výrobcov	מפיקים
výrobcov	מפיק
výrobcov	המפיקים
výrobcov	יצרני
nahrávania	העלאות
kompletný	השלם
kompletný	שלם
kompletný	הושלם
elektronický	אלקטרונית
elektronický	אלקטרוני
vodič	נהג
vodič	הנהג
newton	ניוטון
desaťročí	עשורים
desaťročí	העשור
desaťročí	עשור
galileo	גלילאו
soundtrack	פסקול
obmedzený	מוגבלות
obmedzený	מוגבלת
obmedzený	מוגבל
obmedzený	מוגבלות
obmedzený	מוגבלת
