категория	kategória
годината	évi
годината	év
михаил	mihail
членове	tagjai
членове	tagok
членове	tagoknak
членове	képviselők
всичко	mindent
всичко	minden
всичко	mindegyik
всичко	mind
всичко	minden
включително	beleértve
такива	ilyen
българско	bolgár
птица	madár
влиза	belép
автор	író
автор	szerző
орден	orden
възраст	kor
възраст	életkor
комитет	bizottság
добър	jó
езици	nyelveket
езици	nyelvek
езици	nyelveken
държави	államok
държави	államokat
държави	országokban
държави	országok
бързо	gyorsan
бързо	gyors
бързо	gyorsan
бързо	gyors
сега	most
ссср	szovjetek
ссср	szovjetunió
връх	mount
връх	hegy
връх	csúcs
учи	vizsgálat
учи	tanulmányok
учи	tanulás
учи	tanulmány
битката	harc
битката	csata
ред	megrendelés
ред	rendelés
ред	rend
ред	parancs
ред	piros
ред	piroska
ред	vörös
ред	sort
ред	sor
мач	játék
мач	game
мач	meccs
мач	mérkőzés
мач	egyezés
мач	találat
мач	meccs
мач	gyufa
мач	egyezik
турция	pulyka
турция	törökország
дивизия	hadosztály
дивизия	körzet
дивизия	részleg
дивизия	divízió
макар	habár
макар	bár
макар	habár
макар	bár
събития	események
събития	esemény
събития	rendezvények
серия	sorozat
градът	városban
градът	town
градът	város
градът	city
градът	városi
градът	város
планина	hegyen
планина	hegyi
планина	hegy
планина	hegyek
планина	mount
планина	hegy
нещо	valami
нещо	valamit
ляво	bal
ляво	balra
сан	szan
сан	san
причина	oka
бразилия	brazília
бразилия	brasil
начало	start
начало	kezdés
начало	kezdeni
начало	kezdetek
начало	kezdete
начало	eleje
начало	kezdet
биография	bio
биография	életrajz
движение	mozgás
движение	indítvány
движение	mozgás
движение	mozgás
актьор	színésznek
актьор	színész
централна	központi
париж	párizs
париж	párizsi
париж	párizsban
починал	elhunyt
музей	múzeumi
музей	múzeum
музей	museum
книга	könyv
книга	könyvet
едва	alig
йорк	yorkban
йорк	york
йорк	yorki
главно	főként
главно	főleg
главно	elsősorban
главно	leginkább
главно	főleg
главно	főként
главно	többnyire
голямо	nagyok
голямо	nagyméretű
голямо	nagy
голямо	nagyok
голямо	nagy
константин	konsztantyin
константин	constantine
константин	constantin
япония	japán
полша	lengyelország
филип	philippe
филип	fülöp
филип	philip
филип	filip
филип	phillip
командир	parancsnok
носи	vinni
носи	viselni
австралия	ausztrália
сила	erőt
сила	erő
сила	force
сила	erő
сила	energia
сила	erő
сила	power
сила	hatalom
цялата	egészben
цялата	egész
потребител	fogyasztó
потребител	fogyasztói
потребител	fogyasztók
потребител	felhasználó
потребител	felhasználói
точно	pontosan
смърт	halál
германски	németül
германски	német
носител	fuvarozó
носител	szállító
носител	hordozó
правителство	kormány
правителство	kormányzat
президент	elnök
полк	ezred
полк	polk
футбол	foci
футбол	futball
футбол	foci
футбол	football
футбол	futball
случай	ügy
случай	case
случай	eset
против	ellene
против	ellen
раждане	születés
раждане	születési
раждане	szülés
изкуство	művészet
изкуство	művészetek
изкуство	művészeti
изкуство	művészet
изкуство	art
азия	ázsiai
азия	ázsia
версия	verzió
версия	változat
малка	kis
малка	kicsik
малка	kicsi
малка	kis
малка	kicsi
малка	kevés
театър	színház
театър	színházi
театър	színház
приема	elfogadja
приема	elfogad
приема	elfogadó
пак	újra
източна	kelet
източна	keleti
индия	india
лондон	londoni
лондон	londonban
лондон	london
лондон	londonba
британски	britek
британски	angol
британски	brit
основно	főként
основно	főleg
основно	elsősorban
отношение	magatartás
отношение	hozzáállás
текст	sms
текст	szöveg
текст	szöveget
текст	szöveg
текст	szövegek
пет	öt
пет	öten
образование	oktatási
образование	oktatás
главен	fő
главен	main
главен	főbb
понякога	néha
някой	valaki
някой	valakit
някой	valaki
въстание	felkelés
въстание	felkelés
въстание	felkelés
въстание	lázadás
въстание	felkelés
въстание	lázadás
военен	katonaság
военен	katonai
военен	hadsereg
казва	mondja
следва	követ
следва	követi
малък	kis
малък	kicsik
малък	kicsi
малък	kis
малък	kicsi
малък	kevés
носители	szállítók
сметка	fiók
сметка	figyelembe
сметка	számla
сметка	lap
разлика	diff
разлика	különbség
рок	szikla
рок	kő
рок	rock
създаването	létrehozása
създаването	alkotás
създаването	teremtés
дом	otthon
дом	itthon
дом	haza
дом	dom
кралство	királyság
същото	ugyanez
същото	ugyanaz
учител	oktató
учител	tanárnő
учител	tanár
известна	ismeretes
известна	ismertek
известна	ismert
известна	híres
известна	híresség
починали	elhunyt
точки	pont
точки	pontok
игри	szerencsejáték
игри	játék
игри	játékok
албуми	albumok
напълно	teljesen
напълно	teljesen
напълно	teljesen
клуб	klub
клуб	club
щати	államok
щати	államokat
бряг	partra
бряг	part
бряг	shore
бряг	beach
бряг	part
бряг	tengerpart
бряг	tengerparton
бряг	strand
бряг	part
бряг	tengerpart
месеца	hónap
месеца	hónapokig
месеца	hónapok
мексико	mexikó
състояние	állapot
състояние	státusz
състояние	állapota
състояние	feltétel
състояние	állapot
превод	fordítás
директор	rendező
директор	igazgató
директор	igazgató
институт	intézet
институт	intézmény
канада	kanada
канада	kanadai
сигурност	biztonsági
сигурност	biztonság
бургас	burgasz
румъния	román
румъния	románia
румъния	romániai
румъния	románia
основни	fő
основни	main
основни	főbb
основни	alapokat
основни	alapok
основни	alap
основни	alapvető
действия	művelet
действия	fellépés
действия	cselekvési
действия	cselekvés
действия	akció
действия	műveletek
действия	fellépések
действия	akciók
действия	intézkedések
действия	cselekvések
нар	nar
нар	gránátalma
метра	méter
събрание	gyűlés
събрание	találkozás
събрание	találkozó
събрание	megbeszélés
събрание	közgyűlés
събрание	gyűlés
събрание	szerelvény
иванов	ivanov
войни	harcosok
войни	háborúk
имена	nevek
имена	neveket
изключително	zártkörű
изключително	exkluzív
изключително	kizárólagos
изключително	rendkívül
изключително	kizárólagosan
изключително	kizárólag
жена	nő
жена	asszony
жена	nö
жена	nőnemű
жена	nő
жена	női
жена	nőstény
жена	feleségem
жена	felesége
жена	feleség
доклад	jelentést
доклад	jelentés
доклад	beszámoló
унгария	hungary
унгария	magyarország
димитров	dimitrov
изследвания	vizsgálatok
изследвания	tesztek
изследвания	nyomozás
изследвания	vizsgálatok
изследвания	vizsgálatok
изследвания	tanulmányok
изследвания	kutatás
изследвания	kutatások
изследвания	kutatási
реката	folyami
реката	folyó
кирил	cyril
кирил	kiril
кирил	kirill
египет	egyiptom
формула	képlet
формула	formula
номер	szám
номер	száma
обща	általános
обща	tábornok
обща	közös
обща	gyakori
обща	teljes
обща	összesen
вестник	újság
опит	élmény
опит	tapasztalat
опит	tapasztalatok
опит	tapasztalattal
животни	állat
животни	állatok
животни	állati
животни	állatok
животни	állat
нито	sem
разпространение	elosztására
разпространение	terjesztés
разпространение	elosztás
разпространение	elosztása
разпространение	terjesztése
разпространение	terjesztés
разпространение	terjed
разпространение	terjesztés
разпространение	eloszlás
разпространение	elosztás
разпространение	forgalmazási
разпространение	elosztása
разпространение	forgalmazás
актриса	színésznő
австрия	osztrák
австрия	ausztria
австрия	ausztria
художник	festő
художник	művész
художник	előadó
назначен	hozzárendelve
назначен	kijelölt
назначен	kijelölt
назначен	kinevezett
мачове	gyufa
мачове	egyezés
мачове	egyezik
територия	terület
територия	területe
сингъл	egyedülálló
сингъл	single
сингъл	egyetlen
сингъл	szingli
друго	egyéb
друго	más
победа	win
победа	nyerni
победа	győzelem
победа	nyerj
победа	győzelem
борис	boris
борис	borisz
права	jogosultságok
права	jogai
права	jogokkal
права	jogok
университета	university
университета	egyetem
княз	herceg
княз	prince
режисьор	rendező
режисьор	igazgató
служи	szolgálni
служи	szolgálja
служи	szolgál
съществува	létezik
съдържа	tartalmazza
съдържа	tartalmaz
програма	program
програма	program
решение	döntés
решение	határozat
решение	megoldást
решение	megoldás
решение	oldat
защита	megvédeni
защита	védelmet
защита	védelme
защита	védelem
защита	oltalom
защита	védelem
защита	védekezés
защита	védelmi
защита	védelem
защита	védekezés
защита	védelmi
гора	gora
гора	erdei
гора	erdő
гора	erdők
идва	jön
идва	jövök
идва	jön
хайнрих	heinrich
просто	csak
столицата	főváros
столицата	tőke
официално	hivatalos
официално	tisztviselő
официално	hivatalosan
официално	formális
системи	rendszerek
системи	systems
страници	lapok
страници	oldalakon
страници	oldalak
влияние	ütközés
влияние	becsapódás
влияние	hatás
влияние	hatása
влияние	befolyása
влияние	befolyással
влияние	befolyás
съд	hajó
съд	edény
съд	bíróság
съд	udvar
съд	court
съд	számvevőszék
йохан	johann
йохан	johan
йохан	jochen
портал	portál
портал	átjáró
портал	kapu
портал	átjáró
купа	tál
купа	bowl
купа	kupa
купа	csésze
купа	cup
купа	pohár
купа	bögre
мрежа	háló
мрежа	nettó
мрежа	net
мрежа	rács
мрежа	hálózat
мрежа	hálózati
мрежа	network
проект	projekt
проект	project
производство	előállítás
производство	gyártás
производство	előállítás
производство	gyártás
производство	termelés
производство	termelési
производство	előállítás
производство	gyártási
производство	gyártás
създаване	létrehozása
създаване	létrehozása
създаване	alkotás
създаване	teremtés
изцяло	teljesen
проф	prof
цвят	színek
цвят	színes
цвят	színe
цвят	szín
цвят	színes
цвят	színe
цвят	szín
владимир	vlagyimir
владимир	vlagyimir
владимир	vladimir
промени	módosítások
промени	változtatások
промени	változás
промени	változások
промени	változtatás
промени	változás
промени	változtatás
промени	megváltozott
промени	változások
гола	meztelenül
гола	meztelen
гола	pucér
гола	meztelenül
гола	meztelen
поле	mező
области	körzetek
области	tartományok
области	térségek
области	területek
позиция	állás
позиция	pozíció
позиция	álláspont
професор	professzor
селища	falvak
селища	telepek
селища	települések
лятото	summer
лятото	nyári
лятото	nyáron
лятото	nyár
продължение	meghosszabbítás
продължение	kiterjesztés
продължение	kiterjesztése
продължение	bővítés
продължение	folytatás
продължение	folytatása
продължение	folytatás
продължение	folyamatos
продължение	folytatása
продължение	folytatta
продължение	folytatás
продължение	folytatódott
джеймс	james
джеймс	jakab
титли	címeket
титли	címek
описание	megnevezés
описание	leírása
описание	leírás
родена	született
родена	megszületett
възможност	lehetőség
възможност	lehetőséget
възможност	lehetőség
разположени	található
луций	lucius
километра	kilométer
вилхелм	wilhelm
калифорния	kaliforniai
калифорния	california
калифорния	kalifornia
калифорния	kaliforniában
зона	övezet
зона	zóna
зона	terület
зона	környék
винаги	mindig
издание	kiadás
трети	harmadik
трети	harmadszor
планината	hegyen
планината	hegyi
планината	hegy
планината	hegyek
планината	mount
планината	hegy
сгради	épületek
условия	fogalmak
условия	feltételek
условия	kifejezések
условия	állapotok
условия	feltételek
статут	állapot
статут	státusz
статут	alapokmány
цели	célkitűzések
цели	célok
цели	célkitűzések
цели	célokat
цели	célok
цели	célkitűzések
цели	célpontok
цели	célok
селище	megegyezés
селище	elszámolási
селище	rendezés
селище	egyezség
селище	település
селище	elszámolás
тодор	todor
политици	politika
политици	politikusok
политици	politikusok
политици	politikus
техните	övék
парк	park
тялото	test
тялото	testem
тялото	holttest
пространство	űr
пространство	tér
актьори	szereplők
актьори	színészek
организации	szervezetek
организации	szervezetek
песен	dal
песен	dalt
песен	song
военна	katonaság
военна	katonai
военна	hadsereg
швеция	svédország
йоан	john
йоан	jános
клас	óra
клас	osztály
близост	közelség
златен	golden
златен	arany
златен	arany
поп	fater
поп	pop
сестра	nővérem
сестра	ápolónő
сестра	nővér
сестра	ápoló
второ	másodszor
второ	másodszor
второ	másodperc
второ	második
земя	föld
земя	föld
земя	földterület
земя	szárazföld
земя	telek
земя	földterületek
земя	talaj
земи	földeket
земи	földek
земи	föld
земи	földterület
земи	szárazföld
земи	telek
земи	földterületek
турски	török
проблеми	gond
проблеми	baj
проблеми	gondok
проблеми	probléma
проблеми	problémák
проблеми	problémákat
проблеми	problémákkal
проблеми	problémák
проблеми	kérdések
европейски	európai
случаи	ügyek
случаи	esetekben
случаи	esetek
пост	poszt
пост	posta
пост	post
пост	bejegyzést
пост	bejegyzésre
пост	bejegyzés
пътя	út
пътя	uton
пътя	közúti
процес	eljárás
процес	folyamat
процес	tárgyalás
представител	reprezentatív
представител	képviselő
участието	részvétel
гай	gaius
гай	fickó
гай	guy
гай	pasi
гай	srác
местоположение	helyszín
местоположение	hely
местоположение	elhelyezkedés
ново	újdonság
ново	új
списание	magazin
списание	tár
списание	újság
елементи	tárgyak
елементи	tételek
елементи	elemek
елементи	elemei
елементи	elemek
битка	harc
битка	csata
битка	harci
битка	küzdelem
битка	harc
битка	harc
битка	harcolni
съдия	judge
съдия	bíró
съдия	bíró
показва	műsorok
показва	mutatja
връзки	kapcsolatai
връзки	kapcsolatok
