から	fra
中央	chūō
中央	central
中央	centralt
中央	centrum
中央	midtpunkt
中央	center
中央	midten
中央	centreret
中央	centret
中央	centrum
中央	centre
中央	center
中央	centreret
同じ	samme
設立	fastslået
設立	etableret
設立	etablerede
設立	iblanding
設立	oprettelse
設立	opstilling
設立	etablering
考え	tænker
考え	tænkning
考え	tænkte
考え	overvejer
考え	tænke
考え	tanker
教育	uddannelse
教育	undervisning
プロ	pro
設置	montering
設置	installering
設置	installation
設置	anlæg
発表	meddelelse
発表	bekendtgørelse
発表	udmelding
発表	annoncering
発表	bekendtgørelser
小学校	elementær
小学校	grundskole
小学校	elementært
小学校	elementære
編集	redigere
編集	rediger
編集	redigér
編集	redigerer
編集	redigerer
編集	redigering
編集	ændr
シーズン	årstid
シーズン	sæsonen
シーズン	sæson
シーズン	årstider
シーズン	sæsoner
ファイル	filer
ファイル	file
ファイル	filen
ファイル	fil
フランス	frankrig
フランス	france
都市	city
都市	byen
都市	storby
都市	by
都市	byerne
都市	storbyer
都市	byer
出版	forlægger
出版	udgiver
出版	forlag
出版	offentliggørelse
出版	udgivelse
出版	offentliggør
出版	udgiver
出版	forlagsvirksomhed
出版	offentliggørelse
出版	udgivelse
出版	publikation
会社	firma
会社	selskab
会社	firma
会社	kompagni
会社	virksomhed
会社	selskaber
会社	virksomheder
会社	firmaer
世紀	århundreder
世紀	århundrede
世紀	århundrede
ノート	note
ノート	bemærk
ノート	notesbøger
ノート	noter
ノート	sedler
ノート	notesbog
京都	kyoto
社会	society
社会	samfundet
社会	samfund
社会	samfundene
社会	samfund
ドイツ	tyskland
開催	afholdte
開催	holdt
開催	afholdt
シングル	single
シングル	enkelt
シングル	enlige
シングル	enlig
センター	centrum
センター	midtpunkt
センター	center
センター	midten
センター	centreret
センター	centret
センター	centrum
センター	centre
センター	center
センター	centreret
終了	afslut
終了	afslut
終了	færdiggør
終了	slutning
終了	afslutning
終了	slut
終了	ende
終了	ophør
終了	færdig
終了	færdigt
終了	afsluttet
終了	færdige
終了	afsluttede
終了	exit
終了	udgang
終了	afslut
中心	centrum
中心	midtpunkt
中心	center
中心	midten
中心	centreret
中心	centret
中心	centrum
中心	centre
中心	center
中心	centreret
内容	indhold
内容	indholdet
内容	indholdsfortegnelse
内容	indhold
文化	kulturen
文化	kultur
イギリス	englands
イギリス	england
ドラマ	drama
ドラマ	dramatik
ドラマ	dramaer
さらに	yderligere
さらに	videre
中国	porcelæn
中国	china
中国	kina
撮影	fotografering
撮影	fotografi
撮影	filmer
撮影	filme
選手権	mesterskaber
選手権	mesterskabet
選手権	mesterskab
選手権	championship
野球	baseball
指定	betegnelse
指定	udpegelse
指定	udpegning
指定	angiv
指定	præciseres
指定	angives
指定	angive
位置	position
位置	stilling
位置	holdning
以下	nedenfor
以下	under
以下	nedenunder
マン	mann
卒業	gradueret
卒業	eksamen
卒業	graduering
人物	person
文庫	bunko
公開	offentlighed
公開	offentligt
公開	offentlige
公開	offentligheden
公開	offentlig
公開	offentliggør
公開	offentliggøre
北海道	hokkaido
北海道	hokkaidō
最終	sidste
最終	sidst
最終	afsluttende
最終	endeligt
最終	endelige
最終	endelig
アニメ	anime
確認	bekræftelse
確認	bekræfter
確認	bekræft
一般	generelt
一般	generel
一般	generelle
一般	almindelig
歴史	historik
歴史	historie
選挙	valg
選挙	valg
計画	planlagte
計画	planlagt
計画	påtænkt
計画	planlægningen
計画	planlægning
計画	plan
計画	planerne
計画	planer
経済	økonomier
経済	sparsommelighed
経済	økonomi
経済	økonomien
ページ	siden
ページ	side
ページ	page
ページ	sider
教授	professor
ラジオ	radioen
ラジオ	radio
劇場	teatret
劇場	teater
劇場	biograf
劇場	teatret
劇場	teater
グループ	gruppe
グループ	group
グループ	gruppen
グループ	grupper
グループ	grupperne
英語	englændere
英語	engelske
英語	engelsk
英語	english
女性	kvinden
女性	woman
女性	kvinde
女性	hunkøn
女性	kvindelig
女性	kvinde
女性	kvindelige
女性	kvinderne
女性	kvinder
地区	distriktet
地区	district
地区	distrikt
獲得	tjene
得点	scoring
得点	score
コメント	kommentere
コメント	bemærkning
コメント	kommentar
コメント	kommentere
コメント	kommenteret
コメント	kommenterede
コメント	bemærkninger
コメント	kommenterer
コメント	kommentarer
漫画	tegneserier
漫画	manga
他の	andre
就任	antagelse
就任	formodning
廃止	afskaffet
廃止	afskaffes
廃止	afskaffelse
廃止	ophævelse
販売	sælge
販売	sælger
販売	salget
販売	salg
攻撃	attentater
攻撃	angriber
攻撃	angreb
攻撃	angrebet
攻撃	angrib
攻撃	angriber
攻撃	angreb
サッカー	fodbold
リー	lee
議員	senator
議員	senatoren
全国	landsplan
全国	landsdækkende
デビュー	debut
協会	forening
協会	foreningen
協会	association
協会	sammenslutning
協会	associering
路線	ruter
路線	ruterne
フジ	fuji
戦争	krigen
戦争	krig
戦争	war
戦争	krige
戦争	krigene
戦争	krige
戦争	wars
製作	produktion
製作	fremstilling
部分	del
番号	tal
番号	antal
番号	nummer
当初	oprindeligt
当初	oprindelig
最初	første
最初	først
受賞	tildelinger
受賞	awards
受賞	tilslag
受賞	award
受賞	tildeling
期間	varighed
期間	løbetid
期間	tidsrum
期間	periode
期間	perioden
広島	hiroshima
場所	stedet
場所	place
場所	sted
場所	plads
場所	lokalisering
場所	beliggenhed
場所	sted
場所	placering
場所	lokation
場所	pladser
場所	steder
技術	teknologien
技術	teknologi
海軍	navy
海軍	flåden
海軍	flåde
海軍	marine
海軍	søværnet
リンク	link
リンク	linket
リンク	link
リンク	links
合併	fusion
合併	sammenslutning
合併	sammenlægning
合併	fusioner
合併	fusion
道路	veje
道路	vejen
道路	vej
道路	landevej
特定	specifik
特定	specifikt
特定	specifikke
特定	specificerede
特定	præciseret
特定	angivet
特定	specificeret
朝日	asahi
意味	betydning
意味	betydninger
システム	systemet
システム	ordning
システム	system
システム	systemerne
システム	systemer
モデル	modeller
モデル	modellerne
モデル	model
対応	brevveksling
対応	korrespondance
対応	korrespondancen
列車	træne
列車	train
列車	tog
列車	træn
列車	togene
列車	tog
とき	da
とき	når
とき	hvornår
最後	sidste
最後	sidst
科学	naturvidenskab
科学	videnskab
理由	grunde
理由	årsager
理由	begrundelse
理由	begrundelser
理由	grund
理由	begrundelse
理由	årsag
そして	og
一つ	et
一つ	en
一つ	én
大正	taisho
最高	beste
最高	bedste
最高	bedst
最高	best
ブロック	blokke
ブロック	blokeringer
ブロック	klodser
ブロック	blokering
ブロック	bloker
ブロック	blok
ブロック	blokere
ブロック	block
車両	køretøjer
車両	køretøj
車両	motorkøretøjer
車両	køretøj
車両	køretøjet
自動車	bilen
自動車	bil
自動車	car
自動車	automobiler
自動車	bil
自動車	automobil
人口	populationer
人口	befolkningsgrupper
人口	befolkninger
人口	befolkningen
人口	indbyggertal
人口	befolkning
人口	indbyggere
特に	særligt
特に	specielt
特に	især
特に	specielt
特に	især
営業	forretninger
営業	forretning
営業	erhvervslivet
営業	business
営業	virksomhed
発生	forekomst
新聞	avispapir
新聞	avisen
新聞	avis
新聞	dagbladet
新聞	dagblade
新聞	aviser
連続	kontinuiteten
連続	kontinuitet
連続	kontinuerlig
連続	fortløbende
連続	løbende
連続	kontinuerligt
連続	kontinuert
政府	regering
政府	regeringen
構成	indstilling
構成	konfiguration
構成	komposition
構成	sammensætning
構成	strukturen
構成	struktur
構成	opbygning
構成	konfigurationer
構成	sammensætninger
最大	maksimum
最大	maksimalt
最大	største
キャラクター	tegn
キャラクター	karakter
キャラクター	karakterer
キャラクター	figurer
キャラクター	tegn
小説	novelle
小説	roman
小説	novellen
小説	romaner
それぞれ	hver
機関	organerne
機関	organer
機関	institution
機関	institutionen
機関	institutioner
機関	institutionerne
参照	henvisning
参照	reference
参照	henvisninger
参照	referencer
メンバー	medlem
メンバー	medlemmer
メンバー	medlemmerne
発行	udstedte
発行	udstedt
発行	udstedelse
発行	udstedende
発行	udstedelse
発行	udstedelsen
発行	udstedelse
画像	billeder
画像	billed
画像	billede
画像	image
画像	billede
画像	billedet
状態	stat
状態	state
状態	delstat
状態	tilstand
状態	tilstand
状態	betingelse
状態	stand
名称	betegnelse
名称	pålydende
名称	benævnelse
名称	betegnelse
名称	navn
名称	navne
名称	betegnelser
ダム	dam
ダム	dæmningen
ダム	dæmning
ダム	dige
ホーム	hjem
ホーム	hjemme
ホーム	startside
ホーム	hjemad
ホーム	home
運行	betjening
運行	operation
運行	drift
運行	operationen
投稿	indlæg
投稿	opslag
投稿	post
投稿	stillinger
投稿	opslag
投稿	udstationering
名前	betegnelse
名前	navn
名前	navne
名前	betegnelser
福岡	fukuoka
施設	faciliteter
施設	institution
施設	institutionen
施設	facilitet
施設	faciliteten
調査	rundspørger
調査	undersøgelser
調査	undersøgelse
調査	efterforskning
調査	undersøgelse
製造	fremstillet
製造	fremstillede
製造	produceret
イタリア	italien
ロシア	russeren
ロシア	russer
ロシア	russiske
ロシア	russisk
ロシア	rusland
ロシア	ruslands
独立	selvstændig
独立	selvstændigt
独立	uafhængig
独立	uafhængige
独立	uafhængigt
独立	uafhængighed
独立	uafhængig
独立	selvstændighed
独立	uafhængigheden
物語	monogatari
物語	historien
物語	story
物語	historie
物語	fortælling
神社	helligdomme
神社	alter
企画	planlægningen
企画	planlægning
サン	san
名古屋	nagoya
通常	normalt
通常	normalt
通常	sædvanligvis
企業	erhvervspolitik
企業	foretagende
企業	virksomhed
企業	enterprise
航空	luftfarten
航空	luftfart
航空	aviation
航空	air
航空	luften
航空	luft
スーパー	super
帝国	empire
帝国	imperiet
帝国	imperium
トン	ton
トン	tons
トン	ton
トン	tons
影響	indflydelsen
影響	indflydelse
影響	påvirkning
影響	påvirkninger
影響	påvirker
勝利	sejre
勝利	win
勝利	vind
勝利	vinder
勝利	vinde
勝利	vinder
勝利	sejre
勝利	sejr
勝利	sejren
勝利	vinde
勝利	vinder
勝利	vindende
デザイン	designs
デザイン	design
デザイン	mønstre
デザイン	udformning
デザイン	projektering
デザイン	konstruktion
デザイン	design
デザイン	designe
デザイン	designer
全て	alting
全て	alt
本社	hovedkontor
本社	hovedkvarteret
本社	hovedkvarter
本社	hovedsædet
本社	hovedsæde
人間	menneskeligt
人間	menneskelige
人間	menneskelig
人間	menneske
千葉	chiba
アン	anne
アン	ang
アン	ann
交通	trafik
交通	trafikken
交通	transporten
交通	transport
交通	befordring
交通	transporten
交通	transport
組織	organisation
組織	organisering
組織	tilrettelæggelse
組織	organisationen
組織	organisation
組織	tilrettelæggelse
組織	organisering
組織	organisationen
構造	konstruktioner
構造	strukturer
構造	bygværker
構造	strukturen
構造	struktur
構造	opbygning
戦い	battle
戦い	slag
戦い	kamp
戦い	slaget
実施	gennemførelse
実施	implementering
実施	iværksættelse
実施	gennemførelsen
ここ	her
以前	inden
以前	før
サービス	tjenester
サービス	tjenesteydelser
サービス	ydelser
サービス	serviceydelser
サービス	betjening
サービス	forkyndelse
サービス	tjenesteydelse
サービス	tjeneste
サービス	service
統合	konsolidere
統合	integreret
統合	integrerede
統合	sammenfletning
統合	fletning
統合	flet
統合	flette
統合	fusionere
統合	integrering
統合	integration
統合	integrationen
テーマ	temaer
テーマ	emner
テーマ	temaerne
テーマ	emne
テーマ	tema
面積	areal
面積	område
エンジン	motoren
エンジン	motor
エンジン	motorerne
エンジン	motorer
主演	hovedrollen
ビル	regning
ビル	bill
ビル	lovforslag
日本語	japansk
日本語	japanerne
日本語	japaner
日本語	japanere
日本語	japanske
契約	kontrakter
契約	aftaler
契約	kontrakten
契約	kontrakt
設定	præferencer
設定	opsætning
設定	indstillinger
設定	opsætning
設定	setup
設定	indstilling
設定	konfiguration
ライブ	bor
ライブ	live
ライブ	leve
ライブ	lev
ライブ	levende
含む	indholder
含む	indeholder
専門	ekspertviden
専門	sagkundskab
専門	ekspertise
専門	specialiseret
専門	specialiserede
機能	funktion
機能	funktionen
機能	karakteristika
機能	egenskaber
機能	særtræk
機能	funktioner
機能	funktion
機能	funktionen
機能	funktionalitet
機能	funktioner
身長	højden
身長	højde
所在地	placeringer
所在地	steder
所在地	lokaliteter
所在地	lokalisering
所在地	beliggenhed
所在地	sted
所在地	placering
所在地	lokation
完成	udfyldelse
完成	afslutning
完成	færdiggørelse
完成	fuldførelse
表記	notation
運転	køre
運転	bilkørsel
運転	kørsel
運転	kører
写真	foto
写真	billede
写真	photo
写真	fotografering
写真	fotografi
写真	foto
写真	fotografi
写真	billed
写真	billede
関連	relevant
関連	relevante
関連	relaterede
関連	relateret
関連	beslægtet
書店	boghandler
書店	boghandel
高い	høj
高い	højt
高い	høje
高い	høj
高い	høje
高い	dyre
高い	dyrt
生産	produktion
生産	fremstilling
横浜	yokohama
上の	ovenfor
上の	over
上の	ovenover
上の	ovenstående
宇宙	univers
宇宙	universet
管理	management
管理	forvaltning
管理	ledelsen
管理	ledelse
管理	administrer
管理	administrere
バー	tremmer
バー	stænger
バー	bjælker
バー	barer
バー	bar
ジョン	johannes
ジョン	john
部隊	trop
公園	park
公園	parkere
公園	parken
公園	parker
公園	parks
スポーツ	idræt
スポーツ	sport
スポーツ	sporten
スポーツ	sports
スポーツ	sport
スポーツ	sportsgrene
脚本	manuskript
脚本	manus
脚本	scriptet
脚本	manuskript
脚本	script
目的	målsætninger
目的	mål
目的	formål
目的	målsætning
目的	formål
目的	formal
目的	mål
目的	formål
目的	objektiv
目的	målsætning
生活	liv
生活	livet
生活	livstid
生活	life
カード	kort
カード	cards
カード	kortspil
カード	kort
カード	card
基本	grundlæggende
基本	basics
基本	grundlæggende
基本	basal
基本	basic
基本	grundlæggende
新潟	niigata
女優	skuespillerinder
女優	skuespiller
女優	skuespillerinde
不明	ukendt
タイトル	titler
タイトル	betegnelse
タイトル	overskrift
タイトル	titel
タイトル	afsnit
政治	politik
電気	el
電気	elektricitet
電気	elektriske
電気	elektrisk
警察	politi
警察	politiet
警察	police
作成	opretter
作成	oprette
作成	opret
作成	skabelse
作成	oprettelse
作成	oprettede
作成	skabt
作成	oprettet
ガン	gevær
ガン	pistol
ガン	gun
ガン	våben
予定	planlagte
予定	planlagt
予定	planlagte
予定	planlagt
予定	påtænkt
スター	star
スター	stjerne
スター	stjernen
経営	management
経営	forvaltning
経営	ledelsen
経営	ledelse
自由	freedom
自由	frihed
自由	friheden
自由	liberty
自由	frihed
自由	fri
自由	frit
自由	free
自由	gratis
自由	frihedsrettigheder
自由	friheder
自由	frihedsrettighederne
過去	fortid
過去	forbi
過去	fortiden
陸軍	hær
陸軍	hæren
陸軍	hærens
陸軍	army
運営	betjening
運営	operation
運営	drift
運営	operationen
愛知	aichi
表示	vis
表示	udsigt
社長	præsidenten
社長	formand
社長	præsident
社長	formænd
社長	præsidenter
団体	organisationer
団体	organisationerne
団体	organisation
団体	organisering
団体	tilrettelæggelse
団体	organisationen
工業	industrielt
通り	gade
通り	street
通り	gaden
通信	brevveksling
通信	korrespondance
通信	korrespondancen
通信	meddelelse
通信	kommunikation
通信	kommunikation
通信	meddelelser
俳優	aktører
俳優	skuespillerne
俳優	skuespillere
俳優	aktørerne
俳優	skuespiller
俳優	skuespillerinde
俳優	skuespilleren
俳優	skuespiller
俳優	aktør
スペシャル	særligt
スペシャル	særlige
スペシャル	speciel
スペシャル	specielle
スペシャル	særlig
少年	boy
少年	dreng
少年	knægt
病院	hospital
病院	sygehus
病院	sygehuset
病院	hospitalet
病院	sygehusene
病院	hospitaler
病院	hospitalerne
病院	sygehuse
結婚	ægteskabet
結婚	ægteskab
結婚	ægteskaber
結婚	ægteskaber
個人	personlig
個人	personlige
個人	personligt
個人	individuelt
個人	individ
個人	individuelle
個人	individuel
個人	privatpersoner
個人	enkeltpersoner
個人	individer
区間	interval
銀行	banking
銀行	bankvirksomhed
銀行	bankvæsen
銀行	banken
銀行	bank
研究所	instituttet
研究所	institute
研究所	institut
主に	hovedsageligt
主に	primært
主に	hovedsagelig
主に	primært
学園	gakuen
彼女	hun
ニュース	nyheder
ニュース	nyhed
その他	andre
その他	andet
その他	andre
ソフト	blød
ソフト	blødt
ソフト	soft
ソフト	bløde
文学	litteratur
文学	litteraturen
能力	evner
能力	evnen
能力	evne
なし	ingen
なし	uden
江戸	edo
学者	lærde
学者	lærd
学者	lærde
学者	akademikere
国内	indenlandske
国内	indenrigs
国内	indenlandsk
空港	lufthavnen
空港	airport
空港	lufthavne
空港	lufthavn
空港	lufthavne
空港	lufthavnene
ヨーク	york
高速	hurtig
高速	hurtigt
高速	hurtige
言語	sprog
言語	sprog
言語	sproget
設計	udformning
設計	projektering
設計	konstruktion
設計	design
韓国	korea
リリース	release
リリース	udslip
リリース	frigivelse
リリース	slip
リリース	udsætning
リリース	frigiver
リリース	udslip
ベスト	vest
ベスト	beste
ベスト	bedste
ベスト	bedst
ベスト	best
現代	nutidige
現代	moderne
会議	konference
会議	konferencen
会議	møder
会議	samlinger
会議	møde
会議	mødet
会議	mødes
会議	møder
バンド	band
バンド	bandet
バンド	orkester
バンド	bands
追加	add
追加	tilføj
追加	tilføjer
追加	tilføje
追加	føj
追加	tilføjer
追加	tilføjelser
成功	vellykket
成功	succes
成功	succesfuld
成功	succesrig
成功	succes
移動	flyt
移動	flytter
移動	flytte
移動	flytning
オリンピック	ol
国民	nationale
国民	nationalt
国民	national
国民	landsdækkende
国民	nations
国民	nationen
国民	nation
ファン	fans
ファン	vifter
ファン	ventilatorer
ファン	ventilator
ファン	fan
すべて	alting
すべて	alt
すべて	alle
すべて	alt
山口	yamaguchi
運動	øvelse
運動	øvelsen
運動	udøve
運動	udøvelse
運動	motion
運動	bevægelighed
運動	flytning
運動	bevægelse
運動	bevægelser
環境	miljø
環境	miljøer
環境	omgivelser
発足	indsættelse
発足	indvielse
大きな	big
大きな	store
大きな	stor
大きな	stort
競技	konkurrencen
競技	konkurrence
会長	formand
会長	bestyrelsesformand
ヨーロッパ	eu
ヨーロッパ	europe
ヨーロッパ	europa
紹介	introduktion
紹介	indledning
紹介	henvisning
形式	formular
形式	blanket
形式	form
形式	formen
工場	fabrikker
工場	fabrik
工場	factory
相手	modstanderen
相手	modstander
戦闘	battle
戦闘	slag
戦闘	kamp
戦闘	slaget
戦闘	kamp
戦闘	bekæmpe
労働	arbejderpartiet
労働	arbejdskraft
事務所	kontor
事務所	kontoret
事務所	embede
事務所	office
限定	limited
限定	begrænsede
限定	begrænset
データ	oplysninger
データ	data
作戦	betjening
作戦	operation
作戦	drift
作戦	operationen
オリジナル	originalitet
オリジナル	originalt
オリジナル	oprindelige
オリジナル	oprindelig
オリジナル	originale
オリジナル	oprindeligt
オリジナル	original
オリジナル	originale
オリジナル	originaler
可能性	muligheder
可能性	mulighederne
可能性	muligt
可能性	mulige
可能性	mulig
可能性	mulighed
演出	iscenesættelse
種類	indtast
種類	skriv
種類	type
種類	typerne
種類	typer
文字	tegn
文字	karakter
文字	karakterer
文字	figurer
文字	tegn
大統領	præsidenten
大統領	formand
大統領	præsident
協力	samarbejde
協力	samarbejdet
指導	vejledning
判断	bedømmelse
判断	dømmekraft
判断	bedømmelse
判断	retsafgørelse
判断	dom
連邦	forbund
連邦	føderation
連邦	federation
連邦	føderationen
ネット	net
ネット	netto
ネット	garn
ネット	net
ネット	nets
ネット	redskaber
共和国	republik
共和国	republikken
引退	afgående
引退	pensionerede
引退	pensioneret
部門	afdeling
部門	departement
部門	afdelingen
産業	industri
産業	erhverv
産業	industrien
決勝	afsluttende
決勝	endeligt
決勝	endelige
決勝	endelig
プロデューサー	producenter
プロデューサー	producenterne
プロデューサー	producent
プロデューサー	producenten
プロデューサー	producer
系統	slægt
系統	afstamning
誕生	fødsler
誕生	fødsler
誕生	fødsel
誕生	fødslen
指揮	kommandoen
指揮	command
指揮	kommando
指揮	kommanderende
レース	kapløb
レース	race
レース	kapsejlads
レース	ræs
レース	racerløb
レース	racing
レース	væddeløb
レース	kapsejlads
レース	blonder
レース	kniplinger
静岡	shizuoka
郵便	mail
郵便	post
神奈川	kanagawa
岡山	okayama
埼玉	saitama
項目	indgange
項目	angivelser
カップ	kopper
カップ	cups
カップ	kop
カップ	pokalen
カップ	bæger
カップ	cup
ラン	kør
ラン	løbe
ラン	run
ラン	løb
ラン	kørt
レイ	ray
移転	transfer
移転	overdragelse
移転	overførsel
移転	forflyttelse
移転	udflytning
移転	flytning
ほぼ	næsten
ほぼ	næsten
交差点	krydset
イベント	begivenheder
イベント	hændelser
イベント	arrangementer
イベント	events
イベント	begivenhederne
イベント	hændelse
イベント	begivenheden
イベント	event
イベント	begivenhed
異なる	forskellige
異なる	forskelligt
異なる	anderledes
異なる	forskellig
神戸	kobe
カー	kerr
出典	kilder
出典	kilde
関西	kansai
ほとんど	næsten
行動	opførsel
行動	adfærd
行動	adfærdsmæssige
行動	opførsel
行動	adfærd
重要	vigtig
重要	vigtigt
重要	vigtige
プロジェクト	projekt
プロジェクト	project
プロジェクト	projektet
プロジェクト	projekter
プロジェクト	projekterne
九州	kyūshū
九州	kyushu
電車	træne
電車	train
電車	tog
電車	træn
電車	togene
電車	tog
建築	arkitekturen
建築	arkitektur
クラス	klasser
クラス	klasserne
クラス	klasse
クラス	klassen
導入	introduktion
導入	indledning
アジア	asien
アジア	asia
全体	generelt
全体	overordnet
全体	samlet
全体	hel
全体	hele
タイ	thailand
タイ	tai
普通	ordinært
普通	ordinær
普通	normalt
普通	normale
普通	normal
一人	et
一人	en
一人	én
長野	nagano
施行	tvungen
施行	fuldbyrdet
施行	håndhæves
施行	håndhævet
舞台	stadier
舞台	etaper
舞台	faser
舞台	etape
舞台	stadie
舞台	scenen
舞台	stage
舞台	fase
一方	imens
スペイン	spanien
意見	udtalelse
意見	meninger
意見	udtalelser
再び	igen
発見	opdager
発見	opdage
発見	opdage
発見	opdagelser
発見	opdagelse
発見	discovery
鈴木	suzuki
ローマ	romerske
ローマ	roman
ローマ	romer
ローマ	romersk
ローマ	rom
ローマ	roms
ローマ	romaer
ローマ	romaerne
ローマ	roma
保護	beskytter
保護	beskytte
保護	beskyt
保護	beskytte
保護	beskyttelse
少女	pigen
少女	girl
少女	tøs
少女	pige
少女	shōjo
試験	eksamen
試験	undersøgelse
試験	eksamen
試験	eksamens
試験	eksamener
試験	eksaminer
多数	mange
多数	talrige
反対	imod
反対	mod
反対	modsatte
反対	modsat
きく	ets
作家	forfatterne
作家	ophavsmænd
作家	forfattere
作家	forfatter
作家	skribent
作家	forfattere
作家	forfatteren
作家	forfatter
作家	forslagsstiller
作家	ophavsmand
地球	jorden
地球	earth
地球	jord
地球	jordens
方法	metoden
方法	metode
特徴	karakteristika
特徴	egenskaber
特徴	kendetegn
特徴	karakteristika
特徴	egenskaber
特徴	særtræk
特徴	funktioner
特徴	funktion
特徴	funktionen
特徴	karakteristik
特徴	karakteristisk
ベース	base
ベース	basen
ベース	basis
ベース	bassen
ベース	bass
ベース	bas
男性	hankøn
男性	mænd
男性	mand
男性	mandlige
男性	mandlig
男性	mændene
男性	mænd
男性	mennesket
男性	mand
男性	manden
ケース	tilfælde
ケース	sager
子供	børn
子供	kids
子供	unger
子供	børn
子供	børns
子供	barns
子供	child
子供	barn
以来	siden
福島	fukushima
大臣	ministeren
大臣	minister
大臣	ministrene
大臣	ministre
オープン	åbent
オープン	åbn
オープン	åben
兵庫	hyogo
コーナー	hjørne
コーナー	hjørnet
取締役	direktør
取締役	instruktør
