bagdad	bagdad
actuación	performanțe
actuación	performanta
actuación	performanța
actuación	performanță
impresionante	impresionant
impresionante	impresionantă
king	regele
king	king
king	rege
andy	andy
archie	archie
fantasía	fantasy
fantasía	fantezii
fantasía	fantezia
fantasía	fantezie
xulgar	judge
xulgar	judecator
xulgar	judecă
xulgar	judecătoare
xulgar	judecător
vicepresidente	vicii
vicepresidente	viciul
vicepresidente	moravuri
vicepresidente	viciu
vicepresidente	vice
vicepresidente	președintele
vicepresidente	preşedinte
vicepresidente	preşedintele
vicepresidente	președinte
vicepresidente	presedinte
fase	etapa
fase	etapă
fase	stadiul
fase	faza
fase	fază
veredes	vezi
veredes	ai
veredes	te
veredes	tu
deixala	lasă
deixala	ea
deixala	ai
deixala	te
deixala	tu
extraordinario	extraordinara
extraordinario	extraordinar
extraordinario	extraordinară
extraordinario	extraordinare
anderson	anderson
contesta	răspuns
contesta	răspunde
contesta	raspunde
pagas	plateste
pagas	ai
pagas	te
pagas	tu
preguntoume	și
preguntoume	si
preguntoume	şi
preguntoume	întrebat
preguntoume	intrebat
preguntoume	întrebată
impedir	ține
impedir	păstrați
impedir	păstrează
congreso	congres
congreso	congresului
congreso	congresul
recibiron	primit
recibiron	primite
recibiron	primită
collen	ia
collen	luati
béisbol	baseball
electrónico	electronice
electrónico	electronică
electrónico	electronic
reto	provocare
reto	provocarea
postura	postură
postura	postura
postura	pozitie
postura	poziția
postura	poziţia
postura	poziţie
postura	poziție
interacción	interacțiunea
relacionado	legate
tocas	ai
tocas	te
tocas	tu
despedida	adio
convencer	convinge
ego	egoul
ego	ego
ego	orgoliu
ego	orgoliul
prioridades	prioritățile
prioridades	priorități
largo	ia
largo	obține
largo	afara
largo	afară
largo	out
experto	expertul
experto	expertă
experto	expert
referencia	referință
referencia	referința
referencia	trimitere
tiveses	ai
tiveses	te
tiveses	tu
tiveses	avea
tiveses	avut
preocupar	despre
necesitaba	nevoie
gafas	ochelari
gafas	paharele
gafas	ochelarii
gafas	pahare
secundarios	lateral
secundarios	side
secreto	secretă
secreto	secret
secreto	secreta
secreto	secrete
secreto	secretul
pavos	curcani
verdadeiros	real
verdadeiros	reale
verdadeiros	reală
verdadeiros	adevărat
verdadeiros	adevarat
similares	asemanator
similares	similar
similares	asemănător
similares	asemănătoare
similares	similară
similares	similare
desafío	provocare
desafío	provocarea
desafío	sfidare
desafío	sfidarea
desafío	defiance
capturar	capturează
capturar	capturarea
capturar	captura
capturar	captură
capturar	capturare
capturar	captare
profundidade	adancime
profundidade	adâncimea
profundidade	adâncime
profundidade	profunzime
profundidade	adanc
profundidade	profund
profundidade	adâncă
profundidade	adânc
capas	straturi
capas	auriu
capas	aur
capas	gold
capas	aurul
utiliza	utilizează
utiliza	utilizarea
utiliza	folosește
utiliza	utilizare
virán	vino
operar	operează
adolescente	adolescent
nalgures	undeva
maquinaria	utilaje
maquinaria	mașină
renda	chiria
renda	chirie
renda	venitul
renda	venituri
renda	veniturile
sexamos	lasă
admitir	admite
admitir	vrei
admitir	vreau
inxección	injectarea
inxección	injecție
inxección	injectare
instrumento	instrument
instrumento	instrumentul
diaños	iadul
diaños	iad
micrófono	microfonul
micrófono	microfon
micrófono	mic
cheguen	au
cheguen	ei
cheguen	ele
cheguen	ia
cheguen	obține
cheguen	vino
placas	placi
placas	farfurii
placas	plăci
habitacións	camerele
habitacións	camere
actuais	curentul
actuais	curent
actuais	actual
actuais	curentului
actuais	actuală
construíu	construite
construíu	construita
construíu	construit
construíu	construită
contrasinal	parolă
contrasinal	parola
dispositivos	aparate
dispositivos	dispozitive
mandela	mandela
mark	marcu
mark	marchează
mark	marca
mark	mark
porca	murdare
porca	murdară
porca	murdari
porca	murdar
entrevistas	interviurile
entrevistas	interviuri
lendo	citirea
lendo	citire
lendo	citesc
lendo	citind
lendo	lectură
sa	sănătos
sa	sănătoasă
sa	sanatos
sa	sănătoase
queixa	plângerea
queixa	plângere
verdades	adevăruri
tomen	ia
tomen	luati
manifestación	demonstrație
ética	etica
ética	etică
cruzando	traversare
cruzando	traversarea
cruzando	trecere
opresión	opresiune
serra	sierra
argumento	argumentul
argumento	argument
xen	gene
xen	genă
xen	gena
asilo	acasa
asilo	casă
asilo	acasă
asilo	home
autor	autor
autor	autorul
ducha	duș
amabilidade	bunătate
amabilidade	bunătatea
simon	simon
nucleares	nuclear
nucleares	nucleare
nucleares	nucleara
nucleares	nucleară
propiedades	proprietate
propiedades	proprietatea
propiedades	proprietăți
propiedades	proprietati
henry	henric
henry	henry
gañadores	învingători
use	utilizează
use	utilizarea
use	folosește
use	utilizare
aparecer	arată
aparecer	arata
aparecer	spectacol
aparecer	afișează
buracos	găuri
buracos	gropi
buracos	gauri
ensaio	proces
ensaio	procesul
mercados	piață
mercados	piața
mercados	piaţă
mercados	piaţa
mercados	piata
mercados	market
mercados	piețele
mercados	piețe
suecia	suedia
dentista	dentist
dentista	stomatolog
comín	mâncat
comín	ate
comín	mancat
reside	minciunile
reside	minciuni
farían	ar
farían	au
farían	au
farían	ei
farían	ele
xerais	generalul
xerais	generale
xerais	general
xerais	generali
xerais	generalii
xerais	generalilor
golpes	lovituri
meniño	iubire
meniño	baby
meniño	copil
meniño	iubito
meniño	bebe
meniño	băiat
meniño	baiat
colleron	au
colleron	ei
colleron	ele
debiamos	avea
debiamos	avut
teredes	au
teredes	ai
teredes	te
teredes	tu
nazis	nazisti
nazis	nazist
nazis	nazistă
cazadores	vanatori
cazadores	vânători
cazadores	vânătorii
cazadores	vânătoare
cazadores	vânătoarea
cazadores	vanatoare
musulmáns	musulmani
musulmáns	musulmanii
musulmáns	musulmanilor
barrios	cartierele
barrios	cartiere
barrios	arii
barrios	domenii
barrios	zonele
barrios	zone
reláxate	relax
entendía	inteles
entendía	înțeles
entendía	înțelege
entendía	intelege
bater	hit
bater	lovit
bater	loveste
perdoar	iartă
manteñen	ține
manteñen	păstrați
manteñen	păstrează
manteñen	au
manteñen	ei
manteñen	ele
existiu	existat
elemento	elementul
elemento	element
mecánico	mecanice
mecánico	mecanic
mecánico	mecanică
mecánico	mecanic
desaparición	disparitia
desaparición	dispariția
desaparición	disparitie
piden	cere
piden	întreabă
piden	intreaba
piden	pentru
piden	au
piden	ei
piden	ele
durmimos	dormi
durmimos	somn
esquezo	uită
esquezo	uita
refire	medie
espacial	hubble
espacial	spaţiul
espacial	spațiu
espacial	spațiul
espacial	spatiu
espacial	spaţiu
estacións	anotimpurile
estacións	sezoane
estacións	anotimpuri
estacións	stații
estacións	statii
barra	barul
barra	bar
barra	kilogram
rabaño	stol
rabaño	turmă
rabaño	turma
national	națională
national	national
national	naţional
national	nationala
national	național
osos	bears
osos	ursi
osos	urşilor
sumidoiro	jgheab
diálogo	dialogul
diálogo	dialog
diálogo	dialoguri
personalidade	personalitate
personalidade	personalitatea
gertrude	gertrude
perdidos	pierdut
perdidos	pierdute
perdidos	pierdută
perdidos	lost
hara	hara
bebendo	băut
vivido	trait
vivido	trăia
vivido	trăită
vivido	trăit
lanzamento	drop
lanzamento	picătură
recorda	ai
recorda	te
recorda	tu
green	verzi
green	verde
green	green
clásico	clasică
clásico	clasic
clásico	clasica
clásico	clasică
clásico	clasic
clásico	clasica
clásico	classic
armado	armat
armado	înarmat
mobles	mobilier
mobles	mobila
mobles	mobilă
negociar	negocia
negociar	negociază
afastados	departe
afastados	din
xestos	gesturi
xestos	gesturile
disturbios	revoltele
disturbios	revolte
intelectual	intelectuale
intelectual	intelectuali
intelectual	intelectual
intelectual	intelectuală
averiguar	afara
averiguar	afară
averiguar	out
averiguar	găsiți
averiguar	găseşte
averiguar	găsește
presencia	prezență
presencia	prezenţa
presencia	prezența
teríamos	ar
teríamos	au
brando	moi
brando	moale
sospeita	suspiciune
sospeita	suspiciunea
sospeita	suspiciuni
sospeita	suspecți
mestura	amestecă
mestura	amestec
mestura	amesteca
mestura	mix
mestura	amestecarea
mestura	amestecare
novidade	nou
novidade	noua
novidade	noi
novidade	nouă
mañán	dimineata
mañán	dimineața
mañán	neatza
mañán	mâine
mañán	maine
tua	dumneavoastră
tua	ta
tua	iubitoare
tua	iubitor
sintes	simți
sintes	simte
sintes	simțiți
sintes	simt
asentos	scaune
asentos	locuri
fondos	fonduri
fondos	fondurile
soto	beci
soto	subsolul
soto	subsol
soto	beci
ocuparse	îngrijire
ocuparse	ingrijire
ocuparse	grija
ocuparse	ia
ocuparse	luati
eterna	eternă
eterna	eterna
eterna	eterne
eterna	etern
elixido	aleși
elixido	alese
elixido	aleasă
elixido	ales
elixido	una
elixido	unul
elixido	unu
fíxate	uite
socialismo	socialismul
traio	adu
créame	crede
georgie	georgie
dareille	dați
dareille	dă
mantemento	întreținerea
mantemento	intretinere
mantemento	întreținere
privilexios	privilegiile
privilexios	privilegii
sabíao	știa
sabíao	știut
sabíao	știam
cansos	obosit
cansos	obosite
cansos	obosită
pases	timp
pases	ora
pases	timpul
botes	bărci
botes	barci
tivésemos	avea
tivésemos	avut
algodón	bumbac
algodón	bumbacul
tirado	minciuna
pazo	palatul
pazo	palat
pazo	palace
pazo	vilă
pazo	vila
pazo	villa
volvería	ar
volvería	înapoi
volvería	inapoi
volvería	back
volvería	spate
saes	ai
saes	te
saes	tu
saes	afara
saes	afară
saes	out
solitario	singuratic
solitario	singur
aturo	pot
aturo	can
aturo	ia
aturo	luati
aturo	stand
responsábeis	responsabil
responsábeis	răspunzător
responsábeis	responsabili
responsábeis	responsabilă
responsábeis	pentru
desexaría	doresc
aparta	ia
aparta	obține
municións	muniție
municións	muniție
escocés	scotch
quite	ia
quite	luati
quite	off
louis	louis
louis	ludovic
miami	miami
descansa	odihnă
descansa	odihna
pedido	comanda
pedido	ordinea
pedido	comandă
pedido	ordine
pedido	ordin
stratton	stratton
francesas	franceză
francesas	franceza
francesas	francezi
francesas	francez
perdes	ai
perdes	te
perdes	tu
perdes	pierzi
perdes	pierd
perdes	pierde
falaron	au
falaron	ei
falaron	ele
falaron	vorbit
zeke	zeke
servirá	will
servirá	va
digno	demn
digno	vrednic
amarelo	galben
amarelo	galbenă
wheeler	wheeler
fama	faimă
fama	faima
fama	fame
canibalismo	canibalism
duras	greu
duras	tare
aceno	gest
estouche	ai
estouche	te
estouche	tu
della	della
trucos	trucuri
trucos	trucurile
alumnado	elevi
alumnado	pupilele
alumnado	elevii
alumnado	sunt
alumnado	studenti
alumnado	elevi
alumnado	studenți
alumnado	elevii
burgueses	burghez
vera	vera
tentativa	tentativă
tentativa	tentativa
bárbaros	barbarii
bárbaros	barbari
bárbaros	sălbatici
entendín	inteles
entendín	înțeles
movédevos	mută
movédevos	misca
movédevos	mutare
stan	stan
stan	ai
stan	te
stan	tu
west	west
west	vest
west	occident
west	vestul
bild	bild
marines	marini
marines	marin
marines	marină
marines	marine
dickie	dickie
lucinda	lucinda
cóidate	ia
cóidate	luati
cóidate	îngrijire
cóidate	ingrijire
cóidate	grija
armenia	armenia
correde	rulează
correde	fugi
turista	turist
turista	turistice
mann	mann
kathy	kathy
alicia	alice
magali	magali
parisinos	parizieni
won	won
won	câștigat
heavy	heavy
heavy	greu
heavy	grele
heavy	grea
heavy	grei
wey	wei
farhad	farhad
cora	cora
doutora	doctore
doutora	doctor
envioume	trimisă
envioume	trimis
envioume	trimise
conquistar	cuceri
conquistar	cuceresc
equipos	echipele
equipos	echipe
procede	vine
procede	din
vise	văzut
vise	fierăstrău
vise	ferăstrău
vise	vezi
altar	altarul
altar	altar
refírome	medie
debates	discuții
debates	discutii
debates	dezbateri
debates	dezbaterile
redes	plase
redes	rețele
redes	retele
investigadores	cercetătorii
investigadores	cercetatori
investigadores	cercetătorilor
investigadores	cercetători
utilidade	utilizează
utilidade	utilizarea
utilidade	folosește
utilidade	utilizare
utilidade	utilitate
utilidade	utilitatea
utilidade	utilitar
entretemento	divertisment
entretemento	entertainment
diapositiva	slide
diapositiva	alunecă
trampas	capcane
trampas	capcanele
soben	că
soben	asta
soben	aia
vense	sunt
decatei	realizat
cometeu	comis
cometeu	comise
cometeu	făcute
cometeu	made
cometeu	făcută
cometeu	făcut
favoritos	preferat
favoritos	favorita
favoritos	favorite
favoritos	favorit
favoritos	preferata
favoritos	preferate
favoritos	preferatele
favoritos	favorite
favoritos	favoritele
comparten	distribuie
comparten	cota
comparten	share
volvía	înapoi
volvía	inapoi
volvía	back
volvía	spate
musical	muzical
musical	musical
musical	muzică
musical	muzica
funcionamento	cum
detector	detector
detector	detectorul
illado	izolat
illado	izolată
illado	izolate
illado	că
illado	asta
illado	aia
fundamental	fundamentală
fundamental	fundamentale
fundamental	fundamental
xuízos	hotărârile
xuízos	hotărâri
xuízos	încercări
xuízos	procese
causas	cauzele
causas	cauze
bate	bate
substituír	înlocuiește
substituír	înlocui
substituír	substitut
substituír	pentru
debuxo	desenul
debuxo	desen
debuxo	desenez
rostros	chipuri
rostros	fețe
rostros	faţă
rostros	fata
rostros	fața
rostros	faţa
rostros	față
aula	cameră
aula	camera
aula	clasă
aula	clasa
manipulación	manipulare
manipulación	manipularea
sentirse	simți
sentirse	simte
sentirse	simțiți
sentirse	simt
campá	clopot
campá	clopotul
campá	bell
saíde	ia
saíde	obține
saíde	afara
saíde	afară
saíde	out
corrupción	coruptie
entras	vino
elo	că
elo	asta
elo	aia
preguntarnos	cere
preguntarnos	întreabă
preguntarnos	intreaba
entrando	intrând
corvos	ciorile
corvos	ciori
corvos	corbi
corvos	corbii
corvos	corbi
corvos	ravens
corvos	corbii
prestar	plateste
poñamos	lasă
persoais	personal
persoais	personala
persoais	personală
persoais	personale
herdanza	patrimoniu
herdanza	patrimoniului
herdanza	patrimoniul
herdanza	moștenire
herdanza	moștenirea
defecto	prestabilită
defecto	implicite
defecto	prestabilit
defecto	implicit
defecto	implicită
eléctrica	electrice
eléctrica	electric
eléctrica	electrică
eléctrica	putere
eléctrica	puterea
eléctrica	power
prestado	împrumut
prestado	împrumuta
prestado	împrumută
prestado	imprumutat
prestado	împrumutat
interiores	interior
interiores	interioară
traxes	rochie
traxes	costume
limitado	limited
limitado	limitate
limitado	limitat
limitado	limitată
ancián	bătrân
ancián	vechi
ancián	old
ancián	veche
ancián	bătrâne
ancián	bărbat
ancián	om
ancián	omul
ancián	barbat
ancián	man
infección	infecție
radicais	radicali
radicais	radical
radicais	radicale
radicais	radicală
recente	recente
recente	recent
recente	recenta
recente	recentă
italianos	italiana
italianos	italiană
italianos	italian
italianos	italieni
italianos	italienii
xeracións	generatii
xeracións	generații
barreira	bariera
barreira	barieră
ouviu	auzit
ouviu	ai
ouviu	te
ouviu	tu
ouviu	auzi
jamie	jamie
ido	plecat
arruinar	ruină
arruinar	ruina
toquei	atins
toquei	atinsă
toquei	atinge
toquei	touch
toquei	atingere
concertos	concertele
concertos	concerte
pecho	închide
pecho	inchide
virus	virus
virus	virusul
pulmóns	plămânii
pulmóns	plămâni
extremadamente	extrem
fármacos	droguri
fármacos	drogurile
fármacos	medicamente
microbios	microbii
microbios	microbi
prácticas	practicile
prácticas	practicilor
prácticas	practici
prácticas	practice
prácticas	practică
prácticas	practic
estudios	studiouri
estudios	studiourile
estudios	studios
axuden	ajutor
axuden	ajută
hackers	hackerii
hackers	hackeri
arrecifes	coral
arrecifes	corali
arrecifes	recifurile
éramos	erau
ondas	valuri
ondas	valurile
acabará	sfârșit
acabará	sfarsit
acabará	final
acabará	will
acabará	va
ártico	arctică
ártico	arctic
ártico	arctica
mortas	moartă
mortas	dead
mortas	mort
egoísta	egoiste
egoísta	egoistă
egoísta	egoism
egoísta	egoist
crecín	crescută
crecín	ridicată
