категорія	kategorya
центр	sentro
центр	centre
захід	west
захід	kanluran
тільки	lang
тільки	lamang
франції	pransiya
франції	france
століття	siglo
століття	daantaon
століття	siglo
століття	century
рада	konseho
рада	konsilyo
рада	rada
схід	silangan
схід	east
статті	akda
статті	artikulo
склад	pantig
склад	warehouse
склад	bodega
міні	mini
особи	persons
особи	taong
особи	person
особи	tao
над	mahigit
історія	story
історія	kuwento
історія	kwento
історія	kasaysayan
історія	history
зображення	picture
зображення	larawan
зображення	larawan
зображення	imahe
зображення	picture
пункти	points
пункти	opsyon
пункти	options
пункти	entries
код	code
код	kodigo
сайт	website
сайт	site
разом	sama
разом	magkasama
інші	iba
проти	versus
тут	rito
тут	dito
тут	nandito
український	ukranyano
початку	pagsisimula
мова	wika
мова	alangan
мова	wikang
мова	tausug
історії	kuwento
історії	kasaysayan
історії	history
всі	all
всі	puro
всі	lahat
багато	lots
багато	maraming
багато	maraming
багато	marami
багато	magkano
багато	marami
більше	pa
більше	pang
кількість	count
кількість	bilang
кількість	dami
шаблони	template
шаблони	pattern
дуже	napaka
два	dalawang
два	dalawa
два	two
перший	unang
перший	muna
площа	plaza
площа	parisukat
площа	lugar
площа	area
площа	lawak
країни	bansa
країни	makabayan
країни	bansang
назва	pangalan
назва	pong
назва	titulo
назва	pamagat
назва	title
наук	sciences
розташований	matatagpuan
голова	head
голова	ulo
голова	chairman
народився	ipinanganak
народився	pinanganak
щодо	tungkol
сторінка	pahinang
сторінка	pahina
сторінка	page
той	na
той	yan
росії	rusya
росії	russia
все	all
все	puro
все	lahat
київ	kyiv
київ	kiev
зокрема	kasama
роботи	trabaho
роботи	magtrabaho
роботи	work
біля	malapit
проте	nonetheless
веб	web
статтю	artikulo
праворуч	diba
праворуч	kanang
потім	then
потім	pagkatapos
землі	daigdig
землі	lupa
армії	armies
армії	hukbo
армії	army
однак	subalit
однак	gayunman
однак	gayunpaman
саме	tiyak
саме	sakto
північний	north
північний	hilagang
північний	hilaga
північний	hilagang
день	araw
частина	bahagi
частина	part
частина	parte
південний	katimugang
південний	southern
південний	timog
смерті	kamatayan
період	panahon
перша	unang
перша	muna
такі	sinusubaybayan
такі	sumusunod
такі	sinusundan
двох	dalawang
двох	dalawa
двох	two
навіть	kahit
розташування	paglalagay
розташування	paglalagyan
розташування	puwesto
розташування	kaayusan
розташування	arrangement
розташування	kinalalagyan
розташування	lokasyon
розташування	posisyon
розташування	opinyon
кар	career
кар	karera
три	tatlong
три	tatlo
працював	nagtrabaho
висота	altitude
висота	taas
висота	height
входить	pumapasok
входить	nagsasama
різних	ibang
фільми	films
фільми	movies
сільська	rural
сільська	panlalawigan
церква	iglesia
церква	simbahan
церква	church
створення	gumagawa
створення	ginagawa
створення	henerasyon
створення	generation
створення	gumawa
створення	lumikha
створення	paglikha
створення	paggawa
створення	creation
значення	meaning
значення	kahulugan
значення	halaga
вул	str
системи	sistemang
системи	system
системи	sistema
йому	kaniya
йому	niya
йому	siya
йому	kanya
крім	puwera
крім	maliban
крім	pwera
тоді	then
тоді	pagkatapos
ніж	kutsilyo
адреса	tirahan
адреса	address
член	miyembro
член	titi
франція	pransiya
франція	france
адміністративний	administrative
там	may
динаміка	dinamika
національний	national
національний	pambansa
національний	pambansang
національний	nasyonal
управління	pamamahala
управління	management
управління	pamamahala
управління	tagapamahala
всіх	all
всіх	puro
всіх	lahat
всіх	lahat
нього	kaniya
нього	niya
нього	siya
нього	kanya
річки	ilog
дата	date
дата	petsa
людей	tao
хоча	bagaman
хоча	although
мови	wika
мови	alangan
мови	wikang
мови	tausug
українська	ukranyano
поселення	settlement
розподіл	pamamahagi
знаходиться	matatagpuan
пізніше	mamaya
розвитку	development
розвитку	pagpapaunlad
розвитку	unlad
вулиця	kalye
згодом	mamaya
картка	card
часто	madalas
часто	madalas
часто	kadalasan
олександр	alejandro
олександр	alexander
офіційний	official
офіційний	opisyal
департамент	kagawaran
департамент	departamento
віком	katandaan
віком	aged
тощо	atbp
тощо	etc
майже	halos
права	diba
права	kanang
права	karapatan
права	rights
муніципалітетів	communes
церкви	simbahan
стала	constant
голови	head
голови	heads
голови	transplant
південь	timog
вулиці	kalye
перед	noon
перед	dati
перед	bago
сім	pitong
сім	seven
сім	pito
мав	ay
мав	had
мав	nagkaroon
яке	aling
яке	alin
автор	gumawa
автор	lumikha
автор	creator
автор	author
володимир	volodymyr
володимир	vladimir
типу	type
типу	uri
академії	academy
фільм	pelikula
фільм	sine
фільм	movie
карта	mapa
команди	utos
іван	ivan
іван	juan
іван	john
використання	paggamit
використання	paggamit
використання	gamitin
головний	chief
головний	hepe
головний	pangunahing
головний	pangunahin
зоря	bituin
зоря	star
деякі	ilang
деякі	ilan
музей	museo
діяльність	gawain
діяльність	aktibidades
діяльність	gawain
діяльність	aktibidad
частини	parts
закінчив	tapos
джерела	sources
джерела	pinagmumulan
джерела	pagkukunan
джерела	source
джерела	pinagkunan
кам	kampo
честь	advertise
честь	karangalan
організації	aayos
своїх	kanilang
сил	pwersa
сил	sandatahan
померли	pagkamatay
дві	dalawang
дві	dalawa
дві	two
діяльності	gawain
діяльності	aktibidades
діяльності	gawain
діяльності	aktibidad
клуб	club
клуб	samahan
ігор	games
ігор	igor
партії	partido
партії	party
партії	pagdiriwang
партії	pagtitipon
перелік	listahang
перелік	listahan
роль	tungkulin
складається	binubuo
усі	all
усі	puro
усі	lahat
усі	lahat
україна	ukraine
свої	kanilang
університет	university
університет	unibersidad
університет	pamantasan
відомий	famous
відомий	sikat
микола	nikolaj
микола	nikolay
микола	mykola
італії	italya
спочатку	initially
школа	paaralan
право	diba
право	kanang
право	batas
євро	euro
далі	karagdagang
далі	kasunod
далі	susunod
далі	next
знову	ulit
знову	again
знову	muli
знову	nanaman
стали	naging
одна	isa
одна	one
хто	sino
моря	seas
моря	kabilang
стаття	artikulo
стаття	talata
звання	ranks
звання	rank
звання	ranggo
статус	status
статус	katayuan
помер	patay
помер	namatay
польщі	poland
група	grupo
група	pangkat
група	group
новий	new
новий	bago
новий	bagong
зір	pangitain
зір	paningin
великий	big
великий	malaking
великий	malaki
великий	sarap
великий	magaling
залізниця	riles
залізниця	railway
залізниця	riles
система	sistemang
система	system
система	sistema
північ	midnight
північ	hatinggabi
північ	north
північ	hilagang
північ	hilaga
більшість	pinaka
більшість	karamihan
більшість	majority
більшість	karamihan
більшість	nakararami
народження	ipinanganak
народження	pinanganak
народження	kapanganakan
інформація	info
інформація	impormasyon
влади	kinauukulan
округ	okrug
округ	distrito
інститут	institute
інститут	suriang
інститут	institut
інститут	institusyon
будинок	bahay
дослідження	pananaliksik
дослідження	pagsisiyasat
дослідження	research
дослідження	kalawakan
дослідження	araling
дослідження	aral
війна	digmaan
війна	digmaang
війна	gerilya
війна	pakikipaglaban
комуни	commune
приблизно	approx
приблизно	tungkol
багатьох	maraming
багатьох	marami
відповідно	respectively
війська	hukbo
регіон	rehiyon
велика	big
велика	malaking
велика	malaki
велика	magna
видів	uri
рід	angkan
рід	clan
рід	kapisanan
рід	reid
рід	genus
рід	reed
міст	tulay
міст	anzac
міст	lungsod
міст	pont
мала	mala
мала	malaya
генерал	pangkalahatan
генерал	heneral
генерал	pangkalahatang
генерал	general
мали	ay
мали	had
мали	nagkaroon
основі	pinagsasama
статей	akda
статей	artikulo
статей	sexes
навчання	aral
навчання	learning
навчання	tutorial
син	anak
син	son
фізична	pisikal
рішення	desisyon
рішення	solusyon
питання	katanungan
питання	tanong
питання	katanungan
питання	tanong
досить	sapat
досить	ganap
досить	lubos
люди	tao
тепер	ngayon
ним	kaniya
ним	niya
ним	siya
ним	kanya
медіана	panggitnang
компанії	kumpanya
компанії	kompanya
іншими	iba
походження	pinanggalingan
походження	origin
походження	pinagmulan
дані	datos
дані	data
дані	dani
видання	edition
видання	edisyon
видання	isyu
видання	issue
видання	problema
раніше	nauna
раніше	dati
раніше	kanina
раніше	maaga
румунії	romania
зазвичай	kadalasan
сан	sens
сан	san
використовується	ginamit
використовується	nagamit
використовується	ginagamit
команда	command
команда	utos
команда	team
всього	kabuuang
всього	kabuuan
таблиці	mesa
таблиці	lamesa
таблиці	mesa
таблиці	talahanayan
таблиці	table
початок	simula
початок	simulan
початок	magsimula
початок	magsimula
початок	simulan
початок	simula
початок	sinisimulan
початок	nagsisimula
початок	simula
пояс	baywang
пояс	sinturon
пояс	belt
сергій	sergei
сергій	sergey
станція	estasyon
станція	station
станція	istasyon
станція	novosibirsk
існує	umiiral
існує	umiiral
проект	project
проект	proyekto
проект	taumbayan
мати	nanay
мати	ina
чоловік	asawa
чоловік	lakay
чоловік	lalaking
чоловік	lalaki
чоловік	man
ліворуч	natitira
ліворуч	pakaliwa
ліворуч	iniwan
ліворуч	naiwan
ліворуч	kaliwa
усіх	lahat
книги	libro
книги	aklat
книги	book
книги	libro
книги	aklat
михайло	mikhail
михайло	michael
країн	bansang
нагороди	parangal
нагороди	awards
поштові	selyo
поштові	postal
офіційна	official
офіційна	opisyal
індекси	indices
дії	operations
дії	operasyon
дії	aksyon
дії	aksiyon
дії	gawain
дії	aktibidad
дії	aksiyon
дії	pagkilos
дії	aksyon
станції	estasyon
станції	station
станції	istasyon
станції	istasyon
світі	natikman
немає	wala
освіти	edukasyon
професор	professor
професор	propesor
руху	lilipat
руху	gumagalaw
японії	japan
японії	hapon
служби	serbisyo
служби	serbisyo
служби	paglilingkod
відомі	kilala
виробництва	paggawa
орган	organo
орган	organ
різні	ibang
різні	miscellaneous
різні	kalokohan
поділ	separations
поділ	fission
поділ	division
поділ	dibisyon
треба	need
треба	kailangan
треба	gotta
довжина	haba
сили	lakas
сили	tibay
сили	pwersa
сили	sandatahan
іграх	olympics
шевченка	chorus
основні	basic
роботу	trabaho
роботу	magtrabaho
роботу	work
іванович	ivanovich
прапора	bandila
прапора	watawat
дня	araw
твори	sanaysay
герб	herb
росія	rusya
росія	russia
василь	basil
василь	vasily
депутатів	deputies
іспанії	espanya
іспанії	spain
індекс	index
місця	places
місця	upuan
відбувається	nangyayari
розвиток	development
розвиток	pagpapaunlad
розвиток	unlad
альбом	album
товариства	lipunan
засновані	batay
гравці	manlalaro
серії	serye
серії	series
серії	episodes
німеччини	germany
німеччини	alemanya
німеччини	mikrobyo
просто	simply
просто	lng
просто	nalang
просто	basta
нові	new
нові	bago
нові	bagong
письменник	nobelista
письменник	manunulat
інформації	info
слова	salita
зараз	ngayon
зараз	kasalukuyang
працює	takbo
працює	pagtakbo
працює	tumatakbo
працює	gumagana
батько	ama
батько	tatay
батько	father
декілька	ilang
декілька	multiple
декілька	maramihang
відомості	impormasyon
відомості	detalye
розмір	laki
розмір	sukat
забезпечення	assurance
президент	pangulo
президент	presidente
президента	presidential
москва	moscow
москва	moskva
американський	amerikano
повністю	lubos
повністю	ganap
повністю	totally
посилання	link
посилання	sanggunian
посилання	reperensiya
посилання	links
пісні	kanta
пісні	songs
члени	miyembro
члени	members
члени	kasapi
науки	science
науки	agham
нова	new
нова	bago
нова	bagong
нова	nova
роман	romans
роман	roma
роман	roman
роман	romano
річка	ilog
чотири	apat
другий	pangalawa
обсерваторія	obserbatoryo
шаблон	pattern
шаблон	template
відкритий	buksan
відкритий	bukas
відкритий	open
відкритий	publiko
відкритий	pampubliko
відкритий	nakalabas
збройних	hukbong
збройних	armadong
збройних	sandatahang
можливість	kapabilidad
можливість	pagkakataon
можливість	opportunity
можливість	tampok
можливість	itampok
можливість	posibilidad
можливість	kakayahang
можливість	kakayahan
текст	text
текст	txt
текст	teksto
текст	foreground
учасники	contestants
учасники	miyembro
учасники	members
учасники	kasapi
дерев	puno
прапор	bandila
прапор	watawat
тел	tel
галузі	industriya
стає	nagiging
стає	nagiging
ширина	lapad
чемпіон	champion
гравець	player
гравець	manlalaro
івана	ivana
можливо	siguro
можливо	baka
можливо	maaari
можливо	posible
можливо	possible
можливо	maari
можливо	posibleng
поблизу	malapit
поблизу	malapit
поблизу	kalapit
термін	term
термін	termino
термін	kataga
стало	naging
стало	nadama
стало	naramdaman
випадку	case
випадку	kaso
випадку	kasong
юрій	yuri
великі	large
великі	malaki
великі	malaking
великі	big
великі	malaking
великі	malaki
добре	fine
добре	mabait
добре	mabuti
добре	okay
добре	well
добре	mabuti
добре	balon
король	king
король	hari
король	haring
лінії	lines
випускники	nagtapos
випускники	graduates
виконання	gumaganap
виконання	takbo
виконання	pagtakbo
виконання	tumatakbo
виконання	pagpapatupad
учасник	miyembro
учасник	contestant
учасник	kalahok
учасник	kasali
існування	existence
існування	pagkakaroon
питань	katanungan
питань	tanong
доктор	doktor
доктор	doctor
художник	pintor
художник	artista
художник	artist
підприємства	enterprise
творів	multimedia
радянський	sobyet
заснування	amang
правління	trustees
правління	lupon
правління	board
правління	pamahalaan
правління	gobyerno
сен	sen
сен	santo
сен	santa
поштовий	postal
іноді	minsa
іноді	minsan
секретар	sekretarya
секретар	kalihim
галерея	gallery
галерея	galleria
друга	pangalawa
друга	kaibigan
друга	makipagkaibigan
великих	large
великих	malaki
великих	malaking
містить	naglalaman
містить	humahawak
містить	aalay
територія	teritoryo
політики	patakaran
політики	pulitiko
політики	patakaran
університеті	campus
формування	formation
сьогодні	ngayon
проведення	pagbuo
анатолій	anatoly
види	uri
види	species
дружина	asawa
світ	mundo
андрій	andrei
зміни	pagbabago
зміни	pagbabago
зміни	nagbabago
зміни	nababago
ред	pula
ред	red
днів	araw
номер	bilang
справ	affairs
програми	aplikasyon
програми	aplikasyon
програми	software
партія	partido
партія	party
партія	pagdiriwang
партія	pagtitipon
будівництво	gusali
будівництво	konstruksiyon
будівництво	construction
будівництво	konstruksyon
події	pagkahulog
події	pangyayari
події	kaganapan
події	event
тип	type
тип	uri
укр	eng
чемпіонат	fina
чемпіонат	kampeonato
чемпіонат	championship
проблеми	problema
людина	homo
людина	pantao
людина	tao
людина	makatao
людина	human
людина	lalaking
людина	lalaki
людина	man
вікіпедія	wikipedia
число	bilang
альбоми	album
альбоми	albums
розташовані	matatagpuan
розташовані	nakatalaga
білорусі	belarus
петро	petro
петро	petr
петро	pedro
петро	peter
отримала	natanggap
почали	nagsimula
почали	inumpisahan
почали	sinimulan
замість	instead
комітету	komite
комітету	committee
мало	malo
рівні	levels
процес	maproseso
процес	prosesong
процес	proseso
виступав	addressing
менше	kaunti
менше	less
значно	makabuluhang
сезону	panahon
правило	tuntunin
правило	alituntunin
правило	alintuntunin
режисер	direktor
режисер	director
чому	bakit
завжди	palagi
завжди	laging
завжди	anytime
загальна	pangkalahatan
загальна	kabuuang
загальна	kabuuan
ряд	serye
ряд	series
погода	panahon
завод	planta
завод	halaman
вплив	epekto
вплив	impluwensiya
вплив	impluwensya
рух	galaw
рух	mosyon
рух	gumagalaw
рух	traffic
рух	trapiko
рух	paggalaw
рух	kilusan
компанія	kumpanya
компанія	kompanya
слід	dapat
астероїд	asteroid
віктор	viktor
віктор	victor
будівництва	konstruksiyon
будівництва	construction
будівництва	konstruksyon
читати	mabasa
читати	nabasa
читати	basahin
застосування	inilapat
закінчення	matatapos
закінчення	katapusan
закінчення	pagtatapos
закінчення	tapusin
закінчення	dulo
останній	huling
останній	huli
останній	last
перше	unang
перше	muna
скликання	rada
слово	salitang
слово	salita
книга	book
книга	libro
книга	aklat
захисту	protective
захисту	pagprotekta
виступи	shorter
радянської	lietuvos
центрі	kontratista
гри	game
гри	laro
гри	gameplay
призначений	inilaan
призначений	nilalayong
тіла	katawan
сезон	panahon
назвали	pinangalanang
назвали	pinangalanan
назвали	nagngangalang
назвали	tinawagan
назвали	tinatawag
назвали	tinawag
марія	maria
футболіст	putbolista
теж	masyadong
теж	rin
джон	juan
джон	john
джон	jon
володар	lord
володар	panginoon
поет	makata
матчів	tumutugma
ігри	gaming
ігри	paglalaro
ігри	games
повернувся	ibabalik
повернувся	binalik
відома	kilala
відома	famous
відома	sikat
дозволяє	nagpapahintulot
відкриті	buksan
відкриті	bukas
відкриті	open
відкриті	nagbukas
відкриті	binuksan
директор	direktor
директор	director
директор	headmaster
народний	katutubong
народний	folk
заступник	acting
заступник	kumikilos
заступник	bisyo
заступник	vice
заступник	deputy
заслужений	honored
часи	times
часи	beses
теорії	theories
середній	gitnang
середній	gitna
середній	karaniwan
середній	katamtaman
уряд	pamahalaan
уряд	gobyerno
виробництво	produksyon
виробництво	production
виробництво	paggawa
виробництво	manufacturing
виробництво	pagmamanupaktura
кіно	movies
кіно	sinehan
кіно	cinema
кіно	pelikula
кіно	sine
кіно	movie
парк	liwasan
парк	park
створено	nakabuo
створено	nabuo
створено	ginawa
створено	nilikha
окрім	bukod
окрім	puwera
окрім	maliban
окрім	pwera
окрім	aside
повстання	warsaw
повстання	kokhba
повстання	riot
повстання	kaguluhan
повстання	paghihimagsik
навколо	paligid
жінок	kababaihan
провінція	probinsya
провінція	province
провінція	probinsiya
провінція	lalawigan
спорту	palakasan
спорту	isports
спорту	sports
речі	bagay
європі	europa
європі	gresya
відділення	squad
метрів	meters
метрів	metro
потрібно	need
потрібно	kailangan
найкращий	makakaya
найкращий	pinakamagandang
найкращий	pinakamaganda
найкращий	best
ван	wan
ван	van
ван	wang
безпеки	security
безпеки	seguridad
досягнення	achievements
досягнення	nagawa
досягнення	accomplishment
досягнення	nakamit
досягнення	achievement
театр	sinehan
театр	theater
театр	teatro
театр	tanghalan
республіка	republika
одночасно	sabay
вийшов	lumabas
мешканців	residente
німеччині	germany
німеччині	alemanya
німеччині	mikrobyo
герой	hero
герой	bayani
острів	isla
острів	pulo
острів	island
острів	pulo
загальні	pandaigdigang
загальні	global
загальні	pandaigdigan
загальні	karaniwan
загальні	karaniwang
загальні	pangkalahatan
загальні	heneral
загальні	pangkalahatang
загальні	general
культура	kultura
культура	nok
одиниця	yunit
одиниця	unit
бібліотека	aklatan
бібліотека	library
раді	natutuwa
профіль	profile
профіль	pagkakakilanlan
профіль	pagkakilanlan
профіль	katauhan
малі	liit
малі	maliit
швидко	mabilisan
швидко	dali
швидко	mabilis
швидко	kabilis
швидко	fast
оборони	depensa
оборони	defense
оборони	pagtatanggol
америки	amerika
санкт	sankt
російсько	russo
момент	sandali
момент	moment
момент	torque
рахунок	account
рахунок	score
рахунок	iskor
робота	trabaho
робота	job
робота	trabaho
робота	magtrabaho
робота	work
робота	working
робота	pagtatrabaho
робота	gumagana
робота	nagtatrabaho
література	panitikan
література	panitikang
премія	prize
премія	premyo
замок	mangarap
замок	kastilyo
титул	titulo
титул	pamagat
титул	title
ролі	tungkulin
одне	isa
одне	one
англ	anglo
систем	systems
систем	sistema
актор	artista
актор	actor
актор	aktor
гра	game
гра	laro
взагалі	actually
армія	hukbo
армія	army
російська	russian
російська	ruso
карти	baraha
карти	maps
карти	mapa
моделі	models
моделі	modelo
моделі	model
стан	status
стан	katayuan
стан	stan
стан	state
стан	estado
олександра	alexandra
рівень	antas
рівень	level
утворення	formation
утворення	malabo
відкриття	pagtuklas
відкриття	pagkatuklas
відкриття	pagbubukas
відкриття	binubuksan
відкриття	opening
рок	roc
рок	bato
рок	rock
шлях	landas
шлях	path
шлях	paraang
шлях	paraan
шлях	way
фото	itrato
фото	larawan
фото	litrato
фото	litratong
фото	picture
фото	larawan
фото	photos
фото	larawan
організація	organisasyon
поверхні	ibabaw
називають	tinutukoy
планети	planets
фон	von
міністр	cdu
міністр	ministro
міністр	minister
відповідає	sumagot
відповідає	pagtugon
відповідає	sumasagot
відповідає	tumutugon
відповідає	tumutugma
журнал	log
журнал	journal
журнал	magazine
журнал	magasin
журнал	kasaysayan
журнал	history
особа	taong
особа	person
особа	tao
особа	kaakibat
особа	affiliate
особа	kaanib
особа	pagkakakilanlan
особа	pagkakilanlan
особа	katauhan
будівлі	gusali
храм	shrine
храм	templo
дмитро	dmitry
таблиця	lamesa
таблиця	mesa
таблиця	talahanayan
таблиця	table
операції	operations
операції	operasyon
операції	transaksiyon
операції	transaksyon
віці	edad
віці	age
музичні	musikal
музичні	musical
дебютував	debuted
модель	model
джерел	sources
джерел	pinagmumulan
джерел	pagkukunan
факультет	faculty
заклади	opisina
серія	serye
серія	series
серія	serie
риби	pisces
риби	isda
поки	till
поки	habang
поки	bye
поки	hanggang
останні	pinakabagong
останні	pinakabago
останні	pinakahuling
останні	pinakahuli
останні	latest
спосіб	paraang
спосіб	paraan
спосіб	way
мережі	networking
мережі	network
союз	unyon
союз	union
союз	unyong
союз	soyuz
головою	chairman
функції	tungkulin
функції	punsiyon
зробити	gumawa
зробити	gawing
визначення	definition
визначення	katuturan
визначення	kahulugan
визначення	kahulugan
тренер	coach
військовий	military
військовий	pangmilitar
військовий	militar
поновлення	ipinagpapatuloy
сіл	villages
сіл	nayon
сіл	seal
кожен	kada
кожен	tuwing
кожен	bawat
кожен	bawat
кубок	copa
кубок	tasa
кубок	kopa
поширення	ibinabahagi
поширення	pagbabahagi
поширення	ibahagi
поширення	share
поширення	ipamahagi
поширення	namamahagi
поширення	pagbabahagi
поширення	spread
поширення	kumalat
поширення	pagkalat
нижче	ibaba
параметр	parameter
параметр	opsyon
швидкість	hagibis
швидкість	rate
швидкість	bilis
вдалося	pinamamahalaan
вдалося	pinamamahalaang
незважаючи	gayunpaman
незважаючи	kabila
статистика	istatistika
статистика	istatistika
статистика	stats
гори	bundok
верхня	itaas
верхня	upper
радянські	sobyet
мені	manny
знак	senyas
знак	tanda
охорони	guwardiya
військові	military
військові	pangmilitar
військові	militar
корпус	corpus
корпус	corps
боротьби	pakikibaka
боротьби	struggle
колишній	dating
завдання	trabaho
завдання	job
завдання	gawain
завдання	gawain
відміну	kabaliktaran
загалом	kabuuang
загалом	kabuuan
команд	utos
нан	nan
павло	paul
павло	pablo
павло	pavel
здоров	oy
написав	sinulat
написав	wrote
написав	nagsulat
умови	tuntunin
умови	takda
умови	kondisyon
умови	kundisyon
гурт	banda
вивчення	aral
словник	talasalitaan
словник	diksiyunaryo
словник	dictionary
словник	diksyunaryo
включає	nagsasama
старший	elder
старший	senior
закон	batas
медаль	medalya
медаль	medal
пісень	kanta
пісень	songs
матеріали	nilalaman
матеріали	materyal
матеріали	materyales
матеріали	materyales
окремих	indibiduwal
версія	bersyon
версія	bersiyon
версія	pagbabago
комплекс	complex
комплекс	kumplikadong
комплекс	komplikadong
комплекс	masalimuot
олег	oleg
відділу	corporate
відділу	korporasyon
ступінь	degree
ступінь	antas
тварини	hayop
тварини	animal
тварини	hayop
використовувати	gamitin
райони	pambatas
заснований	itinatag
заснований	batay
така	taka
озера	lawa
озера	lakes
батька	ama
батька	tatay
батька	father
міг	ma
середня	katamtaman
середня	karaniwan
середня	gitnang
середня	gitna
виступів	palabas
дні	araw
поняття	konsepto
композитор	composer
молоді	bata
результати	resulta
відкрито	pops
відкрито	buksan
відкрито	bukas
відкрито	open
відкрито	nagbukas
відкрито	binuksan
яна	jana
рос	ross
місць	places
електронна	elektronikong
електронна	electronic
правила	alituntunin
правила	rules
правила	tuntunin
правила	patakaran
правила	patakaran
грав	naglaro
грав	nilalaro
грав	nilaro
швеції	sweden
швеції	suwesya
творчості	pagkamalikhain
участі	paglahok
операція	transaksiyon
операція	transaksyon
операція	nakakasakit
операція	operation
операція	operasyong
операція	operasyon
музики	sinauna
музики	tugtog
музики	musika
музики	tugtugin
музики	music
пункт	opsyon
країна	bansa
країна	makabayan
країна	nationality
країна	nasyonalidad
леніна	lenin
створений	nakabuo
створений	nabuo
сільське	rural
сільське	panlalawigan
інтернет	internet
трохи	ilang
трохи	ilan
трохи	bahagyang
трохи	bahagya
греції	gresya
іспанія	espanya
іспанія	spain
призначення	target
призначення	assignment
призначення	pagtatalaga
призначення	pupuntahan
призначення	destinasyon
призначення	patutunguhan
починаючи	sinisimulan
починаючи	nagsisimula
починаючи	simula
пісня	awitin
пісня	kanta
пісня	awit
том	tom
обраний	pinili
обраний	inihalal
обраний	hinalal
позиції	posisyon
позиції	opinyon
лауреат	laureate
чотирьох	apat
рср	ssr
острови	kapuluang
голи	goals
виходу	umalis
виходу	lumabas
сина	anak
сина	son
енциклопедія	encyclopedia
альбому	album
дає	produces
дає	binibigyan
дає	nagbibigay
крим	crimea
версії	bersyon
повіт	county
повіт	kondado
влада	power
влада	kapangyarihan
депутат	deputy
положення	posisyon
положення	opinyon
криму	crimea
кожного	bawat
поля	patlang
поля	field
поля	larangan
міністерства	ministry
створена	ginawa
створена	nilikha
третій	ikatlong
третій	pangatlo
користувач	username
користувач	gumagamit
користувач	user
постійно	permanente
постійно	permanenteng
німеччина	germany
німеччина	alemanya
німеччина	mikrobyo
палац	palasyo
стадіон	stadium
жінки	kababaihan
петра	petra
чергу	pila
чергу	queue
родина	kapamilya
родина	pamilya
золота	ginto
золота	gold
історичні	makasaysayang
історичні	makasaysayang
окремі	single
окремі	solong
окремі	indibiduwal
радянська	sobyet
бібліотеки	aklatan
бібліотеки	library
повітря	hangin
повітря	himpapawid
бюро	kawanihan
словенія	eslobenya
друге	pangalawa
належать	belong
належать	nabibilang
внесок	kontribusyon
внесок	ambag
олексій	alexei
олексій	alexios
частково	bahagyang
частково	partial
частково	bahagyang
межі	limitasyon
межі	borders
стилі	styles
стилі	istilo
стилі	estilo
керівник	namamahala
керівник	manager
керівник	tagapamahala
варіант	alternatibong
варіант	alternatibo
варіант	variant
варіант	opsyon
називається	tinawagan
називається	tinatawag
називається	tinawag
теорія	panukala
теорія	teoriya
теорія	teorya
йорк	york
повинен	dapat
повинен	dapat
монастир	monasteryo
монастир	kumbento
міжнародний	internasyonal
міжнародний	international
міжнародний	internasyunal
міжнародний	pandaigdig
командир	commander
греко	greco
індії	india
монети	barya
встановлено	itinatag
встановлено	set
встановлено	itakda
встановлено	installed
встановлено	install
