ύδατα	водах
θεώρηση	visa
φόβος	страх
κατασκευαστές	производителей
κατασκευαστές	производители
προωθεί	пропагандирует
προωθεί	поощряет
προωθεί	содействует
τροχιές	траектории
τροχιές	орбиты
αρχικώς	изначально
αρχικώς	первоначально
αρχικώς	изначально
αρχικώς	первоначально
καζάν	казань
κατάθλιψη	подавлен
κατάθλιψη	депрессия
κατάθλιψη	депрессия
κατάθλιψη	депрессии
φανερό	очевидные
φανερό	очевидно
φανερό	очевидная
φανερό	очевидна
φανερό	очевидное
ουδετερότητα	нейтралитет
ουδετερότητα	нейтралитета
επιβάλει	навязать
λοιπά	другой
λοιπά	другая
λοιπά	другое
λοιπά	другие
λοιπά	прочие
άλεν	аллен
άλεν	ален
αλεξέι	алексей
βλαχίας	валахии
όραση	зрение
όραση	зрение
όραση	видение
παρατηρητή	наблюдателя
παρατηρητή	наблюдатель
βαρβάρα	варвара
εκδηλώθηκε	проявилось
εκδηλώθηκε	проявляется
εκδηλώθηκε	проявилась
σκληρός	жестокие
σκληρός	жестоко
σκληρός	жестокий
σκληρός	жестокого
σκληρός	жестокое
σκληρός	жестко
σκληρός	трудно
σκληρός	жёсткий
σκληρός	сложно
σκληρός	тяжело
σκληρός	крутой
σκληρός	жесткий
σκληρός	жестко
σκληρός	жесткая
διπλωμάτες	дипломаты
διπλωμάτες	дипломатов
νάνος	карлик
νάνος	карлик
νάνος	гном
κατανοητό	поняли
κατανοητό	понял
κατανοητό	понятна
κατανοητό	понятно
κλάδοι	ветки
κλάδοι	отделений
κλάδοι	ветви
κλάδοι	филиалы
κλάδοι	отрасли
κλάδοι	секторов
κλάδοι	секторы
κλάδοι	сектора
αλβανική	албанцев
αναγκαίο	необходимо
αναγκαίο	необходимая
αναγκαίο	необходимые
αναγκαίο	необходимое
αναγκαίο	необходимый
προαγωγή	поощрения
προαγωγή	продвижение
προαγωγή	поощрение
προαγωγή	повышение
επιβίωση	выжить
επιβίωση	пережить
επιβίωση	выживания
επιβίωση	выживание
γιορκ	йорк
γιορκ	йорке
λιλ	лил
λιλ	лилль
εξαιρετικό	превосходно
εξαιρετικό	изысканный
αισθήματα	эмоции
αισθήματα	чувства
εκδότες	издателей
εκδότες	редакторов
εκδότες	эмитентов
ομάν	омана
ομάν	оман
φίλτρο	фильтр
φίλτρο	зелье
ηγούμενος	аббат
ομπάμα	обама
καγκελάριος	ректор
καγκελάριος	канцлер
προσέλαβε	нанят
προσέλαβε	нанял
προσέλαβε	наняли
καραϊβική	карибского
μεταμόρφωση	метаморфозы
μεταμόρφωση	трансформация
μεταμόρφωση	преобразования
μεταμόρφωση	преобразование
μεταμόρφωση	трансформации
μεταμόρφωση	преобразовать
μεταμόρφωση	преобразования
μεταμόρφωση	преобразование
θεμελιώδη	фундаментальные
κίεβο	киев
πραγματοποίηση	реализация
πραγματοποίηση	реализации
συμβάν	инцидента
συμβάν	инцидент
συμβάν	происшествие
συμβάν	мероприятие
συμβάν	событие
βρείτε	найдите
βρείτε	найди
βρείτε	найти
διαμαρτυρίες	протесты
ανεγέρθηκε	возведены
δίωξη	преследование
δίωξη	преследования
δίωξη	преследование
δίωξη	обвинение
κλασικά	классика
κλασικά	классику
κλασικά	классические
κλασικά	классическая
κλασικά	классический
κλασικά	классика
κλασικά	классической
κλασικά	классические
κλασικά	классическая
κλασικά	классический
κλασικά	классика
κλασικά	classic
δυναμικά	динамично
δυναμικά	динамические
δυναμικά	динамических
δυναμικά	динамично
ήθη	морали
ήθη	мораль
άντι	энди
άντι	энди
άντι	эдди
τεχνικός	техник
τεχνικός	техника
χτύπησε	ударил
χτύπησε	хит
τέρας	чудовище
τέρας	зверь
τέρας	монстр
τέρας	чудовище
κατακτητές	завоеватели
μεμβράνη	фильм
μεμβράνη	film
μεμβράνη	кино
μεμβράνη	мембрана
εισιτήριο	билет
βεβαιότητα	уверенность
βεβαιότητα	определенности
παράλληλες	параллельное
παράλληλες	параллельно
παράλληλες	параллель
παράλληλες	параллельные
παράλληλες	параллельных
αλφαβητική	алфавитный
αποκαλύπτεται	раскрывает
πέταξε	муха
πέταξε	лети
πέταξε	летать
πέταξε	летал
πέταξε	прилетели
πέταξε	пролетел
αριζόνα	аризона
τίτο	тито
αύριο	завтра
αιγύπτιοι	египтяне
λίνκολν	линкольн
ιόντων	ион
σίνα	шина
μεταφέρονται	перевозимых
συντελεστής	коэффициент
συντελεστής	ставка
συντελεστής	оцените
συντελεστής	коэффициент
συντελεστής	фактор
συντελεστής	фактором
μισά	половинки
μισά	половины
μισά	половина
μισά	половину
μισά	наполовину
