subisce	ondergaat
polemiche	polemiek
polemiche	controverses
polemiche	polemiek
polemiche	controverse
antologia	bloemlezing
historia	historia
ritardo	uitstel
ritardo	vertraging
ritardo	uitstellen
ritardo	oponthoud
ritardo	late
ritardo	laat
ritardo	vertraagde
ritardo	vertraagd
ritardo	uitgesteld
cancro	kanker
louise	louise
lima	lima
bande	bands
bande	bendes
cappelle	kapellen
beata	gezegende
beata	zalig
beata	gezegend
bis	toegift
werner	werner
perfetta	perfect
perfetta	perfecte
perfetta	vlekkeloos
perfetta	onberispelijk
perfetta	feilloos
perfetta	foutloos
autrice	auteur
autrice	schrijver
marsiglia	marseille
marsiglia	marseille
prete	priester
marcos	marcos
cadavere	lijk
cadavere	kadaver
periferia	buitenwijk
periferia	voorsteden
periferia	buitenwijken
periferia	buitenwijk
periferia	voorstad
periferia	periferie
cranio	schedel
cranio	schedel
cranio	skull
nono	negende
iscritto	ingeschreven
que	que
cosenza	cosenza
sguardo	blik
sguardo	staren
borgogna	bourgogne
borgogna	bourgondië
orizzontale	horizontaal
catturare	vangen
catturare	vastleggen
catturare	vangst
catturare	gevangenneming
catturare	vangen
catturare	vastleggen
assisi	assisi
strati	lagen
strati	laag
campana	campana
campana	bell
hart	hart
frederick	frederik
frederick	frederick
tombe	graven
tombe	graves
tombe	graven
studia	studeer
studia	studeren
studia	studie
studia	bestuderen
ricostruita	gereconstrueerd
ricostruita	herbouwd
gambe	beentjes
gambe	poten
gambe	benen
puro	puur
puro	zuiver
puro	pure
puro	zuivere
miles	mijl
miles	miles
miles	mijlen
miles	kilometers
connessione	aansluiting
connessione	verbinding
connessione	connectie
connessione	verbinden
olandesi	nederlandse
olandesi	nederlands
olandesi	nederlanders
var	var
marcus	marcus
rappresentanza	representatie
rappresentanza	vertegenwoordiging
anziani	senioren
anziani	laatstejaars
anziani	bejaarde
anziani	ouderen
anziani	bejaarden
predecessore	voorganger
canne	riet
canne	rieten
intellettuale	intellectuele
intellettuale	intellectueel
marittima	maritiem
full	vol
full	volledig
full	full
full	volledige
full	volle
classiche	klassiekers
classiche	klassiek
classiche	klassieker
classiche	klassieke
classiche	classic
efficacia	effectiviteit
efficacia	doeltreffendheid
efficacia	werkzaamheid
efficacia	doelmatigheid
efficacia	doeltreffendheid
efficacia	effectiviteit
efficacia	werkzaamheid
spot	spot
batterie	accu
batterie	batterij
batterie	batterijen
minnesota	minnesota
collezioni	verzamelingen
collezioni	collecties
gigi	gigi
riservato	voorbehouden
riservato	gereserveerde
riservato	gereserveerd
riservato	vertrouwelijke
riservato	vertrouwelijk
manoscritto	handschrift
manoscritto	manuscript
jake	jake
completamento	voltooiing
acronimo	acroniem
acronimo	afkorting
murphy	murphy
premiato	beloond
premiato	beloont
armatura	pantser
armatura	harnas
armatura	pantser
armatura	harnas
buio	duister
buio	donker
buio	donkere
buio	duisternis
buio	duister
dono	geschenk
dono	cadeautje
dono	cadeau
dono	gift
dono	kado
allevamento	fokken
allevamento	fokkerij
allevamento	fok
statistica	statistiek
statistica	statistieken
statistica	statistisch
statistica	statistische
aaron	aaron
aaron	aäron
jules	jules
johannes	johannes
prestigio	prestige
main	belangrijkste
main	voornaamste
main	main
munizioni	ammunitie
munizioni	munitie
munizioni	ammunitie
munizioni	munitie
munizioni	munitie
votato	gestemd
votato	stemde
esisteva	bestonden
esisteva	bestond
trionfo	triomf
identificato	geïdentificeerde
identificato	geïdentificeerd
english	engels
english	engelsen
lettori	reader
lettori	lezer
lettori	lezers
lettori	lezer
ohio	ohio
approvato	goedgekeurde
approvato	goedgekeurd
organizzatore	organisator
organizzatore	organisator
glenn	glenn
vertici	toppen
industrie	industrieën
industrie	bedrijfstakken
gemelli	tweeling
gemelli	twin
gemelli	tweeling
gemelli	tweelingen
invitato	uitgenodigde
invitato	uitgenodigd
presumibilmente	vermoedelijk
presumibilmente	zogenaamd
presumibilmente	vermeend
presumibilmente	vermoedelijk
presumibilmente	zogenaamd
presumibilmente	vermeend
pareri	adviezen
pareri	meningen
pareri	opinies
riuniti	herenigd
meccanico	automonteur
meccanico	monteur
meccanico	mechanisch
meccanico	mechanische
lane	laan
lane	lane
trilogia	trilogie
servire	opdienen
servire	serveren
servire	opdienen
servire	serveren
servire	dienen
abile	bedreven
abile	kundig
torres	torres
ampliato	uitgebreid
incluse	inclusief
incluse	inbegrepen
temporaneamente	tijdelijk
temporaneamente	tijdelijk
temporaneamente	tijdelijke
dame	dame
virgilio	virgil
virgilio	virgilio
grassi	vetten
grassi	fats
grassi	grassi
grassi	vet
grassi	dikke
grassi	dik
contenuta	ingeperkt
panzer	panzer
cecilia	cecilia
marziali	martial
sopravvissuti	overlevenden
sopravvissuti	nabestaanden
sopravvissuti	overleefden
sopravvissuti	overleefde
sopravvissuti	overleefd
acquisizione	aankoop
acquisizione	acquisitie
acquisizione	verwerving
acquisizione	overname
acquisizione	aanwinst
morris	morris
depressione	depressie
depressione	depressies
dirigenti	leidinggevenden
javier	javier
spessore	dikte
identificazione	identificatie
operativa	operatieve
operativa	operationele
operativa	operationeel
inviata	verstuurd
inviata	verzonden
inviata	gestuurd
petto	borst
petto	borstkas
petto	borst
petto	borsten
circostanze	omstandigheden
circostanze	omstandigheid
circostanze	omstandigheden
igor	igor
descrivere	omschrijf
descrivere	beschrijf
descrivere	beschrijven
devil	duivel
devil	duivels
interpretazioni	interpretaties
terrestri	terrestrische
terrestri	aardbewoners
rilievi	reliëfs
biografie	biografieën
biografie	biografie
repubblicano	republikeinse
repubblicano	republikein
repubblicano	republikeinen
pavimento	vloer
pavimento	verdieping
pavimento	floor
legali	legaal
legali	wettelijk
legali	wettig
legali	juridische
legali	juridisch
zucchero	suikers
zucchero	suiker
funzionalità	functionaliteit
funzionalità	functionaliteiten
pdc	pdc
sacerdoti	priesters
este	este
clero	geestelijken
rappresentazioni	vertegenwoordigingen
rappresentazioni	prestaties
rappresentazioni	optredens
rappresentazioni	uitvoeringen
rappresentazioni	voorstellingen
frontale	front
frontale	voorkant
frontale	voorzijde
frontale	frontaal
frontale	frontale
england	engeland
england	england
ordinario	gewone
soppressione	afschaffing
soppressione	verwijdering
soppressione	schrapping
soppressione	onderdrukking
soci	partners
pérez	perez
pérez	pérez
hugh	hugh
again	alweer
again	opnieuw
again	nogmaals
eserciti	legers
secondarie	secundaire
secondarie	secundair
specializzata	gespecialiseerd
specializzata	gespecialiseerd
manovra	manoeuvreren
manovra	manoeuvre
manovra	manoeuvreren
manovra	manoeuvre
valencia	valencia
variazione	variatie
variazione	veranderen
variazione	wijziging
variazione	wijzigen
variazione	verandering
variazione	veranderingen
archivi	archief
archivi	archieven
away	weg
sospensione	vering
sospensione	suspensie
sospensione	schorsing
sospensione	opschorting
pirati	piraten
pirati	pirates
pirati	piraten
pirati	piraat
tavole	tabellen
tavole	tafels
veneziano	venetiaanse
wallace	wallace
loggia	loggia
pesaro	pesaro
sultano	sultan
toro	toro
toro	stier
toro	taurus
toro	stier
toro	bull
eletti	verkozen
eletti	gekozen
superman	superman
modern	modern
modern	moderne
mass	mass
mass	massa
percentuali	percentages
percentuali	procenten
emissione	uitgifte
emissione	afgifte
emissione	uitgifte
emissione	emissie
emissione	uitstoot
massimi	maxima
after	na
after	after
ferite	blessures
ferite	letsel
ferite	verwondingen
ferite	gewonden
ferite	letsels
ferite	wonden
kiev	kiev
realizzando	realiseren
phoenix	feniks
phoenix	phoenix
alluminio	aluminium
alluminio	aluminium
vendere	verkopen
vendere	verkoop
vendere	verkopen
vendere	verkoop
datato	gedateerd
corno	horn
corno	hoorn
piatti	afwas
futuri	toekomstige
futuri	toekomstig
futuri	toekomst
futuri	futures
protesta	protesten
protesta	protest
protesta	protesteren
rachel	rachel
immacolata	vlekkeloos
immacolata	onbevlekte
immacolata	onberispelijk
canti	zing
canti	zingen
canti	gezangen
canti	nummers
canti	liederen
canti	songs
canti	liedjes
intellettuali	intellectuelen
intellettuali	intellectuele
intellettuali	intellectueel
elia	elijah
elia	elia
elia	elia
elia	elias
bersaglio	doel
bersaglio	doelwit
manifesto	poster
manifesto	affiche
manifesto	manifest
manifesto	manifesteren
manifesto	manifest
napoletano	napolitaanse
napoletano	napoletano
fedeltà	trouw
fedeltà	trouw
fedeltà	loyaliteit
raw	raw
raw	rauw
raw	ruw
raw	ruwe
raw	rauwe
illustri	illustere
illustri	onderscheiden
integrato	geïntegreerde
integrato	geïntegreerd
integrato	ingebed
integrato	ingesloten
perfino	zelfs
tomáš	tomáš
watson	watson
interfaccia	interface
interfaccia	raakvlak
finanziaria	financieel
terrore	terror
terrore	terreur
terrore	verschrikking
mod	mod
reynolds	reynolds
martiri	martelaren
istanbul	istanboel
istanbul	istanbul
colorado	colorado
für	für
preceduto	voorafgegaan
separati	gescheiden
separati	aparte
separati	gescheiden
separati	apart
continuato	voortgezet
continuato	vervolg
parità	pariteit
parità	gelijkheid
etiopia	ethiopië
sandra	sandra
soggiorno	blijven
soggiorno	blijf
illinois	illinois
magico	magie
magico	magic
magico	magisch
magico	magische
magico	magisch
orleans	orleans
orleans	orléans
spalla	schouder
spalla	hulpje
challenge	uitdagen
challenge	challenge
challenge	uitdaging
scipione	scipio
scipione	scipione
bach	bach
getto	jet
bros	bros
phillips	philips
phillips	phillips
giocate	speel
giocate	spelen
giocate	afspelen
sentito	hoorde
sentito	gehoord
sloveno	sloveens
sloveno	sloveense
sloveno	sloveens
sloveno	sloveense
call	oproep
call	bellen
call	bel
indiani	indianen
indiani	indiërs
indiani	indisch
indiani	indiaas
indiani	indiaan
indiani	indiase
indiani	indische
scalo	tussenstop
geometria	geometrie
geometria	meetkunde
biagio	biagio
biagio	blaise
millennio	millennium
giganti	giants
giganti	reuzen
giganti	giant
giganti	reus
giganti	reuze
zia	tante
zia	tante
zia	tante
zia	zia
rimosso	verwijderde
rimosso	verwijderd
traduzioni	vertalingen
traduzioni	vertalen
traduzioni	vertaling
traduzioni	vertalingen
happy	vrolijk
happy	happy
happy	blij
happy	tevreden
happy	gelukkig
voll	voll
estrazione	extractie
estrazione	winning
accompagnamento	begeleidende
accompagnamento	vergezellen
accompagnamento	begeleidend
minerali	erts
minerali	mineralen
minerali	delfstoffen
minerali	ertsen
minerali	erts
minerali	mineraal
minerali	minerale
ticino	tessin
ticino	ticino
mondi	werelden
mozart	mozart
fissa	vaste
fissa	gerepareerd
bmw	bmw
campionessa	kampioen
monarchia	monarchie
adolfo	adolfo
adolfo	adolphus
adolfo	adolphe
adolfo	adolf
installazione	installatie
installazione	inbouw
installazione	installeren
installazione	installeren
installazione	installeer
spin	draaien
spin	spin
michigan	michigan
violoncello	cello
applicata	toegepast
applicata	toegepaste
collaboratori	bijdragers
monferrato	monferrato
gac	gac
esposti	tentoongesteld
esposti	belicht
esposti	bloot
esposti	blootgesteld
joão	joão
leon	leon
alexandre	alexandre
colli	nekken
colli	heuvels
colli	hills
grotte	grotten
alessandra	alexandra
alessandra	alessandra
definiti	gedefinieerd
definiti	omschreven
definiti	gedefinieerde
abiti	jurken
abiti	kleding
abiti	kleren
abiti	kledij
assi	assen
assi	azen
assi	bijlen
assi	assen
filologo	filoloog
ostilità	vijandigheid
ostilità	vijandelijkheden
rodríguez	rodriguez
rodríguez	rodríguez
hop	hop
compleanno	verjaardag
compleanno	jarig
cristoforo	cristoforo
cristoforo	christopher
cristoforo	christoffel
ernest	ernest
ernest	ernst
carrara	carrara
severo	severus
severo	severo
severo	streng
severo	ernstige
severo	ernstig
severo	streng
severo	stern
return	terugkeer
return	retour
return	return
return	terugkeren
cecil	cecil
governi	overheden
governi	regeringen
esistere	besta
esistere	bestaan
comandanti	bevelhebbers
comandanti	commandanten
pallone	kolf
pallone	ballon
pallone	luchtballon
pallone	bal
pallone	ball
attraversato	gekruist
attraversato	gekruiste
attraversato	overschreden
attraversato	overgestoken
adatta	geschikt
adatta	geschikte
adatta	passen
adatta	fit
arizona	arizona
wagner	wagner
promosse	gepromoot
promosse	gepromoveerd
cristallo	kristal
cristallo	kristallen
cristallo	crystal
secco	droge
secco	droog
secco	drogen
annibale	hannibal
crollo	ineenstorting
crollo	instorten
crollo	instorting
cosimo	cosimo
body	lichaam
body	body
combatté	gevochten
combatté	bevochten
combatté	gestreden
affetto	affectie
affetto	genegenheid
amanda	amanda
picco	peak
picco	piek
picco	hoogtepunt
rca	rca
cancellazioni	annulering
ignazio	ignacio
ignazio	ignatius
ignazio	ignazio
ronald	ronald
retro	retro
naso	neus
melbourne	melbourne
pastorale	pastorale
peste	plaag
peste	pest
ghost	ghost
ghost	geest
ghost	spook
harvey	harvey
isaac	isaac
pausa	break
pausa	pauze
pausa	breken
pausa	pauzeren
pausa	pauze
razze	rassen
razze	races
razze	rassen
know	weten
know	weet
hunt	hunt
coloni	kolonisten
coloni	kolonisten
testimone	getuige
testimone	getuigen
mercati	markten
viceversa	omgekeerd
vacante	vrijgekomen
vacante	vacant
crebbe	groeiden
crebbe	groeide
lontana	afstandelijk
lontana	verre
sfruttare	uitbuiten
sfruttare	exploiteren
tele	doeken
tele	tele
sposare	trouwen
sposare	trouw
palmer	palmer
scrivi	schrijven
scrivi	schrijf
reed	riet
reed	reed
emily	emily
napoletana	napolitaanse
acquisito	verkregen
acquisito	verworven
rivalità	wedijver
rivalità	rivaliteit
rivalità	rivaliteit
sequel	sequels
sequel	vervolg
pellicole	films
pellicole	film
hms	hms
reality	werkelijkheid
reality	realiteit
transizione	overgang
taiwan	taiwan
taiwan	taiwanese
taiwan	taiwanese
circondato	omringd
circondato	omsingeld
circondato	omgeven
circondato	omringt
pour	gieten
pour	giet
pour	schenk
cardinali	kardinalen
müller	müller
müller	müller
müller	muller
xxi	xxi
cantato	sang
cantato	zongen
cantato	zong
cantato	gezongen
cantato	gezongen
cantato	sung
freccia	pijl
freccia	arrow
stellare	stellaire
colpevole	schuldigen
colpevole	schuldig
colpevole	schuldige
protocollo	protocol
claire	claire
folla	menigte
folla	menigte
concorrente	deelnemer
concorrente	concurrent
libia	libië
uniforme	tenue
uniforme	uniform
josh	josh
ribellione	rebellie
ribellione	opstand
raro	zeldzame
raro	zelden
raro	zeldzaam
fausto	fausto
fausto	faust
dimostrazione	demo
dimostrazione	betoging
dimostrazione	demonstratie
concesse	verleend
concesse	toegekend
eseguiti	uitgevoerd
eseguiti	uitgevoerde
eseguiti	geëxecuteerd
eseguiti	uitgevoerd
impressione	impressie
impressione	indruk
run	rennen
run	uitvoeren
run	ren
run	run
aperti	open
aperti	openen
duchessa	hertogin
cavo	kabel
gallese	welsh
carmelo	carmelo
carmelo	carmel
separata	gescheiden
separata	aparte
separata	gescheiden
separata	apart
invita	uitnodigingen
invita	uitnodiging
invita	uitnodigen
omicidi	moordzaken
omicidi	doodslag
omicidi	moord
omicidi	moorden
omicidi	moorden
residente	inwoner
residente	ingezetene
residente	woonachtig
umbria	umbrië
atletico	atletisch
holmes	holmes
diga	dam
diga	stuwdam
reato	misdrijf
reato	misdrijf
reato	misdaad
reato	crime
reato	criminaliteit
continuamente	voortdurend
continuamente	doorlopend
continuamente	continu
continuamente	voortdurend
continuamente	constant
continuamente	continu
continuamente	voortdurend
militante	militante
sismica	seismische
contemporaneo	hedendaags
contemporaneo	hedendaagse
contemporaneo	eigentijdse
contemporaneo	eigentijds
trasformare	transformatie
trasformare	transformeren
got	got
got	heb
got	kreeg
associati	associates
associati	vennoten
associati	medewerkers
associati	compagnons
associati	geassocieerd
associati	geassocieerde
filadelfia	philadelphia
vertice	top
vertice	topconferentie
vertice	hoekpunt
attuazione	uitvoering
attuazione	tenuitvoerlegging
attuazione	implementatie
gregory	gregory
narrativa	fictie
procuratore	procureur
procuratore	aanklager
operatori	operators
operatori	operatoren
operatori	exploitanten
rinunciare	afzweren
rinunciare	afzien
dar	dar
verbo	werkwoord
distribuita	verspreid
distribuita	gedistribueerd
distribuita	uitgedeeld
distribuita	verdeeld
suggerisce	suggereert
uguali	gelijk
uguali	equal
uguali	gelijke
uguali	gelijken
creatore	maker
creatore	schepper
creatore	maker
creatore	bedenker
leva	hendel
leva	hefboom
leva	hefboom
macchia	vlek
macchia	vlekken
macchia	vlek
macchia	waas
macchia	vervagen
intenzioni	intenties
intenzioni	bedoelingen
intenzioni	voornemens
intenzioni	intentie
intenzioni	bedoeling
rudolf	rudolf
soglia	drempel
soglia	drempelwaarde
ortodossa	orthodoxe
ortodossa	orthodox
hope	hoop
hope	hopen
hope	hope
liberato	bevrijd
liberato	bevrijde
liberato	bevrijd
automatica	automaat
automatica	automatische
automatica	automatisch
pirenei	pyreneeën
guardare	kijk
guardare	kijken
guardare	kijken
nuotatore	zwemmer
nuotatore	zwemster
rivali	rivalen
rivali	rivaal
manoscritti	manuscripten
manoscritti	handschriften
manoscritti	handschrift
manoscritti	manuscript
controllata	dochtermaatschappij
controllata	filiaal
controllata	dochteronderneming
controllata	beheerste
controllata	gecontroleerde
controllata	beheerst
controllata	gecontroleerd
rettore	dean
rettore	decaan
rettore	rector
folk	folk
beatles	beatles
beatles	beatle
costruttori	bouwers
costruttori	fabrikanten
significativa	betekenisvolle
significativa	zinvolle
significativa	zinvol
significativa	betekenisvol
significativa	significant
bombardamenti	bomaanslag
bombardamenti	bombardementen
bombardamenti	bomaanslagen
bombardamenti	bombardement
bombardamenti	bomaanslag
bombardamenti	bombardementen
bombardamenti	bombarderen
lou	lou
tubo	pipe
tubo	pijp
tubo	tube
tubo	buis
adottata	geadopteerd
adottata	aangenomen
adottata	goedgekeurd
decisivo	beslissend
decisivo	beslissende
decisivo	doorslaggevend
contenenti	bevatten
contenenti	bevattende
canonico	canon
canonico	canonieke
rex	rex
gestisce	beheert
soffitto	plafond
giove	jupiter
comprensione	inzicht
comprensione	begrijpen
comprensione	begrip
fisici	lichamelijk
fisici	lichamelijke
fisici	fysieke
fisici	fysiek
recensioni	reviews
recensioni	beoordelingen
recensioni	recensies
arrivata	gearriveerd
arrivata	aangekomen
vangelo	gospel
vangelo	evangelie
caratterizzati	gekarakteriseerd
caratterizzati	gekenmerkt
caratterizzati	gekarakteriseerd
caratterizzati	gekenmerkt
cesena	cesena
rogers	rogers
imperatrice	keizerin
ieri	gisteren
ieri	gister
intervallo	bereik
intervallo	interval
poetica	poëtische
poetica	poëtisch
divisi	verdeelde
divisi	verdeeld
violinista	violist
violinista	fiddler
pericoloso	gevaarlijke
pericoloso	gevaarlijk
pericoloso	gevaarlijke
pericoloso	gevaarlijk
citate	aangehaald
citate	aangehaalde
citate	geciteerde
citate	geciteerd
true	waar
true	true
true	klopt
analogo	analoog
analogo	analoge
analogo	analoog
secondario	secundaire
secondario	secundair
slovenia	slovenië
negativa	negatieve
negativa	negatief
gaio	gaius
organista	organist
crociera	cruise
sonic	sonic
sonic	sonische
anteprima	preview
anteprima	voorbeeld
carol	carol
han	han
pura	puur
pura	zuiver
pura	pure
pura	zuivere
inaugurazione	inauguratie
inaugurazione	openen
inaugurazione	opening
adolf	adolf
correre	rennen
correre	uitvoeren
correre	ren
correre	run
orale	mondelinge
orale	mondeling
orale	oraal
aggiornata	geactualiseerd
aggiornata	bijgewerkt
eccezionalmente	uitzonderlijk
beat	beat
sprint	sprint
dinamo	dynamo
dinamo	dinamo
liberty	liberty
trinità	trinity
guillermo	guillermo
gallia	galliër
gallia	gallië
aggiungendo	toevoegen
australian	australiër
australian	australisch
australian	australische
violento	gewelddadige
violento	gewelddadig
riforme	hervormingen
riforme	hervorming
riforme	hervormen
riforme	hervormingen
riforme	hervorming
cipro	cyprus
demoni	demoon
demoni	demon
demoni	duivel
demoni	demonen
demoni	duivels
favorire	begunstiging
favorire	bevoordelen
massachusetts	massachusetts
corde	touwen
corde	koorden
corde	koorden
corde	touwtjes
corde	snaren
corde	strings
cellula	cell
cellula	cel
presidenti	presidenten
presidenti	voorzitters
presidenti	voorzitters
presidenti	president
presidenti	voorzitter
mine	mijnen
mine	mijnbouw
mine	mijne
digimon	digimon
carità	liefdadigheidsinstelling
carità	liefdadigheid
leggende	legenden
leggende	legendes
leggende	legende
leggende	legend
saverio	xavier
saverio	saverio
molecole	molecuul
molecole	molecule
molecole	moleculen
sacrificio	offeren
sacrificio	opoffering
sacrificio	offer
architetti	architecten
cava	steengroeve
cava	groeve
cava	cava
sospetto	achterdocht
sospetto	verdenking
sospetto	vermoeden
sospetto	verdacht
sospetto	achterdochtig
sospetto	wantrouwig
sospetto	wantrouwend
sospetto	verdachte
sospetto	verdacht
sospetto	verdachte
terminale	terminal
terminale	terminaal
terminale	terminale
lombardi	lombardi
benzina	benzine
benzina	benzine
zar	tsaar
elementare	elementaire
elementare	elementair
elementare	elementaire
elementare	elementair
reggente	regent
five	vijf
five	five
rispettare	respecteer
rispettare	respect
rispettare	respecteren
olanda	holland
fatica	zwoegen
fatica	moeheid
fatica	vermoeidheid
generazioni	generaties
hal	hal
derivati	derivaten
derivati	derivaat
derivati	afgeleid
derivati	afgeleide
consentito	toegestaan
consentito	toegelaten
consentito	toegestane
consentito	toegestaan
consentito	toegelaten
consentito	toegestane
seggi	zetels
seggi	stoelen
seggi	zitplaatsen
cantare	zing
cantare	zingen
cantare	gezang
cantare	zang
cantare	zingen
provinciali	provinciaal
provinciali	provinciale
referendum	referenda
referendum	referendum
referendum	referenda
apostolo	boodschapper
apostolo	apostel
apostolo	gezant
fischio	fluitje
fischio	fluit
fischio	fluiten
fischio	fluiten
lodi	lodi
contee	provincies
gestore	manager
gestore	bedrijfsleider
teramo	teramo
israeliano	israëlische
israeliano	israëli
israeliano	israëlisch
indie	indie
africano	afrikaanse
africano	afrikaans
suite	suite
suite	suites
qualifica	kwalificeren
qualifica	kwalificatie
qualifica	kwalificatie
qualifica	kwalificaties
affiancato	geflankeerd
guillaume	guillaume
see	ema
see	eer
lino	lino
lino	linnen
lino	vlas
capaci	capabel
capaci	bekwaam
ira	ira
ira	toorn
make	maken
make	maak
conduzione	geleiding
curtis	curtis
enormi	reusachtig
enormi	enorm
enormi	enorme
enormi	gigantisch
enormi	enorm
enormi	enorme
efficienza	efficiency
efficienza	efficiëntie
efficienza	doeltreffendheid
efficienza	doelmatigheid
nina	nina
significativi	significant
ritmica	ritmische
nodo	node
nodo	knooppunt
nodo	knopen
nodo	knoop
heaven	hemel
heaven	hemels
heaven	heaven
unire	verenigen
unire	verenigt
unire	samenvoeging
unire	samenvoegen
ostacoli	hindernissen
ostacoli	belemmeringen
ostacoli	obstakels
ostacoli	barrières
ostacoli	horden
ostacoli	hindernissen
ostacoli	hindernissen
ostacoli	belemmeringen
ostacoli	obstakels
ostacoli	belemmering
ostacoli	obstakel
ostacoli	hindernis
sinfonia	symfonie
pasta	pasta
pasta	plak
pasta	plakken
massacro	massamoord
massacro	slachting
massacro	slachtpartij
massacro	bloedbad
massacro	slachting
massacro	bloedbad
massacro	slachten
massacro	slachting
massacro	slacht
rolling	rolling
rolling	rollen
rolling	walsen
rolling	rollende
rolling	rollend
fall	herfst
fall	fall
fall	vallen
leoni	leoni
leoni	leeuwen
leoni	lions
convegno	conferentie
boemia	bohemen
derivata	derivaat
derivata	afgeleid
derivata	afgeleide
centimetri	centimeters
centimetri	centimeters
centimetri	inch
centimetri	centimeters
centimetri	centimeter
ginnastica	gymnastiek
ginnastica	turnen
identificare	identificeren
identificare	identificeren
amanti	minnaressen
amanti	liefhebbers
amanti	geliefden
amanti	minnaars
mason	metselaar
mason	mason
odore	geur
odore	geur
odore	reuk
odore	ruiken
odore	ruik
marca	brand
marca	merk
marca	brandmerk
alain	alain
frutta	vruchten
frutta	fruit
frutta	vrucht
frutta	vruchten
frutta	fruit
algeria	algerijnse
algeria	algerije
gradualmente	geleidelijk
calice	kelk
crimini	misdaden
crimini	misdrijven
crimini	misdrijf
crimini	misdaad
crimini	crime
crimini	criminaliteit
organico	biologisch
organico	organische
organico	organisch
estinzione	uitsterven
estinzione	uitroeiing
totali	totalen
