вчителі	מורים
арсенал	ארסנל
абсолютна	מוחלט
абсолютна	המוחלט
абсолютна	מוחלטת
маргарет	מרגרט
сицилії	סיציליה
технічно	טכנית
попередня	קודמת
попередня	הקודמת
попередня	הקודם
попередня	קודמים
спереду	קדמי
спереду	החזית
спереду	חזית
спереду	לחזית
провулки	בסמטאות
розбив	הרוס
розбив	הרוסה
кандидатуру	מועמדות
інженерних	הנדסה
крус	קרוז
знаючи	ידיעה
знаючи	ידיעת
знаючи	הידיעה
знаючи	בידיעה
поховали	לקבור
подолати	להתגבר
проведених	הגאי
підряд	רצופות
підряд	עוקבות
підряд	רצופים
пілотів	טייסים
ратуша	הול
міра	מיירה
міра	מירה
міра	מדידה
міра	מידה
військах	כוחות
військах	הכוחות
спокою	שלווה
виробляють	לייצר
мережах	הרשתות
мережах	רשתות
впевнений	בטח
впевнений	בטוח
математичні	מתמטיקה
математичні	מתמטית
математичні	מתמטי
математичні	מתמטיקה
луїза	לואיזה
луїза	לואיזה
луїза	לואיז
залишатися	תשאר
залишатися	תישאר
залишатися	הישאר
броні	שריון
броні	שיריון
запитів	בקשות
зник	נעלמה
зник	הלכה
зник	נעלמו
зник	הלך
зник	נעלם
зник	נעלמו
зник	נעלמה
зник	נעלם
відповідними	בהתאמה
механічний	מכני
механічний	מכנית
кераміка	קדרות
кераміка	וייר
кераміка	קרמיקה
кераміка	קרמיקה
астрономи	אסטרונומים
дербі	דארבי
дербі	דרבי
прапором	הדגל
прапором	דגל
зерно	גרגיר
зерно	תבואה
зерно	דגן
студій	מחקרים
студій	לימודי
студій	לימודים
ставка	דרג
ставка	קצב
ставка	שיעור
підтримання	לתחזק
гідності	כבוד
відповідну	ראוי
відповідну	מתאים
відповідну	הולם
відповідну	מתאימה
відповідну	הולמת
приносить	לאיד
реалізацію	יישום
реалізацію	מימוש
проза	פרוזה
вираження	מביע
виграли	זכיתי
виграли	זכה
виграли	ניצח
виграли	ניצחו
путівник	המדריך
путівник	מדריך
матриця	מטריקס
матриця	מטריצה
філолог	לשונאי
формує	בצורת
розчин	מרגמה
розчин	פיתרון
розчин	פתרון
розчин	הפתרון
баланс	יתרה
баланс	מאזן
баланс	איזון
тунель	מנהרה
визначена	מוגדרים
визначена	מוגדר
визначена	זוהתה
визначена	זוהה
визначена	מזוהה
визначена	זוהו
визначена	מזוהים
розгортання	הרחבה
розгортання	התרחבות
розгортання	התפשטות
доходи	סחורות
мат	מט
мат	שחמט
ветеран	ותיק
вірогідно	לכאורה
вірогідно	כביכול
герберт	הרברט
похідні	נגזרים
похідні	נגזרות
змусили	כפייה
змусили	הכריח
змусили	כפה
змусили	מאולץ
вирощують	גדלים
вирощують	לגדול
вирощують	תגדל
художниця	אומן
художниця	אמנית
художниця	אמן
художниця	האמן
корінь	שורש
корінь	רוט
алкоголю	ליקר
алкоголю	משקאות
алкоголю	אלכוהול
відзначення	קוס
звільнили	מפוטרת
звільнили	מפוטר
звільнили	ירה
бурятія	בוריאטיה
занепад	הורסות
занепад	דום
занепад	אבדון
арабська	ערבית
процесора	gpu
процесора	מעבד
симона	סימון
мартин	מרצין
мартин	שחף
метали	מטאל
метали	מתכות
метали	מתכת
метали	מתכות
дені	דני
модулі	מודולים
дозволити	אפשר
дозволити	הפעל
дозволити	הרשה
дозволити	אפשר
дозволити	לאפשר
їхньому	שלהם
пшениці	חיטה
незалежний	עצמאית
незалежний	עצמאי
незалежний	עצמאיות
незалежний	עצמאיים
незалежний	בעצמאות
величезна	ענקית
величезна	ענק
штучний	מלאכותי
штучний	מלאכותית
штучний	מלאכותיים
двадцяти	twenty
двадцяти	עשרים
підтверджує	מאשרת
підтверджує	מאמת
подією	אירוע
подією	האירוע
рука	זרוע
рука	יד
стиснення	דחיסה
реальність	המציאות
реальність	מציאות
тридцять	שלושים
тридцять	thirty
подію	אירוע
подію	האירוע
покриті	מרוקן
неправильно	טועה
неправильно	שגוי
неправильно	טעות
диски	דיסקים
диски	הדיסקים
диски	דיסקים
диски	דיסקים
диски	תקליטורים
улюблений	מועדף
улюблений	אהובים
улюблений	מועדפת
улюблений	מועדף
улюблений	אהוב
іспанською	ספרדי
іспанською	ספרדית
доведено	הוכיח
доведено	הוכחת
доведено	הוכיחה
доведено	מוכחת
доведено	מוכח
доведено	הוכח
ззаду	אחורה
ззаду	בחזרה
ззаду	חזרה
ззаду	לאחור
суперників	יריבים
суперників	היריבים
суперників	יריבים
фернандо	פרננדו
шон	שון
шон	שון
янки	יאנקי
янки	ינקי
цвітіння	פריחת
фан	מאוורר
фан	מעריץ
фан	מעריצה
фан	אוהד
фан	פאנג
фан	פנג
трикутник	המשולש
трикутник	משולש
крива	עקומת
крива	עקומה
кіпру	בקפריסין
кіпру	קפריסין
самець	זכר
кримська	קרים
емілія	אמיליה
емілія	אמיליה
емілія	אמליה
голокосту	השואה
голокосту	שואה
земельні	זילנד
різновидів	טעמים
різновидів	הטעמים
гессен	האסה
леопольд	לאופולד
леопольд	ליאופולד
актуальні	פופולרי
актуальні	פופולריות
актуальні	פופולריים
тяжіння	כבידה
індонезія	אינדונזיה
прованс	פרובנס
вимова	הגיית
наступником	יורש
серійний	סדרתי
серійний	סידורי
францію	צרפת
автономний	האוטונומית
алтай	אלטאי
включати	כלול
арагон	אראגון
тонкі	דקים
тонкі	דק
тонкі	רזה
митці	אומנים
митці	אמנים
митці	אמני
підлітків	נוער
закриті	סגורות
закриті	סגורים
закриті	סגור
закриті	סגורה
мідь	נחושת
воїн	לוחמת
воїн	לוחם
уельс	ויילס
уельс	ווילס
духовні	רוחנית
духовні	רוחני
духовні	רוחניות
розробник	יזם
розробник	מפתח
розробник	מפתחים
янг	צעירה
янг	צעירות
янг	צעירים
янг	יאנג
янг	צעיר
шостий	שישי
шостий	שישית
шостий	השישית
шостий	השישי
вісь	ציר
єврейська	יהודייה
єврейська	יהודית
єврейська	יהדות
єврейська	יהודים
єврейська	יהודיה
єврейська	יהודי
єврейська	עברית
єврейська	בעברית
колон	הגס
колон	קולון
податок	מס
прокурора	פרקליט
прокурора	תובעת
прокурора	התובע
прокурора	תובע
рядка	קו
рядка	שורה
гранд	גרנדה
гранд	גרנד
гранд	גראנד
сталін	סטלין
сталін	סטאלין
дует	דואט
дует	הדואט
секція	מקטע
секція	סעיף
секція	מחלקה
латинська	לטינית
латинська	לטיני
латинська	בלטינית
латинська	הלטינית
шахтар	שחטיור
шахтар	כורה
адаптації	הסתגלות
позначені	מתויגים
позначені	מתויג
колеги	עמיתים
колеги	עמית
підтримати	תמיכה
підтримати	תומך
підтримати	התמיכה
дзеркала	מראות
штучні	מלאכותי
штучні	מלאכותית
штучні	מלאכותיים
публікація	סיפור
публікація	פרסום
публікація	מפרסם
публікація	פרסום
публікація	מפרסמת
публікація	פרסום
едмонтон	אדמונטון
адріан	אדריאנוס
адріан	אדריאן
якесь	כמה
якесь	חלקם
італію	איטליה
кора	קרום
кора	קורה
спалили	שרופה
спалили	נשרפו
спалили	נשרפה
спалили	נשרף
спалили	שרפה
ядер	גרעינים
звіти	דוחות
звіти	דיווחים
надгробок	מצבה
правосуддя	הצדק
правосуддя	צדק
сміття	אשפה
сміття	זבל
сміття	זבל
пор	נמל
пор	פורט
колесо	גלגל
колесо	צמיג
юлій	יוליוס
враховувати	התחשבות
враховувати	שיקול
приток	יובלים
череп	גולגולת
череп	סקאל
захоплені	נלכד
захоплені	נתפס
захоплені	נתפסה
захоплені	נתפסו
вгорі	עליון
вгорі	העליונה
вгорі	טופ
вгорі	עליון
коричневі	בראון
коричневі	חומה
коричневі	חומות
коричневі	חום
колона	הטור
колона	טור
колона	קולונה
рідкісний	נדירים
рідкісний	נדירה
рідкісний	נא
рідкісний	נדיר
піднімається	העולה
піднімається	עולה
купол	כיפת
купол	כיפה
передбачав	חזו
почути	לשמוע
почути	שומע
почути	שומעת
лео	לאו
лео	ליאו
жорстоко	אכזריות
жорстоко	אכזר
жорстоко	אכזרי
жорстоко	אכזרית
жорстоко	באכזריות
мандрівник	נוסע
мандрівник	נווד
барі	בארי
багатства	עושר
худ	הוד
худ	ברדס
тренування	אימונים
тренування	אימון
тренування	הכשרה
тренування	מתאמן
тренування	מתאמנת
тренування	תרגול
тренування	מתרגלת
тренування	מתאמנים
мільйон	מיליון
мільйон	מליון
малювання	צביעה
малювання	ציור
малювання	ציור
малювання	מציירת
малювання	מצייר
сімейство	משפחה
прийоми	טריקים
прийоми	תכסיסים
аполлон	אפולו
рафаель	רפאל
рафаель	רפאל
урану	אורניום
дума	דומה
перевагою	יתרון
почалась	החלה
зібрано	בנויה
зібрано	נבנתה
зібрано	נבנה
зібрано	בנה
зібрано	בנוי
зібрано	הידור
зібрано	אסף
зібрано	מקובצים
зібрано	אסף
зібрано	נאסף
переконати	לשכנע
переконати	שכנע
розлучення	גט
розлучення	גירושין
розлучення	גירושים
виключення	לכלול
виключення	חריגה
пен	פנג
пен	סיכות
пен	פינים
пен	pin
пен	סיכה
сервера	שרת
сервера	השרת
люфтваффе	הלופטוואפה
штучно	בדיונית
штучно	בדיוני
штучно	בדוי
фотограф	צלמת
фотограф	צלם
стрічку	קלטת
ставків	מטמונים
попит	דרישה
попит	ביקוש
попит	דורש
крайній	פורנו
винахід	המצאה
змінилася	שינה
змінилася	השתנה
змінилася	השתנו
змінилася	השתנתה
записати	תכתבי
записати	לכתוב
записати	כתוב
записати	תכתוב
записати	כתבי
записати	תקליט
записати	שיא
записати	לשרוף
записати	כוויה
куби	קובה
уникати	להימנע
уникати	להמנע
звільнено	מפוטרת
звільнено	מפוטר
звільнено	ירה
звільнено	פרייד
звільнено	פריד
албанія	אלבניה
туристичний	תייר
туристичний	תיירת
туристичний	תיירים
туристичний	תיירות
підручники	הדרכות
дружба	חברויות
дружба	חברויות
дружба	ידידות
дружба	חברות
чорногорія	מונטנגרו
венера	ונוס
венера	נוגה
айрес	איירס
зменшує	מפחית
зменшує	פוחת
могилу	קבר
підключення	מתחבר
підключення	חיבור
підключення	מתחברים
комбінації	צירופים
поліцейський	שוטר
поліцейський	שוטרת
поліцейський	שוטר
дам	דיים
дам	דאם
поверхонь	משטחים
конкретно	במפורש
конкретно	ספציפית
конкретно	ובפרט
воювали	רבנו
воювали	לחמו
воювали	נלחמו
курорт	נופש
позитивний	חיובית
позитивний	חיובי
позитивний	חיוביות
туніс	תוניסיה
туніс	טוניס
чай	תה
кримінальні	פושע
кримінальні	פלילי
кримінальні	פושעת
кримінальні	פלילית
вірус	נגיף
вірус	וירוס
зосереджені	מתרכזת
зосереджені	מתרכז
висловлювання	פלט
розрив	לשבור
розрив	הפסקה
розрив	פער
розрив	הפער
розрив	גאפ
куля	כדור
куля	ספירה
куля	קליע
куля	כדור
легенд	אגדות
органічні	אורגני
органічні	אורגניות
органічні	אורגניים
органічні	אורגנית
капели	הפרסקאות
підприємців	יזמים
ресторан	מסעדת
ресторан	מסעדה
цілу	שלם
цілу	שלמה
згоду	ההסכמה
згоду	הסכמה
зростанням	מתגבר
зростанням	עולה
коричневий	בראון
коричневий	חומה
коричневий	חומות
коричневий	חום
археологічний	הארכיאולוגי
коробки	ארגזים
коробки	תיבות
коробки	קופסאות
лави	לבה
шкода	רחמים
шкода	חבל
шкода	סליחה
шкода	מצטער
шкода	מתחרט
шкода	חרטה
шкода	באסה
делла	דלה
фарби	צבע
сформовано	נוצרו
сформовано	נוצר
собака	כלב
собака	דוג
повернули	הפיכת
повернули	מפנה
шолом	קסדה
пропаганда	התעמולה
пропаганда	תעמולה
тривалістю	תוחלת
записані	נכתב
записані	כתובה
записані	נכתבה
записані	כתובים
записані	כתוב
впливати	השפעה
швейцарський	שוויצרי
підприємстві	מתקן
лікуванні	לטפל
лікуванні	פינוק
ліцензію	רישיון
ліцензію	רישיון
ліцензію	הרישיון
курт	קורט
курт	קורט
сумнів	ספק
сумнів	בספק
змішані	מעורב
змішані	מעורבים
змішані	מעורבב
підтверджено	מאושר
підтверджено	אישר
підтверджено	אושר
підтверджено	אושרה
підтверджено	מאושר
підтверджено	אושר
підтверджено	אושרו
підтверджено	אושרה
індивідуальні	הפרט
кримські	קרים
заарештовано	נעצרו
заарештовано	נעצרה
заарештовано	נעצר
альтернативний	אלטרנטיבית
альтернативний	אלטרנטיבי
альтернативний	חלופה
альтернативний	האלטרנטיבי
альтернативний	אלטרנטיבה
альтернативний	אלטרנטיבי
альтернативний	חלופית
альтернативний	חלופי
континенту	יבשת
континенту	היבשת
ванкувер	ונקובר
небесної	השמימי
зла	רשע
зла	הרוע
зла	רוע
траса	טרייס
встановлює	סדרות
встановлює	סטים
глядача	צופים
холодна	קולד
холодна	קרים
холодна	קור
холодна	קר
фільтр	מסנן
фільтр	פילטר
фільтр	סינון
сильна	חזקים
сильна	חזקה
сильна	סטרונג
сильна	חזק
сильна	חזקות
мера	לראשות
важливості	חשיבות
репертуар	הרפרטואר
ваз	אגרטלים
ярмарок	הוגן
ярмарок	הוגנת
ярмарок	יריד
ліцензія	רישיון
ліцензія	רישיון
ліцензія	הרישיון
геть	הרחק
пісок	סאנד
пісок	חול
пера	נוצה
ворог	האויב
ворог	אוייב
ворог	אויב
невдало	נכשל
невдало	נכשלה
девіз	המוטו
девіз	מוטו
лицарі	אבירים
тривалості	הזנחה
часті	תכופים
спокійно	רגועה
спокійно	נינוח
спокійно	רגוע
завершити	סיים
завершити	לסיים
завершити	סיום
завершити	סוף
завершити	סופו
завершити	קץ
завершити	השלם
завершити	שלם
завершити	הושלם
підняти	לרומם
підняти	מעלית
підняти	הנפה
підняти	הרם
підняти	להרים
підняти	הרם
підняти	לגדל
підняти	העלאה
відсутнє	אין
розквіт	יפרח
змінні	משתנים
чоловічу	גבריות
чоловічу	הגבריות
клер	קלייר
нікого	מישהו
террі	טרי
раннє	ארלי
раннє	תחילת
раннє	מוקדם
задня	אחוריים
задня	אחורי
вибрана	נבחר
вибрана	נבחרים
вибрана	הנבחר
вибрана	נבחרו
інфраструктура	תשתית
присвячено	מסור
присвячено	הקדיש
присвячено	מוקדש
присвячено	מסורה
присвячено	ייעודי
спорядження	תרמילים
спорядження	הילוך
спорядження	ציוד
кіото	קיוטו
продюсери	מפיקים
продюсери	מפיק
продюсери	המפיקים
навчальної	הדרכה
математичної	מתמטיקה
реалізувати	ליישם
наміри	כוונות
черепаха	צב
синонім	נרדפת
пропонував	תרם
тези	התזות
кінематограф	קולנוע
кінематограф	קולנוע
страв	כלים
страв	מנות
браян	בריאן
браян	בראיין
браян	בראין
браян	בריאן
браян	בראיין
гільдії	גילדה
рон	רון
ілюстрація	איור
традиційна	מסורתית
традиційна	מסורתי
традиційна	מסורתיים
симон	שמעון
симон	סימון
симон	סיימון
залізний	איירון
залізний	ברזל
якоб	יעקב
якоб	יעקב
воскресіння	תחיית
вихідний	יוצא
вихідний	היוצא
вихідний	יוצאות
збираються	התכנסות
збираються	איסוף
видати	סחט
фраза	ביטוי
міфи	מיתוסים
фольклор	עממית
фольклор	עממי
фольклор	פולקלור
заповіт	עדות
будівельник	הבנאי
будівельник	בונה
скарби	אוצרות
рання	ארלי
рання	תחילת
рання	מוקדם
комерційного	מסחרית
комерційного	מסחרי
комерційного	פרסומת
юліан	וליאן
анатомія	אנטומיה
федеральний	הפדרלי
федеральний	פדרלית
федеральний	פדרלי
тед	טד
польщу	פולין
керрі	קארי
керрі	קרי
керрі	קארי
керрі	קרי
страйк	סטרייק
страйк	שביתה
страйк	פסילה
віддали	מסרו
віддали	נתן
віддали	נתנה
платівки	רישומי
платівки	תקליטים
платівки	רישומים
платівки	רשומות
рибу	דג
рибу	פיש
рибу	דגים
оригінал	מקוריות
оригінал	מקוריים
оригінал	מקורית
оригінал	מקורי
оригінал	המקורי
підвищує	מגביר
тихий	פסיפיק
тихий	השקט
відмова	כישלון
відмова	כשל
відмова	כשלון
камер	מצלמות
себастьян	סבסטיאן
єзуїтів	הישועים
стелі	תקרה
стелі	התקרה
стелі	תקרת
постійна	הקבוע
постійна	קבועה
постійна	קבוע
євгеній	יוג
хоп	הופ
підвищити	יגבר
підвищити	עלייה
підвищити	הגדל
підвищити	להגדיל
змії	נחשים
змії	סנייק
змії	נחש
безпосередній	מיידית
безпосередній	מיידי
провідник	המדריך
провідник	מדריך
провідник	מוליך
провідник	מנצח
допомагали	עזר
ютери	מכונות
ютери	מכונה
мільярдів	ביליון
мільярдів	מליארד
мільярдів	מיליארד
