variasjoner	warianty
irish	irlandzka
artilleri	artyleria
johanne	johanne
oval	owalne
lagre	uratować
lagre	zachowaj
lagre	zapisać
lagre	zapisz
arkansas	arkansas
kyst	wybrzeże
kyst	wybrzeżu
illustrasjon	ilustracja
deltagere	uczestników
deltagere	uczestnikom
deltagere	uczestnicy
orleans	orleanie
orleans	orleanu
orleans	orlean
splittet	podzielona
splittet	dzielone
splittet	podzielone
splittet	podzielony
varm	gorąco
varm	hot
varm	gorące
varm	gorąca
varm	gorący
varm	ciepła
varm	ciepło
varm	ciepły
massakren	masakra
massakren	zbrodnia
mekanisk	mechaniczny
mekanisk	mechaniczne
helgen	weekendu
helgen	weekend
helgen	święty
helgen	święta
helgen	saint
aston	aston
terreng	teren
terreng	tereny
terreng	terenu
mason	masona
mason	mason
uro	zamieszki
uro	niepokoje
miljøer	środowisk
striper	paski
arkeologisk	archeologiczne
xiv	xiv
gatene	ulice
gatene	ulic
gene	genu
gene	gene
gene	gen
gene	geny
tunisia	tunezja
annie	annie
bryne	bryne
ammunisjon	amunicja
ammunisjon	amunicję
ammunisjon	amunicji
ammunisjon	amunicja
ammunisjon	amunicję
ammunisjon	amunicji
kiss	pocałunek
kiss	buzi
kiss	kiss
sigmund	sigmund
sigmund	zygmunt
eriksson	eriksson
campus	kampusu
campus	kampus
campus	kampusie
annonsert	ogłosił
annonsert	ogłoszone
annonsert	ogłosili
annonsert	ogłoszono
annonsert	ogłosiła
annonsert	reklamowane
balkan	bałkanach
balkan	bałkanów
balkan	bałkanów
kommersielt	komercyjny
kommersielt	komercyjne
frittstående	samodzielny
frittstående	samodzielne
stabile	stabilny
stabile	stabilna
stabile	stabilne
fangene	więźniowie
fangene	więźniów
christoph	christoph
berit	berit
parentes	wspornik
parentes	nawiasach
fornøyd	zadowolony
fornøyd	zadowolona
fornøyd	zadowoleni
fornøyd	zadowolona
fornøyd	szczęśliwi
fornøyd	wszystkiego
fornøyd	szczęśliwa
fornøyd	szczęśliwy
fornøyd	zadowolony
nettverket	sieci
nettverket	sieć
nettverket	network
kaliber	kaliber
kaliber	kalibru
gerais	gerais
holocaust	holokaustu
cello	wiolonczeli
mangfold	zróżnicowanie
mangfold	różnorodności
mangfold	różnorodność
cover	okładki
cover	okładka
cover	pokrycie
rolig	łatwy
rolig	łatwe
rolig	łatwo
rolig	easy
santo	santo
ryttere	jeźdźcy
ryttere	jeźdźców
ryttere	jeźdźcy
deltaker	zawodnik
deltaker	uczestnik
deltaker	uczestnika
deltaker	uczestnik
hanssen	hanssen
filosofen	filozof
gjenopprettet	odzyskane
gjenopprettet	przywrócone
gjenopprettet	przywrócony
gjenopprettet	przywrócona
forent	zjednoczone
forent	jednolitego
forent	zjednoczona
forent	zjednoczone
forent	united
forent	zjednoczona
forent	zjednoczeni
forent	zjednoczonych
utenlandsk	zagraniczny
utenlandsk	zagranicznych
utenlandsk	obce
utenlandsk	zagraniczna
utenlandsk	zagraniczne
randi	randi
lørenskog	lørenskog
nedgang	odrzucić
nedgang	spadek
nedgang	zmniejszyć
nedgang	spadek
nedgang	zmniejszenie
federation	federacji
federation	federacja
agnes	agnieszka
isaac	isaac
skeptisk	sceptyczny
skeptisk	sceptyczny
symfoni	symphony
phillips	phillips
gata	street
gata	ulica
gata	ulicy
powell	powell
samsvar	zgodność
scotland	szkocja
scotland	szkocji
albumene	albumy
albumene	albumów
klatre	wspinaczka
personlighet	osobowość
personlighet	osobowości
tidsskrifter	czasopism
tidsskrifter	magazyny
tidsskrifter	czasopisma
oberstløytnant	pułkowniku
oberstløytnant	pułkownik
sjanse	szansę
sjanse	szanse
sjanse	chance
sjanse	szansa
stanset	zatrzymany
stanset	zatrzymane
stanset	przestał
sakte	powoli
halve	pół
halve	połowa
skritt	step
skritt	krok
skritt	kroków
skritt	stopnie
skritt	etapy
skritt	schody
skritt	kroki
castilla	kastylii
castilla	castilla
organisk	organicznych
organisk	organiczne
organisk	ekologiczna
organisk	organiczny
organisk	ekologiczne
hundrevis	setki
amanda	amandą
amanda	amanda
amanda	amando
søsteren	siostro
søsteren	siostra
paulsen	paulsen
bratt	strome
rot	bałagan
rot	bajzel
rot	burdel
rot	korzenie
rot	korzeń
rot	root
rot	pierwiastek
rot	zakorzenione
palmer	palmera
palmer	palmer
jennifer	jennifer
kjerne	rdzeń
kjerne	rdzenia
kjerne	jądro
kjerne	jądra
kjerne	jądro
dømte	skazany
dømte	skazana
dømte	skazani
dømte	oceniana
dømte	osądzony
opplevd	doświadczony
opplevd	doświadczonych
made	wykonane
made	made
made	zrobione
skuespillerinnen	aktorka
skuespillerinnen	aktorki
skuespillerinnen	aktorką
olivier	olivier
tjue	dwadzieścia
eksport	wywóz
eksport	eksport
sonja	sonja
institut	institut
roskilde	roskilde
mozart	mozarta
mozart	mozart
opprettholdt	utrzymane
opprettholdt	utrzymywane
opprettholdt	utrzymana
opprettholdt	zachowane
names	imiona
names	nazwiska
names	nazwy
leon	leona
leon	leon
mater	mater
mater	karmienie
mater	karmienia
mater	karmi
jenny	jenny
tsjekkiske	czech
tsjekkiske	czeski
tsjekkiske	czeskiej
tsjekkiske	czeskie
tsjekkiske	czeska
prinsen	książę
prinsen	prince
skulpturer	rzeźby
skulpturer	rzeźba
skulpturer	rzeźbę
skulpturer	rzeźby
brekke	break
brekke	przerwa
brekke	złamać
brekke	łamanie
grey	siwy
grey	szary
grey	szara
grey	szare
grey	grey
valencia	valencia
egenskap	cecha
pastor	pastor
forandringer	zmiany
forandringer	zmian
innsiden	wewnątrz
bryst	biust
bryst	piersi
bryst	biust
bryst	pierś
bryst	piersi
pike	pike
analyser	podziały
analyser	analizować
analyser	przeanalizować
analyser	analizować
analyser	analiz
analyser	analizy
hersket	rządził
hersket	orzekł
sørger	opłakuje
sørger	żałobę
sørger	żałoby
sørger	żałobie
sådan	taki
sådan	takie
sektor	sektor
sektor	branża
sektor	sektory
krysse	krzyż
krysse	krzyżyk
krysse	krzyża
krysse	cross
låt	piosenka
låt	piosenki
låt	utwór
låt	pieśń
låt	song
metamorfose	metamorfoza
ettertiden	potomności
strukturer	konstrukcje
strukturer	budowle
strukturer	struktury
strukturer	konstrukcji
montana	montanie
montana	montana
montana	montany
serbiske	serbski
presenterer	przedstawiam
presenterer	przedstawiamy
presenterer	wprowadzenie
presenterer	wprowadzające
presenterer	prezentujemy
beleiret	oblegany
ghana	ghana
tallinn	tallinn
stafetten	przekaźnik
rapporter	zgłoś
rapporter	raport
rapporter	sprawozdanie
rapporter	zgłoszenie
rapporter	raporty
rapporter	sprawozdania
rapporter	zgłoszenia
rapporter	raportów
romantisk	romantyczny
romantisk	romantyczne
romantisk	romantyczna
kosovo	kosowo
kosovo	kosowa
mind	umysłu
mind	umysł
avansert	zaawansowanych
avansert	zaawansowane
avansert	zaawansowana
avansert	zaawansowany
henviser	odniesienie
komponerte	komponowanie
tórshavn	tórshavn
begrense	ograniczyć
begrense	ograniczenie
begrense	ograniczanie
please	proszę
biologi	biologii
biologi	biologia
søstre	sióstr
søstre	siostrzyczki
søstre	siostrami
søstre	siostry
bestemmelser	regulacje
bestemmelser	rozporządzenia
bestemmelser	rozporządzeń
bestemmelser	postanowienia
bestemmelser	przepisy
munnen	mouth
munnen	usta
munnen	gęba
cameron	cameron
rasende	wściekłe
rasende	wściekły
rasende	wściekła
rasende	wściekli
rasende	wściekły
ofre	ofiarami
ofre	ofiar
ofre	ofiary
siri	siri
isle	isle
vara	vara
kjøper	nabywcy
kjøper	kupujący
kjøper	kupiec
kjøper	nabywca
kjøper	kupowanie
kjøper	kupno
kjøper	kupuje
uka	tygodnia
uka	tydzień
uka	tygodniu
offer	ofiarami
offer	ofiar
offer	ofiary
offer	ofiarą
offer	ofiary
offer	ofiara
plyndret	ograbiony
hanna	hanny
hanna	hanna
avhenger	zależy
avhenger	zalezy
pat	pat
holmes	holmes
holmes	holmesa
columbus	columbus
leonardo	leonardo
testet	zbadane
testet	badane
testet	badana
testet	badany
testet	sprawdzone
lier	lier
inkludere	dołącz
inkludere	obejmować
besøke	odwiedziny
besøke	wizyta
besøke	wizyty
væske	ciecz
væske	płyny
væske	płyn
væske	płynny
væske	ciecz
væske	płynne
væske	płyn
graf	wykres
materiell	surowiec
materiell	tworzywo
materiell	materiał
materiell	materiały
materiell	materiały
falske	fałsz
falske	fałszywa
falske	fałszywe
falske	nieprawdziwe
falske	fałszywy
stora	stora
sichuan	sichuan
aksel	aksel
ulrich	ulrich
fekter	szermierz
spirit	duchu
spirit	ducha
spirit	duch
spirit	spirit
marsjerte	maszerował
odin	odyn
variasjon	zmienność
variasjon	odmiany
variasjon	odmianę
variasjon	odmiana
variasjon	różnorodność
husk	zapamiętaj
husk	pamiętaj
macao	makau
macao	makau
spesialisert	wyspecjalizowane
spesialisert	specjalistyczne
skatter	skarbem
skatter	skarb
skatter	skarby
skatter	skarby
skatter	podatki
plasseringen	umiejscowienia
plasseringen	umieszczenie
plasseringen	umiejscowienie
skillet	rozróżnienie
skillet	wyróżnienie
harvey	harvey
harvey	harveya
sosiologi	socjologii
hestesport	jeździectwo
stipend	stypendium
stipend	stypendia
stipend	stypendium
moses	moses
moses	mojżesz
moses	mojżesza
kairo	kairze
veiledning	przewodniku
veiledning	poradnik
veiledning	przewodnikiem
veiledning	przewodnika
veiledning	przewodnik
begrensninger	limity
begrensninger	ograniczenia
begrensninger	ograniczeń
begrensninger	ograniczenia
begrensninger	granice
begrensninger	limity
begrensninger	ograniczenia
atferd	zachowań
atferd	zachowania
atferd	zachowanie
atferd	zachowania
padling	kajakarstwo
bakterier	bakterie
bakterier	bakterii
bakterier	bakteria
hand	rękę
hand	dłoń
hand	ręka
logo	logo
collett	collett
miami	miami
kalender	terminarz
kalender	kalendarz
kalender	kalendarza
komposisjon	skład
halvor	halvor
dekk	opon
dekk	opony
dekk	okładki
dekk	okładka
dekk	pokrycie
dekk	pokładzie
dekk	pokład
bomber	bomb
bomber	bomby
portretter	portrety
innspill	wejściowe
innspill	wkład
innspill	wejście
haiti	haiti
utløste	uruchomione
utløste	wywołało
utløste	wywołane
spesifikt	szczególne
spesifikt	konkretne
spesifikt	specyficzne
spesifikt	konkretnie
spesifikt	specjalnie
uttrykt	wyrażono
uttrykt	wyrażony
uttrykt	wyrażona
uttrykt	wyraził
uttrykt	wyrażone
pilot	pilocie
pilot	pilot
mats	mat
mats	maty
sint	sint
sint	zła
sint	złość
sint	wściekły
sint	zły
sint	mad
sint	szalony
iranske	irański
kreta	kreta
ønskelig	pożądanego
ønskelig	pożądany
ønskelig	pożądane
ønskelig	pożądane
ønskelig	pożądany
child	dziecko
child	child
progressiv	stopniowe
progressiv	stopniowego
luke	łukasz
bratte	strome
peters	peters
jules	jules
elseif	elseif
rammer	ramy
rammer	ramki
rammer	nakładki
kjennskap	znajomość
kapital	kapitał
kapital	stolica
kapital	kapitału
kapital	stolicy
kapital	capital
kamera	kamery
kamera	aparatu
kamera	kamera
kamera	aparat
gibraltar	gibraltaru
gibraltar	gibraltar
fullføre	kompletny
fullføre	kompletna
fullføre	kompletne
maine	maine
roberto	roberto
hen	kura
hen	hen
distribusjon	dystrybucji
distribusjon	dystrybucja
distribusjon	rozkład
augusta	augusta
xiii	xiii
placid	placid
ankomst	dojazd
ankomst	przybycie
ankomst	przyjazd
ankomst	eta
ankomst	przylotów
høgskole	studia
høgskole	uczelnia
høgskole	college
høgskole	kolegium
skriv	piszcie
skriv	pisać
skriv	napisać
skriv	napisz
skriv	pisz
skriv	rodzaj
skriv	wpisz
skriv	typ
fyret	latarni
babylon	babylon
babylon	babilon
fett	gruba
fett	tłuszczu
fett	grubo
fett	fat
fett	tłuszcz
fett	gruby
betaling	kasie
betaling	kasy
betaling	wypłata
betaling	zapłata
betaling	płatności
betaling	płatność
betaling	wypłaty
betaling	płatności
roosevelt	roosevelta
roosevelt	roosevelt
blokkering	zablokowanie
blokkering	blokowanie
blokkering	bloku
blokkering	zablokuj
blokkering	zablokować
blokkering	blok
vilkår	warunki
vilkår	warunki
vilkår	terminy
bølger	fal
bølger	fale
gerd	gerd
masters	mistrzowie
masters	masters
palass	pałace
palass	pałac
palass	pałacu
palass	palace
moths	ćmy
eine	eine
banker	banks
banker	banki
banker	bankami
banker	banków
begått	popełnił
begått	zaangażowana
begått	zaangażowany
milton	milton
ruta	drodze
ruta	szlak
ruta	trasy
ruta	trasa
problematisk	problematyczne
forsiktig	łagodnie
forsiktig	delikatnie
gyldig	ważny
gyldig	ważne
gyldig	ważność
gyldig	poprawny
gyldig	ważna
leire	glina
leire	claya
leire	clay
trekkspill	akordeonie
tykk	gruby
tykk	grubo
tykk	gruba
tykk	grube
talsmann	rzecznik
naval	marynarki
vanskeligheter	trudności
vanskeligheter	trudność
vanskeligheter	trudności
kontroversielle	kontrowersyjne
lin	lin
kraften	siły
kraften	siła
kraften	force
nba	nba
fylte	wypełniony
fylte	wypełnione
fornuftig	rozsądne
fornuftig	rozsądna
fornuftig	rozsądny
fornuftig	rozsądnie
fornuftig	uzasadnione
fornuftig	rozsądne
fornuftig	rozsądny
fornuftig	rozsądna
kanter	krawędzie
kanter	brzegi
kanter	krawędzi
bestefar	dziadku
bestefar	dziadek
bestefar	dziadku
bestefar	dziadek
sony	sony
beskrivelsen	opis
mesa	mesa
mesa	moja
sevilla	sevilla
innspilling	nagrywanie
innspilling	nagranie
innspilling	zapisywanie
innspilling	rejestrowanie
forklart	wyjaśnił
forklart	wyjaśniono
forklart	wyjaśnione
trygg	sejf
trygg	bezpieczne
trygg	bezpieczny
trygg	bezpieczna
handle	zakupy
handle	sklep
handle	działaj
handle	act
handle	akt
heidi	heidi
vern	vern
princeton	princeton
sitat	cytuję
sitat	cytat
register	rejestru
register	rejestr
knight	rycerz
knight	rycerze
knight	skoczek
knight	knight
vegas	vegas
bla	bla
aristoteles	arystoteles
temperaturer	temperatury
avløst	ulgę
lovlig	legalnie
lovlig	prawny
lovlig	prawne
lovlig	legalne
rovers	rovers
beslutning	decyzje
beslutning	orzeczenie
beslutning	decyzja
beslutning	rozstrzygnięcie
beslutning	decyzji
sainte	sainte
bengt	bengt
yuan	yuan
six	szóstka
six	six
six	sześć
fotnoter	przypisy
ward	ward
kjære	miód
kjære	kochanie
kjære	skarbie
kjære	drogi
kjære	kochany
kjære	droga
kjære	kochana
kjære	kochani
speed	prędkości
speed	speed
speed	prędkość
speed	szybkość
creek	creek
erlend	erlend
cole	cole
troll	troll
troll	trolle
iver	iver
iver	zapał
peak	pik
peak	szczyt
peak	peak
varierte	zróżnicowane
sukker	cukrem
sukker	sugar
sukker	cukru
sukker	cukier
note	uwaga
note	notatka
ide	ide
ide	pomysl
ide	pomysł
ide	idea
behandler	przetwarzania
behandler	przetwarzanie
behandler	przetwórstwo
behandler	obróbka
behandler	traktuje
disk	dysk
disk	dysku
ekstreme	ekstremalnie
ekstreme	ekstremalne
skall	powłoka
skall	powłoki
skall	shell
flying	latające
flying	pływające
flying	latający
flying	latanie
angi	ustaw
angi	set
angi	zestaw
angi	komplet
angi	wejdź
angi	enter
hoppe	skok
hoppe	hoppe
geologi	geologia
seattle	seattle
innover	śródlądowych
innover	ląd
geologiske	geologiczna
hjul	koło
hjul	koła
hjul	felgi
hjul	kółka
hjul	koła
beskrivelser	opisy
circuit	obwody
circuit	obwód
prinsipp	zasada
prinsipp	zasady
prinsipp	zasadami
delhi	delhi
landevei	autostrady
landevei	autostrada
landevei	highway
landevei	autostradzie
fiende	wróg
fiende	wrogowie
fiende	wroga
fiende	wróg
østlig	wschodnie
østlig	wschód
østlig	wschodni
østlig	wschodniej
østlig	wschodnia
pensjon	renta
pensjon	emerytury
pensjon	emerytura
pensjon	renty
pensjon	pensjonat
vitne	świadkowie
vitne	świadków
vitne	świadkowie
vitne	świadka
vitne	świadek
stange	stange
håndverk	rzemiosła
håndverk	rzemiosło
ivrig	chętna
ivrig	chętni
ivrig	chętny
västra	västra
heaven	niebo
heaven	niebiosa
heaven	heaven
heaven	niebie
heaven	nieba
avslo	odmówił
avslo	odrzucona
avslo	odmówił
avslo	odmówiła
yorkshire	yorkshire
rikeste	najbogatszych
undersøkt	badana
undersøkt	zbadane
undersøkt	badane
undersøkt	badana
sjøsatt	rozpoczęła
sjøsatt	uruchomiony
sjøsatt	uruchomiona
sjøsatt	uruchomiono
konkluderte	zawartych
konkluderte	zawierane
konkluderte	zawarta
maría	maría
gylne	złote
gylne	golden
gylne	złoty
gylne	złota
cdu	cdu
utgiver	wydawnictwo
utgiver	wydawca
utgiver	wydawcy
utgiver	wydawcy
utgiver	wydawnictwa
utgiver	wydawców
øyeblikk	moments
øyeblikk	chwile
øyeblikk	chwil
øyeblikk	momenty
øyeblikk	momentami
øyeblikk	moment
øyeblikk	chwili
øyeblikk	chwila
øyeblikk	natychmiastowe
øyeblikk	natychmiastowy
øyeblikk	natychmiastowa
øyeblikk	chwili
utfordringer	wyzwania
ordinær	zwykły
ordinær	zwyczajne
ordinær	zwykłych
ordinær	zwykła
ordinær	zwyczajny
ordinær	zwykłe
eksistere	istnieją
nora	nora
nora	norę
nora	nory
nora	norze
lei	lei
produksjoner	productions
uganda	ugandzie
blanke	błyszczący
blanke	błyszczące
blanke	lśniące
samtaler	rozmów
samtaler	konwersacji
samtaler	rozmowy
flatt	mieszkanie
arrangere	zorganizować
elite	elita
elite	elity
seksten	szesnaście
seksten	sixteen
riga	rydze
ahmed	ahmed
kjemiker	chemik
baptiste	baptiste
tegneserier	komiks
tegneserier	komiksów
tegneserier	komiksy
woods	lasu
woods	lasy
woods	lesie
woods	woods
woods	las
nacional	nacional
andresen	andresen
representasjon	reprezentacja
representasjon	przedstawicielstwa
