인피니티	nieskończoność
시체	ciała
시체	zwłoki
시체	trupy
시체	zwłoki
시체	zwłoki
시체	zwłok
거미	pająk
거미	spider
거미	pająki
그릇	miski
그릇	bowl
그릇	miska
그릇	miski
힐러리	hillary
힐러리	hilary
모델링	modelowania
모델링	modelowanie
모델링	modelowania
캅카스	kaukazu
캅카스	policjant
캅카스	gliny
캅카스	glina
캅카스	gliniarz
나카니시	nakanishi
촛불	świeca
촛불	świecę
촛불	świece
촛불	świece
촛불	świeczki
촛불	świece
가축	inwentarz
가축	bydło
웨딩	ślub
웨딩	wesele
웨딩	weselny
무스카트	muscat
우랄	ural
상점	zakupy
상점	sklep
상점	sklepy
상점	sklepy
상점	sklepie
상점	sklep
상점	store
스티븐스	stevena
스티븐스	steven
스티븐스	stevensa
스티븐스	stevens
부재	brak
부재	nieobecności
부재	nieobecność
바꾸기	zamień
바꾸기	zastąpić
바꾸기	przełącznik
바꾸기	zamiana
바꾸기	zamiana
바꾸기	wymiany
바꾸기	swap
바꾸기	zamień
바꾸기	zmiana
바꾸기	zmiany
바꾸기	zmienić
바꾸기	zmień
카운트다운	odliczanie
분홍색	różowy
분홍색	różowa
분홍색	róż
분홍색	różowe
분홍색	różowo
요리사	cook
요리사	kucharza
요리사	kucharz
요리사	gotować
요리사	kucharz
할당된	przypisana
할당된	przydzielony
할당된	przypisano
할당된	przypisany
할당된	przypisane
저작권자	autorskie
말하기	mówiąc
말하기	mówienie
말하기	mów
헤더	nagłówka
헤더	nagłówek
헤더	heather
헤더	nagłówki
산술	arytmetyki
십자	krzyż
십자	krzyżyk
십자	krzyża
십자	cross
의자	krzesła
의자	krzesło
의자	fotel
레일	kolei
레일	kolej
레일	szyny
레일	szyn
레일	szyny
간격	luka
간격	gap
간격	odstęp
간격	przerwa
간격	przedział
간격	odstęp
간격	odstępy
간격	luk
간격	luki
카스트로	castro
라이스	ryż
라이스	ryżu
페르미	fermi
사춘기	dojrzewanie
사춘기	dojrzewania
사춘기	dojrzewanie
베넷	bennett
베넷	bennet
액정	lcd
후드	hood
후드	kaptur
페인	payne
페인	paine
요셉	józefie
요셉	joseph
요셉	józef
요셉	józefa
포커	poker
포커	pokera
프론티어	granic
프론티어	granica
디아블로	diablo
커플	par
커플	pary
커플	para
불안	niepewne
불안	niepewność
불안	niepewna
불안	niepewnie
불안	niepewny
불안	lęki
불안	niepokoju
불안	niepokój
불안	lęk
퀸즈	królowe
퀸즈	queens
프린터	druk
프린터	druku
프린터	drukowanie
프린터	drukarki
프린터	drukarka
프린터	drukarek
프린터	drukarki
터미네이터	terminator
일렉트로니카	electronica
인문학	humanistycznych
양서류	płazy
채소	warzywa
채소	warzywo
채소	warzyw
채소	warzywa
채소	warzyw
문구	podpis
문구	opis
문구	tekst
문구	text
문구	tekstowe
문구	zwrotów
문구	wyrażenia
문구	zwroty
스트라스부르	strasburgu
키르기스스탄	kirgistanie
단층	wina
도마뱀	jaszczurki
도마뱀	jaszczurka
도마뱀	jaszczurki
무라타	murata
이끼	moss
계몽	oświecenia
바트	bart
바트	barta
시리우스	syriusz
킹스턴	kingston
소실	zaginięcia
소실	zniknięcia
소실	zaginięcie
소실	zanik
소실	zniknięcie
협조	współpracować
협조	współpracują
부활절	wielkanocy
부활절	wielkanoc
랄프	ralph
클릭	kliknij
클릭	kliknięć
클릭	kliknięcia
하디	hardy
직물	włókiennicze
직물	włókienniczych
직물	tkaniny
파스타	makaron
파스타	pasta
벽화	murale
벽화	mural
메시	messi
다스	darth
북서	northwestern
북서	northwest
페르시아어	perski
노르딕	nordic
매리너스	marynarze
매리너스	marynarzy
플랜	plan
플랜	planów
플랜	planuje
플랜	plany
의미있는	znaczące
의미있는	znaczący
해명	wyjaśnienie
해명	wyjaśnienia
신용	kredytu
신용	kredyt
신용	credit
미아	mia
미아	mii
야채	warzywa
야채	warzywo
야채	warzyw
야채	warzywa
야채	warzyw
렌더링	uczynić
바이애슬론	biathlon
적분	integralną
삼각주	delta
사각형	plac
사각형	kwadrat
사각형	kwadratowy
사각형	square
사각형	kwadratowe
사각형	czworokąt
사각형	prostokąt
사각형	prostokątne
청소	chemiczna
청소	sprzątanie
청소	czyszczenie
청소	oczyszczanie
청소	porządki
청소	czysty
청소	czysta
청소	czyste
청소	oczyszczony
청소	oczyszczone
거기	tam
중등	wtórne
중등	drugorzędne
중등	wtórnego
베이시스트	basista
캐롤	carol
캐롤	carroll
캐롤	carole
엘리	ellie
엘리	ela
엘리	eli
부채	długi
부채	zobowiązania
부채	zobowiązań
부채	długi
부채	długu
부채	dług
부채	zadłużenie
히로세	hirose
발효	fermentacji
체리	cherry
체리	wiśnie
코덱	kodek
코덱	kodeki
친족	kin
경관	oficer
경관	funkcjonariusz
경관	oficerze
경관	krajobraz
경관	krajobrazy
퍼텐셜	potencjał
생각하기	pomyśl
생각하기	myśl
수용체	receptora
수용체	receptory
버섯	grzybów
버섯	grzyby
버섯	grzybki
버섯	grzyb
버섯	grzyby
익숙한	znajome
익숙한	znajomy
파이팅	walka
파이팅	walki
튀니스	tunezja
튀니스	tunis
매력	glamour
매력	allure
매력	wdzięk
매력	uroku
매력	czar
매력	urok
매력	urocze
매력	uroczy
태양광	słoneczna
태양광	słoneczny
태양광	słoneczne
선진	rozwijane
선진	rozwiniętych
선진	opracowane
선진	rozwinięte
선진	opracowany
공연장	miejsce
타카기	takagi
조건부	warunkowe
조건부	warunkowego
조건부	warunkowo
메세지	komunikat
메세지	wiadomość
메세지	wiadomości
아우디	audi
벨트	pasy
벨트	paski
벨트	pasek
벨트	pas
비엔나	wiedeń
비엔나	wiedniu
예의	etykieta
예의	etykiety
예의	maniery
예의	uprzejmy
예의	grzecznie
예의	grzeczny
예의	uprzejmości
예의	uprzejmość
예의	uprzejmy
노리치	norwich
선구자	pionierami
받았습니다	otrzymała
받았습니다	otrzymana
받았습니다	otrzymano
받았습니다	otrzymany
받았습니다	otrzymane
아키오	akio
블라디보스토크	władywostoku
인플레이션	inflacji
인플레이션	inflacja
카나코	kanako
인질	zakładnik
인질	zakładnika
인질	zakładnikiem
인질	zakładnicy
인질	zakładników
인질	zakładnikami
켈트	celtyckie
후지사와	fujisawa
생태	ekologiczny
생태	ekologiczna
생태	ekologiczne
증언	zeznawać
증언	świadkowie
증언	świadka
증언	świadek
증언	zeznanie
증언	zeznania
트루먼	truman
노보루	noboru
모하마드	mohammad
오마르	omar
오마르	omara
축하	uroczystości
축하	obchody
축하	świętowanie
축하	uroczystości
축하	święto
축하	świętowania
축하	uroczystość
일반인	generał
일반인	ogólny
일반인	ogólnie
일반인	ogólna
일반인	ogólne
싱어	singer
싱어	piosenkarz
싱어	wokalista
싱어	piosenkarka
바바	baba
바바	babę
관세	taryfy
관세	celne
관세	cła
관세	cło
관세	taryfy
관세	taryfa
벨파스트	belfast
잔혹한	okrutna
잔혹한	okrutny
잔혹한	okrucieństwo
잔혹한	okrutne
얼라이언스	sojusz
얼라이언스	sojuszu
얼라이언스	przymierze
하이드	hyde
이탈	odpływ
이탈	odpływu
벨라	bello
벨라	bella
인사이드	wewnątrz
네번째	czwarty
네번째	czwartego
네번째	czwarte
네번째	czwarta
제네시스	genesis
브릿	brit
잉글리시	angielski
잉글리시	anglik
스쿼시	squasha
냉각	chłodzenie
냉각	chłodzenia
냉각	chłodzenie
냉각	chłodzenia
레즈비언	lesbijka
레즈비언	lesbijki
레즈비언	lesbijką
레즈비언	lesbijek
레즈비언	lesbijki
차단되었습니다	zablokowany
차단되었습니다	zablokowana
차단되었습니다	zablokowane
램프	lampka
램프	lampy
램프	lampa
램프	lampy
포격	ostrzał
포격	bombardowanie
새크라멘토	sacramento
콴타스	qantas
힉스	hicks
힉스	higgsa
영화관	teatrów
영화관	kin
영화관	teatrów
영화관	kina
영화관	teatrze
영화관	teatr
레지옹	legion
레지옹	legia
깨진	rozbite
깨진	złamane
깨진	łamane
깨진	złamana
깨진	złamany
특공대	commando
풀기	wyciąg
풀기	ekstrakt
풀기	rozwiązać
딜런	dillon
딜런	dylan
딜런	dylana
선샤인	słońce
선샤인	słoneczko
선샤인	słonko
선샤인	słoneczna
폴란드어	polsko
폴란드어	polskie
폴란드어	polski
마스터즈	mistrzowie
마스터즈	masters
회상	powrót
표본	przykładowe
표본	próbka
표본	próbki
표본	próba
보내기	wysyłanie
보내기	wysłanie
보내기	wysyłanie
보내기	wyślij
보내기	wysłać
황소자리	tauri
황소자리	byk
황소자리	taurus
위조	fałszerz
위조	fałszerstwo
위조	wykuty
위조	fałszowaniem
위조	fałszowanie
위조	fałszerstwo
위조	fałszerstwo
마사시	masashi
모가미	mogami
게오르기	gieorgij
모모코	momoko
고추	chilli
고추	chili
고추	pieprz
고추	pepper
고추	papryka
고추	chilli
고추	chili
가슴이	skrzynia
가슴이	piersi
인용된	notowane
오리엔트	orient
아나톨리아	anatolii
스탠더드	standardowy
스탠더드	standardowa
스탠더드	norma
스탠더드	standardowe
스탠더드	standard
스토어	sklepy
스토어	sklepie
스토어	sklep
스토어	store
패치	plastry
패치	plaster
포트리스	twierdza
포트리스	fortecy
포트리스	forteca
탐험	zwiedzanie
탐험	zwiedzania
탐험	odkrywanie
탐험	explorer
탐험	wyprawy
탐험	ekspedycja
탐험	wyprawa
탐험	badacze
탐험	odkrywcy
터치스톤	touchstone
대처	thatcher
덕이	douga
덕이	doug
클라리넷	klarnet
제레미	jeremy
강아지	szczeniak
버터	masło
버터	masła
캐피탈	kapitolu
캐피탈	capitol
캐피탈	kapitał
캐피탈	stolica
캐피탈	kapitału
캐피탈	stolicy
캐피탈	capital
예언자	prorok
예언자	proroka
예언자	prorokiem
예언자	prorocy
예언자	proroków
평형	równowagi
평형	równowadze
평형	równowaga
제곱	plac
제곱	kwadrat
제곱	kwadratowy
제곱	square
제곱	kwadratowe
마트	mart
면책	odporność
면책	immunitet
앨리슨	allison
앨리슨	alison
쇼팽	chopin
애너하임	anaheim
자동화	zautomatyzować
자동화	automatyzacji
나카이	nakai
매력적인	urocze
매력적인	uroczy
샤프	ostre
샤프	sharp
샤프	ostry
샤프	ostra
채워	wypełnij
채워	wypełnić
백조자리	cygnus
백조자리	cygni
양곤	rangun
마나	mana
폴로	polo
포츠머스	portsmouth
기차	pociągiem
기차	pociągu
기차	pociąg
기차	pociągi
기차	pociągów
기차	pociągi
강좌	kursy
쿠키	ciastka
쿠키	ciasteczka
쿠키	ciasteczko
쿠키	cookie
쿠키	ciastko
이오니아	jońskie
복잡도	złożoność
복잡도	złożoności
발명	wymyślić
발명	wynalazek
발명	wynalazki
발명	wynalazków
발명	wynalezienie
발명	wymyślone
발명	wymyślił
발명	wynalazł
발명	wynalazca
편견	uprzedzony
편견	uprzedzenia
편견	uprzedzeń
편견	uprzedzenia
조지타운	georgetown
버퍼	bufor
버퍼	bufora
증인	świadkowie
증인	świadków
증인	świadkowie
증인	świadka
증인	świadek
모니카	monika
모니카	moniki
모니카	monica
클라인	klein
응답하라	odpowiedz
평화로운	pokojowe
평화로운	pokojowych
평화로운	spokojne
평화로운	spokojna
끝없는	nieskończone
이웃집	sąsiad
이웃집	sąsiadka
더러운	paskudny
더러운	paskudne
더러운	brudne
더러운	brudny
더러운	brudno
더러운	brudne
더러운	brudna
더러운	brudny
스프링필드	springfield
부서	wydział
부서	departament
부서	dział
노드	węzeł
노드	węzła
노드	węzłów
노드	węzły
박해	prześladowania
박해	prześladowań
박해	prześladowanie
박해	ucisku
바흐	bach
다무라	tamura
발전기	wytwórcy
발전기	generatory
발전기	generatory
발전기	generator
트라이앵글	trójkąta
트라이앵글	trójkąt
욕구	pragnienie
욕구	pożądanie
욕구	pragnienia
욕구	pożądania
욕구	pragnienia
욕구	pragnień
선포	oświadczam
바벨	babel
타지키스탄	tadżykistan
스웨덴어	szwedzki
스웨덴어	szwedzkie
스웨덴어	szwedzka
잠비아	zambii
잠비아	zambijski
길거리	street
길거리	ulica
길거리	ulicy
길거리	ulice
길거리	ulic
글로리아	glorii
글로리아	gloria
흡혈귀	wampirów
흡혈귀	wampiry
흡혈귀	wampirem
흡혈귀	wampir
무엇이든	cokolwiek
무엇이든	cokolwiek
레이아웃	układy
레이아웃	układ
레이아웃	rozmieszczenie
스케치	szkice
스케치	rysunek
스케치	skecz
스케치	szkic
자극	bodźce
자극	bodziec
자극	stymulacji
자극	pobudzenie
자극	stymulowanie
자극	pobudzenie
자극	podrażnienie
역사학	historiografii
갑옷	zbroja
갑옷	zbroję
갑옷	zbroi
갑옷	pancerz
갑옷	zbroja
갑옷	zbroję
갑옷	zbroi
갑옷	pancerz
평행	równolegle
평행	równoległy
평행	równoległego
평행	równoległych
평행	równoległe
미드웨이	midway
슈트	skafander
슈트	kombinezon
슈트	garnitur
현명한	mądry
현명한	mądrze
현명한	mądra
현명한	mądre
김치	kimchi
시온	zion
아스타나	astana
노부유키	nobuyuki
수잔	susan
수잔	zuzia
수잔	zosia
장례	pogrzeb
장례	pochówku
장례	pochówek
장례	pogrzeb
장례	pogrzebu
장례	pogrzeby
아라키	araki
프라이부르크	freiburg
그리스인	grecy
그리스인	greków
열기	otwórz
열기	otwarte
열기	otwarty
열기	otwiera
셔틀	prom
셔틀	wahadłowiec
순교자	męczenników
순교자	męczennika
피스	pokoju
피스	peace
피스	pokój
정밀	precyzji
정밀	dokładność
정밀	precyzyjne
정밀	precyzja
같음	równi
샌드위치	kanapki
샌드위치	kanapka
샌드위치	kanapki
모의	wizualizacji
그라비아	wklęsłym
센타우루스자리	centauri
에이전시	agencji
에이전시	agencję
에이전시	agencja
바리	bari
아토스	atos
디렉터리	spis
디렉터리	katalog
디렉터리	katalogu
디렉터리	teczki
디렉터리	foldery
디렉터리	katalogi
디렉터리	folder
디렉터리	katalog
디렉터리	katalogów
디렉터리	katalogi
떨어지지	upadek
떨어지지	jesień
리어	lear
열정	entuzjazm
열정	entuzjazm
열정	namiętny
열정	pasję
열정	pasja
열정	namiętność
열정	pasji
열정	namiętności
열정	namiętności
열정	pasje
예배	adoracja
예배	pokłon
예배	kult
수백만	miliony
수백만	milionów
미즈호	mizuho
글로브	globe
기린	żyrafa
기린	kirin
기린	żyrafy
수년	lat
수년	lata
아이패드	ipad
파산	upadłości
파산	bankructwa
버펄로	buffalo
이시바시	ishibashi
무작위로	losowo
무작위로	przypadkowe
무작위로	przypadkowa
무작위로	przypadkowy
무작위로	losowo
무작위로	losowe
징병제	pobór
배경색	tła
배경색	kontekst
배경색	tle
배경색	tło
이겨	beat
이겨	pokonać
우울	depresję
우울	melancholia
낙하산	spadochron
홀로코스트	holokaustu
클론	klonów
클론	klony
클론	klon
디스커버리	odkrycia
디스커버리	odkrywanie
디스커버리	odkrycie
디스커버리	discovery
우지	uji
테크	tech
샐리	sally
절약	uratowanie
절약	oszczędność
절약	oszczędności
절약	ratowanie
절약	zapisywanie
절약	oszczędzania
곱셈	mnożenie
곱셈	pomnożyć
투르	tury
투르	wycieczki
교정	naprawczych
교정	kalibracji
교정	korekty
교정	poprawka
교정	korekta
교정	poprawiony
교정	skorygowane
교정	poprawione
앙투안	antoni
앙투안	antoine
리히텐슈타인	liechtenstein
리히텐슈타인	liechtensteinu
리히텐슈타인	lichtenstein
변동이	zmienność
장례식	pogrzeb
장례식	pogrzebu
장례식	pogrzeby
장례식	pogrzeby
오데사	odessie
사모아	samoa
레이먼드	raymond
레이먼드	raymonda
저널리스트	dziennikarstwo
저널리스트	dziennikarz
저널리스트	dziennikarka
저널리스트	dziennikarze
저널리스트	dziennikarzy
차드	czad
차드	czadu
차드	chad
장학금	stypendium
장학금	stypendia
장학금	stypendium
무하마드	muhammad
체르노빌	czarnobylu
강력	potężne
강력	potężna
강력	potężny
강력	mocne
해석학	analityczne
해석학	analityczna
해석학	analitycznych
해석학	analizy
해석학	analiza
카사블랑카	casablance
어디로	gdzie
커먼즈	commons
레지던트	rezydenta
레지던트	mieszkaniec
레지던트	rezydentów
레지던트	mieszkańców
레지던트	mieszkańcy
레지던트	staż
파라오	faraonów
파라오	faraon
파라오	faraona
소음	hałas
소음	hałasy
소음	hałasu
소음	szum
소음	hałasy
공백	przestrzenie
갇힌	uwięzieni
갇힌	uwięziony
갇힌	uwięziona
갇힌	uwięzione
제조사	sprzedawca
제조사	sprzedawcy
제조사	wytwórca
제조사	producent
제조사	producenta
레슬리	lesley
레슬리	leslie
에미레이트	emirat
에미레이트	emiraty
응원	cheerleaderek
학대	nadużycia
학대	nadużycie
학대	nadużyć
학대	nadużywanie
올림포스	olimp
세계화	globalizacja
세계화	globalizacji
먹이	zdobycz
에리크	eryk
에리크	erik
에리크	eryk
에리크	eric
퍼레이드	parada
퍼레이드	paradę
퍼레이드	pochód
퍼레이드	parady
퍼레이드	parady
리버티	wolność
리버티	wolności
리버티	liberty
로크	locke
투르크메니스탄	turkmenistan
기저	podstawa
기저	podstawie
기저	podstawy
포위전	oblężenie
코카콜라	koksu
코카콜라	koks
코카콜라	koka
코카콜라	cola
오스트레일리아인	australijczycy
화합	harmonii
화합	harmony
화합	harmonia
포탈	portale
포탈	portalu
포탈	portal
히브리	hebrajski
맥도날드	mcdonald
맥도날드	macdonald
윤리학	etyka
윤리학	etyki
브레스트	brest
통치자	władcę
통치자	władcą
통치자	linijki
통치자	władca
낚시	ryby
낚시	połowów
낚시	połowy
낚시	rybołówstwo
밀리미터	milimetrach
밀리미터	milimetrów
밀리미터	centymetr
밀리미터	milimetrów
노퍽	norfolk
기울여	tilt
커스텀	zwyczaj
커스텀	niestandardowych
커스텀	niestandardowe
커스텀	własny
비참한	nieszczęśliwa
비참한	nieszczęśliwy
디랙	diraca
호환성	zgodność
호환성	zgodności
수마트라	sumatra
전망	perspektywa
전망	perspektyw
전망	perspektywy
전망	perspektywy
전망	perspektywa
메콩	mekong
앨릭스	alexa
앨릭스	alex
보나파르트	bonaparte
선덜랜드	sunderland
동정	sympatii
동정	współczucia
동정	współczucie
동정	współczucia
동정	współczucie
칼리아리	cagliari
전자공학	elektronika
수익	dochód
수익	przychód
수익	przychody
수익	dochody
수익	zyski
수익	zarobki
수익	zarobków
수익	dochody
수익	dochody
수익	przychody
수익	zysk
수익	zyski
검토하기	recenzja
검토하기	przeglądu
검토하기	przegląd
검토하기	rewizja
랠프	ralph
전구	żarówka
전구	bańka
전구	żarówkę
전구	żarówki
아이오딘	jodu
돌연변이	mutantów
돌연변이	mutacje
돌연변이	mutacji
돌연변이	mutacja
마크로스	macross
데이지	daisy
토리	tory
토리	tori
무신론	ateizm
무신론	ateistą
무신론	ateistów
실험실	laboratorium
실험실	laboratoryjne
실험실	laboratoria
실험실	laboratoriów
실험실	laboratorium
홈즈	holmes
홈즈	holmesa
페레스	peres
페레스	pérez
간지	kanji
플랑드르	flamandzkiej
지우	czysto
지우	wymazać
반대편	naprzeciw
반대편	przeciwieństwo
반대편	naprzeciwko
수렴	konwergencji
수렴	konwergencja
수렴	zbieżność
프로그래머	programistów
프로그래머	programista
관광객	turystycznych
관광객	turystyczna
관광객	turystyczny
관광객	turysta
관광객	turystów
관광객	turyści
제럴드	gerald
도끼	topór
도끼	topór
도끼	axe
월리스	wallace
재판소	dwór
재판소	sądu
재판소	sąd
재판소	court
재판소	trybunał
둘레	obwód
상업용	komercyjny
상업용	komercyjne
수영장	baseny
수영장	basenu
수영장	pula
수영장	bilard
수영장	basen
이민자	imigrantów
이민자	imigranci
환영	zapraszamy
환영	witam
환영	witaj
환영	zapraszam
환영	witamy
데이먼	damon
데이먼	damona
자발적	dobrowolne
자발적	wolontariat
자발적	dobrowolnie
자발적	dobrowolny
자발적	dobrowolnego
황소	byka
황소	byk
황소	bull
안달루시아	andaluzji
안달루시아	andaluzji
음악원	konserwatorium
화랑	galerii
화랑	galeria
스택	stosie
스택	stack
스택	stos
에픽	epic
블로거	bloger
블로거	blogerów
친구들이	przyjaciele
친구들이	przyjaciółki
친구들이	znajomi
친구들이	znajomych
친구들이	przyjaciół
파인	sosna
파인	pine
파인	sosny
재무	finansowe
재무	financial
재무	finansowy
재무	finansowych
재무	finansowa
재무	finansowania
재무	finansowanie
재무	finanse
치과	dentysty
치과	dentysta
치과	dentystyczne
치과	stomatologii
알렌	alana
알렌	alan
인코딩	kodowania
인코딩	kodowanie
몰리	mollie
몰리	molly
몰리	morley
트루	tru
화살	strzałki
화살	strzały
화살	strzałka
화살	strzały
화살	arrow
화살	strzała
심리학자	psychologiem
심리학자	psycholog
심리학자	psychologa
섹션	sekcję
섹션	sekcji
섹션	dział
섹션	sekcja
섹션	odcinki
섹션	sekcje
햄릿	hamlet
요시노부	yoshinobu
구문	wyrażenie
구문	składni
그린란드	grenlandii
루브르	louvre
초원	łąki
초원	meadow
무시	zignorować
무시	ignorować
무시	wyrzucić
무시	odrzucić
무시	odrzucić
무시	oddalenie
무시	zignorował
땅콩	orzechowe
땅콩	orzeszki
땅콩	orzech
땅콩	nut
땅콩	nuts
땅콩	orzechy
땅콩	świry
땅콩	orzeszki
땅콩	orzeszki
닐스	nils
대표자	reprezentatywna
대표자	przedstawiciel
대표자	reprezentatywne
대표자	przedstawiciela
가끔은	czasami
가끔은	czasem
미러	lusterka
미러	lustra
미러	lustro
미러	lusterko
결제	zapłacić
결제	kasie
결제	kasy
결제	wypłata
결제	zapłata
결제	płatności
결제	płatność
결제	wypłaty
결제	płatności
트럼프	atut
트럼프	trump
브룩	brooke
브룩	brook
카이사르	caesar
카이사르	cezara
카이사르	cezar
아름답다	piękne
아름답다	piękna
아름답다	pięknie
아름답다	śliczna
단자	złącze
단자	łącznik
역설	paradoks
역설	paradoksy
불행한	nieszczęśliwe
불행한	nieszczęśliwa
불행한	niezadowolony
불행한	nieszczęśliwy
불행한	niefortunne
안도라	andora
마리야	marie
띄어쓰기	odstęp
띄어쓰기	odstępy
폐기물	odpady
폐기물	odpadów
폐기물	odpady
폐기물	odpadów
허가서	licencja
허가서	licencji
허가서	licencje
호위함	fregaty
어린시절	dzieciństwa
어린시절	dzieciństwo
어린시절	dzieciństwie
달빛	księżyca
달빛	księżyc
어메이징	niesamowite
어메이징	niesamowity
브렛	brett
알토	alto
올리비아	oliwia
올리비아	olivia
브라질리아	brasilii
브라질리아	brasília
칼데라	caldera
급한	pilne
솔리드	stałe
솔리드	solidne
솔리드	solidna
솔리드	solidny
외할아버지	dziadku
외할아버지	dziadek
캐머런	cameron
눈물이	łez
눈물이	łzy
의사소통	komunikat
의사소통	komunikacja
의사소통	komunikacji
충전	opłata
충전	ładunek
넓이	szeroki
넓이	szeroka
넓이	szeroko
넓이	szerokie
베스	beth
임상	kliniczne
임상	kliniczna
임상	klinicznych
최단	najkrótszy
몽키	małpy
몽키	małpa
몽키	małpka
터빈	turbiny
터빈	turbiny
사슴	jelenie
사슴	jelenia
사슴	jeleń
시에라	sierra
로건	logan
로건	logana
카와시마	kawashima
기독교인	chrześcijanie
기독교인	chrześcijan
소원	życzymy
소원	życzy
소원	życzenie
소원	życzę
소원	życzenia
소원	życzy
소원	życzeń
병행	równoczesne
병행	jednoczesnego
병행	równoległe
존경하는	szanowany
존경하는	przestrzegane
비례	proporcjonalnie
비례	proporcjonalny
비례	proporcjonalna
비례	proporcjonalne
비례	proporcjonalności
비례	proporcji
비례	proporcjonalnie
비례	odsetek
비례	proporcje
런타임	runtime
베스트셀러	bestseller
베스트셀러	bestsellerów
모니터링	monitorowane
모니터링	monitorowany
모니터링	monitoring
모니터링	monitorowanie
모니터링	monitorowania
모니터링	monitor
모니터링	monitorowanie
오크	ork
엣지	edge
엣지	krawędź
엣지	krawędzi
하모니카	harmonijce
파이썬	pythona
쓸데없는	bezużyteczny
쓸데없는	bezużyteczne
난이도	trudności
난이도	trudność
브룩스	brooke
브룩스	brooks
나뭇잎	liści
나뭇잎	liście
나뭇잎	liści
나뭇잎	liść
현관	ganku
미니애폴리스	minneapolis
스바루	subaru
사담	saddam
사담	saddama
팟캐스트	podcast
파라	farah
아이디어	pomysły
아이디어	idee
아이디어	pomysłów
아이디어	koncepcje
아이디어	pomysl
아이디어	pomysł
아이디어	idea
관습	celne
관습	cła
관습	cło
관습	zwyczajowe
관습	zwyczajowo
캐롤라이나	carolina
캐롤라이나	karolina
인터랙티브	interaktywne
부상당한	ranna
부상당한	ranny
부상당한	zraniony
부상당한	ranni
페널티	karne
페널티	kara
페널티	karny
합금	stop
합금	stopy
케이시	casey
기꺼이	chętnie
퍼거슨	ferguson
수사관	śledczy
우회	objazd
우회	obejście
우회	ominąć
드레이크	kaczor
드레이크	drake
애니멀	zwierząt
애니멀	zwierzak
애니멀	zwierzęta
애니멀	zwierzę
죄수	więźniowie
죄수	więźniów
기증	darowizny
기증	darowizna
기증	dotacja
훔볼트	humboldt
맬컴	marcin
맬컴	malcolm
맬컴	malcolma
푸틴	putin
패킷	pakiety
패킷	pakiet
아카기	akagi
다카기	takagi
공학자	inżynier
프리덤	swoboda
프리덤	freedom
프리덤	wolność
프리덤	wolności
서킷	obwody
서킷	obwód
요시키	yoshiki
동지	przesilenia
동지	towarzysze
메이슨	masona
메이슨	mason
결정하기	zdecydować
침묵	cichy
침묵	cisza
중성	neutralny
중성	obojętny
중성	neutralne
헌트	polować
헌트	łowy
헌트	hunt
헌트	polowanie
괴산	porwany
괴산	porwana
부등식	nierówności
벵골	bengali
벵골	bengalu
여자들	kobiet
여자들	kobietki
여자들	kobiety
여자들	damskie
융합	fuzja
융합	fusion
비틀즈	beatles
니코	niko
니코	nico
장화	buty
스나이퍼	snajper
버팔로	buffalo
커리어	kariera
커리어	kariery
커리어	karierę
커리어	kariera
커리어	kariery
공구	narzędzia
공구	narzędzie
공구	oprzyrządowania
프로스트	mróz
프로스트	frost
셰인	shane
크릭	crick
둥지	gniazda
둥지	gniazdo
둥지	gniazda
아바타	avatar
일시적	chwilowo
일시적	tymczasowo
일시적	czasowo
