분류	categoría
컴퓨터	ordenadores
컴퓨터	ordenadores
컴퓨터	computadores
지도	mapa
발매	liberación
발매	lanzamento
발매	en
발매	liberdade
발매	a
발매	liberado
발매	liberados
발매	editaron
항목	obxectos
항목	os
항목	puntos
항목	artigos
항목	das
항목	entrada
항목	vigor
불구하고	pesar
불구하고	a
불구하고	malia
인터넷	internet
인구	poboación
인구	mundial
그녀는	ela
그녀는	que
종교	relixión
종교	relixioso
종교	relixiosa
전역	mundial
전역	de
전역	global
전역	globais
전역	campaña
문화	cultura
문화	cultivo
문화	a
문화	culturas
전체	todo
전체	todos
전체	todas
전체	total
전체	de
연구	estudar
연구	estudo
연구	estudamos
연구	despacho
연구	investigación
연구	de
연구	investigacións
연구	investigar
용어	termo
용어	prazo
용어	período
용어	termos
용어	funcionamento
용어	a
과거	pasado
과거	últimos
관리	de
관리	xestión
관리	dirección
관리	a
관리	se
관리	facelo
연속	continuo
연속	continua
개발	desenvolvemento
개발	da
개발	de
개발	xapón
개발	proxecto
개발	en
개발	vías
개발	desenvolvemento
개발	desenvolvimento
개발	e
개발	desenvolvendo
개발	xestación
개발	desenvolver
수상자	gañadores
이란	irán
경제	económico
경제	económicas
경제	o
경제	económica
경제	economía
경제	a
경제	da
데이터	datos
데이터	puntos
데이터	información
초대	convidei
초대	a
초대	invitamos
초대	invitoume
초대	invitado
초대	convidado
초대	convidou
초대	convídovos
초대	a
정치인	políticos
캘리포니아	california
여성	muller
여성	unha
여성	mulleres
여성	as
나라	país
아직	aínda
아직	non
추가	engadindo
추가	engadir
추가	engadir
추가	dous
육군	exército
육군	do
비슷한	similar
비슷한	similares
비슷한	semellantes
비슷한	semellante
비슷한	parecido
비슷한	parecidas
라운드	redondo
라운드	redondos
라운드	xira
라운드	arredor
라운드	preto
자주	frecuencia
자주	a
자주	miúdo
자주	moito
자주	veces
자주	acotío
어머니	nai
어머니	á
어머니	mamá
소설	novela
편곡	arranxo
편곡	acordo
만약	se
아시아	asiática
아시아	asiático
아시아	asiáticos
아시아	asia
아시아	de
완전히	totalmente
완전히	completamente
완전히	completo
완전히	por
완전히	totalmente
만화	viñeta
만화	tira
모델	modelos
모델	modelo
대부분	a
대부분	maioría
대부분	parte
대부분	máis
대부분	principalmente
대부분	maioría
대부분	sobre
대부분	todo
대부분	maiormente
대부분	maioritariamente
사진	fotos
사진	as
사진	fotografías
사진	foto
사진	túas
사진	fotografía
사진	as
사진	fotos
사진	imaxes
사진	fotografías
사진	foto
사진	imaxe
사진	fotografía
사진	foto
특정	específicas
특정	específica
특정	específico
특정	concreto
특정	específicos
특정	certo
특정	certas
특정	certa
특정	seguro
특정	certos
특정	en
특정	particular
특정	concreto
사업	negocios
사업	negocio
사업	asunto
사업	traballo
시스템	sistema
시스템	de
시스템	sistemas
시스템	dos
건축물	edificios
뉴스	noticias
뉴스	noticia
뉴스	novas
지하철	metro
지하철	sen
지하철	pantalóns
유명한	famoso
유명한	famosos
유명한	famosa
연결	conexións
연결	conexión
연결	conectarnos
공항	aeroporto
그들의	seus
그들의	as
그들의	súas
그들의	os
그들의	seu
그들의	súa
도로	estradas
도로	camiños
도로	estrada
도로	camiño
최대	max
이야기	historia
이야기	relato
문제	problemas
문제	os
문제	problema
문제	problema
문제	tema
문제	problema
문제	problemas
문제	cuestións
문제	temas
문제	asuntos
작가	escritores
하나	unha
하나	un
원소	elementos
관리자	director
엔터테인먼트	entretemento
심판	xuízo
사회	sociedade
사회	social
사회	sociais
상징	símbolo
알려진	coñecido
알려진	coñecidos
알려진	de
정규	regularmente
정규	normal
정규	típica
정규	de
정규	taxis
정규	regular
정규	normal
정규	normais
프로젝트	proxecto
프로젝트	proxectos
프로젝트	os
기술	técnico
기술	técnica
기술	tecnolóxica
기술	tecnolóxicas
기술	tecnoloxía
기술	habilidade
서비스	servizos
서비스	os
서비스	servizo
서비스	de
독립	independente
독립	independencia
사고	accidente
사고	de
월드	mundo
주변	redor
주변	arredor
주변	por
주변	aquí
우리	que
우리	temos
우리	nos
우리	nós
그녀의	ela
그녀의	a
그녀의	seu
그녀의	súa
소프트웨어	software
개인	persoal
개인	persoais
개인	persoa
개인	cada
개인	individuais
개인	individuo
개인	individual
개인	tipo
개인	persoas
개인	individuos
개인	autismo
런던	londres
런던	london
교황	papa
그들은	que
그들은	eles
말했다	dixo
말했다	dixeron
말했다	dixen
말했다	que
해외	estranxeiro
해외	fóra
그래서	así
그래서	que
그래서	entón
그래서	tan
미국인	estadounidense
미국인	americanos
미국인	americana
미국인	americano
미국인	os
미국인	estadounidenses
미국인	americanos
미국인	ianquis
주소	a
주소	discurso
주소	enderezo
주소	tratar
주소	abordar
주소	dirección
윈도우	fiestras
포지션	posición
포지션	posicións
학년	de
학년	grao
항상	sempre
기독교	christian
기독교	cristiáns
기존	existente
기존	existentes
기존	telescopios
전기	electricidade
전기	a
전기	eléctricas
전기	eléctrica
캐나다	canadá
메이저	principais
메이저	importante
메이저	maior
가족	familias
가족	as
가족	familia
가족	familiar
개월	meses
폐지	pulmóns
성적	de
성적	grao
군사	militares
군사	militar
군사	exército
아래	na
아래	debaixo
아래	por
아래	baixo
아래	abaixo
아래	embaixo
아래	seccionada
아래	fondo
아래	final
아래	do
아래	inferior
아래	abaixo
아래	todo
가능한	posible
가능한	sexa
가능한	posíbel
실제	real
실제로	en
실제로	realidade
실제로	a
실제로	de
실제로	feito
실제로	realmente
파리	parís
선정	escollida
잉글랜드	inglaterra
운동	movemento
운동	movementos
운동	movimento
운동	xesto
운동	exercicio
기본	defecto
기본	por
기본	básica
기본	básicos
기본	básico
기본	básicas
기본	as
구조	estruturas
구조	estrutura
구조	rede
구조	de
구조	apoio
최근	últimos
최근	último
최근	últimas
최근	pouco
최근	recentemente
최근	ultimamente
최근	hai
최근	ultimamente
최근	recente
최근	recentes
최근	últimos
지금	agora
음악가	artistas
음악가	de
음악가	músico
음악가	músicos
음악가	artista
음악가	artistas
길이	lonxitude
자유	liberdade
자유	a
자유	libre
자유	libres
자유	balde
강한	forte
강한	fortes
뒤에	detrás
뒤에	de
뒤에	atrás
뒤에	tras
뒤에	por
유형	escribir
유형	tipo
유형	de
유형	clase
유형	tipos
버스	autobús
버스	parada
버스	autocarro
버스	autobuses
국내	doméstica
국내	caseira
그런데	pero
그런데	mais
제임스	james
밴드	banda
연방	federal
연방	circuíto
연방	federais
아프리카	áfrica
아프리카	sudáfrica
아프리카	áfrica
아프리카	africana
아프리카	africanos
아프리카	africano
자동차	coche
자동차	auto
자동차	carro
자동차	coches
자동차	coche
자동차	autos
대구	bacallau
대구	bacallao
나중에	despois
나중에	máis
나중에	tarde
나중에	logo
뮤직	música
쉽게	facilmente
쉽게	sinxelo
쉽게	fácil
쉽게	doado
쉽게	calma
쉽게	acouguen
오후	tarde
오후	bos
오후	tardes
오후	serán
오후	pm
임대	renda
임대	aluguer
임대	alugar
연극	xoga
연극	teatro
연극	recinto
연극	teatro
지원	apoio
지원	apoiar
지원	de
포함	inclúe
포함	incluíndo
포함	mesmo
포함	incluído
포함	incluídos
포함	a
포함	incluía
포함	moitos
포함	de
영업	de
영업	ventas
인도	india
회장	presidente
회장	vicepresidente
회장	o
회장	presidente
과학	ciencia
과학	a
과학	ciencias
과학	científica
과학	cencia
과학	científica
과학	científico
조지	george
조지	xurxo
학력	educación
학력	a
프로듀서	produtor
단체	organizacións
단체	organización
단체	sindicato
평균	media
평균	medio
평균	de
평균	estadounidense
평균	mediocre
평균	dicir
시작	a
시작	comezar
시작	empezar
시작	a
시작	comezar
시작	comezan
시작	comezamos
시작	a
시작	comezando
시작	empezando
시작	comeza
시작	tiña
시작	iniciar
시작	comezaba
시작	comezar
시작	comeza
시작	a
시작	empeza
사실	feitos
사실	probas
사실	feito
사실	de
사실	que
사실	realidade
사실	en
사실	realidade
사실	a
사실	de
사실	feito
사실	realmente
폴란드	polaca
제도	illas
타이틀	título
중앙	centro
중앙	center
중앙	de
중앙	centro
중앙	cerne
글로벌	mundial
글로벌	de
글로벌	global
글로벌	globais
정치적	políticas
정치적	políticos
정치적	político
정치적	política
군인	soldados
군인	os
군인	soldado
군인	soldados
대상	obxecto
대상	que
대상	obxectivo
시설	instalacións
시설	instalacións
산업	industrial
산업	industria
가톨릭	católica
가톨릭	católico
가톨릭	catholic
황제	emperador
오른쪽	ben
베트남	vietnam
베트남	vietnamita
베트남	vietnamitas
베트남	vietnam
지구	terra
지구	mundo
지구	da
지구	earth
낮은	pouco
낮은	baixo
낮은	baixa
낮은	baixas
낮은	baixos
홋카이도	hokkaido
몇몇	poucos
몇몇	poucas
몇몇	uns
몇몇	algunhas
몇몇	algúns
몇몇	unhas
표준	estándar
표준	de
윌리엄	william
윌리엄	bill
윌리엄	billete
윌리엄	conta
윌리엄	dereitos
윌리엄	contrato
부문	sector
진행	progreso
진행	proceso
진행	progresos
진행	segue
진행	proceder
진행	continúe
그린	verde
그린	verdes
그린	green
분쟁	conflito
온라인	en
온라인	liña
회사	empresa
회사	compañía
회사	empresas
회사	as
회사	compañías
강력한	poderosa
강력한	poderosos
강력한	poderoso
미디어	mediática
미디어	prensa
미디어	medios
미디어	de
미디어	comunicación
미디어	dos
센터	centros
센터	centro
센터	center
센터	de
센터	centro
센터	cerne
제목	suxeito
제목	tema
제목	materia
제목	título
워싱턴	washington
워싱턴	dc
코미디	comedia
코미디	a
부인	señora
우주	universo
우주	do
우주	espazo
우주	espacio
우주	no
아주	moi
일본어	xaponés
일본어	xaponeses
사망	a
사망	morte
사망	falecido
사망	mortos
사망	morto
사망	morta
사망	morreu
네덜란드	dutch
이용	uso
이용	usamos
이용	usar
이용	usan
브라질	brasil
오스트레일리아	australia
네트워크	rede
네트워크	de
뮤지컬	musical
뮤지컬	musicais
후보	candidatos
상당히	bastante
상당히	moi
상당히	é
상당히	ben
농구	baloncesto
농구	básquet
종류	tipo
종류	como
종류	clase
종류	escribir
종류	tipo
종류	de
종류	clase
종료	deixa
종료	de
종료	deixar
종료	non
종료	deixaches
종료	deixe
종료	deixou
종료	termina
종료	remata
종료	fin
종료	listo
종료	fin
종료	final
종료	saída
여전히	aínda
여전히	segue
캐릭터	carácter
차량	coches
차량	coche
차량	autos
차량	coche
차량	auto
차량	carro
차량	vehículo
그냥	de
그냥	só
스타	estrelas
스타	das
부분	parte
부분	partes
아일랜드	irlanda
스페셜	especial
스페셜	especiais
유나이티드	dos
유나이티드	nos
유나이티드	unidos
유나이티드	unidas
유나이티드	ficade
유나이티드	ee
유나이티드	eua
높이	altura
계정	relato
계정	contas
계정	conta
계정	contas
오전	son
오전	estou
크기	tamaños
크기	tamaño
크기	do
기자	xornalistas
기자	xornalista
기자	xornalistas
기자	xornalista
기자	reporteiro
전자	electrónica
전자	electrónico
남부	do
남부	sur
남부	sur
남부	do
남부	sudáfrica
사회적	social
사회적	sociais
동물	animais
동물	os
동물	animais
동물	animal
출처	orixe
출처	fonte
출처	orixe
출처	de
출처	fontes
거리	distancia
거리	distancias
거리	lonxe
거리	as
거리	até
거리	rúa
거리	street
거리	rúas
거리	polas
거리	rúa
이동	mover
이동	moverse
이동	a
젊은	nova
젊은	mozos
젊은	mozo
젊은	novo
젊은	moza
멤버	membro
멤버	da
멤버	membros
멤버	de
멤버	membros
멤버	do
히로시마	hiroshima
충분히	abonda
충분히	suficiente
충분히	dabondo
충분히	para
충분히	abondo
없음	ningunha
없음	nada
없음	ningún
없음	non
없음	é
아메리카	américa
아메리카	ee
아메리카	america
아메리카	estados
아메리카	unidos
아메리카	uu
아메리카	nos
따로	separado
따로	separar
장관	ministro
장관	ministra
장관	pastor
장관	cabinet
장관	o
요코하마	yokohama
왼쪽	esquerda
왼쪽	queda
단지	de
단지	só
국회	parlamento
상태	posición
상태	statu
상태	status
상태	estado
공연	amosar
공연	espectáculo
득점	arranxar
득점	exames
사랑	amor
사랑	o
마이클	michael
모스크바	moscova
정책	político
정책	política
정책	a
정책	de
정책	póliza
정책	políticas
친구	amigos
친구	os
친구	amigo
친구	amiga
면적	área
면적	zona
오픈	aberta
오픈	abertos
오픈	abrir
오픈	aberto
오픈	abre
오픈	abra
버전	versión
특별한	especial
특별한	especiais
코드	código
코드	code
다섯	cinco
다섯	5
공간	espacios
공간	espazos
공간	espazo
공간	espacio
공간	no
빠른	rápido
빠른	axiña
빠른	rápida
빠른	veña
빠른	marchar
문자	texto
문자	de
문자	mensaxe
문자	mensaxes
문자	guión
문자	carácter
문자	idiogramas
문자	personaxes
문학	literatura
문학	poesía
세대	xeración
세대	da
세대	xeracións
소련	soviética
여기에	aquí
약간	lixeiramente
멕시코	méxico
에너지	enerxía
에너지	consumo
에너지	enerxético
에너지	enerxética
차트	gráfica
차트	amosa
차트	gráfico
사회주의	socialismo
사회주의	social
사회주의	sociais
어린이	nenos
어린이	fillos
어린이	rapaces
어린이	os
어린이	cativos
어린이	mozos
어린이	nenos
어린이	os
어린이	cativos
어린이	fillos
어린이	nenas
마리아	mary
마리아	maría
마리아	maria
마리아	maría
로버트	robert
문장	frases
문장	oración
문장	frase
문장	sentenza
문장	sentencia
문장	punto
문장	e
문장	seguido
디자인	deseño
디자인	deseñar
기사	artigos
기사	artigo
짧은	pouco
짧은	curto
짧은	curta
짧은	curtas
짧은	pequecho
짧은	shorty
지도자	líder
지도자	líderes
지도자	os
장소	lugar
장소	casa
장소	sitio
장소	lugares
장소	sitios
장소	onde
훨씬	canto
훨씬	grazas
훨씬	moito
훨씬	máis
훨씬	tanto
태평양	pacífico
마을	cidade
마을	pobo
마을	vila
마을	aldea
마을	aldeas
마을	pobos
마을	aldea
마을	da
마을	pobo
마을	vila
제품	produto
제품	produtos
제품	orixe
작전	as
작전	operacións
작전	operación
유명하다	famoso
유명하다	famosos
유명하다	famosa
특수	especial
특수	especiais
텍사스	texas
우선	primeiro
우선	primeira
수영	nadar
수영	baño
수영	nado
수영	nadando
수영	nadar
수영	piscina
수영	á
수영	a
수영	nado
의견	opinión
의견	opinións
의견	de
의견	resposta
의견	opinión
의견	que
의견	a
의견	na
북부	ao
북부	norte
북부	do
북부	do
북부	norte
보호	protexer
보호	protexen
보호	protexelos
보호	protexerse
보호	para
보호	protección
보호	protexe
보호	protexido
연합	unión
연합	sindicato
연합	sindicalista
연합	sindical
연합	do
베이스볼	béisbol
시티	city
시티	cidade
시티	da
베스트	mellores
베스트	mellor
획득	gañaba
획득	adquirían
획득	adquisición
비록	aínda
비록	que
비록	non
비록	pero
비록	malia
요리	cociñar
요리	cociña
요리	cociñando
요리	comida
인간	seres
인간	humanos
인간	os
인간	humáns
인간	humanos
인간	humana
인간	humano
반대	contrario
반대	oposta
반대	opostas
조직	organización
조직	sindicato
조직	tecido
성인	adultos
성인	adulta
성인	adulto
성인	dun
성인	adultos
성인	os
혁명	revolucionario
혁명	revolucionaria
혁명	revolución
혁명	a
혁명	revolucións
오스트레일리아의	australia
아름다운	fermoso
아름다운	bonita
아름다운	fermosa
아름다운	precioso
아름다운	fermosas
건물	construír
건물	edificio
건물	construción
건물	edificios
스튜디오	estudio
박물관	museo
민족	xente
민족	fronte
라이브	vivir
라이브	vivo
라이브	viven
라이브	vive
라이브	viva
한번	cando
한번	unha
한번	vez
음성	voz
음성	a
음성	charla
음성	discurso
음성	expresión
음성	fala
음성	negativo
국립	nacional
국립	nacionais
국립	national
스웨덴	suecia
기획	planificación
데이비드	david
루이	luis
루이	louis
루이	louie
경찰	poli
경찰	policía
경찰	policía
민주당	democrático
페이지	páxinas
픽처스	as
픽처스	fotos
픽처스	imaxes
픽처스	fotografías
이제	agora
명단	lista
명단	listaxe
잡지	revistas
잡지	revista
잡지	time
잡지	revistas
주식회사	corporación
공격	ataca
공격	ataques
공격	ataque
공격	atacar
공격	asalto
거대한	enormes
거대한	enorme
거대한	gran
거대한	xigante
거대한	grande
시카고	chicago
동부	leste
동부	oriente
동부	este
동부	do
동부	próximo
동부	orientais
동부	oriental
동부	este
전문	profesionais
전문	profesional
전문	un
환경	entorno
환경	ambiente
환경	medio
환경	ambientais
환경	entornos
환경	ambientes
오래된	anos
오래된	vellos
오래된	vello
오래된	vella
넓은	amplo
왕국	reino
왕국	ceos
정확한	preciso
정확한	precisa
기능	características
기능	característica
기능	a
경주	razas
경주	carreira
경주	raza
경주	a
경주	internacional
경주	de
경주	carreiras
협회	asociación
조사	investigación
조사	investigación
조사	de
조사	investigacións
조사	investigar
인조	artificiais
인조	artifical
인조	artificial
학생	estudantes
학생	os
학생	alumnos
학생	aos
학생	estudante
학생	estudantes
학생	alumno
생활	vivo
생활	vivir
생활	vivindo
생활	vida
생활	vida
생활	a
생활	estilo
생활	de
생활	vida
법률	leis
법률	lei
법률	a
법률	lexislación
법률	a
법률	lei
법률	xudicial
법률	legal
법률	legais
법률	leis
법률	as
계획	planificación
계획	plan
계획	plano
계획	posición
계획	oferta
계획	plans
계획	os
계획	planos
헨리	henry
헨리	de
카드	tarxetas
카드	cartas
카드	naipes
카드	as
카드	ás
카드	carta
카드	tarxeta
카드	de
카드	unha
카드	documento
촬영	disparar
촬영	dispáralle
촬영	a
촬영	disparar
촬영	disparando
촬영	tiro
시장	alcalde
시장	o
시장	alcaldesa
시장	mercado
시장	mercados
시장	esa
시장	feira
소년	neno
소년	rapaz
소년	mozo
소년	fillo
소년	rapaces
소년	nenos
소년	os
소년	mozos
서부	oeste
서부	occidente
서부	occidental
서부	do
서부	da
서부	west
서부	occidental
시인	poeta
시인	poetas
시인	o
시인	poetas
메일	correo
메일	envía
메일	envíe
임시	temporal
내부	dentro
내부	interior
내부	interno
내부	interna
대형	grande
대형	gran
대형	grandes
도서관	biblioteca
구성원	membros
구성원	do
교회	igrexas
교회	igrexa
교회	á
교회	da
레이블	etiqueta
연대	a
연대	solidariedade
기관	institución
엔진	máquina
엔진	motor
붉은	vermello
붉은	vermella
붉은	vermellos
붉은	roxa
붉은	comunista
나의	meu
나의	miña
나의	o
나의	a
나의	meus
이론	teoría
달러	dólares
달러	dolares
달러	de
달러	dolar
달러	dólar
달러	por
