que	att
mort	death
mort	dödsfall
dades	data
dades	uppgifter
només	bara
només	enbart
només	endast
només	bara
regió	region
regió	regionen
temps	tid
temps	tidpunkt
temps	dags
temps	klockslag
temps	tiden
empreses	bolag
empreses	företag
troba	finna
troba	hitta
grup	gruppen
grup	grupp
grup	gruppera
contra	emot
contra	mot
admin	admin
admin	administratör
properes	förestående
properes	kommande
famílies	familjer
frança	frankrike
frança	france
poblacions	populationer
poblacions	befolkningar
fills	barn
rei	king
rei	kungen
rei	kung
rei	konung
francès	fransk
francès	franska
francès	franskt
francès	fransmän
mentre	medan
nombre	tal
nombre	antal
nombre	nummer
tots	allt
tots	alla
edició	redigerar
edició	redigera
edició	redigering
edició	förlag
edició	publicering
edició	publicera
edició	utgivning
edició	publicerar
isbn	isbn
renda	hyr
renda	hyran
renda	hyra
quatre	fyra
partit	party
partit	fest
partit	part
partit	kalas
partit	parti
alguns	några
alguns	vissa
alguns	somliga
aquests	dessa
fill	sonen
fill	son
nou	ny
nou	nyhet
nou	nya
nou	nytt
març	marsch
març	marschera
març	march
març	demonstrationståg
març	mars
setembre	september
principal	huvudsakliga
principal	main
principal	huvudsaklig
principal	viktigaste
menys	mindre
menys	färre
color	färg
color	färg
món	world
món	värld
món	världen
octubre	oktober
empresa	sällskap
empresa	bolag
empresa	företag
empresa	företaget
abans	före
abans	förut
abans	innan
edat	ålder
edat	åldern
web	webb
web	web
web	webben
jpg	jpg
dins	inside
dins	inomhus
dins	inne
dins	insidan
dins	inuti
església	kyrkan
església	kyrka
maig	may
maig	maj
terme	terme
casa	house
casa	huset
casa	hus
història	berättelse
història	händelse
història	story
història	historia
història	historia
història	historik
història	historiken
país	landet
país	land
segona	sekund
segona	andra
joan	johannes
joan	john
joan	johan
joan	joan
final	slutet
final	end
final	slut
final	avsluta
govern	regering
govern	regeringen
est	östra
est	österut
est	öst
est	öster
est	est
vida	life
vida	livet
vida	livstid
vida	liv
poder	kraft
poder	makt
poder	power
totes	allt
totes	alla
situat	belägen
situat	beläget
gener	januari
tipus	typ
habitatge	hölje
habitatge	bostäder
habitatge	boende
habitatge	bostad
juny	juni
juny	june
diferents	avvikande
diferents	olika
diferents	annorlunda
parelles	par
parelles	par
diversos	flera
català	katalanska
fitxa	plåt
fitxa	blad
insee	insee
títol	avd
títol	avdelning
títol	titel
títol	rubrik
haver	haver
oest	västra
oest	väst
oest	väster
oest	västerut
desembre	december
què	vad
san	san
nacional	nationella
nacional	national
nacional	nationellt
nacional	nationell
nacional	nacional
abril	april
major	större
major	majoren
major	major
major	huvudämne
agost	august
agost	augusti
vivint	living
vivint	levande
poble	byn
poble	by
poble	village
centre	centrum
centre	center
centre	mitten
centre	centrumet
centre	centrum
centre	centre
perquè	eftersom
aquestes	dessa
riu	river
riu	floden
riu	flod
disc	skiva
mostra	prov
mostra	stickprov
mostra	urval
mostra	visa
mostra	show
novembre	november
obres	funkar
obres	arbetar
obres	fungerar
millor	bästa
millor	bäst
espanya	spanien
sistema	systemet
sistema	system
santa	tomte
santa	tomten
juliol	juli
diverses	flera
total	totalt
total	sammanlagt
total	total
total	totala
total	summa
universitat	university
universitat	universitet
universitat	universitetet
universitat	högskola
dia	dag
dia	dagen
dia	day
mitjà	medium
mitjà	medelhög
mitjà	medellång
mitjà	medelstor
data	date
data	dejt
data	datum
data	träff
world	world
world	värld
world	världen
departament	departement
departament	department
departament	avdelning
departament	avdelningen
departament	departementet
construcció	byggverksamhet
construcció	byggande
construcció	konstruktion
vol	flight
vol	flyg
vol	flygning
premi	pris
premi	utmärkelse
premi	tilldelning
exemple	exempel
febrer	februari
escola	skola
escola	skolan
cinc	fem
cinc	five
espècie	djurart
espècie	art
espècie	arter
principals	huvudsakliga
principals	main
principals	huvudsaklig
principals	viktigaste
madrid	madrid
font	källa
zona	zone
zona	zonen
zona	zon
los	los
grans	large
grans	stora
grans	stor
grans	stort
banda	band
banda	musikgrupp
banda	banda
central	centrala
central	centralen
central	central
central	centralt
central	mellersta
província	provins
província	län
província	provinsen
oficial	polisman
oficial	officer
superfície	yt
superfície	yta
maria	maria
molts	många
cens	folkräkning
equip	laget
equip	lag
equip	team
amèrica	america
amèrica	amerika
amèrica	amerika
ara	ara
ara	nu
qui	vilka
qui	vem
qui	who
dir	dir
punt	punt
punt	punkt
punt	peka
punt	poäng
punt	point
cest	cest
iii	iii
algunes	några
algunes	vissa
algunes	somliga
regne	kingdom
regne	kungarike
regne	rike
regne	kungariket
john	johannes
john	john
john	johan
cas	case
cas	fodral
cas	fallet
cas	fall
unitats	enheter
causa	orsaka
causa	orsak
activitats	verksamheter
activitats	verksamhet
activitats	aktiviteter
president	president
president	ordförande
president	ordföranden
president	talmannen
article	artikeln
article	artikel
exèrcit	arméns
exèrcit	arme
exèrcit	armén
exèrcit	army
exèrcit	armé
música	music
música	musikåret
música	musik
aigua	vatten
increment	öka
increment	ökning
increment	höjning
llavors	sedan
llavors	sen
llavors	då
llavors	frön
llavors	frö
llavors	utsäde
conegut	kända
conegut	känd
conegut	känt
conegut	bekanta
conegut	bekant
terra	jorden
terra	earth
terra	jord
gray	grå
gray	grått
gray	gråa
saint	sankt
saint	saint
saint	helgon
època	epok
barra	barra
barra	bar
sèrie	serier
sèrie	serie
sèrie	serien
art	art
art	konsten
art	konst
club	club
club	klubb
club	klubben
club	klubba
càrrec	laddning
etapa	scen
etapa	etapp
etapa	stadium
etapa	skede
rgb	rgb
república	republik
república	republiken
parís	paris
ordre	command
ordre	kommando
ordre	kommandot
ordre	ordningsföljd
ordre	beställning
ordre	ordning
ordre	beställa
donar	ge
donar	giv
donar	give
cosa	sak
cosa	thing
ell	honom
llista	förteckning
llista	list
llista	lista
cet	cet
important	viktiga
important	viktig
important	viktigt
segon	sekund
segon	andra
europa	eu
europa	europe
europa	europa
cal	cal
servei	gudstjänst
servei	tjänsten
servei	service
servei	tjänst
gridcolor	gridcolor
serveis	tjänster
morir	dö
morir	die
morir	dör
alemanya	tyskland
piràmide	pyramid
darkgrey	darkgrey
sfondo	sfondo
antic	gamla
antic	gammal
antic	gammalt
plaça	torg
plaça	square
plaça	fyrkantig
plaça	kvadrat
plaça	fyrkant
plaça	torget
plaça	plaza
comtat	county
comtat	länet
comtat	län
pare	far
pare	fader
pare	fadern
pare	pappa
pare	överliggande
pare	förälder
informació	upplysningar
informació	information
informació	uppgifter
mar	sea
mar	sjö
mar	hav
mar	havet
actual	aktuell
actual	nuvarande
actual	aktuellt
actual	aktuella
serie	serie
castell	castle
castell	borgen
castell	slottet
castell	slott
castell	castell
york	york
països	länderna
països	länder
moment	stund
moment	moment
moment	ögonblick
moment	ögonblicket
anglès	swedish
anglès	engelska
tal	tal
illa	ön
període	perioden
període	period
període	tidsperiod
territori	territorier
territori	territoriet
territori	territorium
londres	london
internacional	internationalen
internacional	international
internacional	internationell
internacional	internationella
internacional	internationellt
premis	awards
premis	utmärkelser
premis	priser
josep	josep
josep	joseph
josep	josef
center	centrum
center	center
center	mitten
museu	museum
museu	museet
establiments	inrättningar
establiments	anläggningar
edats	åldrar
districte	distriktet
districte	valdistrikt
districte	distrikt
pàgina	sida
pàgina	sidan
pàgina	page
dies	dagarna
dies	dagar
dies	days
havien	had
havien	hadde
havien	hade
havien	haft
camp	field
camp	fält
camp	fältet
camp	lägret
camp	camp
camp	läger
llengua	tungor
llengua	tungan
llengua	tunga
llengua	språket
llengua	språk
base	basera
base	base
base	bas
base	basen
base	basis
base	grund
base	grundval
llarg	långa
llarg	långt
llarg	lång
llarg	long
llarg	länge
capital	huvudstad
capital	kapitalet
capital	capital
capital	huvudstaden
capital	kapital
alt	high
alt	höga
alt	hög
alt	högt
alt	alt
diagrama	diagram
diagrama	diagram
edifici	building
edifici	byggnad
edifici	bygga
línia	line
línia	linje
línia	rad
política	policy
política	politik
política	policyn
política	politik
política	politiker
metres	mätare
metres	meter
metres	meter
finalment	slutligen
finalment	äntligen
francisco	francisco
costat	sidan
costat	side
costat	sido
planta	planta
planta	plantera
planta	växter
planta	växt
planta	anläggning
gènere	genre
gènere	kön
mateixa	samma
mateixa	detsamma
vegades	gånger
vegades	tider
vegades	tiderna
vegades	times
vegades	ggr
majoria	majoriteten
majoria	majoritet
natural	naturlig
natural	naturliga
natural	natural
natural	naturligt
unió	union
unió	fackförening
unió	unionen
tard	sena
tard	försenat
tard	försenade
tard	sen
tard	försenad
tard	sent
aconseguir	hämta
aconseguir	skaffa
aconseguir	få
aconseguir	get
veure	see
veure	se
director	regissör
director	direktören
director	direktör
director	rektorn
director	rektor
força	hållfasthet
força	styrka
força	kraft
força	force
força	tvinga
codi	code
codi	kod
distribució	fördelning
distribució	distribution
origen	ursprung
catalana	catalana
persona	person
persona	personen
cos	body
cos	kropp
cos	kroppen
cos	kropps
primers	först
primers	första
espècies	djurart
espècies	art
espècies	arter
william	william
william	vilhelm
cases	husen
cases	hus
batalla	battle
batalla	slaget
batalla	kamp
batalla	strid
sol	sön
sol	sun
sol	sol
suport	support
suport	stöd
suport	stötta
suport	stödja
classificació	klassificering
itàlia	italien
fiscals	åklagare
comarca	fylke
pere	petrus
pere	peter
top	överst
top	toppen
top	topp
califòrnia	kalifornien
califòrnia	california
cop	polis
cop	cop
cop	snut
fitxer	arkiv
fitxer	file
fitxer	fil
peix	fisk
peix	fiska
peix	fiskar
militar	militära
militar	militären
militar	militär
militar	militärt
militar	militärer
costa	costa
popular	populärt
popular	popular
popular	populär
popular	populära
anomenat	namngivna
temporada	årstid
temporada	säsong
temporada	säsongen
treball	job
treball	jobb
treball	arbete
treball	work
treball	arbeta
treball	jobba
vila	vila
mare	mor
mare	moder
mare	mamma
mare	mother
estudis	undersökningar
estudis	studier
eleccions	val
articles	artiklar
articles	artiklarna
discussió	diskussioner
discussió	diskussion
polític	politiker
conjunt	uppsättning
conjunt	set
conjunt	ange
posteriorment	därefter
llibre	bok
llibre	boka
llibre	book
roma	rome
roma	rom
estil	stil
estil	style
moviment	rörelser
moviment	rörelsen
moviment	rörelse
moviment	förflyttning
imperi	imperiet
imperi	imperium
imperi	rike
imperi	empire
divisió	division
divisió	delning
membre	medlem
membre	medlemmen
membre	ledamot
sempre	alltid
porta	dörr
porta	dörren
porta	porta
teatre	theater
teatre	teater
teatre	teatern
teatre	teater
teatre	theatre
membres	medlemmars
membres	medlemmarna
membres	medlemmar
membres	ledamöter
ells	dem
ells	dom
resta	subtraktion
moltes	många
acord	avtal
acord	överenskommelse
jocs	games
jocs	spel
jocs	lekar
jocs	matcher
rebre	mottagande
illes	öar
illes	öarna
avui	idag
http	http
alta	high
alta	höga
alta	hög
alta	högt
alta	alta
posició	ställning
posició	position
posició	ståndpunkt
posició	befattning
format	formatera
format	formatet
format	format
espanyol	spanska
espanyol	spansk
espanyol	spanskt
sovint	ofta
comte	antal
comte	greve
comte	räkna
jersey	jersey
canvi	ändra
canvi	byt
canvi	ändring
canvi	förändring
canvi	byta
opció	alternativet
opció	alternativ
opció	möjlighet
germà	syskon
germà	broder
germà	bror
comunes	vanligt
comunes	gemensamt
comunes	vanlig
comunes	vanliga
comunes	gemensamma
material	material
material	materiellt
superior	överordnad
superior	överlägsen
superior	överlägset
superior	superior
pas	kliv
pas	step
pas	steg
nivell	nivå
nivell	level
valència	valencia
crear	skapa
crear	skapar
consell	rådets
consell	council
consell	rådet
consell	ledtråd
consell	tips
consell	vink
consell	antydan
creu	cross
creu	kryss
creu	korsa
creu	kors
ben	ben
futbol	fotboll
antiga	tidigare
volta	volta
interior	invändigt
interior	inre
interior	interiör
josé	josé
finals	final
finals	finalen
paper	paper
paper	pappers
paper	papper
entorn	omgivning
entorn	miljön
entorn	miljö
únic	unik
únic	unika
únic	unikt
institut	institute
institut	institut
institut	institutet
àfrica	afrika
àfrica	sydafrika
cultura	kulturen
cultura	kulturens
cultura	kultur
baix	låga
baix	lågt
baix	low
baix	låg
mitjançant	igenom
mitjançant	genom
espai	mellanslag
espai	rymd
espai	rymden
espai	utrymme
equips	arbetslag
equips	lag
equips	team
pau	frid
pau	freden
pau	peace
pau	fridens
pau	fred
pau	pau
qualsevol	någon
civil	civila
civil	civil
civil	civilt
civil	civila
civil	civil
civil	civilt
torre	tower
torre	torn
torre	tornet
comerç	handeln
comerç	handel
carrer	gatan
carrer	street
carrer	gata
etc	etc
etc	osv
direcció	riktningen
direcció	riktning
nens	ungar
nens	kids
nens	barn
nens	barn
elements	poster
elements	objekt
elements	föremål
elements	grundämnen
elements	inslag
elements	element
mapa	karta
mapa	kartlägga
mapa	kartan
especialment	speciellt
especialment	särskilt
procés	process
procés	processen
versió	version
versió	versionen
dret	höger
dret	rätt
occidental	occidental
municipal	kommunal
municipal	kommunalt
municipal	kommunala
vall	dal
vall	valley
vall	dalen
local	lokala
local	lokalt
local	lokal
local	local
guanyar	win
guanyar	vinst
guanyar	vinna
guanyar	vinn
ibn	ibn
desenvolupament	utvecklingen
desenvolupament	utveckling
vertical	vertikala
vertical	lodrätt
vertical	vertikal
vertical	vertikalt
set	sjua
set	seven
set	sju
set	törstig
grups	grupper
grups	grupperna
campionat	mästerskap
campionat	championship
campionat	mästerskapet
pla	planerar
pla	planen
pla	plan
pla	planera
vencedor	segrare
vencedor	victors
classificades	klassificerat
classificades	klassificeras
classificades	klassificerade
original	ursprungliga
original	ursprungligt
original	originellt
original	original
original	ursprunglig
déu	gud
projecte	projekt
projecte	project
projecte	projicera
projecte	projektet
projecte	projektets
vers	vers
vers	versen
situació	läget
situació	situationen
situació	situation
carrera	karriären
carrera	karriär
carrera	carrera
alemany	tyska
alemany	tysk
alemany	tyskt
oriental	orientaliska
filla	dotter
filla	dottern
societat	sällskapet
societat	samhälle
societat	samhället
sis	sexa
sis	six
sis	sex
forces	krafter
forces	styrkor
bisbe	löpare
bisbe	biskop
bisbe	bishop
real	real
real	verklig
real	äkta
real	riktigt
real	verkligt
real	riktig
èxit	framgångar
èxit	succé
èxit	framgång
social	socialt
social	sociala
social	social
relació	relation
relació	förhållande
relació	förhållandet
relació	släktskap
carles	charles
carles	karl
dona	kvinnan
dona	woman
dona	kvinna
punts	prickar
punts	punkter
punts	points
punts	poäng
punts	punkter
punts	punkterna
mitjana	medelvärde
mitjana	elakt
mitjana	elak
mitjana	menar
mitjana	mena
mitjana	mean
densitat	densitet
densitat	täthet
clubs	klöver
clubs	klubbar
clubs	klubbor
clubs	klubbarna
imatge	avbild
imatge	bilden
imatge	image
imatge	bild
producció	produktionen
producció	produktion
producció	tillverkning
pedra	sten
tracta	behandla
cultural	kulturella
cultural	kulturellt
cultural	kulturell
home	mannen
home	människan
home	man
administració	förvaltning
administració	administration
resultats	resultat
resultats	resultaten
malgrat	trots
resum	översikt
resum	överblick
resum	sammanfattning
resum	summering
resum	sammandrag
california	kalifornien
california	california
gràcies	tack
econòmiques	ekonomiskt
econòmiques	ekonomisk
econòmiques	ekonomiska
automòbils	bilar
escut	sköld
autor	författaren
autor	upphovsman
autor	författare
cantó	canton
productes	produkterna
productes	produkter
estructura	strukturen
estructura	struktur
estructura	strukturera
lliga	ligan
lliga	league
lliga	förbundet
lliga	liga
ciutats	städer
ciutats	orter
ciutats	resmål
ciutats	städerna
gairebé	nästan
categoria	kategori
categoria	kategorin
partits	matcher
partits	matchar
partits	tändstickor
estudi	studier
estudi	studie
estudi	studera
estudi	studio
estudi	ateljé
estudi	studion
muntanya	mountain
muntanya	berg
muntanya	berget
apareix	verkar
estudiant	studerar
estudiant	studera
estudiant	studenten
estudiant	elev
estudiant	studerande
estudiant	student
sobretot	speciellt
sobretot	särskilt
longitud	längden
longitud	längd
longitud	longitud
academy	akademin
academy	academy
academy	akademi
reparació	reparation
reparació	reparera
reparació	reparationer
reparació	lagning
serra	serra
propietaris	ägare
propietaris	ägarna
comunitat	communityn
comunitat	gemenskapen
comunitat	gemenskap
comunitat	samhälle
comunitat	community
lluís	lluís
lluís	ludvig
lluís	louis
posar	ridit
fons	fons
fons	bakgrund
fons	bakgrunden
fons	botten
fons	nedre
fons	nerifrån
milions	miljon
milions	miljoner
milions	miljontals
milions	miljoner
revista	tidskrift
revista	tidskriften
revista	tidningen
revista	tidning
revista	magasin
familiars	släktingar
familiars	anhöriga
jove	unga
jove	young
jove	yngre
jove	ung
bottom	botten
bottom	nedre
bottom	nerifrån
palau	palau
detall	detalj
elaboració	utarbetande
elaboració	beredning
elaboració	förberedelser
elaboració	förberedelse
sur	sur
sexe	kön
sexe	sex
emperador	kejsaren
emperador	kejsare
estadístiques	statistiken
estadístiques	statistik
campió	förkämpe
campió	champion
campió	mästare
control	control
control	kontroll
control	kontrollera
control	bestämmande
copa	copa
principalment	främst
principalment	huvudsakligen
llei	juridik
llei	lagen
llei	lag
llei	law
interès	ränta
interès	räntor
interès	intresse
participar	deltaga
participar	delta
gràfic	diagram
anual	årligen
anual	årlig
anual	årliga
anual	årligt
fan	fläkt
fan	beundrare
fan	fan
defensa	försvaret
defensa	försvar
defensa	försvaret
defensa	försvar
llocs	platser
llocs	ställen
mai	mai
mai	mys
mai	aldrig
ministre	ministern
ministre	minister
alçada	höjd
alçada	höjden
alçada	längd
gràfica	diagram
gràfica	graf
funció	funktion
funció	funktionen
funció	befattning
dècada	decennium
dècada	årtionde
activitat	verksamhet
activitat	aktiviteten
activitat	aktivitet
presenta	presenter
presenta	presenterar
presenta	julklappar
anterior	föregående
anterior	tidigare
tour	tour
tour	turné
tour	rundtur
ella	hon
ella	she
ella	hennes
ella	her
ella	henne
mèxic	mexico
mèxic	mexiko
públic	målgruppen
públic	publik
públic	målgrupp
públic	offentliga
públic	offentligt
públic	offentlig
programa	programmera
programa	program
programa	programmet
programa	program
programa	programmet
façana	fasaden
façana	fasad
can	kan
can	can
jaume	jakob
jaume	james
jaume	jaume
següents	följer
francesc	francesc
cinema	bio
cinema	biografer
cinema	biograf
juan	juan
petita	small
petita	små
petita	litet
petita	liten
tropes	trupp
tropes	trupper
construir	bygg
construir	bygga
eschmeyer	eschmeyer
fundació	foundation
fundació	rf
fundació	grundande
fundació	stiftelsen
fundació	stiftelse
podria	kan
podria	kunde
esquerra	kvar
esquerra	left
esquerra	vänstra
esquerra	vänstern
esquerra	vänster
patrimoni	kulturarv
patrimoni	kulturarvet
patrimoni	arv
referència	hänvisning
referència	referens
inici	börja
inici	start
inici	startar
inici	starta
zones	områden
realitzar	prestera
realitzar	utföra
realitzar	utför
assolir	uppnå
hall	salen
hall	hallen
hall	hall
àrea	area
àrea	område
àrea	området
àrea	yta
imagesize	imagesize
medalla	medaljen
medalla	medalj
timeaxis	timeaxis
aproximadament	grovt
aproximadament	ungefär
aproximadament	cirka
aproximadament	ungefär
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	massa
massa	mässan
massa	mässa
massa	mass
alignbars	alignbars
pos	pos
veu	röst
veu	voice
pobresa	fattigdom
pobresa	fattigdomen
brasil	brasilien
brasil	brasilianska
scaleminor	scaleminor
formació	utbildning
formació	träning
backgroundcolors	backgroundcolors
organització	organisation
organització	organisationen
organització	organisering
resultat	resultat
resultat	resultatet
anglaterra	england
possible	möjligt
possible	möjlig
possible	möjliga
duc	hertig
duc	duke
mesos	månaderna
mesos	månader
mesos	månaders
terres	landar
terres	terres
evolucionat	utvecklad
evolucionat	utvecklat
evolucionat	utvecklades
evolucionat	utvecklats
professor	professor
professor	professorn
musical	musikaliska
musical	musikalisk
musical	musikal
ingressos	inkomster
ingressos	intäkter
ingressos	inkomst
joc	spel
joc	spelet
joc	game
joc	match
joc	vilt
mas	mas
robert	robert
llengües	språken
llengües	språk
comune	comune
transport	transporter
transport	transport
transport	transporter
transport	transportera
transport	transport
jean	jean
creació	skapande
creació	skapelsen
creació	skapelse
creació	skapandet
grec	grekiskt
grec	grek
grec	grekisk
grec	grekiska
caps	krona
caps	huvuden
príncep	prinsen
príncep	furste
príncep	prince
príncep	prins
particulars	privatpersoner
particulars	individer
model	modellen
model	förebild
model	model
model	förlaga
model	modell
tercer	tredje
tercer	trea
tercer	third
tercer	tredjedel
jugador	player
jugador	spelaren
jugador	spelare
municipis	kommuner
municipis	kommunerna
llindar	tröskeln
llindar	tröskel
sons	ljud
sons	låter
pàrquing	parkeringsplatser
pàrquing	parkering
pàrquing	parkeringsplats
pàrquing	parkeringen
victòria	segern
victòria	seger
victòria	segra
victòria	victoria
statistique	statistique
restauració	restaurering
restauració	återställande
restauració	återställning
restauració	återupprättande
antoni	antoni
principis	principerna
principis	principer
fent	gör
rússia	ryssland
llogaters	hyresgäster
tractat	fördrag
tractat	fördraget
david	david
escriptor	writer
escriptor	skribent
escriptor	författare
jordi	jordi
naixement	födelse
naixement	födsel
naixement	födseln
viquipèdia	wikipedia
estiu	sommaren
estiu	sommar
nelson	nelson
press	tryck
press	press
press	pressen
índia	indiska
índia	india
índia	indiskt
índia	indien
orde	ordningsföljd
orde	beställning
orde	ordning
orde	beställa
parts	delar
parts	fester
parts	parter
parts	partier
parts	parterna
manuel	manuel
probablement	troligtvis
probablement	förmodligen
probablement	troligen
probablement	antagligen
italià	italienare
italià	italienska
italià	italienskt
italià	italiensk
antonio	antonio
capita	capita
mestre	husse
mestre	master
mestre	mäster
mestre	mästare
xina	china
xina	kina
tanmateix	dock
tanmateix	emellertid
plantes	plantor
plantes	växter
fabricació	tillverkning
fabricació	tillverkning
fabricació	tillverkningsindustrin
fabricació	tillverkningsindustri
las	las
permet	tillåta
permet	tillåt
explotacions	gårdar
explotacions	lantbruk
romà	roman
romà	romerska
romà	romersk
número	tal
número	antal
número	nummer
ruta	färdväg
ruta	väg
ruta	rutt
entrada	inresa
entrada	post
entrada	inträde
entrada	ingång
caràcter	karaktär
caràcter	tecken
caràcter	rollfigur
aturades	paros
companyia	sällskap
companyia	bolag
companyia	företag
companyia	företaget
eds	eds
deu	tio
deu	ten
reis	kings
reis	kungar
reis	konungar
reis	kungarna
port	hamn
port	hamnen
port	portvin
port	port
port	babord
restes	återstår
restes	kvarstår
portar	bära
portar	bär
conca	conca
conca	bäcken
conca	cuenca
parc	parkera
parc	parken
parc	park
parc	stadsparken
festival	festival
festival	festivalen
arts	arts
arts	konst
ramon	ramón
ramon	ramon
gratuït	gratis
gratuït	fri
gratuït	free
gratuït	ledig
gratuït	fritt
gratuït	fria
mitjans	media
mitjans	medier
mitjans	massmedia
mitjans	medierna
mitjans	betyder
mitjans	innebär
drets	rättigheter
llibres	böcker
inclou	inkluderar
inclou	innefattar
inclou	ingår
inclou	inbegriper
governador	guvernören
governador	guvernör
compositor	kompositör
tercera	tredje
tercera	trea
tercera	third
tercera	tredjedel
capella	capella
capella	kapellet
capella	kapell
bona	duktiga
bona	god
bona	duktig
bona	gott
bona	bra
personatges	tecken
personatges	figurer
personatges	karaktärer
teoria	teorin
teoria	teori
teoria	teorier
comunicació	kommunikation
comunicació	meddelande
llum	light
llum	ljus
llum	ljust
blanc	vita
blanc	white
blanc	vit
blanc	vitt
aragó	aragonien
massachusetts	massachusetts
meitat	halvt
meitat	half
meitat	hälften
meitat	halva
meitat	halv
kitt	kitt
lliure	gratis
lliure	fri
lliure	free
lliure	ledig
lliure	fritt
lliure	fria
mans	mans
aleshores	sedan
aleshores	sen
aleshores	då
pobles	folkens
pobles	folkslag
presència	närvaro
presència	förekomst
televisió	tv
televisió	television
televisió	televisionen
últim	senast
últim	senaste
últim	sista
últim	sist
tema	ämne
tema	ämnet
tema	tema
humans	människor
humans	mänskliga
humans	mänsklig
humans	mänskligt
humans	människa
estació	järnvägsstation
estació	station
estació	stationen
associació	föreningen
associació	förening
associació	association
pintor	konstnär
pintor	målare
menor	minderårig
menor	mindre
menor	minor
japó	japan
problemes	problem
objectiu	mål
marc	marc
marc	ramen
marc	ramar
marc	ram
marc	motiv
xviii	xviii
xviii	eighteenth
xviii	artonde
national	nationella
national	national
national	nationellt
national	nationell
acció	aktion
acció	åtgärder
acció	åtgärd
acció	handling
acció	agerande
ocupació	yrke
ocupació	ockupationen
ocupació	ockupation
mascles	hanarna
mascles	män
mascles	hanar
casos	rättsfall
casos	fall
casos	ärenden
fonts	källor
noves	ny
noves	nyhet
noves	nya
noves	nytt
pont	bridge
pont	bro
pont	bron
pont	brygga
pont	bryggan
imatges	avbildningar
imatges	bilder
principi	principen
principi	princip
dreta	höger
dreta	rätt
velocitat	hastighet
velocitat	hastighet
velocitat	snabbhet
velocitat	speed
velocitat	varvtal
velocitat	växlad
valor	värde
qualitat	kvalité
qualitat	kvalitet
qualitat	kvaliteten
generalitat	generalitat
professional	professionella
professional	professionell
professional	professionellt
referències	hänvisningar
referències	referenser
temple	templet
temple	tempel
temple	temple
miquel	miquel
vista	utsikt
vista	vy
vista	visa
museum	museum
museum	museet
aquí	här
energia	energi
energia	energy
arc	båge
arc	arc
classe	klass
classe	klassen
dinastia	dynastin
wheeler	wheeler
front	front
front	främre
front	framsidan
front	fram
front	framsida
macdonald	macdonald
prova	testa
prova	test
prova	provning
prova	testa
prova	försök
prova	prova
prova	pröva
barri	grannskap
barri	stadsdel
segles	sekel
segles	århundraden
segles	sekler
recent	senaste
recent	nyligen
monestir	klostret
monestir	kloster
animals	djur
via	via
wiley	wiley
parlament	parlamentet
parlament	riksdagen
parlament	riksdag
parlament	parlament
educació	utbildning
característiques	funktioner
actor	aktör
actor	skådespelare
influència	påverkan
influència	inflytande
influència	påverka
castella	kastilien
viure	leva
viure	live
viure	levande
accés	åtkomst
