और	en
प्रमुख	hoofdvak
प्रमुख	belangrijkste
प्रमुख	voornaamste
प्रमुख	main
हुई	hui
बीच	centrum
बीच	centreren
गए	gone
गए	ging
मुख्य	chef
मुख्य	chief
मुख्य	opperhoofd
मुख्य	belangrijkste
मुख्य	voornaamste
मुख्य	main
थी	was
बिहार	bihar
उसे	hem
उसे	haar
कार्य	taken
कार्य	job
कार्य	baan
कार्य	werk
कार्य	arbeid
कार्य	werken
कार्य	klussen
कार्य	jobs
कार्य	vacatures
कार्य	banen
कार्य	taak
उनकी	hun
आंध्र	andhra
आंध्र	andra
नगर	stad
नगर	stad
नगर	nagar
उपयोग	gebruik
उपयोग	gebruiken
उपयोग	gebruik
लोगों	mensen
लोगों	personen
आधार	base
आधार	basis
आधार	veronderstelling
आधार	grondslag
काम	werk
काम	arbeid
काम	werken
जीवन	life
जीवन	leven
विश्व	wereld
भाग	afdelingen
भाग	secties
भाग	deel
भाग	gedeelte
भाग	onderdelen
भाग	delen
निर्माण	schepping
निर्माण	creatie
निर्माण	bouw
निर्माण	constructie
निर्माण	bouwnijverheid
निर्माण	opbouw
निर्माण	bouwen
निर्माण	bouwen
निर्माण	opbouwen
निर्माण	fabricage
गई	ging
दोनों	allebei
दोनों	beiden
दोनों	beide
राष्ट्रीय	nationaal
राष्ट्रीय	nationale
जानकारी	info
जानकारी	gegevens
जानकारी	informatie
पोर्टल	portal
पोर्टल	poort
पोर्टल	portaal
शहर	binnenstad
शहर	stad
शहर	steden
बार	bars
बार	bar
बार	tijden
बार	times
वाली	wali
लगभग	bijna
लगभग	ongeveer
फिल्म	filmpje
फिल्म	film
फिल्म	film
यहाँ	hier
प्रसिद्ध	beroemde
प्रसिद्ध	beroemd
प्रसिद्ध	gerenommeerde
विकास	ontwikkeling
विकास	groei
केवल	alleen
केवल	enkel
केवल	slechts
देश	land
देश	natie
देश	nation
देश	landen
वेबसाइट	website
अलग	gescheiden
अलग	verschillend
अलग	verschillende
अलग	anders
अलग	aparte
अलग	gescheiden
अलग	apart
विशेष	exclusieve
विशेष	exclusief
विशेष	speciaal
विशेष	bijzonder
विशेष	speciale
विशेष	special
इसकी	its
कभी	ever
कभी	ooit
दी	gegeven
दी	gaf
पृष्ठ	bladzijde
पृष्ठ	pagina
पृष्ठ	bladzijden
माना	beschouwd
माना	overwogen
माना	mana
माना	zogenaamd
माना	vermeend
माना	vermoedelijk
शब्द	woord
शब्द	woorden
फिर	dan
फिर	daarna
तीन	drie
तीन	three
पुरस्कार	beloningen
पुरस्कार	onderscheiding
पुरस्कार	gunning
पुरस्कार	prijsuitreiking
पुरस्कार	awards
पुरस्कार	onderscheidingen
पुरस्कार	beloning
पुरस्कार	belonen
लेख	artikelen
लेख	artikels
लेख	scriptie
लेख	thesis
लेख	proefschrift
लेख	artikel
अब	nu
दौरान	tijdens
दौरान	gedurende
अमेरिका	amerika
मंदिर	tempel
अलावा	toevoeging
अलावा	optellen
वार्ता	gesprekken
दक्षिण	zuid
दक्षिण	zuiden
विभिन्न	diverse
विभिन्न	verschillende
विभिन्न	diversen
विभिन्न	diverse
विभिन्न	divers
इतिहास	geschiedenis
लिया	genomen
लिया	meegenomen
फ़िल्म	filmpje
फ़िल्म	film
फ़िल्म	film
क्योंकि	want
क्योंकि	omdat
पास	passeren
पास	pass
विस्तृत	gedetailleerd
विस्तृत	gedetailleerde
विस्तृत	uitputtend
विस्तृत	uitputtende
विस्तृत	geavanceerd
विस्तृत	geavanceerde
विस्तृत	gevorderden
विस्तृत	advanced
विस्तृत	gevorderd
दिन	dag
दिन	dagje
दिन	overdag
दिन	dagen
दिन	days
कृषि	landbouw
जाना	levensvatbaarheid
जाना	levensvatbaar
शुरू	begonnen
शुरू	gestart
शुरू	begon
शुरू	opgestart
शुरू	begin
शुरू	beginnen
व्यक्ति	persoon
व्यक्ति	person
व्यक्ति	individu
व्यक्ति	individueel
व्यक्ति	individualisme
उनका	hun
विज्ञान	wetenschap
विज्ञान	wetenschappen
सदस्य	lid
सदस्य	abonnee
सदस्य	abonnees
सदस्य	leden
हालांकि	hoewel
हालांकि	alhoewel
हालांकि	hoewel
सिंह	singh
सिंह	leo
अनेक	veel
अनेक	velen
अनेक	vele
अनेक	meerdere
अनेक	verschillende
अनेक	verscheidene
अनेक	meerdere
अनेक	meervoudige
अनेक	veelvoud
अनेक	meervoudig
यहां	hier
संख्या	nummer
संख्या	aantal
संख्या	getal
संख्या	getallen
संख्या	nummers
संख्या	aantallen
अपना	eigen
अपना	je
अपना	uw
अपना	jouw
बात	ding
बात	thing
बात	talk
बात	praten
बात	praat
साहित्य	literatuur
शिक्षा	opvoeding
शिक्षा	onderwijs
दिल्ली	delhi
धर्म	religie
धर्म	godsdienst
धर्म	religies
धर्म	dharma
मूल	herkomst
मूल	oorsprong
मूल	origineel
मूल	originelen
मूल	inheemse
मूल	inheems
मूल	native
मूल	oorspronkelijke
मूल	origineel
मूल	originele
मूल	fundamentele
मूल	basic
तब	dan
तब	daarna
बना	maken
बना	maak
बना	made
बना	gemaakt
कोड	wetboek
कोड	code
कोड	codes
कोड	gedragscodes
संयुक्त	gelijktijdige
संयुक्त	gelijktijdig
संयुक्त	united
संयुक्त	verenigde
संयुक्त	verenigd
संयुक्त	gecombineerd
संयुक्त	gecombineerde
संयुक्त	joint
संयुक्त	gezamenlijke
संयुक्त	gewricht
जुलाई	juli
युद्ध	battle
युद्ध	slag
युद्ध	strijd
युद्ध	gevecht
युद्ध	veldslag
युद्ध	oorlog
नदी	rivier
नदी	river
वाला	vala
काल	gespannen
काल	oproep
काल	bellen
काल	bel
काल	tijdvak
काल	periode
ऐसे	dergelijke
वर्षों	jaar
वर्षों	jaren
वर्षों	regenwoud
वर्षों	regenwouden
प्रति	per
स्टेशन	station
स्टेशन	stations
बड़े	large
बड़े	groot
बड़े	grote
बड़े	big
बड़े	groot
बड़े	grote
जनवरी	januari
मध्य	centrum
मध्य	centreren
मध्य	mediane
मध्य	mediaan
मध्य	middelste
मध्य	middle
मध्य	midden
राजा	raja
राजा	konings
राजा	king
राजा	koning
प्रथम	eerste
प्रथम	eerst
विश्वविद्यालय	universiteiten
विश्वविद्यालय	universiteit
जून	jun
जून	juni
जून	june
उसकी	zijn
उसकी	haar
मार्च	mar
मार्च	maart
मार्च	marcheren
बन	bun
बन	bolletje
बन	bolletjes
बनी	konijntje
बनी	bunny
अर्थ	betekenis
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	belangrijke
महत्वपूर्ण	belangrijk
महत्वपूर्ण	kritiek
महत्वपूर्ण	kritische
महत्वपूर्ण	kritisch
महत्वपूर्ण	gedenkwaardige
महत्वपूर्ण	gewichtig
प्रामाणिक	authentiek
प्रामाणिक	authentieke
आप	jij
आप	jou
किए	coa
अक्टूबर	oktober
अक्टूबर	october
अक्टूबर	lgo
समूह	congregatie
समूह	groep
समूह	fractie
समूह	groepen
वर्तमान	huidig
वर्तमान	huidige
वर्तमान	actueel
वर्तमान	aanwezig
वर्तमान	heden
वर्तमान	presenteren
वर्तमान	presenteer
अध्ययन	studeren
अध्ययन	studeer
अध्ययन	studeren
अध्ययन	studie
अध्ययन	bestuderen
अध्ययन	studies
विभाग	departement
विभाग	afdeling
विभाग	divisie
विभाग	afdeling
विभाग	deling
विभाग	division
विभाग	afdelingen
विभाग	departementen
आम	mango
आम	gemeenschappelijk
आम	vaak
स्थिति	status
स्थिति	positie
स्थिति	staat
स्थिति	state
स्थिति	conditie
स्थिति	aandoening
स्थिति	voorwaarde
स्थिति	toestand
स्थिति	situatie
स्थिति	toestand
प्रभाव	impact
प्रभाव	inslag
प्रभाव	effect
प्रभाव	botsing
प्रभाव	uitwerkingen
प्रभाव	effecten
प्रभाव	gevolgen
प्रभाव	invloeden
प्रभाव	effect
आदर्श	idealisme
आदर्श	ideal
आदर्श	ideaal
आदर्श	idool
साल	jaar
साल	jaren
साल	jaar
पहली	eerste
पहली	eerst
संगीत	muziek
अमेरिकी	amerikaan
अमेरिकी	amerikaans
अमेरिकी	amerikaanse
अमेरिकी	amerikaan
अमेरिकी	amerikanen
सेवा	dienst
सेवा	service
बनाने	creëren
बनाने	maken
बनाने	making
आज	vandaag
स्थापित	opgericht
स्थापित	gevestigde
स्थापित	gevestigd
स्थापित	geïnstalleerde
स्थापित	geinstalleerd
स्थापित	geïnstalleerd
स्थापित	gegrond
स्थापित	opgericht
स्थापित	gesticht
उच्च	high
उच्च	hoog
उच्च	hoge
उच्च	sublieme
उच्च	subliem
चाहिए	moet
देता	geeft
उपलब्ध	beschikbare
उपलब्ध	verkrijgbaar
उपलब्ध	beschikbaar
काफी	genoeg
बड़ी	large
बड़ी	groot
बड़ी	grote
बड़ी	big
बड़ी	groot
बड़ी	grote
चार	four
चार	vier
शक	twijfelen
शक	twijfel
शक	saka
प्रभा	prabha
प्रभा	pera
श्री	sri
उदाहरण	voorbeeld
उदाहरण	illustratie
उदाहरण	voorbeelden
उसका	zijn
उसका	haar
ले	neem
ले	nemen
जिससे	welke
स्थापना	installatie
स्थापना	inbouw
स्थापना	installaties
स्थापना	installeren
स्थापना	installeer
स्थापना	vestiging
कंपनी	gezelschap
कंपनी	bedrijf
कंपनी	onderneming
अधिकांश	meesten
अधिकांश	most
अधिकांश	meeste
अधिकांश	meest
अधिकांश	voornamelijk
अधिकांश	hoofdzakelijk
अधिकांश	meestal
अधिकांश	vooral
सामाजिक	sociale
सामाजिक	sociaal
प्रत्येक	elk
प्रत्येक	ieder
प्रत्येक	iedere
प्रत्येक	elke
प्रत्येक	elk
प्रत्येक	ieder
प्रत्येक	elke
बड़ा	large
बड़ा	groot
बड़ा	grote
बड़ा	big
बड़ा	groot
बड़ा	grote
बड़ा	groot
बड़ा	geweldig
बड़ा	fantastisch
बड़ा	groter
बड़ा	grotere
बड़ा	groter
स्तर	levels
स्तर	niveaus
स्तर	niveau
स्तर	level
बनाया	made
बनाया	gemaakt
बनाया	aangemaakt
बनाया	gecreëerd
बनाया	gemaakt
बनाया	geschapen
जारी	voortgezet
जारी	vervolg
जारी	doorlopend
जारी	lopende
जारी	afgegeven
जारी	uitgegeven
जबकि	terwijl
चित्र	foto
चित्र	plaatjes
चित्र	imago
चित्र	beeld
चित्र	afbeelding
चित्र	beelden
चित्र	afbeeldingen
इससे	van
इससे	uit
इससे	vanaf
इससे	verzint
प्रणाली	systeem
प्रणाली	stelsel
सरकारी	gouvernementele
सरकारी	ambtenaar
सरकारी	officiële
सरकारी	officieel
सरकारी	regering
सरकारी	overheid
जहां	waar
देशों	landen
जल	water
सूची	lijstje
सूची	lijst
सूची	lijstjes
सूची	lijsten
रखा	gehouden
विचार	idee
विचार	ideetje
विचार	ideeën
विचार	ideeen
विचार	ideetjes
विचार	dacht
विचार	dachten
विचार	gedacht
विचार	overweging
विचार	gedachten
विचार	gedachtes
छोटे	kleine
छोटे	klein
छोटे	smal
छोटे	kleine
छोटे	weinig
छोटे	little
छोटे	klein
ऊपर	top
ऊपर	bovenste
ऊपर	bovenkant
ऊपर	hierboven
ऊपर	boven
आधारित	gebaseerd
इसलिए	daarom
पानी	water
सामान्य	algemene
सामान्य	generaal
सामान्य	algemeen
सामान्य	gemeenschappelijk
सामान्य	vaak
सामान्य	normale
सामान्य	normaal
आगे	forward
आगे	voorwaarts
आगे	vooruit
आगे	doorsturen
कुल	totalen
कुल	aggregaat
कुल	totaal
एक्स्प्रेस	express
पुलिस	politie
वर्ग	categorie
वर्ग	vierkante
वर्ग	vierkant
वर्ग	plein
वर्ग	lessen
वर्ग	klassen
वर्ग	klasse
वर्ग	class
वर्ग	klas
शरीर	lichaam
शरीर	body
अंग्रेजी	engels
अंग्रेजी	engelsen
माध्यम	medium
माध्यम	middellange
माध्यम	middelgrote
माध्यम	middelgroot
मानव	menselijk
मानव	menselijke
मानव	mens
पाकिस्तान	pakistan
भूमिका	inleiding
भूमिका	invoering
भूमिका	introductie
भूमिका	rol
हर	har
हर	elk
हर	ieder
हर	iedere
हर	elke
हर	hur
अतिरिक्त	figuranten
अतिरिक्त	spaar
अतिरिक्त	sparen
अतिरिक्त	bijkomend
अतिरिक्त	bijkomende
अतिरिक्त	aanvullend
अतिरिक्त	aanvullende
अतिरिक्त	extra
अतिरिक्त	extra
पिता	vader
समाज	samenleving
समाज	genootschap
समाज	maatschappij
उत्पन्न	gegenereerd
उत्पन्न	aangemaakt
उत्पन्न	gegenereerde
नीचे	down
नीचे	omlaag
नीचे	onder
नीचे	hieronder
नीचे	bodem
नीचे	onderkant
नीचे	bottom
दुनिया	wereld
आधुनिक	modern
आधुनिक	moderne
ध्यान	mediteren
ध्यान	meditatie
ध्यान	aandacht
ध्यान	attentie
ध्यान	opgelet
हिंदी	hindi
दे	geef
दे	geven
सभा	congregatie
सभा	montage
सभा	assemblee
सभा	assemblage
सभा	verzamelen
सभा	samenkomst
सभा	sabha
परिवार	familie
परिवार	gezin
विषय	topic
विषय	onderwerp
विषय	onderwerpen
विषय	onderdanen
विषय	onderwerpen
विषय	vakken
विषय	onderwerp
विषय	proefpersoon
विषय	subject
अधिकार	rechten
रंग	kleuren
रंग	kleur
रंग	kleuren
रंग	kleuren
रंग	kleur
बाहर	afsluiten
बाहर	stoppen
बाहर	buiten
बाहर	buiten
बाहर	buitenkant
बाहर	buiten
बाहर	buitenshuis
बाहर	eruit
बाहर	uit
बाहर	out
खेल	speel
खेल	spelen
खेल	afspelen
खेल	sporten
खेल	wedstrijd
खेल	spel
खेल	spelletje
खेल	games
खेल	spelletjes
खेल	spellen
खेल	sport
क्षेत्रों	oppervlakten
क्षेत्रों	gebieden
जहाँ	waar
समान	homogene
समान	homogeen
समान	hetzelfde
समान	zelfde
समान	same
समान	vergelijkbaar
समान	vergelijkbare
समान	soortgelijk
समान	soortgelijke
समान	gelijkaardig
सितंबर	september
दूर	far
दूर	ver
दूर	weg
दूर	afstandelijk
दूर	verre
पता	adressen
पता	adres
शक्ति	sterkte
शक्ति	kracht
शक्ति	macht
शक्ति	kracht
शक्ति	power
शक्ति	vermogen
शक्ति	shakti
ब्रिटिश	britten
ब्रिटिश	britse
ब्रिटिश	brits
कला	kunsten
कला	kunst
कला	kunst
घर	thuis
घर	home
घर	huis
घर	startpagina
घर	huis
संस्कृत	sanskriet
प्रकाशित	publiceer
प्रकाशित	publiceren
प्रकाशित	gepubliceerd
प्रकाशित	verschenen
प्रकाशित	gepubliceerde
प्रकाशित	uitgegeven
मई	mogen
मई	may
मई	mei
मई	mag
मई	moge
प्रक्रिया	proces
प्रक्रिया	verwerken
प्रक्रिया	processen
प्रक्रिया	procedure
सेना	legers
सेना	sena
सेना	leger
सेना	landmacht
पार्टी	feest
पार्टी	partij
पार्टी	feestje
पार्टी	party
हम	hum
रेलवे	spoorweg
रेलवे	spoorwegen
रेलवे	spoorlijnen
रेलवे	spoorwegen
पश्चिम	west
पश्चिम	westen
पश्चिम	westelijk
अंत	einde
अंत	beëindigen
अंत	eind
दशक	decennium
पूरी	hele
पूरी	geheel
नए	nieuwere
नए	nieuwer
बिना	zonder
क्या	wat
अगस्त	august
अगस्त	augustus
अगस्त	aug
विकसित	ontwikkelden
विकसित	ontwikkelde
विकसित	ontwikkeld
विकसित	geëvolueerd
संबंध	relaties
संबंध	relatie
संबंध	betrekkingen
संबंध	relaties
संबंध	binding
प्रदर्शन	prestaties
प्रदर्शन	prestatie
प्रदर्शन	prestaties
प्रदर्शन	optredens
प्रदर्शन	uitvoeringen
प्रदर्शन	voorstellingen
प्रदर्शन	weergave
प्रदर्शन	weergeven
प्रदर्शन	display
प्रदर्शन	belichting
प्रदर्शन	blootstelling
ऐसी	dergelijke
मार्ग	route
मार्ग	manier
मार्ग	way
पर्यटन	toerisme
ज्ञान	kennis
लगा	voelden
लगा	gevoeld
लगा	voelde
लगा	vilt
लगा	leken
लगा	leek
दिसम्बर	december
दिसम्बर	dec
प्रदर्शित	uitgelicht
प्रदर्शित	uitgelichte
प्रदर्शित	aanbevolen
प्रदर्शित	getoond
प्रदर्शित	getoonde
प्रदर्शित	weergegeven
प्रदर्शित	weergave
प्रदर्शित	weergeven
प्रदर्शित	display
अक्सर	regelmatig
अक्सर	veelvuldig
अक्सर	frequent
अक्सर	vaak
अक्सर	dikwijls
अक्सर	vaak
सहायता	helpen
सहायता	hulp
सहायता	help
सहायता	ondersteuning
सहायता	steun
सहायता	support
सहायता	ondersteunen
सहायता	steun
सहायता	hulp
सहायता	assistentie
सहायता	bijstand
पहला	eerste
पहला	eerst
मृत्यु	dood
मृत्यु	doods
मृत्यु	overlijden
मृत्यु	sterfelijkheid
मृत्यु	sterftecijfer
मृत्यु	sterfte
मृत्यु	mortaliteit
स्वयं	self
स्वयं	zelf
स्वयं	eigen
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	ready
तैयार	gereed
तैयार	klaar
आवश्यक	vereiste
आवश्यक	vereist
आवश्यक	dringend
आवश्यक	spoed
आवश्यक	urgentie
आवश्यक	urgent
देखा	keek
देखा	bekeken
देखा	gekeken
देखा	keek
देखा	gezien
देखा	zag
देखा	zagen
देखा	saw
देखा	zaag
उत्पादन	produktie
उत्पादन	productie
रोग	ziekte
संबंधित	respectieve
संबंधित	respectievelijke
संबंधित	gerelateerd
संबंधित	verwant
संबंधित	verwante
संबंधित	gerelateerde
शताब्दी	eeuw
गये	ging
चीन	china
चीन	porselein
अभी	nu
संघ	union
संघ	vakbond
संघ	unie
संघ	bonden
संघ	vakbonden
संघ	federatie
संघ	vereniging
संघ	associatie
यात्रा	reizen
यात्रा	reis
यात्रा	journey
यात्रा	reis
यात्रा	trip
मात्रा	bedrag
मात्रा	hoeveelheid
मात्रा	kwantiteit
रचना	schepping
रचना	creatie
रचना	compositie
रचना	samenstelling
जगह	plaats
जगह	ruimte
जगह	spatie
भिन्न	discrete
भिन्न	discreet
भिन्न	verschillend
भिन्न	verschillende
भिन्न	anders
भिन्न	fractie
लोक	loka
लोक	publiek
लोक	openbaar
लोक	folk
सब	sab
सब	gab
सब	allen
सब	alle
सब	allemaal
सब	alles
पूरा	voltooid
पूरा	voltooide
पूरा	afgerond
पूरा	ingevuld
पूरा	vol
पूरा	volledig
पूरा	full
पूरा	volledige
पूरा	volle
पूरा	hele
पूरा	geheel
पूरा	voltooid
पूरा	invullen
पूरा	complete
पूरा	compleet
आवश्यकता	vereiste
आवश्यकता	eis
आवश्यकता	voorschrift
आवश्यकता	vereisen
प्रकाश	light
प्रकाश	lichte
प्रकाश	licht
प्रकाश	prakash
प्रकाश	lichtjes
प्रकाश	verlichting
प्रकाश	licht
प्रकाश	lichten
प्रकाश	lampen
नई	nieuw
नई	nieuwe
नई	nieuwere
नई	nieuwer
चिकित्सा	medische
चिकित्सा	medisch
चिकित्सा	therapie
दूसरी	tweede
कार्यक्रम	gebeurtenissen
कार्यक्रम	evenementen
कार्यक्रम	programma
कार्यक्रम	programmeren
कार्यक्रम	gebeurtenis
कार्यक्रम	evenement
कार्यक्रम	event
कार्यक्रम	programma
पुराने	ouwe
पुराने	oude
पुराने	oud
पुराने	oudere
पुराने	ouder
सदी	eeuw
भगवान	jeetje
भगवान	heer
भगवान	lord
भगवान	heere
लिखा	schriftelijke
लिखा	geschreven
लिखा	schreven
लिखा	schreef
संस्थान	instituut
संस्थान	instituten
संस्कृति	cultuur
अंग्रेज़ी	engels
अंग्रेज़ी	engelsen
पूर्ण	perfect
पूर्ण	perfecte
पूर्ण	vol
पूर्ण	volledig
पूर्ण	full
पूर्ण	volledige
पूर्ण	volle
पूर्ण	voltooid
पूर्ण	invullen
पूर्ण	complete
पूर्ण	compleet
पूर्ण	voltooid
पूर्ण	voltooide
पूर्ण	afgerond
पूर्ण	ingevuld
परिवर्तन	conversie
परिवर्तन	bekering
परिवर्तन	omschakeling
परिवर्तन	overgang
परिवर्तन	veranderingen
परिवर्तन	wijzigingen
परिवर्तन	transformatie
परिवर्तन	veranderen
परिवर्तन	wijziging
परिवर्तन	wijzigen
परिवर्तन	verandering
परिवर्तन	veranderingen
टीम	ploegen
टीम	teams
टीम	team
चर्चा	discussie
चर्चा	discussies
संगठन	organisatie
संगठन	organisatie
संगठन	organisaties
अगर	agar
शैली	stijl
शैली	style
शैली	shelly
तुलना	vergelijking
स्कूल	scholen
स्कूल	school
पुस्तक	boek
लेखक	schrijver
लेखक	schrijfster
लेखक	auteurs
लेखक	schrijvers
लेखक	schrijvers
लेखक	auteur
लेखक	schrijver
संस्करण	editie
संस्करण	uitgave
संस्करण	versies
संस्करण	versie
संस्करण	edities
संस्करण	uitgave
खिलाड़ी	spelers
खिलाड़ी	sporter
खिलाड़ी	atlete
खिलाड़ी	atleet
खिलाड़ी	speler
खिलाड़ी	player
ट्रेन	trein
ट्रेन	treinen
प्रचलित	heersende
आकार	vormen
आकार	shape
आकार	vorm
आकार	maten
आकार	grootte
आकार	afmeting
आकार	omvang
आकार	formaat
आकार	maat
सीमा	beperken
सीमा	limiet
सीमा	limieten
सीमा	sima
सीमा	grens
सीमा	bereik
सीमा	limieten
सीमा	grenzen
पश्चिमी	western
पश्चिमी	westelijk
व्यवस्था	regeling
व्यवस्था	arrangement
आर्थिक	economische
आर्थिक	economisch
राजधानी	hoofdsteden
राजधानी	hoofdletters
राजधानी	kapitaal
राजधानी	hoofdstad
राजधानी	hoofdletter
दर्शन	filosofie
दर्शन	visioen
दर्शन	visie
दर्शन	vision
दर्शन	zicht
वहाँ	daar
वहाँ	er
विधि	methoden
विधि	methodes
विधि	wet
विधि	methode
विधि	modus
विधि	mode
अवधि	looptijd
अवधि	duur
अवधि	tijdsduur
अवधि	tijdvak
अवधि	periode
अवधि	tijdvakken
अवधि	perioden
अवधि	periodes
दृष्टि	visueel
दृष्टि	visuele
दृष्टि	visioen
दृष्टि	visie
दृष्टि	vision
दृष्टि	zicht
सिद्धांत	theorie
सिद्धांत	siddhanta
सिद्धांत	principes
सिद्धांत	beginselen
सिद्धांत	dogma
कलाकार	kunstenaars
कलाकार	artiesten
कलाकार	kunstenares
कलाकार	artiest
कलाकार	kunstenaar
कलाकार	artist
बैंक	banks
बैंक	banken
बैंक	bank
ज्यादा	more
ज्यादा	meer
अंतिम	laatste
अंतिम	definitief
अंतिम	finale
विशिष्ट	specifiek
विशिष्ट	specifieke
विशिष्ट	onderscheiden
हिन्दू	hindoe
लाल	roden
लाल	rooien
लाल	rode
लाल	rood
रहने	blijven
पूर्वी	oosten
पूर्वी	oost
पूर्वी	oostelijk
पूर्वी	oostelijke
समर्थन	ondersteuning
समर्थन	steun
समर्थन	support
समर्थन	ondersteunen
समर्थन	vermeldingen
समर्थन	bekrachtiging
व्यापार	trading
व्यापार	bedrijf
व्यापार	zakelijk
व्यापार	handelsverkeer
व्यापार	handel
प्रयास	pogingen
प्रयास	inspanning
महिला	vrouw
महिला	woman
महिला	lady
महिला	vrouwe
महिला	dame
महिला	vrouwelijke
महिला	vrouw
महिला	vrouwtje
महिला	vrouwelijk
परियोजना	project
जीवित	levend
जीवित	overleven
जीवित	overleef
नामांकन	inschrijving
नामांकन	voordracht
नामांकन	nominatie
नामांकन	nomineren
नामांकन	aanwijzing
नामांकन	aanduiding
नामांकन	benaming
अभिनेता	acteurs
अभिनेता	actoren
अभिनेता	actor
अभिनेता	acteur
क्षमता	capaciteit
