から	din
科学	știință
科学	stiinta
理由	motive
理由	motivele
理由	motivul
理由	motiv
そして	și
そして	si
そして	şi
一つ	una
一つ	unul
一つ	unu
大正	taisho
大正	taishō
ブロック	blocuri
ブロック	blochează
ブロック	bloc
ブロック	block
車両	vehiculele
車両	vehicule
車両	vehiculul
車両	vehicul
自動車	maşină
自動車	mașină
自動車	maşina
自動車	mașina
自動車	masina
自動車	automobile
自動車	automobil
自動車	automobilul
人口	populații
人口	populaţia
人口	populație
人口	populația
営業	business
営業	afacere
営業	afacerea
営業	afaceri
発生	apariție
新聞	ziare
新聞	ziar
新聞	ziarul
新聞	ziarele
新聞	ziare
連続	continuitatea
連続	continuitate
連続	continuu
政府	guvernul
政府	guvernare
政府	guvern
構成	configurare
構成	configurația
構成	compoziția
構成	compoziţia
構成	compoziție
構成	structură
構成	structura
構成	structurii
構成	configurații
最大	maximă
最大	maxima
最大	maxim
最大	maximum
キャラクター	personaj
キャラクター	caracterul
キャラクター	caracter
キャラクター	caractere
キャラクター	caracterele
キャラクター	personajele
キャラクター	personaje
小説	roman
小説	romanul
小説	nuvelă
小説	romanele
小説	romane
それぞれ	fiecare
機関	organe
機関	organele
機関	institutie
機関	instituție
機関	instituțiile
機関	instituții
機関	institutii
参照	referință
参照	referința
参照	trimitere
参照	referințe
参照	referinte
参照	trimiteri
参照	corelarea
メンバー	membru
メンバー	membră
メンバー	membrul
メンバー	membrii
メンバー	membri
発行	eliberat
発行	emis
発行	emisă
発行	emise
発行	emiterea
発行	emitere
発行	emiterea
発行	problemă
画像	imagini
画像	imaginile
画像	poza
画像	poză
画像	imagine
画像	imaginea
画像	imagine
画像	pictorial
状態	stare
状態	stat
状態	state
状態	statul
状態	stare
状態	condiția
状態	condiție
名称	nume
名称	numele
名称	denumire
名称	name
ダム	dam
ダム	baraj
ダム	barajul
ホーム	acasa
ホーム	casă
ホーム	acasă
ホーム	home
運行	operație
運行	operațiune
運行	operațiunea
運行	operaţiunea
投稿	postează
投稿	post
投稿	postare
投稿	postarea
投稿	postările
投稿	posturi
投稿	postări
投稿	postarea
名前	nume
名前	numele
名前	denumire
名前	name
福岡	fukuoka
施設	facilitati
施設	facilități
施設	institutie
施設	instituție
施設	facilitatea
施設	facilitate
調査	anchete
調査	anchetă
調査	ancheta
調査	investigație
調査	sondaj
製造	fabricate
製造	fabricat
製造	fabricată
イタリア	italia
ロシア	rusă
ロシア	rusesc
ロシア	rusa
ロシア	rus
ロシア	rusia
独立	independent
独立	independenta
独立	independente
独立	independentă
独立	independență
独立	independența
独立	independenta
物語	monogatari
物語	poveste
物語	story
物語	povestea
神社	altare
神社	altarul
神社	altar
企画	planificare
企画	planificarea
サン	san
名古屋	nagoya
企業	întreprindere
企業	întreprinderea
企業	enterprise
航空	aviației
航空	aviație
航空	aer
航空	aerul
航空	air
スーパー	super
帝国	empire
帝国	imperiul
帝国	imperiu
帝国	imperiului
トン	tona
トン	tonă
トン	tone
トン	tone
トン	tona
トン	tone
影響	influența
影響	influență
影響	influenta
影響	influente
勝利	victoriile
勝利	victorii
勝利	castiga
勝利	victorie
勝利	câștiga
勝利	victorii
勝利	victorie
勝利	câștigătoare
デザイン	proiectare
デザイン	design
デザイン	proiectarea
デザイン	proiectare
全て	totul
本社	sediu
本社	sedii
人間	umane
人間	om
人間	umană
人間	uman
千葉	chiba
アン	anne
アン	ang
アン	ann
交通	trafic
交通	traficul
交通	transportare
交通	transporturi
交通	transport
交通	transportul
交通	transporturi
交通	transport
交通	transportul
組織	organizare
組織	organizația
組織	organizație
組織	organizare
組織	organizația
組織	organizarea
組織	organizație
構造	structurile
構造	structuri
構造	structurilor
構造	structură
構造	structura
構造	structurii
戦い	luptă
戦い	bătălia
戦い	bătălie
実施	implementarea
実施	implementare
ここ	aici
以前	inainte
以前	înainte
サービス	servicii
サービス	serviciu
サービス	serviciul
サービス	service
サービス	servicii
統合	consolida
統合	consolidează
統合	integrate
統合	integrat
統合	integrată
統合	îmbinare
統合	îmbină
統合	unire
統合	unificare
統合	integrare
統合	integrarea
テーマ	teme
テーマ	tematică
テーマ	tematica
テーマ	temă
テーマ	tema
面積	zonă
面積	zona
面積	suprafață
エンジン	motor
エンジン	motorul
エンジン	motoarele
エンジン	motoare
ビル	bill
ビル	factură
日本語	japonez
日本語	japonezi
日本語	japoneze
日本語	japoneza
日本語	japoneză
契約	contractele
契約	contracte
契約	contractul
契約	contract
契約	contractului
設定	preferințe
設定	setările
設定	setări
設定	configurează
設定	înscenare
設定	setare
設定	configurare
設定	configurarea
設定	configurare
設定	configurația
設定	configurează
設定	configurare
ライブ	trăiască
ライブ	live
含む	conţine
含む	conține
含む	contine
含む	include
含む	inclusiv
含む	incluzând
含む	incluzand
専門	expertiză
専門	expertiza
専門	specializat
専門	specializate
専門	specializată
機能	funcție
機能	funcţie
機能	funcţia
機能	funcția
機能	caracteristici
機能	trăsături
機能	caracteristica
機能	caracteristică
機能	trăsătură
機能	funcționalitate
身長	inaltime
身長	înălţime
身長	înălțimea
身長	înălțime
所在地	locatii
所在地	locații
所在地	localizare
所在地	locație
所在地	locația
所在地	locaţia
完成	completarea
完成	finalizarea
完成	finalizare
完成	completare
表記	notația
運転	conducând
運転	conducere
写真	fotografie
写真	photo
写真	foto
写真	fotografia
写真	poză
写真	fotografie
写真	fotografia
写真	poza
写真	poză
写真	imagine
関連	relevant
関連	relevantă
関連	relevante
関連	legate
書店	librăria
書店	librărie
高い	high
高い	înaltă
高い	inalta
高い	înalt
高い	înaltă
高い	inalt
高い	inalta
高い	scump
高い	scumpi
高い	scumpa
高い	scumpă
高い	scumpe
生産	producere
生産	producție
生産	producția
生産	productie
横浜	yokohama
上の	deasupra
宇宙	univers
宇宙	universul
管理	gestionare
管理	conducerea
管理	managementul
管理	gestionarea
管理	management
管理	gestionează
管理	administrează
管理	administra
バー	gratii
バー	baruri
バー	bare
バー	barul
バー	bar
ジョン	john
ジョン	ioan
部隊	trupă
公園	park
公園	parc
公園	parcul
公園	parcuri
公園	parks
公園	parcurile
スポーツ	sport
スポーツ	sportul
スポーツ	sport
スポーツ	sporturi
脚本	scenariul
脚本	scenariu
脚本	scenariul
脚本	scenariu
脚本	script
目的	obiectivele
目的	obiective
目的	scopul
目的	scop
目的	obiectiv
目的	obiectivul
生活	life
生活	viaţa
生活	viaţă
生活	viața
生活	viață
生活	viata
カード	cărţi
カード	carti
カード	cărți
カード	carduri
カード	cardul
カード	card
基本	fundamentale
新潟	niigata
女優	actrita
女優	actriță
不明	necunoscut
不明	necunoscute
不明	necunoscută
タイトル	titluri
タイトル	titlurile
タイトル	titlul
タイトル	titlu
政治	politică
政治	politica
電気	electricitatea
電気	electricitate
電気	electrice
電気	electric
電気	electrică
警察	poliție
警察	politia
警察	poliția
作成	creează
作成	creare
作成	crearea
作成	creatie
作成	creare
作成	create
作成	creată
作成	creata
作成	creat
ガン	pistol
ガン	armă
ガン	arma
予定	programată
予定	programat
予定	programate
予定	planificate
予定	plănuit
予定	planificat
予定	planificată
スター	stea
スター	star
スター	vedeta
スター	steaua
経営	gestionare
経営	conducerea
経営	managementul
経営	gestionarea
経営	management
自由	libertate
自由	libertatea
自由	freedom
自由	libertate
自由	liberty
自由	liberă
自由	liber
自由	liberi
自由	free
自由	gratuit
過去	trecutul
過去	trecut
陸軍	armata
陸軍	armată
陸軍	army
運営	operație
運営	operațiune
運営	operațiunea
運営	operaţiunea
愛知	aichi
表示	vizualizează
表示	vizualizare
表示	vedere
社長	președintele
社長	preşedinte
社長	preşedintele
社長	președinte
社長	presedinte
団体	organizații
団体	organizatii
団体	organizare
団体	organizația
団体	organizație
工業	industriala
工業	industrială
工業	industrial
工業	industriale
通り	street
通り	strada
通り	stradă
外部	extern
外部	externe
外部	externi
外部	externă
外部	exterior
通信	corespondență
通信	corespondenta
通信	comunicare
通信	comunicări
通信	comunicarea
通信	comunicații
通信	comunicări
俳優	actorilor
俳優	actorii
俳優	actori
俳優	actrita
俳優	actriță
俳優	actor
俳優	actorul
スペシャル	specială
スペシャル	speciala
スペシャル	speciale
スペシャル	special
少年	băiat
少年	baiat
病院	spitalul
病院	spital
病院	spitale
病院	spitalele
結婚	căsătorie
結婚	căsătoria
結婚	casatorie
結婚	casatoria
結婚	căsnicie
結婚	căsnicii
結婚	căsătorii
結婚	căsătoriile
個人	personal
個人	personala
個人	personală
個人	personale
個人	individuală
個人	individ
個人	individual
個人	individuale
個人	indivizi
区間	intervalul
区間	interval
銀行	bancar
銀行	bancară
銀行	bancare
銀行	bancă
銀行	banca
銀行	bank
研究所	institut
研究所	institutul
彼女	ea
ニュース	ştiri
ニュース	stiri
ニュース	noutati
ニュース	știri
その他	altele
その他	alte
その他	alți
その他	altele
その他	altii
その他	alții
ソフト	moi
ソフト	moale
文学	literatură
文学	literatura
能力	abilitate
能力	capacitatea
能力	abilitatea
能力	capacitate
なし	niciuna
なし	fara
なし	fără
江戸	edo
学者	savant
国内	domestice
国内	domestic
国内	intern
空港	aeroport
空港	aeroportul
空港	aeroporturi
空港	aeroporturile
ヨーク	york
高速	repede
高速	rapid
高速	rapidă
言語	limbi
言語	limbile
言語	limba
言語	limbă
言語	limbaj
言語	limbajul
設計	proiectare
設計	design
設計	proiectarea
韓国	coreea
リリース	eliberare
リリース	eliberarea
リリース	eliberează
リリース	eliberări
ベスト	vestă
ベスト	vesta
現代	contemporană
現代	contemporane
現代	contemporan
会議	conferința
会議	conferinta
会議	conferință
会議	conferinţa
会議	reuniuni
会議	întruniri
会議	întâlniri
会議	intalniri
会議	intalnire
会議	întâlnirea
会議	întâlnire
バンド	trupă
バンド	trupa
バンド	formație
バンド	formatie
バンド	trupe
追加	adăugare
追加	adaugă
追加	add
追加	adauga
成功	succes
成功	succese
成功	succesul
移動	mută
移動	misca
移動	mutare
移動	mutarea
オリンピック	olimpiadă
オリンピック	olimpiada
国民	națională
国民	national
国民	naţional
国民	nationala
国民	național
国民	națiune
国民	natiune
国民	neam
ファン	fani
ファン	fanii
ファン	ventilatoare
ファン	fanilor
ファン	suporteri
ファン	ventilator
ファン	fana
ファン	fană
ファン	fan
すべて	totul
すべて	toti
すべて	toți
すべて	toate
すべて	tot
山口	yamaguchi
運動	exercițiu
運動	exercitiu
運動	exercitarea
運動	mișcarea
運動	miscarea
運動	mişcare
運動	miscare
運動	mişcarea
運動	mișcare
環境	mediul
環境	mediu
環境	mediile
発足	inaugurare
発足	inaugurarea
大きな	mare
大きな	mari
大きな	big
競技	competitie
競技	concurs
競技	concurență
競技	concurența
会長	preşedinte
会長	președinte
ヨーロッパ	europe
ヨーロッパ	europei
ヨーロッパ	europa
ヨーロッパ	europă
紹介	introducere
紹介	introducerea
紹介	sesizare
紹介	trimitere
形式	formular
形式	formă
形式	forma
形式	formularul
工場	fabricile
工場	uzine
工場	fabrici
工場	fabrică
工場	fabrica
相手	oponent
相手	adversar
相手	adversarul
戦闘	luptă
戦闘	bătălia
戦闘	bătălie
戦闘	combat
労働	muncitoresc
労働	travaliu
事務所	oficiu
事務所	biroul
事務所	oficiul
事務所	birou
限定	limited
限定	limitate
限定	limitat
限定	limitată
データ	date
データ	datele
データ	data
作戦	operație
作戦	operațiune
作戦	operațiunea
作戦	operaţiunea
オリジナル	originalitate
オリジナル	originala
オリジナル	originale
オリジナル	original
オリジナル	originală
オリジナル	originalele
オリジナル	originale
オリジナル	originali
可能性	posibilitati
可能性	posibilități
可能性	posibilitățile
可能性	posibile
可能性	posibil
可能性	posibila
可能性	posibilă
可能性	posibilitate
可能性	posibilitatea
種類	tipul
種類	tastează
種類	tip
種類	tipuri
種類	tipurile
文字	personaj
文字	caracterul
文字	caracter
文字	caractere
文字	caracterele
文字	personajele
文字	personaje
大統領	președintele
大統領	preşedinte
大統領	preşedintele
大統領	președinte
大統領	presedinte
協力	cooperare
協力	cooperarea
指導	orientare
指導	îndrumare
指導	îndrumări
判断	judecată
判断	judecata
判断	judecată
判断	judecata
判断	hotărârea
判断	hotărâre
連邦	federaţiei
連邦	federația
連邦	federatia
ネット	plasa
ネット	net
ネット	netă
ネット	plasă
ネット	fileu
ネット	plase
共和国	republica
共和国	republică
引退	pensionat
引退	pensionar
引退	retras
部門	departamentul
部門	departament
産業	industrie
産業	industria
決勝	finală
決勝	final
決勝	finala
プロデューサー	producători
プロデューサー	producătorii
プロデューサー	producator
プロデューサー	producător
系統	neam
誕生	naștere
誕生	nastere
誕生	naşterea
指揮	comanda
指揮	comandă
レース	rasa
レース	cursa
レース	rasă
レース	race
レース	cursă
レース	curse
レース	dantelă
レース	dantela
静岡	shizuoka
郵便	mail
郵便	posta
郵便	poștă
神奈川	kanagawa
岡山	okayama
埼玉	saitama
項目	înscrieri
項目	intrări
項目	mențiuni
カップ	căni
カップ	cupe
カップ	cupa
カップ	cupă
カップ	ceașcă
ラン	rulează
ラン	fugi
レイ	ray
移転	transfer
移転	transferul
移転	transferă
移転	relocare
ほぼ	aproape
交差点	intersecţia
交差点	intersectie
イベント	evenimentele
イベント	evenimente
イベント	eveniment
イベント	evenimentul
異なる	diferit
異なる	diferite
異なる	diferită
異なる	diferita
神戸	kobe
カー	kerr
出典	sursele
出典	surse
出典	sursă
出典	sursa
関西	kansai
ほとんど	aproape
行動	comportamentul
行動	comportament
行動	purtare
行動	comportamentul
行動	comportament
重要	importante
重要	important
重要	importanta
重要	importantă
プロジェクト	project
プロジェクト	proiectului
プロジェクト	proiectul
プロジェクト	proiect
プロジェクト	proiectele
プロジェクト	proiecte
九州	kyūshū
九州	kyushu
電車	train
電車	trenul
電車	tren
電車	trenurile
電車	trenuri
建築	arhitectura
建築	arhitectură
クラス	clasele
クラス	clase
クラス	cursuri
クラス	clasă
クラス	clasa
導入	introducere
導入	introducerea
アジア	asia
全体	întreg
全体	intreg
タイ	tailanda
タイ	thailanda
タイ	tai
普通	ordinar
普通	obișnuit
普通	ordinare
普通	obișnuită
普通	normale
普通	normală
普通	normal
一人	una
一人	unul
一人	unu
長野	nagano
舞台	etape
舞台	etapele
舞台	etapa
舞台	etapă
舞台	stadiul
スペイン	spania
意見	părere
意見	parere
意見	aviz
意見	opinie
意見	opinii
意見	avize
意見	opiniile
意見	păreri
意見	pareri
発見	descoperind
発見	descopera
発見	descoperă
発見	descopăr
発見	descoperiti
発見	descoperire
発見	descoperiri
発見	descoperirea
発見	discovery
鈴木	suzuki
ローマ	romană
ローマ	roman
ローマ	rome
ローマ	roma
ローマ	rromi
ローマ	romi
ローマ	romii
ローマ	romilor
ローマ	roma
保護	protejarea
保護	proteja
保護	protejeaza
保護	protejează
保護	protecție
保護	protecția
保護	protectie
少女	fată
少女	fata
少女	shōjo
試験	examinarea
試験	examinare
試験	examen
試験	examenul
試験	examenele
試験	examene
多数	multi
多数	mulți
多数	multe
多数	numeroși
多数	numeroase
反対	contra
反対	împotriva
反対	impotriva
反対	împotrivă
反対	opus
反対	opusul
反対	opusă
きく	ets
作家	autori
作家	autorilor
作家	autorii
作家	scriitorul
作家	scriitor
作家	scriitoare
作家	scriitorii
作家	scriitorilor
作家	scriitori
作家	autor
作家	autorul
地球	earth
地球	pămînt
地球	pământul
地球	pământ
地球	pamant
方法	metodă
方法	metoda
特徴	caracteristici
特徴	caracteristicile
特徴	caracteristici
特徴	trăsături
特徴	caracteristica
特徴	caracteristică
特徴	trăsătură
特徴	caracteristica
特徴	caracteristică
特徴	caracteristic
ベース	baza
ベース	bază
ベース	bas
ベース	bass
男性	bărbat
男性	masculin
男性	mascul
男性	barbat
男性	barbatii
男性	bărbați
男性	barbati
男性	bărbat
男性	om
男性	omul
男性	barbat
男性	man
ケース	case
ケース	caz
ケース	cazul
ケース	cazurile
ケース	cazuri
子供	copii
子供	copiii
子供	copii
子供	copiii
子供	copile
子供	copila
子供	copil
子供	copilă
福島	fukushima
大臣	ministru
大臣	ministrul
大臣	miniștri
大臣	miniștrii
オープン	deschis
オープン	deschide
オープン	open
兵庫	hyogo
コーナー	colțul
コーナー	corner
コーナー	colt
コーナー	colț
取締役	director
取締役	regizor
取締役	directori
取締役	regizori
取締役	directorii
人気	popular
人気	populare
人気	populara
人気	populară
人気	popularitatea
人気	popularitate
評価	rating
評価	evaluare
評価	rating
評価	evaluări
評価	ratinguri
評価	ratingurile
評価	evaluarea
評価	evaluare
評価	rată
評価	rata
評価	evaluarea
評価	evaluare
説明	explicatie
説明	explicatia
説明	explicație
説明	explică
説明	explica
説明	descriere
説明	descrierea
装備	echipament
装備	echipamente
装備	echipare
ドル	dolari
ドル	dolarul
ドル	dolar
投票	vot
投票	votez
投票	votează
投票	votati
投票	votez
投票	votare
投票	votul
投票	votarea
雑誌	revista
雑誌	revistă
雑誌	reviste
雑誌	revistele
熊本	kumamoto
グランド	grand
学科	departamentul
学科	departament
学科	departamente
学科	departamentele
専用	dedicată
専用	dedicate
専用	dedicat
登録	registru
登録	înregistrează
登録	inregistrare
登録	înregistrări
登録	înregistrare
登録	inregistrare
佐藤	sato
田中	tanaka
ソン	sơn
ステージ	etape
ステージ	etapele
ステージ	etapa
ステージ	etapă
ステージ	stadiul
沖縄	okinawa
ゲスト	musafir
ゲスト	oaspete
ゲスト	invitat
ゲスト	oaspeti
ゲスト	musafiri
学生	studenti
学生	elevi
学生	studenți
学生	elevii
学生	studentă
学生	elevă
学生	elev
学生	student
周辺	imprejurimi
周辺	împrejurimi
周辺	împrejurimile
周辺	periferie
周辺	periferia
言葉	cuvînt
言葉	word
言葉	cuvant
言葉	cuvânt
言葉	cuvintele
言葉	cuvinte
言葉	vorbe
教会	biserici
教会	bisericile
教会	biserica
教会	biserică
内閣	dulap
内閣	cabinetul
内閣	cabinet
整備	întreținerea
整備	intretinere
整備	întreținere
主張	revendicare
主張	revendică
ロック	blocare
ロック	lacăt
ロック	lock
ロック	piatră
ロック	piatra
ロック	stânca
ロック	stâncă
ロック	rock
事故	accidentul
事故	accident
事故	accidente
事故	accidentele
分類	categoria
分類	categorii
分類	categorie
分類	clasificări
分類	categorii
分類	categoriile
