amanda	amanda
teistsugune	unterschiedliche
teistsugune	unterschiedlich
teistsugune	verschiedene
seksuaalse	sexuell
seksuaalse	sexuellen
seksuaalse	geschlechtsverkehr
seksuaalse	sexueller
seksuaalse	sexuelle
saturn	saturn
loogiliselt	logischerweise
kommunistid	kommunisten
joonis	abbildung
joonis	diagramm
joonis	abbildung
joonis	diagramm
joonis	abbildung
joonis	skizze
joonis	feige
joonis	abb
joonis	feigen
joonis	zeichnen
joonis	zeichnung
inseneri	ingenieurwissenschaften
inseneri	maschinenbau
inseneri	engineering
inseneri	technik
inseneri	ingenieurwesen
inseneri	ingenieur
arvukad	zahlreiche
arvukad	zahlreich
arvukad	zahlreichen
kirjutaja	schriftsteller
kirjutaja	verfasser
kirjutaja	autorin
kirjutaja	schriftstellerin
kirjutaja	schreiber
kaitsmine	schützen
kaitsmine	beschützen
täpsusega	genauigkeit
täpsusega	präzises
täpsusega	präzise
täpsusega	präzision
nägemine	anblick
nägemine	sehvermögen
nägemine	visionen
nägemine	sicht
nägemine	leitbild
nägemine	vision
nägemine	sehvermögen
põhjalik	sorgfältige
põhjalik	sorgfältig
põhjalik	gründlich
põhjalik	eingehend
põhjalik	gründlicher
põhjalik	gründliche
põhjalik	sorgfältig
kaliningradi	königsberg
kaliningradi	kaliningrad
rhône	rhône
konventsiooni	abkommen
konventsiooni	übereinkommen
konventsiooni	konvent
konventsiooni	konvention
pakti	pakt
näitaja	viewer
näitaja	zuschauer
näitaja	betrachter
näitaja	indikator
meel	verstand
meel	mind
meel	geist
bremen	niedersachsen
bremen	bremen
williamsi	williams
kapp	kleiderschrank
kapp	schrank
kapp	schrank
kapp	kabinett
kapp	regierung
sánchez	sánchez
väliselt	extern
väliselt	äußerlich
kuku	falle
kuku	sturz
kuku	fallen
kuku	herbst
kuku	fall
tutvustati	vorgestellt
tutvustati	eingeführt
põhikiri	satzung
põhikiri	satzungen
põhikiri	statuten
põhikiri	statut
põhikiri	gesetze
põhikiri	satzung
põhikiri	satzungen
põhikiri	statuten
cameron	cameron
ulatuslikud	umfangreichen
ulatuslikud	umfangreiche
ulatuslikud	umfassend
ulatuslikud	umfangreiches
ulatuslikud	umfassende
grace	anmut
grace	gnade
grace	grace
thbilisi	tiflis
auk	loch
auk	hole
auk	pit
auk	grube
nižni	nischni
koerad	hunden
koerad	hund
koerad	hunde
võitlejad	kämpfer
võitlejad	kombattanten
võitlejad	fighter
võitlejad	kämpfer
zürich	zürich
morris	morris
kontserdil	konzert
poliitikast	politik
poliitikast	politiker
friuli	friaul
schumacher	schumacher
cis	cis
cis	gus
doyle	doyle
tagasiside	feedback
tagasiside	rückmeldung
kõrvits	kürbis
manfred	manfred
toitainete	nährstoffe
toitainete	nährstoff
toitainete	nährstoffen
toitainete	nährstoffe
caspar	caspar
caspar	kaspar
bobby	bobby
sumeri	sumerische
simone	simone
tenor	tenor
eemaldamine	entfernen
eemaldamine	entfernt
eemaldamine	entfernen
eemaldamine	entferne
eemaldamine	umzug
eemaldamine	entfernung
eemaldamine	entfernen
eemaldamine	beseitigung
ball	ball
ball	kugel
ball	bälle
globaalne	globalen
globaalne	weltweite
globaalne	global
globaalne	globale
globaalne	weltweit
key	taste
key	schlüssel
key	key
tõestatud	belegt
tõestatud	nachgewiesen
tõestatud	bewährte
tõestatud	bewiesen
tõestatud	bewährt
toetajad	unterstützer
toetajad	unterstützer
toetajad	anhänger
toetajad	befürworter
vähk	krebserkrankungen
vähk	krebs
coq	coq
ato	ato
bahama	bahamas
bahama	fidschi
larsson	larsson
kandidatuuri	kandidatur
kandidatuuri	benennung
kandidatuuri	nominiert
kandidatuuri	ernennung
kandidatuuri	nominierung
viola	viola
sept	september
sept	sept
ookean	ozean
ookean	ozeane
ookean	meer
jäljed	schienen
jäljed	gleise
jäljed	stücke
jäljed	titel
jäljed	spuren
jäljed	gebrauchsspuren
jäljed	traces
jäljed	spuren
lyoni	lyon
pravda	prawda
kultuuriline	kultureller
kultuuriline	kulturelle
kultuuriline	kulturell
kultuuriline	kulturellen
kohtumised	treffen
kohtumised	sitzungen
kohtumised	tagungen
kohtumised	versammlungen
vastupidine	umgekehrten
vastupidine	inverse
vastupidine	umgekehrte
vastupidine	umgekehrt
vastupidine	umkehrung
vastupidine	umgekehrter
vastupidine	reverse
vastupidine	umgekehrt
vastupidine	umkehr
vastupidine	umkehren
vastupidine	rückwärts
vastupidine	rückseite
vastupidine	entgegengesetzt
vastupidine	gegenteil
vastupidine	gegenüber
bois	bois
kilp	abschirmung
kilp	schilde
kilp	schild
kilp	schutzschild
miami	miami
sidemeid	verbände
sidemeid	verbände
sidemeid	verband
sidemeid	bandagen
tähelepanuväärne	bemerkenswerten
tähelepanuväärne	bemerkenswerte
tähelepanuväärne	bemerkenswert
tähelepanuväärne	bemerkenswertes
tähelepanuväärne	auffallend
abu	abu
olof	olof
magic	magie
magic	magic
magic	zauberei
magic	zauber
vali	auswählen
vali	wählen
vali	wähle
vali	selektieren
vali	auswählen
vali	auswahl
vali	wählen
vali	wähle
hubble	hubble
osalus	partizipativen
osalus	partizipation
osalus	beteiligung
osalus	teilnahme
osalus	mitwirkung
modifitseeritud	modifizierte
modifitseeritud	abgeändert
modifitseeritud	modifiziert
modifitseeritud	geändert
modifitseeritud	verändert
sigulda	sigulda
gregorio	gregorio
glasgow	schottland
glasgow	glasgow
patricia	patricia
quercus	quercus
vahemaa	abstand
vahemaa	entfernung
vahemaa	distanz
vahemaa	entfernungen
karm	grob
karm	raue
karm	hart
karm	rauen
karm	rau
karm	schwer
karm	hart
karm	schwierig
karm	harte
karm	harten
karm	hart
karm	rauen
karm	harte
seimi	sejm
kauplus	shop
kauplus	geschäft
kauplus	einkaufen
lähemale	enger
lähemale	nähere
lähemale	näher
koore	bellt
koore	bellen
koore	rinde
marja	berry
marja	beeren
sektsioon	sektion
sektsioon	bereich
sektsioon	abschnitt
huvid	interessen
huvid	interesse
huvid	zinssatz
huvid	zinsen
huvid	interessen
huvid	zins
huvid	interesse
mõõk	degen
mõõk	schwert
ensüüm	enzyme
ensüüm	enzym
retseptorid	rezeptoren
retseptorid	rezeptor
retseptorid	rezeptoren
retseptorid	rezeptor
ülemineku	übergänge
ülemineku	übergangsphase
ülemineku	übergang
föderatsioon	vereinigung
föderatsioon	verband
föderatsioon	föderation
pronks	bronze
pronks	bronzemedaille
laager	lager
laager	ferienlager
laager	camp
laager	campingplatz
laager	campingplätze
saatja	transmitter
saatja	sender
saatja	absender
saatja	sender
saatja	versender
price	preisliste
price	preis
sõltuv	abhängig
sõltuv	abhängigen
sõltuv	abhängige
sõltuv	abhängen
tunnistab	erkennt
tunnistab	anerkennt
tunnistab	einräumt
tunnistab	gesteht
tunnistab	läßt
tunnistab	gibt
tunnistab	zugeben
tunnistab	erkennt
tunnistab	anerkennt
index	index
index	inhaltsverzeichnis
index	sachregister
tarbija	endverbraucher
tarbija	verbraucherschutz
tarbija	verbraucher
kolmkümmend	dreißig
kolmkümmend	thirty
mündid	münzen
mündid	münze
vastutus	steuerschuld
vastutus	verantwortung
vastutus	haftpflicht
vastutus	verbindlichkeit
vastutus	haftung
vastutus	pflichten
vastutus	verantwortung
vastutus	verantwortlichkeiten
vastutus	zuständigkeiten
vastutus	verantwortung
vastutus	verantwortlichkeit
apostel	apostel
apostel	gesandter
arusaadav	verstanden
arusaadav	verständlich
arusaadav	nachvollziehbar
arusaadav	verständlichen
arusaadav	verständliche
lõpmatu	unbegrenzt
lõpmatu	endlos
lõpmatu	unendliche
lõpmatu	unendlich
lõpmatu	unendlichen
struve	struve
osatähtsus	lichtstärke
osatähtsus	intensität
osatähtsus	intensitäten
dean	dekan
dean	dean
seisukohad	ansichten
seisukohad	aufrufe
seisukohad	aussicht
seisukohad	meinungen
seisukohad	ansichten
seisukohad	standpunkte
britid	briten
britid	briten
sakslane	deutschen
sakslane	deutscher
sakslane	deutsche
sakslane	deutsch
sergio	sergio
liikuva	mobile
liikuva	mobilfunk
liikuva	beweglich
liikuva	handys
liikuva	mobil
liikuva	mobilgeräte
põõsas	bush
põõsas	gebüsch
põõsas	bushs
põõsas	busch
põõsas	strauch
mozart	mozarts
mozart	mozart
puudel	pudel
presley	presley
karlova	karlova
mehitatud	bemannte
mehitatud	besetzt
raad	raad
vaidlused	streitsachen
vaidlused	rechtsstreitigkeiten
vaidlused	streit
vaidlused	streitigkeiten
vaidlused	streitfälle
lugemine	read
lugemine	lies
lugemine	lesen
lugemine	gelesen
lugemine	lese
lugemine	lektüre
lugemine	lesung
lugemine	lesen
lugemine	lese
vertikaalselt	senkrecht
vertikaalselt	vertikal
henning	henning
parimat	besten
parimat	schönste
parimat	bestes
parimat	best
parimat	beste
marin	marin
marin	marín
alonso	alonso
peidetud	verborgene
peidetud	versteckte
peidetud	verborgen
peidetud	ausgeblendet
peidetud	versteckt
dünaamika	dynamik
dünaamika	dynamischen
dünaamika	dynamischer
dünaamika	dynamik
dünaamika	dynamische
dünaamika	dynamisch
domeeni	domäne
domeeni	domain
domeeni	bereich
domeeni	domänen
muhammad	muhammad
muhammad	mohammed
edukad	erfolgreich
edukad	erfolgreichen
edukad	erfolgreiche
tutvustab	stellt
kinnine	abgeschlossen
kinnine	geschlossene
kinnine	geschlossen
federico	federico
lászló	lászló
kirjuta	schreiben
kirjuta	schreibe
kirjuta	verfassen
kirjuta	schreib
tüüringi	thüringen
täpsus	pünktlichkeit
täpsus	genauigkeit
täpsus	präzises
täpsus	präzise
täpsus	präzision
täpsus	genauigkeit
täpsus	richtigkeit
täpsus	korrektheit
täpsus	präzision
kombinatsioon	kombi
kombinatsioon	kombinationen
kombinatsioon	kombination
christie	christie
üliõpilane	schüler
üliõpilane	studentin
üliõpilane	studenten
üliõpilane	kursteilnehmer
üliõpilane	studierende
hapnikku	sauerstoff
vöö	gürtel
vöö	gurt
vöö	riemen
vöö	belt
maalitud	gemalt
maalitud	gestrichen
maalitud	malte
maalitud	bemalt
maalitud	lackiert
arizona	arizona
komi	komi
segatud	mixed
segatud	gemischte
segatud	gemischtes
segatud	gemischt
segatud	gemischten
segatud	gemischt
segatud	vermischt
kadi	kadi
valley	tal
valley	valley
juhani	juhani
armin	armin
tunnis	stündliche
tunnis	stunden
tunnis	stündlich
tunnis	stunde
mars	mars
vennaskonna	bruderschaft
vennaskonna	brüderlichkeit
väljuvad	ausgehende
väljuvad	ausgang
väljuvad	ausgehenden
kõrgused	höhen
kõrgused	höhe
kõrgused	heights
lõigatud	ausschneiden
lõigatud	schnitt
lõigatud	cut
lõigatud	schneiden
lõigatud	abschneiden
põhjendatud	belegt
põhjendatud	begründet
põhjendatud	begründete
põhjendatud	begründeter
põhjendatud	gerechtfertigt
põhjendatud	berechtigt
epitsenter	epizentrum
epitsenter	epizentrum
samoa	samoanischer
samoa	samoa
seksuaalne	sexuell
seksuaalne	sexuellen
seksuaalne	geschlechtsverkehr
seksuaalne	sexueller
seksuaalne	sexuelle
juurdepääs	zufahrt
juurdepääs	zugang
juurdepääs	zugriff
juurdepääs	zutritt
juurdepääs	zugang
juurdepääs	zugänglichkeit
juurdepääs	erreichbarkeit
juurdepääs	barrierefreiheit
igavene	ewig
igavene	ewigen
igavene	ewige
igavene	ewiges
igavene	ewiger
ootamatu	unerwarteten
ootamatu	unerwartet
ootamatu	unerwarteter
ootamatu	unerwartete
ootamatu	unerwartetes
bayern	bayern
rääkides	sprechen
rääkides	sprechend
rääkides	spricht
madu	schlange
madu	snake
madu	schlangen
madu	schlange
madu	schlangen
tükk	stück
tasakaal	waage
tasakaal	bilanz
tasakaal	balance
tasakaal	gleichgewicht
tasakaal	ausgewogenheit
tasakaal	gleichgewicht
mateeria	angelegenheit
mateeria	materie
ühised	gemeinsamen
ühised	häufig
ühised	allgemein
ühised	gemeinsames
ühised	gemeinsame
olend	kreatur
olend	kreaturen
olend	geschöpf
olend	wesen
neutraalne	leerlauf
neutraalne	neutralen
neutraalne	neutral
neutraalne	neutrale
neutraalne	neutraler
inspiratsiooni	anregungen
inspiratsiooni	inspirieren
inspiratsiooni	inspiration
discovery	entdecken
discovery	entdeckungen
discovery	entdeckungsreise
discovery	entdeckung
discovery	discovery
omavalitsused	gemeinden
omavalitsused	gemeinde
petri	petri
sööt	feed
sööt	füttern
sööt	futter
sööt	futtermittel
sööt	köder
piero	piero
tüür	ruder
liitrit	litern
liitrit	liter
liitrit	litre
liitrit	liter
mootorid	motors
mootorid	elektromotoren
mootorid	motoren
mootorid	antrieb
mootorid	triebwerke
mootorid	motoren
läbipaistev	durchsichtig
läbipaistev	durchscheinende
läbipaistev	transparenz
läbipaistev	transparente
läbipaistev	transparent
läbipaistev	transparenten
läbipaistev	durchsichtig
potentsiaali	mögliche
potentsiaali	potential
potentsiaali	potentielle
potentsiaali	potenzial
leslie	leslie
keiserlik	kaiserlichen
keiserlik	kaiserreich
keiserlik	kaiserlich
keiserlik	kaiserliche
keiserlik	imperial
lineaarne	linearen
lineaarne	lineare
lineaarne	linear
lineaarne	linearer
illustratsioonid	illustrationen
illustratsioonid	abbildungen
illustratsioonid	darstellungen
traadita	wireless
traadita	drahtlose
traadita	drahtlosen
traadita	wlan
muda	schlamm
muda	klärschlamm
muda	dreck
muda	schlamm
mõõtmine	vermessung
mõõtmine	messen
mõõtmine	vermessen
mõõtmine	messgeräte
mõõtmine	messung
mõõtmine	messungen
mõõtmine	messwerte
mõõtmine	maße
mõõtmine	vermessung
mõõtmine	messen
mõõtmine	messtechnik
mõõtmine	maßeinheit
mõõtmine	messung
krull	krull
lõhna	geruch
lõhna	rieche
lõhna	riechen
lõhna	duft
lõhna	düfte
lõhna	parfüm
lõhna	duft
õnnetus	unfall
õnnetus	zufall
õnnetus	unfallversicherung
suurused	größe
suurused	grösse
suurused	größen
suurused	maße
suurused	grössen
kommunismi	kommunismus
babüloonia	babylonischen
semper	semper
tragöödia	tragödien
tragöödia	tragödie
tragöödia	tragisch
meeli	spürt
meeli	sinnen
meeli	sinne
meeli	besinnung
eeldused	voraussetzung
eeldused	voraussetzungen
eeldused	bedingungen
eeldused	grundvoraussetzungen
eeldused	vermutung
eeldused	hypothesen
eeldused	annahmen
eeldused	vermutungen
václav	václav
valdkond	domäne
valdkond	domain
valdkond	bereich
valdkond	domänen
valdkond	gebiet
valdkond	bereich
valdkond	fläche
konkurentsi	wettkampf
konkurentsi	wettbewerb
vulgaris	vulgaris
vicente	vicente
liu	liu
johansson	johansson
jälgib	monitore
jälgib	bildschirme
jälgib	beobachter
jälgib	überwacht
marge	marge
stein	stein
pen	pen
pen	kugelschreiber
pen	stift
pen	feder
arendab	entwickelt
germain	germain
kommentaar	kommentieren
kommentaar	anmerkung
kommentaar	bemerkung
kommentaar	kommentare
kommentaar	kommentar
sean	sean
shanghai	shanghai
armastaja	geliebter
armastaja	geliebte
armastaja	liebhaber
armastaja	lover
orange	orange
orange	orangensaft
orange	orangen
sõnaraamat	wörterbuch
tuld	feuer
tuld	brandschutz
tuld	fire
tuld	feuerwehr
tuld	brände
viimasena	letzte
viimasena	letzter
viimasena	letzten
viimasena	letztes
viimasena	zuletzt
ilmaliku	weltliche
ilmaliku	säkularen
ilmaliku	weltlichen
odavam	billigste
odavam	günstigste
odavam	billigsten
odavam	günstigsten
odavam	günstiger
odavam	kostengünstiger
odavam	günstigere
odavam	billigere
odavam	billiger
edge	rand
edge	kante
edge	edge
edge	kanten
kiili	libelle
individuaalne	individuelle
individuaalne	einzelnen
individuaalne	einzelperson
individuaalne	einzel
individuaalne	individuell
individuaalne	individuum
myspace	myspace
robot	roboter
robot	robot
geneetiliselt	gentechnisch
geneetiliselt	genetisch
pilv	cloud
pilv	wolken
pilv	wolke
autosid	autos
autosid	fahrzeuge
autosid	kraftfahrzeuge
autosid	pkw
autosid	pkws
litsents	führerschein
litsents	lizenz
litsents	konzession
litsents	lizenzen
litsents	fahrerlaubnis
litsents	führerschein
litsents	lizenz
litsents	konzession
litsents	lizenzen
kristlus	christentum
java	java
opel	opel
esinemise	ereignis
esinemise	auftreten
esinemise	vorkommen
nero	nero
pakkumise	ausschreibung
pakkumise	zärtlich
säilitab	bewahrt
säilitab	konserven
säilitab	konserviert
säilitab	behält
säilitab	behält
säilitab	unterhält
thorpe	thorpe
mir	mir
konsul	konsul
allavoolu	flussabwärts
allavoolu	nachgelagerten
allavoolu	nachgeschalteten
rõõm	vergnügen
rõõm	freude
rõõm	genuss
rõõm	joy
rõõm	lebensfreude
rõõm	freude
olümpia	olympia
olümpia	olympic
olümpia	olympische
olümpia	olympischen
dünaamiline	dynamischen
dünaamiline	dynamischer
dünaamiline	dynamik
dünaamiline	dynamische
dünaamiline	dynamisch
owen	owen
järg	fortsetzung
seen	pilz
seen	pilze
thor	thors
thor	thor
agentuuri	agentur
agentuuri	reisebüro
sang	sang
sang	gesungen
sang	sangen
terav	scharf
terav	scharfe
terav	sharp
foorum	diskussionsforum
foorum	forum
luuletus	gedicht
õpetab	lehrt
õpetab	unterrichtet
väidetud	beansprucht
väidetud	beanspruchte
väidetud	behauptete
väidetud	behauptet
väidetud	geltend
orto	ortho
traditsioonilised	traditionellen
traditsioonilised	traditionelle
traditsioonilised	traditionell
traditsioonilised	traditioneller
traditsioonilised	traditionelles
sõnumid	botschaften
sõnumid	mitteilungen
sõnumid	meldungen
sõnumid	nachrichten
timothy	timothy
cat	katze
cat	kater
cat	katzen
cat	cat
kajastab	widerspiegelt
kajastab	reflektiert
kajastab	spiegelt
gnu	gnu
faktid	fakten
faktid	sachverhalt
täpsed	zutreffend
täpsed	korrekt
täpsed	präzise
täpsed	genaue
pete	pete
diameeter	durchmesser
gloria	gloria
kursused	kurse
kursused	sprachkurse
kursused	golfplätze
suomen	suomen
constantin	constantin
horisontaalselt	horizontal
horisontaalselt	waagerecht
suurenemine	zunahme
suurenemine	vergrößern
suurenemine	erhöhen
suurenemine	erhöhung
suurenemine	steigerung
triinu	ella
léon	léon
strauss	strauß
strauss	strauss
institutsioonid	organe
institutsioonid	einrichtungen
institutsioonid	institutionen
institutsioonid	hochschulen
romantiline	romantischen
romantiline	romantische
romantiline	romantisches
romantiline	romantik
romantiline	romantisch
uhke	stolzer
uhke	stolze
uhke	stolz
uhke	stolzen
uhke	schicken
uhke	lust
uhke	schick
uhke	schicke
kirjutades	eingabe
kirjutades	tippen
haruldased	seltener
haruldased	selten
haruldased	seltenes
haruldased	seltene
haruldased	seltenheit
vista	vista
kohvi	kaffee
kohvi	kaffeemaschine
kohvi	kaffe
kohvi	kaffees
marianne	marianne
tegija	macher
tegija	schöpfer
tegija	maker
jeemeni	jemen
jeemeni	weißrussland
jeemeni	jemenitische
jeemeni	jemen
omar	omar
pinnas	erde
pinnas	böden
pinnas	bodens
pinnas	boden
pinnas	erdboden
kodakondsus	staatsbürgerschaft
kodakondsus	nationalität
kodakondsus	staatsangehörigkeit
kodakondsus	bürgerrechte
kodakondsus	bürgerschaft
kodakondsus	staatsbürgerschaft
kodakondsus	staatsangehörigkeit
ajavahemik	zeit
ajavahemik	zeitraum
ajavahemik	periode
ajavahemik	zeitabschnitt
giulio	giulio
standardid	normen
standardid	standards
albumid	alben
albumid	albums
pühendunud	gewidmet
pühendunud	widmete
pühendunud	widmet
pühendunud	engagiert
pühendunud	engagierten
pühendunud	gewidmet
pühendunud	widmen
pühendunud	widmet
pühendunud	geweiht
pühendunud	verpflichtet
pühendunud	gebunden
pühendunud	engagiert
pühendunud	begangen
tselluloosi	zellstoff
tselluloosi	cellulose
liigitada	einstufung
liigitada	klassifizierung
liigitada	einordnen
liigitada	klassifizieren
tasapisi	langsam
romano	romano
resolutsioon	auflösung
resolutsioon	entschließung
andrzej	andrzej
philadelphia	philadelphia
oulu	oulu
mürgine	toxische
mürgine	toxizität
mürgine	toxisch
mürgine	giftig
mürgine	giftige
mürgine	giftig
mürgine	giftiger
mürgine	giftige
mürgine	giftigen
mürgine	giftige
mürgine	giftig
mürgine	giftigen
väärt	lohnt
väärt	lohnen
väärt	worth
väärt	wert
tapmine	schlachten
tapmine	schlachtung
tapmine	schlachten
tapmine	schlachtung
tapmine	gemetzel
tapmine	töten
tapmine	tötung
esa	esa
read	datensätze
read	zeilen
read	zeile
read	reihen
read	linien
read	zeilen
read	lines
read	leitungen
michele	michele
korsika	korsischen
korsika	korsika
kaksteist	twelve
kaksteist	zwölf
histoloogia	histologie
ekspert	fachmann
ekspert	experten
ekspert	experte
ekspert	sachverständiger
ekspert	sachverständige
ökoloogiline	ökologisches
ökoloogiline	ökologisch
ökoloogiline	ökologischen
ökoloogiline	ökologische
sool	salzen
sool	salz
sool	salt
sool	salze
sool	salzwasser
jung	jung
müük	vertrieb
müük	verkäufe
müük	verkauf
müük	umsatz
müük	umsätze
müük	verkauf
müük	sale
vähendamine	verringerung
vähendamine	ermäßigung
vähendamine	reduktion
vähendamine	reduzierung
vähendamine	kürzung
vähendamine	reduzieren
smithi	schmied
smithi	schmidt
smithi	smith
smithi	smiths
smart	schlau
smart	clever
smart	intelligent
smart	klug
smart	smart
loobunud	verzichtete
viljakas	fruchtbare
viljakas	fruchtbaren
viljakas	fruchtbar
viljakas	fruchtbar
viljakas	produktiv
viljakas	fruchtbare
viljakas	fruchtbar
hell	sanfte
hell	behutsam
hell	zärtlich
hell	sanft
hell	sanften
kokkupõrge	impact
kokkupõrge	auswirkung
kokkupõrge	wirkung
kokkupõrge	auswirkungen
kokkupõrge	einfluss
kokkupõrge	aufprall
kokkupõrge	kollision
kokkupõrge	kollisionen
kokkupõrge	zusammenstoß
paber	papierindustrie
paber	papier
paber	zeitung
alasti	nackte
alasti	nackten
alasti	nackt
alasti	nackte
alasti	fkk
alasti	nackten
alasti	nackt
alasti	akt
sammas	kolumne
sammas	spalte
sammas	säule
sammas	kolonne
sammas	pfeiler
sammas	stütze
sammas	säule
mitt	mitt
mitt	handschuh
maatriks	matrizen
maatriks	matrix
neljandaks	viertens
neljandaks	vierter
neljandaks	vierte
neljandaks	viertens
neljandaks	vierten
neljandaks	viertes
parameeter	parametern
parameeter	parameter
žanr	genre
žanr	genres
stella	stella
oskuste	fertigkeiten
oskuste	geschick
oskuste	geschicklichkeit
oskuste	fähigkeiten
edutult	erfolglos
otsustanud	beschlossen
otsustanud	entschieden
otsustanud	entschied
otsustanud	entschlossen
sinised	blaue
sinised	blue
sinised	blau
sinised	blauen
schultz	schultz
lapselaps	enkelin
lapselaps	enkelin
lapselaps	enkelkind
lapselaps	enkel
lapselaps	enkel
wales	wales
wales	schottland
elbe	elbe
kogemata	unbeabsichtigt
kogemata	versehentlich
uuem	neuer
uuem	neuerer
uuem	neuere
uuem	neueren
hani	gans
hani	gänse
hani	hani
hani	han
rex	rex
territoriaalne	territorialen
territoriaalne	territoriale
territoriaalne	territorial
territoriaalne	territorialer
territoriaalne	räumlicher
jeffersoni	jefferson
bengali	bengalen
harrison	harrison
maia	maia
mehaanilise	mechanisch
ümbritsev	umliegenden
ümbritsev	umgebung
chicagos	chicago
turba	torf
hävitatud	vernichteten
hävitatud	zerstört
hävitatud	zerstörte
hävitatud	vernichtet
hävitatud	ausgerottet
hävitatud	vernichtet
karistuse	pein
karistuse	bestrafung
karistuse	strafe
liigitus	einstufung
liigitus	klassifizierung
liigitus	klassifikation
hävitamine	zerstöre
hävitamine	vernichten
hävitamine	vernichtet
hävitamine	zerstören
hävitamine	zerstörung
hävitamine	verwüstung
hävitamine	vernichten
hävitamine	zerstören
hävitamine	vernichtung
korrus	fußboden
korrus	stockwerk
korrus	boden
korrus	etage
korrus	geschoss
