giro	بینکوں
tekućih	جاری
tekućih	رواں
zdrava	ہمدردانہ.
zdrava	مددگار
nepravde	نامنصفی.
subjekat	(بعدہ
subjekat	لاش.
devijacija	معینہ
brigadni	بریگیڈیئر
tranziciji	عبور
tender	معذرت
tender	گداز
tender	خیال
tender	بودا
tender	ٹینڈر
tender	پیشکش
tender	رکھوالا
tender	مانوس
tender	کچّی
tender	کمزور.
tender	نگراں.
tender	معذرت
tender	گداز
tender	خیال
tender	بودا
tender	ٹینڈر
tender	نازک
tender	پیشکش
tender	رکھوالا
tender	مانوس
tender	کچّی
tender	کمزور.
tender	نگراں.
dijalektika	جدلیت
oštrog	ترش
oštrog	اچانک
oštrog	کائیاں
oštrog	اشتہا)
oštrog	چنٹ.
oštrog	نکیلا.
oštrog	عیار
oštrog	طاقتور.
oštrog	معاً
oštrog	سیدھے
oštrog	چالاک
oštrog	سخت
oštrog	سڈول
oštrog	ڈھالو
oštrog	ترش
oštrog	اچانک
oštrog	کائیاں
oštrog	اشتہا)
oštrog	چنٹ.
oštrog	نکیلا.
oštrog	عیار
oštrog	تیز
oštrog	طاقتور.
oštrog	معاً
oštrog	سیدھے
oštrog	چالاک
oštrog	سخت
oštrog	سڈول
oštrog	ڈھالو
oštrog	ذکی
folikula	آبلہ.
folikula	پھکنا
padobran	چھتری.
padobran	پیراشوٹ
trase	تانا
trase	چھان-
trase	فشار
trase	دبنے
trase	کھینچا
trase	تانا
trase	چھان-
trase	فشار
trase	دبنے
trase	کھینچا
trase	تننا
kari	سنوارنا.
kari	کوٹنا-
kari	چھڑنا
foton	ضیائیہ.
alergija	اکراہ
alergija	تنفر
alergija	چڑ.
alergija	بدمزگی
štetan	مضر
genetičara	باطمینان
seksualnost	جنسیت
prljavi	کمینہ
prljavi	رکیک
prljavi	میلا
prljavi	مبتذل
prljavi	ناپسندیدہ
prljavi	ذلیل
prljavi	مکروہ
prljavi	ناصاف
prljavi	دُھندلا
prljavi	جھّکڑی
prljavi	فحش
prljavi	مٹیالا
prljavi	کمینہ
prljavi	رکیک
prljavi	میلا
prljavi	مبتذل
prljavi	ناپسندیدہ
prljavi	ذلیل
prljavi	مکروہ
prljavi	ناصاف
prljavi	دُھندلا
prljavi	جھّکڑی
prljavi	فحش
prljavi	گندا
prljavi	ناپاک
prljavi	مٹیالا
collapsible	ٹوٹنے
klasificirane	معلومات)
reviziju	اعادہ
ivy	لبلاب
lucky	چست
lucky	مناسب
lucky	درست
lucky	سعد
lucky	موافق.
lucky	بھاگوان
lucky	چست
lucky	مناسب
lucky	درست
lucky	سعد
lucky	موافق.
materijalizam	مادّیت
kastel	حویلی
uložiti	اوڑھنا
uložiti	پہننا.
crusader	جنگجو
kupac	گاہک.
kupac	مشتری
kupac	گاہک.
kupac	خریدار
kupac	مشتری
fudge	بکواس.
opredjeljenje	عہد
opredjeljenje	اقرار.
kastor	چھڑکنے
trajnu	جاری.
trajnu	مستقل
trajnu	پائیدار.
trajnu	رواں
diskretna	مجرّد
pohvala	توصیف
pohvala	تعریف
pohvala	توصیف
pohvala	سراہنا
poslednja	سابقہ
poslednja	واحد
poslednja	سابقہ
poslednja	اخیر
poslednja	واحد
intenzivan	پُرزور
intenzivan	قوی
intenzivan	(جذبہ
intenzivan	حسّاس
intenzivan	پُرزور
intenzivan	قوی
intenzivan	شدید
intenzivan	(جذبہ
intenzivan	حسّاس
bent	سعد
bent	مجرمانہ.
bent	رجحان
bent	میلان.
splav	کلک.
splav	مجمع.
splav	(بعدہ
drevno	قدیم
weaver	جلاہا
pisar	منشی
pisar	فقیہہ.
zadovoljavajući	شافی
zadovoljavajući	کافی
vizuelni	عینی.
vizuelni	بصری
vizuelni	عینی.
vizuelni	نظری
exit	برآمدگی
exit	اخراج
exit	مرنا.
exit	وفات.
granit	ابرک
granit	راسخ
granit	پکّا
granit	مضبوط
granit	ارادہ
amplitude	چوڑائی
amplitude	وفور.
amplitude	کشادگی
monoteizam	وحدانیت
monoteizam	توحید
dent	گہرا
dent	پچکن
dent	دندانہ.
borak	بنانا
štednje	سختی
praksom	رواج
praksom	معمول
praksom	رواج
apstraktna	ظنی
apstraktna	تجریدی
apstraktna	بھٹکانا
apstraktna	خلاصہ
apstraktna	خیالی
apstraktna	دھیان)
apstraktna	مبذول
apstraktna	ظنی
apstraktna	تجریدی
apstraktna	بھٹکانا
apstraktna	خلاصہ
apstraktna	تلخیص
apstraktna	خیالی
apstraktna	دھیان)
apstraktna	مبذول
galski	آئرستان
guru	استاد
tele	پنڈلی
tele	کٹڑی.
tele	ساق
hind	ہرنی
hind	گنوار
hind	بانگڑو.
hind	دیہاتی
bil	تبر
bil	پوسٹر
bil	راس
bil	نازک
obrazovana	نستعلیق
obrazovana	شائستہ
habitus	لت
habitus	پوشاک.
habitus	لت
habitus	عادت
habitus	پوشاک.
planetarne	دنیوی.
planetarne	ارضی
planetarne	زمینی
sfinga	ببون
sfinga	عجیب
škorpija	بچھو
takmičarski	مسابقتی
interpolacija	الحاق
interpolacija	تحریف
optičko	بصری.
popunjavaju	بافت
popunjavaju	مال
popunjavaju	مسالہ
popunjavaju	گڑھا
štitna	سپری
blagog	کمزور
blagog	نحیف.
blagog	بودا
adagio	دھیمی
dial	ملایا)
alkaloid	کونین.
balon	غبارہ.
federalno	وفاق
sporni	جھگڑا
sporni	نزاع
ogrtač	عبا
ogrtač	چغہ
vagus	عشریہ
načiniti	نافذ
načiniti	پکانا
načiniti	سمجھنا
načiniti	پیسنا.
načiniti	عائد
načiniti	اصلیت
načiniti	مارکہ
načiniti	(رقم
načiniti	شناخت
načiniti	قانون
načiniti	اعزاز
načiniti	نافذ
načiniti	پکانا
načiniti	وضع
načiniti	سمجھنا
načiniti	پیسنا.
načiniti	عائد
načiniti	اصلیت
načiniti	مارکہ
načiniti	(رقم
načiniti	شناخت
načiniti	قانون
načiniti	بنانا
načiniti	اعزاز
mujezin	موذّن.
citoplazma	خلومایہ
izmet	گوبر
optužba	قیمت
optužba	بار
optužba	سپردگی
optužba	بساہونا
optužba	فرض
optužba	امر
optužba	حکم
optužba	ہدایت
optužba	بوجھ
uništavanju	تکلّف
sveukupna	جُملہ
sveukupna	ڈانگری.
sveukupna	عمومی
optužnici	مواخذہ
identifikaciji	تاڑنا
identifikaciji	تاڑنا
identifikaciji	پہچاننا
konvenciju	رسم.
konvenciju	ریت
šerijat	شریعت.
perm	تالیف
perm	ترتیب
magarac	بیوقوف.
obilja	فراوانی.
obilja	دولت
obilja	فراخی.
obilja	بہتات
obilja	فراوانی.
obilja	دولت
obilja	فراخی.
obilja	بہتات
obilja	کثرت
dal	دال
yarra	تُلا
yarra	چکرانا
yarra	مڑنا.
yarra	گھومنا
yarra	موڑنا
yarra	تُلا
yarra	چکرانا
yarra	مڑنا.
yarra	گھومنا
kor	اچنبھے
direkcija	نظامت
ozbiljnost	متانت
ozbiljnost	سنجیدگی
zovem	روزگار.
zovem	مصروفیت
zovem	روزگار.
zovem	پیشہ
zovem	مصروفیت
tati	ابّا.
tati	باپ
uredno	وافر
uredno	معقول
uredno	درستی
uredno	منظم.
uredno	مرتّب
proučiti	شعوری
proučiti	سنبھالنا.
proučiti	تحقیق
proučiti	(بعدہ
proučiti	مطالعہ
proučiti	مصنوعی
proučiti	شعوری
proučiti	سنبھالنا.
proučiti	تحقیق
proučiti	(بعدہ
proučiti	مطالعہ
proučiti	پڑھائی
proučiti	مصنوعی
zamjenice	their
zamjenice	this
bondu	تعلق
bondu	چپکنا
bondu	چپکن
bondu	تھامنا.
bondu	معاہدہ
bondu	جوڑنا.
bondu	الصاق.
cub	ریچھ
cub	لومڑی
cub	(‎cubbed
père	بڑے
paprat	سرخس
lisp	تتلانا.
lisp	تُتُلاہٹ
aplikativni	لگانا
aplikativni	توجہ
aplikativni	محنت
aplikativni	لگانا
aplikativni	توجہ
aplikativni	درخواست
aplikativni	محنت
vođstvo	پہل
vođstvo	قیادت
osude	ایمان
osude	عقیدہ
osude	مذمت
osude	ملامت
nadir	انحطاط
nadir	زوال
nadir	پاتال.
marsh	گِلابہ.
skinner	سلاّخ.
tablet	تختہ
tablet	قرص
tablet	لوح.
nehrđajući	کھری.
excel	ممتاز
svijeće	شمع.
sic	یونہی)
nepravdu	نامنصفی.
trgovanje	کاروبار
tandem	تپّیا.
jogurt	رائب.
jogurt	رائب.
jogurt	دہی
komunalne	سودمند.
komunalne	سراسرعملی
komunalne	افادیت
masnoća	تیلیا
masnoća	قلیل
masnoća	روغنی
masnoća	چرب.
masnoća	چربیلا.
masnoća	زرخیز
masnoća	چکنا
masnoća	فراواں
masnoća	مقتدر
masnoća	موٹا
masnoća	تیلیا
masnoća	قلیل
masnoća	روغنی
masnoća	چرب.
masnoća	فربہ
masnoća	چربیلا.
masnoća	زرخیز
masnoća	چکنا
masnoća	فراواں
masnoća	مقتدر
masnoća	چربی
približavanja	ارتکاز
približavanja	مصالحت
phi	ϕ)
tiha	معلومات
tiha	خاموش
tiha	معلومات
heraldika	تقریبات
heraldika	ٹھسّا.
heraldika	تشریفات
obilne	فراواں
obilne	کثیر
harmonija	اتفاق.
harmonija	آہنگ
harmonija	اتفاق.
prevaru	مکاّری
prevaru	نقلی
prevaru	جھوٹا
napuštene	آزادانہ
napuštene	لاابالی
zdravi	ہمدردانہ.
zdravi	مددگار
temperament	مزاج
pristupanje	پانا
pristupanje	ادخال.
pristupanje	رسائی
mudra	انداز
mudra	ذکی.
mudra	طور
mudra	طرح
mudra	عاقلانہ
mudra	درجہ.
mudra	مستعد
mudra	انداز
mudra	فہیم
mudra	ذکی.
mudra	طور
mudra	طرح
mudra	عاقلانہ
mudra	درجہ.
mudra	مستعد
navigator	بحریمحقق.
difuzna	طولانی
difuzna	(روشنی
difuzna	منفوذ
difuzna	منتشر
difuzna	(نثر
vijak	موڑنا
vijak	کسنا.
vijak	جوڑنا.
vijak	کمینہ
laptop	دستی
laptop	ہلکا
tatar	جھگڑالو
tatar	حضر
monomer	دہرے
ruralne	مضافاتی
ruralne	دیہاتی
ruralne	دیہی
ruralne	مضافاتی
korintski	عیّاش
bezbjednost	تحفظ
bezbjednost	بچاؤ
bezbjednost	آلہ
tunica	۴
relevantnim	متعلق
relevantnim	برمحل.
dyer	رنگریز
trajnog	جاری.
trajnog	مستقل
trajnog	پائیدار.
trajnog	رواں
forte	خوبی
kabriolet	(الفاظ
neformalni	معمولی
senzorni	حسّی.
meteorološka	موسمیاتی
holanđanin	جرمن.
holanđanin	ولندیزی.
koktel	ملغوبہ
koktel	مخلوطہ.
poništenje	پلٹا
poništenje	تقلیب
poništenje	انہدام
poništenje	منسوخی
poništenje	انہدام
minber	منبر
redovnom	منظم
redovnom	مستقل
redovnom	ثقہ
redovnom	منضبط.
redovnom	مربوط
redovnom	مثالی-
redovnom	ہموار-
redovnom	مکمل
amour	معاشقہ
umoran	پرانا
riboflavin	کلیجی
respiratorni	تنفسی
obojen	رنگدار
obojen	رنگدار
obojen	رنگین
liege	رعیّت.
liege	سرکار.
cod	دھوکا
cod	بکواس.
cod	نقالی
cod	مضحک
cod	لغو
cod	فریب.
cod	تحریف.
cod	نقل
četverougao	چوکور.
fikcija	اختراع
fikcija	بیان
fikcija	افسانہ
fikcija	ایجاد
magnetizma	جاذبیت
magnetizma	کشِش
senzor	محاس
skalar	غیرسمتی
skalar	میزانی
skalar	عددی
molekularnu	سالمی
dive	چھلانگ
dive	بٹوے
dive	ڈبکی
dive	چھلانگ
dive	بٹوے
dive	غوطہ
dive	ڈبکی
doe	ہرنی
dramatičan	اچانک
dramatičan	معنوی.
dramatičan	ڈرامائی.
hroničnih	پرانا
hroničnih	دیرینہ
hroničnih	عادی
vakuola	خالیہ
langur	لنگور
mamma	امی.
mamma	تھن
mamma	چھاتی
mamma	پستان
česme	soda-fountain
česme	تیل
česme	منبع
česme	soda-fountain
česme	تیل
katabolizam	تفرق
sole	اکیلا
sole	تلوا
sole	ہل
sole	جوتے
predlog	قول.
predlog	بیان
predlog	مخالف
predlog	قول.
predlog	بیان
predlog	مخالف
predlog	مسئلہ
claret	خون
juče	دیروز.
nacrtu	ٹکڑی
papiga	نقلچی
papiga	گھونٹنا
papiga	نقال
papiga	بھانڈ.
papiga	رٹنا
premium	انعام
premium	عطیہ.
partnerstvu	شراکت
partnerstvu	ساجھا
partnerstvu	شراکت
romb	معین
avanturu	خطرے
bright	روشن
bright	ہوشیار
bright	فطین
bright	طباع
bright	ذہین
bright	چونچال
bright	منور
barok	بھڑکیلا
usvojiti	اپنانا
usvojiti	گودلینا.
usvojiti	(رپورٹ
fink	مخبر
posjedovanja	عملداری.
posjedovanja	جائیداد
posjedovanja	ملکیت.
posjedovanja	دولت
posjedovanja	اثاثہ
posjedovanja	تصرّف
posjedovanja	عملداری.
posjedovanja	قبضہ
posjedovanja	جائیداد
posjedovanja	ملکیت.
posjedovanja	دولت
posjedovanja	اثاثہ
posjedovanja	تصرّف
kamenolom	ہدف
kamenolom	شکار.
pal	ساتھی
pal	یار
pal	ہمکار.
pal	دوست
pal	ساتھی
pal	یار
pal	ہمکار.
nametne	فرض
nametne	جمانا.
ponosni	مفتخر.
ponosni	مسرور
ponosni	مطمئن.
ponosni	شاندار
vizuelna	عینی.
vizuelna	بصری
vizuelna	عینی.
vizuelna	نظری
struma	غوتر.
struma	گھینگا
struma	غوتر.
anarhizam	فوضیت.
damn	بددعا.
jie	پانا
jie	شاہد
jie	ناظر
jie	سوچنا
jie	ملنا
patologija	امراضیات
zaslužuju	لائق
stimulaciju	تحرک
stimulaciju	اُکساہٹ
mango	انبہ.
mango	انبہ.
mango	آم
hava	شام.
definisanu	واضح
definisanu	صاف
prijelaznog	عبوری
prijelaznog	عارضی
iracionalan	محال
prosperiteta	کامیابی.
prosperiteta	خوشحالی
prosperiteta	کامیابی.
prosperiteta	خوشحالی
prosperiteta	فراخی
državnost	باقاعدہ
seljak	کسان
seljak	گنوار
seljak	کاشتکار
bibliography	ناشر
query	if
pretender	بننے
assert	جتانا
nosorog	کرگدن
nosorog	گینڈا
nosorog	کرگدن
simpatija	شرکت
simpatija	اکثربعدہ
simpatija	ہمدردی.
simpatija	تعزیت.
musk	مُشک
kvazi	یعنی.
sistematskog	عادی
sistematskog	باقاعدہ
sprout	ڈنٹھل.
sprout	پنپنا.
sprout	بڑھنا
jaz	درّہ.
jaz	خلا
jaz	مذاق
jaz	شگاف.
jaz	گھاٹی
jaz	فصل
jaz	اختلاف.
jaz	ریخ
jaz	درّہ.
jaz	خلا
jaz	رخنہ
jaz	مذاق
jaz	شگاف.
jaz	گھاٹی
jaz	فصل
jaz	اختلاف.
jaz	ریخ
uglednim	ایماندار
uglednim	(حرکات
raž	جودار
herpes	تبخال.
sibirski	سائبیریائی.
decimalna	(تعداد
decimalna	اعشاری.
decimalna	وزن
obrazovani	نستعلیق
obrazovani	شائستہ
podsticanje	ترغیب
podsticanje	مدد
spermatozoidi	تخم.
spermatozoidi	نطفہ
spermatozoidi	منی
spermatozoidi	دھات
dualizam	ثنویت.
kontroverzni	جھگڑا
kontroverzni	نزاع
cradle	پنگورا
mire	دلدل.
mire	نرم
kreativne	مخترع
kreativne	موجد
kreativne	خلاّق.
šije	جوڑنا
šije	in
šije	کپڑا
šije	سینا.
šije	ٹانکنا
šije	لباس
arroyo	نالا.
cionizam	صیہونیت
ukidanjem	موقوفی.
rive	چیرنا
jasmine	چنبیلی
leptir	اڑانے
fury	طوفان
fury	ہیجان
fury	ہلچل.
fury	جھکّڑ
bony	استخوانی
ekspresionizam	اظہاریت
ekspresionizam	موسیقی
mokraćna	شاشی
mokraćna	بولی.
obmane	چکمہ
obmane	بہکانے
obmane	بناوٹ.
obmane	جعل
sekularna	مذہبی
sekularna	روحانی
epilepsija	مرگی
epilepsija	مرگی
epilepsija	صرع
stimulans	اُکساہٹ
stimulans	جوش
stimulans	مہیج
stimulans	ہیجان.
stimulans	ابھار
stimulans	دارو
stimulans	ترنگ.
stimulans	اکساہٹ
stimulans	محرّک
stimulans	ترنگ
mange	خارشت.
alarm	ہوشیار
alarm	ہول
odbaci	ردکرنا
odbaci	ماننے
infarkt	مفعمہ
ruddy	مردود
ruddy	سرخ
ruddy	شگفتہ.
guess	قیاس
guess	اندازہ
guess	قیاس
fluks	پنیانا
fluks	نزف
fluks	سیلان
fluks	اخراج
fluks	نکاس.
fluks	سیلان.
fluks	پگھلانا
fluks	بہاؤ.
samoglasnik	i
samoglasnik	مصوّتہ
samoglasnik	e
samoglasnik	o
ljutnja	غیظ
ljutnja	غصہ
ljutnja	غضب.
produktivnosti	بارآوری
produktivnosti	ثمروری
reservoir	وسیلہ
reservoir	منبع
reservoir	مخرج.
povjerenika	کمشنر
enterijera	داخلی
enterijera	ضلع.
enterijera	حصّہ
enterijera	اندرونی
enterijera	روح.
kalcit	قدرتی
kalcit	کیلسائٹ.
aleja	پٹڑی.
aleja	باغ
komplementarni	امدادی
komplementarni	تکمیلی
komplementarni	متلازم.
nakovanj	اہرن
migrena	شقیقہ
smrtonosne	مہلک.
invert	مقام
invert	اوندھانا.
stroma	ساخت.
fašizam	فسطائیت
atrakciju	مثلًا:
atrakciju	(الف)کشش
bežično	لاسلکی.
plaketu	لوحین.
plaketu	دھات
istaknut	امتیاز
prognoze	پیشگوئی
koncentrirani	خلاصہ.
koncentrirani	(upon
koncentrirani	ست
koncentrirani	قوت
metričkih	میڑی.
dickens	what
kupovina	خریداری.
kupovina	خریدنا
kupovina	خریداری.
sandal	ہلکی
neb	تھوتھنی.
neb	نوک.
neb	ناک
neb	منقار.
neb	ٹونٹی
neb	چونچ
neb	کگر
mulja	رسوب.
rasnim	نسلی
propis	ہدایت
propis	حکم.
svečani	درباری
svečani	رسمی
svečani	پُرتکلف
svečani	ریت
teller	متصّدی
fork	پھاڑنا
osjete	احساس
osjete	سوچنا
kalorija	حرارہ
pap	چوچی.
pap	سرپستان
pap	بھٹنی
pep	زور
pep	ولولہ.
pep	طاقت
otcjepljenje	افتراق
olakšanje	مخلصی
olakšanje	یکسانیت
olakšanje	مصیبت
olakšanje	وضاحت
olakšanje	صفائی-
meridian	کمال
meridian	اوج.
meridian	عروج
meridian	فروغ
tow	کشتی
babe	معصوم
šumarstva	انتظام.
pingvin	بطریق.
mister	جناب
mister	میاں
mister	شری
sija	روشن
sija	تابناکی.
sija	روشنی
sija	جودت
sija	(سورج
sija	روشن
sija	تابناکی.
sija	تابانی
sija	روشنی
sija	چمک
sija	چمکنا
sija	جودت
sija	(سورج
ćelavost	تامڑا
ćelavost	گنج
ćelavost	تامڑا
bolna	نالاں.
bolna	پریشان
bolna	اشد
bolna	شدید.
bolna	سخت.
racionalno	سہل
racionalno	عاقل.
racionalno	سہل
racionalno	عاقل.
racionalno	عقلی
racionalno	معقول
stomaka	پیٹ
stomaka	شکم
stomaka	ابھراہونا.
svečana	محترم
svečana	گمبھیر
svečana	روکھا
svečana	رسمی
svečana	فہمیدہ
svečana	پکاّ
svečana	متین
svečana	دھیما
svečana	محترم
svečana	گمبھیر
svečana	روکھا
svečana	رسمی
svečana	فہمیدہ
svečana	پکاّ
svečana	سنجیدہ
svečana	متین
svečana	دھیما
forenzički	عدالتی
forenzički	قانونی
mrze	بیزاری.
mrze	نفرت
mrze	بیزاری.
quad	چوپرتہ.
quad	چوکور.
elektromagnetne	برقناطیسی
kapiji	منہ
kapiji	گلی.
kapiji	برطرفی.
kapiji	دہانہ.
kapiji	گزر
kapiji	بازار
kapiji	باب.
kapiji	منہ
kapiji	مدخل
kapiji	گلی.
kapiji	برطرفی.
kapiji	دہانہ.
kapiji	گزر
kapiji	بازار
kapiji	باب.
zabrinutosti	کاروبار
zabrinutosti	about
zabrinutosti	فکر
zabrinutosti	اندیشہ
zabrinutosti	کاروبار
zabrinutosti	about
zabrinutosti	تشویش
zabrinutosti	فکر
eocene	چمگادڑ
hibernian	آئرستانی.
lulu	عمدہ
lulu	غیرمعمولی
brazdu	لیکھ
brazdu	شگاف
brazdu	جھرّی.
atrofija	گُھلانا
atrofija	فاقے
atrofija	انحطاط.
atrofija	گُھلنا
kliment	مہربان.
kliment	رحمدل
kliment	معتدل
maga	جادوگر.
maga	دانشور
gaunt	مریل.
gaunt	دبلا
gaunt	بدہیئت.
gaunt	سوکھا
pljuvačka	رال.
pljuvačka	تھوک
kvantitet	ضخامت
kvantitet	بڑی
kvantitet	کمیت
kvantitet	وسعت
kvantitet	خاصی
kvantitet	بہتات
kvantitet	مقدار.
utopija	یوٹوپیا
woodruff	مجھیٹا.
boraks	بورق
boraks	سہاگہ
ugodno	خوشگوار
ugodno	پُرلطف
ugodno	دماغ
adu	اشتہار.
eksplicitni	سہل
eksplicitni	خیال
eksplicitni	بیّن
eksplicitni	مفصل
eksplicitni	واضح
eksplicitni	کھرا
eksplicitni	(علم
eksplicitni	غیرمبہم.
sortiranje	چھٹائی
sabine	سبینی.
docket	آرڈر.
rote	جاپ
rote	رٹّا
rote	رٹائی
košmar	ہول
košmar	ہراس
košmar	دہشت.
ache	دکھنا
bazar	بازار
peri	فطانت.
karikaturista	کارٹونسٹ
očigledan	آشکار
očigledan	بیّن
očigledan	جلی.
očigledan	واضح
očigledan	آشکار
očigledan	بیّن
očigledan	جلی.
očigledan	عیاں
očigledan	واضح
acacia	ببول
kohl	اَنجن
kohl	کحل
sloganom	نعرہ
suparnik	مخالف
suparnik	دشمن.
učitavanje	چڑھانا
učitavanje	کام
učitavanje	لادی
učitavanje	سامان
skroman	شائستہ
skroman	معتدل
skroman	جھینپو
skroman	مہذب.
skroman	شائستہ
skroman	معتدل
skroman	شرمیلا
skroman	جھینپو
skroman	مہذب.
idiom	محاورہ
idiom	موسیقی
konkvistador	فاتح
kolektivna	مشمولہ
kolektivna	متفقہ
kolektivna	مشترک
kolektivna	عمومی
kolektivna	کُلّی
kolektivna	اجتماعی
kolektivna	مشمولہ
kolektivna	مجموعی
kolektivna	متفقہ
kolektivna	مشترک
kolektivna	عمومی
kolektivna	کُلّی
kolektivna	اجتماعی
slezena	کسلمندی
slezena	طحال.
slezena	حسد
slezena	کسلمندی
slezena	طحال.
slezena	تِلّی
slezena	حسد
iskrenost	ایمانداری
iskrenost	نیکی.
iskrenost	گول
iskrenost	سچائی
iskrenost	کھراپن.
iskrenost	خلوص
iskrenost	سچّائی
lot	پانسہ
lot	قسمت
lot	مقسوم.
lot	تقدیر
lot	پانسہ
lot	قسمت
lot	مقسوم.
objektiv	تال
objektiv	روشنی
objektiv	عدسہ
objektiv	تال
objektiv	روشنی
krepuskularne	دُھندلا.
rile	چھیڑنا
meteorski	شہابیہ
dami	مادہ
dami	مالکن
dami	زن
mučenju	تشدد
mučenju	تعذیب
krema	جھاگ.
krema	ست
krema	پھین
pravedni	متقی
urođene	طبعی
urođene	پکّا
elm	شجربق
elm	دردار
strukturalne	ساخت
baklja	حرارت
baklja	روشنی
hate	بیزاری.
hate	نفرت
hate	بیزاری.
obustavi	منصب
obustavi	خارج
gomilu	مخمل
gomilu	تودہ.
gomilu	in
gomilu	on
gomilu	اون.
flopi	ناہموار.
flopi	ڈھلمل
molekularnom	سالمی
kristalizacija	تقلیم
tornado	عاصفہ
protisti	پھپوند.
transfuziju	نفوذ
napuni	کافی
napuni	بھرنا
napuni	کافی
invasive	جارحانہ
stipendija	وظیفہ
izvedbom	سوانگ
izvedbom	ناٹک.
povezivati	معقول
beagle	کھوجی
beagle	مخبر
pametan	ممتاز.
pametan	تیزی
pametan	درست
pametan	ہوشیار
pametan	پھرتیلا.
pametan	پھرتی
pametan	طرار
pametan	وضعدار
pametan	تیز
pametan	خلش.
pametan	عیار
pametan	طرحدار
pametan	زوردار.
ambiciozan	پُرعزیمت.
zaposlenje	نوکری
zaposlenje	مشغولیت
zaposlenje	مصروفیت
zaposlenje	نوکری
zaposlenje	مشغولیت
zaposlenje	روزگار
zaposlenje	مصروفیت
žale	گلہ
žale	کراہنا
žale	شکایت
žale	شکوہ
kristalografija	قلمیات
vize	ویزا
sumnjaju	if
lavina	برفشار.
izolovana	نرالا.
izolovana	انوکھا
asimilacija	ضم
približnu	ملحق
sag	ہبوط.
sag	گراوٹ
twentieth	بیستم
twentieth	بیسویں
twentieth	بیسواں
evergreen	تازہ.
pasivne	سست
pasivne	مجہول
šparoga	ھالون
šparoga	ناگدون.
šparoga	مارچوبہ
šparoga	ھالون
šparoga	ناگدون.
konsultant	مشیر
kopito	دھکیلنا.
samit	قمّہ.
samit	مذاکرات
kapiju	منہ
kapiju	گلی.
kapiju	برطرفی.
kapiju	دہانہ.
kapiju	گزر
kapiju	بازار
kapiju	باب.
kapiju	منہ
kapiju	مدخل
kapiju	گلی.
kapiju	برطرفی.
kapiju	دہانہ.
kapiju	گزر
kapiju	بازار
kapiju	باب.
eliminaciju	away
eliminaciju	مٹاڈالنا
dictum	ملفوظہ
dictum	کّلیہ
dictum	مقولہ
dictum	ارشاد
dictum	قول
etiopski	ایتھیوپیائی.
etiopski	حبشی
promene	تبّدل
promene	آڑھت
promene	منڈی
promene	فرق
promene	تبّدل
promene	بدلنا
promene	آڑھت
promene	منڈی
promene	فرق
