zijn	jo
amerikaans	amerikos
boek	knygą
boek	knyga
indonesië	indonezijoje
indonesië	indonezijos
indonesië	indonezija
stadium	stadionas
altijd	visada
vrouw	moteris
vrouw	moteris
vrouw	patelės
vrouw	moterys
vrouw	moterų
vrouw	patelė
vrouw	žmona
vele	daug
soms	kartais
dood	mirtis
dood	mirties
dood	miręs
isbn	isbn
voetballer	futbolininkas
informatie	informacija
lange	ilgai
lange	ilga
lange	ilgas
paul	paulius
kinderen	vaikai
midden	vidurys
midden	artimųjų
open	atverti
united	jungtinės
united	jungtinė
museum	muziejus
museum	muziejų
hoewel	nors
snel	greitas
snel	greita
snel	greitai
snel	greit
snel	greitai
snel	greitas
snel	greita
snel	greiti
snel	greitai
snel	greit
snel	greitai
departement	departamentas
lichaam	kūno
lichaam	kūnas
bestaan	buvimas
bestaan	egzistuoti
wie	kas
wie	kurie
iemand	kažkas
iemand	kažkas
wedstrijd	žaidimas
valt	krenta
britse	britanijos
britse	britai
britse	britų
taxonomische	taksonominės
school	mokykla
school	mokyklos
beter	geresnė
beter	geresnis
beter	gerėja
beter	geriau
daarom	todėl
eiland	sala
eiland	islandija
eiland	islandijos
eiland	salos
dier	gyvūnai
dier	gyvuliai
dier	gyvūnas
dier	gyvūno
dier	gyvūnų
lijn	linija
mag	mag
olympische	žaidynėse
anders	anders
park	park
park	parkas
weinig	keletą
toegevoegd	pridėtinės
leger	armijos
leger	kariuomenė
leger	armija
oost	rytų
spelers	žaidėjai
spelers	žaidėjų
buiten	lauko
buiten	lauke
bureau	agentūra
bureau	tarnyba
bureau	biuro
bureau	biuras
bureau	stalo
bureau	stalas
onderdeel	komponento
delen	dalintis
delen	kaupimo
delen	dalijimasis
delen	akcija
delen	dalintis
bijna	beveik
bedrijf	bendrovė
bedrijf	įmonė
bedrijf	bendrovės
bedrijf	kompanija
bedrijf	verslo
bedrijf	įmonė
bedrijf	verslas
namen	vardai
vrouwen	patelių
vrouwen	patelės
vrouwen	moterys
oud	senas
oud	oud
niets	nieko
county	apskritis
afl	afl
geplaatst	nustačiusi
sterk	stiprūs
sterk	tvirtas
sterk	stipri
sterk	stiprus
functie	funkcija
zee	jūra
zee	jūros
rode	raudona
schreef	parašiau
schreef	parašė
schreef	rašė
laat	vėlai
york	york
algemeen	bendri
algemeen	bendra
algemeen	bendrieji
blijven	likti
gewoon	tik
gewoon	tiesiog
korte	trumpa
korte	trumpi
korte	trumpai
korte	trumpas
korte	trumpalaikis
korte	trumpas
engels	anglų
mannen	vyrai
taal	kalbos
taal	kalba
generaal	bendri
generaal	bendra
generaal	bendrieji
enkel	kulkšnį
enkel	tik
leeftijd	amžiaus
leeftijd	amžius
moment	akimirką
moment	momentas
moment	akimirka
nodig	reikia
nodig	reikėjo
nodig	būtinas
wapen	ginklų
wapen	ginklas
wapen	ginklai
wapen	šaunamojo
wapen	pistoletas
wapen	ginklą
wapen	ginklas
klein	klein
verhaal	pasaka
verhaal	istorijos
verhaal	pasakojimas
verhaal	istorija
foto	nuotraukos
foto	foto
foto	nuotrauka
foto	nuotrauka
wedstrijden	varžybose
wedstrijden	varžybų
wedstrijden	atitinka
wilde	laukiniai
wilde	laukinių
wilde	wilde
politicus	politikas
bronnen	ištekliai
bronnen	išteklių
bronnen	spyruoklės
weet	žino
gedeelte	dalies
gedeelte	dalis
dochter	dukra
dochter	dukrą
dochter	duktė
david	david
david	deividas
david	dovydas
zeker	tikras
kampioen	čempione
kampioen	čempionas
acteur	aktorė
acteur	aktorius
waarschijnlijk	tikriausiai
waarschijnlijk	greičiausiai
utrecht	utrechte
toernooi	turnyras
toernooi	turnyro
woord	žodžiai
rijk	imperija
rijk	reicho
rijk	turtingas
uur	valanda
kwamen	atėjau
kwamen	atėjo
kasteel	pilis
kasteel	pilies
manier	būdu
manier	būdas
alles	viskuo
alles	visko
alles	viską
alles	viskas
kort	trumpai
kort	trumpa
kort	trumpi
kort	trumpai
kort	trumpas
kort	trumpalaikis
kort	trumpas
moeder	mama
moeder	mama
moeder	motina
werkte	dirbau
werkte	dirbo
les	pamoka
kilometer	kilometre
kilometer	kilometrai
kilometer	kilometrai
kilometer	kilometrų
misschien	galbūt
misschien	gal
misschien	galbūt
tour	kelionių
tour	ekskursija
tour	kelione
vraag	klausti
vraag	paprašyti
lengte	ilguma
lengte	ilgis
hen	jais
hen	jas
hen	joms
hen	jiems
hen	jomis
hen	juos
hen	vištų
engeland	anglija
engeland	anglijos
engeland	england
rivier	upės
rivier	upė
echt	tikras
echt	išties
echt	tikrai
eindigde	pasibaigė
cerambycidae	cerambycidae
piano	pianino
omvat	apima
carabidae	carabidae
leiden	leideno
leiden	švino
antwerpen	antverpene
hymenoptera	hymenoptera
verwijderen	ištrinti
loopt	krypsta
loopt	valdo
loopt	vaikšto
militaire	karinė
militaire	karinis
militaire	karinės
succes	sėkmė
succes	sėkmės
hand	ranka
spaanse	ispanų
spaanse	ispaniškai
spaanse	ispanijos
oosten	rytų
hoogte	aukštis
studeerde	tiriamas
adres	adresas
architect	architektas
style	stilius
radio	radijas
radio	radijo
walter	walter
paar	pora
paar	keletą
paar	pora
zeggen	sakau
zeggen	sako
zeggen	pasakyti
maanden	mėnesiai
tellingen	surašymų
haag	haag
keizer	imperatorius
kanton	kantonas
volledig	visiškai
volledig	pilnai
volledig	pilnas
volledig	visu
spanje	ispanija
spanje	ispanijos
overzicht	apžvalga
hoofdstad	kapitalas
hoofdstad	kapitalo
willen	nori
willen	norit
ontwikkeling	evoliucija
broer	broli
broer	brolis
carrière	karjera
carrière	karjeros
carrière	karjerai
carrière	karjera
carrière	karjeros
bestond	egzistavo
vlaamse	flamandų
amerika	amerikoje
amerika	amerika
amerika	amerikos
amerika	americas
wist	žinojo
res	res
katholieke	katalikų
java	java
discussie	diskusijos
discussie	aptarimas
discussie	diskusija
discussie	diskusijos
discussie	debatai
spel	žaidimas
prijs	kaina
prijs	kainos
doel	tikslas
doel	paskirtis
componist	kompozitorius
grond	dirvožemio
grond	dirvožemį
grond	dirvožemis
kampioenschap	čempionatas
kampioenschap	čempionato
westen	vakarų
westen	vakarai
best	geriausi
best	geriausia
best	aukščiausia
best	geriausios
best	geriausias
uitgebracht	išleistas
groningen	groningen
project	projekto
project	projektas
benoemd	paskirtas
echte	tikras
gouden	auksinis
stijl	stilius
actrice	aktorė
bracht	atnešė
reeds	jau
orkest	orkestras
gewonnen	laimėjo
schrijven	rašyti
schrijven	rašant
zin	zin
zin	frazė
holland	holland
holland	olandija
brengen	įtraukti
medaille	medaliu
dieren	gyvūnai
dieren	gyvuliai
dieren	gyvūnų
gekozen	išrinkti
gekozen	išrinktas
gekozen	išrinkta
vereniging	asociacijos
vereniging	asociacija
james	james
james	džeimsas
league	lygos
league	lyga
hendrik	hendrik
graaf	skaičiuoti
recht	tiesus
recht	tiesiai
organisatie	įstaiga
organisatie	organizacija
web	interneto
web	žiniatinklio
japan	japonija
japan	japonijos
stuk	vnt
stuk	gabalas
leeft	gyvena
ooit	kadanors
heilige	šventa
heilige	švento
films	filmų
films	filmai
films	filmuose
films	filmai
films	filmus
steden	miestai
voetbal	futbolas
voetbal	futbolo
voetbal	futbolas
voetbal	futbolo
invloed	įtaka
reeks	serija
reeks	serijos
graag	mielai
karel	karel
zit	sėdi
bouw	statyba
winnaar	laimėtojas
zwarte	juodai
zwarte	juodas
zwarte	juodi
zwarte	juoda
simon	saimonas
simon	simonas
grand	grand
problemen	bėda
problemen	bėdos
problemen	problemų
boeken	knygos
feit	faktas
speler	žaidėjas
hoofd	galvos
oudste	seniausias
bleek	bleach
idee	idėja
idee	mintis
heer	viešpatie
louis	louis
verkocht	parduota
verkocht	parduodami
verkocht	parduotas
verkocht	parduodama
macht	galios
macht	galia
denk	manau
marathon	maratonas
ontdekt	atrado
ontdekt	aptikta
richard	ričardas
kant	kanto
kant	nėriniai
beeld	skulptūra
romeinse	romos
universal	universal
universal	universalus
universal	universaliųjų
gent	gent
huwelijk	santuokos
huwelijk	santuoka
huwelijk	vestuvės
huwelijk	vestuves
uitgevoerd	eksportuota
uitgevoerd	eksportuojami
uitgevoerd	eksportuotas
werkt	kūriniams
werkt	veikia
werkt	kūriniai
werkt	darbai
waarde	vertė
worm	sliekas
zullen	bus
brugge	brugge
brugge	briugė
love	myliu
love	meile
love	meilės
love	meilė
beroep	skundas
beroep	profesija
beroep	užsiėmimas
hans	hans
belang	svarbą
ruim	erdvų
productie	gamyba
productie	gamybos
stellen	porų
licht	žiburiai
licht	šviesos
stadion	stadion
stadion	stadionas
onze	mūsų
grens	pasienio
kamer	kambarys
june	birželis
june	birželio
joseph	joseph
opdracht	užduotis
historische	istorinis
historische	istorinė
historische	istoriniai
historische	istorinis
historische	istorinė
lag	vvg
onderwijs	švietimas
onderwijs	išsilavinimas
algemene	bendri
algemene	bendra
algemene	bendrieji
gebracht	atnešė
rest	poilsio
rest	poilsis
kunst	meno
kunst	menas
kunst	menų
strijd	kovas
strijd	kova
moderne	moderni
wide	platus
directeur	direktorius
druk	spaudos
druk	slėgis
druk	slėgio
brits	britanijos
brits	britai
brits	britų
status	būsena
status	statusą
status	būklė
status	būsenos
alexander	aleksandras
alexander	aleksandro
alexander	alexander
beschouwd	laikoma
ruimte	kosmosas
encyclopedie	enciklopedija
nummers	dainas
nummers	dainos
nummers	dainų
woorden	žodžiai
kleur	spalva
kleur	spalvos
kleur	spalvų
kleur	spalva
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
reclame	reklamas
reclame	reklama
reclame	reklamos
gevallen	ūkininkus
straal	pluošto
middel	juosmens
roman	romos
roman	romanas
draagt	paims
draagt	dėvi
troepen	kariai
zegt	sako
frank	frank
frank	frenkas
mens	žmonijos
mens	žmogaus
mens	žmogus
talen	kalbos
tropisch	atogrąžų
zanger	dainininkė
graafschap	apskritis
kind	vaikas
kind	vaikas
kind	vaikui
berg	kalnų
berg	kalnas
berg	berg
uitgegeven	praleido
uitgegeven	praleistas
uitgegeven	išleista
stemmen	balsai
stemmen	balsų
stemmen	balsų
paus	popiežius
verenigd	jungtinės
verenigd	jungtinė
japanse	japonijos
japanse	japonų
vallen	krenta
vallen	gaudyklių
vallen	gaudyklės
vallen	krenta
brug	tilto
brug	tiltas
chinese	kinų
chinese	kinijos
chinese	kinas
tom	tomas
tom	tom
com	com
verkiezingen	rinkimai
verkiezingen	rinkimai
verkiezingen	rinkimų
polen	lenkai
valign	valign
toren	bokštas
toren	bokšte
toren	bokštas
toren	bokštą
straat	gatvės
straat	gatvėse
straat	gatvė
straat	gatvės
straat	sąsiauris
uitgebreid	išplėsta
australië	australija
voldoende	pakanka
series	serija
series	serijos
gesloten	uždaryta
gesloten	uždara
trad	trad
vorige	ankstesnė
vorige	ankstesnis
vorige	ankstesnių
horen	išgirsti
persoonlijke	asmeninis
model	modelis
wijze	išmintinga
markt	rinka
molen	malūnas
mede	midus
afleveringen	epizodai
koningin	karaliene
koningin	karalienė
koningin	queen
kans	galimybė
aandacht	dėmesį
aandacht	dėmesio
bijzonder	specialių
debuut	debiutas
black	juodai
black	juodas
black	juodi
black	juoda
berlijn	berlynas
ploeg	plūgas
vaste	kietu
vaste	tvirtas
hertog	kunigaikštis
griekse	graikų
houdt	dievina
houdt	mėgsta
houdt	myli
oranje	apelsinų
golf	bangos
golf	bangų
golf	banga
zomer	vasara
zomer	vasaros
sovjet	sovietų
sovjet	tsrs
teams	komandos
teams	komandas
groter	aukštesnis
college	koledžas
college	kolegijos
college	kolegija
college	koledžo
baan	darbas
festival	festivalis
festival	festivalio
reactie	komentaras
reactie	komentarų
reactie	komentuoti
opvolger	įpėdinis
buurt	kaimynystės
koor	choro
koor	choras
hulp	pagalbos
hulp	pagalba
samenwerking	bendradarbiavimas
samenwerking	bendradarbiavimo
lied	daina
lied	dainos
sport	sportui
sport	sporto
sport	sportas
langer	aukštesnis
langer	ilgesnis
langer	ilgesnės
langer	ilgiau
opleiding	mokymai
opleiding	mokymas
opleiding	mokymo
trainer	treneris
trainer	treneris
trainer	trenerio
anna	ana
anna	anna
georganiseerd	organizuotu
georganiseerd	surengė
loop	linijos
heet	karšti
heet	karšto
heet	karšta
heet	karštas
vlaams	flamandų
upload	išsiuntimas
gitaar	gitara
parochie	parapija
hield	mylimas
hield	mylėjo
speciale	specialių
jong	jong
ontwerp	projektavimas
ontwerp	dizaino
ontwerp	dizainas
bouwen	statyba
bouwen	statybos
ontworpen	suprojektuoti
ontworpen	suprojektuotos
ontworpen	suprojektuota
ontworpen	suprojektuotas
ontworpen	gaminamos
hof	hof
lopen	vaikšto
lodewijk	louis
gegevens	informacija
vol	pilnas
vol	visu
hoop	viltis
hoop	viltys
premier	premjerą
bijdragen	įnašai
bijdragen	įmokos
jeugd	jaunimo
jeugd	jaunimas
jeugd	vaikystės
india	indija
india	indijos
beweging	judėjimas
klooster	vienuolyno
klooster	vienuolynas
goud	auksinis
goud	aukso
goud	gold
goud	auksas
fort	tvirtovė
cultuur	kultūra
cultuur	kultūros
dichter	poetas
dichter	arčiau
dichter	išsamiai
formule	formulę
formule	formulės
formule	formulė
frederik	frederik
vertaling	vertimo
vertaling	vertimas
ogen	akimis
ogen	akys
ogen	akis
ster	žvaigždės
ster	žvaigždė
ster	star
verhalen	pasakų
verhalen	aprašymai
verhalen	istorijų
tegenstelling	svyravimų
plant	gamykla
plant	augaliniai
plant	augalas
plant	augalų
motor	motociklo
denken	galvoju
denken	manau
kracht	force
kracht	galios
kracht	galia
canada	kanada
canada	kanadoje
canada	kanados
verschil	skirtumas
clubs	klubai
zwart	juodai
zwart	juodas
zwart	juodi
zwart	juoda
kaart	žemėlapiai
contact	paskiria
contact	kontaktas
aanval	ataka
aanval	puolimą
aanval	užpuolimas
walker	walker
verspreiding	sklaidos
bgcolor	bgcolor
teksten	tekstai
teksten	tekstus
teksten	tekstai
reed	nendrių
instituut	institutas
beetje	bitų
king	karalius
gesproken	kalbėjo
arts	gydytojo
arts	gydytojas
arts	gydytojo
arts	gydytojas
harry	haris
harry	hari
harry	harry
don	don
jij	tu
zware	sunkus
zware	galinga
zangeres	dainininkė
euro	euras
euro	euro
bank	bankas
bank	sofa
bank	sofos
uitgeverij	leidyba
uitgeverij	leidybos
uitgeverij	leidėjai
bergen	kalnai
bergen	kalnuose
bergen	bergeno
winnen	laimėti
naties	tautos
sterke	stiprūs
sterke	tvirtas
sterke	stipri
sterke	stiprus
optreden	veiksmas
eigenaar	savininkas
volledige	pilnas
volledige	visu
oudere	vyresnysis
bos	miškas
bos	miško
bos	miškas
begraafplaats	kapinės
begraafplaats	graveyard
combinatie	derinys
combinatie	combo
bedrijven	bendrovės
bedrijven	įmonėse
bedrijven	bendrovių
spaans	ispanų
spaans	ispaniškai
spaans	ispanijos
ngc	ngc
behouden	išsaugoti
rock	akmuo
rock	rokas
rock	rock
theater	teatras
theater	teatro
theater	teatre
theater	teatras
theater	teatro
theater	teatre
klassieke	klasikinio
klassieke	klasikinis
tijdschrift	lapą
tijdschrift	žurnalas
mond	burna
mond	burnos
materiaal	įrangos
materiaal	įranga
materiaal	medžiaga
materiaal	medžiagų
materiaal	medžiagos
val	val
joodse	žydų
allen	alenas
hoogleraar	profesorius
steun	pagalbos
steun	pagalba
denemarken	danija
denemarken	danijoje
denemarken	danijos
google	google
verlaten	apleistas
verlaten	apleista
negen	devyni
bisdom	vyskupijai
bisdom	diecezija
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
precies	būtent
precies	tiksliai
precies	būtent
luik	lježo
luik	liukas
zang	dainuoja
zang	daina
zang	dainos
dragen	dėvėti
getrouwd	vedęs
getrouwd	ištekėjusi
kritiek	kritika
kritiek	kritikos
kritiek	kritiką
kritiek	kritika
kritiek	kritiką
kritiek	esminė
daniel	daniel
oorsprong	kilmė
oorsprong	kilme
divisie	kvadratas
geproduceerd	gaminami
jacob	džeikobas
zwaar	sunkus
zwaar	galinga
vrienden	draugus
vrienden	draugų
vrienden	draugės
vrienden	draugai
verkozen	išrinkti
verkozen	išrinktas
verkozen	išrinkta
spons	kempinė
kijken	saugok
kijken	prižiūrėti
kijken	stebi
opera	opera
soldaten	kareiviai
soldaten	kariai
internet	interneto
internet	internetas
politie	policija
politie	policijos
encyclopedisch	enciklopedinis
begrip	supratimas
dingen	daiktai
dingen	dalykai
last	našta
last	naštą
azië	azija
historisch	istorinis
historisch	istorinė
historisch	istoriniai
historisch	istorinis
historisch	istorinė
lee	li
lee	lee
lee	ly
head	galvos
max	daugiausiai
rood	raudona
slecht	blogai
slecht	bloga
slecht	blogas
slecht	blogi
overlijden	mirtis
overlijden	mirties
regisseur	direktorius
maatschappij	visuomenė
begraven	palaidoti
begraven	palaidotas
gewicht	svarstyklės
gewicht	svoriai
gewicht	svoris
collega	kolega
moderator	vedėjai
helpen	padeda
rijden	vykdyti
rijden	vykdymo
star	žvaigždės
star	žvaigždė
star	star
beschrijving	apibūdinimas
info	info
actie	veiksmas
trekken	pritraukti
wielrenner	dviratininkas
vriend	draugė
vriend	draugo
vriend	drauge
vriend	draugas
professor	profesorius
technische	techninių
bewaard	konservuota
bewaard	konservuoti
bewaard	išgelbėjo
vogel	vogel
route	maršrutas
lucht	dangaus
lucht	dangus
lucht	oro
lucht	oras
vrouwelijke	moteris
vrouwelijke	patelės
vrouwelijke	moterys
vrouwelijke	moterų
vrouwelijke	patelė
afdeling	departamentas
afdeling	kvadratas
cijfers	reitingus
studio	studijoje
studio	studija
studio	studio
studio	studijos
josé	josé
doden	nužudyti
hart	širdy
hart	širdies
hart	širdis
hart	hart
houten	medinė
houten	mediniai
houten	houten
televisie	televizijos
televisie	televizija
elementen	elementai
françois	françois
lijnen	eilutės
lijnen	linijos
beker	trofėjus
beker	taurė
vertaald	išversti
jones	jones
landschap	kraštovaizdžio
landschap	kraštovaizdis
zesde	šeštoji
zesde	šešta
zesde	šeštasis
zesde	šeštosios
afrikaanse	afrikos
afrikaanse	afrika
adel	adel
groene	žalia
brand	ugnies
brand	gaisro
brand	gaisras
brand	ugnis
brand	dega
andré	andre
vandaag	šiandienos
vandaag	šiandien
rechter	teisėjas
kleuren	spalvos
kleuren	dažai
kleuren	dažikliai
kleuren	spalvų
kleuren	spalva
exemplaren	kopijas
prijzen	kaina
prijzen	kainos
niemand	niekas
vervoer	transportas
verdwenen	dingo
californië	kalifornija
californië	kalifornijoje
californië	kalifornijos
vermoedelijk	spėjama
vermoedelijk	tariamai
biografie	biografija
record	rekordas
kun	kun
opstand	sukilimas
opstand	maišto
probeert	stengiasi
persoonlijk	asmeninis
herman	herman
terrein	vietovės
gesticht	įkurta
afgeleid	išvestinė
afgeleid	išvestinių
afgeleid	gautą
albums	albumai
energie	energija
energie	energetika
vriendelijke	draugiška
vriendelijke	draugiškai
vriendelijke	draugiškas
vriendelijke	draugišką
vriendelijke	draugiški
vertelt	sako
eigendom	savybė
eigendom	turtas
eigendom	nuosavybė
gouverneur	reguliatorius
gouverneur	gubernatorius
kapel	koplyčia
objecten	objektų
stof	dulkes
stof	dulkės
stof	dulkių
israël	izraelis
israël	izraelio
leefgebied	buveinių
leefgebied	buveinė
bob	bobas
bob	bob
breed	platus
breed	platus
breed	plati
münchen	miuncheno
grieks	graikų
toestemming	sutikimas
toestemming	sutikimo
duitsers	vokiečiai
huizen	namai
huizen	namai
huizen	namus
conflict	konfliktų
conflict	konfliktas
natuur	pobūdžio
natuur	gamta
natuur	prigimtis
vrede	taikos
vrede	taikai
vrede	fredas
vrede	taika
militair	karinė
militair	karinis
militair	karinės
spreken	kalbėk
spreken	kalbėti
vlucht	skrydžiai
vlucht	skrydžio
vlucht	skrydis
veld	laukas
mogelijke	įmanoma
tijden	kartus
zijde	šilko
kerken	bažnyčios
kerken	bažnyčių
uitvoering	įgyvendinimas
economie	ekonomika
economie	ekonomika
ziekte	ligos
ziekte	ligos
ziekte	liga
gemeentelijke	buitinių
kunstenaar	atlikėjas
pro	pro
stukken	gabaliukai
stukken	gabalai
hall	salėje
hall	salė
verkeer	eismas
uitspraak	nuosprendis
eenheid	vienybės
eenheid	vienybė
ridder	žirgas
ridder	riteris
bijdrage	įnašas
bijdrage	indėlis
revolutie	revoliucijos
revolutie	revoliucija
slechte	blogai
slechte	bloga
slechte	blogas
slechte	blogi
uss	uss
juan	juan
kamp	stovyklos
kamp	stovykla
kamp	kamp
wikimedia	wikimedia
ontvangen	gavimo
ontvangen	gautas
academie	akademija
indiase	indas
indiase	indijos
zondag	sekmadienis
zondag	sekmadienį
zondag	sekmadienio
arthur	arturas
arthur	artūras
egypte	egipte
egypte	egipto
egypte	egiptas
oog	akies
oog	akių
oog	akis
oog	eye
bond	obligacijų
beschermd	saugomų
ierland	airija
vogels	paukščiai
kanaal	kanalas
oceaan	vandenynas
traditionele	tradicinės
traditionele	tradiciniai
traditionele	tradicinė
ring	žiedas
ton	tonos
ton	tonų
ton	tonomis
ton	tona
reis	kelionėms
reis	kelionei
reis	kelione
reis	kelionės
reis	kelionė
reis	kelione
reis	kelionė
tempel	šventyklą
discipline	disciplinos
discipline	drausmė
discipline	disciplina
toekomst	ateitis
regionale	regionų
eindhoven	eindhoven
ziekenhuis	ligoninė
ziekenhuis	ligoninės
ziekenhuis	nebuvimą
ziekenhuis	ligoninės
liefde	myliu
liefde	meile
liefde	meilės
liefde	meilė
gemengd	sumaišyti
gemengd	maišomi
turkse	turkijoje
turkse	turkija
turkse	turkų
turkse	turkijos
gezin	šeima
gezin	šeimos
gezin	šeimyna
populair	dažniausi
francisco	francisco
francisco	franciskas
saksen	sakse
saksen	saksonijos
prinses	princesė
prinses	princese
prinses	princesės
speciaal	specialiai
speciaal	specialių
boom	medžio
boom	bum
lijken	įstaigų
lijken	organai
lijken	kūnai
brittannië	britannia
big	didelės
big	dideli
big	didysis
big	didelis
min	min
geloof	tikėjimą
geloof	tikėjimo
geloof	tikėjimas
geloof	įsitikinimas
gevraagd	paprašė
snelheid	greitis
snelheid	greičio
uefa	uefa
gerard	gerard
erkend	pripažintos
jazz	džiazo
blad	lapų
ingezet	dislokuoti
winter	žiemos
winter	žiemą
winter	ziema
winter	žiema
abdij	abi
groen	žalia
kenmerken	charakteristikos
kenmerken	požymiai
kenmerken	ypatumai
kenmerken	savybės
journalist	žurnalistai
journalist	žurnalistas
woonde	gyveno
woonde	gyvenau
treinen	traukiniai
concert	koncerto
concert	koncertas
kapitein	kapitonas
kapitein	kapitonas
hoek	kampas
graven	duobes
graven	iškasti
onafhankelijk	nepriklausomybės
onafhankelijk	nepriklausomybė
onafhankelijk	nepriklausomumas
onafhankelijk	savarankiškumas
armen	ginklų
armen	rankos
armen	ginklai
stenen	akmenų
stenen	akmenys
stenen	plytų
stenen	plytos
stenen	akmens
stenen	uolos
stenen	akmenų
stenen	akmenys
mannelijke	patinas
mannelijke	patinų
mannelijke	vyrai
mannelijke	vyras
theorie	teorijos
theorie	teorija
relevantie	aktualumas
relevantie	reikalingumas
kabinet	kabineto
gang	koridoriaus
gang	koridorių
gang	koridorius
zwitserse	šveicarijos
zwitserse	šveicarija
hard	žiauri
bronzen	bronza
effect	poveikio
beiden	abi
beiden	abu
marc	marc
turkije	turkiją
turkije	turkija
turkije	turkijos
antwoord	atsakymas
antwoord	atsakyti
antwoord	atsakymas
antwoord	atsakyti
antwoord	atsakymai
antwoord	atsakymą
advocaat	advokatas
advocaat	advokato
advocaat	teisininkas
advocaat	advokatas
wapens	ginklas
wapens	ginklai
wapens	ginklus
wapens	ginklų
wapens	ginklai
wapens	ginklų
wapens	rankos
wapens	ginklai
anne	anne
noemt	skambučius
uitsluitend	išimtinai
coach	treneris
coach	trenerio
river	upės
river	upė
