και	та
ιουλίου	липня
χώρα	країни
χώρα	країна
χώρα	кантрі
αποτέλεσμα	єдесталу
αποτέλεσμα	результат
αποτέλεσμα	ефект
οκτωβρίου	жовтень
οκτωβρίου	жовтня
οκτωβρίου	жовтні
ιανουαρίου	січні
ιανουαρίου	січень
ιανουαρίου	січня
σεπτεμβρίου	вересня
σεπτεμβρίου	вересні
σεπτεμβρίου	вересень
νοεμβρίου	листопаді
νοεμβρίου	листопад
νοεμβρίου	листопада
αγώνες	збігається
αγώνες	матчів
αγώνες	відповідає
αγώνες	сірники
αγώνες	ігор
αγώνες	games
αγώνες	ігри
ταινίες	films
ταινίες	фільми
ταινίες	фільмів
ταινίες	знімали
ταινίες	фільми
ταινίες	кіно
μέσω	via
μέσω	віа
μέσω	через
μέσω	крізь
μέσω	наскрізь
μέσω	через
μέσω	передивився
μαρτίου	березні
μαρτίου	березень
μαρτίου	березня
γεννήθηκε	народження
γεννήθηκε	народився
γεννήθηκε	борн
γεννήθηκε	народилась
γεννήθηκε	народилася
ιουνίου	червня
ιουνίου	червні
ιουνίου	червень
αυτές	ці
πολλά	багато
πολλά	багатьох
απριλίου	квітень
απριλίου	квітня
απριλίου	квітні
τρεις	три
τρεις	втрьох
τρεις	трійка
αυγούστου	серпні
αυγούστου	серпня
αυγούστου	серпень
έργα	працює
έργα	проекти
έργα	проектів
δεκεμβρίου	грудень
δεκεμβρίου	грудня
δεκεμβρίου	грудні
χρήση	використати
χρήση	використовувати
χρήση	користування
χρήση	використання
πρόεδρος	президент
πρόεδρος	президенти
πολιτική	правила
πολιτική	політики
πολιτική	policy
πολιτική	політика
πολιτική	політикою
πολιτική	політика
ακόμη	still
ακόμη	ще
ακόμη	надалі
ακόμη	досі
ίδιο	збігається
ίδιο	однаковий
ίδιο	однакові
ίδιο	same
ίδιο	самий
μας	наше
μας	наша
μας	наші
μας	наш
εκλογές	вибори
εκλογές	вибори
μέλη	учасники
μέλη	члени
τελικά	зрештою
τελικά	нарешті
μέλος	член
μέλος	учасник
μέλος	учасника
μέλος	члена
εποχή	епоха
εποχή	епохи
εποχή	епоху
εποχή	season
εποχή	сезон
εποχή	сезону
εποχή	епоха
χωριό	село
αρχικά	спочатку
αρχικά	ініціали
περίοδος	строк
περίοδος	період
δήμος	муніципалітет
δήμος	край
κύπελλο	чашка
κύπελλο	чаша
κύπελλο	кубок
ζωή	життя
ζωή	лайф
ζωή	зої
έδρα	штаб
έδρα	місце
έδρα	seat
περιλαμβάνει	включення
περιλαμβάνει	входить
περιλαμβάνει	включає
μεγάλο	великі
μεγάλο	великих
μεγάλο	великі
μεγάλο	велике
μεγάλο	велика
μεγάλο	великий
μεγάλο	біг
βάση	основа
βάση	базова
βάση	база
βάση	основою
βάση	базовий
βάση	базис
κέντρο	центр
κέντρο	центр
φεβρουαρίου	лютому
φεβρουαρίου	лютий
φεβρουαρίου	лютого
κάτι	щось
κάτι	дещо
κάτι	чимось
κοντά	поблизу
κοντά	поруч
κοντά	поряд
κοντά	близько
κοντά	біля
κοντά	закрити
κοντά	близький
κοντά	близько
κοντά	близькі
κοντά	закриття
κοντά	поблизу
κοντά	поруч
μορφή	форму
μορφή	форма
μορφή	формат
μορφή	форматування
χρόνο	тайм
χρόνο	час
ιστοσελίδα	сайті
ιστοσελίδα	сайт
κόμμα	вечірка
κόμμα	партії
κόμμα	вечірки
κόμμα	партія
κόμμα	party
κόμμα	кома
κόμμα	комами
γιατί	адже
γιατί	бо
γιατί	чому
γιατί	нащо
γιατί	навіщо
ρόλο	ролло
ρόλο	ролі
ρόλο	роль
άλμπουμ	альбому
άλμπουμ	альбом
άλμπουμ	альбомів
άλμπουμ	альбоми
επειδή	адже
επειδή	бо
έκδοση	редакція
έκδοση	видання
έκδοση	версія
γκολ	цілі
γκολ	голи
γκολ	мета
αρχές	влади
αρχές	засади
αρχές	принципи
γύρω	around
γύρω	довкола
γύρω	навколо
συνήθως	зазвичай
ονομασία	назва
ονομασία	позначення
κοινότητα	громада
κοινότητα	спільнота
κοινότητα	спільноти
τελευταία	останній
τελευταία	остання
τελευταία	останнє
έκανε	рахував
έκανε	зробили
έκανε	вчинили
έκανε	робили
έκανε	зробила
έκανε	made
ξεκίνησε	почалося
ξεκίνησε	почалось
ξεκίνησε	почали
ξεκίνησε	розпочато
ξεκίνησε	почався
ξεκίνησε	почато
είτε	або
κυβέρνηση	правління
κυβέρνηση	уряд
πρώτος	перше
πρώτος	перша
πρώτος	перший
πήρε	взяли
πήρε	забрали
πήρε	взяв
πήρε	забрала
πήρε	забрав
κάνει	зроблено
κάνει	закінчили
κάνει	виконано
κάνει	готово
κάνει	done
ηπα	сша
ηπα	usa
ανάμεσα	поміж
ανάμεσα	між
δεύτερη	другий
δεύτερη	друге
δεύτερη	друга
δεύτερη	секунда
γλώσσα	язик
γλώσσα	язика
γλώσσα	мова
γλώσσα	мови
γλώσσα	мову
γιος	сина
γιος	сину
γιος	син
μάχη	battle
μάχη	битва
μάχη	бій
μάχη	combat
μάχη	бійця
μάχη	комбат
μάχη	бойове
μάχη	бій
μάχη	бійка
μάχη	fight
πανεπιστήμιο	університет
όλες	усі
όλες	всі
όλες	все
όλες	всіх
κάποια	дехто
κάποια	деякі
κάποια	якесь
κάποια	якийсь
κάποια	трохи
δείτε	подивитися
δείτε	див
δείτε	бачите
δείτε	бачу
δείτε	переглянути
δείτε	дивитися
δείτε	подивитися
δείτε	дивіться
δείτε	дивися
δείτε	спостерігати
πόλεμο	війна
συχνά	часто
συχνά	часто
περιοχές	регіони
περιοχές	регіонів
περιοχές	регіонах
περιοχές	областях
περιοχές	області
περιοχές	ділянки
περιοχές	територіях
περιοχές	площі
περιοχές	районів
πρώην	колишні
πρώην	колишній
παράδειγμα	приклад
παράδειγμα	прикладу
άρθρο	стаття
άρθρο	статтю
εικόνα	picture
εικόνα	зображення
εικόνα	картинка
εικόνα	фото
εικόνα	зображення
έλαβε	отримано
έλαβε	отримані
έλαβε	отриманий
έλαβε	отримали
έλαβε	отримала
επίσημη	офіційні
επίσημη	офіційна
επίσημη	офіційний
επίσημη	офіційне
επίσημη	формальні
επίσημη	формальна
κατοίκους	мешканці
κατοίκους	мешканці
κατοίκους	мешканців
πηγές	джерела
πηγές	джерел
βόρεια	північна
βόρεια	норт
βόρεια	північний
βόρεια	північ
βόρεια	північна
βόρεια	північний
βόρεια	північне
πόλεις	містами
πόλεις	міста
πόλεις	городи
πόλεις	містах
πόλεις	міст
ιδιαίτερα	особливо
ιδιαίτερα	особливо
αγώνα	перегони
αγώνα	забіг
αγώνα	раса
αγώνα	збіг
αγώνα	відповідність
αγώνα	матч
αγώνα	двобій
αγώνα	сірники
αγώνα	бій
αγώνα	бійка
αγώνα	fight
γεγονός	подію
γεγονός	події
γεγονός	подією
γεγονός	подія
γεγονός	факт
σελίδα	сторінку
σελίδα	сторінка
σελίδα	сторінки
σελίδα	пейдж
θέμα	тему
θέμα	тема
θέμα	теми
θέμα	темою
θέμα	тема
θέμα	предмет
ηλικία	віці
ηλικία	вік
ηλικία	ера
ηλικία	доба
χρησιμοποιείται	використовується
χρησιμοποιείται	використана
χρησιμοποιείται	використані
χρησιμοποιείται	використано
πρώτα	перше
πρώτα	перша
πρώτα	перший
μέγεθος	розмір
θεωρείται	вважається
θεωρείται	вважаються
θεωρείται	вважають
θεωρείται	вважалося
εδώ	тут
νότια	південна
νότια	південний
νότια	південна
νότια	південь
νότια	південний
σημείο	точка
σημείο	точку
σημείο	point
σχέση	стосунки
σχέση	взаємовідношення
περίπτωση	регістр
περίπτωση	справа
περίπτωση	випадок
περίπτωση	випадку
νέο	нові
νέο	нове
νέο	нова
νέο	новий
νέο	створити
ήδη	уже
ήδη	вже
έτος	рік
σχεδόν	майже
ένωση	union
ένωση	союз
ένωση	юніон
ένωση	асоціації
ένωση	асоціація
περισσότερο	більше
βασιλιά	кінг
βασιλιά	король
βασιλιά	цар
εκκλησία	церква
εκκλησία	костел
εκδόσεις	публікаціях
μουσείο	museum
μουσείο	музей
πολιτικός	політик
συμμετοχή	участь
συμμετοχή	участі
συμμετοχή	участь
δυο	два
δυο	дві
δυο	двоє
δυο	двох
δυο	двійка
μεγαλύτερη	більше
μεγαλύτερη	старші
μεγαλύτερη	старше
μεγαλύτερη	старіші
μεγαλύτερη	старша
μεγαλύτερη	точніше
μεγαλύτερη	більший
μεγαλύτερη	більшого
μεγαλύτερη	більшим
μεγαλύτερη	більший
μεγαλύτερη	більші
μεγαλύτερη	більше
μεγαλύτερη	більша
πέθανε	загине
πέθανε	die
πέθανε	померти
πέθανε	помер
πέθανε	померла
ανά	пер
μουσική	музика
μουσική	музики
μουσική	музик
μουσική	музиці
μουσική	музику
κόσμο	космо
κόσμο	світовий
κόσμο	світ
κόσμο	світе
κόσμο	world
άτομα	осіб
άτομα	особи
άτομα	народ
άτομα	людей
άτομα	люди
δεύτερο	другий
δεύτερο	друге
δεύτερο	друга
δεύτερο	секунда
είδος	типу
είδος	тип
είδος	виді
είδος	вид
είδος	види
αρκετά	достатньо
αρκετά	досить
μεγαλύτερο	старші
μεγαλύτερο	старше
μεγαλύτερο	старіші
μεγαλύτερο	старша
μεγαλύτερο	точніше
μεγαλύτερο	більший
μεγαλύτερο	більшого
μεγαλύτερο	більшим
μεγαλύτερο	більший
μεγαλύτερο	більші
μεγαλύτερο	більше
μεγαλύτερο	більша
εκείνη	вона
εκείνη	she
χώρες	країн
χώρες	країни
χώρο	простору
χώρο	пробіл
χώρο	простір
σχολή	школа
σχολή	училище
εναντίον	проти
τρία	три
τρία	втрьох
τρία	трійка
χαρακτηριστικά	характеристики
χαρακτηριστικά	особливості
χαρακτηριστικά	можливості
χαρακτηριστικά	функціональність
χαρακτηριστικά	атрибути
χαρακτηριστικά	атрибутів
όρος	термін
όρος	гора
όρος	маунт
όρος	монтувати
όρος	монтування
όρος	умова
ιδρύθηκε	заснував
ιδρύθηκε	засновано
βασιλιάς	кінг
βασιλιάς	король
βασιλιάς	цар
παιδιά	хлопчики
παιδιά	діти
παιδιά	дітям
παιδιά	дітьми
παιδιά	дітлахи
παιδιά	дітки
παιδιά	хлопці
παιδιά	діти
παιδιά	дітьми
παιδιά	дітей
βραβείο	премія
βραβείο	нагорода
άρχισε	почалося
άρχισε	почалось
άρχισε	почали
άρχισε	розпочато
άρχισε	почався
άρχισε	почато
φαίνεται	фотографування
φαίνεται	здається
φαίνεται	виглядає
αρχαία	давніх
αρχαία	стародавні
αρχαία	давні
αρχαία	стародавній
αρχαία	давній
μήκος	тривалість
μήκος	довжина
μήκος	довжини
κυκλοφόρησε	випустили
κυκλοφόρησε	випущено
τι	що
τι	яка
τι	чим
χρονιά	рік
παραγωγή	продакшн
παραγωγή	виробництво
παραγωγή	продукція
ηθοποιός	актриса
ηθοποιός	акторка
ηθοποιός	актор
ελληνικά	грецька
ελληνικά	грецький
ελληνικά	грецьке
ελληνικά	грек
ελληνικά	грецькі
δυνάμεις	живить
δυνάμεις	здібності
δυνάμεις	силами
δυνάμεις	силі
δυνάμεις	сил
δυνάμεις	сили
δυνάμεις	військах
γαλλία	франції
γαλλία	франція
γαλλία	францію
ελληνικό	грецька
ελληνικό	грецький
ελληνικό	грецьке
ελληνικό	грек
ελληνικό	грецькі
ευρώπη	європу
ευρώπη	європа
ευρώπη	європі
δεκαετία	десятиліття
γνωστό	відома
γνωστό	відоме
γνωστό	відомі
παγκόσμιο	глобальний
παγκόσμιο	global
παγκόσμιο	загальні
βιβλίο	книжка
βιβλίο	книжечки
βιβλίο	книга
βιβλίο	книги
διάστημα	інтервал
διάστημα	проміжок
διάστημα	простору
διάστημα	пробіл
διάστημα	простір
οικογένεια	сімейство
οικογένεια	сімейний
οικογένεια	сімейні
οικογένεια	родина
μέτρα	заходи
σημαίνει	засоби
παραπάνω	вище
υπουργός	міністр
υπουργός	міністру
σεζόν	season
σεζόν	сезон
σεζόν	сезону
πρότυπο	модель
πρότυπο	моделі
πρότυπο	шаблон
πρότυπο	template
πρότυπο	стандартний
πρότυπο	стандарт
πρότυπο	стандартна
πρότυπο	стандартне
αριθμός	число
αριθμός	кількість
αριθμός	номер
αριθμός	номера
θάνατο	death
θάνατο	смерть
θάνατο	смерті
εταιρεία	компанія
σώμα	тіло
σώμα	тіла
σώμα	корпус
πρωτεύουσα	капітал
πρωτεύουσα	столиця
παράλληλα	паралельний
παράλληλα	паралельні
παράλληλα	паралельно
σύνολο	усього
σύνολο	всього
σύνολο	загалом
σύνολο	загальна
σύνολο	загальний
γνωστή	відома
γνωστή	відоме
γνωστή	відомі
κατάσταση	стан
κατάσταση	статус
κατάσταση	стану
κατάσταση	статусі
κατάσταση	ситуацію
κατάσταση	ситуація
κατάσταση	становище
κατάσταση	ситуації
κατάσταση	умова
νησί	острів
επίπεδο	рівень
επιτυχία	успіх
γερμανία	німеччини
γερμανία	німеччині
γερμανία	німеччина
γερμανία	німеччину
άλλους	інших
άλλους	інші
άλλους	іншими
πίσω	back
πίσω	назад
πίσω	ззаду
πίσω	повернулася
πίσω	спина
δημιουργία	створення
δημιουργία	створити
δημιουργία	створення
δημιουργία	витвір
αρχή	запустити
αρχή	розпочати
αρχή	старт
αρχή	запускати
αρχή	початок
αρχή	почати
αρχή	початок
αρχή	принцип
αρχή	авторитет
αρχή	правом
άδεια	ліцензію
άδεια	ліцензія
άδεια	ліцензії
άδεια	дозволу
άδεια	дозвіл
άδεια	ліцензію
άδεια	ліцензія
άδεια	дозволяють
άδεια	порожнім
άδεια	порожнє
άδεια	порожня
άδεια	порожні
άδεια	порожній
σου	засудити
επιπλέον	додаткові
περισσότερα	більше
ανάπτυξη	розвитку
ανάπτυξη	розвиток
ανάπτυξη	розробка
ανάπτυξη	росту
ανάπτυξη	зростання
ανάπτυξη	ріст
φάση	етапу
φάση	фаза
φάση	фазу
φάση	фази
αυτόν	нього
αυτόν	постане
αυτόν	йому
αυτόν	ним
αυτόν	його
συγγραφέας	writer
συγγραφέας	письменник
συγγραφέας	автор
συγγραφέας	автора
συγγραφέας	автором
άγιος	айос
άγιος	святий
άγιος	saint
άγιος	сен
θάνατοι	померли
θάνατοι	смертей
γ΄	ііі
γ΄	iii
τραγούδι	спів
τραγούδι	співати
τραγούδι	співає
τραγούδι	конкурс
τραγούδι	пісня
κόρη	донька
κόρη	дочка
πάλι	знов
πάλι	знову
επαρχία	провінція
ιωάννης	джон
ιωάννης	іоанн
ιωάννης	іван
ιωάννης	іоанніс
θεσσαλονίκη	салоніки
αγγλικά	англійською
αγγλικά	англійська
άλλοι	інших
άλλοι	інші
άλλοι	іншими
κέρδισε	win
κέρδισε	переможе
κέρδισε	переміг
κέρδισε	виграв
κέρδισε	вон
κέρδισε	виграли
βασίλειο	царство
βασίλειο	kingdom
βασίλειο	королівство
σκοπό	мета
συνολικά	усього
συνολικά	всього
συνολικά	загалом
συνολικά	загальна
συνολικά	загальний
συνολικά	загальна
συνολικά	загальний
γνωστός	відома
γνωστός	відоме
γνωστός	відомі
γνωστός	знайомі
πληροφορίες	info
πληροφορίες	інформації
πληροφορίες	інформація
πληροφορίες	відомості
πληροφορίες	інформація
εθνικό	національна
εθνικό	націонал
εθνικό	національне
εθνικό	національний
εθνικό	національні
καριέρα	кар
ποτέ	никогда
ποτέ	ніколи
ποτέ	never
ποτέ	ever
τέλη	плату
τέλη	внески
πλευρά	збоку
πλευρά	сторона
πλευρά	бічна
πλευρά	бік
πλευρά	сторони
διάφορες	різноманітні
διάφορες	різні
ανήκει	належить
πρόγραμμα	програма
πρόγραμμα	розклад
πρόγραμμα	програма
χιλιόμετρα	кілометрів
χιλιόμετρα	кілометри
χιλιόμετρα	кілометри
κάτοικοι	мешканці
κάτοικοι	мешканці
κάτοικοι	мешканців
άρθρα	статті
άρθρα	статтями
άρθρα	статей
γεώργιος	георгіос
γεώργιος	георгій
γεώργιος	георгія
γεώργιος	джордж
γεώργιος	георг
τύπου	преса
τύπου	натиснути
τύπου	прес
τύπου	press
τύπου	типу
τύπου	тип
δημοκρατία	республіка
δημοκρατία	демократія
πόλεμος	війна
εφημερίδα	газета
μικρό	малий
μικρό	малі
μικρό	маленькі
μικρό	маленька
μικρό	маленький
μικρό	маленькі
τόπος	місце
τόπος	розміщення
τόπος	місцезнаходження
τόπος	локація
τόπος	місце
τόπος	розташування
ονομάζεται	назвали
ονομάζεται	викликала
ονομάζεται	називається
ονομάζεται	викликали
συγκεκριμένα	конкретних
συγκεκριμένα	певне
συγκεκριμένα	конкретні
συγκεκριμένα	спеціально
συγκεκριμένα	конкретно
είδη	виді
είδη	вид
είδη	види
πηγή	джерело
πηγή	джерела
κάποιος	кимось
κάποιος	когось
κάποιος	хтось
κάποιος	кимось
κάποιος	когось
κάποιος	хтось
ιταλία	італії
ιταλία	італія
ιταλία	італію
πατέρας	батька
πατέρας	батько
πατέρας	батьку
πατέρας	отець
κατηγορίες	звинувачення
κατηγορίες	видатки
κατηγορίες	категорії
αναφέρει	згадки
ποδόσφαιρο	футбол
ποδόσφαιρο	футбол
θέσεις	позиції
θέσεις	позицій
θέσεις	пости
θέσεις	дописи
θέσεις	місця
θέσεις	сидіння
περισσότερες	більше
έκταση	приціл
έκταση	обсяг
έκταση	міри
έκταση	область
έκταση	ділянка
έκταση	площа
έκταση	місцевість
γενικά	загальна
γενικά	загальний
γενικά	загальні
γενικά	генерал
γενικά	загальний
γενικά	загальне
σημαντικό	важлива
σημαντικό	важливі
σημαντικό	важливий
σημαντικό	важливе
σημαντικό	важливо
νίκη	win
νίκη	переможе
νίκη	перемога
νίκη	перемоги
νίκη	вигравати
νίκη	забив
νίκη	виграш
νίκη	перемагає
μικρή	малий
μικρή	малі
μικρή	маленькі
μικρή	маленька
μικρή	маленький
μικρή	маленькі
έτη	роки
πατέρα	батька
πατέρα	батько
πατέρα	батьку
πατέρα	отець
αμερικανός	американський
αμερικανός	американець
αμερικανός	американські
αμερικανός	американська
αμερικανός	американської
τελικό	фінал
τελικό	остаточний
τελικό	final
πάντα	завжди
συγκρότημα	band
συγκρότημα	гурт
συγκρότημα	комплекс
συγκρότημα	складні
παραγωγής	продакшн
παραγωγής	виробництво
παραγωγής	продукція
ίσως	maybe
ίσως	можливо
επόμενη	наступний
επόμενη	наступна
επόμενη	next
επόμενη	наступне
επόμενη	далі
στιγμή	момент
στιγμή	мить
μήνες	місяці
μήνες	місяцями
μήνες	місяців
αποτελείται	складено
αποτελείται	складається
θεωρία	теорія
ύψος	висота
ύψος	висота
πολλοί	багато
πολλοί	багатьох
όλοι	everybody
όλοι	усі
όλοι	усі
όλοι	всі
όλοι	все
όλοι	всіх
όλοι	всім
όλοι	усіх
όλοι	усі
όλοι	усім
όλοι	всіх
τώρα	тепер
τώρα	зараз
προπονητής	тренер
προπονητής	тренера
θέατρο	театрі
θέατρο	театр
θέατρο	театр
σημαντική	важлива
σημαντική	важливі
σημαντική	важливий
σημαντική	важливе
σημαντική	важливо
σημαντική	значний
ημέρα	день
ημέρα	дню
ημέρα	дня
διάφορα	різні
διάφορα	різне
επέστρεψε	повернувся
επέστρεψε	повернуто
επέστρεψε	повернулася
παρέμεινε	залишилася
κατέκτησε	підкорили
θέματα	теми
θέματα	тем
θέματα	теми
θέματα	тем
θέματα	питань
θέματα	проблеми
θέματα	питання
στάδιο	стадіон
στάδιο	стедіум
στάδιο	стадія
χωριά	селах
χωριά	села
χωριά	сіл
επίθεση	наступ
επίθεση	напад
επίθεση	атака
επίθεση	атаки
επίθεση	десант
επίθεση	напад
τραγούδια	пісень
τραγούδια	пісні
τραγούδια	songs
έδωσε	дали
έδωσε	віддала
έδωσε	дав
έδωσε	віддали
έδωσε	дала
πληθυσμός	населення
λέξη	словом
λέξη	слово
κατάφερε	переживали
κατάφερε	худоби
κατάφερε	вдалося
κατάφερε	зуміли
κατάφερε	керується
προβλήματα	проблем
προβλήματα	проблеми
δύναμη	міцність
δύναμη	інтенсивність
δύναμη	сили
δύναμη	сила
δύναμη	примусово
δύναμη	примусити
δύναμη	сила
δύναμη	force
δύναμη	влада
δύναμη	живлення
δύναμη	сила
δύναμη	power
επανάσταση	революція
τύπος	преса
τύπος	натиснути
τύπος	прес
τύπος	press
τύπος	формула
τύπος	типу
τύπος	тип
εκατομμύρια	мільйон
εκατομμύρια	мільйонами
εκατομμύρια	мільйони
τέσσερις	четвірка
τέσσερις	чотирьох
τέσσερις	чотири
πορεία	курс
πορεία	майданчик
μέση	середня
μέση	посередині
μέση	середньої
μέση	середина
μέση	середній
μέση	середній
μέση	середнє
μέση	середня
μέση	середнього
μέση	талію
μέση	талія
μέση	пояс
πρόβλημα	задача
πρόβλημα	проблему
πρόβλημα	проблема
πρόβλημα	біді
πρόβλημα	біда
άνω	вгорі
άνω	верхня
άνω	верхні
άνω	верхній
νερό	вода
νερό	водні
νερό	водяний
νερό	водяне
αγωνίστηκε	билися
αγωνίστηκε	бився
αγωνίστηκε	воював
αγωνίστηκε	боролися
αγωνίστηκε	воювали
τοπική	локальні
τοπική	місцеві
τοπική	локальна
τοπική	локальний
τοπική	місцевий
περιφέρεια	ділянку
περιφέρεια	регіон
περιφέρεια	улус
περιφέρεια	округ
περιφέρεια	нохія
περιφέρεια	район
παρουσία	присутність
μητέρα	матір
μητέρα	мати
μητέρα	матері
έξι	шість
έξι	шестеро
δομή	структура
δομή	структури
παρίσι	paris
παρίσι	париж
έγραψε	написав
έγραψε	написала
έγραψε	писав
κατασκευή	виробництва
κατασκευή	будівництво
κατασκευή	будівництва
κατασκευή	побудувати
περιέχει	містить
περιέχει	містяться
περιπτώσεις	випадках
περιπτώσεις	випадки
περιπτώσεις	випадків
ημέρες	днів
ημέρες	дні
μαρία	марія
μερικές	дехто
μερικές	деякі
μερικές	якесь
μερικές	якийсь
μερικές	трохи
τιμή	ціна
τιμή	значення
τιμή	вартість
διαδικασία	процес
διαδικασία	обробити
διαδικασία	процесу
διαδικασία	процедури
διαδικασία	процедуру
διαδικασία	процедура
κοινό	аудиторію
κοινό	аудиторія
κοινό	аудиторії
κοινό	глядачі
διαγραφή	стерти
διαγραφή	витерти
διαγραφή	вилучення
διαγραφή	вилучення
διαγραφή	видалити
