wäldern	우즈
kugel	스피어
kugel	글로브
kugel	orb
kugel	총알
kugel	탄환
kosovo	코소보
delegation	위임
färbung	색칠
färbung	컬러링
färbung	염색
färbung	색칠
färbung	색채
trophy	트로피
ausstrahlung	방송
ausstrahlung	카리스마
ausstrahlung	방송
pest	해충
pest	전염병
pest	흑사병
pest	페스트
indischer	인도인
indischer	인도
indischer	인디언
genehmigt	승인
genehmigt	승인
universum	우주
gespräche	회담
gespräche	대화
gespräche	인터뷰
gespräche	토론
gespräche	논의
biathlon	바이애슬론
wärme	더위
wärme	히트
wärme	따뜻하다
wärme	난방
kommerzielle	상용
kommerzielle	상업용
kommerzielle	상업
korrigieren	보정
korrigieren	교정
korrigieren	fix
korrigieren	고쳐
korrigieren	고치
korrigieren	고치기
korrigieren	정답
korrigieren	올바른
mechanische	기계
moor	무어
moor	무어인
moor	습지
moor	마시
moor	무어인
erfüllung	준수
erfüllung	물류
erfüllung	이행
schach	체스
hauptquartier	본부
hauptquartier	본사
ward	워드
vieles	많은
vieles	많이
vieles	훨씬
einheitlich	통합
einheitlich	단일
einheitlich	유니폼
ehrungen	명예
einbau	장착
einbau	설치
breitengrad	위도
breitengrad	평행
breitengrad	병렬
breitengrad	경도
silberne	실버
commonwealth	연방
klang	소리
klang	사운드
verpflichtete	입대
malta	몰타
sitzung	세션
sitzung	모임
sitzung	회의
sitzung	만남
sitzung	미팅
sitzung	앉은
bolivien	볼리비아
wohin	어디서
wohin	어디
wohin	어디에
wohin	어디로
schwerpunkte	하이라이트
schwerpunkte	집중
schwerpunkte	초점
schwerpunkte	집중하기
schwerpunkte	포커스
schwerpunkte	우선순위
seoul	서울
relevanter	관련
relevanter	관련성
handels	분배
verpflichtung	규약
verpflichtung	의무
verpflichtung	헌신
teilnahmen	참가
aufsatz	세이
aufsatz	에세이
benutzung	사용법
benutzung	사용량
benutzung	사용
leiche	시체
leiche	시체
warner	워너
verträge	계약
verträge	계약서
verträge	조약
nordsee	북부
nordsee	북쪽
nordsee	노스
abschied	작별
abschied	굿바이
perfekt	완벽
perfekt	완벽한
perfekt	완벽하게
burgruine	폐허
kommunisten	공산주의자
kommunisten	공산주의자
eingegangen	받았습니다
eingegangen	받은
eingegangen	받음
ngc	ngc
definieren	정의하기
definieren	정의
augustin	아우구스틴
gotischen	고딕
werdegang	경력
werdegang	직업
werdegang	커리어
werdegang	역사
werdegang	내역
werdegang	히스토리
werdegang	기록
organ	장기
organ	장기
organ	오르간
konto	계좌
konto	계정
inhaftiert	체포
busse	버스
busse	코치
busse	버스
mineral	미네랄
mineral	광물
mineral	미네랄
mixed	엇갈린다
mixed	혼합
konzerten	연주회
konzerten	콘서트
kommissar	형사
kommissar	탐정
kommissar	경감
kommissar	검사관
kommissar	조사관
kommissar	감독관
erlernte	학습
erlernte	배운
uhrzeigersinn	시계방향으로
uhrzeigersinn	시계방향
dream	드림
aktien	주식
aktien	주식
aktien	재고
aktien	주식
aktien	공유
grammatik	언어학
grammatik	문법
grammatik	문법
lustig	재미
fernseh	텔레비전
silver	실버
case	대소문자
case	케이스
case	사례
spanier	스페인인
spanier	스페인인
upper	윗쪽
upper	상위
filter	필터링
filter	필터
filter	필터
hölle	지옥
hölle	헬파이어
beat	beat
beat	이겨
beat	비트
meta	메타
charakteristisch	특성
charakteristisch	특징
grade	성적
grade	학년
grade	도도
mönch	몽크
mathematischen	수학
amateur	아마추어
nachbarschaft	이웃들
nachbarschaft	이웃
nachbarschaft	이웃
nachbarschaft	동네
nachbarschaft	근방
staatsanwaltschaft	기소
popularität	인기
oberhausen	오버하우젠
belgische	벨기에
rechtsprechung	관할권
rechtsprechung	판단
rechtsprechung	사법
rechtsprechung	사법제도
rechtsprechung	법학
bakterien	세균
bakterien	박테리아
martha	마사
pan	냄비
channel	채널
übersetzen	번역중
übersetzen	번역기
übersetzen	번역
übersetzen	번역하기
übersetzen	번역
hunderte	수백명이
hunderte	수백
trainiert	훈련
börse	교환
kings	킹스
angefangen	시작되었습니다
angefangen	시작했습니다
angefangen	시작됨
angefangen	시작
genua	제노바
genua	제노바
cook	요리사
exzellent	훌륭한
juristen	변호사
juristen	변호사
sekunde	둘째
sekunde	두번째
sekunde	sec
warren	워렌
nigeria	나이지리아
nigeria	나이지리아
orient	오리엔트
gültige	유효합니다
gültige	유효
gültige	유효한
paare	커플
paare	부부
paare	켤레
blood	피피
blood	블러드
blood	혈액
mathematische	수학
mathematische	수학
mathematische	수학
set	집합
set	세트
set	설정
rechtfertigen	정당화
protagonisten	주인공
störung	간섭
störung	소란
störung	장애
rekonstruktion	재건
administratoren	운영자
administratoren	관리자
administratoren	운영자
administratoren	관리자
administratoren	운영자
administratoren	관리자
administratoren	운영자
administratoren	관리자
gelernt	학습
gelernt	배운
gefüllt	채워진
auslegung	해석
haushalt	가구
haushalt	집안
haushalt	가구
haushalt	예산
haushalt	청소부
marschall	마샬
marschall	마셜
prediger	설교
prediger	설교자
installation	설치
installation	설치하기
installation	설치
installation	설치하기
installation	설치
schöner	아름다운
schöner	아름다워
schöner	아름답다
schöner	나이스
ecken	모서리
ecken	모서리
ecken	가장자리
ecken	구석
ecken	모퉁이
ecken	코너
speichern	저장하기
speichern	저장
speichern	절약
speichern	저장
speichern	매장
speichern	가게
speichern	상점
speichern	스토어
zurückkehren	되돌리기
schuss	총상
freundlich	친절한
freundlich	종류
freundlich	친절
freundlich	친근한
gehäuse	주택
gehäuse	숙소
zylinder	실린더
zylinder	배럴
vorschlagen	제안
portugiesisch	포르투갈령
portugiesisch	포르투갈어
wähler	유권자
reduzieren	축소
populär	인기
filmmusik	사운드트랙
filmmusik	점수
filmmusik	득점
gewinnung	추출
fotografien	사진들
fotografien	사진
fotografien	사진들
fotografien	사진
fotografien	사진술
kommunen	코뮌
verknüpft	연결됨
nachteil	단점
nachteil	단점
gramm	그램
gramm	그람
gramm	그램
wände	성벽
begleitung	모니터링
begleitung	반주
begleitung	호위
abwehr	방위
abwehr	국방
abwehr	방어
abwehr	디펜스
abwehr	방위
abwehr	국방
abwehr	방어
abwehr	디펜스
genres	장르
genres	장르
konkurrenten	경쟁자
konkurrenten	경쟁사
konkurrenten	경쟁자
konkurrenten	경쟁사
wiederholte	반복
wiederholte	반복적
landstraße	고속도로
landstraße	하이웨이
chancen	기회
chancen	확률
chancen	기회
chancen	기회
gastgeber	주최
gastgeber	호스트
gastgeber	주최
gastgeber	호스트
gastgeber	호스팅
gastgeber	주최
gastgeber	주최
gastgeber	호스팅
gastgeber	호스트
kämpfer	전사
kämpfer	워리어스
kämpfer	파이터스
kämpfer	파이터
kämpfer	파이터즈
kämpfer	전투기
kämpfer	파이터
kämpfer	전사
kämpfer	워리어
blumen	꽃이
blumen	꽃이
blumen	플라워
wünschen	소원
wünschen	소망
wünschen	소원
venus	금성
venus	비너스
schema	스킴
schema	배열
alexandra	알렉산드라
split	스플리트
split	스플릿
split	분할
split	나누기
unruhen	폭동
unruhen	폭동
rosen	장미
rosen	rosen
rosen	장미
rosen	로즈
keith	키스
fis	fis
statistische	통계학
statistische	통계
renommierten	명문
tante	이모
tante	숙모
tante	고모
tante	이모
tante	이모가
einstellungen	모집
einstellungen	태도
einstellungen	환경설정
einstellungen	설정
selbständig	독립
selbständig	독립적
nazi	나치즘
hudson	허드슨
sorte	다양체
sorte	버라이어티
jüngsten	막내
jüngsten	최근
lehrerin	가정교사
lehrerin	강사
lehrerin	선생님
lehrerin	교사
lehrerin	스승
nase	코코
finanzen	재무
finanzen	금융
finanzen	재무
finanzen	재정
finanzen	금융
finanzen	재정
vorgänge	프로세스
jungfrau	처녀자리
jungfrau	버진
jungfrau	처녀
jungfrau	처녀
marsch	습지
marsch	마시
marsch	행진
marsch	행진곡
marsch	행진
brooklyn	브루클린
brooklyn	브룩클린
tel	tel
doppelte	더블
doppelte	복사
doppelte	중복
doppelte	복제
doppelte	듀얼
teilchen	입자
teilchen	입자
gedeckt	커버
gedeckt	덮여
achtung	존경
achtung	존중
achtung	경고
achtung	주의
achtung	관심
achtung	주의
achtung	시선
achtung	경고
betriebssystem	운영
salon	미용실
salon	살롱
buddhismus	불교
buddhismus	불교
sauer	앵그리
sauer	화나
sauer	화난
sauer	화가
sauer	사워
zufall	기회
zufall	무작위
zufall	무작위로
zufall	랜덤
zufall	교통사고
zufall	사고
zufall	우연
jay	제이
suite	스위트
suite	스위트
kommend	출시
kommend	coming
salz	소금
monaco	모나코
guillaume	기욤
export	내보내기
export	수출
export	내보내기
kollege	동료
kollege	동료
portugiesische	포르투갈령
portugiesische	포르투갈어
future	미래
future	퓨처
future	미래
helen	헬렌
bretagne	브르타뉴
bretagne	브리트니
söhnen	아들들
railroad	철도
entfernte	삭제됨
entfernte	삭제되었습니다
entfernte	리모콘
entfernte	원격
entfernte	리모컨
volumen	볼륨
volumen	볼륨
betreten	입력
betreten	입력합니다
betreten	입력하기
normandie	노르망디
larry	래리
ghana	가나
himmelfahrt	어센션
himmelfahrt	승천
himmelfahrt	승천
regierungen	정부
besserung	향상
besserung	개선
estnischen	에스토니아어
estnischen	에스토니아
wilden	와일드
wilden	야생
deep	깊은
deep	깊게
manhattan	맨해튼
talsperre	저수지
volleyball	발리
volleyball	배구
sortiert	sort
sortiert	정렬
urlaub	휴일
urlaub	명절
urlaub	연휴
urlaub	홀리데이
urlaub	휴가
urlaub	공휴일
urlaub	방학
urlaub	휴가
urlaub	휴일
urlaub	연휴
urlaub	공휴일
urlaub	명절
südöstlichen	남동부
südöstlichen	남동
neffe	조카
plural	복수형
plural	복수
sportlichen	애슬레틱
sportlichen	스포팅
dreht	스핀
inspiriert	영감
metro	메트로
metro	지하철
feind	적들
schriftliche	서면
niedergang	거절
niedergang	거부
niedergang	쇠퇴
niedergang	몰락
klage	행동
klage	활동
klage	작업
klage	동작
klage	액션
klage	불만
klage	소송
fortschritt	진행
fortschritt	선진
teich	연못
teich	연못
endgültige	기말고사
endgültige	파이널
endgültige	결승전
track	트랙
track	추적
dachau	다하우
sms	sms
strauss	꽃다발
strauss	스트라우스
strauss	슈트라우스
leere	공허
leere	무효
leere	공허
leere	비어
leere	비어
raketen	미사일
raketen	로켓
raketen	로켓
steuer	납세
steuer	세금
steuer	세금
bull	황소
irene	아이린
irene	이레네
aussterben	사멸
aussterben	멸종
aussterben	대량절멸
aussterben	대멸종
aussterben	멸종
aussprache	발음
aussprache	토론
aussprache	논쟁
aussprache	토론
aussprache	논쟁
perry	페리
aufgeben	종료
aufgeben	끝내기
aufgeben	항복
synthese	합성
montag	월요일
montag	월요일부터
montag	월요
montag	먼데이
montag	월요일
kurve	곡선
kurve	커브
goldener	황금
goldener	골든
rettung	구원
rettung	구출
rettung	구조
ems	ems
empfänger	수신기
empfänger	수신자
empfänger	수신자
empfänger	수신자
empfänger	수신기
kaiserliche	임페리얼
konsequent	지속적으로
erläuterung	설명
edith	에디스
edith	에디트
tokyo	도쿄
tokyo	동경
beton	콘크리트
santo	산토
playoffs	플레이오프
holen	가져오기
holen	get
holen	받기
jünger	어려
gotische	고딕
südwestlichen	남서부
glücklich	행복하게
glücklich	럭키
glücklich	행운
glücklich	해피
glücklich	행복
glücklich	행복해
glücklich	행복하다
glücklich	행복한
demokraten	민주당
termin	마감
termin	약속
termin	예약
anbieten	쿠폰
rakete	로켓
rakete	로켓
rakete	유도탄
rakete	미사일
spezifische	구체적
spezifische	특정
spezifische	구체
ausgleich	보상
ausgleich	균형
ausgleich	오프셋
wallace	월리스
kapital	자본
kapital	수도
kapital	캐피탈
kapital	자본주의
kapital	캐피털
verwechselt	혼란
verwechselt	착각
abschaffung	폐지됨
abschaffung	폐지
helena	헬레나
helena	헬렌
anwesend	현재
anwesend	선물
moses	모세스
moses	모세
moses	모스
champion	챔프
champion	챔피언
champion	챔피언십
champion	챔피언
singapur	싱가포르가
singapur	싱가폴
singapur	싱가포르
baut	빌드
toulouse	툴루즈
verlegung	전송
nordöstlichen	북동
nordöstlichen	북동부
neunten	아홉번째
lyriker	시인
lyriker	시인
muslime	무슬림
muslime	이슬람교
muslime	무슬림
stille	정적
stille	침묵
stille	사일런스
stille	침묵
tatsächlichen	사실적
tatsächlichen	실제
miles	마일스
miles	마일리지
miles	마일
miles	마일리
miles	마일즈
christlich	기독교
christlich	크리스티안
christlich	크리스천
christlich	크리스찬
ellen	엘런
ellen	엘렌
fell	모피
zitate	따옴표
zitate	인용
sternen	항성
sternen	스타
arno	아르노
argumenten	인자
argumenten	인수
bemerkungen	발언
bemerkungen	발언
bemerkungen	노트
bemerkungen	관찰
bemerkungen	관측
bemerkungen	댓글
cleveland	클리블랜드
sinnlos	무의미한
sinnlos	쓸모없는
sinnlos	쓸데없는
sinnlos	무의미하다
santos	산토스
komponiert	작곡
komponiert	자작곡
gefangene	포로
gefangene	포로
gefangene	죄수
gefangene	억류
geiger	바이올리니스트
god	하느님
god	하나님
kontrolliert	제어
besuchern	방문자
besuchern	방문객
besuchern	방문자
besuchern	방문객
algerien	알제리
algerien	알제리
provence	프로방스
kanonen	총기
kanonen	대포
kanonen	캐넌포
kanonen	캐논
verwaltungsgemeinschaft	발레리
verwaltungsgemeinschaft	밸러리
streitigkeiten	소송
streitigkeiten	분쟁
streitigkeiten	분쟁
erhob	장미
erhob	로즈
kenneth	케네스
durchgehend	지속적으로
franziska	프랜시스
newton	뉴턴
aufführungen	공연
katastrophe	재난
katastrophe	재해
katastrophe	재난
katastrophe	재난
katastrophe	재앙
weiterbildung	훈련
weiterbildung	트레이닝
weiterbildung	교육학
weiterbildung	교육
weiterbildung	학력
charaktere	문자
charaktere	등장인물
torhüter	골키퍼
neutralität	중립성
neutralität	중립
after	항문
qualitätssicherung	품질
qualitätssicherung	퀄리티
qualitätssicherung	화질
qualitätssicherung	화질이
automatische	자동
quartett	콰르텟
quartett	사중주
flandern	플랜더스
flandern	플랑드르
bristol	브리스틀
bristol	브리스톨
namibia	나미비아
gottesdienst	예배
gottesdienst	숭배
gottesdienst	경배
bergwerk	광산
bergwerk	광산
bergwerk	지뢰
verteilen	배포
verteilen	분배
verteilen	분산
salomon	솔로몬
greifen	그립
erika	유리카
erika	에리카
erika	에리카
negativen	부정적
negativen	음수
negativen	음성
negativen	원판
konvention	조약
konvention	협약
konvention	컨벤션
tatsächliche	실제
abwarten	기다림
abwarten	기다린다
abwarten	기다림
abwarten	기다렸다
but	그런데
but	그러나
but	근데
but	하지만
atlantik	애틀랜틱
atlantik	대서양
wettbewerben	콘테스트
geburtsdatum	생년월일
geburtsdatum	생일
zusammenbruch	붕괴
zusammenbruch	축소
gewählte	선출
nominierungen	후보
draußen	밖에서
draußen	외부
draußen	바깥
draußen	실외
draußen	야외
draußen	아웃
marina	마리나
gehalt	급여
gehalt	월급
gehalt	콘텐츠
gehalt	컨텐츠
gehalt	내용
gehalt	임금
sauber	청소
sauber	깨끗한
sauber	깨끗하다
flöte	플룻
flöte	플루트
ideologie	이데올로기
herzogin	여공작
herzogin	공작부인
metropolitan	메트로폴리탄
harrison	해리슨
diana	diana
handschrift	글씨
handschrift	글씨체
handschrift	사본
nazis	나치즘
landwirt	농부
landwirt	농부
mehrzahl	다수
mehrzahl	복수형
mehrzahl	복수
regierungszeit	통치
regierungszeit	reign
heilig	거룩한
heilig	거룩
nordwestlichen	노스웨스턴
nordwestlichen	북서
nordwestlichen	북서부
geholfen	원호
sorge	염려
sorge	우려
sorge	걱정
malaysia	말레이시아
malaysia	말레이시아어
strahlung	방사능
strahlung	방사
strahlung	방사선
strahlung	방사성
eintragung	항목
eintragung	등록
substanzen	물질
internen	내부
alexandria	알렉산드리아
folgend	팔로우
ergänzungen	보완
ergänzungen	보충제
psychiatrie	정신의학
abends	저녁
ruft	통화
ruft	calling
bösen	사악한
bösen	위키드
bush	부시
belastung	로드
belastung	로딩
belastung	스트레스
belastung	부담
verbundene	제휴
verbundene	연관
verbundene	연결됨
verbundene	관련
umfassend	포괄적
umfassend	철저
umfassend	철저한
variiert	다양함
vorherige	이전
bordeaux	보르도
erscheinungsbild	외모
erscheinungsbild	모양
erscheinungsbild	출연
elite	엘리트
realen	진짜
realen	리얼
realen	레알
elias	엘리아스
elias	엘리어스
astronomen	천문학자
astronomen	천문학자
hochwasser	홍수
hochwasser	홍수
hochwasser	대홍수
hochwasser	홍수
vertraut	익숙한
vertraut	신뢰
erleben	경험
erleben	체험
abwesenheit	결석
abwesenheit	부재
gerichtshof	법정
gerichtshof	재판소
gerichtshof	법원
rallye	집회
rallye	랠리
willkommen	환영
willkommen	환영합니다
abb	abb
abb	fig
abb	무화과
bezahlen	지불
bezahlen	지불
bezahlen	결제
automobil	자동차
gemahlin	마누라
gemahlin	와이프
gemahlin	아내
einstein	아인슈타인
motivation	동기
motivation	동기부여
einnahme	섭취
ungeeignet	부적절한
islamische	이슬람
islamische	이슬람교
islamische	이슬람주의
islamische	이슬람
finnische	핀란드어
finnische	핀란드
spalten	칼럼
spalten	기둥
wolfsburg	볼프스부르크
singer	가수
singer	싱어
widmen	헌신
middle	중간
middle	가운데
feder	깃털
feder	pen
ausgegeben	발급
ausgegeben	발행
ausgegeben	지출
eurovision	유로비전
gutachten	의견
gutachten	경보
gutachten	자문
gutachten	의견
match	일치하기
match	일치합니다
match	매치
match	일치
repräsentiert	나타냅니다
erneuerung	갱신
erneuerung	갱신
erneuerung	갱신
firefox	파이어폭스
firefox	firefox
colin	콜린
phasen	단계
kombiniert	결합
kombiniert	결합
kombiniert	복합
stärksten	최강
brecht	브레히트
italiener	이탈리아인
italiener	피자
italiener	이탈리아
italiener	이탈리아인
italiener	이탈리아어
auftritten	외모
auftritten	출연
industrielle	공업
industrielle	산업
attentat	암살
gefühle	정서
gefühle	감정
gefühle	느낌이
gefühle	기분
gefühle	느낌
gefühle	감정
gefühle	감정
atlantic	애틀랜틱
atlantic	대서양
steffen	프레디
verweise	인용
verweise	참조
verweise	참고
verweise	링크
anhang	부록
anhang	첨부
schulden	채무
schulden	부채
schulden	부채
schulden	채무
schulden	부채
nebel	안개
nebel	안개
nebel	성운
carmen	카르멘
codex	코덱스
kommunalen	시영
turniere	토너먼트
turniere	토너먼트
turniere	대회
überlebenden	생존
überlebenden	생존자
überlebenden	생존
überlebenden	살아남은
überlebenden	survivor
überlebenden	생존자
endgültigen	기말고사
endgültigen	파이널
endgültigen	결승전
león	레온
león	레온
león	리온
caesar	카이사르
caesar	시저
gerichtsbarkeit	관할권
gerichtsbarkeit	사법
gerichtsbarkeit	사법제도
bundesländer	랜더
susan	수잔
exemplar	견본
unrecht	잘못된
analysen	해석학
analysen	분석
analysen	해석학
analysen	해석
analysen	분석
treppe	계단
treppe	스텝
treppe	걸음
treppe	단계
treppe	계단
treppe	계단
songwriter	작곡가
songwriter	송라이터
diplomatischen	외교
holmes	홈즈
holmes	홈스
dramatiker	극작가
ware	물품
ware	웨어
ware	상품
restaurants	음식점
restaurants	레스토랑
restaurants	식당
kantone	캔턴
heck	꼬리
heck	스턴
heck	stern
großstadt	메트로폴리스
hardware	하드웨어
stolz	자존심
stolz	프라이드
stolz	자랑
schicken	보내기
schicken	전송
schicken	송금
schicken	보내기
schicken	보냅니다
schicken	전송
vorgehensweise	접근법
vorgehensweise	접근
vorgehensweise	절차
vorgehensweise	시술
göttin	여신
vereint	단결하라
vereint	단결
vereint	재결합
schweigen	침묵
schweigen	사일런스
schweigen	침묵
elektronik	일렉트로닉스
elektronik	전자제품
elektronik	전자공학
elektronik	전자
elektronik	일렉트로닉
revision	리비전
instanz	인스턴스
geologe	지질학
geologe	지질학자
witz	농담
witz	농담
witz	농담
witz	농담
munition	탄약
munition	탄약
vegas	베가스
serbischen	세르비아인
serbischen	세르비아
serbischen	세르비아인
serbischen	세르비아어
kramer	크레이머
trek	트렉
brett	브렛
slowakischen	슬로바키아
slowakischen	슬로바키아어
slowakischen	슬로바키아
slowakischen	슬로바키아인
slowakischen	슬로바키아어
unterhaltung	대화하기
unterhaltung	대화
unterhaltung	엔터테인먼트
unterhaltung	오락
festgenommen	체포
zukünftige	미래
zukünftige	퓨처
kosmos	코스모스
kontinent	콘티넨탈
kontinent	대륙
kontinent	콘티넨털
kontinent	대륙
kontinent	대륙
nationalparks	파크
nationalparks	공원
nationalparks	파크스
aufgeführten	나열
castro	카스트로
happy	해피
happy	행복
happy	행복해
happy	행복하다
happy	행복한
föderation	연맹
föderation	연방
widmet	헌신
haas	하스
symptome	증상
symptome	증세
symptome	증상
symptome	증세
aktiver	활성화
aktiver	활동
aktiver	액티브
aktiver	활성
fluggesellschaft	항공사
fluggesellschaft	통신사
fluggesellschaft	캐리어
fluggesellschaft	항공
fluggesellschaft	항공사
fluggesellschaft	항공
fluggesellschaft	항공사
hopkins	홉킨스
nfl	nfl
rohr	파이프
danny	대니
ringe	반지
ringe	고리
neutrale	중성
neutrale	중립성
neutrale	중립
ausgedrückt	표명
albanien	알바니아
albanien	알바니아인
albanien	알바니아어
albanien	알바니아
angreifer	공격자가
valencia	발렌시아
umgehend	즉시
alexandre	알렉산드르
alexandre	알렉산더르
alexandre	알렉산더
vertreibung	변위
toni	토니
schlachten	전투
marmor	대리석
marmor	대리석
katze	고양이
katze	키티
katze	고양이
judith	주디스
erweiterungen	확장
erweiterungen	업그레이드
erweiterungen	확장자
erweiterungen	플러그인
sternbild	별자리
bedeutungen	의미
lok	기관차
angriffen	공격
objekten	객체
objekten	개체
objekten	물체
objekten	천체
monster	괴물
monster	몬스터
monster	괴물이
monster	괴물
monster	몬스터
monster	몬스터즈
kinofilm	영화
kinofilm	필름
kinofilm	영화
kinofilm	시네마
kinofilm	영화
call	통화
call	전화
call	호출
landau	란다우
statistiken	통계
statistiken	통계학
statistiken	통계
statistiken	통계
statistiken	인사이트
pos	pos
kulturgeschichte	문명
sorten	성적
sorten	다양체
sorten	버라이어티
march	행진
march	행진곡
paula	폴라
cape	케이프
landen	착륙
landen	랜딩
stanford	스탠퍼드
stanford	스탠포드
senioren	선배
senioren	노인
rudi	루돌프
rudi	루디
nah	닫기
nah	닫습니다
nah	닫아
nah	근처
record	레코드
record	녹음
record	녹화
record	기록
konservative	보수주의
konservative	보수
konservative	보수주의
konservative	보수당
limited	한정
limited	제한된
limited	ltd
höhlen	동굴
höhlen	케이브
höhlen	동굴
umbauten	전환
umbauten	리모델링
arabien	아라비아
arabien	아라비아어
arabien	아라비아
äthiopien	에티오피아
äthiopien	에티오피아
harten	열심히
harten	하드
harten	어려워
birmingham	버밍엄
anfragen	요청
anfragen	요청하기
anfragen	요청
anfragen	문의
kopieren	복사
kopieren	카피
kopieren	복사본
kopieren	사본
kopieren	복사
gestanden	자백
alba	알바
verstärkte	향상
verstärkte	향상된
zucker	설탕
zucker	슈가
zucker	설탕
zucker	슈슈
ida	ida
anregung	자극
anregung	자극
anregung	인센티브
anregung	제안
singt	노래
singt	sing
singt	노래
beliebig	무작위
beliebig	무작위로
beliebig	랜덤
fertigung	제조
fertigung	프로덕션
fertigung	생산
fertigung	제작
fertigung	제조업
fertigung	제조
dargelegt	윤곽
erlassen	채택
erlassen	입양
short	짧게
short	쇼트
short	짧은
gelebt	살았던
haare	머리카락
haare	머리
haare	머리카락이
engels	천사
engels	엔젤
battle	전투
battle	배틀
budget	예산
budget	예산
nicole	니콜
abzug	추리
abzug	트리거
abzug	뺄셈
maschinenbau	역학
maschinenbau	공학
maschinenbau	엔지니어링
maschinenbau	기계
maschinenbau	기계
circle	서클
circle	circle
präsentation	프레젠테이션
präsentation	프레젠테이션
präsentation	발표
einigung	통일
ringen	반지
ringen	고리
ringen	레슬링
ringen	레슬링
getreide	곡식
getreide	옥수수
getreide	곡물
getreide	시리얼
getreide	곡물
getreide	시리얼
sozialismus	사회주의
verfassen	쓰기
verfassen	글쓰기
verfassen	작성
verfassen	쓰기
verfassen	작성하기
bulgarischen	불가리아어
bulgarischen	불가리아
bulgarischen	불가리아인
vorliegenden	현재
vorliegenden	선물
doris	도리스
umland	시골
perspektiven	전망
perspektiven	outlook
perspektiven	전망
perspektiven	아웃룩
perspektiven	관점
perspektiven	관점
madison	매디슨
magic	마술
magic	마법
magic	magic
magic	매직
respekt	존경
respekt	존중
zentren	센터
büros	사무실
büros	사무소
büros	사무실
büros	오피스
deportiert	추방
kommerziell	상용
kommerziell	상업용
kommerziell	상업
überschritten	초과
protestantischen	개신교
angekommen	도착했다
erläuterungen	발언
erläuterungen	설명
oma	할머니
oma	외할머니
oma	할머니
oma	할머니
audi	아우디
tipp	힌트
tödlich	치명적
tödlich	치명적이다
