اتھاہ	deep
اُپاسنا	sembah
اُپاسنا	beribadat
اُپاسنا	beribadah
اپاہج	lumpuh
اپاہج	dilumpuhkan
اُپائے	skema
اُپائے	scheme
اُپائے	skim
اُپائے	peranti
اُپائے	plan
اپت	penghinaan
اپت	aib
اُپٹنا	limpahan
اُپٹنا	melimpah
اپج	jahat
اپج	mean
اُپج	inovasi
اُپج	rekaan
اُپج	kerat
اُپج	tanaman
اُپج	produce
اُپج	hasilkan
اُپدرَو	pandemonium
اُپدرَو	kecoh
اُپدیش	nasihat
اُپدیش	khutbah
اُپدیشک	penasihat
اُپدیشک	pengkhutbah
اُپدیشک	penceramah
اُپدیشک	cikgu
اُپدیشک	teacher
اُپدیشک	guru
اپرادھ	tuduhan
اپرادھ	pencerobohan
اپرادھ	jenayah
اپرادھی	bersalah
اپرادھی	berdosa
اپرادھی	faulty
اپرادھی	berdosa
اپرادھی	penjenayah
اپرادھی	jenayah
اُپرالا	tinggi
اُپرالا	higher
اُپرالا	pertolongan
اُپرالا	bantu
اُپرالا	bantuan
اُپرالا	help
اُپرالا	membantu
اُپرالا	sokongan
اُپرالا	support
اُپرالا	sokong
اُپرالا	upper
اُپرانا	rise
اُپرانا	bangkit
اُپرَوٹا	balkoni
اُپرَوٹا	balcony
اپریل	april
اپسرا	nymph
اُپکار	kebaikannya
اُپکار	kebaikan
اُپکاری	dermawan
اُپکاری	membantu
اُپلانا	apungan
اپمان	kemungkaran
اپمان	mungkar
اپمان	penghinaan
اپمان	aib
اپن	lombong
اپن	tambang
اپن	mine
اپنا	personal
اپنا	peribadi
اپنا	our
اپنا	individu
اپنا	followers
اپنا	ekslusif
اپنا	exclusive
اپنا	eksklusif
اپنا	lombong
اپنا	tambang
اپنا	mine
اپنا	relatif
اپنا	sendiri
اپنا	personal
اپنا	peribadi
اپنا	rakan
اپنا	sahabat
اپنا	our
اپنا	individu
اپنا	followers
اپنا	ekslusif
اپنا	exclusive
اپنا	eksklusif
اپنا	lombong
اپنا	tambang
اپنا	mine
اپنا	relatif
اپنا	sendiri
اپنا	swasta
اپنا	peribadi
اپنا	persendirian
اپنا	prebet
اپنائِیت	closeness
اپنائِیت	keintiman
اپنگ	dilumpuhkan
اپواد	blame
اپواد	menyalahkan
اپواد	disalahkan
اپواد	salahkan
اُپواس	laju
اُپواس	kelaparan
اُپواس	kebuluran
اُپواس	kebulur
اُپواس	hunger
اُپواس	berlapar
اپوسم	oposum
اُپوَن	grove
اُپوَن	belukar
اُپوَن	kebun
اُپوَن	keroh
اُپوَن	garden
اُپوَن	taman
اپیل	banding
اپیل	rayuan
اپھار	kembung
اپھار	bengkak
اُپھان	buih
اُپھان	foam
اُپھان	buih
اُپھان	bengkak
اپھر	bongkak
اپھر	kesombongan
اپھر	bengkak
اپھرا	bengkak
اپھرا	kembung
اپھرا	puas
اپھرانا	bermegah
اتا	ayah
اتا	bapa
اتا	father
اتا	ayahanda
اتابِک	tutor
اتابِک	cikgu
اتابِک	teacher
اتابِک	guru
اتاپتا	klu
اتاپتا	alamat
اتاپتا	lokasi
اتاپتا	location
اتاپتا	surih
اتاپتا	jejak
اُتار	pendaratan
اُتار	cerun
اُتار	pengusiran
اُتار	mengurangkan
اُتار	kurangkan
اُتار	fall
اُتار	jatuh
اُتار	pengurangan
اُتار	tolak
اُتار	ebb
اُتارا	jeti
اُتارا	dermaga
اُتارا	cash
اُتارا	sweets
اُتارا	manisan
اُتارا	menyalin
اُتارا	copy
اُتارا	salin
اُتارا	salinan
اُتارا	pendua
اُتارنا	reveal
اُتارنا	dedahkan
اُتارنا	punggah
اُتارنا	menyalin
اُتارنا	copy
اُتارنا	salin
اُتارنا	salinan
اُتارنا	reveal
اُتارنا	dedahkan
اُتارنا	punggah
اُتارنا	menyalin
اُتارنا	copy
اُتارنا	salin
اُتارنا	salinan
اُتارنا	turunkan
اُتارنا	lower
اُتارُو	cenderung
اُتاق	bilik
اُتاق	room
اُتاقا	belatuk
اتالیق	cikgu
اتالیق	teacher
اتالیق	guru
اتالیق	mentor
اتالیق	jurulatih
اُتاول	buru
اُتاول	keresahan
اُتاولا	resah
اُتاولا	ruam
اُتاولا	rash
اِتّباع	ketaatan
اِتّباع	mengikuti
اِتّباع	following
اِتّحاد	union
اِتّحاد	kesatuan
اِتّحاد	penyatuan
اِتّحاد	liga
اِتّحاد	perjanjian
اِتّحاد	unity
اِتّحاد	kesatuan
اِتّحاد	perpaduan
اِتّحادی	penyokong
اِتّحادی	ally
اُترا	usang
اُترا	worn
اُترا	berumur
اُترا	pudar
اُتراق	perkhemahan
اُتراق	persinggahan
اُتران	cerun
اُتران	kecerunan
اِترانا	strut
اُتراون	tebal
اِتراہٹ	kebanggaan
اِتراہٹ	pride
اِتراہٹ	maruah
اِتراہٹ	keangkuhan
اُترائی	cerun
اُترائی	pendaratan
اُترتا	berkurangan
اُترتا	mean
اُترتا	menurun
اُترتا	terjatuh
اُترتا	falling
اُترتا	jatuh
اُترنا	susuran
اُترنا	abate
اُترنا	mengurangkan
اُترنا	kurangkan
اُترنا	tolak
اُترنا	rentas
اُترنا	salib
اُترنا	cross
اُترنا	langar
اِتّساع	keluasan
اُتسَو	kebahagiaan
اُتسَو	ekstasi
اُتسَو	pengangkatan
اِتّصال	contact
اِتّصال	lampiran
اِتّصال	union
اِتّصال	kesatuan
اِتّصال	penyatuan
اِتّصال	sambungan
اِتّفاق	peluang
اِتّفاق	chance
اِتّفاق	perjanjian
اِتّفاق	agreement
اِتّفاق	persetujuan
اِتّفاق	unity
اِتّفاق	kesatuan
اِتّفاق	perpaduan
اِتّفاق	kebetulan
اِتّفاقی	kasual
اِتّفاقی	santai
اِتّفاقی	casual
اِتّفاقیہ	kasual
اِتّفاقیہ	santai
اِتّفاقیہ	casual
اِتّقا	kebajikan
اِتّقا	taqwa
اِتقان	kecemerlangan
اِتقان	keunggulan
اِتقان	kesempurnaan
اِتّکا	dependence
اِتّکا	reliance
اِتلاف	pereputan
اِتلاف	kerugian
اِتلاف	kemusnahan
اِتلاف	merosakkan
اتَم	complete
اتَم	lengkap
اتَم	perfect
اتَم	sempurna
اُتّم	pertama
اُتّم	first
اُتّم	dulu
اُتّم	dahulu
اُتّم	terbaik
اُتّم	best
اُتّم	tertinggi
اِتمام	kesimpulan
اِتمام	penyempurnaan
اِتمام	pelengkapan
اِتمام	pencapaian
اُتُّو	sulaman
اُتُّو	embroidery
اِتوار	ahad
اِتوار	sunday
اِتہاس	cerita
اِتہاس	story
اِتہاس	sejarah
اِتّہام	tuduhan
اتیاچار	penindasan
اتیاچار	kezaliman
اتیاچار	zalim
اتیاچار	kezaliman
اِتیان	kedatangan
اِتیان	ketibaan
اِتیان	pelakuan
اِتیان	pelaksanaan
اِتیان	datang
اِتیان	coming
اِتیان	happening
اتیت	past
اتیت	melepasi
اتیت	berlalu
اُتھلانا	gangguan
اُتھلانا	kecelaruan
اُتھلنا	fall
اُتھلنا	jatuh
اٹ	karat
اٹ	dust
اٹ	debu
اٹ	kotoran
اٹ	kekotoran
اٹاٹوٹ	amat
اٹاٹوٹ	teramat
اٹّا	timbunan
اٹّا	longgokan
اٹّا	timbunan
اٹّا	loteng
اٹّا	balkoni
اٹّا	balcony
اٹاری	teres
اٹاری	terrace
اٹاری	loteng
اٹاری	balkoni
اٹاری	balcony
اٹال	timbunan
اٹال	jisim
اٹال	longgokan
اٹال	timbunan
اٹالا	barangan
اٹالا	komoditi
اٹالا	perabut
اٹالا	perabot
اٹالا	furniture
اٹالا	rezeki
اٹالا	ketentuan
اٹانا	cemar
اٹک	halangan
اٹک	entanglement
اٹک	halangan
اٹکا	dihentikan
اٹکا	terhenti
اٹکانا	menghalangi
اٹکائو	perhentian
اٹکائو	stop
اٹکل	dugaan
اٹکل	dugaan
اٹکل	tekaan
اٹکلنا	dugaan
اٹکلنا	tekaan
اٹکن	pautan
اٹکن	link
اٹکن	clasp
اٹکنا	perhentian
اٹکنا	stop
اٹکھیل	sportive
اٹل	firma
اٹل	tegas
اٹل	pegun
اٹل	berkeyakinan
اٹل	berazam
اٹل	dibaiki
اٹل	kekal
اٹم	timbunan
اٹم	longgokan
اٹم	timbunan
اٹُوٹ	pemalar
اٹُوٹ	berterusan
اٹّی	tocang
اٹیرن	reel
اٹیرنا	reel
اٹھ	lapan
اٹھادینا	mengusir
اٹھادینا	terjaga
اٹھادینا	lenting
اٹھالینا	carry
اُٹّھا	dibesarkan
اُٹّھا	dibangkitkan
اُٹّھا	dinaikkan
اٹّھارھواں	eighteenth
اُٹھان	rise
اُٹھان	bangkit
اُٹھان	awai
اُٹھان	hamal
اُٹھان	baligh
اُٹھان	puberty
اُٹھان	perkembangan
اُٹھان	pembangunan
اُٹھان	pertumbuhan
اُٹھان	tumbesaran
اُٹھان	remaja
اُٹھان	mulakan
اُٹھان	start
اُٹھان	mula
اُٹھانا	naikkan
اُٹھانا	menculik
اُٹھانا	kidnap
اُٹھانا	culik
اُٹھانا	curi
اُٹھانا	carry
اُٹھانا	beruang
اُٹھانا	bear
اُٹھائو	naikkan
اُٹھائو	lif
اُٹھائو	angkat
اُٹھتا	mekar
اُٹھتا	budding
اِٹھلانا	behave
اِٹھلانا	strut
اُٹھلُّو	pengembara
اُٹھنا	rise
اُٹھنا	bangkit
اُٹھنا	tinggalkan
اُٹھنا	recover
اُٹھنا	pulih
اُٹھنا	cekal
اُٹھنا	terjaga
اُٹھنا	membengkak
اثاثہ	barangan
اثاثہ	kesan
اثاثہ	kekayaan
اثاثہ	property
اثاثہ	hartanah
اِثارت	kemarahan
اِثارت	amarah
اِثارت	fury
اِثبات	kepastian
اِثبات	pengesahan
اِثبات	pengiktirafan
اِثبات	pengecaman
اِثبات	pengesahan
اِثبات	penentusahan
اِثبات	penegasan
اِثخان	bloodshed
اثر	effect
اثر	kesan
اثر	pengaruh
اثرورسوخ	pengaruh
اِثم	yaasin
اِثم	dosa
اثمار	buah
اثمار	fruits
اثمان	harga
اثنا	waktu
اثنا	masa
اثنا	time
اثنا	tempoh
اثنا	waktu
اثنا	masa
اثنا	time
اثنا	tempoh
اثیر	tinggi
اثیر	eter
اثیر	dipilih
اثیر	terpilih
اثیم	berdosa
اِجابت	grant
اِجابت	hibah
اِجابت	geran
اِجابت	approval
اِجابت	kelulusan
اِجابت	persetujuan
اِجابت	penerimaan
اِجابت	pematuhan
اِجابت	menjawab
اِجابت	bangku
اِجابت	persetujuan
اِجارہ	pajakan
اِجارہ	sewa
اُجاڑ	manja
اُجاڑ	sepi
اُجاڑ	kemusnahan
اُجاڑنا	musnahkan
اُجاڑنا	merosakkan
اُجاڑُو	spoiler
اِجازت	tinggalkan
اِجازت	keizinan
اِجازت	izin
اِجازت	kebebasan
اِجازت	liberty
اِجازت	lesen
اُجاغ	pendiang
اُجاگر	terang
اُجاگر	cerah
اُجالا	sunshine
اُجالا	ringan
اُجالا	cahaya
اُجالا	light
اُجالا	subuh
اُجالا	fajar
اُجالنا	mencerahkan
اُجالنا	buff
اُجالنا	polish
اُجالنا	poland
اُجالی	ringan
اُجالی	cahaya
اُجالی	light
اُجالی	terang
اُجالی	cerah
اُجالی	kecerahan
اُجالی	dhuha
اجان	berpengalaman
اجان	innocent
اجان	naif
اجان	jahil
اجانِب	alien
اجانِب	strangers
اِجبار	kekangan
اِجبار	force
اِجبار	paksa
اِجبار	paksaan
اجِت	kebal
اِجتبا	pilihan
اِجتبا	choice
اِجتبا	menyukai
اِجتماع	bersempena
اِجتماع	perjumpaan
اِجتماع	rapat
اِجتماع	mesyuarat
اِجتماع	meeting
اِجتماعی	kolektif
اِجتماعیّت	collectivity
اِجتناب	mengelakkan
اِجتناب	pantang
اِجتہاد	inovasi
اِجتہاد	pengerahan
اجداد	leluhur
اُجڈ	janggal
اُجڈ	awkward
اُجڈ	jahil
اجَر	abadi
اجر	yuran
اجر	upah
اجر	sewa
اجر	fare
اجر	bayar
اجر	pahala
اجر	ganjaran
اجر	reward
اجر	pampasan
اِجرا	grant
اِجرا	hibah
اِجرا	geran
اِجرا	pelakuan
اِجرا	pelaksanaan
اِجرا	peredaran
اِجرا	flow
اِجرا	aliran
اِجرا	issue
اِجرا	isu
اجرام	jasad
اجرام	mayat
اُجرت	yuran
اُجرت	fare
اُجرت	pahala
اُجرت	ganjaran
اُجرت	reward
اُجرت	upah
اُجّڑ	terbiar
اُجّڑ	berpenghuni
اُجڑا	sepi
اُجڑنا	sepi
اُجڑنا	dirompak
اجزا	unsur
اجزا	bahagian
اجزا	pengundi
اجزا	divisyen
اجزا	pembahagian
اجزا	bahan
اجزا	seksyen
اجزا	bahagian
اِجزال	meningkat
اِجزال	tingkatkan
اِجزال	galakkan
اِجزال	pertumbuhan
اِجزال	tumbesaran
اجساد	zat
اجگر	tripod
اجل	nasib
اجل	kematian
اجل	death
اجل	maut
اجل	ajal
اجل	destiny
اجل	takdirnya
اجل	takdir
اُجلا	tulen
اُجلا	murni
اُجلا	pure
اُجلا	luminous
اُجلا	bersih
اُجلا	shining
اُجلا	sinaran
اُجلا	berseri
اُجلا	tulen
اُجلا	murni
اُجلا	pure
اُجلا	luminous
اُجلا	white
اُجلا	putih
اُجلا	bersih
اُجلا	shining
اُجلا	sinaran
اُجلا	berseri
اجلاپن	lustre
اجلاپن	keputihan
اُجلاخرچ	kemakmuran
اجلاف	keji
اجلاف	base
اجلاف	pengkalan
اِجلال	kehormatan
اِجلال	honour
اِجلال	maruah
اِجلال	kemegahan
اِجلال	glory
اِجلال	kemuliaan
اِجلال	keagungan
اُجلانا	mencerahkan
اُجلانا	polish
اُجلانا	poland
اجم	hutan
اِجماع	perhimpunan
اِجماع	assembly
اِجماع	perjumpaan
اِجماع	rapat
اِجماع	mesyuarat
اِجماع	meeting
اِجماع	majlis
اِجماع	dewan
اِجمال	abstrak
اِجمال	ringkas
اِجمال	taklimat
اِجمال	rumusan
اِجمال	ringkasan
اِجمال	sinopsis
اِجمالی	abridged
اِجمالی	ringkas
اِجمالی	taklimat
اجناس	barangan
اجناس	spesis
اجناس	spesies
اجناس	species
اجناس	bijian
اجنبی	foreigner
اجنبی	unfamiliar
اجنبی	pelik
اجنبی	alien
اجنبی	asing
اجنبی	foreign
اجنبی	foreigner
اجنبی	unfamiliar
اجنبی	asing
اجنبی	new
اجنبی	baharu
اجنبی	baru
اجنبی	pelik
اجِنّہ	embrio
اجِنّہ	janin
اجواف	lubang
اجوِبہ	jawapan
اجوِبہ	jawapan
اجوِبہ	balasan
اجوت	kusam
اجوت	dim
اجوت	kelam
اجوت	redup
اجوت	gelap
اُجُورہ	fare
اُجُورہ	pahala
اُجُورہ	ganjaran
اُجُورہ	reward
اُجُورہ	sewa
اجوَف	concave
اجوَف	berlubang
اجوَف	hollow
اجوگ	single
اجوگ	bujang
اجوگ	singel
اِجہاز	pengguguran
اجیال	contemporaries
اُجیالا	ringan
اُجیالا	cahaya
اُجیالا	light
اجیت	kebal
اجیت	unbeaten
اجیٹن	ajutan
اجیجی	bangladesh
اجیَد	terbaik
اجیَد	best
اجیر	servant
اجیر	hamba
اجیر	servant
اجیر	hamba
اجیر	pekerja
اجیرن	sukar
اجیرن	menyusahkan
اُجّھڑ	bertengkar
اُجّھڑ	berbalah
اُجّھڑ	pergaduhan
اُچاپت	bertengkar
اُچاپت	berbalah
اُچاپت	pergaduhan
اُچاپت	discord
اُچاپت	brawl
اُچاٹ	sedih
اُچاٹ	sad
اُچاٹ	bosan
اُچاٹ	boring
اُچاٹ	tertekan
اُچاٹ	murung
اُچاٹ	diganggu
اُچاٹ	terganggu
اُچاٹی	kebosanan
اچار	acar
اچار	achar
اچارج	cikgu
اچارج	teacher
اچارج	guru
اچارج	mentor
اُچارن	sebutan
اُچارن	loghat
اچاری	cikgu
اچاری	teacher
اچاری	guru
اُچان	ketinggian
اُچان	tinggi
اُچان	height
اُچان	ketinggian
اُچانا	naikkan
اُچانک	kaper
اچپل	resah
اچپل	lincah
اچُت	idiot
اچُت	bodoh
اچُت	stupid
اُچِت	proper
اُچِت	muatkan
اُچِت	fit
اُچِت	kanan
اُچِت	kan
اُچٹتا	ringan
اُچٹتا	cahaya
اُچٹتا	light
اُچٹتا	cuai
اُچٹتا	bosan
اُچٹتا	boring
اچرج	mengejutkan
اچرج	memeranjatkan
اچرج	pelik
اچرج	miracle
اچرج	keajaiban
اُچک	ketinggian
اُچک	tinggi
اُچک	height
اُچک	ketinggian
اُچک	jump
اُچک	lompat
اُچکّا	pickpocket
اچکاپن	penipuan
اچکاپن	pemalsuan
اُچکنا	grab
اچَل	firma
اچَل	tegas
اچَل	steady
اچَل	mantap
اچَل	dibaiki
اُچلنا	berasingan
اچنبھا	marvel
اچنبھا	kehairanan
اچنبھا	surprise
اچُوک	sure
اچُوک	yakin
اچُوک	takpe
اچُوک	certain
اچُوک	tertentu
اچّھا	tulen
اچّھا	murni
اچّھا	pure
اچّھا	sihat
اچّھا	betulkan
اچّھا	betul
اچّھا	mulia
اچّھا	noble
اچّھا	nice
اچّھا	sound
اچّھا	bunyi
اچّھا	ya
اچّھا	yes
اچّھا	iya
اچّھا	pleasant
اچّھا	cemerlang
اچّھا	excellent
اچّھا	asli
اچّھا	tulen
اچّھا	genuine
اچّھا	good
اچّھا	gud
اچّھا	kind
اچّھا	jelita
اِچّھا	keinginan
اِچّھا	kemahuan
اِچّھا	niat
اِچّھا	aim
اِچّھا	wish
اِچّھا	hajat
اِچّھا	ambition
اُچھال	mual
اُچھال	jump
اُچھال	lompat
اُچھال	keapungan
اُچھالنا	selerak
اُچھالنا	menggalakkan
اُچھالنا	mempromosi
اچّھائی	kebajikan
اچّھائی	kebaikan
اچّھر	perkataan
اچّھر	huruf
اچّھر	letter
اُچھلنا	rise
اُچھلنا	bangkit
اُچھلنا	lompatan
اُچھلنا	terikat
اُچھلنا	diikat
اُچھلنا	bergembira
اچھوانا	bersih
اچھوبھ	still
اچھوبھ	masih
اچھوبھ	pegun
اچھوبھ	pegun
اچُھوتا	rare
اچُھوتا	jarang
اچُھوتا	bersih
اچُھوتا	novel
اچُھوتا	new
اچُھوتا	baharu
اچُھوتا	baru
اچُھوتا	unik
اچُھوتا	unique
اچُھوتی	nun
اچھّی	good
اچھّی	gud
اچھّی	betulkan
اچھّی	betul
اچھّی	darling
اِچھیا	keinginan
اِچھیا	kemahuan
اِچھیا	wish
اِچھیا	hajat
احاد	ones
احاد	unit
احادیث	tradisi
اِحاطت	enclosing
اِحاطہ	sekitarnya
اِحاطہ	sempadan
اِحاطہ	presint
اِحاطہ	premis
احب	rakan
احب	sahabat
اَحباب	rakan
احبال	urat
احبال	string
احبال	rentetan
احبال	bebenang
اِحتباس	repression
اِحتجاب	cadar
اِحتجاب	screen
اِحتجاب	skrin
اِحتجاب	purdah
اِحتجاب	penghijaban
اِحتجاج	bantahan
اِحتداد	keamatan
اِحتراز	mengelakkan
اِحتراز	pantang
اِحتراق	penulisan
اِحتراق	membakar
اِحتراق	pembakaran
اِحتراق	pembakaran
اِحترام	hormat
اِحترام	respect
اِحتساب	pengkomputeran
اِحتساب	hisab
اِحتساب	accountability
اِحتساس	feeling
اِحتساس	perasaan
اِحتشام	kemegahan
اِحتشام	grandeur
اِحتصار	kemaruk
اِحتظاظ	lauk
اِحتفال	perjumpaan
اِحتفال	rapat
اِحتفال	mesyuarat
اِحتفال	meeting
اِحتفال	jemaah
اِحتقار	penghinaan
اِحتقان	enema
اِحتکاک	lelasan
اِحتکاک	geseran
اِحتکاک	meraba
اِحتکاک	menggosok
اِحتمال	syak
اِحتمال	kemusykilan
اِحتمال	ragu
اِحتمال	kebarangkalian
اِحتمالی	kemungkinannya
اِحتمالی	berkemungkinan
اِحتمالی	kemungkinan
اِحتمالی	ragu
اِحتمالی	doubtful
اِحتیاج	mahu
اِحتیاج	keperluan
اِحتیاج	memerlukan
اِحتیاج	perlukan
اِحتیاج	perlu
اِحتیاج	need
اِحتیاط	peduli
اِحتیاط	care
اِحتیال	kraf
اِحتیال	craft
اِحتیال	penipuan
اِحتیال	kepandaian
احجار	batu
احد	individu
احد	followers
احد	unik
احد	unique
احد	satu
احد	one
احدی	lembam
احدی	malas
احدی	melahu
احدِیّت	unity
احدِیّت	kesatuan
احدِیّت	perpaduan
اِحراز	mengumpul
اِحراق	penulisan
اِحراق	membakar
اِحراق	pembakaran
اِحراق	panas
اِحراق	haba
احزاب	berkumpulan
احزاب	kumpulan
احزاب	groups
احزاب	parti
اِحساس	feeling
اِحساس	perasaan
اِحساس	sensibility
اِحساس	persepsi
اِحساسیت	empirisisme
اِحسان	kebaikannya
اِحسان	kebaikan
اِحسان	kebajikan
احسن	terbaik
احسن	best
احسن	cemerlang
احسن	excellent
احشا	jantung
احشا	hati
احشا	heart
احشا	paru
احشا	hati
احشام	pengikut
اِحصا	pemahaman
اِحصا	menerangkan
اِحصا	menggambarkan
اِحصا	membilang
اِحصا	kalkulus
اِحضار	penampilan
اِحضار	kemunculan
اِحضار	rupa
اِحضار	kehadiran
اِحضار	saman
اِحظاظ	keseronokan
اِحظاظ	kesenangan
احفاد	cucu
اِحفاظ	sekuriti
اِحفاظ	keselamatan
اِحفاظ	perlindungan
احقاب	umur
احقر	serendah
