kategória	loại
škola	học
klubu	club
klubu	clb
februára	tháng
františek	františek
františek	phanxicô
františek	francis
františek	ferenc
albumy	album
albumy	albums
zápasy	khớp
zápasy	diêm
rovnako	cùng
druh	kiểu
druh	gõ
druh	loại
druh	loài
priamo	thẳng
priamo	sảnh
priamo	direct
priamo	trực
metrov	mét
albumu	album
funkcia	hàm
von	ra
von	tứ
štátov	kỳ
južnej	nam
verzia	phiên
verzia	bản
image	nh
image	hình
image	ảnh
york	york
rad	series
rad	rad
rad	hàng
európe	âu
zatiaľ	chưa
zatiaľ	vân
zatiaľ	thinh
túto	này
stav	status
stav	tiêm
stav	trạng
william	william
png	png
krajine	quốc
marne	marne
právo	phải
právo	đúng
právo	luật
stretnutie	hẹn
stretnutie	họp
stretnutie	reunion
viacerých	nhiều
san	san
david	david
rozhodca	ref
bystrici	bystrica
informácie	info
bystrica	bystrica
veľa	nhiều
veľa	nhiều
dokonca	chính
deti	bé
deti	babies
malo	malo
malo	nan
malo	xịt
malo	nên
rakúsko	áo
severnej	bắc
dom	ốc
dom	nhà
dom	dom
vody	nước
vody	waters
jan	jan
www	www
vždy	luôn
práva	ngập
práva	quyền
práva	quyền
ľudia	người
známe	quen
známe	quen
hrad	castle
hrad	đài
menej	bớt
menej	ít
menej	giảm
bgcolor	bgcolor
známa	quen
les	rừng
les	đọc
les	les
les	rừng
skôr	thà
systému	hệ
štyri	bốn
zeme	đất
lode	thuyền
lode	tàu
lode	thuyền
banská	banska
banská	banská
banská	mỏ
sám	độc
básnik	thơ
dní	ngày
ďalší	khác
ďalší	kế
ďalší	tiếp
ďalší	kit
kto	ai
kto	who
tím	tạo
tím	đội
tím	lớp
tím	team
družstvo	squad
družstvo	đội
armády	quân
armády	army
rady	khuyên
mať	có
mať	đã
world	giới
druhá	giây
mužstvo	tạo
mužstvo	đội
mužstvo	lớp
mužstvo	team
musí	phải
jazyk	lưỡi
jazyk	ngữ
predtým	trước
finále	finale
open	download
open	mở
open	má
vojna	tranh
vojna	chiến
vrch	nắp
vrch	top
vrch	đỉnh
paul	paul
seine	seine
ivan	ivan
česká	séc
pas	pas
cesty	banner
cesty	rô
šírka	rộng
mnoho	nhiều
knihy	sách
prírodná	chích
cieľom	aim
cieľom	ngắm
cieľom	nhắm
prahe	prague
prahe	praha
rhône	rhône
spev	hát
spev	hót
častí	phần
ostrov	đảo
pavol	pavol
pavol	paul
triedy	hạng
triedy	hạng
triedy	lớp
americká	american
americká	mỹ
hlavný	chính
hlavný	main
play	play
play	chơi
play	at
calais	calais
sídlo	mansion
karol	karol
druhov	loài
nikdy	bao
lebo	vì
centre	tâm
centre	centre
prevažne	predominantly
štáty	kỳ
robert	robert
hudba	nhạc
dvojhra	singles
off	off
off	tắt
cirkvi	thờ
michal	michal
michal	michael
malé	nhỏ
malé	nhỏ
malé	tiểu
jedno	xả
jedno	một
jedno	one
nord	nord
šport	sport
človek	human
človek	người
človek	man
jean	jean
des	des
pomerne	khá
polovici	mid
minulosti	qua
minulosti	past
ostatné	khác
ostatné	khác
cca	khoảng
cca	approx
skóre	điểm
skóre	điểm
black	đen
filmy	phim
filmy	phim
stanice	trạm
rock	đá
rock	rock
české	séc
české	české
napísal	viết
dal	dal
dal	dall
dal	tặng
liga	league
liga	liga
funkcie	hàm
matka	mẹ
kategórie	loại
rodiny	gia
najlepší	nhất
pieseň	song
juraj	juraj
centrum	centrum
centrum	tâm
centrum	centre
druhy	loài
federácie	federation
moselle	moselle
tie	những
rieka	sông
richard	richard
najprv	trước
najprv	đầu
rusko	nga
data	dữ
fontsize	fontsize
hokej	hockey
miliónov	triệu
miliónov	triệu
top	nắp
top	top
top	đỉnh
herschel	herschel
skladba	song
ríše	empires
ríše	empire
city	phố
city	by
účasti	tooltip
skladby	vết
skladby	rãnh
most	cầu
dobre	tốt
dobre	hay
dobre	ngon
dobre	ok
vladimír	vladimir
súčasť	saga
súčasť	part
súčasť	phần
mená	tên
powiat	quận
powiat	hạt
powiat	powiat
domov	nhà
krajina	quốc
milan	milan
milan	milano
kým	phiêu
kým	mens
lat	lat
lat	lạt
taliansko	italy
model	model
hviezdy	stars
kniha	sách
viacero	nhiều
mária	mary
mária	marie
mária	chư
mária	maria
motor	tơ
motor	motor
celkom	tổng
názvy	tên
james	james
vedie	dẫn
založené	dựa
pohár	cốc
pohár	kính
pohár	ly
pohár	cup
pohár	cốc
pohár	tách
manželka	vợ
manželka	vơ
manželka	vk
nobelovej	nobel
music	nhạc
malý	nhỏ
malý	nhỏ
malý	tiểu
štefan	stephen
štefan	stefan
štefan	stepan
mimo	ngoài
michael	michael
celkovo	tổng
zákon	luật
vodné	nước
vodné	aquatic
sts	sts
nástroje	cụ
hmotnosť	nhái
hmotnosť	mass
hmotnosť	cân
vpravo	phải
vpravo	đúng
stanica	trạm
stanica	ga
saône	saône
bývalý	cựu
garonne	garonne
tvar	hình
tvar	form
jednotka	squad
jednotka	đội
založená	dựa
pedagóg	educator
pohľad	xem
pohľad	view
records	records
alexander	alexandros
alexander	aleksandr
alexander	alexander
ruský	nga
teraz	giờ
teraz	ngay
všetko	hết
všetko	hết
homo	homo
côte	côte
iný	khác
iný	khác
iný	khác
iný	khác
veku	tuổi
britský	british
#aaa	#aaa
márie	marie
márie	mary
zem	đất
zem	đất
kostola	thờ
loď	tàu
loď	ship
loď	tàu
loď	thuyền
loď	boat
tréner	trainer
tréner	hlv
tréner	hlv
juhu	nam
val	ver
val	val
najlepšie	chê
najlepšie	nhất
vláda	phủ
štyroch	bốn
koniec	end
koniec	kết
treba	cần
prostredníctvom	qua
prostredníctvom	via
prostredníctvom	qua
malá	nhỏ
malá	nhỏ
malá	tiểu
trať	vết
trať	rãnh
štúdium	học
štúdium	học
eure	eure
sezóny	mùa
sezóny	season
toku	luồng
toku	màng
toku	flow
midi	midi
slovo	lời
slovo	từ
slovník	điển
doprava	tê
výkon	sục
výkon	lực
výkon	suất
poly	poly
ostrovy	đảo
zdroj	nguồn
ligy	league
vyhral	won
vyhral	thắng
daniel	daniel
cirkev	thờ
žilina	žilina
teória	thuyết
hra	game
hra	chơi
let	bay
jazyka	lưỡi
jazyka	ngữ
smer	hướng
gehrels	gehrels
kariéry	nghiệp
svet	giới
zápas	game
zápas	chơi
zápas	thủ
zápas	khớp
rowspan	rowspan
správy	tin
mesiac	tháng
mesiac	nen
mesiac	nguyệt
mesiac	trăng
mesiac	moon
trieda	hạng
trieda	lớp
nitra	nitra
energie	lượng
dcéra	gái
zdroje	nguồn
problém	đề
mora	mora
mora	biển
spôsob	đường
hlavná	chính
hlavná	main
mikuláš	mikuláš
vytvoril	tạo
org	org
bicie	percussion
bicie	drum
bicie	trống
bicie	trống
znovu	lại
syna	trai
syna	nhi
syna	son
wiki	wiki
západnej	tây
problémy	rối
live	sống
live	live
ríša	empire
slnka	nắng
slnka	cn
predseda	ghế
predseda	lí
predseda	cậy
ameriky	châu
ameriky	mỹ
wikipédia	wikipedia
potrebné	cần
potrebné	thiết
potrebné	ấp
chrám	đền
chrám	chùa
groeneveld	groeneveld
navyše	cộng
navyše	plus
navyše	cục
navyše	extra
región	loạt
región	tần
región	vùng
séria	series
séria	đợt
séria	batch
séria	mẻ
séria	bó
národná	gạt
vyššie	trên
haleakala	haleakala
pamiatka	landmark
pamiatka	mốc
pamiatka	commemoration
pamiatka	memento
telo	thân
telo	body
hovorí	nói
petra	peter
petra	phêrô
petra	petra
brno	brno
slov	lời
atď	etc
atď	vv
minút	phút
minút	phút
die	die
die	chết
prácu	nghề
prácu	việc
atp	atp
los	los
los	nai
lietadlá	airplanes
lietadlá	aeroplanes
posledný	cuối
umenie	art
farba	nhuộm
farba	màu
farba	mầu
farba	sơn
farba	màu
love	love
love	yêu
love	săn
unesco	unesco
dolná	hạ
rýchlo	mau
rýchlo	nhanh
rýchlo	mau
rýchlo	nhanh
rýchlo	nhanh
ing	ing
vrchy	núi
skupín	nhóm
štátna	bang
národný	gạt
dosiahol	đa
päť	năm
vojvodstvo	voivodeship
celé	toàn
celé	hẹt
celé	whole
elst	elst
tour	tour
rezervácia	booking
alma	ver
alma	alma
prešov	prešov
veľkých	lớn
pár	cặp
pár	ghép
pár	đôi
pár	vài
pár	cặp
pár	couple
pár	đôi
tomáš	thomas
vlajka	cờ
založený	dựa
použitie	dùng
uvádza	mentions
tisíc	nghìn
tisíc	ngàn
obvod	huyện
obvod	mạch
josef	josef
ostrove	đảo
horná	upper
horná	nắp
horná	top
horná	đỉnh
ladislav	ladislav
george	george
nemecké	đức
odkaz	link
nhl	nhl
budú	will
budú	sẽ
budú	muốn
oise	oise
východ	đông
východ	thoát
východ	exit
štúdia	học
štúdia	studio
charente	charente
návrh	motion
návrh	nháp
voda	nước
žiadne	biếc
údaje	dữ
mnohé	nhiều
základná	baseline
hviezda	star
kraj	loạt
kraj	tần
kraj	vùng
kraj	shire
bitka	battle
bitka	trận
paríži	paris
funkciu	hàm
andrej	andrej
andrej	andrey
andrej	andrej
andrej	andrei
bodov	điểm
školu	trường
školu	học
základnej	tiểu
thomas	thomas
paríž	paris
skupinu	group
skupinu	nhóm
oproti	ngược
viedol	led
radu	khuyên
radu	radu
rada	khuyên
rada	bảng
pojem	concept
pojem	notion
svahu	hillside
karel	karel
zlatý	ngoan
zlatý	cute
zlatý	thương
rhin	rhin
zvyčajne	thuồng
zvyčajne	thường
single	single
single	đơn
pavel	pavel
pavel	panel
lokality	sites
zemi	đất
zemi	đất
rozhodol	quyết
hviezd	stars
slova	lời
slova	từ
armáda	armada
armáda	quân
armáda	army
stará	stará
stará	cũ
stará	tuổi
stará	già
hradu	castle
hradu	đài
vrchol	nắp
vrchol	top
vrchol	đỉnh
vrchol	peak
anna	anne
anna	anna
del	del
takisto	cũng
všeobecne	tướng
všeobecne	chung
konečné	final
konečné	bum
série	series
ruskej	nga
vytvára	tạo
sever	bắc
sever	sever
polovice	nửa
podmienky	tiêm
podmienky	trạng
obraz	ảnh
obraz	nh
obraz	hình
obraz	ảnh
obraz	tranh
obraz	sơn
hodín	tiếng
hodín	giờ
miroslav	miroslav
mesiaca	nen
mesiaca	nguyệt
mesiaca	trăng
mesiaca	moon
mesiaca	tháng
buď	thà
buď	chùm
jaroslav	jaroslav
staré	staré
staré	cũ
staré	tuổi
staré	già
skutočnosti	sự
využíva	exploits
charles	charles
css	css
látky	chất
inak	kẻo
hranice	frontiers
hranice	viền
hranice	viền
hranice	biên
málo	vài
málo	nhỏ
málo	tiểu
aisne	aisne
brehu	bờ
brehu	shore
moc	sục
moc	lực
louis	louis
lev	lion
lev	lev
lev	leo
posledné	cuối
rudolf	rudolph
rudolf	rudolf
juh	nam
súčasný	contemporary
letu	bay
chcel	wanted
forme	mẫu
sem	sem
sem	seem
sem	đây
musia	phải
rastlín	cây
rastlín	gieo
rastlín	trồng
rastlín	cấy
farby	màu
farby	nhuộm
farby	màu
farby	mầu
farby	màu
spojenie	hã
spojenie	link
niektorí	cầy
pdf	pdf
druhé	giây
získať	retrieve
získať	lấy
získať	nhận
získať	get
planéty	tinh
planéty	planetary
týždňa	tuần
vlastné	chính
parku	viên
parku	park
západ	tây
kód	code
kód	mã
všetci	hết
obsah	dung
obsah	dung
českého	séc
pôvod	vạn
pôvod	origins
more	biển
námestie	đc
námestie	square
námestie	vuông
tvorby	making
okolie	ambient
veci	điều
veci	đồ
veci	stuff
prírodné	chích
príliš	quá
príliš	khoáng
príliš	too
anton	anton
biskup	bishop
ulici	phố
ulici	street
výsledok	quả
vysoké	cao
vysoké	cao
dňoch	ngày
sojuz	soyuz
vľavo	trái
somme	somme
und	und
výskum	bê
strán	trang
brat	huynh
potoka	lạch
potoka	creek
otca	cha
filozofie	philosophies
mesiacov	tháng
akvitánsko	aquitaine
veža	tower
veža	tháp
veža	rook
smrť	chết
sopky	volcanoes
réžia	trương
zrejme	chu
pole	field
pole	trường
dlhé	lâu
dlhé	dài
dlhé	long
ruska	nga
vydanie	edition
prišiel	đến
prišiel	tới
ves	ves
sovietsky	soviet
catalina	catalina
catalina	catarina
vysoká	cao
vysoká	cao
formy	đơn
formy	khuôn
vojakov	binh
panny	virgo
niekto	ai
niekto	somebody
commons	commons
vedy	khoa
albert	albert
air	khí
air	air
tých	những
objekty	tượng
obrázkov	ảnh
určené	quyết
rodina	đình
štýl	style
používať	dùng
video	video
grécka	greece
malých	nhỏ
južná	nam
yorku	york
výber	chọn
výber	chọn
výber	đặt
house	ốc
house	nhà
zámok	khoá
zámok	khóa
zámok	castle
zámok	đài
zámok	château
účasť	turnout
účasť	tooltip
list	lá
list	tờ
list	mẩu
list	chữ
list	thư
pohoria	núi
šesť	six
šesť	sáu
trenčín	trenčín
rur	rur
termín	deadline
urb	urb
provincie	tỉnh
vzduchu	khí
vzduchu	air
teplota	nhiệt
teplota	temp
obvykle	thuồng
obvykle	thường
nájsť	tìm
blízko	gần
čísla	số
https	https
únie	union
únie	hợp
žil	kiêng
trnava	trnava
lot	lot
veliteľ	sếp
all	hết
práca	nghề
práca	việc
turné	tour
jana	tei
jana	jana
dosť	đủ
grand	grand
najvyššia	supreme
marie	marie
loir	loir
profil	sơ
sústava	hệ
znak	vẽ
preklad	dịch
champagne	champagne
mestské	phố
mestské	by
max	đa
max	max
mark	mác
mark	mark
pomoc	aid
pomoc	cứu
pomoc	giúp
dlhý	lâu
dlhý	dài
dlhý	long
skončil	xong
kapely	bands
kapely	ban
kapely	band
začiatok	khởi
platí	trả
dediny	làng
dediny	làng
vokály	vocals
calvados	calvados
systémy	hệ
použiť	dùng
angeles	angeles
príbeh	truyện
príbeh	chuyện
stránkach	trang
maďarsko	hungary
celá	toàn
celá	hẹt
celá	whole
pohyb	motion
pohyb	dời
pohyb	chuyển
kníh	sách
severná	bắc
severná	bắc
veľkosti	cỡ
veľkosti	size
veľkosti	cỡ
veľkosti	thước
jazero	hồ
dôležité	trọng
nasa	nasa
sovietskeho	soviet
hudobná	nhạc
hudobná	nhạc
hudobná	musical
komplex	complex
art	art
kraja	shire
pierre	pierre
motory	motors
typy	loại
svätý	saint
svätý	thánh
svätý	thánh
londýn	đôn
londýn	london
provence	provence
body	điểm
starý	cũ
starý	tuổi
starý	già
krátky	bài
krátky	ngắn
krátky	short
krátky	lá
otvorená	download
otvorená	mở
otvorená	má
záujem	vốn
záujem	lãi
václav	václav
talianska	italy
postavenie	status
colspan	colspan
hautes	hautes
vytvoriť	tạo
držitelia	holders
držitelia	keepers
windows	windows
televízne	tv
televízne	tivi
použité	phơi
jazyku	ngữ
útok	công
útok	assault
web	website
web	web
martina	martina
martina	martin
rakúska	áo
krát	lần
krát	times
zmluvy	treaties
úrovni	mức
úrovni	tầng
úrovni	cấp
veda	khoa
dlho	lâu
dlho	dài
dlho	long
pavla	paul
kalifornia	california
snp	snp
metal	co
menšie	lesser
menšie	nhỏ
menšie	minor
sedem	seven
sedem	bảy
kilometrov	km
jura	jura
remix	remix
ocenenia	premier
ardenne	ardenne
tvorba	tạo
názory	views
poľský	polish
pro	pro
rodine	đình
eva	eva
majster	thầy
dolina	lũng
dolina	dolina
united	united
united	hoa
hora	hora
hora	núi
práv	quyền
súvisiace	related
každá	mỗi
každá	hằng
každá	mỗi
auguste	auguste
auguste	august
konkrétne	tông
hory	núi
hory	núi
nemecká	đức
île	île
cher	cher
link	link
londýne	đôn
londýne	london
pôvodný	gốc
pôvodný	tác
svetová	giới
prof	prof
kobayashi	kobayashi
materiál	nguyên
amerike	châu
amerike	mỹ
rukou	tay
rím	phòng
rím	rome
rím	roma
marci	march
marci	marci
forma	mẫu
kariéra	nghiệp
severnom	bắc
slovakia	slovakia
texty	lyrics
joseph	giuse
joseph	joseph
dni	ngày
sondy	dò
známi	quen
choroby	benh
choroby	bệnh
siete	lưới
siete	web
siete	mạng
siete	mạng
pop	tía
pop	bốp
pop	pop
savoie	savoie
jadro	lõi
jadro	hạt
jadro	nhân
okruhu	mạch
manche	manche
výhry	thắng
federácia	federation
jozefa	giuse
jozefa	joseph
pol	pol
pol	pool
online	online
man	người
man	man
prečo	sao
filmov	phim
riaditeľ	trương
sieť	web
sieť	net
sieť	lưới
sieť	mạng
rastliny	cây
rastliny	gieo
rastliny	trồng
rastliny	cấy
line	line
line	dòng
viaceré	nhiều
moskva	moscow
moskva	moskva
zhruba	khoảng
afriky	phi
japonsku	japan
spomína	mentions
vety	câu
vety	câu
veže	tháp
kusov	rách
ríme	phòng
ríme	rome
ríme	roma
olympijské	olympic
manželky	vợ
firma	ty
bas	bas
štart	khởi
štart	startup
štart	launch
štart	phóng
japonsko	japan
time	gian
time	thời
maria	chư
maria	maria
stanici	trạm
stanici	ga
socha	tượng
hudbu	nhạc
festival	festival
nato	nato
úsek	stretch
úsek	duỗi
úsek	căng
úsek	phần
úsek	đoạn
severne	bắc
noviny	báo
skoro	sắp
skoro	gần
skoro	hầu
skoro	sớm
apollo	apollo
apollo	apollon
slnko	nắng
slnko	cn
lodí	tàu
lodí	thuyền
znova	lại
špeciálne	cống
liptovský	liptovský
učiteľ	thầy
zlatá	ngoan
zlatá	cute
zlatá	thương
zlatá	vàng
zlatá	gold
zlatá	vầng
zlatá	golden
zlatá	đỏi
hlas	voice
hlas	giọng
hodnota	giá
kmeň	cuống
automaticky	auto
automaticky	động
automaticky	tự
automaticky	động
vlastne	thực
iso	iso
stretnutia	phiên
stretnutia	encounters
stretnutia	hẹn
stretnutia	họp
franche	franche
grécko	greece
ostrovov	đảo
dušan	dusan
dušan	dushan
provincii	tỉnh
meurthe	meurthe
comté	comté
mil	mil
roman	roman
roman	đế
červená	đỏ
správne	phải
správne	đúng
správne	đúng
svetla	châm
svetla	đèn
svetla	nhạt
doubs	doubs
čierna	đen
vidieť	xem
hore	haaa
hore	tỉnh
hore	lầu
bunky	cell
športové	sport
čoskoro	sớm
čoskoro	sắp
kanada	canada
prahy	prague
prahy	praha
posledná	cuối
hrať	play
hrať	chơi
hrať	at
hrať	thấm
hrať	chơi
hrať	divx
ferdinand	ferdinand
sezóna	mùa
sezóna	season
london	đôn
london	london
one	xả
one	một
one	one
slovan	slovan
používané	phơi
motora	tơ
tatry	tatry
tatry	tatras
ríma	phòng
ríma	rome
ríma	roma
boj	combat
porazil	bại
vecí	điều
júni	june
pásmo	ban
pásmo	band
nižšie	dưới
nižšie	hạ
viedeň	viên
viedeň	vienna
panna	virgo
panna	trinh
panna	virgin
panna	tân
dvakrát	twice
tatier	tatras
dna	adn
dna	dna
gironde	gironde
provincia	tỉnh
žena	nữ
žena	nữ
žena	vợ
žena	vơ
žena	vk
sila	buộc
dieťa	baby
dieťa	bé
dieťa	nhóc
dieťa	bé
dieťa	kid
dieťa	con
dordogne	dordogne
ústav	viện
mierne	nhẹ
mierne	hơi
navigačné	navigational
vedenie	dẫn
vedenie	chì
arena	arena
stredná	trung
stredná	giữa
stredná	đọng
stredná	vừa
stredná	medium
stredná	trung
stredná	trung
stredná	central
stredná	vừa
schopnosť	capability
jediným	sole
svetlo	châm
svetlo	đèn
svetlo	nhạt
doba	gian
doba	thời
vnútri	intra
príklad	dụ
group	group
group	nhóm
galéria	gallery
potreby	nhu
osoba	người
kanade	canada
astronómia	astronomy
dvd	dvd
dvd	dvd
dvd	dvds
vlastný	chính
isère	isère
vytvorili	tạo
škoda	nhục
škoda	škoda
pohára	cup
pohára	cốc
pohára	tách
fakulty	khoa
trate	lines
trate	dòng
trate	vết
trate	rãnh
star	star
čierny	đen
post	đăng
objavila	gây
indre	indre
petr	petr
maďarský	hung
maďarský	hungary
plocha	loạt
plocha	vực
plocha	vùng
zvolen	zvolen
karl	carl
karl	karl
biely	trắng
biely	white
biely	bạch
umiestnené	nằm
umiestnené	housed
umiestnené	bot
vstup	nhập
vstup	entry
vstup	mục
hodiny	tiếng
hodiny	giờ
roussillon	roussillon
francúzske	pháp
johann	johann
johann	johan
pôvodné	gốc
pôvodné	tác
languedoc	languedoc
ruská	nga
chrámu	đền
chrámu	chùa
novín	báo
vienne	vienne
rieke	sông
hranicu	viền
hranicu	biên
kardinál	cận
majstrov	masters
majstrov	champions
mesiace	tháng
free	free
free	rảnh
zmena	đổi
zmena	thay
úroveň	mức
úroveň	tầng
úroveň	cấp
county	quận
county	hạt
britská	british
súd	triều
súd	tribunal
ročník	vintage
rýchlosti	gear
biela	trắng
biela	white
biela	bạch
dedina	làng
jar	spring
jar	xuân
club	club
club	clb
dvaja	hai
dvaja	two
dáta	dữ
podstate	essence
