uma	하나
cinema	영화
cinema	시네마
cinema	영화
disse	말했다
nossa	우리의
nossa	우리의
participação	개입
participação	참가
participação	참여
membro	멤버
membro	회원
filhos	아들들
filhos	아동
filhos	어린이들
filhos	자녀
filhos	어린이
filhos	아이들
filhos	키즈
filhos	애들
filhos	아이들
filhos	어린이
modo	모드
grupos	그룹
usado	사용함
usado	사용됨
usado	사용
antigo	고대
antigo	늙은
antigo	오래된
resultado	결과
resultado	결과
resultado	결과
atriz	배우
atriz	여배우
existem	존재
existem	존재함
meses	개월
estúdio	스튜디오
código	코드
código	부호
momento	순간
antiga	고대
antiga	늙은
antiga	오래된
instituto	연구소
autor	작가
autor	저자
autor	제작자
autor	작성자
chegou	도착했다
forte	포르테
forte	강한
forte	스트롱
forte	포트
forte	요새
única	고유
única	독특한
david	데이비드
david	다윗
david	데이빗
david	다비드
amor	러브
amor	사랑
terceiro	세번째
terceiro	셋째
espécies	종족
descoberto	발견됨
alto	알토
alto	높음
alto	하이
termo	용어
geralmente	보통
geralmente	일반적으로
mulher	여인
mulher	여자
mulher	여성
mulher	암컷
mulher	여성
mulher	마누라
mulher	와이프
mulher	아내
densidade	밀도
luís	루이스
luís	루이
luís	루트비히
luís	루드비히
fica	머무르지
fica	머물러
fica	숙박
fica	머무르고
edições	에디션
edições	편집
edições	수정
itália	이탈리아
irmão	오빠
irmão	아우
conteúdo	콘텐츠
conteúdo	컨텐츠
conteúdo	내용
conteúdo	목차
conteúdo	콘텐츠
conteúdo	내용
causa	원인
causa	원인
elenco	깁스
elenco	캐스트
elenco	캐스팅
elenco	캐스팅
japão	재팬
japão	일본
japão	일본어
japão	일본
japão	일본인
terceira	세번째
terceira	셋째
própria	소유
personagens	문자
personagens	등장인물
vista	비스타
vista	조회
vista	보기
formação	훈련
formação	트레이닝
formação	형성
rua	거리가
rua	스트리트
rua	거리
rua	길거리
apoio	지원
apoio	지지
apoio	후원
rádio	라디오방송
rádio	라디오
torneio	토너먼트
torneio	대회
organização	조직
organização	기구
organização	단체
organização	조직
organização	기구
museu	박물관
educação	교육
educação	교육학
educação	교육
educação	학력
histórico	사적
histórico	역사
peso	무게
peso	몸무게
peso	몸무게가
peso	체중
peso	페소
alta	높음
alta	하이
alta	알타
informação	정보
participou	참가
áreas	영역
homens	멘트
homens	남성
homens	남자
valor	가치
velocidade	속도
velocidade	속력
velocidade	속도
velocidade	스피드
profissional	프로페셔널
profissional	프로
profissional	전문
profissional	전문가
problema	문제
jovem	영영
jovem	젊은
forças	체력
livre	free
livre	무료
livre	자유
tema	테마
associação	협회
vivo	vivo
vivo	alive
minas	광산
minas	지뢰
natural	자연
natural	천연
sete	세븐
sete	일곱
estudos	공부
cantora	가수
cantora	싱어
del	del
zona	지대
zona	zone
zona	영역
votos	득표
votos	투표
ganhou	획득
ganhou	획득한
criar	만듭니다
criar	만들기
criar	생성
criar	만드세요
criar	만들기
parque	파크
parque	공원
representa	나타냅니다
próximo	근처
próximo	다음
próximo	넥스트
sentido	센스
sentido	감각
função	함수
editora	출판사
editora	퍼블리셔
editora	출판
editora	편집기
editora	편집자
editora	에디터
etc	etc
etc	등등
género	장르
género	성별
nenhum	없음
câmara	사진기
câmara	카메라
algo	무엇인가
algo	something
algo	뭔가
algo	무언가
ambos	둘다
jorge	호르헤
jorge	조지
jorge	죠지
jornal	신문
jornal	학술
jornal	학술지
jornal	저널
jornal	신문
james	제임스
estadual	상태
estadual	국가
show	표시
show	보이기
show	공연
inglaterra	잉글랜드
life	생명
life	생활
life	라이프
life	인생
branco	하얀
branco	화이트
branco	흰색
branco	하얀색
branco	하얗게
acesso	접속
acesso	접근
acesso	액세스
fernando	페르디난트
fernando	페르난도
fernando	페르난두
york	요크
conselho	충고
conselho	조언
conselho	협의회
conselho	평의회
guitarra	guitar
guitarra	기타
roma	로마
roma	로마
verão	여름
manter	유지
interior	인테리어
interior	내부
interior	내부
dar	give
love	러브
love	사랑
asteróide	소행성
londres	런던
anterior	이전
classe	학급
classe	계급
classe	클래스
classe	수업
importantes	중요
importantes	중요하다
evento	이벤트
companhia	회사
companhia	컴퍼니
companhia	기업
united	united
united	유나이티드
capacidade	능력
capacidade	용량
capacidade	능력
capacidade	능력자
governador	주지사
leste	동부
leste	이스트
leste	동쪽
leste	동부
leste	동방
noite	저녁
noite	밤에
noite	나이트
energia	에너지
energia	파워
energia	전력
energia	권력
casos	케이스
casos	사례
contém	포함함
contém	포함
contém	포함됨
wikipedia	위키백과의
wikipedia	위키백과
senhora	부인
senhora	사모님
senhora	숙녀
senhora	레이디
senhora	아줌마
aproximadamente	대략
nomes	이름
ministro	장관
simples	단순
simples	간단
simples	심플
simples	단순한
simples	간단하다
simples	간단한
simples	평원
simples	평범
fala	talk
fala	말하기
luz	가볍게
luz	가벼운
luz	라이트
luz	가벼움
horas	영업시간
horas	시간
imperador	황제
imperador	천황
trata	대접
trata	취급
gerais	장군
gerais	일반
gerais	일반인
competição	경쟁
competição	콘테스트
competição	대회
príncipe	프린스
príncipe	왕자
william	윌리엄
civil	민간
civil	민간인
serviços	서비스
vale	골짜기
vale	밸리
vale	계곡
vale	베일
ação	행동
ação	활동
ação	작업
ação	동작
ação	액션
nasceu	born
nasceu	출생
nasceu	탄생
apresenta	선물
paul	파울로스
paul	파울로
paul	바울
paul	파울
michael	마이클
michael	미하엘
michael	미카엘
escrito	서면
controle	통제
controle	제어
controle	제어하기
controle	컨트롤
controle	컨트롤러
eleito	선출
vídeo	동영상
vídeo	비디오
saúde	체력
saúde	헬스
saúde	건강
saúde	보건
produtor	프로듀서
produtor	제작자
feita	made
feita	만든
atividade	활동
fundação	파운데이션
fundação	재단
fundação	창립
faixa	트랙
faixa	추적
faixa	배너
faixa	현수
verdade	진실
verdade	진리
criada	생성
criada	만들었습니다
melhores	최고
melhores	베스트
menor	미성년자
internet	인터넷
antônio	안토니우스
antônio	앤서니
antônio	안토니우스
antônio	안토니오
decisão	의사결정
decisão	결정
elas	그들이
elas	그들은
estrutura	구조물
estrutura	구조
abaixo	아래쪽
abaixo	아래
abaixo	아래에
conde	카운트
ajuda	원조
ajuda	도움
ajuda	도움말
bandeira	깃발
bandeira	국기
bandeira	플래그
bandeira	배너
bandeira	현수
ensino	교육
ensino	교사
ensino	가르침
ensino	교육학
ensino	교육
ensino	학력
inclinação	경사
inclinação	틸트
inclinação	기울기
inclinação	기울여
music	음악
music	뮤직
escritor	작가
falta	부족
falta	파울
falta	실종
falta	누락
falta	missing
ngc	ngc
pedido	요청
pedido	요청하기
semana	주일
semana	일주일
pesquisa	찾기
pesquisa	검색
pesquisa	검색하기
pesquisa	조사
pesquisa	연구
teoria	이론
méxico	멕시코
jesus	예수
robert	로버트
locais	지역주민
locais	로컬
locais	현지
locais	위치
locais	음식점
locais	장소
bloqueio	봉쇄
bloqueio	차단
bloqueio	차단
bloqueio	블록
bloqueio	블럭
acabou	종료되었습니다
oliveira	올리브
black	검은색
black	검정
black	검정색
black	블랙
top	인기
top	top
madeira	나무
madeira	우드
madeira	목재
madeira	마데이라
medalha	메달
solo	solo
solo	솔로
solo	토양
trabalhos	퇴근
trabalhos	직장
trabalhos	작업
trabalhos	작업
trabalhos	일자리
trabalhos	직업
trabalhos	잡스
trabalhos	웍스
trabalhos	작동
trabalhos	작품
china	중국인
china	중국
china	차이나
músicas	음악
músicas	뮤직
músicas	노래
músicas	songs
passa	패스
mulheres	암컷
mulheres	여성
mulheres	여자들
mulheres	여자
mulheres	여성
questão	이슈
questão	문제
questão	질문
globo	글로브
campos	필드
campos	캄포스
esposa	마누라
esposa	와이프
esposa	아내
alguém	아무나
alguém	누구나
alguém	누군가
alguém	누군가
wiki	위키
wiki	위키위키
objetivo	목적
objetivo	목표
objetivo	목표
objetivo	목적
verde	녹색
verde	그린
verde	초록색
verde	초록
luiz	루이스
luiz	루이
destaque	하이라이트
destaque	강조하기
destaque	강조
destaque	추천
destaque	대표
destaque	강조
destaque	스포트라이트
eua	usa
eua	미국
partes	부품
partes	부분
pessoal	개인적
pessoal	개인적인
pessoal	개인용
pessoal	개인
pessoal	직원
pessoal	스탭
pessoal	직원들
sub	서브
técnico	테크니컬
técnico	기술
técnico	기술적
técnico	기술자
nenhuma	없음
club	클럽
pequena	작아
pequena	소작
pequena	리틀
direitos	권리
eventos	이벤트
eventos	행사
argentina	아르헨티나
argentina	아르헨티나인
argentina	아르헨티나
argentina	아르헨티나인
argentina	아르헨티나
argentina	아르헨티나인
editor	출판사
editor	퍼블리셔
editor	출판
editor	편집기
editor	편집자
editor	에디터
usar	사용하기
usar	이용하기
usar	사용하기
usar	사용
usar	이용
usar	사용하다
áfrica	아프리카
chefe	과장
chefe	치프
chefe	사장님
chefe	보스
flora	플로라
set	집합
set	세트
set	설정
palácio	궁궐
palácio	궁전
qualidade	품질
qualidade	퀄리티
qualidade	화질
qualidade	화질이
referências	참조
referências	참고
regras	규칙
metal	메탈
metal	금속
regiões	지역
proposta	제안
vocal	보컬
vocal	보컬
dizer	say
mercado	마켓
mercado	시장
aparece	나타납니다
referência	참조
referência	참고
via	비아
via	via
ocupação	점령
voz	목소리
voz	음성
títulos	증권
títulos	타이틀
títulos	제목
canções	노래
canções	songs
bateria	전지현
bateria	전지
bateria	배터리
bateria	드럼
bateria	드럼은
empresas	회사
records	레코드
letras	글자
letras	편지
letras	노랫말
george	조지
george	죠지
feminino	암컷
feminino	여성
padrão	기본값
padrão	기본
padrão	패턴
padrão	스탠더드
padrão	표준
miguel	미겔
miguel	마이클
miguel	미하엘
miguel	미카엘
resultados	결과
responsável	책임
responsável	책임감
usuários	사용자
usuários	사용자
defesa	방위
defesa	국방
defesa	방어
defesa	디펜스
defesa	방위
defesa	국방
defesa	방어
defesa	디펜스
episódios	에피소드
episódios	에피소드
líder	리더
líder	지도자
ilhas	제도
administração	행정학
pequeno	작아
pequeno	소작
pequeno	리틀
campanha	캠페인
campanha	전역
atividades	활동
atividades	활동
red	붉은
red	붉은색
red	레드
red	빨간색
red	빨강
prefeito	시장
duque	공작
duque	듀크
escrita	서면
escrita	쓰기
escrita	글쓰기
gravadora	레이블
gravadora	라벨
povo	국민
povo	사람
povo	명인
povo	사람들
material	물질
material	재료
material	소재
imagens	그림
imagens	이미지
imagens	사진
imagens	사진들
imagens	픽처스
segurança	안보
segurança	보안
segurança	안전
segurança	안전성
pública	공공
pública	공개
pública	공중
especialmente	특히
especialmente	특별히
situação	상황
situação	상황이
presença	존재
maneira	웨이팅
maneira	way
maneira	웨이
jogadores	플레이어
jogadores	선수
jogadores	플레이어스
partida	출발
partida	출국
artista	음악가
artista	예술가
artista	아티스트
artista	아티스트가
classificação	평가
classificação	평가하기
classificação	별점
classificação	평점
classificação	분류법
classificação	분류학
classificação	분류
cantor	가수
cantor	싱어
pop	pop
global	글로벌
global	전역
seguida	팔로우
ataque	공격
papa	교황
missão	미션
missão	선교
elementos	위젯
elementos	원소
elementos	요소
elementos	원소
visto	읽음
visto	비자
visto	조회
raio	반지름
termos	약관
termos	용어
antónio	안토니우스
antónio	앤서니
antónio	안토니우스
antónio	안토니오
palavra	워드
palavra	word
palavra	단어
artes	예술
hora	시간
hora	시간
hora	타임
hora	time
henrique	해리
henrique	헤리
henrique	헨리
compositor	작곡가
compositor	송라이터
compositor	작곡가
utilizado	사용함
utilizado	사용됨
utilizado	사용
plano	플랜
plano	계획
interesse	이자
interesse	관심사
interesse	관심
interesse	흥미
cabo	케이프
cabo	케이블
left	좌파
left	왼쪽
voto	투표
voto	투표
economia	경제학
economia	경제
curso	코스
curso	과정
baixa	낮은
baixa	낮음
baixa	low
programas	프로그램
ferro	철쭉
des	des
masculino	남성
masculino	수컷
armas	무기
armas	총기
deixar	떠나
deixar	떠나기
deixar	떠나
deixar	떠나기
álbuns	앨범
álbuns	음반
álbuns	앨범
álbuns	음반
comando	커맨드
comando	명령
comando	명령어
comando	사령부
comando	지휘
comando	특공대
produtos	상품
produtos	제품
científica	과학
coisas	것들
coisas	사물
usa	사용
usa	usa
usa	미국
inicialmente	원래
dado	주어진
sistemas	체계
sistemas	시스템
website	웹사이트
perto	닫기
perto	닫습니다
perto	닫아
perto	근처
marca	브랜드
marca	태그
marca	표시
marca	마르크
marca	마크
nacionalidade	국적은
nacionalidade	국적
volume	볼륨
italiano	이탈리아
italiano	이탈리아인
italiano	이탈리아어
médio	중간
médio	가운데
médio	평균
médio	미디엄
médio	미디어
médio	중간
estudo	공부해
estudo	공부하기
estudo	공부
estudo	연구
faixas	트랙
fronteira	경계
fronteira	경계선
fronteira	국경
fronteira	경계
fronteira	경계선
fronteira	테두리
fronteira	프런티어
fronteira	프론티어
prova	증거
prova	증명
prova	증거
super	슈퍼
ali	거기
ali	거기에
ali	알리
ali	ali
relatório	신고
relatório	보고서
relatório	보고
predefinição	기본값
predefinição	기본
estrada	고속도로
estrada	하이웨이
estrada	도로
estrada	로드
caminho	경로
caminho	path
serra	시에라
dirigido	감독
rainha	여왕
faculdade	대학교
faculdade	대학
faculdade	칼리지
faculdade	대학생
faculdade	학부
faculdade	교수
características	특성
características	특징
características	특징
características	기능
casamento	혼인
casamento	결혼
casamento	결혼식
casamento	웨딩
mal	심하게
mal	간신히
usando	사용하기
formato	형식
formato	포맷
formato	형식으로
relevância	관련성
university	대학교
university	대학
lima	라임
casou	결혼
polícia	경찰
polícia	경찰관
unidade	통일
unidade	단결
unidade	유니티
unidade	unity
unidade	유닛
unidade	unit
unidade	단위
nascimento	출생
nascimento	탄생
nascimento	출산
estreia	시사회
estreia	데뷔해
estreia	데뷔
estreia	시사회
romano	로만
romano	로마
romano	로마노
assunto	주제
assunto	제목
charles	샤를
charles	찰스
opinião	의견
opinião	피드백
opinião	의견
crianças	키즈
crianças	애들
crianças	아이들
crianças	어린이
crianças	아동
crianças	어린이들
crianças	자녀
crianças	어린이
crianças	아이들
quarto	침실
espírito	스피릿
espírito	정신
publicado	게시
publicado	게시
publicado	출판
publicado	출판됨
sexo	성별
sexo	성교
sexo	섹스
sexo	성관계
sexo	성별
baseado	기반
baseado	기반으로
artistas	연기자
