категорија	loại
човек	người
човек	man
направи	pha
направи	chế
мека	mecca
мека	soft
мека	mềm
мал	nhỏ
мал	nhỏ
мал	tiểu
мал	mẫu
семејство	đình
пол	paul
кралот	king
кралот	guy
кралот	vua
сан	san
лав	lion
лав	leo
најмногу	tops
победа	thang
победа	win
победа	thắng
мајка	mẹ
мајка	mom
мајка	mẹ
малку	nhỏ
малку	tiểu
дава	cung
надвор	ngoài
надвор	ra
надвор	tứ
клуб	club
клуб	clb
слики	ảnh
слики	ảnh
војска	quân
војска	army
уметност	art
помалку	bớt
помалку	ít
помалку	giảm
ниту	củ
втор	giây
покраина	tỉnh
медина	medina
рем	remus
рем	rem
јован	jovan
јован	gioan
јован	john
извори	nguồn
големо	lớn
големо	to
големо	đúc
големо	đại
големо	big
знаме	cờ
живи	sống
живи	live
живи	alive
нирвана	nirvana
вели	nói
вели	veli
секогаш	luôn
она	nia
она	cổ
вкупно	tổng
прво	trước
прво	đầu
итн	etc
итн	vv
наречен	dubbed
асур	assur
факултет	khoa
тип	guy
тип	khứa
тип	gã
тип	kiểu
тип	gõ
тип	loại
половина	nửa
софија	sofia
софија	sofia
софија	sophia
месеци	tháng
жена	nữ
жена	vợ
жена	vơ
жена	vk
проблеми	rối
претходно	trước
училишта	trường
север	bắc
север	sever
отколку	hơn
војни	war
доаѓа	đến
доаѓа	tới
велика	velika
нивното	nhị
сојуз	soyuz
ниска	low
ниска	thấp
шест	six
шест	sáu
никогаш	bao
линија	line
линија	dòng
види	xem
види	xem
види	nhìn
верзија	phiên
верзија	bản
тело	thân
тело	body
книги	sách
дом	nhà
дом	dom
главна	chính
главна	main
јапонија	japan
советски	soviet
возраст	tuổi
југ	nam
запад	tây
поп	tía
поп	bốp
поп	pop
награди	premier
зборови	lời
музички	nhạc
музички	musical
полска	polish
издание	edition
фаза	stage
втора	giây
најдобар	nhất
парк	viên
парк	park
марија	marija
марија	chư
марија	maria
куп	coop
куп	đám
куп	bunch
куп	lũ
куп	đống
куп	less
куп	cup
куп	cốc
куп	tách
народ	người
долари	usd
долари	vnd
долари	đôla
ракета	tiễn
ракета	rocket
интернет	internet
општи	tướng
општи	chung
доста	đủ
белград	beograd
белград	belgrade
храна	mat
банка	ngân
банка	bank
југославија	yugoslavia
централна	trung
централна	central
врвот	nắp
врвот	top
врвот	đỉnh
премиер	premier
големина	cỡ
големина	size
уредување	sửa
борба	battle
борба	trận
борба	fighting
редовни	thường
планината	núi
планината	lắp
извор	nguồn
маса	bảng
маса	bàn
маса	nhái
маса	mass
планетата	tinh
гора	gora
иван	ivan
карта	vé
карта	bài
карта	thẻ
карта	card
брег	bờ
брег	shore
брег	bragg
брег	coast
посебно	cống
главни	chính
главни	main
средина	trung
средина	giữa
средина	đọng
средина	tâm
средина	centre
создавање	tạo
создавање	tạo
имаше	nan
имаше	xịt
брат	bro
брат	huynh
хрватска	croatia
поделен	chia
поделен	tách
поделен	chia
армија	quân
армија	army
рамнина	plains
уметноста	art
роман	roman
роман	đế
постојано	hằng
животни	vật
портал	portal
портал	cổng
шлезвиг	schleswig
закон	luật
мрежа	lưới
мрежа	mạng
наречена	dubbed
канада	canada
среден	trung
среден	giữa
среден	đọng
среден	vừa
среден	medium
среден	trung
окрузи	quận
војници	binh
активности	hành
материјал	nguyên
победи	thang
победи	win
победи	thắng
победи	won
победи	thắng
победи	thắng
последниот	cuối
птици	chim
писмо	chữ
писмо	thư
гол	naked
гол	tiêu
гол	đo
совет	khuyên
совет	mẹo
човекот	người
човекот	man
национален	gạt
носи	mặc
носи	đeo
носи	mặc
носи	đeo
носи	khiêng
носи	bế
носи	mang
михаил	mikhail
михаил	michael
михаил	mihail
џејмс	james
холштајн	holstein
брзо	mau
брзо	nhanh
брзо	mau
брзо	nhanh
брзо	nhanh
солун	thessaloniki
форми	đơn
куќи	nhà
прилеп	prilep
австрија	áo
победата	winning
победата	thắng
роберт	robert
унгарија	hungary
играч	player
модел	model
скоро	sắp
скоро	gần
скоро	hầu
учество	tooltip
наса	nasa
поезија	thơ
региони	vùng
холандија	holland
професор	thầy
планина	núi
римско	roman
римско	đế
бара	đòi
доволно	đủ
локалитети	sites
врати	cửa
померанија	pomerania
чело	trán
чело	cello
девица	virgo
девица	trinh
девица	virgin
девица	tân
константин	konstantin
константин	konstantinos
константин	constantine
ѕвезда	star
паша	pasha
москва	moscow
москва	moskva
коло	colo
коло	mạch
коло	kolo
причина	chi
унија	union
унија	hợp
наука	khoa
живееле	kiêng
освои	won
освои	thắng
ново	novo
ново	new
ново	mới
ново	sâm
науки	khoa
охрид	ohrid
украина	ukraine
украина	ucraina
украина	ukraina
тема	topic
тема	thái
турски	turkish
стефан	stefan
стефан	stephan
промена	đổi
промена	thay
лице	face
лице	mặt
седум	seven
седум	bảy
напад	công
напад	assault
наклонетост	inclination
близу	gần
станица	trạm
станица	ga
планини	núi
мажи	hãm
статус	status
науката	khoa
филип	phillip
филип	philip
филип	filip
филип	philippe
филип	filip
романија	romania
романија	românia
орбитални	orbital
џорџ	george
претставуваат	posing
света	sveta
света	saint
света	thánh
света	thánh
света	hagia
анхалт	anhalt
камен	đá
камен	stone
камен	đá
камен	rock
заврши	xong
заврши	lam
заврши	xong
грб	crest
радио	đài
радио	radio
негова	ngành
управување	lái
купот	stacks
покраината	tỉnh
религија	đạo
индекс	index
остров	đảo
граница	viền
граница	biên
езерото	hồ
видео	video
поет	thơ
ќерка	gái
албуми	album
албуми	albums
делчев	delchev
текст	chữ
берлин	berlin
димитар	dimitar
коса	tóc
сонцето	nắng
сонцето	cn
истите	cùng
зеланд	zealand
ирска	ireland
семејства	gia
римски	roman
римски	đế
национално	gạt
броеви	số
помали	nhỏ
помали	minor
македонско	macedonia
српски	serbia
имиња	tên
означува	signifies
хенри	henry
веројатно	chu
луис	lewis
луис	luis
луис	louis
христијански	nguyen
христијански	christian
глава	đầu
глава	đàu
глава	head
недела	tuần
национални	gạt
растенија	cây
бугарски	bun
напишал	viết
екипа	tạo
екипа	đội
екипа	lớp
екипа	team
чест	vinh
северно	bắc
кирил	cyril
кирил	kiril
кирил	kirill
денови	ngày
институт	viện
институт	instituto
високо	cao
мексико	mexico
директор	trương
план	plan
босна	bosna
босна	bô
мечка	gấu
мекленбург	mecklenburg
мекленбург	ludwigslust
истото	cùng
негов	ngành
зависност	nghiện
зависност	addiction
покажува	khoe
избор	chọn
добра	tốt
добра	hay
добра	ngon
византија	byzantium
византија	byzantine
зголемување	tăng
гоце	goce
ван	wan
ван	trù
ван	van
хамбург	hamburg
најверојатно	chu
лесно	nhẹ
косово	kosovo
настапи	trùm
долго	lâu
долго	dài
долго	long
јунајтед	united
јунајтед	hoa
класа	hạng
класа	lớp
пазар	chợ
британски	british
температура	nhiệt
месец	tháng
наречени	dubbed
битка	battle
битка	trận
следи	theo
бела	bela
бела	trắng
бела	white
бела	bạch
бела	bella
проблем	đề
проблем	rối
национална	gạt
тешко	cứng
тешко	khó
тешко	khổ
тешко	đắng
тешко	khó
бразил	brazil
бразил	brasil
бразил	bra
реки	sông
реки	rivers
филмски	phim
филмски	film
ист	cùng
род	rod
род	kin
предмети	mục
предмети	tượng
поранешен	cựu
хронолошки	chronological
даде	tặng
франс	frans
франс	pháp
вардар	vardar
ознака	tag
ознака	thẻ
дете	nhóc
дете	bé
дете	kid
дете	con
мартин	martin
висок	cao
висок	cao
потребно	thiết
потребно	ấp
џиро	giro
суд	triều
макс	đa
макс	max
калифорнија	california
интерес	vốn
интерес	lãi
двајца	hai
двајца	two
турнеја	tour
јужно	nam
велес	veles
риби	pisces
риби	cá
индустрија	ngành
истанбул	istanbul
тирингија	eichsfeld
слобода	do
слобода	liberty
десет	mười
ана	ana
ана	anna
поранешни	cựu
том	tom
карл	karl
карл	carl
титула	tựa
отворено	download
отворено	mở
отворено	má
низа	chuỗi
долна	hạ
следниот	kế
следниот	tiếp
следниот	kit
планински	núi
кратко	bài
кратко	ngắn
кратко	short
кратко	lá
марко	marco
марко	marko
доби	dobby
оддел	sở
оддел	khu
оддел	phần
врв	pinnacle
врв	peak
цариград	constantinopolis
цариград	constantinople
наследство	inheritance
сингл	single
сингл	đơn
жан	jean
жан	jeanne
осум	tám
осум	eight
бел	belle
бел	trắng
бел	white
бел	bạch
бел	chuông
бел	bell
струмица	strumica
личност	người
фестивал	festival
знак	vẽ
стар	cũ
стар	tuổi
стар	già
висока	cao
висока	cao
дрво	gỗ
дрво	củi
дрво	cây
отоманската	ottoman
оружје	khí
оружје	súng
оружје	khí
оружје	tay
остатоци	remnants
остатоци	thừa
момент	lát
фон	fon
фон	von
гитара	guitar
гитара	ghita
светлина	châm
светлина	đèn
светлина	nhạt
владеење	luật
христијани	nguyen
христијани	christian
канал	kênh
школа	trường
школа	học
манчестер	manchester
белгија	bỉ
најдобра	nhất
војвода	duke
превод	dịch
томас	tomas
томас	thomas
поранешна	cựu
гола	naked
гола	nude
заедници	xã
христо	christo
продолжи	giữ
продолжи	cv
продолжи	resume
златна	vầng
златна	golden
златна	đỏi
актер	diễn
мало	nhỏ
мало	malo
мало	nhỏ
мало	tiểu
линии	lines
линии	dòng
возач	xế
метал	co
содржат	chứa
долг	nợ
мајкл	michael
вклучени	gồm
вклучени	kèm
васил	vasil
глас	voice
глас	giọng
страници	trang
херцеговина	hercegovina
иста	cùng
секое	mỗi
секое	hằng
светлината	châm
светлината	đèn
светлината	nhạt
океан	biển
брод	tàu
брод	ship
брод	tàu
брод	thuyền
брод	boat
тек	tek
тек	luồng
тек	màng
тек	flow
тек	luồng
тек	suối
тек	stream
власти	bang
борис	boris
подрачје	loạt
подрачје	vực
подрачје	vùng
денеска	nay
направени	chế
ризик	liều
ризик	ro
главата	đầu
главата	đàu
главата	head
цела	toàn
цела	hẹt
цела	whole
тврди	mích
тврди	ngợi
тврди	khai
тврди	argues
зависи	tùy
страницата	page
страницата	trang
виена	viên
виена	vienna
правила	luật
удар	hỉ
удар	thổi
удар	coup
удар	cú
удар	đòn
удар	đấm
удар	punch
удар	strike
удар	đâm
удар	slr
некогаш	từng
некогаш	đôi
стара	stara
стара	cũ
стара	tuổi
стара	già
јувентус	juventus
константинопол	constantinopolis
константинопол	constantinople
првак	cọc
првак	champion
дејвид	david
анг	aang
црвена	đỏ
фридрих	friedrich
телевизија	tv
телевизија	tivi
крст	chinh
крст	chon
кит	keith
кит	kit
отворен	download
отворен	mở
отворен	má
долга	lâu
долга	dài
долга	long
круг	tròn
круг	lượn
круг	hiệp
круг	vòng
кула	tower
кула	tháp
точки	chấm
точки	điểm
точки	đốm
високи	sr
високи	senior
дал	dal
дал	dall
дал	dahl
дал	tặng
поени	điểm
ерусалим	jerusalem
потреба	cần
езера	hồ
езера	lakes
намалување	giảm
намалување	giảm
мрежи	lưới
мрежи	web
мрежи	mạng
мрежи	mạng
латински	latin
словенија	slovenia
база	base
западно	tây
љубов	love
љубов	yêu
јасно	xoã
ѓорѓи	georgi
ѓорѓи	georgie
мера	đo
карло	carlo
содржина	dung
содржина	dung
мир	hòa
најдобро	nhất
израел	israel
создадена	tạo
вообичаено	chung
султанот	sultan
топ	nắp
топ	top
топ	đỉnh
шкотска	scotland
приказна	truyện
приказна	chuyện
нато	nato
закони	luật
заеднички	tham
заеднички	chung
заеднички	chung
долги	lâu
долги	dài
долги	long
мадрид	madrid
мост	cầu
недели	tuần
сцена	cảnh
едвард	edvard
едвард	edward
сопруга	vợ
сопруга	vơ
сопруга	vk
брегот	bờ
брегот	shore
брегот	shoreline
кучиња	chó
средно	vừa
средно	medium
средно	trung
залив	vịnh
залив	vịnh
залив	bay
опрема	gear
опрема	ten
петров	petrov
важни	trọng
златен	vầng
златен	golden
златен	đỏi
златен	vàng
златен	gold
компанија	ty
начини	cách
чарлс	charles
норвешка	nauy
барање	ve
барање	đòi
болести	benh
болести	bệnh
арапски	arab
владимир	vladimir
секунди	giây
трговија	trade
тони	tony
тони	toni
тренер	trainer
тренер	hlv
тренер	hlv
елемент	tố
градски	gradski
градски	phố
градски	by
тврдина	castle
тврдина	đài
тврдина	tivoli
тврдина	thành
тврдина	citadel
луј	louis
хари	harry
весник	báo
стари	cũ
стари	tuổi
стари	già
светци	saints
минхен	münchen
минхен	munchen
минхен	munich
опис	tả
наслов	tựa
змија	rắn
змија	viper
ричард	richard
фамилија	đình
код	code
код	mã
облека	outfit
бои	màu
важна	trọng
безбедност	ninh
млади	trẻ
млади	young
горна	upper
горна	gorna
горна	zemo
федерација	federation
дели	deli
изглед	nhê
страната	bên
страната	phe
страната	trang
навистина	thực
навистина	thật
пријател	bạn
пријател	hiền
лос	los
лос	nai
атина	athens
атина	athene
атина	athena
северен	bắc
дома	nhà
предизвикува	bấy
предизвикува	triggers
основно	tiểu
чешка	séc
прогласен	tuyên
сестра	chị
приказни	tales
приказни	truyện
приказни	tin
силно	cứng
силно	khó
силно	khổ
силно	đắng
вистински	real
вистински	thực
вистински	thật
вистински	thiệt
деби	debut
деби	debbie
зошто	sao
посебна	cống
полиња	fields
полиња	trường
милан	milan
милан	milano
трки	xáo
трки	đua
алберт	albert
балканот	balkan
балканот	balkans
наследник	ngai
сеуште	côn
сеуште	vẫn
јапонски	nhật
бели	trắng
бели	white
бели	bạch
бели	beli
нашата	plr
честички	hạt
честички	hạt
второ	giây
букви	thư
букви	chữ
уефа	uefa
предизвика	chi
носат	mặc
носат	đeo
правец	hướng
откриени	uncovered
откриени	revealed
откриени	lộ
живо	sống
живо	live
уреди	sửa
зона	zone
зона	múi
зона	vùng
банки	banks
драма	drama
драма	kịch
аргентина	argentina
горно	gorno
потребни	thiết
потребни	ấp
сандански	sandanski
затвор	tù
затвор	giam
затвор	tù
куманово	kumanovo
одговор	tời
одговор	rsvp
младите	trẻ
младите	young
охридски	ohrid
раскази	truyện
раскази	tin
претставници	internationals
хемиски	hóa
илија	ilya
илија	ilija
премногу	quá
премногу	khoáng
премногу	too
поделена	chia
киев	kiev
уметнички	nghệ
султан	sultan
нобеловата	nobel
родители	song
рекорд	album
павле	pavle
павле	paul
американска	american
американска	mỹ
добар	tốt
добар	hay
добар	ngon
барселона	barcelona
домаќин	máy
комисија	tấm
граници	viền
изгледа	trông
кореја	korea
кореја	hàn
последен	cuối
објави	đăng
објави	đăng
цена	price
цена	giá
ретко	hiếm
женски	chicks
женски	nữ
женски	feminine
записи	records
птица	bird
птица	chim
продажба	bán
продажба	bán
продажба	bán
продажба	lô
продажба	sale
продажба	bán
продажба	lô
слободно	free
слободно	rảnh
христос	christ
појас	đai
средновековна	medieval
бродови	thuyền
бродови	tàu
бродови	thuyền
први	trước
први	đầu
центри	hubs
центри	centres
струја	điện
елиптична	elliptical
даме	dame
корисник	dùng
попис	census
коска	xương
коска	bone
независна	lập
задача	task
профил	sơ
насока	hướng
рака	tay
турците	thổ
турците	turks
сина	xanh
наспроти	versus
наспроти	vs
живеел	kiêng
мехмед	mehmed
мехмед	mehmet
органи	organ
дата	ngày
девет	chín
ѕид	wall
ѕид	tường
порта	gate
порта	cổng
порта	cảng
порта	cổng
порта	port
порта	cổng
порта	gateway
млад	trẻ
млад	young
вида	vida
прикажува	khoe
водство	dẫn
водство	chì
јохан	johann
јохан	johan
јохан	johan
пишување	viết
пишување	ghi
стои	đứng
пријатели	bè
режисер	trương
корисникот	dùng
тврдината	thành
тврдината	citadel
слој	layer
слој	lớp
иран	iran
враќање	comeback
акции	kho
краток	bài
краток	ngắn
краток	short
краток	lá
приближно	khoảng
рацете	tay
бранови	sóng
бранови	wave
бранови	sóng
марк	marc
марк	mác
марк	mark
провинција	tỉnh
комбинација	combo
зголеми	tăng
димензија	chiều
одбор	bảng
населби	neighbourhoods
португалија	portugal
слободен	free
слободен	rảnh
тодор	todor
велс	wales
велс	wells
велс	giếng
георги	georgi
георги	giorgi
изведба	suất
падот	crash
падот	sáp
падот	rơi
падот	sút
падот	ngã
долината	lũng
настап	suất
поседува	hữu
дијалекти	dialects
евра	evra
евра	euros
евра	euro
венеција	venice
венеција	venezia
преглед	review
вселенски	aerospace
долно	kato
поставени	bot
пренос	chuyển
пренос	truyền
зрачење	xạ
методиј	mêthôđiô
учител	thầy
германските	germanic
помал	lesser
сместени	housed
пораз	đảnh
пораз	bại
сообраќај	tê
крв	máu
крв	huyết
милијарди	tỷ
милијарди	tỉ
милијарди	tỷ
милијарди	tỉ
табела	bảng
табела	bàn
табела	tờ
табела	mẩu
банките	banks
климент	kliment
климент	clement
капитал	vốn
мисли	nghĩ
мисли	suy
арсенал	arsenal
математика	toán
математика	toán
внатрешни	nội
тежина	cân
милано	milan
милано	milano
милано	milano
општо	chung
општо	tướng
општо	chung
рамки	khung
конфликт	xung
раст	gai
раст	rust
раст	gỉ
распоред	lịch
оскар	oscar
оскар	oskar
сместена	nằm
артур	arthur
кола	car
кола	xe
отворена	download
отворена	mở
отворена	má
фотографии	ảnh
рид	reid
рид	reed
рид	đồi
рид	ngổn
рид	hill
рид	hoan
бранденбург	brandenburg
сала	sala
сала	vắng
сала	lang
сала	sảnh
сала	hall
златни	vầng
златни	golden
златни	đỏi
златни	vàng
златни	gold
машки	hãm
машки	boys
машки	buồng
машки	đực
машки	nam
храмот	đền
храмот	chùa
единствена	single
единствена	đơn
перу	peru
тече	gân
добитник	thang
добитник	thắng
широко	rộng
широко	vid
сезони	mùa
сезони	seasons
јавно	công
казахстан	kazakhstan
лежи	lies
лежи	nằm
шуми	rừng
шуми	rừng
сакаат	muon
сакаат	muốn
загреб	zagreb
змеј	rồng
змеј	diều
змеј	long
змеј	dragon
освоени	lĩnh
умрел	chết
црн	đen
судија	ref
средба	meet
средба	gặp
средба	họp
природен	chích
музичка	nhạc
музичка	musical
минута	phút
сајт	website
сајт	site
направен	chế
синот	trai
синот	nhi
синот	son
степени	độ
серии	series
злато	vàng
злато	gold
нивно	nhị
медицина	thuốc
анџелес	angeles
албански	albania
вики	vicky
вики	wiki
вики	vicki
јато	cụm
јато	flock
византиски	byzantine
јавни	công
колумбија	columbia
колумбија	colombia
учење	học
учење	học
дивизија	division
котлина	lũng
вашингтон	washington
важно	trọng
јане	jane
договори	deals
намера	intention
слободна	free
слободна	rảnh
еридан	eridanus
наскоро	sớm
наскоро	sắp
жител	resident
римска	roman
римска	đế
крива	cong
домот	nhà
слава	slava
слава	khen
слава	vinh
слава	fame
грешка	sai
грешка	lỗi
последна	cuối
целосна	say
целосна	full
целосна	đầy
воздух	khí
воздух	air
патување	du
патување	tý
патување	lượt
патување	trip
конференција	thảo
старо	cũ
старо	tuổi
старо	già
создадени	tạo
гас	gus
гас	gas
гас	xăng
кажува	nói
соло	solo
далеку	xa
далеку	xa
далеку	phí
мажите	hãm
контакт	lạc
шума	rừng
шума	rừng
сер	sếp
сер	ser
посветена	viet
спротивно	ngược
ноќ	đêm
градина	vườn
градина	garden
фонд	quỹ
црно	đen
намали	giảm
намали	giảm
воден	nước
сен	sen
сам	độc
волф	soi
волф	wolf
волф	sói
буква	chữ
буква	thư
рајна	rhine
рајна	rhein
рајна	rhein
способност	capability
напушти	thoát
напушти	bỏ
разлики	diff
хит	trúng
хит	đánh
кратки	bài
кратки	ngắn
кратки	short
кратки	lá
донесе	mang
комплекс	complex
ослободување	release
ослободување	nhả
типови	loại
руска	nga
пад	sáp
пад	rơi
пад	sút
пад	ngã
создаден	tạo
жената	nữ
пегаз	pegasus
