トッド	טוד
ニコ	ניקו
ニコ	ניקו
クロム	chrome
クロム	כרום
クロム	כרום
預言	הנבואה
預言	נבואה
掲示	מפרסם
掲示	פרסום
掲示	מפרסמת
掲示	עלון
パスポート	דרכונים
パスポート	דרכון
カロリー	קלוריות
カロリー	קלוריות
消化	עיכול
ヘビ	סנייק
ヘビ	נחש
ヘビ	נחשים
膨張	הרחבה
膨張	התרחבות
膨張	התפשטות
バッジ	תג
バッジ	תגים
残酷	אכזריות
残酷	אכזר
残酷	אכזרי
残酷	אכזרית
ペナルティ	עונשין
ペナルティ	קנס
ペナルティ	עונש
フェンス	גדר
フェンス	הגדר
フォレスト	פורסט
フォレスト	יער
フォレスト	היער
クラッチ	המצמד
見習い	חניכים
見習い	חניך
見習い	השוליה
見習い	מתלמד
見習い	חניך
黙示録	אפוקליפסה
黙示録	האפוקליפסה
枢機卿	החשמן
枢機卿	חשמן
枢機卿	קרדינל
メソッド	שיטה
メソッド	השיטה
メソッド	שיטות
スチュワート	סטיוארט
スギ	סידר
スギ	ארז
賭博	הימור
賭博	הימורים
コップ	גביע
コップ	ספל
コップ	כוס
母国	המולדת
視界	ראות
視界	הראות
ニッケル	ניקל
反響	מהדהד
反響	הד
反響	אקו
反響	הד
プラットホーム	פלטפורמה
プラットホーム	הפלטפורמה
カルチョ	calcio
スーザン	סוזאן
スーザン	סוזן
ハイチ	האיטי
ハイチ	מהאיטי
洗浄	רחיצת
洗浄	כביסה
洗浄	מנקה
洗浄	נקיון
洗浄	ניקיון
洗浄	ניקוי
不祥事	סקנדל
不祥事	שערוריה
不祥事	שערורייה
不祥事	שערוריות
委任	משלחת
委任	המנדט
祭壇	מזבח
スライダー	מחוון
スライダー	גולשים
シエラ	סיירה
帰化	התאזרחות
手当	קצבה
手当	הקצבה
ボローニャ	נקניק
ヤギ	עז
ヤギ	תיש
ヤギ	עיזים
ヤギ	עזים
ワークショップ	סדנאות
ワークショップ	סדנה
ワークショップ	המלאכה
ワークショップ	הסדנה
ワークショップ	סדנת
ワーグナー	וגנר
ワーグナー	ווגנר
金庫	בטוחה
金庫	כספת
金庫	בטוחים
金庫	בטוח
金庫	כספות
消耗	התשה
被告人	הואשם
被告人	מואשמת
被告人	מואשם
被告人	האשים
被告人	נאשם
被告人	נאשם
被告人	הנאשם
バトン	השרביט
バトン	שרביט
睡眠	שינה
睡眠	תישן
睡眠	לישון
氷室	הימרו
洗濯	רחיצת
洗濯	כביסה
洗濯	מכבסה
洗濯	כביסה
天童	טנדו
ツル	קריין
ツル	עגור
吉沢	יושיזאווה
裏側	אחורה
裏側	בחזרה
裏側	חזרה
裏側	לאחור
レズビアン	לסביות
レズビアン	לסבית
レズビアン	לסביות
芸者	גיישה
祝福	ברכת
祝福	הברכה
祝福	ברכה
祝福	הברכות
祝福	ברכות
祝福	ברכה
祝福	מבורכת
祝福	ברוך
祝福	מבורך
祝福	יתברך
林檎	תפוח
林檎	אפל
ロナルド	רונלד
ランニング	מפעיל
ランニング	רץ
ランニング	ריצה
届出	התראה
届出	ההתראה
届出	הודעה
レスキュー	הצלה
レスキュー	חילוץ
委嘱	משלחת
委嘱	עמלות
委嘱	עמלה
アンドレア	אנדריאה
アンドレア	אנדראה
パンダ	פנדה
ハク	חאק
冗談	בדיחה
冗談	צוחקת
冗談	צוחק
冗談	צוחקת
冗談	צוחק
お気に入り	מועדף
お気に入り	המועדפים
お気に入り	מועדפים
お気に入り	אהובים
お気に入り	מועדפת
お気に入り	מועדף
お気に入り	אהוב
お気に入り	המועדפים
お気に入り	מועדפים
ロッカー	רוקר
ロッカー	לוקר
トゥルー	נכונות
トゥルー	אמת
トゥルー	נכון
ヨット	יאכטה
ヨット	יאכטות
シェーン	שיין
ダイナミック	דינמי
ラバウル	רבאול
陶芸	קדרות
エリオット	אליוט
エリオット	אליוט
まみ	מאמי
フットサル	קטרגל
消去	מחק
ストライカー	סטרייקר
真木	מאקי
ハンプシャー	המפשייר
テント	אוהל
テント	אוהלים
テント	אוהל
テント	האוהל
リソース	משאב
リソース	משאבים
粛清	טיהור
粛清	לטהר
粛清	מטוהר
崇拝	לסגוד
崇拝	סוגדים
崇拝	פולחן
ワトソン	ווטסון
値段	המחיר
値段	פרייס
値段	מחיר
快適	נוחה
快適	נוח
快適	נוחים
快適	נוחה
快適	נוח
快適	נוחים
足跡	עקבות
ロベール	רוברט
バスケ	כדורסל
獣医	וטרינרים
獣医	וטרינר
獣医	וטרינר
獣医	וטרינרית
ヴァージン	בתול
ヴァージン	בתולה
和音	אקורד
帝政	אמפייר
帝政	אימפריה
帝政	האימפריה
動揺	כועס
動揺	נסער
タブレット	הלוח
タブレット	לוח
神学校	המדרש
麻酔	הרדמה
ジュエル	תכשיט
文字通り	מילולית
目的地	היעד
目的地	ליעד
目的地	יעד
マルチメディア	מולטימדיה
オーラ	הילה
オーラ	ההילה
ディープ	עמוקים
ディープ	עמוקה
ディープ	עמוק
マリアナ	מריאנה
アマゾン	אמזון
年数	שנים
年数	שנה
サイコロ	הקוביות
サイコロ	קוביות
サイコロ	דייס
サイコロ	קובייה
コロナ	קורונה
切符	כרטיסים
切符	לכרטיסים
切符	כרטיס
教義	דוגמה
教義	קריד
教義	דוקטרינת
オメガ	אומגה
富豪	מיליונרים
両面	דופלקס
地雷	מכרות
地雷	מוקשים
可愛	מתיקות
ホッケー	הוקי
かもめ	שחף
マダガスカル	מדגסקר
事績	הישגים
事績	הישגים
事績	הישג
キタ	קיטה
上告	ערעור
上告	הערעור
カートリッジ	מחסניות
カートリッジ	מחסנית
トレイル	שובל
臓器	איברים
臓器	איבר
臓器	איבר
臓器	אורגן
コロンボ	קולומבו
水銀	כספית
水銀	מרקורי
ニース	ניס
ニース	נחמד
ホモ	הומו
ユニーク	ייחודיים
ユニーク	ייחודיות
ユニーク	ייחודית
ユニーク	ייחודי
ステアリング	היגוי
城郭	טירה
城郭	טירות
アドリア	אדריה
浄化	טיהור
浄化	לטהר
音節	הברה
音節	הברות
シダ	פרן
炎症	דלקתיות
炎症	דלקת
ダンカン	דאנקן
ダンカン	דנקן
カッパ	קאפה
摩擦	חיכוך
ドーン	דון
ドーン	דאון
ドーン	השחר
ドーン	שחר
芝生	הדשא
久々	איכס
エヴァンゲリオン	אוונגליון
悪役	נבל
実効	יעילות
実効	אפקטיבי
実効	יעילות
実効	יעיל
実効	יעילה
セナ	סנה
セナ	סנה
アルマ	עלמה
アルマ	אלמה
ルナ	לונה
オリオン	אוריון
謙信	קנשין
ルーシー	לוסי
ウィリー	ווילי
ウィリー	וילי
ステータス	הסטטוס
ステータス	מצב
ステータス	סטטוס
ステータス	מעמד
アロン	אהרון
アロン	ארון
アロン	אהרן
アロン	אהרון
柔軟	גמישות
イングリッシュ	אנגלית
浮気	ניאוף
浮気	מרמה
浮気	בגידה
浮気	רמאות
マッサージ	עיסויים
マッサージ	עיסוי
劣化	התדרדרות
劣化	השפלה
工具	כלי
工具	הכלי
上海市	שנחאי
オナニー	אוננות
クイック	מהר
クイック	מהיר
リニア	לינארי
ラーマ	לאמה
ラーマ	ראמה
サンプリング	מדגם
サンプリング	דוגמית
サンプリング	דגימה
サンプリング	דגימה
必死	נואשות
必死	נואש
必死	נואשת
必死	מיואש
必死	נואשות
失効	מעידה
失効	תפוגה
ねずみ	העכבר
ねずみ	עכבר
経典	סוטרה
オセアニア	אוקיאניה
大気圏	אווירה
不審	חשד
不審	חשודה
不審	חשוד
不審	חשדן
リサイクル	למחזר
リサイクル	מיחזור
リサイクル	מיחזור
隠す	להסתיר
隠す	הסתר
グラフィックス	גרפיקה
マニ	מני
カモ	ברווזים
カモ	ברווז
カモ	דאק
ビーズ	חרוז
ビーズ	חרוזים
精製	מעודנת
精製	מעודן
精製	לעדן
精製	חדד
責め	להאשים
責め	אשמה
スナック	חטיף
スナック	חטיפים
グリップ	האחיזה
グリップ	אחיזת
グリップ	אחיזה
ペダル	דוושת
アレクサンドロス	אלכסנדר
ビザ	ויזה
紀子	נוריקו
スタック	סטאק
スタック	מחסנית
ヴァルター	ולטר
ヴァルター	ולטר
ヴァルター	וולטר
悪性	ממאיר
満期	בגרות
強要	כפייה
強要	כפייה
隙間	פערים
ギャンブル	הימור
ギャンブル	הימורים
ギャンブル	גמבל
屋号	יאגו
オリバー	אוליבר
庇護	פטרונות
ハリソン	הריסון
ハリソン	האריסון
フリート	צי
フリート	הצי
風力	גייל
強姦	אונס
センチュリー	המאה
リカルド	ריקרדו
スルタン	הסולטן
スルタン	סולטאן
スルタン	סולטן
バッグ	שקית
バッグ	תיק
バッグ	שק
バッグ	תיקים
バッグ	שקיות
画質	איכות
画質	איכותי
画質	באיכות
飽和	רוויה
飽和	רווי
シャア	שא
シャア	שה
カヤ	קאיה
福音書	הבשורה
侮辱	עלבון
ロブ	רוב
ダーウィン	דרווין
ダーウィン	דארווין
乗馬	רכיבה
粘土	חימר
粘土	קליי
占有	דיבוק
占有	אחזקה
占有	החזקה
シュウ	אוקסלית
モナ	מונה
肝臓	כבד
肝臓	הכבד
アンゴラ	אנגולה
味噌	מיסו
ノック	טוק
ノック	דפיקה
ノック	נוק
真ん中	אמצע
真ん中	ביניים
真ん中	התיכון
真ん中	האמצע
ペイント	צבע
ピーチ	אפרסק
滑らか	חלקות
滑らか	חלקה
滑らか	חלק
ハイランド	היילנד
クッパ	באוזר
完備	השלם
完備	שלם
完備	הושלם
白血病	לוקמיה
アングル	זוית
アングル	זווית
冷たい	קולד
冷たい	קרים
冷たい	קור
冷たい	קר
ホノルル	הונולולו
ハンプトン	המפטון
ラウンジ	טרקלין
ディーラー	דילר
ディーラー	סוחר
ナイス	ניס
ナイス	נחמד
ケヴィン	קווין
信条	קריד
シルエット	צללית
エディンバラ	אדינבורו
中性子	ניוטרון
パノラマ	פנורמה
パノラマ	פנורמי
クルト	קורט
反復	חזרה
反復	חזרות
反復	איטרציה
ネイティブ	יליד
ネイティブ	ילידים
ヴィレッジ	כפר
ヴィレッジ	הכפר
バレンタイン	ולנטין
バレンタイン	ולנטיין
ボルドー	בורדו
ヴァンパイア	ערפד
受け取り	התקבלה
受け取り	שהתקבלו
受け取り	התקבל
受け取り	קיבל
受け取り	התקבלו
風刺	סאטירה
仲裁	בוררות
顕微鏡	המיקרוסקופ
顕微鏡	מיקרוסקופ
検察官	תביעה
検察官	התביעה
検察官	תובעת
検察官	התובע
検察官	תובע
ボトル	בקבוקים
ボトル	הבקבוק
ボトル	בקבוק
ダイハツ	דייהטסו
神風	קמיקזה
クォーター	רבעון
クォーター	רבע
グリッド	רשת
リチウム	ליתיום
わがまま	אנוכי
わがまま	אנוכיות
わがまま	אנוכית
わがまま	אנוכיים
ラバー	גומי
便所	שירותים
インタラクティブ	אינטראקטיבי
セール	המכירה
セール	מכירה
アグネス	אגנס
フェス	פז
フェルナンデス	פרננדס
フェルナンデス	פרננדז
用紙	נייר
用紙	עיתון
パラオ	פלאו
ミナ	מינה
快楽	העונג
快楽	הנאה
快楽	תענוג
快楽	עונג
ヒール	לרפא
ヒール	רפא
ヒール	עקב
しみ	כתמי
しみ	כתמים
しみ	הכתם
しみ	כתם
きれい	נקיה
きれい	נקייה
きれい	נקי
気球	בלון
気球	הבלון
百合子	יוריקו
イケメン	חתיך
ディラン	דילן
リンパ	הלימפה
リンパ	הלימפה
メンフィス	ממפיס
フィルタ	מסנן
フィルタ	פילטר
フィルタ	סינון
フィルタ	מסננים
フィルタ	פילטר
ヴォルフガング	וולפגנג
蒸発	מתאדה
蒸発	התאיידות
ココ	קוקו
祈祷	תפילה
募金	תרומה
募金	לתרומה
募金	לתרום
募金	תרמי
募金	תרומות
智之	טומויוקי
オリエント	אוריינט
オーランド	אולנד
オーランド	אורלנדו
作物	יבולים
作物	יבול
パウンド	לירה
パウンド	פאונד
シャーロック	שרלוק
スタッド	הרבעה
リッター	ריטר
逸脱	סוטה
村人	כפריים
トカゲ	לטאות
トカゲ	לטאה
参道	גישה
ピストル	אקדח
ブランチ	בראנץ
ブランチ	ענף
ブランチ	סניף
聖歌	מזמור
聖歌	מזמורים
漁師	דייגים
漁師	דייג
ガーナ	גאנה
ミレニアム	מילניום
ミレニアム	המילניום
なぜなら	כי
なぜなら	בגלל
塩素	כלור
釈迦	שאקה
つぼみ	ניצנים
クレイグ	קרייג
パッチ	טלאי
パッチ	מדבקות
パッチ	טלאים
パッチ	טלאי
アイザック	אייזק
アイザック	יצחק
美学	אסתטיקה
死別	אלמנה
死別	אלמן
筆記	נכתב
筆記	כתובה
筆記	נכתבה
筆記	כתובים
筆記	כתוב
筆記	כתיבה
筆記	כותבת
筆記	כותב
セバスチャン	סבסטיאן
ダイアナ	דיאנה
リハビリ	שיקום
バーゼル	בזל
テリア	טרייר
苦情	תלונה
苦情	תלונות
苦情	תלונה
二階	למעלה
代名詞	כינויי
静脈	ורידי
静脈	ורידים
静脈	וריד
チューン	המנגינה
チューン	לחן
チューン	מנגינה
ノルマンディー	נורמנדי
ハウ	האו
合法	לגיטימי
開示	חשיפה
エデン	עדן
デザート	קינוח
デザート	הקינוח
デザート	מדבר
デザート	המדבר
デザート	קינוח
デザート	קינוחים
動脈	עורקי
動脈	עורק
動脈	עורק
動脈	עורקים
ツイッター	טוויטר
発熱	קדחת
発熱	חום
リュック	תרמיל
織物	טקסטיל
織物	אריגה
織物	בד
織物	אריג
織物	טקסטיל
ペスト	המגפה
ペスト	מגפה
ペスト	מזיקים
礼儀	נימוסים
礼儀	נימוס
礼儀	באדיבות
礼儀	אדיבות
ボンド	בונד
オホーツク	אוחוצק
グロス	גרוס
グロス	גועל
グロス	דוחה
グロス	מגעיל
グロス	ברוטו
ヴィーナス	ונוס
ヴィーナス	נוגה
ゴリラ	גורילה
ゴリラ	גורילות
リサイタル	רסיטל
フリッツ	פריץ
ブランコ	בלנקו
ニトロ	ניטרו
竜巻	טורנדו
竜巻	טורנדו
ダイヤル	לחייג
ダイヤル	חיוג
ダイヤル	חייגו
ダイヤル	חיוג
唱える	מזמר
唱える	מזמרים
苦悩	סבל
苦悩	הייסורים
苦悩	ייסורי
苦悩	ייסורים
苦悩	ייסורים
ゴア	גואה
ゴア	גור
ネブラスカ	נברסקה
ポロ	פולו
日没	השקיעה
日没	שקיעה
日没	שקיעה
ミュラー	מיולר
ミュラー	מיולר
ミュラー	מולר
セルティックス	סלטיקס
ディナー	ארוחה
白金	פלטינה
パラグアイ	פרגוואי
ブカレスト	בוקרשט
ジェシー	ישי
オオカミ	וולף
オオカミ	זאב
コンタクト	מגע
コンタクト	קשר
バスケット	סל
ザルツブルク	זלצבורג
特製	התמחות
特製	מומחיות
快感	העונג
快感	הנאה
快感	תענוג
快感	עונג
叔母	דודה
空想	מפוארת
空想	מפואר
空想	פנסי
空想	מהודר
パーソナル	אישית
パーソナル	אישי
百姓	איכרים
段落	פסקה
段落	פסקאות
ハーモニー	הרמוני
ハーモニー	הרמוניה
やっと	סופסוף
やっと	לבסוף
アイディア	רעיון
アイディア	מושג
アイディア	רעיונות
タイラー	טיילר
アンプ	מגבר
宝物	אוצרות
宝物	אוצר
礼子	רייקו
マルクス主義	מרקסיזם
サーブ	הגשה
サーブ	לשרת
サーブ	משרת
サーブ	סאאב
イワン	איוואן
イワン	איוון
ギフト	מתנות
ギフト	מתנה
理性	הסיבה
理性	סיבה
ビスマルク	ביסמרק
構文	תחבירי
構文	תחביר
光景	כוונת
光景	מראות
光景	הראייה
アインシュタイン	אינשטיין
アインシュタイン	איינשטיין
申し立て	במחלוקת
申し立て	מחלוקת
申し立て	מחלוקת
エミリー	אמילי
安い	זול
安い	זול
安い	זולה
安い	זולים
安い	קמצן
安い	בזול
アミューズメント	שעשועים
アミューズメント	שעשוע
ハーレム	הארלם
サンズ	סנדס
サンズ	חולות
サンズ	החולות
ガイ	גאי
ガイ	גיא
プラット	פלאט
プラット	פראט
矯正	תיקונים
バタフライ	הפרפר
バタフライ	פרפר
修業	החניכות
最小限	למזער
最小限	מינימלי
最小限	מינימלית
エレナ	אלנה
エレナ	ילנה
クイーンズ	קווינס
クイーンズ	מלכות
コサック	קוזאקים
コサック	קוזאק
スペル	איות
スペル	כתיב
スペル	בלחש
スペル	לחש
スペル	כישוף
スペル	הכישוף
チャレンジャー	המתמודד
ホワイトハウス	whitehouse
プロポーズ	הצע
プロポーズ	הצעה
パラレル	מקביל
パラレル	מקבילים
パラレル	במקביל
パラレル	מקבילה
ゴマ	שומשום
ゴマ	סומסום
サザン	דרומי
サザン	דרומית
サザン	דרום
サザン	הדרומי
図形	גאומטריה
図形	גיאומטריה
図形	צורת
図形	צורה
ゲノム	הגנום
デイヴ	דייב
ドッキング	מזח
ドッキング	עגינה
マダム	גברתי
マダム	גבירתי
マダム	מאדאם
マダム	מאדאם
トレント	טרנט
アーセナル	ארסנל
請願	עצומות
請願	עצומה
請願	עתירה
請願	העצומה
アトランティック	האטלנטי
アトランティック	אטלנטיק
美保	מיהו
メチル	מתיל
幸田	קודה
おば	דודה
おば	דודות
腐敗	פירוק
腐敗	ריקבון
視線	מבטו
視線	מבט
ベイビー	תינוקת
ベイビー	בייבי
ベイビー	מותק
ベイビー	בובה
ベイビー	תינוק
ベイビー	מאמי
備後	בינגו
キルギス	קירגיזסטן
アダムス	אדמס
アダムス	אדאמס
ブライト	בהיר
ブライト	מוארת
ブライト	ברייט
トレーラー	הקרון
トレーラー	קרוואן
トレーラー	קראוון
毛皮	פרווה
コロシアム	הקולוסיאום
シンフォニー	סימפוניה
エスカレーター	הנעות
選任	פגישה
選任	מינוי
選任	בחירות
ゴールキーパー	שוער
マグマ	מגמה
条文	אספקה
ニクソン	ניקסון
マリオン	מריון
ごみ	זבל
ごみ	אשפה
ごみ	זבל
ハーブ	הרב
ハーブ	עשבים
フィアット	פיאט
ドロシー	דורותי
カッター	קאטר
カッター	קוטור
ヒスパニック	היספני
フェンダー	פנדר
キール	קיל
ジョーク	בדיחה
ジョーク	בדיחות
フォスター	אומנה
フォスター	פוסטר
孵化	הצוהר
孵化	צוהר
コウモリ	המחבט
コウモリ	עטלפים
コウモリ	באט
コウモリ	עטלף
コウモリ	מחבט
コウモリ	עטלפים
バチカン	הותיקן
バチカン	הוותיקן
バール	בר
バール	באר
バール	סרגל
トリス	טריס
編み	צמות
ヴィラ	וילה
ヴィラ	וילות
ユーモア	הומוריסטי
ユーモア	הומור
ユーモア	הומור
溶液	פיתרון
溶液	פתרון
溶液	הפתרון
ウイスキー	ויסקי
ウイスキー	וויסקי
ウイスキー	וויסקי
ウイスキー	ויסקי
バッキング	מגבה
バッド	רע
バッド	רעה
バッド	רעים
バッド	רעות
ナシ	אגס
アレクセイ	אלכסיי
アレクセイ	אלכסיי
アレクサンドリア	אלכסנדריה
総局	דיירקטור
ファゴット	בסון
エリザベート	אליזבט
エリザベート	אליזבת
借用	לווה
誠実	כנות
コンポーネント	הרכיב
コンポーネント	רכיב
コンポーネント	מרכיב
コンポーネント	רכיבים
聴覚	שימוע
聴覚	שמיעה
簡潔	תמציתי
トリガー	הדק
トリガー	טריגר
イベリア	איבריה
イーグルス	נשרים
イーグルス	איגלס
イーグルス	עיט
イーグルス	הנשרים
チューリップ	צבעונים
チューリップ	טוליפ
チューリップ	צבעוני
ガッツ	אומץ
ガッツ	מעיים
レニングラード	לנינגרד
リップ	ריפ
リップ	לקרוע
コルト	קולט
プランニング	מתכנן
プランニング	תכנון
プランニング	מתכננת
曲面	משטח
煉瓦	לבנים
煉瓦	בריק
煉瓦	לבנה
ペイン	פיין
ペイン	פיין
ペイン	כאב
ペイン	כאבים
薬剤師	רוקח
薬剤師	הרוקח
自律	האוטונומית
ポツダム	פוטסדאם
ニコル	ניקול
嫌がらせ	להטריד
嫌がらせ	הטרדה
嫌がらせ	מטרידה
嫌がらせ	מטריד
ハーグ	הייג
ハーグ	האג
プロヴァンス	פרובנס
ミーティング	פגישות
ミーティング	מפגשים
ミーティング	ישיבות
ミーティング	פגישה
ミーティング	ישיבה
ミーティング	מפגש
カーペット	שטיחים
カーペット	שטיח
モンタナ	מונטנה
カビ	עובש
カビ	עובש
ギャップ	פערים
ギャップ	פער
ギャップ	הפער
ギャップ	גאפ
地層	רבדים
アルス	ארס
シェリー	שרי
シェリー	שרי
シェリー	שלי
乗り物	רכבים
乗り物	הרכב
乗り物	רכב
ダニ	טיק
ダニ	דני
伊奈	אינה
暖房	חימום
数量	כמויות
数量	הכמות
数量	כמות
倍率	הגדלה
中級	ביניים
パンドラ	פנדורה
カナリア	הקנריים
テンプル	מקדש
テンプル	המקדש
偽造	זיוף
偽造	זיוף
エメラルド	ברקת
エメラルド	הברקת
エメラルド	ברקת
テレサ	טרסה
テレサ	תרזה
テレサ	תרזה
マッカートニー	מקרטני
パタゴニア	פטגוניה
太い	עבה
太い	עבות
アニー	אנני
ベルン	ברן
匂い	הריח
匂い	ריח
精神病	פסיכוזה
ゴメス	גומס
ゴメス	גומז
ナラ	נלה
ゲーテ	גתה
オスカル	אוסקר
リハーサル	החזרות
リハーサル	חזרה
リハーサル	חזרות
リハーサル	החזרה
リハーサル	בחזרות
リハーサル	חזרות
ケニー	קני
アスファルト	אספלט
祝う	חוגגים
祝う	לחגוג
サラダ	סלטים
サラダ	סלט
サラダ	סלט
エクアドル	אקוודור
エクアドル	אקוודור
制動	בלימה
和尚	אושו
河北省	חביי
ルワンダ	רואנדה
シューマン	שומאן
レナード	לאונרד
グライダー	דאון
グライダー	דאונים
ベルナール	ברנאר
ベルナール	ברנארד
ベルナール	ברנרד
エンリケ	אנריקה
ひどい	נורא
ひどい	נוראי
ひどい	נוראית
ババ	באבא
ババ	באבא
ババ	בבה
野手	פילדר
ポーツマス	פורטסמות
オスロ	אוסלו
ヴァンガード	החלוץ
モニカ	מוניקה
スペシャリスト	מומחה
スペシャリスト	מומחית
リガ	ריגה
軍備	חימוש
ロコ	לוקו
パワフル	עוצמה
パワフル	חזקה
パワフル	חזק
パワフル	עוצמתי
スカーレット	סקרלט
スカーレット	סקרלט
放射能	רדיואקטיביות
ギニー	גיני
ペレス	פרז
泣く	בכי
泣く	בוכה
泣く	לבכות
泣く	תבכה
泣く	בוכים
泣く	בכי
泣く	בוכה
泣く	בוכים
インディー	אינדי
ペガサス	פגסוס
ペガサス	פגאסוס
ディエゴ	דייגו
ディエゴ	דיאגו
観念	רעיון
観念	מושג
叫ぶ	לצעוק
叫ぶ	צעק
叫ぶ	צעקה
ケネス	קנת
バタ	באטה
シャドウ	הצל
シャドウ	שאדו
シャドウ	צל
発送	מוקד
発送	המוקד
マンガン	מנגן
教訓	שעור
教訓	שיעור
ポッター	פוטר
ハト	יונים
ハト	יונה
スモール	קטן
スモール	קטנים
スモール	קטנה
スモール	סמול
スモール	קטנות
給料	המשכורת
給料	שכר
給料	משכורת
エドワーズ	אדוארדס
スズ	פח
スズ	טין
ベネット	בנט
ミミ	מימי
肩書	כותרת
忠雄	טדאו
コンペティション	תחרות
役立つ	עוזר
役立つ	מסייע
役立つ	מועיל
役立つ	מועילה
世俗	חילוני
ドリンク	שתייה
ドリンク	משקה
ドリンク	שתה
ドリンク	שתייה
ドリンク	משקאות
ドリンク	שתיה
子宮	הרחם
子宮	רחם
子宮	רחם
グラスゴー	גלזגו
航法	ניווט
みやこ	מיאקו
下水道	ביוב
下水道	ביוב
カザン	קאזאן
シアン	תכלת
シェパード	שפרד
シェパード	רועה
シェパード	שפרד
贈り物	מתנות
贈り物	מתנה
ラグナ	לגונה
ノヴゴロド	נובגורוד
オビ	אובי
ベネディクト	בנדיקט
ベネディクト	בנדיקטוס
検閲	לצנזר
検閲	מצונזר
検閲	צנזורה
オペレーション	פעולות
オペレーション	מבצעים
オペレーション	מבצע
オペレーション	המבצע
ガーディアン	שומר
ガーディアン	שומרת
ガーディアン	אפוטרופוס
小麦	חיטה
物事	דברים
ブイ	המצוף
描画	ציור
描画	מציירת
描画	מצייר
マギー	מאגי
マギー	מגי
フューチャー	עתיד
フューチャー	עתידי
フューチャー	העתיד
狂気	מטורפת
狂気	טירוף
狂気	מטורף
狂気	שגעון
狂気	טרוף
狂気	טירוף
狂気	טירוף
リマ	לימה
リマ	בלימה
懸賞	פרסים
ストーカー	הטרדה
ロバ	חמורים
ロバ	חמור
ロバ	דונקי
大麻	קנאביס
村落	הכפרים
村落	כפרים
村落	כפר
村落	הכפר
大隈	אוקומה
生態系	האקולוגית
かわいい	חמודות
かわいい	חמוד
かわいい	חמודה
かわいい	חמודים
モニュメント	אנדרטאות
モニュメント	אנדרטה
モニュメント	אנדרטת
モニュメント	האנדרטה
ジャッジ	שופטת
ジャッジ	השופט
ジャッジ	שופט
ローラン	לורן
ローラン	לירון
ローラン	לורנט
ファインダー	מאתר
ザグレブ	זאגרב
ニューカッスル	ניוקאסל
サクラメント	סקרמנטו
サクラメント	פולחן
マジカル	קסומים
マジカル	קסום
マジカル	קסומה
リクルート	גייס
リクルート	לגייס
銃器	נשק
