チューリッヒ	zurichu
バッジ	značka
バッジ	značke
残酷	okrutna
残酷	okrutni
残酷	okrutno
ペナルティ	kazna
ペナルティ	penal
フェンス	ograde
フェンス	ogradu
フェンス	ograda
船員	mornaru
船員	mornar
フォレスト	forrest
フォレスト	šuma
フォレスト	šume
フォレスト	forest
見習い	pripravnik
黙示録	apokalipse
黙示録	apokalipsa
枢機卿	kardinale
枢機卿	kardinal
メソッド	metoda
メソッド	metod
メソッド	metode
スチュワート	stewart
スギ	cedar
賭博	kockanje
賭博	kocka
コップ	kupa
コップ	pehar
コップ	šalica
コップ	kup
母国	domovina
視界	vidljivost
ニッケル	nikla
反響	ponavljajući
反響	eho
反響	jeka
反響	odjek
反響	echo
プラットホーム	platforma
プラットホーム	platformu
カルチョ	calcio
スーザン	suzan
スーザン	susan
ハイチ	haiti
ハイチ	haićanski
洗浄	pranje
洗浄	čišćenje
不祥事	skandal
不祥事	skandala
委任	delegacija
委任	izaslanstvo
委任	mandat
祭壇	oltaru
祭壇	oltar
スライダー	klizači
シエラ	sierra
ボローニャ	bologna
ボローニャ	salama
ヤギ	kozu
ヤギ	jarac
ヤギ	koza
ヤギ	koze
ワークショップ	radionice
ワークショップ	radionica
ワークショップ	radionice
ワークショップ	radionicu
ワーグナー	wagnera
ワーグナー	wagner
金庫	sigurno
金庫	sef
金庫	sigurna
充当	prisvajanje
被告人	optužen
被告人	optužena
被告人	optuženi
被告人	optužio
被告人	optužena
被告人	optuženi
被告人	optuženik
バトン	žezlo
バトン	palica
バトン	baton
睡眠	spavanje
睡眠	spavaj
洗濯	pranje
洗濯	rublje
ツル	crane
ツル	dizalica
リヒャルト	richard
裏側	natrag
レズビアン	lezbijka
レズビアン	lezba
レズビアン	lezbijke
芸者	gejša
チャップリン	chaplin
吸気	udahnuo
吸気	udisanja
祝福	blagoslov
祝福	blagoslov
祝福	blagoslovljen
林檎	apple
林檎	jabuka
星空	zvjezdana
ロナルド	ronald
ロナルド	ronalda
ランニング	trčanje
古谷	furuya
届出	obavijesti
届出	obavijest
レスキュー	spasiti
レスキュー	spašavanje
土居	doi
委嘱	delegacija
委嘱	izaslanstvo
委嘱	povjerenstvo
委嘱	komisija
委嘱	komisije
委嘱	provizije
アンドレア	andrea
パンダ	pande
パンダ	panda
ハク	haq
冗談	šala
お気に入り	omiljena
お気に入り	najdraži
お気に入り	omiljeni
お気に入り	omiljeno
お気に入り	najdraže
お気に入り	omiljena
お気に入り	najdraži
お気に入り	omiljeni
お気に入り	omiljeno
お気に入り	favorita
お気に入り	omiljene
ロッカー	rocker
トゥルー	istinito
トゥルー	istina
ヨット	jahte
ヨット	jahta
ヨット	jahtu
ヨット	jahte
シェーン	shane
ダイナミック	dinamičan
ラバウル	rabaul
飛行船	cepelin
陶芸	lončarstvo
エリオット	elliott
エリオット	elliot
フットサル	futsal
ストライカー	napadač
ストライカー	striker
真木	maki
バイザー	vizir
ハンプシャー	hampshire
テント	šatore
テント	šatora
テント	šator
リソース	resurs
リソース	resursi
リソース	resursa
リソース	sredstva
粛清	očisti
崇拝	obožavanje
ワトソン	watson
値段	cijena
値段	cena
値段	price
快適	udobno
快適	ugodno
ロベール	robert
ロベール	roberte
バスケ	košarka
バスケ	košarku
獣医	veterinar
獣医	veterinara
獣医	veterinar
獣医	veterinara
ヴァージン	djevice
ヴァージン	djevica
和音	akord
帝政	empire
帝政	carstva
帝政	carstvo
帝政	imperija
動揺	uzrujana
動揺	uznemirena
タブレット	ploča
タブレット	tableta
タブレット	tablet
神学校	sjemeništu
麻酔	anestezija
人魚	sirena
ジュエル	dragulj
サンチェス	sanchez
サンチェス	sánchez
文字通り	doslovno
文字通り	bukvalno
目的地	odredište
目的地	destinacija
マルチメディア	multimedijalni
オーラ	auru
オーラ	aura
ディープ	duboka
ディープ	duboko
マリアナ	mariana
アマゾン	amazon
年数	godine
年数	godinama
年数	godina
サイコロ	kocke
サイコロ	kockice
サイコロ	kockica
不自然	neprirodno
コロナ	corona
切符	ulaznice
切符	karte
切符	ulaznica
切符	karta
切符	kartu
ちひろ	chihiro
教義	dogma
教義	creed
教義	doktrina
オメガ	omega
両面	duplex
地雷	mine
地雷	rudnici
ホッケー	hokej
ホッケー	hokeju
かもめ	galeb
かもめ	galeba
マダガスカル	madagaskar
事績	dostignuća
事績	postignuća
事績	ostvarenje
事績	postignuće
事績	dostignuće
上告	žalba
上告	žalbu
カートリッジ	punjenja
トレイル	trag
臓器	organe
臓器	organa
臓器	organi
臓器	organa
臓器	orgulje
臓器	organ
コロンボ	colombo
水銀	živa
水銀	merkur
ニース	lepo
ニース	lijepo
ニース	lijep
ホモ	homo
ユニーク	jedinstvena
ユニーク	jedinstveni
ユニーク	jedinstveno
ユニーク	jedinstven
城郭	dvorce
アドリア	adria
浄化	pročišćavanje
音節	slog
音節	sloga
シダ	fern
炎症	upalne
炎症	upale
炎症	upala
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	trenje
ドーン	zore
ドーン	zoru
ドーン	svitanje
ドーン	zora
芝生	travnjaka
芝生	travnjak
芝生	travnjaku
久々	ajme
エヴァンゲリオン	evangelion
悪役	zlikovac
悪役	zločinac
実効	učinkovitost
実効	efikasnost
実効	efikasno
実効	učinkovit
実効	učinkovito
セナ	sena
セナ	senna
アルマ	alma
ルナ	luna
オリオン	orion
ルーシー	lucy
ルーシー	lusi
ウィリー	willy
ウィリー	vili
ステータス	status
ステータス	stanje
アロン	aaron
アロン	aron
アロン	aron
四川省	sichuan
柔軟	fleksibilnost
イングリッシュ	englezi
イングリッシュ	engleski
イングリッシュ	english
浮気	nevjeru
浮気	varanje
浮気	afera
浮気	afere
浮気	aferu
マッサージ	masaže
マッサージ	masaže
マッサージ	masažu
マッサージ	masaža
劣化	pogoršanja
劣化	degradaciju
工具	alat
上海市	shanghai
オナニー	masturbacija
クイック	brzo
クイック	brzi
リニア	linearno
ラーマ	lama
ラーマ	rama
接着	adhezija
サンプリング	uzorak
サンプリング	uzorci
サンプリング	uzorkovanja
必死	očajnički
必死	očajno
必死	očajni
必死	očajan
失効	istekla
失効	isteka
ねずみ	miš
ねずみ	mišu
ねずみ	miša
オセアニア	oceanija
大気圏	atmosfera
大気圏	atmosferu
不審	sumnjivo
不審	sumnjiva
リサイクル	reciklirati
リサイクル	recikliranje
チェン	cheng
隠す	sakrij
グラフィックス	grafika
マニ	mani
カモ	patke
カモ	patak
カモ	patka
カモ	duck
無意味	besmisleno
ビーズ	kuglica
ビーズ	kuglice
ビーズ	perle
旋風	vihor
無敗	neporaženi
精製	profinjen
スナック	snack
スナック	zalogaj
グリップ	stisak
ペダル	pedala
ペダル	pedale
アレクサンドロス	aleksandar
アレクサンドロス	aleksandra
アレクサンドロス	alexander
ビザ	vizu
ビザ	vize
ビザ	visa
ビザ	viza
トレス	tres
スタック	stog
スタック	stack
ヴァルター	walther
ヴァルター	walter
悪性	maligni
満期	zrelosti
満期	zrelost
強要	prisila
強要	prisile
強要	prisila
強要	prisile
隙間	praznine
ギャンブル	kockanje
ギャンブル	kocka
ギャンブル	kockanje
握手	rukovanje
オリバー	olivera
オリバー	oliver
庇護	pokroviteljstvo
長谷	hase
ハリソン	harrisona
ハリソン	harrison
フリート	flote
フリート	flota
風力	gale
強姦	silovanje
強姦	silovanja
湖畔	lakeside
センチュリー	vijek
センチュリー	stoljeće
センチュリー	stoljeća
リカルド	ricardo
スルタン	sultana
スルタン	sultan
バッグ	torbu
バッグ	vreća
バッグ	torba
バッグ	vrećica
バッグ	vreće
バッグ	torbe
バッグ	vrećice
画質	kvalitet
画質	kvalitetno
画質	kvaliteta
飽和	zasićenost
飽和	zasićenje
飽和	zasićen
シャア	sha
カヤ	kaya
福音書	evanđelja
福音書	evanđelje
ユニバーシアード	univerzijada
侮辱	vrijeđati
侮辱	uvreda
ロブ	rob
ロブ	robe
ロブ	roba
ロブ	robb
ダーウィン	darwin
乗馬	jahanje
乗馬	jahanja
粘土	gline
粘土	glina
粘土	clay
幸一	koichi
占有	posjedovanje
占有	posjed
モナ	mona
肝臓	jetra
肝臓	jetre
アンゴラ	angoli
味噌	miso
ノック	nok
ジェシカ	jess
ジェシカ	jessica
真ん中	sredina
真ん中	srednja
真ん中	srednji
ピーチ	breskve
滑らか	glatka
滑らか	glatko
ハイランド	highland
完備	potpuna
完備	kompletan
完備	kompletna
白血病	leukemija
白血病	leukemiju
アングル	kut
アングル	kutova
金太郎	kintaro
冷たい	hladna
冷たい	hladno
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ディーラー	diler
ディーラー	trgovac
デーモン	demon
ナイス	lepo
ナイス	lijepo
ナイス	lijep
ケヴィン	kevin
信条	creed
入札	nadmetanje
シルエット	silueta
エディンバラ	edinburghu
中性子	neutronske
処方	propisati
パノラマ	panorama
パノラマ	panoramski
クルト	kurt
反復	ponavljanje
反復	iteracija
共存	koegzistiraju
ネイティブ	materinji
祐子	yuko
修道士	fratar
ヴィレッジ	selu
ヴィレッジ	selo
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentin
バレンタイン	valentinovo
バレンタイン	valentine
ボルドー	bordeaux
ヴァンパイア	vampir
ヴァンパイア	vampiru
ヴァンパイア	vampira
受け取り	primljena
受け取り	primio
受け取り	primljen
受け取り	primljeno
風刺	satira
仲裁	arbitražu
顕微鏡	mikroskopom
顕微鏡	mikroskop
検察官	optužba
検察官	tužiteljstva
検察官	tužiteljstvo
検察官	tužitelj
ボトル	boce
ボトル	bočice
ボトル	bocu
ボトル	boca
ボトル	bočica
神風	kamikaza
クォーター	četvrtina
クォーター	quarter
クォーター	četvrt
クォーター	četvrtinu
グリッド	mreža
リチウム	litij
わがまま	sebičan
ラバー	guma
ラバー	gumene
ラバー	gumeni
インタラクティブ	interaktivna
セール	prodaju
セール	prodaja
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	papira
用紙	papir
パラオ	palau
ミナ	mina
快楽	užitak
快楽	zadovoljstvo
ヒール	ozdravi
ヒール	izliječiti
ヒール	petu
ヒール	peta
しみ	mrlje
しみ	mrlja
きれい	čisti
きれい	očisti
きれい	čisto
気球	balona
気球	balonu
気球	balon
イケメン	zgodan
イケメン	zgodni
ディラン	dylan
リンパ	limfni
リンパ	limfne
メンフィス	memphisu
メンフィス	memphis
須賀	suga
フィルタ	filter
フィルタ	filtar
フィルタ	filteri
ヴォルフガング	wolfgang
チコ	chico
蒸発	ispari
蒸発	isparavanje
ココ	coco
ココ	koko
ココ	koko
スクリュー	vijak
祈祷	molitva
祈祷	molitvu
募金	donacija
募金	donaciju
募金	donacije
募金	donirati
募金	donira
募金	donacija
募金	donacije
オリエント	orient
オーランド	ålandski
オーランド	orlando
作物	usjeve
作物	usjevi
パウンド	funta
シャーロック	sherlock
スタッド	stade
スタッド	pastuh
ギガ	giga
リッター	ritter
村人	seljaci
村人	seljani
トカゲ	gušteri
トカゲ	gušter
参道	pristup
参道	pristupi
飢饉	glad
ピストル	pištolj
布教	razmnožavanje
ブランチ	grana
ブランチ	branch
ブランチ	grane
ブランチ	granu
別館	aneks
聖歌	himna
聖歌	himnu
聖歌	himne
漁師	ribari
漁師	ribara
漁師	ribar
漁師	ribara
ガーナ	gane
ミレニアム	millenium
ミレニアム	millennium
なぜなら	jer
塩素	klor
釈迦	shaka
マリノス	marinos
ジェニファー	jennifer
パッチ	zakrpe
パッチ	patch
アイザック	isaac
美学	estetika
死別	udovac
筆記	napisano
筆記	zapisano
筆記	napisao
筆記	napisana
筆記	pisani
筆記	pisano
筆記	pišem
筆記	pisanje
筆記	pisem
セバスチャン	sebastian
セバスチャン	sebastiana
レコーダー	snimač
ダイアナ	diana
ダイアナ	dijana
ダイアナ	dajana
リハビリ	rehabilitacija
リハビリ	rehabilitacije
リハビリ	rehabilitaciju
バーゼル	basel
テリア	terijer
苦情	pritužbe
苦情	pritužbi
苦情	žalbe
代名詞	zamjenice
代名詞	zamjenice
静脈	vene
静脈	žile
静脈	venu
静脈	žila
静脈	vena
チューン	melodija
ノルマンディー	normandiji
ハウ	howe
合法	legalno
合法	legitimno
エデン	eden
デザート	desert
デザート	pustinja
デザート	deserta
リバイバル	oživljavanje
リバイバル	preporod
動脈	arterija
動脈	arterije
動脈	arterija
ツイッター	twitter
ツイッター	twitteru
発熱	temperatura
発熱	groznica
発熱	groznicu
リュック	luc
忍び	shinobi
織物	tekstila
織物	tkanja
織物	tkanine
織物	tkanina
織物	tekstila
ペスト	kuge
ペスト	kuga
ペスト	štetočina
礼儀	bonton
礼儀	ljubaznost
ボンド	obveznica
ボンド	bond
グロス	odvratno
グロス	bruto
ヴィーナス	venera
ゴリラ	gorile
ゴリラ	gorila
ゴリラ	gorile
リサイタル	recital
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
ジュゼッペ	giuseppe
竜巻	tornado
竜巻	tornada
竜巻	tornada
健治	kenji
ダイヤル	pozivanje
ダイヤル	biranje
苦悩	agonija
苦悩	muku
ゴア	goa
ネブラスカ	nebraski
ポロ	polo
日没	zalazak
日没	sumrak
日没	suton
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celticsa
ディナー	večere
ディナー	večera
白金	platine
パラグアイ	paragvaju
パラグアイ	paragvajski
ブカレスト	bukurešta
ブカレスト	bukurešt
不信	nepovjerenje
ジェシー	jesse
オオカミ	vuce
オオカミ	wolf
オオカミ	vuk
オオカミ	vuka
コンタクト	kontakt
