sudbine	öden
gladi	svälta
gladi	svälter
gladi	svält
brejk	paus
brejk	break
brejk	rast
brejk	bryta
brejk	brytning
brejk	bryt
mađari	ungrare
nevada	nevada
panorama	panorama
getargs	getargs
leon	leon
enzime	enzymer
strateški	strategiskt
strateški	strategiska
strateški	strategisk
strateški	strategiskt
medina	medina
emituje	sändande
emituje	sänder
emituje	avger
murphy	murphy
liu	liu
helikopter	helikopter
helikopter	helikoptern
aparat	apparatur
aparat	apparat
aparat	apparater
cska	cska
ropstva	slaveriet
ropstva	slaveri
provela	implementeras
provela	genomförda
provela	genomförd
provela	genomföras
provela	genomfört
prašine	stoft
prašine	damm
molekuli	molekyler
stvoren	skapad
stvoren	skapat
stvoren	skapade
stvoren	skapats
stvoren	skapades
filipini	filippinerna
atena	athena
arheološko	arkeologiska
lišće	löv
lišće	löven
lišće	blad
zant	zant
čitluk	čitluk
omar	omar
negativni	negativa
negativni	negativt
negativni	negativ
matt	matt
kampanju	kampanj
kampanju	kampanjen
trinaest	thirteen
trinaest	tretton
baker	baker
baker	bagare
neobično	ovanlig
neobično	ovanliga
neobično	ovanligt
punu	fulla
punu	fullständig
punu	full
punu	fullt
simone	simone
dance	danskarna
dance	danskar
zeta	zeta
della	della
alen	allen
alen	alen
baby	bebis
baby	älskling
migracije	invandring
migracije	migration
klasifikacije	klassificeringar
rečenice	meningar
izdana	utfärdat
izdana	utfärdad
izdana	utfärdade
izdana	utgivna
rog	rog
rog	tuta
rog	hornet
rog	horn
dodijeljen	tilldelade
dodijeljen	tilldelat
dodijeljen	tilldelad
prekinuo	avbröt
prekinuo	avbröts
prekinuo	avbruten
kanali	kanaler
sklonište	skydd
sklonište	skyddsrum
sklonište	härbärge
smanjen	sänkt
smanjen	minskat
smanjen	minskade
smanjen	minskad
uređivanje	edit
uređivanje	redigera
tudor	tudor
robertson	robertson
odgovori	svar
odgovori	svaren
plemić	adelsman
izvoz	exporterar
izvoz	export
izvoz	exporterar
izvoz	exportera
izvoz	export
organizuje	organiserar
organizuje	organisera
organizuje	organiserar
organizuje	anordnar
prostore	mellanslag
prostore	blanksteg
prostore	utrymmen
murat	murad
murat	murat
gljive	svamp
motivi	motiv
shvata	inser
ekspedicije	expeditioner
merlin	merlin
zatvoreni	fängslades
zatvoreni	fängslad
zatvoreni	fängslade
udaraljke	slagverk
knin	knin
gregor	gregor
sobu	rummet
sobu	rum
templates	mallar
sazviježđa	stjärnbilder
sazviježđa	konstellationer
patrijarh	patriarken
nikl	nickel
ane	ane
leberecht	leberecht
tone	ton
tone	ton
tone	massvis
teret	ladda
teret	last
teret	belastning
teret	börda
danilo	danilo
wikitable	wikitable
uspostavljanje	etablera
uspostavljanje	upprätta
uspostavljanje	etablerar
ubrzanje	acceleration
ubrzanje	vridmoment
parker	parker
vrat	hals
vrat	nacken
vrat	nacke
korisnički	användar
korisnički	användaren
korisnički	användare
amonijak	ammoniak
konrad	konrad
konrad	conrad
provode	spenderar
provode	spendera
sočiju	sotji
zima	vintern
zima	winter
zima	vinter
relativnosti	relativitet
barset	barset
olga	olga
blog	blog
blog	bloggen
blog	blogg
migracija	invandring
migracija	migration
vezuje	binds
vezuje	binder
bobby	bobby
leeds	leeds
objašnjenja	förklaringar
predgrađu	förort
izbjeglica	flykting
izbjeglica	flyktingar
stalne	bestående
stalne	permanent
stalne	permanenta
atene	aten
pripremi	förbereda
industrijska	industriell
industrijska	industriellt
industrijska	industriella
gledajući	söker
gledajući	letar
gledajući	tittar
pobjedio	vunna
pobjedio	won
pobjedio	vunnit
pobjedio	vann
tyler	tyler
suđenje	rättegången
suđenje	prövning
suđenje	rättegång
klaus	klaus
radovan	radovan
voyager	voyager
morrison	morrison
lotus	lotus
zakonski	juridiskt
zakonski	rättsligt
zakonski	lagligt
zakonski	lagligen
okruzi	distrikten
okruzi	distrikt
okruzi	stadsdelar
takmičari	tävlande
takmičari	konkurrenter
takmičari	konkurrenterna
takmičari	tävlande
molekulska	molekylär
molekulska	molekylära
fosili	fossila
fosili	fossil
točak	hjul
kalaj	tin
kalaj	tenn
kanadski	kanadensare
kanadski	kanadensisk
kanadski	kanadensiska
ontario	ontario
alice	alice
paket	förpackning
paket	paket
paket	paketet
andora	andorra
grp	grp
elvis	elvis
odlično	förträffligt
odlično	utmärkt
postojeći	befintligt
postojeći	befintlig
postojeći	befintliga
postojeći	existerande
izgubljeni	förlorat
izgubljeni	förlorad
izgubljeni	vilse
izgubljeni	lost
izgubljeni	förlorade
pažnja	uppmärksamhet
ponavlja	upprepas
ponavlja	upprepar
uzimanje	tagande
uzimanje	tar
oton	otho
pretvaranje	vrida
pretvaranje	vänd
pretvaranje	sväng
pretvaranje	konvertering
pretvaranje	omställning
pretvaranje	omvandling
pretvaranje	ombyggnad
optužbe	laddningar
optužbe	avgifter
optužbe	beskyllningar
optužbe	anklagelser
pokazale	visas
pokazale	visat
transformacija	förvandla
transformacija	omvandla
transformacija	omvandling
transformacija	förvandling
zatvara	stänger
zatvara	stängning
zatvara	stänger
zatvara	avslutande
zatvara	stänga
papir	paper
papir	pappers
papir	papper
vještački	konstgjort
vještački	artificiellt
složeni	sammansatt
složeni	sammansatta
urednika	redigerare
urednika	redaktörer
javor	maple
orbiti	omloppsbana
orbiti	bana
valentin	valentin
valentin	valentin
valentin	valentine
izbačen	kastad
izbačen	kastat
izbačen	slängt
stabilna	stabil
stabilna	stabila
stabilna	stall
stabilna	stallet
stabilna	stabilt
cxd	cxd
pasa	hundar
pasa	hund
pasa	dogs
bazirana	baserad
bazirana	baserade
bazirana	baserat
disertaciju	avhandling
loza	vinodlingar
namjera	avsikten
namjera	avsikt
namjera	uppsåt
namjera	avsikter
namjera	avsikt
mohammed	mohammed
mohammed	muhammed
poslati	sända
poslati	sänd
poslati	skicka
patuljak	dvärg
sutjeska	sutjeska
proza	prosa
obilježen	markerat
obilježen	märkta
obilježen	markerade
obilježen	markerad
obilježen	märkt
sol	sol
turistička	turist
brodovima	fartyg
brodovima	skepp
smatrajući	visning
napisano	skriftliga
napisano	skrivet
napisano	skrivit
napisano	skriftligt
napisano	skrivna
platforme	plattformen
platforme	plattform
manjine	minoriteter
crteža	ytor
crteža	tomter
vještica	häxa
vještica	häxan
neuspjeh	misslyckad
neuspjeh	underlåtenhet
neuspjeh	misslyckande
podne	middagstid
podne	noon
podne	middagstid
bacio	kastade
bacio	slängde
leipzig	leipzig
izraelski	israelisk
izraelski	israeliska
gerhard	gerhard
kairo	kairo
sean	sean
slogan	slogan
digitalni	digitala
digitalni	digitalt
digitalni	digital
lara	lara
protivnici	motståndarna
protivnici	motståndare
lisa	lisa
pumpe	pumpar
uspješne	framgångsrika
uspješne	framgångsrik
uspješne	lyckad
uspješne	lyckat
uspješne	framgångsrikt
jusuf	yusuf
oporavak	återställ
oporavak	återfå
oporavak	återhämta
oporavak	återvinning
oporavak	återhämtning
oporavak	indrivning
odabir	markera
odabir	välj
golf	golf
golf	golfen
časti	ära
časti	heder
časti	hedra
felipe	felipe
izložba	uppvisar
izložba	utställning
izložba	utställningen
izložba	utställning
izložba	utställningen
ubice	mördare
ulicama	gator
ulicama	streets
ulicama	gatorna
digimon	digimon
trim	trim
trim	trimma
rupa	hål
rupa	hole
rupa	hål
toro	toro
vels	wales
vels	brunnar
vels	wells
pozitivni	positivt
pozitivni	positiv
pozitivni	positiva
uni	uni
goveda	oxar
hogwarts	hogwarts
tumor	tumör
abba	abba
razmnožavanje	fortplantning
razmnožavanje	reproduktion
razmnožavanje	återgivning
niger	niger
beli	beli
beli	whitey
janko	janko
aga	aga
kvadrata	torg
kvadrata	rutor
akt	naket
akt	naken
akt	nakna
akt	act
akt	akt
akt	agera
rezolucija	resolution
rezolucija	upplösning
pokrenut	initierat
pokrenut	initierade
pokrenut	inledda
pokrenut	inledde
pokrenut	lanseras
pokrenut	lanserades
pokrenut	lanserade
pokrenut	inledde
privlači	attraherar
privlači	lockar
privlači	locka
privlači	attrahera
tvrdeći	argumentera
tvrdeći	argumenterar
tvrdeći	grälade
tvrdeći	bråkar
tvrdeći	anspråk
tvrdeći	påstår
tvrdeći	hävdar
duhana	tobak
fenotip	fenotyp
vraćen	återvänt
vraćen	återvände
prilikama	tillfällen
počev	startar
počev	börjar
slabi	svagt
slabi	klen
slabi	svaga
slabi	svag
pat	dödläge
pat	klapp
pat	pat
malmö	malmö
sekundarna	sekundära
sekundarna	sekundär
sekundarna	sekundärt
pedeset	femtio
pedeset	fifty
podvrsta	underarter
terapije	behandlingar
terapije	terapier
bloka	blocket
setu	uppsättning
setu	set
setu	ange
najniži	lägst
najniži	lägsta
anderlecht	anderlecht
bremen	bremen
zidine	murar
zidine	väggarna
zidine	väggar
jedu	äter
jedu	äta
jedu	ät
ćelijska	porösa
ćelijska	cellulära
uživa	njuter
navijači	fläktar
navijači	fans
navijači	supportrar
navijači	anhängare
potencijalno	potentiellt
proširena	utökad
proširena	utvidgade
proširena	utökade
proširena	utökat
proširena	expanderade
proširena	utökad
proširena	förstärkt
graditi	bygg
graditi	bygga
ogledala	speglar
drveće	träd
odmor	semester
povezati	koppla
povezati	anslut
povezati	ansluta
najduža	längst
najduža	längsta
antun	antun
genetičko	genetiskt
genetičko	genetiska
genetičko	genetisk
sobe	rummet
sobe	rum
sobe	rummen
sobe	rum
dodjele	tilldelning
broz	broz
spolni	sexuell
spolni	sexuella
spolni	sexuellt
kobilica	carina
slabost	svaghet
brza	snabbt
brza	snabb
brza	snabba
čeka	väntande
čeka	väntan
čeka	väntar
scenariju	scenariot
scenariju	scenario
boys	boys
boys	pojkar
boys	grabbar
preuzimanje	nerladdning
preuzimanje	nedladdning
preuzimanje	hämta
preuzimanje	nerladdning
preuzimanje	nedladdning
kimi	kimi
dvorište	borggården
dvorište	innergård
najjači	starkaste
najjači	starkast
pretpostavka	antagande
pretpostavka	premiss
benfica	benfica
zaključka	slutsats
zaključka	slutsatser
sastojak	ingrediens
sastojak	beståndsdel
solna	solna
uši	öron
strujanja	strömmar
strujanja	strömmarna
spartak	spartacus
spartak	spartak
universal	universella
universal	universal
universal	universell
universal	universellt
sestara	sjuksköterskor
slavenska	slaviska
slavenska	slaviska
donald	kalle
donald	donald
apsolutni	absolut
apsolutni	absoluta
ronnie	ronnie
bitaka	strider
bitaka	slag
dešavanja	händelser
dešavanja	evenemang
dešavanja	utveckling
dešavanja	utvecklingen
jugozapadnom	sydvästra
jugozapadnom	sydväst
vojislav	vojislav
mačka	katt
skokova	hoppar
neophodna	nödvändigt
neophodna	nödvändig
neophodna	nödvändiga
ravne	platt
ravne	platta
ravne	lägenhet
ravne	flat
luca	luca
colin	colin
izvođač	artist
izvođač	utövande
vijećnica	salen
vijećnica	hallen
vijećnica	hall
zadrži	behåll
zadrži	keep
monroe	monroe
rama	rama
gudački	snöre
gudački	sträng
gudački	string
mirno	fredligt
građevinski	byggverksamhet
građevinski	byggande
građevinski	konstruktion
diskovi	diskar
diskovi	disketter
aspekt	aspekten
aspekt	aspekt
addclass	addclass
čulo	förnuft
čulo	vett
zvijeri	odjuret
zvijeri	odjur
zvijeri	odjur
odražava	reflekterande
odražava	avspeglar
odražava	återger
odražava	återspeglar
odražava	reflekterar
prođe	passerar
moral	moralen
moral	moral
moral	moral
moral	moral
boban	boban
dovoljan	nog
dovoljan	tillräckligt
dovoljan	tillräckliga
dovoljan	tillräcklig
dovoljan	tillräckligt
antonije	antonius
prefiks	prefix
česti	frekvent
česti	täta
zvan	hänvisade
namjeru	avsikten
namjeru	avsikt
ers	ers
prikupljanje	samla
maya	maya
odredbe	bestämmelser
odredbe	avsättningar
bis	bis
zločini	brott
stalna	bestående
stalna	permanent
stalna	permanenta
dlaka	hair
dlaka	hår
dlaka	håret
prijateljstvo	vänskap
raja	raja
hansen	hansen
antropologija	antropologi
svečano	ceremoni
svečano	ceremonin
svečano	ceremonier
svečano	högtidligt
svečano	högtidlig
svečano	högtidliga
napoli	napoli
koalicija	koalition
koalicija	koalitionen
ricardo	ricardo
dobrovoljno	frivilligt
dobrovoljno	volontär
dobrovoljno	frivillig
rtb	rtb
markt	markt
povjerenje	förtroendet
povjerenje	självförtroende
povjerenje	förtroende
povjerenje	tillit
povjerenje	trust
povjerenje	förtroende
oblak	cloud
oblak	moln
auf	auf
škoda	skoda
škoda	škoda
žica	tråd
žica	ståltråd
folk	folk
korisno	användbar
korisno	användbara
korisno	användbart
korisno	nyttig
mentalno	psykiskt
mentalno	mentala
mentalno	mental
mentalno	psykiska
mentalno	mentalt
mentalno	psykiskt
skala	fjäll
skala	skalan
skala	skala
ruševine	ruinerna
ruševine	ruiner
ruševine	ruin
donesena	tagit
donesena	tagen
donesena	togs
donesena	tagna
stevens	stevens
proglašenja	proklamation
proglašenja	kungörelse
proglašenja	förklarar
proglašenja	deklarera
patuljasta	dvärg
sličnost	likhet
sličnost	likheten
trgovac	näringsidkare
trgovac	handlare
jennifer	jennifer
preuzimanja	övertagande
preuzimanja	övertagandet
jonas	jonas
prunus	prunus
away	iväg
away	bort
away	away
svjedok	vittne
svjedok	bevittna
stiče	förvärvar
partnera	kompanjon
partnera	partner
partnera	delägare
troškovi	kostnader
troškovi	utgifter
troškovi	utlägg
troškovi	kostnader
troškovi	rättegångskostnader
bosanci	bosnier
rpm	rpm
rpm	varvtal
višak	överskottet
višak	överskott
višak	överflödigt
višak	överskott
nob	nob
prazan	tomma
prazan	tomt
prazan	tom
mayer	mayer
zabranjena	förbjudna
zabranjena	förbjuden
zabranjena	förbjudet
zabranjena	spärrad
intelektualaca	intellektuella
dimitrije	dmitrij
krive	klandra
tačna	precist
tačna	exakta
tačna	sanna
tačna	sann
tačna	sant
tačna	true
mex}}	mex}}
zavise	bero
zavise	beror
räikkönen	räikkönen
rick	rick
sive	grå
sive	grått
sive	gråa
bilje	örter
kopno	fastlandet
vojvodina	vojvodina
neophodan	nödvändigt
neophodan	nödvändig
neophodan	nödvändiga
okus	smak
okus	smaka
okus	smakar
okus	smaken
konjanika	ryttare
orbitalni	orbital
darije	darius
ubila	mördas
ubila	mördade
ubila	mördats
ubila	mördat
ubila	mördad
ubila	dödade
ubila	dödat
ubila	dödad
ubila	mördad
brine	oroar
brine	bekymmer
opremljena	utrustad
opremljena	utrustat
opremljena	utrustade
opremljena	rustad
bitan	viktiga
bitan	viktig
bitan	viktigt
prihvati	omfamna
prihvati	omfamnar
prihvati	anamma
prihvati	accepterar
prihvati	godta
prihvati	acceptera
stafa	stafa
ruta	färdväg
ruta	väg
ruta	rutt
bilten	nyhetsbrevet
bilten	nyhetsbrev
nina	nina
nsdap	nsdap
sima	sima
invazija	invasion
invazija	invasionen
gosti	gästerna
gosti	gäster
povukla	återkallade
malezija	malaysia
afričkih	afrikanskt
afričkih	afrikaner
afričkih	afrikansk
afričkih	afrikanska
kovanica	mynt
droga	läkemedel
droga	droger
droga	knark
droga	narkotika
droga	drog
efikasno	effektiva
efikasno	effektiv
efikasno	effektivt
efikasno	ändamålsenligt
efikasno	effektiva
efikasno	effektiv
efikasno	effektivt
efikasno	effektivt
istraživača	utforskare
istraživača	upptäcktsresande
vrbas	vrbas
kontroli	control
kontroli	kontroll
kontroli	kontrollera
kontroli	bestämmande
testovi	test
testovi	testar
testovi	tester
kontinent	världsdel
kontinent	kontinent
kontinent	kontinenten
obnova	förnyat
obnova	förnyelse
obnova	återuppbyggnad
obnova	rekonstruktion
pristalica	anhängare
pristalica	supportrar
pristalica	anhängare
pristalica	booster
stoney	stoney
pregovori	förhandlingar
pregovori	förhandling
pregovori	föredrag
pregovori	samtal
pregovori	förhandlingarna
pregovori	förhandlingar
pregovori	förhandling
rizika	risker
tumačenje	tolkningen
tumačenje	tolkning
prijeti	hotar
prijeti	hotande
prijeti	hotfullt
prijeti	hotfull
plaća	lön
stranim	utrikes
stranim	utländska
stranim	utländsk
stranim	utländskt
stranim	främmande
remek	mästerverk
kal	kal
kal	khal
platiti	betalar
platiti	betala
emma	emma
dobara	gods
dobara	varor
ekologija	ekologi
izbjeći	undvik
izbjeći	undvika
referendum	folkomröstningen
referendum	folkomröstning
izazvala	orsakade
izazvala	orsakat
odjednom	plötsligt
jin	jin
grofica	grevinnan
made	made
made	tillverkad
made	tillverkade
made	tillverkat
made	gjorda
muzičari	musiker
odredi	avgör
vlasnici	ägare
vlasnici	ägarna
qemal	qemal
angažman	interaktioner
angažman	förlovning
angažman	interaktion
angažman	engagemang
punom	fulla
punom	fullständig
punom	full
punom	fullt
klement	clement
mon	mån
mon	mon
metak	kulan
metak	kula
rupe	hål
hemijsku	pen
hemijsku	penna
hemijsku	pennan
osiguranja	försäkring
osiguranja	försäkringar
futsal	futsal
ivanov	ivanov
gana	ghana
express	uttrycka
express	express
express	expressen
sane	frisk
pozicijama	ståndpunkter
pozicijama	positioner
pozicijama	befattningar
pozicijama	ställningar
divlji	wild
divlji	vilt
divlji	frilevande
divlji	vilda
divlji	vild
polazi	löv
polazi	löven
polazi	blad
skali	scully
litara	liter
bratstvo	broderskap
bratstvo	broderskap
bratstvo	brödraskap
bratstvo	brödraskapet
depresije	fördjupningar
plamen	låga
plamen	flamma
plamen	flamman
sna	dream
sna	dröm
bafta	bafta
jarac	capricorn
čudo	mirakel
krk	krk
doyle	doyle
dobit	vinst
jadrana	adriatiska
rommel	rommel
rastvara	upplösning
simbolizira	symboliserar
napadača	angripare
duboka	djup
duboka	djupa
duboka	deep
duboka	djupt
weber	weber
ustavni	konstitutionell
ustavni	konstitutionella
thomson	thomson
zatvaranje	stängning
zatvaranje	nedläggning
zatvaranje	avslutande
zatvaranje	avslut
zatvaranje	stängning
zatvaranje	stänger
zatvaranje	avslutande
zatvaranje	stänga
zaštitnik	beskyddare
étienne	étienne
profesionalna	professionella
profesionalna	professionell
profesionalna	professionellt
mjuzikl	musikaliska
mjuzikl	musikalisk
mjuzikl	musikal
mačke	cats
mačke	katterna
mačke	katter
mačke	katt
campbell	campbell
azijski	asiatisk
azijski	asiatiska
azijski	asiatiskt
romeo	romeo
dometa	avstånd
dometa	range
dometa	intervall
sirija	syrien
egipatska	egyptiska
egipatska	egyptisk
egipatska	egyptier
pijeska	sand
wta	wta
ward	ward
arhipelag	skärgården
arhipelag	skärgård
coli	coli
pozadina	bakgrund
pozadina	bakgrunden
razdvaja	separerar
razdvaja	separering
razdvaja	separera
pogubljen	avrättade
pogubljen	avrättades
pogubljen	utförd
pogubljen	avrättad
razdvajanje	separering
razdvajanje	separation
razdvajanje	uppdelning
razdvajanje	delning
pečat	stämpel
pečat	säl
pečat	sigill
pečat	seal
programima	program
programima	program
franco	franco
celtic	keltiska
grešku	misstag
inspiracija	inspirationskälla
inspiracija	inspiration
odobrenje	godkännande
odobrenje	godkännandet
odobrenje	röjning
palata	palats
palata	palatset
palata	palats
palata	palace
palata	slott
koristan	användbar
koristan	användbara
koristan	användbart
koristan	nyttig
najraniji	tidigast
najraniji	tidigaste
primati	primater
fleming	fleming
mol	mullvad
mol	mol
staklo	glas
povreda	skador
povreda	personskador
povreda	skada
sisari	däggdjur
sisari	däggdjur
labin	labin
barthel	barthel
uređajima	enheter
uređajima	anordningar
specifičan	distinkt
specifičan	distinkta
posthumno	postum
posthumno	postumt
automobili	bilar
maksimir	maksimir
distribuciju	fördelning
distribuciju	distribution
obilježena	markerat
obilježena	märkta
obilježena	markerade
obilježena	markerad
obilježena	märkt
brennan	brennan
resursi	medel
resursi	resurser
davies	davies
zastupnik	ombud
zastupnik	företrädare
zastupnik	representativ
zastupnik	representativt
zastupnik	representant
bonus	bonus
plaža	stranden
plaža	beach
plaža	strand
lucy	lucy
lokacijama	platser
anatomski	anatomiskt
specijalno	speciellt
specijalno	speciellt
specijalno	särskild
specijalno	speciell
specijalno	särskilda
specijalno	speciella
ateizam	ateism
drevne	uråldrig
drevne	forntida
drevne	antikens
parma	parma
rejting	betyg
rejting	betyg
rejting	tittarsiffror
rejting	manskap
konji	hästar
babić	babić
mhz	mhz
peći	ugnar
peći	spis
peći	ugnar
phillips	philips
phillips	phillips
lars	lars
peto	femtedel
peto	femma
peto	femte
peto	fifth
označeni	märkta
lazar	lazar
kupiti	köper
kupiti	köpa
kupiti	köp
foto	photo
foto	foto
minimum	minimalt
minimum	minst
minimum	minimum
minimum	minsta
shu	shu
nadzor	övervakning
nadzor	bevakning
kora	skälla
kora	bark
kora	barken
kora	skorpa
kora	cora
norma	norma
norma	norm
kuka	hook
kuka	krok
hana	hannah
hana	hanna
hana	hana
paralelne	parallell
paralelne	parallella
paralelne	parallellt
uspona	ups
piero	piero
hitchcock	hitchcock
crkava	kyrkor
tokio	tokyo
gibson	gibson
himne	hymn
kraća	kortare
zakletvu	svurit
kepler	kepler
ole	ole
vjerovatnoća	sannolikhet
concat	concat
krilima	vingar
krilima	wings
lakši	lättare
lakši	enklare
vozi	köra
vozi	kör
vozi	drive
rado	gladeligen
rado	gärna
disney	disney
meti	riktade
meti	riktad
meti	målinriktat
meti	riktat
tehnološki	teknologisk
tehnološki	teknologiska
tehnološki	tekniska
poglavlja	kapitel
poglavlja	kapitlen
geobox	geobox
slo	slo
napulj	neapel
napetosti	ansamling
bonaparte	bonaparte
ahmet	ahmet
prijem	införsel
prijem	inträde
prijem	mottagande
prijem	mottagning
prijem	receptionen
prijem	reception
rekli	sa
rekli	said
rekli	sade
rekli	sagda
gilles	gilles
blato	gyttja
blato	lera
stavi	lägger
stavi	lägga
stavi	sätta
stavi	lägg
pravna	rättsligt
pravna	rättslig
pravna	lagligt
pravna	juridiska
pravna	rättsliga
postanu	blivit
postanu	blir
postanu	bli
radoslav	radoslav
detektiv	kriminalinspektör
detektiv	detektiv
italia	italia
norme	norm
obnovljen	förnyats
obnovljen	förnyat
obnovljen	förnyad
obnovljen	förnyade
administrator	förvaltaren
administrator	administratör
administrator	handläggare
javier	javier
proizvoditi	producerar
proizvoditi	producera
povod	tillfälle
društava	samhällen
bek	beck
bek	bek
depresija	depression
uzorka	prov
uzorka	stickprov
uzorka	urval
senna	senna
nih	nih
španci	spanjorer
maksimum	maximal
maksimum	maximalt
maksimum	maximum
maksimum	högsta
mok	mok
dec	dec
pješak	fotgängare
pješak	bonde
hronološki	kronologiskt
hronološki	kronologisk
imajući	bäring
imajući	bärande
nou	nou
zubi	tänder
ted	ted
formirane	bildas
formirane	bildade
formirane	bildats
formirane	bildat
formirane	bildades
opticaju	omsättning
opticaju	cirkulation
opticaju	omlopp
brad	brad
obroncima	backarna
tunela	tunnlar
tunela	tunnlarna
posmatra	observerar
posmatra	observera
posmatra	klockor
posmatra	tittar
laurie	laurie
zabrana	ban
zabrana	förbud
zabrana	förbjuda
suárez	suárez
komunistička	kommunistiska
komunistička	kommunist
komunistička	kommunistisk
srb	srb
ukr	ukr
