che	kad
mesi	mėnesiai
moglie	žmona
ritorno	grįžimas
ritorno	grįžti
ritorno	grąžos
costruzione	statyba
canzone	daina
canzone	dainos
vista	vista
chitarra	gitara
est	rytų
est	est
fiume	upės
fiume	upė
musicale	muzikos
figlia	dukra
figlia	dukrą
figlia	duktė
realtà	tikrovė
realtà	realybe
realtà	realybės
realtà	realybė
contea	apskritis
museo	muziejus
museo	muziejų
forse	galbūt
forse	gal
forse	galbūt
mario	mario
molte	daug
stadio	stadio
stadio	stadionas
classe	klasės
classe	klasė
amore	myliu
amore	meile
amore	meilės
amore	meilė
fratello	broli
fratello	brolis
comuni	bendras
comuni	dažni
infine	pagaliau
media	vidutinės
formazione	mokymai
formazione	mokymas
formazione	mokymo
formazione	formavimas
marco	markusas
probabilmente	tikriausiai
probabilmente	greičiausiai
bene	gerai
bene	geras
bene	puikiai
bene	gera
britannico	britanijos
britannico	britai
britannico	britų
romano	romos
romano	romano
informazioni	informacija
italiani	italai
james	james
james	džeimsas
video	video
video	vaizdai
video	videos
giochi	žaidimų
giochi	žaidimai
disco	diskai
disco	diskas
disco	disko
conte	skaičiuoti
conte	conte
giapponese	japonijos
giapponese	japonų
direttore	direktorius
peso	svoris
peso	pesas
meglio	geresnė
meglio	geresnis
meglio	gerėja
meglio	geriau
meglio	geriausi
meglio	geriausia
meglio	aukščiausia
meglio	geriausios
meglio	geriausias
figli	sūnūs
figli	vaikai
unica	unikali
unica	unikalus
nominato	paskirtas
noto	noto
testa	testa
testa	galvos
romanzo	romanas
forte	forte
forte	stiprūs
forte	tvirtas
forte	stipri
forte	stiprus
forze	pajėgos
impero	imperija
mare	mare
mare	pajūris
mare	jūra
mare	jūros
star	žvaigždės
star	žvaigždė
star	star
potere	galios
potere	galia
presenze	dalyvavimą
presenze	dalyvavimas
rete	grynasis
rete	grynoji
rete	grynosios
rete	grynieji
forza	force
breve	trumpa
breve	trumpi
breve	trumpai
breve	trumpas
breve	trumpalaikis
breve	trumpas
lavori	darbas
spagnolo	ispanų
spagnolo	ispaniškai
spagnolo	ispanijos
fronte	kaktą
ovest	vakarų
ovest	vakarai
andrea	andrea
andrea	endriu
dipartimento	departamentas
controllo	kontrolė
don	don
caratteristiche	charakteristikos
caratteristiche	ypatumai
caratteristiche	savybės
dire	pasakyti
guida	vadove
diocesi	diecezija
gridcolor	gridcolor
lightgrey	lightgrey
pari	dalyvis
giorgio	giorgio
problemi	bėdos
antica	senovės
darkgrey	darkgrey
milioni	milijonus
milioni	milijonų
milioni	milijonai
mano	ranka
migliore	geresnė
migliore	geresnis
migliore	gerėja
migliore	geriau
migliore	geriausi
migliore	geriausia
migliore	aukščiausia
migliore	geriausios
migliore	geriausias
pochi	keletą
giornalista	žurnalistai
giornalista	žurnalistas
mio	mano
festival	festivalis
festival	festivalio
civile	civilinė
civile	civilinės
civile	civilinis
civile	civilių
evoluzione	evoliucija
valle	valle
valle	slėnis
league	lygos
league	lyga
compositore	kompozitorius
dio	dievas
dio	dio
sinistra	paliko
modello	modelis
istituto	institutas
velocità	greitis
velocità	greitis
velocità	greičio
certo	tikras
imperatore	imperatorius
movimento	judėjimas
femminile	moteris
femminile	patelės
femminile	moterys
femminile	moterų
femminile	patelė
vero	tiesa
vero	tikra
piccola	baby
piccola	mažyte
piccola	mažylis
piccola	kūdikis
piccola	mažyte
style	stilius
valore	vertė
bologna	bolonijos
love	myliu
love	meile
love	meilės
love	meilė
cultura	kultūra
cultura	kultūros
spazio	kosmosas
alessandro	aleksandras
alessandro	aleksandro
alessandro	alexander
amico	mate
amico	kis
amico	seni
amico	bičas
amico	draugė
amico	draugo
amico	drauge
amico	draugas
rock	akmuo
rock	rokas
rock	rock
vinto	laimėjo
lunghezza	ilguma
lunghezza	ilgis
attacco	ataka
proprietà	savybė
proprietà	turtas
proprietà	nuosavybė
proprietà	ypatybės
partita	žaidimas
spagna	ispanija
spagna	ispanijos
colore	spalva
colore	spalvos
colore	spalvų
colore	spalva
vicino	kaimynas
vicino	kaimynė
vicino	kaimyne
vicino	arti
vicino	netoli
vicino	kaimynas
orientale	rytų
orientale	rytų
antico	senovės
antico	senas
località	vietovė
località	vietovėje
man	vyru
man	vyras
man	žmogus
dice	sako
cancellazione	panaikinimo
cancellazione	panaikinimas
cancellazione	atšaukimas
batteria	baterija
batteria	akumuliatorius
batteria	baterijos
batteria	būgnai
poeta	poetas
tempi	kartus
persona	persona
rosso	raudona
massima	didžiausias
russo	russo
occidentale	vakarų
occidentale	vakarai
occidentale	vakarų
bianco	tuščia
bianco	tuščias
pur	pur
licenza	licencijos
licenza	licencija
reti	tinklai
reti	tinklai
reti	tinklų
funzione	funkcija
cinema	filmai
cinema	filmus
cinema	cinemas
associazione	asociacijos
associazione	asociacija
mia	mia
ragazza	mergaite
ragazza	mergaitė
ragazza	mergina
ragazza	merga
elementi	elementai
franco	frankų
franco	franco
franco	frank
franco	frenkas
entrambi	abi
entrambi	abu
arcivescovo	arkivyskupas
enrico	haris
enrico	hari
enrico	harry
torre	torre
torre	bokštas
torre	bokšte
reale	tikras
corte	corte
compagnia	bendrovė
compagnia	įmonė
compagnia	bendrovės
compagnia	kompanija
produttore	gamintojas
produttore	gamintojas
azione	veiksmas
aggiornato	atnaujintas
campione	mėginys
campione	bandinys
campione	mėginio
campione	ėminys
campione	čempione
campione	čempionas
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
donne	moterys
parla	kalbėti
parla	kalbėk
parla	kalbėti
truppe	kariai
possibilità	galimybė
lunga	ilgai
lunga	ilga
lunga	ilgas
nero	juodai
nero	juodas
nero	juodi
nero	juoda
nero	nero
roberto	robertas
roberto	roberto
difesa	gynyba
difesa	gynybos
difesa	gynyba
difesa	gynybos
americano	americano
americano	amerikos
accordo	styga
personale	asmeninis
dimensioni	matmenys
radio	radijas
radio	radijo
capitale	kapitalas
capitale	kapitalo
competizioni	varžybose
competizioni	varžybų
parole	žodžiai
aiuto	pagalbos
aiuto	pagalba
genova	genujos
greco	graikų
greco	greco
scopo	tikslas
scopo	paskirtis
considerato	laikoma
idea	idėja
idea	mintis
madonna	madona
rivista	lapą
rivista	žurnalas
santo	santo
parco	park
parco	parkas
resto	poilsio
resto	poilsis
romana	romos
romana	romana
direzione	direktoratas
mostra	parodos
mostra	paroda
inghilterra	anglija
inghilterra	anglijos
inghilterra	england
duca	kunigaikštis
carica	išsiuntimas
maschile	patinas
maschile	patinų
maschile	vyrai
maschile	vyras
cose	daiktai
cose	dalykai
prova	bandymo
prova	bandomoji
prova	bandymas
black	juodai
black	juodas
black	juodi
black	juoda
stella	stela
stella	žvaigždės
stella	žvaigždė
stella	star
angelo	angelo
angelo	angelas
nulla	nieko
tecnica	techninių
tecnica	technika
lega	lygos
lega	lyga
lega	lega
speciale	specialių
azienda	bendrovė
azienda	įmonė
azienda	bendrovės
azienda	kompanija
artista	atlikėjas
pure	grynas
pure	aiški
anna	anne
anna	ana
anna	anna
record	rekordas
diventa	tapti
mercato	rinka
versioni	versijos
versioni	versijų
giocatori	žaidėjai
giocatori	žaidėjų
giocatori	lošėjų
chiamata	vadina
sale	druskos
sale	druska
libri	knygos
border	pasienio
stefano	stephen
stefano	stefano
natura	pobūdžio
natura	gamta
natura	prigimtis
tennis	teniso
capacità	geba
capacità	pajėgumas
capacità	pajėgumai
capacità	talpa
capacità	gebėjimas
capacità	gebėjimą
buona	gerai
buona	geras
buona	puikiai
buona	gera
nave	laivas
nave	indas
estate	vasara
estate	vasaros
pubblica	publikuoti
pubblica	paskelbia
giappone	japonija
giappone	japonijos
fuoco	ugnies
fuoco	gaisro
fuoco	gaisras
fuoco	ugnis
differenza	skirtumas
gol	gol
gol	tikslai
gol	tikslų
composto	junginys
campagna	kampanija
campagna	kampanijos
organizzazione	įstaiga
organizzazione	organizacija
link	nuorodos
lago	ežeras
canale	kanalas
popolare	dažniausi
viaggio	kelionė
viaggio	kelionėms
viaggio	kelionei
viaggio	kelione
viaggio	kelionės
viaggio	kelionė
viaggio	kelione
viaggio	kelionė
viaggio	kelione
viaggio	kelionė
ponte	tilto
ponte	tiltas
materiale	medžiaga
pallacanestro	krepšinio
bruno	bruno
fisica	fizikos
fisica	fizika
cancellare	ištrinti
cancellare	ištrinti
armi	ginklas
armi	ginklai
armi	ginklus
armi	ginklų
armi	ginklai
armi	ginklų
armi	rankos
armi	ginklai
relazione	ataskaita
eventi	renginiai
eventi	įvykiai
eventi	įvykių
medico	gydytojo
medico	gydytojas
medico	gydytojo
medico	gydytojas
sport	sportui
sport	sporto
sport	sportas
grafica	grafinis
grafica	grafikos
grafica	grafinio
divisioni	skyriai
divisioni	kvadratai
colonna	colonna
medaglia	medaliu
testi	tekstai
testi	tekstus
testi	tekstai
quarti	ketvirčiai
quarti	ketvirčius
tratto	siekiu
vecchio	senas
matrimonio	santuokos
matrimonio	santuoka
matrimonio	vestuvės
matrimonio	vestuves
minore	mažoji
minore	nedideli
aggiornamento	atnaujinimas
aggiornamento	atnaujinta
aggiornamento	atnaujina
aggiornamento	atnaujinimas
aggiornamento	atnaujinama
onda	bangos
onda	bangų
onda	banga
architetto	architektas
precedenti	precedentas
precedenti	ankstesnė
precedenti	ankstesnis
precedenti	ankstesnių
filippo	filipas
filippo	philip
filippo	filippo
battuto	nugalėti
battuto	mušami
raccolta	derliaus
raccolta	derlius
nascita	gimimas
coppia	pora
coppia	pora
presto	greit
presto	greitai
federico	frederic
federico	federico
realizzato	realizuotas
promozione	skatinimas
promozione	propagavimas
promozione	skatinimo
complesso	kompleksas
complesso	sudėtingas
linee	eilutės
linee	linijos
futuro	ateitis
orchestra	orkestras
sebbene	nors
camera	kambarys
chiusa	uždaryta
chiusa	uždara
cup	taurė
potenza	stiprumas
potenza	galios
potenza	galia
com	com
cappella	koplyčia
fin	fin
giovani	jaunimo
giovani	jaunimas
gare	lenktynes
croce	uodegos
zone	zona
cattolico	katalikų
michele	michele
regina	regina
regina	karaliene
regina	karalienė
regina	queen
tradizione	tradicijos
tradizione	tradicijomis
tradizione	tradicija
tradizione	tradicijų
polizia	policija
polizia	policijos
migliori	geriausi
migliori	geriausia
migliori	aukščiausia
migliori	geriausios
migliori	geriausias
sconfitta	nugalėti
pace	taikos
pace	taikai
pace	fredas
pace	taika
energia	energija
energia	energetika
rosa	rosa
aria	aria
aria	oro
aria	oras
militari	karinė
militari	karinis
militari	karinės
storici	istorikai
storici	istoriniai
storici	istorinis
storici	istorinė
fondata	įkurta
nessuno	niekas
marito	vyru
marito	vyro
marito	vyras
capitano	kapitonas
didascalia	antraštė
elezioni	rinkimai
elezioni	rinkimai
elezioni	rinkimų
artisti	atlikėjai
artisti	menininkai
teoria	teorijos
teoria	teorija
distribuzione	platinimas
distribuzione	paskirstymo
distribuzione	paskirstymas
distribuzione	pasiskirstymas
tom	tomas
tom	tom
enciclopedia	enciklopedija
joseph	joseph
canzoni	dainas
canzoni	dainos
canzoni	dainų
brani	dainas
brani	dainos
brani	dainų
portato	atnešė
pro	pro
max	daugiausiai
lingue	kalbos
amici	draugus
amici	draugų
amici	draugės
amici	draugai
amici	draugė
amici	draugo
amici	drauge
amici	draugas
maestro	maestro
maestro	kapitonas
bambino	baby
bambino	mažyte
bambino	mažylis
bambino	kūdikis
bambino	vaikas
bambino	vaikui
giacomo	džeikobas
giacomo	james
giacomo	džeimsas
giacomo	giacomo
armata	armada
armata	ginkluotas
armata	ginkluoti
armata	armijos
armata	kariuomenė
armata	armija
fratelli	brolių
fratelli	brothers
fratelli	broliai
vera	vera
fondo	fondas
fondo	fondo
qualcuno	kažkas
qualcuno	kažkas
scoperto	atrado
scoperto	aptikta
nomi	vardai
importanza	svarbą
cattolica	katalikų
cuore	širdy
cuore	širdies
cuore	širdis
villaggio	kaimo
villaggio	kaime
villaggio	jonava
villaggio	kaimas
scrivere	rašyti
scrivere	rašant
morto	miręs
apertura	viešumas
apertura	atvirumas
apertura	atvirumą
apertura	atvirumo
vittorie	pergalių
chiese	bažnyčios
chiese	bažnyčių
galleria	galerija
galleria	galerijoje
parola	žodžiai
verde	žalia
contributi	įnašai
contributi	įmokos
hai	hai
bambini	vaikai
bambini	kūdikiai
bambini	vaikučių
santi	šventieji
santi	santi
fatti	faktai
luca	lukas
accademia	akademija
passa	praeina
partecipato	dalyvavo
formula	formulę
formula	formulės
formula	formulė
arrivo	atvykimas
arrivo	ateina
arrivo	ateinu
arrivo	ateis
titolare	savininkas
titolare	turėtojas
latino	latino
sicilia	sicilia
sicilia	sicilijos
open	atverti
lorenzo	laurence
libertà	laisves
bronzo	bronza
fascia	fascija
continua	tęsti
continua	nuolat
regionale	regionų
arriva	atvyksta
evitare	išvengti
frank	frank
frank	frenkas
dovrebbe	turėtų
costruito	statybų
intervento	intervencija
pietra	akmens
critica	kritika
critica	kritikos
critica	kritiką
critica	kritikas
critica	esminė
tecnico	technikas
tecnico	techninių
vittorio	vittorio
vittorio	viktoras
foto	nuotraukos
foto	foto
foto	nuotrauka
soltanto	tik
incontri	susirinkimai
incontri	susitikimai
incontri	posėdžiai
incontri	encounters
arbitro	arbitražo
arbitro	teisėjas
percorso	maršrutas
cinese	kinų
cinese	kinijos
cinese	kinas
tardi	vėlai
nobile	inertinių
nobile	nobile
american	amerikos
eletto	išrinkti
eletto	išrinktas
eletto	išrinkta
soldati	kareiviai
soldati	kariai
soldati	kareivis
soldati	karys
king	karalius
federazione	federacija
federazione	federacijos
ragazzo	berniukas
ragazzo	vaikas
male	blogai
male	bloga
male	blogas
male	blogi
male	blogis
male	blogio
rossi	rossi
carattere	šriftas
carattere	šrifto
monaco	vienuolis
monaco	miuncheno
monaco	monako
angeles	miesta
nomination	nominantai
operazione	eksploatavimas
operazione	veikimas
operazione	operacija
ucciso	nužudytas
sorella	sesuo
sorella	sese
sorella	sesė
vincitore	laimėtojas
lee	li
lee	lee
lee	ly
sicurezza	saugos
sicurezza	sauga
passo	passo
biblioteca	bibliotekų
biblioteca	bibliotekos
biblioteca	biblioteka
volo	skrydžio
volo	skrydis
web	interneto
web	žiniatinklio
architettura	architektūra
necessario	reikėjo
necessario	būtinas
difficoltà	sunkumai
difficoltà	sunkumas
difficoltà	sunkumų
difficoltà	sudėtingumas
difficoltà	sunkumai
difficoltà	sunkumų
punteggio	balų
punteggio	balu
punteggio	balai
animali	gyvūnai
animali	gyvuliai
animali	gyvūnų
val	val
musicista	muzikantas
deriva	drift
caccia	medžioti
caccia	medžioti
caccia	medžioklė
caccia	medžioklės
creazione	kūryba
creazione	laikinojo
noi	noi
cesare	cesare
cesare	cezario
cesare	cesar
colori	spalvos
colori	dažai
colori	dažikliai
colori	spalvų
colori	spalva
cattedrale	katedra
cattedrale	katedros
stampa	spausdinti
stampa	spaudos
arti	meno
arti	menas
arti	menų
arti	galūnių
diventare	tapti
diventare	tampa
storica	istorinis
storica	istorinė
storica	istoriniai
storica	istorinis
storica	istorinė
europei	europiečiai
esistono	egzistuoti
singolare	singles
esemplari	egzemplioriai
daniel	daniel
voti	balsai
voti	balsų
giulio	julius
giulio	jules
giulio	giulio
pubblicazione	leidyba
pubblicazione	leidybos
berlino	berlynas
postale	pašto
onore	garbės
onore	garbė
onore	garbės
onore	garbė
super	super
aperto	atverti
semplicemente	tiesiog
blocco	blokavimo
blocco	blokavimas
maglia	megztinis
maglia	marškiniai
maglia	marškinėliai
maglia	džersio
attenzione	dėmesį
attenzione	dėmesio
pubblicata	nustačiusi
arco	arkos
arco	arco
arco	lanko
autorità	institucija
campi	laukai
oggetti	elementų
oggetti	objektų
domenico	domenico
origini	kilmė
origini	kilme
bob	bobas
bob	bob
tedeschi	vokiečiai
resistenza	atsparumo
resistenza	atsparumą
resistenza	atsparumas
josé	josé
xix	xix
west	vakarų
west	vakarai
canvas	drobė
scala	kopėčios
scala	kils
die	mirti
contrario	priešingai
partecipazione	dalyvavimą
partecipazione	dalyvavimas
partecipazione	dalyvavimas
vincenzo	valerijus
modifiche	pakeitimai
modifiche	pakeitimai
scalemajor	scalemajor
timeaxis	timeaxis
imagesize	imagesize
famiglie	šeimų
plotarea	plotarea
svedese	švedas
australia	australija
best	geriausi
best	geriausia
best	aukščiausia
best	geriausios
best	geriausias
grand	grand
esterno	išorinis
esterno	išorės
sangue	kraujas
dateformat	dateformat
sergio	sergius
sergio	sergio
traduzione	vertimo
traduzione	vertimas
padova	padua
ricevuto	gautas
sino	sino
alignbars	alignbars
backgroundcolors	backgroundcolors
alpi	alpės
scaleminor	scaleminor
nicola	nicola
nicola	nikolai
lotta	imtynių
lotta	kova
ragazzi	berniukai
ragazzi	vaikinai
india	indija
india	indijos
misura	matavimo
misura	matavimas
misura	matavimai
pianta	gamykla
pianta	augaliniai
pianta	augalas
pianta	augalų
occhi	akimis
occhi	akys
occhi	akis
bianca	bjanka
bianca	blanche
california	kalifornija
california	kalifornijoje
california	kalifornijos
costruita	statybų
marcatore	zenklas
spettatori	žiūrovų
premi	spaudos
premi	priemokos
premi	įmokos
premi	apdovanojimai
premi	prizų
risposta	atsakymas
risposta	atsakyti
risposta	atsakymas
risposta	atsakyti
risposta	atsakymai
risposta	atsakymą
medio	vidurys
medio	artimųjų
medio	vidutinės
commenta	komentaras
commenta	komentarų
commenta	komentuoti
atleta	sportininkas
entrambe	abi
entrambe	abu
realizzazione	realizavimo
modelli	modelių
modelli	modeliai
auto	auto
auto	automatinė
sesso	lytis
sesso	lytis
strumenti	instrumentai
famoso	žymi
juan	juan
terreno	dirvožemio
terreno	dirvožemį
terreno	dirvožemis
terreno	vietovės
cielo	dangaus
cielo	dangus
cielo	dangaus
cielo	dangus
notevole	įspūdingas
notevole	įspūdinga
notevole	nepaprastas
rossa	raudona
xiii	xiii
componenti	komponentai
analisi	analizė
teatrale	teatro
tempio	šventyklą
quantità	kiekis
sera	sera
sera	vakaras
sera	vakaro
sera	vakare
concerto	concerto
concerto	koncerto
concerto	koncertas
pertanto	todėl
mani	manis
jones	jones
minori	nedideli
vive	vive
vive	gyvena
filosofia	filosofijos
filosofia	filosofija
natale	kalėdų
natale	xmas
discussioni	diskusijos
discussioni	diskusijas
discussioni	diskusijos
discussioni	aptarimas
discussioni	diskusija
discussioni	diskusijos
discussioni	debatai
discussioni	diskusijas
aggiunta	pridėtinės
guardia	guardia
attivo	aktyviai
attivo	aktyvi
attivo	aktyvus
attivo	turtas
conflitto	konfliktas
partecipa	dalyvauja
partecipa	prisijungti
confine	pasienio
stelle	žvaigždės
stelle	žvaigždė
stelle	star
stelle	žvaigždžių
crisi	krizių
crisi	krizė
crisi	krizės
moderna	moderni
avvocato	advokatas
avvocato	advokato
avvocato	teisininkas
avvocato	advokatas
claudio	klaudijus
claudio	claudio
bassi	žemi
facciata	fasadas
facciata	fasadu
descrizione	apibūdinimas
fondato	įkurta
esistenza	buvimas
francisco	francisco
francisco	franciskas
canada	kanada
canada	kanadoje
canada	kanados
aereo	lėktuvas
aereo	plokštumos
aereo	lėktuve
aereo	lėktuvas
aereo	lėktuvą
aereo	lėktuvas
anime	anime
anime	sielas
anime	sielos
economia	ekonomika
economia	ekonomika
devono	turi
air	oro
air	oras
criteri	kriterijus
romani	romos
pianoforte	pianino
acque	vandenyse
acque	vandenis
acque	vandenys
maschi	patinai
maschi	patinas
maschi	patinų
maschi	vyrai
maschi	vyras
singoli	singles
bella	graži
bella	gražu
bella	bella
bella	gan
bella	gana
bella	gražiai
bella	gražus
bella	gražūs
bella	gražu
time	laiko
time	laikas
guglielmo	guglielmo
legno	medinė
legno	mediniai
legno	medienos
legno	mediena
legno	mediena
altare	altoriaus
amministrazione	administravimas
poche	keletą
guest	svečias
storie	aprašymai
storie	istorijų
ospedale	ligoninė
ospedale	ligoninės
funzioni	funkcija
metodo	metodas
strutture	konstrukcijos
strutture	struktūras
battista	battista
battista	baptistų
trono	sostą
trono	sosto
impianto	implantas
nazioni	tautos
simon	saimonas
simon	simonas
rispettivamente	atitinkamai
red	raudona
vecchia	senas
incarico	užduotis
arma	ginklų
arma	ginklas
arma	ginklai
indica	indica
trasporto	transportas
scene	scenų
utile	naudinga
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
vii	vii
aiutare	padeda
signore	viešpatie
cristo	cristo
monastero	vienuolyno
monastero	vienuolynas
contatto	paskiria
contatto	kontaktas
diffusione	sklaidos
big	didelės
big	dideli
big	didysis
big	didelis
dollari	dolerių
lavorare	darbas
lavorare	darbingo
lavorare	darbo
gioca	žaisti
gioca	groti
amministratore	administratorius
amministratore	administratorius
orbita	orbitą
walter	walter
letto	lova
letto	lovos
letto	lovoje
disposizione	išdėstymo
disposizione	išdėstymas
leone	liūto
leone	liūtas
leone	leonė
ala	korpusas
ala	ala
genitori	tėvystė
simbolo	simbolis
simbolo	pulkininkas
quinto	kvintas
ingegnere	inžinierius
bgcolor	bgcolor
luna	luna
luna	palydovas
argentina	argentinoje
argentina	argentina
argentina	argentinos
stemma	emblema
stemma	herbas
leggi	įstatymai
religioso	religinių
spirito	dvasios
spirito	dvasia
niente	nieko
computer	kompiuteris
morti	miręs
protezione	apsauga
protezione	apsaugos
ufficio	tarnyba
ufficio	biuro
ufficio	biuras
filosofo	filosofas
harry	haris
harry	hari
harry	harry
danni	žala
danni	žalos
atti	aktus
xvii	xvii
ferro	geležies
ferro	geležis
protetta	saugomų
traccia	pėdsakai
traccia	pėdsakų
traccia	sekti
borgo	hamletas
borgo	borgo
united	jungtinės
united	jungtinė
