年	ano
歌曲	cantar
歌曲	canto
點	puntos
點	cabos
點	momento
點	punto
一次	cando
一次	unha
一次	vez
植物	plantas
植物	planta
植物	vexetais
植物	de
封	foca
封	selo
皮	coiro
皮	o
非常	moi
而且	e
通常	habitualmente
通常	normalmente
通常	adoita
通常	xeral
通常	adoitan
通常	normalmente
比賽	partido
比賽	xogo
比賽	videoxogos
比賽	de
比賽	carreira
比賽	raza
比賽	a
比賽	internacional
九	nove
九	9
學校	escolas
學校	as
學校	nas
學校	instituto
學校	escola
學校	colexio
完全	totalmente
完全	completamente
完全	completo
完全	por
完全	totalmente
信	cartas
信	letras
信	carta
信	letra
期間	período
期間	periodo
期間	tempo
期間	a
期間	adolescencia
接受	aceptar
接受	aceptalo
接受	acepto
書	libro
書	os
書	libros
交通	tráfico
木	de
木	madeira
木	madeira
討論	debates
討論	discusións
討論	falar
討論	sobre
討論	discutir
故事	historia
故事	relato
故事	historias
故事	as
直接	directa
直接	directamente
參與	participación
參與	participar
參與	compromiso
參與	participación
參與	implicación
參與	participación
根	orixe
根	raíz
根	as
根	raíces
保留	reserva
希望	esperanza
希望	que
希望	espero
希望	agardo
手	man
手	mans
手	mans
手	man
手	as
心	corazón
心	cardíacas
心	cardíaca
心	corazóns
心	corazón
巴士	autobús
巴士	parada
巴士	autocarro
巴士	autobuses
播放	tocar
播放	xogar
播放	xogan
播放	xogo
播放	xoga
播放	xogando
播放	xogar
播放	tocando
播放	tocar
音	ton
增加	incremento
增加	aumento
增加	a
增加	incrementar
增加	aumenta
增加	aumentar
增加	aumentar
角	esquina
角	recuncho
角	ángulo
角	o
角	cabo
角	momento
角	punto
這些	estas
這些	estes
太	tamén
太	demasiado
太	moi
永	nunha
永	á
歌	cancións
歌	canción
歌	escribir
歌	canción
歌	cantiga
歌	cantar
歌	canto
美元	dólares
美元	dolares
美元	de
美元	dolar
美元	dólar
美元	por
美元	cartos
圖	gráfico
圖	gráfica
圖	gráfica
圖	amosa
圖	gráfico
圖	figura
圖	que
圖	descubrir
圖	pensar
投票	votamos
投票	voto
投票	votan
投票	votar
投票	votos
投票	voten
投票	votación
灣	baía
民主	democracia
寺	templo
雖然	aínda
雖然	que
雖然	non
雖然	pero
雖然	malia
雖然	aínda
雖然	que
雖然	se
參加	participación
參加	participar
特別	especial
特別	especiais
控制	control
控制	controlar
控制	controla
戰	batalla
戰	guerra
戰	a
電視台	a
電視台	televisión
電視台	tele
電視台	da
電視台	programa
電視台	tv
電視台	televisión
電視台	tele
以下	na
以下	debaixo
以下	por
以下	baixo
以下	abaixo
以下	embaixo
以下	seccionada
然而	porén
然而	con
然而	todo
然而	sen
然而	embargo
然而	pero
然而	aínda
然而	aínda
然而	non
七	sete
七	7
口	boca
委員會	comisión
編輯	editar
編輯	edit
編輯	de
編輯	edición
資料	datos
資料	puntos
資料	información
路線	ruta
年度	ano
宋	canción
宋	cantiga
宋	cantar
宋	canto
附近	preto
附近	do
附近	da
附近	de
附近	preto
歌手	cantante
店	tenda
店	de
店	mae
店	choio
店	delegados
店	almacenar
店	tenda
店	almacéns
店	almacén
二十	20
二十	vinte
組織	organización
組織	sindicato
組織	tecido
組織	división
教授	mestre
教授	profesor
盃	cunca
盃	café
源	fonte
源	orixe
源	de
八	oito
八	8
法國	francia
法國	franza
除了	excepto
除了	só
除了	pero
除了	agás
除了	menos
文字	texto
文字	de
文字	mensaxe
文字	mensaxes
主席	presidente
主席	vicepresidente
主席	o
主席	presidente
不過	pero
不過	mais
老	anos
老	vellos
老	vello
老	vella
女子	muller
女子	unha
選	recoller
世紀	século
世紀	xiii
鐵	ferro
德國	alemaña
票	billetes
票	entradas
票	billete
票	boleto
票	para
票	liscar
打	loitar
打	contra
打	loita
關係	relación
關係	relacións
關係	relación
關係	relacións
關係	relación
能力	capacidade
能力	de
能力	capacidade
能力	habilidade
能力	capacidade
佛	buda
少	menos
少	menos
網站	sitio
網站	web
網站	páxina
網站	zona
網站	lugar
頭	cabeza
頭	a
個人	persoal
個人	persoais
個人	persoa
個人	cada
個人	individuais
個人	individuo
個人	individual
個人	tipo
學生	estudantes
學生	os
學生	alumnos
學生	aos
學生	estudante
學生	estudantes
學生	alumno
鎮	cidade
鎮	pobo
鎮	vila
鎮	aldea
南部	do
南部	sur
南部	sur
南部	do
南部	sudáfrica
語言	idiomas
語言	linguaxes
語言	linguas
語言	as
語言	faladas
語言	idioma
語言	linguaxe
語言	a
語言	lingua
模式	padrón
模式	de
模式	patrón
模式	pauta
模式	patróns
模式	modo
相關	relevante
相關	relevantes
相關	coa
決定	deciden
決定	decide
決定	decisión
決定	tomar
決定	decisións
方向	dirección
方法	método
方法	métodos
方法	os
影響	impacto
影響	un
影響	na
影響	prazo
影響	efecto
影響	mellora
影響	influencia
影響	influír
影響	efectos
屬於	á
許多	moitos
許多	cantas
許多	moitas
許多	cantos
第四	cuarto
第四	cuarta
第四	acto
第四	catro
第四	infantaría
死	mortos
死	morto
死	morta
死	morreu
甚至	nin
甚至	incluso
甚至	aínda
甚至	mesmo
甚至	sequera
開	aberta
開	abertos
開	abrir
開	aberto
開	abre
開	abra
見	ver
見	vexo
只是	de
只是	só
結束	fin
結束	final
巴西	brasil
共同	común
共同	comúns
保護	protexe
保護	protexer
保護	protexen
保護	protexelos
保護	protexerse
保護	para
保護	protección
保護	protexido
加上	engadir
加上	dous
加上	máis
加上	mais
食	desordes
食	comer
食	comendo
食	coma
食	a
食	comelo
獨立	independente
獨立	independencia
距離	distancia
距離	distancias
距離	lonxe
距離	as
距離	até
社會	sociedade
社會	sociedades
社會	sociedade
社會	social
社會	sociais
加拿大	canadá
兩個	dous
兩個	dúas
公尺	metros
還	tamén
哥	irmán
哥	meu
歐洲	europa
歐洲	en
歐洲	europea
歐洲	europeas
像	como
像	coma
像	así
鐵路	tren
居民	residentes
功能	función
功能	funcionar
功能	a
功能	características
功能	funcionais
功能	funcional
功能	característica
功能	a
聯盟	unión
聯盟	sindicato
聯盟	sindicalista
聯盟	sindical
聯盟	do
洪	hong
利用	uso
利用	usamos
利用	usar
利用	usan
最終	finalmente
最終	co
最終	tempo
最終	final
最終	eventualmente
最終	a
平均	media
平均	medio
平均	de
平均	estadounidense
平均	mediocre
侵	asalto
雙	o
雙	dobre
雙	double
再次	outra
再次	vez
再次	máis
再次	novo
再次	de
網	web
網	rede
網	de
網	rede
量	cantidade
演員	actores
演員	actriz
演員	actor
亞洲	asiática
亞洲	asiático
亞洲	asiáticos
亞洲	asia
亞洲	de
全球	mundial
全球	de
全球	global
全球	globais
全部	todo
全部	todos
全部	todas
北部	ao
北部	norte
北部	do
北部	do
北部	norte
運動	deportes
運動	deporte
運動	movemento
運動	deporte
運動	movemento
運動	movementos
運動	movimento
運動	xesto
草	herba
直到	ata
直到	que
直到	até
名字	nome
名字	se
地球	terra
地球	mundo
地球	da
地球	earth
死亡	a
死亡	morte
戰爭	guerra
戰爭	a
戰爭	guerras
戰爭	guerra
或者	ou
紅	vermello
紅	vermella
紅	vermellos
紅	roxa
紅	comunista
唱片	de
唱片	gravar
唱片	disco
安全	salvo
安全	segura
安全	seguro
安全	seguros
安全	a
學院	universidade
學院	na
學院	estudantes
學院	facultade
學院	que
學院	college
學院	colexio
原因	razóns
原因	polas
原因	motivos
原因	razón
原因	motivo
原因	pola
原因	que
原因	porque
原因	causa
原因	causar
通過	través
通過	via
通過	rúa
通過	través
通過	a
通過	por
通過	pasar
通過	pase
管	pipa
管	cachimba
管	con
管	esta
管	tubo
強	forte
強	fortes
選舉	elección
選舉	eleccións
選舉	electoral
選舉	eleccións
辛	sheen
辛	pecado
法律	leis
法律	lei
法律	a
法律	leis
法律	as
革命	revolución
革命	a
革命	revolucións
計劃	plan
計劃	plano
計劃	posición
計劃	oferta
計劃	plans
計劃	os
計劃	planos
時代	veces
時代	times
時代	tempos
男性	homes
男性	os
形式	forma
形式	xeito
基本	básica
基本	básicos
基本	básico
基本	básicas
基本	as
葉	atención
單位	unidades
單位	unidade
修	amañar
修	establecer
修	arranxar
修	a
科技	tecnoloxía
科技	tecnolóxica
科技	tecnolóxicas
青年	xuventude
青年	mozos
青年	a
青年	mocidade
青年	francia
青年	de
流	fluxo
流	transmisión
流	río
流	regato
結果	resultado
結果	resultados
結果	consecuencia
結果	resultado
教	ensinar
教	ensino
教	ensinanza
教	ensino
教	ensinar
教	ensinarche
解放	liberación
祖	joe
體	corpo
體	corporal
球隊	equipo
球隊	de
左	esquerda
左	queda
戴	dai
戴	levar
戴	levo
戴	levas
戴	non
戴	as
自然	natural
自然	forma
自然	naturalmente
自然	non
自然	natural
自然	normal
自然	naturais
自然	a
自然	natureza
自然	da
自然	a
新的	novo
新的	novas
新的	nova
新的	novos
經濟	económico
經濟	económicas
經濟	o
經濟	económica
經濟	economía
經濟	a
經濟	da
傑	jay
切	cortar
一起	xuntos
越南	vietnam
越南	vietnamita
越南	vietnamitas
越南	vietnam
快速	rápido
快速	axiña
快速	rápida
快速	veña
快速	marchar
快速	rápido
快速	velocidade
學	aprender
學	aprendizaxe
學	aprendendo
學	a
學	aprenden
學	aprender
學	a
職業	traballo
職業	carreira
職業	súa
職業	profesión
職業	ocupación
百	centos
百	cento
百	300
百	de
百	cen
百	100
廣	amplo
相同	mesmo
相同	mesmas
相同	mesma
類	clase
類	da
兵	soldado
兵	soldados
億	millóns
億	mil
億	de
分鐘	minutos
分鐘	minuto
分鐘	momento
分鐘	intre
分鐘	agarda
發	pelo
發	cabelo
政策	político
政策	política
政策	a
政策	de
政策	póliza
政策	políticas
銀	silver
日期	cita
日期	a
日期	día
日期	data
日期	datas
普通	común
普通	cotiáns
普通	era
普通	ordinario
普通	correntes
普通	normais
普通	simple
普通	banal
男子	homes
男子	os
共和國	república
理由	razóns
理由	polas
理由	motivos
理由	razón
理由	motivo
理由	pola
理由	que
交流	intercambio
總統	presidente
總統	vicepresidente
總統	o
標準	estándar
標準	de
排名	última
表	mesa
韓國	corea
行動	acción
行動	operación
行動	as
行動	accións
博士	médico
博士	doutor
立法	lexislación
立法	a
立法	lei
尾	cola
漫畫	debuxos
漫畫	animados
漫畫	viñetas
漫畫	viñeta
漫畫	tira
短	pouco
短	curto
短	curta
短	curtas
大型	grande
大型	gran
大型	grandes
生物	biolóxicas
生物	biolóxica
生物	biolóxico
生物	biolóxicos
生物	bioloxía
生物	criaturas
生物	organismos
生物	criatura
城鎮	cidade
城鎮	pobo
城鎮	vila
城鎮	aldea
城鎮	vilas
春	primavera
春	a
海軍	naval
海軍	frota
公路	estradas
公路	camiños
公路	estrada
公路	camiño
公路	estrada
冠	coroa
作家	escritores
空	baleira
空	baleiro
空	baleiras
空	valeiro
雪	neve
雪	impecable
牛	gando
牛	vacas
牛	gado
牛	vaca
牛	touro
火	lume
火	fogo
攻擊	ataca
攻擊	ataques
攻擊	ataque
攻擊	atacar
攻擊	asalto
值	valores
值	valor
值	canto
值	revenda
十二	doce
新加坡	singapur
西部	oeste
西部	occidente
西部	occidental
西部	do
西部	da
西部	west
西部	occidental
土	terra
土	chan
土	terra
早期	cedo
早期	primeiras
速度	velocidade
速度	rapidez
建築	construír
建築	edificio
建築	construción
建築	edificios
建築	construción
建築	construcción
建築	construír
建築	construtora
建築	arquitectura
道路	estradas
道路	camiños
道路	estrada
道路	camiño
發表	publicar
低	máis
低	inferior
低	baixos
低	pulmonar
低	calefacción
低	pouco
低	baixo
低	baixa
低	baixas
低	baixos
色	cor
色	cores
色	de
轉	a
仍然	aínda
仍然	segue
來自	de
來自	da
來自	do
來自	dende
我的	meu
我的	miña
我的	o
我的	a
我的	meus
技術	técnico
技術	técnica
技術	tecnoloxías
技術	técnica
技術	tecnoloxía
技術	técnicas
主任	director
主任	dirección
主任	de
畢業	estudante
設	conxunto
機場	aeroporto
威廉	william
天主教	católica
天主教	católico
天主教	catholic
富	ricos
富	rica
富	rico
千	miles
千	milleiros
千	mil
千	de
千	millar
大部分	a
大部分	maioría
大部分	parte
大部分	máis
房	sala
房	habitación
房	cuarto
她的	ela
她的	a
她的	seu
她的	súa
太平洋	pacífico
我們	que
我們	temos
情況	situación
來源	fonte
來源	orixe
來源	de
來源	fontes
首都	capital
首都	capitais
首都	capitol
首都	o
牌	tarxetas
牌	cartas
牌	naipes
牌	as
牌	ás
杯	cunca
杯	café
廣告	publicidade
深	no
深	fondo
深	profundo
深	profundidade
深	de
描述	describir
描述	descrición
皇帝	emperador
團體	dous
團體	grupos
流行	popular
流行	populares
流行	frente
流行	cantante
流行	impopular
計畫	plan
計畫	plano
計畫	posición
計畫	oferta
列車	tren
列車	entreno
列車	metro
列車	trens
環	anel
環	aneis
環	acople
環	volta
父	pai
父	o
父	padre
不明	descoñecido
不明	descoñecida
取代	substituída
取代	substituír
兄弟	irmán
兄弟	meu
物理	da
物理	física
物理	física
物理	físicos
物理	físicas
物理	físico
底	fondo
底	final
底	do
底	inferior
底	abaixo
底	todo
右	ben
武器	armas
武器	as
武器	armamento
武器	arma
武器	arma
顯示	para
顯示	a
顯示	esas
顯示	amosando
顯示	amosar
顯示	mostra
顯示	que
顯示	programas
顯示	demostra
顯示	amosar
顯示	espectáculo
制度	réxime
報告	informe
報告	informar
報告	reportando
報告	información
報告	informes
報告	sobre
秒	segundos
秒	segundo
秒	segunda
第五	quinta
第五	quinto
雲	nube
小說	novela
風	vento
風	do
風	corda
風	chupo
導演	director
導演	dirección
導演	de
父親	pai
父親	o
父親	padre
和平	paz
和平	a
西北	noroeste
圈	círculo
修改	modificación
直	en
直	directo
直	dereito
生產	produción
生產	de
生產	producción
申請	aplicacións
申請	para
申請	aplicación
單	cada
單	simple
單	soa
單	só
單	única
單	único
谷	val
谷	da
谷	valley
巴黎	parís
家庭	familias
家庭	as
家庭	familia
家庭	familiar
宗教	relixión
宗教	relixioso
宗教	relixiosa
英格蘭	inglaterra
拜	adeus
拜	logo
拜	deica
拜	chao
聯合	antro
當地	local
當地	locais
當地	o
當地	de
不久	en
不久	canto
不久	axiña
不久	pronto
作用	rol
作用	papel
改革	reforma
改革	reformatorio
藝術	arte
藝術	art
藝術	a
藝術	artística
藝術	artístico
球員	músicos
球員	entidades
處理	manexar
處理	arranxar
處理	mango
處理	facer
處理	diso
處理	procesando
處理	procesamento
先生	señor
先生	xefe
建議	consello
建議	unha
建議	suxestión
建議	proposta
建議	proposición
旅	brigade
旅	a
旅	brigada
人員	persoal
虎	tigre
虎	tiger
虎	do
土地	terra
土地	país
土地	terras
展	exposición
特色	características
特色	característica
特色	a
公園	parque
公園	park
包	bolsa
包	bolso
包	maletín
包	saco
包	paquete
翼	nunha
翼	á
翼	as
翼	ás
孔	buraco
孔	burato
孔	furado
孔	hole
盧	lou
十一	once
研究所	instituto
協會	asociación
文學	literatura
頻道	canal
頻道	canle
舊	anos
舊	vellos
舊	vello
舊	vella
大家	todo
大家	o
大家	mundo
大家	todos
紀錄	de
紀錄	gravar
紀錄	disco
紀錄	discos
影片	filmes
影片	película
影片	filme
影片	cine
影片	cinema
影片	vídeo
影片	video
影片	videoxogos
影片	película
影片	filme
身份	identidade
基地	base
必須	debo
必須	que
必須	debe
必須	debemos
必須	deben
必須	hai
文件	arquivos
電視劇	drama
更多	máis
藍	azul
藍	azuis
力量	fortaleza
力量	forzas
力量	forza
力量	a
力量	radica
板	pratos
禁	prohibido
禁	prohibidas
船	barco
船	barco
船	bote
船	chalana
文章	artigos
意見	opinión
意見	opinións
意見	comentarios
意見	opinión
意見	que
意見	a
意見	na
公主	princesa
同意	en
同意	acordo
同意	acordo
同意	de
同意	concordo
同意	dacordo
果	froita
最多	a
最多	maioría
最多	parte
最多	máis
最多	max
十	dez
十	10
銀行	bancos
銀行	banco
銀行	ribeira
銀行	penedo
銀行	citybank
非洲	áfrica
非洲	sudáfrica
非洲	áfrica
非洲	africana
非洲	africanos
非洲	africano
媒體	mediática
媒體	prensa
媒體	medios
媒體	de
媒體	comunicación
媒體	dos
支援	apoio
支援	apoiar
支援	de
拍攝	disparar
拍攝	dispáralle
拍攝	a
拍攝	disparar
拍攝	disparando
拍攝	tiro
還有	e
俄羅斯	rusia
分析	análise
旗	bandeira
行星	planeta
行星	planetas
作者	escritores
