som	kao
rundt	runda
sine	njihova
sine	njihovo
sine	njihov
usa	usa
her	evo
her	ovdje
når	kada
når	kad
både	oboje
byen	town
byen	grad
byen	grad
byen	gradom
gikk	otišao
gikk	hodali
gikk	hodao
gikk	hodala
januar	siječanj
januar	siječnja
august	kolovoz
august	kolovoza
august	august
vant	osvojio
vant	pobijedio
vant	pobjedio
navn	naziv
navn	ime
navn	imena
meter	metara
meter	metar
dag	dag
dag	dan
dag	dana
navnet	naziv
navnet	ime
mars	ožujka
mars	ožujak
mars	marš
mars	marsa
mars	mars
plass	prostora
plass	prostor
plass	svemir
plass	space
finnes	postojati
bli	postati
bli	ostani
nye	novo
nye	nova
nye	novi
tid	vreme
tid	vrijeme
php	php
mest	najviše
mest	većina
mest	najvise
mest	većinom
mest	uglavnom
gang	vreme
gang	vrijeme
stor	velika
stor	veliki
stor	velike
stor	veliko
stor	ogromna
stor	golemo
stor	ogroman
siste	zadnji
siste	posljednje
siste	zadnje
siste	posljednja
siste	posljednji
siste	završni
siste	najnoviji
siste	najnovije
september	rujna
september	rujan
juni	juni
juni	lipanj
juni	june
juni	lipnja
tok	tok
tok	uzeo
oktober	listopada
oktober	listopad
oktober	oktobar
april	april
april	travanj
april	travnja
ofte	cesto
ofte	često
ofte	cesto
ofte	često
mål	golova
mål	ciljeve
mål	ciljevi
juli	srpnja
juli	juli
juli	srpanj
juli	jula
juli	juli
går	hoda
går	hodam
går	hodajući
går	hodanje
går	hodati
går	ide
går	ide
går	šetnje
går	hoda
tilbake	natrag
dem	ih
dem	im
dem	njih
totalt	totalno
totalt	potpuno
totalt	ukupno
totalt	sveukupno
totalt	ukupno
februar	veljače
november	studenog
november	studeni
desember	prosinac
desember	prosinca
desember	prosincu
fire	četiri
ham	mu
ham	njega
ham	njemu
ham	ga
største	najveći
største	najveće
største	najveća
største	najveci
største	najveći
største	najveci
største	najveći
største	najveće
isbn	isbn
gruppen	grupa
uten	bez
diff	diff
diff	razlika
new	novo
new	nova
new	novi
deltok	prisustvovali
deltok	nazočio
deltok	prisustvovao
deltok	sudjelovalo
deltok	sudjelovao
deltok	sudjelovala
deltok	sudjelovali
igjen	ponovo
igjen	opet
laget	napravljen
laget	napravio
laget	napravljeno
laget	ekipa
laget	momčad
laget	reprezentacija
laget	tim
mye	puno
mye	mnogo
london	london
utgitt	objavljen
utgitt	objavljeno
utgitt	objavljeni
engelsk	englezi
engelsk	engleski
engelsk	english
ingen	nijedan
ingen	nijedna
ingen	nitko
brukt	korištene
brukt	korišteno
brukt	korišten
først	prvo
først	prvi
land	zemlja
land	država
land	domovina
land	zemlja
land	kopno
land	land
land	zemljište
land	države
land	zemljama
land	zemlje
sommer	ljeto
sommer	ljeta
sommer	sommer
jpg	jpg
liste	lista
liste	popis
side	strana
side	stranicu
side	stranica
side	stranice
helt	totalno
helt	potpuno
helt	kompletno
helt	potpuno
helt	junak
helt	heroju
helt	heroj
vest	west
vest	zapad
vest	zapadno
vest	prsluk
vest	zapadna
vest	zapadni
vest	western
beste	najbolji
beste	najbolje
beste	najbolja
amerikansk	američki
amerikansk	american
amerikansk	amerikanac
amerikansk	američka
spilte	igrao
grunn	razum
grunn	razlog
deres	njihova
deres	njihovo
deres	njihov
deres	njihova
deres	njihov
kommer	dolazim
kommer	dolazi
artikkelen	članak
mindre	manje
mindre	manjim
mindre	manja
mindre	manji
mindre	manja
mindre	manje
rekke	serije
rekke	serija
hva	što
hva	sta
hva	šta
tillegg	dodatak
landet	zemlja
landet	država
landet	domovina
landet	sletio
arter	vrsta
arter	vrste
ville	ville
ville	bi
området	područje
området	oblast
ned	dolje
ned	ned
ned	nede
ned	neda
john	ivan
john	john
lag	ekipa
lag	momčad
lag	reprezentacija
lag	tim
årene	vesla
tatt	uzeto
tatt	uhvaćen
tatt	uhvaćena
tatt	uhvaćeni
tatt	razbila
brukes	korištene
brukes	korišteno
brukes	korišten
bruk	primjeni
bruk	koristi
bruk	iskoristi
bruk	upotrebi
bruk	upotrijebi
kun	kun
kun	samo
kun	jedino
øst	istočna
øst	istočno
øst	istok
øst	istočni
øst	istočna
øst	istočno
døde	mrtav
sverige	švedska
sverige	švedskoj
sverige	švedski
sverige	švedske
county	županije
county	okrugu
county	okrug
county	županija
county	kotar
tyskland	njemačka
tyskland	njemačkoj
tysk	njemački
tysk	nijemac
tysk	njemacki
større	veća
større	veći
større	veće
større	veće
større	veći
større	veci
større	veće
begynte	počelo
derfor	stoga
kirke	crkva
gamle	stara
gamle	staro
gamle	stari
frem	napred
frem	proslijedi
frem	naprijed
frem	jačanje
frem	poticaj
artikler	članke
artikler	članci
gjorde	jeste
skrevet	napisano
skrevet	zapisano
skrevet	napisao
skrevet	napisana
skrevet	pisani
skrevet	pisano
imidlertid	međutim
familien	obitelji
familien	porodica
familien	obitelj
familien	familija
eksempel	uzorak
eksempel	uzorci
eksempel	primjer
amerikanske	američki
amerikanske	american
amerikanske	amerikanac
amerikanske	američka
kjente	znan
kjente	poznat
kjente	poznata
kjente	poznato
kjente	poznati
kjente	znao
kjente	osjetio
kjente	osjetila
får	dobivanje
får	uzimajući
annen	drugi
annen	drugo
annen	druga
videre	dalje
hver	svaki
hver	svako
hver	svaka
hver	svaki
hver	svaka
ganger	vremena
ganger	puta
svært	vrlo
svært	iznimno
svært	izuzetno
hennes	njeno
hennes	njezin
hennes	njen
hennes	njena
hennes	joj
hennes	nju
egen	vlastiti
egen	posjedovati
innen	unutar
litt	neznatno
litt	donekle
artikkel	članak
ser	gledam
ser	gleda
ser	ser
ser	gledam
ser	gledamo
ser	gleda
ser	gledajući
ser	gledanje
jan	jan
jan	jana
ulike	drukčije
ulike	drugačiji
ulike	drugačija
ulike	drugačije
score	rezultat
score	ocjena
frankrike	francuska
frankrike	france
like	jednako
like	jednaki
like	jednako
like	kao
satt	postavi
satt	set
satt	komplet
satt	sjedio
satt	sjeo
startet	počelo
sett	uočio
sett	vidio
sett	vidjeli
sett	viđeno
sett	viđen
sett	postavi
sett	set
sett	komplet
sett	gledao
sett	gledali
sett	gledala
alt	sve
alt	sve
alt	svi
alt	alt
gruppe	grupa
deretter	onda
lang	lang
lang	duga
lang	long
lang	dugo
europa	europe
europa	evropa
europa	europa
europa	evropa
europa	europa
medlem	članica
medlem	clan
medlem	član
fem	pet
per	per
england	engleske
england	englesku
england	engleska
særlig	osobito
særlig	posebno
særlig	naročito
særlig	pogotovo
nok	dosta
begge	oboje
deler	dijeljenje
deler	dijeljenja
deler	podijeli
deler	dijeli
deler	dijeljenja
deler	dionice
deler	djelovi
deler	dijelovi
deler	sekcije
bergen	bergen
fram	napred
fram	proslijedi
fram	naprijed
fram	fram
gitt	dano
gitt	dao
gitt	odobreno
fordi	jer
står	stojimo
står	stoji
står	stojeći
står	stajanje
står	stojim
står	stoji
hvert	svaki
hvert	svako
hvert	svaka
hvert	svaki
hvert	svaka
året	godine
året	godina
perioden	razdoblje
perioden	period
bygget	izgrađen
bygget	izgrađena
bygget	izgrađeno
bygget	izgradio
des	des
kina	kine
kina	kinu
kina	kini
kina	kina
ett	jedan
ett	jedna
innbyggere	građani
innbyggere	građanima
sønn	sinko
sønn	sine
sønn	sin
språk	jezike
språk	jezicima
språk	jezici
språk	jezik
nasjonale	nacionalni
nasjonale	nacionalna
forfatter	spisateljica
forfatter	pisac
forfatter	autor
fil	datoteka
menn	ljudi
menn	muškarci
barn	djeco
barn	deca
barn	djeca
barn	deca
barn	djeca
barn	djete
barn	dete
barn	dijete
kamper	podudaranja
kamper	odgovara
kamper	šibice
kamper	borbe
kamper	tuče
kamper	utakmice
kamper	igre
kamper	igrice
kamper	bitke
kamper	bitaka
spiller	igrač
spiller	player
spiller	igramo
spiller	igranje
personer	osobe
personer	ljudi
gir	davanja
gir	davanje
gir	daj
leder	lider
leder	vođa
gull	zlatna
gull	zlato
gull	zlatni
gull	gold
gull	zlata
gjort	gotov
gjort	gotovo
godt	dobro
godt	dobar
spilt	igrao
gjøre	make
gjøre	napraviti
gjøre	napravi
svensk	švedski
forskjellige	drukčije
forskjellige	drugačiji
forskjellige	drugačija
forskjellige	drugačije
historie	priča
historie	prica
historie	povijest
historie	istorija
bak	iza
bak	bak
liv	life
liv	zivot
liv	život
samtidig	istovremeno
samtidig	istodobno
skrev	napisala
skrev	pisao
skrev	napisao
fransk	francuski
fransk	francuzi
sted	mjesto
sted	mesto
sted	lokacija
sted	lokaciju
university	fakultet
university	sveučilište
fotball	fudbal
fotball	football
fotball	nogomet
resultat	rezultat
resultat	rezultati
tredje	treći
tredje	treća
tredje	treće
danmark	danske
danmark	danska
danmark	danskoj
stort	velika
stort	veliki
stort	velike
stort	veliko
gjerne	rado
verden	world
verden	svijeta
verden	svijet
paris	paris
paris	pariz
paris	pariza
slekt	obitelji
slekt	porodica
slekt	obitelj
slekt	familija
von	von
viser	pokazivanje
viser	prikazivanje
viser	prikazivanje
viser	emisije
viser	prikazuje
viser	pokazuje
viktig	važno
viktig	bitno
mulig	moguć
mulig	mogući
mulig	moguce
mulig	moguće
york	york
britiske	britanski
britiske	britanska
britiske	britanci
britiske	britanac
president	predsjednik
president	predsjednica
bilde	sliku
bilde	slika
bilde	sliku
bilde	slika
bilde	fotografiju
bilde	foto
bilde	fotografija
bilde	slika
allerede	već
allerede	vec
opprettet	stvoreni
opprettet	stvoreno
opprettet	stvorena
opprettet	stvoren
opprettet	stvorio
kort	ukratko
kort	kratki
kort	kratko
kort	kratka
sesongen	sezone
sesongen	sezona
liten	maleno
liten	male
liten	mali
liten	malo
liten	mala
liten	male
liten	mali
kanskje	možda
kanskje	možda
skuespiller	glumica
skuespiller	glumac
skuespiller	glumca
tidlig	rano
form	oblik
millioner	milijuni
krigen	rat
krigen	rata
rett	desno
rett	pravo
storbritannia	britanija
storbritannia	britaniju
storbritannia	britanije
yrke	profesija
yrke	profesiju
yrke	struke
yrke	zanimanje
små	maleno
små	male
små	mali
spesielt	konkretno
spesielt	osobito
spesielt	posebno
spesielt	naročito
spesielt	pogotovo
spesielt	specijalno
spesielt	posebno
spesielt	posebni
spesielt	poseban
spesielt	posebna
spesielt	specijalno
spesielt	posebno
kvinner	ženke
kvinner	žene
flyttet	preselio
god	dobro
god	dobar
nytt	novo
nytt	nova
nytt	novi
vanlig	redovito
vanlig	redovna
vanlig	redovno
vanlig	zajednički
vanlig	zajedničko
vanlig	zajednička
vanlig	obična
vanlig	obični
vanlig	običan
vanlig	uobičajeno
italia	italia
italia	italija
hvordan	kako
bilder	slike
bilder	fotografije
bilder	slike
bilder	slike
kong	kong
sport	sport
sport	sportski
sport	sportovi
sport	sport
lite	maleno
lite	male
lite	mali
lite	lite
lite	malo
lite	mala
lite	male
lite	mali
førte	vodio
bruker	koristeći
bruker	korištenje
bruker	korisnik
bruker	korisnika
seks	šest
albumet	album
slaget	bitku
slaget	boj
slaget	bitka
nummer	broj
internasjonale	international
internasjonale	međunarodna
internasjonale	međunarodni
meg	meg
universitetet	fakultet
universitetet	sveučilište
skole	skola
skole	školski
skole	školska
skole	škola
innenfor	iznutra
innenfor	unutra
innenfor	unutar
vel	pa
film	film
film	film
left	lijevo
left	lijeva
opprinnelig	izvorno
opprinnelig	izvorno
opprinnelig	originalno
opprinnelig	original
opprinnelig	izvorna
opprinnelig	izvorni
moderne	moderni
moderne	moderna
moderne	moderan
moderne	moderne
moderne	moderno
com	com
øya	ostrvo
øya	island
øya	otok
periode	razdoblje
periode	period
heller	heller
utenfor	vani
utenfor	izvana
antall	broj
antall	količina
dansk	danske
dansk	danski
titler	naslovi
titler	titule
titler	naslova
team	timovi
team	ekipe
team	momčadi
team	ekipa
team	momčad
team	reprezentacija
team	tim
center	centar
hatt	imao
hatt	imali
hatt	imala
hatt	hat
hatt	kapa
hatt	šešir
hatt	hatt
enkelte	neke
enkelte	neki
bedre	bolja
bedre	bolje
provinsen	pokrajina
provinsen	pokrajine
provinsen	pokrajini
provinsen	provincija
bruke	koristeći
bruke	korištenje
bruke	koristi
bruke	iskoristi
bruke	upotrebi
bruke	upotrijebi
kilder	izvori
kilder	izvore
tar	uzimanje
tar	uzimajući
tar	uzimam
tar	uzmi
tar	uzima
funnet	pronađeno
funnet	našao
funnet	pronađen
funnet	pronađeni
funnet	pronađena
politiker	političar
politiker	političara
christian	christian
christian	kršćanin
christian	kristijan
delen	odjeljak
delen	sekcija
inneholder	sadrži
familie	obitelji
familie	porodica
familie	obitelj
familie	familija
representerte	predstavljali
representerte	predstavljao
friidrett	atletika
forhold	veze
forhold	odnosi
forhold	veza
forhold	odnos
lever	jetra
lever	jetre
holdt	održan
holdt	održana
holdt	držao
holdt	zadržao
lagt	položio
utviklet	razvio
utviklet	razvijena
utviklet	razvijen
utviklet	evoluirao
utviklet	evoluirali
lange	lange
lange	duga
lange	long
lange	dugo
medlemmer	članove
medlemmer	članice
medlemmer	članovi
medlemmer	članova
km²	km²
all	sve
all	svi
mennesker	ljudi
folk	ljudi
poeng	tačke
poeng	bodova
poeng	točke
poeng	bodovi
poeng	rezultat
poeng	ocjena
poeng	točka
peter	petre
peter	peter
peter	petra
peter	petar
nesten	skoro
nesten	gotovo
sølv	srebro
sølv	srebrni
sølv	silver
etablert	utvrđeno
etablert	uspostavljen
etablert	uspostavljena
etablert	osnovan
klubb	klub
klubb	club
omkring	oko
mann	mann
mann	covjek
mann	čovjek
mann	čovek
ledet	vodio
musikk	muzika
musikk	glazba
finne	pronalaženje
finne	nalaženje
finne	nalaz
finne	pronalazak
finne	locirati
finne	lociranje
finne	pronađite
finne	naći
finne	nađi
finne	pronađi
nær	zatvori
nær	blizu
https	https
russland	rusija
min	moj
min	moja
min	moje
min	min
verdens	world
verdens	svijeta
verdens	svijet
grad	rang
grad	čin
grad	stupanj
grad	stupnja
grad	diploma
berlin	berlin
berlin	berlina
berlin	berlinu
thomas	tomas
thomas	thomas
robert	robert
robert	roberte
aldri	nikada
aldri	nikad
valgt	odabrani
valgt	odabrana
valgt	izabrani
valgt	izabran
valgt	izabran
valgt	odabran
valgt	izabrani
valgt	odabrano
valgt	odabrani
valgt	odabrane
valgt	odabrana
kirken	crkva
paul	pavao
paul	pavle
paul	paul
far	tata
far	otac
far	oce
vinter	zime
vinter	zima
vinter	zimi
from	od
from	iz
følge	pratite
følge	slijedi
art	art
art	umjetnost
art	vrsta
art	vrste
vanligvis	obično
finner	pronalaženje
finner	nalaženje
finner	nalaz
finner	pronalazak
finner	finci
medaljer	medalje
medaljer	odličja
olympiske	olimpijski
olympiske	olympic
høyre	desno
høyre	pravo
david	david
karl	karl
karl	carl
karl	karl
konge	kralju
konge	kralj
konge	king
nrk	nrk
afrika	afrike
afrika	afrika
britisk	britanski
britisk	britanska
britisk	britanci
britisk	britanac
gammel	stara
gammel	staro
gammel	stari
william	william
henne	joj
henne	nju
world	world
world	svijeta
world	svijet
svenske	švedski
svenske	šveđanin
gift	oženjen
gift	otrove
gift	otrov
fylke	županije
fylke	okrugu
fylke	okrug
fylke	županija
fylke	kotar
kinesisk	kinezi
kinesisk	kinesko
kinesisk	kineski
kinesisk	kinez
kinesisk	kineska
støtte	podržava
støtte	podrška
støtte	podršku
støtte	potpora
eget	vlastiti
eget	posjedovati
neste	sljedeća
foran	prednja
vei	put
vei	ceste
vei	cestom
vei	road
vei	cesta
kilde	izvor
steder	lokacije
steder	mesta
steder	mjesta
ganske	donekle
ganske	lepa
ganske	lijepa
ganske	zgodna
forbindelse	veza
forbindelse	povezanost
forbindelse	povezivanje
forbindelse	poveznica
apr	apr
fotballspiller	nogometaš
aug	aug
city	grad
city	gradom
johan	johan
russisk	ruska
russisk	rus
russisk	ruski
russisk	rusko
sider	stranice
dager	dane
dager	danima
dager	dana
dager	dani
japan	japan
trondheim	trondheimu
fant	pronađeno
fant	našao
fant	pronađen
fant	pronađeni
fant	pronađena
via	via
via	putem
områder	područja
høyde	visine
høyde	visina
jul	božić
venstre	lijevo
venstre	lijeva
erik	erik
erik	eric
erik	erik
hjelp	pomoć
professor	profesore
politisk	politički
politisk	politička
politisk	političko
veien	put
veien	ceste
veien	cestom
veien	road
veien	cesta
direkte	uživo
direkte	live
direkte	izravno
direkte	direktno
direkte	izravna
direkte	direct
direkte	direktno
direkte	izravno
van	kombi
måte	put
måte	način
måte	way
måte	nacin
arbeid	radna
arbeid	radni
arbeid	rad
arbeid	posao
arbeid	radno
følgende	praćenje
følgende	pratim
skolen	skola
skolen	školski
skolen	školska
skolen	škola
vann	vode
vann	voda
best	najbolji
best	najbolje
best	najbolja
meget	vrlo
canada	kanada
canada	kanadi
canada	kanade
canada	kanadu
canada	kanadska
likevel	ipak
parti	tulum
parti	zabava
parti	stranka
parti	party
sep	sep
sangen	pjesma
sangen	pesma
omtrent	otprilike
omtrent	približno
slutt	završetak
slutt	kraj
museum	muzej
grunnlagt	utemeljena
grunnlagt	utemeljen
grunnlagt	osnovao
grunnlagt	osnovan
grunnlagt	osnovana
http	http
album	album
album	albuma
album	albume
begynnelsen	početku
begynnelsen	pocetak
begynnelsen	početak
danske	danske
danske	danski
gitar	gitaru
gitar	gitare
gitar	gitara
areal	područje
areal	oblast
amerika	americi
amerika	amerika
amerika	america
amerika	ameriku
martin	martine
martin	martina
martin	martin
james	james
tror	misli
tror	razmislite
divisjon	odsjek
divisjon	odjel
divisjon	podjela
divisjon	divizija
minst	najmanje
mar	mar
utnevnt	imenovao
utnevnt	imenovan
arrangert	uređen
sang	sang
sang	pjevao
sang	pjevala
sang	pjevanje
sang	pjevam
sang	pjevajući
sang	peva
sang	pjeva
sang	pjesma
sang	pesma
jun	juna
jun	jun
bar	šank
bgcolor	bgcolor
sendt	poslano
sendt	podnijela
sendt	podnio
sendt	poslana
sendt	poslano
eldre	starješina
eldre	starije
eldre	starije
eldre	stariji
eldre	starija
slått	pretučen
systematisk	sistematski
systematisk	sustavno
systematisk	sistematski
systematisk	sustavno
brasil	brazil
brasil	brazila
brasil	brasil
bronse	brončana
orden	narudžba
orden	poredak
orden	naruči
meste	najviše
meste	većina
meste	najvise
rolle	uloga
rolle	ulozi
rolle	uloge
finland	finske
finland	finska
george	george
spania	španjolska
spania	španjolskoj
spania	španjolske
iii	iii
finalen	finale
finalen	finale
michael	mihael
michael	michael
type	vrsta
type	tip
kamp	bitku
kamp	boj
kamp	bitka
kamp	borbeno
stockholm	stockholmu
stockholm	stockholm
fortsatte	nastavak
australia	australija
australia	australiji
australia	australije
delt	dijeli
delt	zajednička
delt	podijelili
delt	zajedničko
delt	dijelili
delt	podijeljeni
delt	podijeljena
delt	podijeljeno
delt	split
høyeste	najviša
henrik	henrik
lenge	duga
lenge	long
lenge	dugo
trøndelag	trøndelag
leker	igračke
roman	rimski
roman	roman
roman	romane
roman	rimsko
roman	roman
stavanger	stavanger
italiensk	talijanska
italiensk	talijan
italiensk	talijanski
versjon	inačica
versjon	verzija
inntil	dok
dannet	formirana
fast	zapela
fast	zaglavljen
fast	zaglavio
fast	popravio
fast	fiksna
fast	fiksne
fast	fiksni
fast	popravljen
fast	zaglavljen
informasjon	info
informasjon	podaci
informasjon	informacije
informasjon	informacija
informasjon	podaci
informasjon	informacije
tross	unatoč
gjelder	primjeni
gjelder	primjenjuje
roma	rim
roma	romi
roma	roma
sentrum	centar
bok	knjiga
eldste	najstariji
eldste	najstarije
eldste	najstarija
eldste	najstariji
eldste	najstarije
eldste	najstarija
gresk	grk
gresk	grčki
offisielle	službeno
offisielle	službeni
offisielle	zvanično
bygd	ruralnim
bygd	izgrađen
bygd	izgrađena
bygd	izgrađeno
bygd	izgradio
red	crveno
red	crvena
red	crven
red	crveni
endte	završilo
sanger	singer
sanger	pjevačica
sanger	pjevač
sanger	sanger
sanger	pjesme
sanger	pesme
band	band
band	sastav
band	bend
band	bendovi
band	bendova
hovedsakelig	uglavnom
hovedsakelig	većinom
hovedsakelig	uglavnom
åtte	osam
bøker	knjige
press	pritisak
press	tlak
press	press
press	pritisnite
press	pritisni
press	novinari
benyttet	tvrdio
knyttet	povezani
søndag	nedjelja
søndag	nedelja
saint	sveti
saint	svetac
saint	saint
san	san
lokale	lokalni
lokale	lokalno
lokale	mještani
resultater	izvedba
resultater	izvođenje
resultater	nastup
resultater	rezultati
india	indija
india	indije
india	indiji
livet	life
livet	zivot
livet	život
inkludert	uključeno
inkludert	uključen
inkludert	uključujući
angrep	napadi
angrep	napada
angrep	napadni
angrep	napad
angrep	napadnuti
angrep	napadnut
angrep	napadnuta
datter	kći
datter	kćeri
datter	kćer
drept	ubijena
drept	ubijen
drept	ubijen
omfatter	uključuje
vise	pokaži
vise	prikaži
vise	show
vise	prikaz
område	područje
område	oblast
københavn	kopenhagenu
befolkningen	stanovništvo
befolkningen	populacija
hansen	hansen
regjeringen	ormar
regjeringen	kabinet
produsert	proizveden
produsert	proizveden
nordlige	sjeverni
nordlige	sjevernom
nordlige	sjeverna
sterkt	snažno
sterkt	snažno
sterkt	jaki
sterkt	jak
sterkt	jaka
sesong	sezone
sesong	sezona
tekst	tekst
carl	karl
carl	carl
tildelt	dodijeljen
tildelt	dodijeljena
tildelt	izdvojila
tildelt	nagrađen
serie	serije
serie	serija
nåværende	trenutni
nåværende	trenutna
nåværende	struja
nåværende	prisutan
nåværende	sadašnjost
nåværende	poklon
europeiske	europski
europeiske	europska
europeiske	europske
europeiske	europsko
los	los
besøkt	posjetili
besøkt	posjetio
latreille	latreille
lars	lars
betydning	važnost
betydning	važnosti
betydning	značaj
betydning	značenje
betydning	značaj
oss	oss
skrive	pišite
skrive	napiši
skrive	piši
skrive	napišite
veldig	vrlo
brukte	korištene
brukte	korišteno
brukte	korišten
elven	rijeke
elven	river
elven	rijeci
elven	rijeka
lenger	dalje
lenger	duze
lenger	duži
lenger	duže
lenger	dulje
ellers	inace
ellers	inače
ole	ole
united	united
united	ujedinjeni
sier	rekavši
sier	reci
sier	kaže
sier	kaze
fall	jesen
fall	pad
karriere	karijeri
karriere	karijeru
karriere	karijera
karriere	karijere
und	und
posisjon	položaj
posisjon	pozicija
posisjon	lokacija
posisjon	lokaciju
gate	kapija
gate	street
gate	ulica
gate	ulicu
island	island
island	islanda
island	ostrvo
island	island
island	otok
stadion	stadion
holder	holder
holder	držač
holder	držanje
holder	holding
unge	mladi
unge	mlad
unge	mlada
unge	mlade
unge	mlado
høy	visoko
høy	visok
høy	visoka
høy	visoki
høy	visok
høy	visoka
alltid	uvek
alltid	uvijek
skip	brod
skip	brodove
skip	brodovi
hus	kuca
hus	house
hus	kuća
hus	kuće
byer	gradove
byer	gradova
byer	gradovi
farge	boje
farge	boja
farge	boje
farge	boja
klart	vedro
klart	jasno
klart	čisto
international	international
international	međunarodna
international	međunarodni
sørlige	južni
sørlige	južna
sørlige	južnoj
slo	slo
slo	udri
slo	hit
høsten	jesen
høsten	jeseni
høsten	jesen
høsten	pad
viste	pokazao
viste	pokazali
krig	rat
krig	rata
oppdaget	otkriveno
oppdaget	otkriven
oppdaget	otkrio
oppdaget	otkriveni
oppdaget	otkrivena
oppdaget	otkriven
oppdaget	otkrivena
olav	olav
with	sa
mente	značilo
endret	promijenjen
endret	modificirani
midten	sredina
midten	srednja
midten	srednji
midten	sredinom
ferdig	završeno
ferdig	gotov
ferdig	gotovo
samlet	prikupio
samlet	okupio
samlet	sastavljen
samlet	okupljeni
maria	marija
maria	maria
lengde	duljina
lengde	dužina
lengde	dužine
teksten	tekst
hører	čuti
hører	čuje
hører	slušanje
hører	sluša
hører	slušam
data	podaci
indre	unutrašnji
indre	unutarnji
charles	charles
charles	karlo
sto	stajao
person	osobi
person	osoba
person	osobe
grand	grand
gav	dao
gav	dala
live	uživo
live	live
feil	netočno
feil	krivo
feil	pogrešno
feil	pogreška
feil	greška
høyere	glasnije
høyere	viši
vanskelig	tvrdo
vanskelig	tesko
vanskelig	teško
vanskelig	tesko
vanskelig	teško
solid	čvrsta
solid	solidan
solid	čvrsto
følger	praćenje
følger	pratim
følger	pratitelj
følger	sljedbenik
følger	pratitelja
følger	pratite
følger	slijedi
stiftet	utemeljena
stiftet	utemeljen
stiftet	osnovao
stiftet	osnovan
stiftet	osnovana
aktiv	aktivna
aktiv	aktivne
aktiv	aktivni
aktiv	aktivan
aktiv	aktivno
general	općenito
lett	lagano
lett	lako
arne	arne
harald	harald
richard	richard
sovjetunionen	sssr
lage	izrada
lage	pravljenje
lage	make
lage	napraviti
lage	napravi
national	nacionalni
national	nacionalna
asia	azija
asia	azije
anne	anne
ønsket	željeni
ønsket	tražen
ønsket	traženi
ønsket	htio
fly	leti
fly	fly
fly	poleti
fly	muha
fly	zrakoplov
fly	avion
fly	zrakoplov
fly	zrakoplova
fly	letjelica
fly	zrakoplovi
fly	avione
fly	zrakoplovi
fly	avioni
betydelig	znatno
betydelig	značajne
betydelig	značajno
betydelig	značajna
betydelig	značajan
sommeren	ljeto
sommeren	ljeta
mester	majstor
mester	učitelju
mester	šampion
mester	prvak
studerte	studirala
studerte	studirao
par	par
par	parovi
par	parove
par	parova
par	par
par	pari
par	parova
saken	case
saken	slučaj
saken	slucaj
runde	okrugli
runde	okruglo
runde	okrugla
runde	runda
lov	zakon
holde	zadrži
mexico	meksiko
