아이패드	ipad
외로운	üksildane
외로운	üksik
라벨	sildid
라벨	märgised
라벨	etikett
라벨	pealdis
라벨	märgistus
라벨	märgis
트레이시	tracy
팔이	käsi
팔이	käe
프레스턴	preston
벽돌	tellised
벽돌	telliskivi
벽돌	brick
벽돌	tellis
라이	lai
폴란드인	poolakad
백금	plaatina
하인	teenija
하인	teener
미완성	lõpetamata
캘린더	kalender
사이공	saigoni
재규어	jaguar
걷기	kõndimine
걷기	jalutades
걷기	jalutamas
걷기	kõnnib
걷기	kõnnib
걷기	kõndis
걷기	jalutas
걷기	kõndisid
걷기	kõnni
걷기	jalutuskäik
카를스루에	karlsruhe
사바나	savannah
바지	püksid
바지	püksid
설득	veenis
설득	veenmine
설득	veenda
설득	veena
설득	veenda
설득	veena
광업	kaevandamine
페가수스	pegasus
부트	saabas
애슬론	athlon
써니	päikeseline
니카라과의	nicaragua
니카라과의	nicaragua
아크라	accra
어려움	raskusaste
어려움	raskused
어려움	raskused
어려움	raskel
어려움	keeruline
어려움	raske
껍질	shell
껍질	kest
껍질	koor
껍질	koorida
껍질	koort
오르기	roni
오르기	ronida
네트워킹	võrgustike
완화	leevendamine
완화	leevendada
부록	liide
부록	liidete
클랜시	clancy
파이어니어	pioneer
탱고	tango
윌리스	willis
회귀	regressiooni
언리얼	ebareaalne
떠나기	jäta
떠나기	lahkumas
떠나기	lahkub
떠나기	lahkumine
푸리에	fourier
농도	kontsentratsioonid
농도	kontsentratsioon
농도	koondumine
농도	keskendumine
농도	kontsentratsioon
농도	sügavus
코코	nina
코코	ninna
코스타	costa
슬롯	pesa
폴라	paula
다이오드	diood
다이오드	dioodid
엘레나	elena
샘플링	proovi
샘플링	valim
샘플링	näidis
샘플링	proov
지평선	horisont
팬더	panda
팬더	panter
튜브	toru
튜브	torud
홍대	hong
카트	vanker
카트	käru
레저	vabaaja
마르코프	markov
직위	asukoht
직위	positsioon
직위	asend
직위	positsioonid
비아	via
진흙	pori
진흙	muda
브리타니아	britannia
쿼터	kvartal
쿼터	veerand
헐리우드	hollywood
헐리우드	hollywoodi
케리	kerry
모모	momo
적응	kohanemine
적응	adaptiivne
적응	kohandamine
적응	kohandus
적응	kohanemine
레니	lenny
체이스	chase
체이스	tagaajamine
인디아	india
흡연	suitsetamine
흡연	suitsetaja
복권	loto
복권	loterii
양키	yankee
로마노프	romanov
가이아나	guajaana
섀도우	varju
섀도우	vari
피아트	fiat
블레이크	blake
이방인	võõras
아드리안	adrian
포르쉐	porsche
벤처	venture
부스	kabiin
부스	booth
마티아스	matthias
호스팅	korraldas
스탬프	pitser
스탬프	tempel
스탬프	margid
베트남어	vietnami
드러낸다	paljastab
에메랄드	smaragd
아프로	afro
색인	indekseeritud
색인	indeks
색인	index
색인	indekseid
파우스트	faust
테두리	piir
테두리	piiri
하퍼	harper
카우보이	kauboi
포화	küllastunud
로이스	royce
로이스	lois
목차	sisu
오카	oka
서류	paberid
결핵	tuberkuloosi
결핵	tuberkuloos
불평등	ebavõrdsuse
불평등	ebavõrdsus
남용	kuritarvitamine
남용	kuritarvitamise
화해	leppimise
편집기	redaktor
편집기	toimetaja
줄무늬	triibuline
줄무늬	triip
벅스	buck
벅스	putukad
벅스	kulli
니컬러스	nicolas
니컬러스	nikolai
니컬러스	nicholas
모듈러	modulaarne
베일	bale
베일	loor
무의미한	mõttetud
무의미한	mõttetu
사드	saad
퇴직	pensionile
퇴직	pensionil
퇴직	erus
포인터	kursor
녹아	lagunemine
녹아	sulatada
무지	teadmatus
박격포	miinipilduja
포괄적	põhjaliku
포괄적	kõikehõlmav
재활	taastusravi
통증	valu
마당	õu
마당	õue
플랫	tasane
플랫	lame
크로스오버	crossover
복합체	keerukas
복합체	kompleks
복합체	ühendid
복합체	ühend
카누	kanuud
카누	aerutamine
카누	kanuu
만찬	õhtusöök
시그널	signaal
시그널	signaali
시그널	märguanne
볼셰비키	bolševikud
더그	doug
숨겨져	peidus
숨겨져	peidetud
숨겨져	varjatud
찾아보기	avastavad
찾아보기	avastada
찾아보기	avasta
찾아보기	avastama
어디서나	kõikjal
어디서나	igalpool
생년월일	sünniaeg
블레어	blair
블레어	blairi
니콜라우스	nicolas
니콜라우스	nikolai
니콜라우스	nicholas
댓글	kommentaari
댓글	kommentaar
댓글	kommenteerimise
댓글	kommenteeris
댓글	kommentaarid
댓글	märkused
카렐리야	karjala
아래쪽	madalam
아래쪽	madalamad
아래쪽	alumine
아래쪽	madalamale
아래쪽	allapoole
아래쪽	all
아래쪽	allpool
플로피	floppy
수족관	akvaariumi
수족관	akvaarium
편리하다	mugav
콜라	koka
콜라	koola
콜라	coca
콜라	koksi
콜라	koola
콜라	cola
조달	hange
조달	hanke
미드	mõdu
미드	mid
리바운드	tagasilöögi
검출	avastamise
검출	tuvastamine
검출	avastamine
손상된	vigastatud
손상된	kahjustatud
손상된	kahjustunud
걷고	kõndimine
걷고	jalutades
걷고	jalutamas
걷고	kõnnib
범죄자	kurjategijad
범죄자	kurjategija
범죄자	kuritegelik
범죄자	kriminaalne
범죄자	kriminaal
범죄자	kurjategija
명성	kuulsus
명성	mainet
명성	maine
명성	reputatsioon
입술	huuled
입술	huule
마티	marty
섀넌	shannon
농부	talunikud
농부	talupidajad
농부	põllumajandustootjate
농부	farmer
베니	benny
응급	hädaolukord
스무	kakskümmend
실린더	silindri
실린더	ballooni
우분투	ubuntu
리타	rita
샤이니	shah
손해	kahjum
손해	kaod
손해	kahjustus
손해	kahju
손해	kahjustused
버추얼	virtuaalne
어시스트	abistab
브람스	brahmsi
아이비	ivy
스플리트	pooleks
코니	connie
혈관	laevad
혈관	laevade
치프	ülemus
치프	pealik
치프	ülem
노스웨스턴	northwesterni
에베레스트	everest
타원형	elliptilised
마일스	miles
마일스	miili
디나르	dinaar
리처드슨	richardson
노래방	karaoke
피드백	tagasiside
공지	teated
공지	väljakuulutamine
공지	teadaanne
공지	märka
공지	teade
공지	teadaanded
잠금	lukku
잠금	luku
잠금	lukk
잠금	lukustamine
바하마	bahama
바하마	bahama
설리번	sullivan
훌리오	julio
루니	rooney
무례한	ebaviisakas
매트	matt
매트	matti
매트	mati
매트	matid
매트	mats
항아리	purk
항아리	purki
항아리	purgi
항아리	jar
엘런	ellen
온실	kasvuhoone
온실	kasvuhoonete
지불	maksa
지불	tasub
지불	maksab
지불	tasumine
지불	maksmine
지불	makse
감지	avastamise
감지	tuvastamine
감지	avastamine
감지	tuvastati
감지	tuvastatud
감지	avastatud
감지	avastati
네이션	rahvus
익힌	hautatud
통역	tõlk
연습생	harjutamine
연습생	tava
연습생	praktika
민병대	miilits
워프	warp
갈라	gala
아브라함	ibrahim
아브라함	abraham
전갈자리	skorpion
전갈자리	scorpius
아리스토텔레스	aristoteles
체계적	süstemaatiline
크로니클	kroonika
물고기자리	kalad
가까워	lähemale
가까워	lähemal
가까워	lähemalt
자격증	sertifitseerimine
자격증	kvalifikatsioon
자격증	volituste
자격증	sertifitseeritud
자격증	tõendatud
가정교사	guvernant
남서	edela
벤치	pingid
벤치	pink
벤치	pingi
스완	luik
스완	luige
흔적	jälg
흔적	rada
흔적	jäljed
흔적	traces
흔적	jälg
흔적	rajad
에드먼턴	edmonton
말라위	malawi
캐치	püüa
캐치	saak
캐치	saagi
비자	viisa
세르비아인	serblased
세르비아인	serbia
넷스케이프	netscape
오늘도	täna
부모님	vanemad
부모님	lapsevanemad
부모님	vanem
부모님	lapsevanem
스위프트	swifti
스위프트	swift
수류탄	granaat
수류탄	granaadid
콜렉션	kogu
콜렉션	kollektsioon
콜렉션	kogumine
몬테레이	monterrey
펀자브	pandžabi
단락	lõik
단락	paragrahv
단락	lõige
단락	lõigud
단락	lõiked
하버	sadam
하버	harbour
무제한	piiramatu
무제한	piiramata
무제한	piiramatu
숨김	peidus
숨김	peidetud
숨김	varjatud
매기	maggie
카세트	kassett
카세트	kassette
행복하게	õnnelikult
귀도	guido
거품	mullid
거품	vaht
거품	mull
랠리	ralli
닫습니다	lähedal
닫습니다	sulge
닫습니다	sulgeb
닫습니다	suletakse
독립기념일	iseseisvus
독립기념일	sõltumatus
스캇	scott
배너	banner
의사당	capitol
억제	inhibeerimine
억제	inhibiitor
억제	inhibiitori
방학	puhkus
사우샘프턴	southamptoni
베네딕트	benedict
도달	saavutas
도달	jõuti
도달	reach
도달	jõuab
가정부	teenija
가정부	teenijanna
가정부	neitsi
가정부	majapidajanna
인덱스	indekseeritud
인덱스	indeks
인덱스	index
인덱스	indekseid
플라워	lill
플라워	õis
플라워	lilleke
아메드	ahmed
피어	peer
배운다	õppima
배운다	õpime
배운다	õppida
배운다	õpi
멤버들	liikmed
멤버들	parlamendiliikmed
애정	kiindumus
애정	kiindumust
비스마르크	bismarck
볼륨	ruumala
볼륨	maht
볼륨	helitugevus
볼륨	köide
볼륨	mahud
볼륨	maht
파도	lained
파도	laineid
파도	laine
엘프	haldjas
엘프	päkapikk
엘프	haldjad
웬디	wendy
백조	luik
백조	luige
심어	istutatud
스노우	lumesadu
스노우	lumi
라디에이터	radiaator
거스	gus
출판물	avaldamine
출판물	trükised
출판물	väljaanded
출판물	väljaannete
타라	tara
마르코스	marcos
바빌론	babylon
발목	pahkluu
반체제	dissident
중성미자	neutriino
베일리	bailey
새우	krevetid
새우	krevetid
새우	krevette
새우	krevetid
다코타	dakota
에식스	essexi
페니	penn
페니	penny
페니	sent
혼돈	segadust
혼돈	segadus
혼돈	kaos
레딩	redding
워렌	warren
브라보	bravo
볼프	hunt
볼프	wolf
하이라이트	rõhutatud
하이라이트	rõhutab
하이라이트	esile
하이라이트	esiletõstmine
두뇌	ajju
두뇌	aju
일관성	ühtsus
일관성	sidusus
일관성	järjepidevus
일관성	järjepidevuse
일관성	kooskõla
알란	alan
망치	haamer
망치	vasar
망치	hammer
주디	judy
대각선	diagonaal
피타고라스	pythagoras
지리학	geograafia
멜로	melo
카레	karri
지브롤터	gibraltar
지브롤터	gibraltari
전자제품	elektroonika
재산권	omadus
재산권	omand
헤럴드	herold
글래스	klaasi
글래스	klaasist
글래스	klaas
뱅크스	banks
뱅크스	pangad
부착	kaasamine
컴팩트	kompaktne
장애물	takistamine
장애물	takistus
장애물	hüppavad
장애물	hüppamine
장애물	takistuse
장애물	takistus
장애물	takistused
복숭아	virsikud
복숭아	virsiku
사용법	kasutamine
사용법	kasutus
콘월	cornwalli
자정	kesköö
자정	keskööl
분사	süstimine
분사	süst
분사	süsti
싸이	psy
절단	amputatsioon
프로토타입	prototüüp
프로토타입	prototüübid
템플	tempel
템플	temple
웰스	welles
웰스	wells
에덴	eden
지뢰	kaevandused
지뢰	miinid
지뢰	miinivälja
피보나치	fibonacci
에두아르도	eduardo
코브라	kobra
플라톤	platon
항생제	antibiootikumid
항생제	antibiootikum
그리피스	griffith
그리피스	griffiths
정서	emotsioon
정서	emotsioonid
정서	emotsiooni
현미경	mikroskoobi
현미경	mikroskoopia
민트	mint
민트	mints
롤리	raleigh
트로이아	trooja
트로이아	troy
육체	ihu
칩셋	kiibistik
아이튠즈	itunes
컨셉	mõiste
컨셉	kontseptsioon
트레이딩	kauplemine
트레이딩	kauplemise
중요성	olulisus
중요성	tähtsus
제우스	zeusi
제우스	zeus
전화번호	telefoni
전화번호	telefon
긴장	närviline
긴장	pinge
긴장	pingeid
긴장	pinged
워털루	waterloo
질투	kade
질투	armukadedus
질투	kadedus
안젤로	angelo
안젤로	angela
원예	aianduse
원예	aianduses
지부티	djibouti
스탠포드	stanfordi
