lily	릴리
promijeni	변화
promijeni	변경
promijeni	바꾸기
rame	어깨
sluga	하인
mentor	멘토
mučenik	순교
mučenik	순교자
pošalje	보냅니다
rachel	레이첼
obavezno	필수
naoružani	무장
zaštićeno	보호
prorok	예언자
león	레온
čarape	스타킹
čarape	양말
čarape	socks
zamisao	아이디어
zamisao	idea
nadležnost	관할권
suze	눈물이
suze	눈물
odraz	반영
odraz	반사
odraz	반사
elena	엘레나
opterećenje	로드
opterećenje	로딩
ribari	어부
michelle	미셸
komentirao	댓글
prijatelje	친구
prijatelje	프렌즈
prijatelje	친구들이
prijatelje	친구들
angela	안젤라
angela	안젤로
otpušten	퇴원
prikazi	묘사
depresije	우울증
einstein	아인슈타인
krzna	모피
krzna	모피
napusti	떠나
napusti	떠나기
colin	콜린
kongu	콩고
simpson	심슨
afganistan	아프가니스탄
grove	그로브
pakistana	파키스탄
snimatelj	카메라맨
brad	브래드
himne	anthem
himne	찬송가
himne	찬송
troši	지출
francisca	프란시스코
obavijesti	알림
obavijesti	알림
padaju	떨어지고
padaju	falling
padaju	떨어지는
keller	켈러
planinu	산악
piva	맥주
piva	맥주
upoznati	만나
zviježđe	별자리
mrežnice	망막
mrežnice	망막
kandidati	후보
kandidati	후보자
prijateljica	친구
lakši	라이터
ravnotežu	균형
ravnotežu	밸런스
ravnotežu	잔액
gandalf	간달프
slavna	연예인
linda	린다
azijski	아시아
učinkovito	효율적
učinkovito	효과적
raznolikost	다양성
raznolikost	다양체
raznolikost	버라이어티
surađivati	협조
surađivati	협력
brončana	청동기
brončana	청동
nancy	낸시
ocjena	평가
ocjena	평가하기
ocjena	별점
ocjena	평점
ocjena	점수
ocjena	득점
učiti	공부하기
učiti	공부
vitezovi	나이트
nakit	보석
nakit	쥬얼리
marcel	마르셀
mirna	평화로운
mirna	평화롭고
greg	그레그
greg	그렉
kriterija	기준
izazov	도전
geološki	지질학
geološki	지질
commonwealtha	연방
negativan	부정적
negativan	음수
negativan	음성
bale	베일
šesto	여섯번째
pax	팍스
elite	엘리트
bombardera	폭격기
mjesečno	월간
mjesečno	매달
mjesečno	매월
leteći	flying
leteći	플라잉
leteći	날아라
leteći	비행
stazama	트레일
stazama	궤적
stazama	흔적
nacrt	blueprint
nacrt	초안
nacrt	드래프트
nacrt	임시
sjena	섀도우
sjena	섀도
sjena	그림자
posjetiti	방문
posjetiti	방문하기
kontinent	대륙
cca	cca
grijeh	sin
putnik	여객
putnik	승객
putnik	트래블러
romanopisac	소설가
planova	플랜
planova	계획
proboj	획기적인
proboj	돌파
ssr	ssr
stupovi	기둥
stupovi	칼럼
stupovi	기둥
prosječni	평균
pittsburgh	피츠버그
detalj	상세
detalj	자세히
detalj	세부사항
mišići	근육
mišići	근육
algoritam	알고리즘
skladište	창고
skladište	웨어하우스
skladište	저장소
skladište	스토리지
skladište	저장
kostura	뼈대
eve	이브
eve	에이브
narav	성질
brandt	브랜트
brandt	브란트
izgubi	lose
potrošnja	소비
učinkovitosti	효율성
učinkovitosti	효율
organizmi	생물
organizmi	생명체
organizmi	미생물
falls	폭포
mudrosti	지혜
klupe	벤치
izolacije	격리
izolacije	고립
prepreka	장애물
prepreka	장애물
kanali	채널
kanali	운하
stabilnosti	안정성
stabilnosti	안정
liberty	리버티
pehar	cup
topla	따뜻하다
kapeli	채플
kapeli	예배당
matematiku	수학
matematiku	수학
standardno	스탠더드
standardno	표준
stolac	의자
stolac	대변
stolac	변이
reci	say
modula	모듈
modula	모듈
slo	슬로
izračunati	계산하기
izračunati	계산
izračunati	계산
terminal	터미널
dano	주어진
nacisti	나치즘
airways	항공
pouzdano	신뢰성
pouzdano	안정적
uređaje	기기
uređaje	디바이스
uređaje	장치
imenovanje	약속
imenovanje	예약
planiranja	플래닝
planiranja	계획
planiranja	기획
preostala	남음
perzije	페르시아
bombarder	폭격기
bombarder	봄바디어
galeb	갈매기
galeb	갈매기
kuba	쿠바
ilustracija	일러스트
ilustracija	삽화
ajax	아이아스
vlage	습기
vlage	수분
vlage	습도
vlage	습기
homoseksualnost	동성애
homoseksualnost	동성애자
alati	도구
zaštićen	보호
mode	패션
kanadska	캐나다
kanadska	캐나디안
kanadska	캐나다인
lansiranje	출시
lansiranje	런칭
lansiranje	출시
lansiranje	실행
lansiranje	발사
lansiranje	런칭
izjavu	성명서
izjavu	진술
mesto	장소
kvalitetno	품질
kvalitetno	퀄리티
kvalitetno	화질
kvalitetno	화질이
mediteranske	지중해
rundi	라운드
opisa	설명
opisa	묘사
ulicu	거리가
ulicu	스트리트
ulicu	거리
ulicu	길거리
romeo	로미오
romeo	romeo
pojedinac	개별
pojedinac	개인
cox	콕스
kontekst	맥락
kontekst	문맥
dozvola	라이선스
dozvola	라이센스
dozvola	면허
dozvola	허가서
dozvola	권한
dozvola	허가
dozvola	허락
dozvola	라이선스
dozvola	라이센스
dozvola	면허
dozvola	허가
dozvola	허용
meksička	멕시코인
meksička	멕시코
ovce	양양
blagoslov	축복
blagoslov	축복이
blagoslov	축복
nafta	오일
nafta	석유
nafta	기름
majstori	마스터즈
majstori	마스터스
izgubljena	분실
izgubljena	로스트
izgubljena	잃어버린
nož	나이프
nintendo	닌텐도
promijenjen	변경되었습니다
promijenjen	바꿨다
promijenjen	변경됨
svjedoci	증인
svjedoci	목격자
komitet	위원회
tragedije	비극
tragedije	비극
bridge	다리
bridge	브리지
sličnost	닮음
vermont	버몬트
dozvole	라이선스
dozvole	사용권
dozvole	라이센스
dozvole	면허
dozvole	권한
dozvole	허가
podružnice	자회사
programiranje	프로그래밍
poslana	보냄
poslana	전송
prizor	장면
prizor	현장
prizor	광경
trbuh	위장
jednakost	평등
jednakost	평등주의
clinton	클린턴
orijentacija	오리엔테이션
orijentacija	방향
orijentacija	지향
kupi	사기
zaposlenika	직원
zaposlenika	직원
zaposlenika	직원들
gospodari	마스터즈
gospodari	마스터스
padovi	파도바
uništi	파괴
potrošača	소비
potrošača	소비자
laser	레이저
zvuči	소리
parametar	파라미터
parametar	매개변수
udaraca	펀치
zidove	성벽
civilni	민간
civilni	민간인
betty	베티
radikalne	급진주의
magnus	매그너스
magnus	마누스
magnus	마그누스
obožavatelji	팬들
guma	고무
guma	타이어
guma	타이어
guma	타이어
snimljeno	녹음
snimljeno	녹화
poboljšati	보정
poboljšati	향상
poboljšati	개선하기
poboljšati	향상
poboljšati	개선
pakistanu	파키스탄
dawson	도슨
ograničene	한정
ograničene	제한된
laži	거짓말
prijatelju	친구
vozači	운전자
vozači	드라이버
vozači	운전사
rome	rom
izvući	추출
izvući	풀기
elektroda	전극
klinika	클리닉
klinika	진료소
zviježđa	별자리
ultimate	얼티밋
plivanje	수영
plivanje	수영
psihološki	심리학
psihološki	심리
psihološki	심리적
progon	박해
zagrijavanje	온난화
topništvo	대포
rgb	rgb
alma	alma
alma	알마
newman	뉴먼
opasan	위험한
opasan	위험하다
opasan	위험
istanbulu	이스탄불
paviljon	파빌리온
kontinentu	대륙
muško	남성
muško	수컷
norma	norma
norma	규범
norma	노름
prodano	팔렸다
prodano	판매
piano	피아노
pravosuđa	사법
pravosuđa	사법제도
niš	니시
nastavnik	선생님
nastavnik	교사
nastavnik	스승
disco	디스코
adresu	주소
misleći	생각
zore	새벽
glasove	득표
glasove	투표
trave	잔디
tenkove	tanks
tenkove	탱크
tenkove	전차
jaguar	재규어
zadovoljan	만족
hana	한한
očekivati	기대
naglasio	스트레스
upravljati	관리하기
upravljati	관리
arhitekti	건축가
zlatan	즐라탄
izlaganje	노출
osjetila	감각
cola	코카콜라
cola	콜라
cola	콜라보
cola	콜라
krede	백악기
matematika	수학
matematika	수학
adriana	아드리아나
sastojak	재료
tamna	어둡게
tamna	다크
tamna	어두운
tamna	어둠
nošenje	입고
annie	애니
mega	메가
triler	thriller
triler	스릴러
nasljeđuje	상속
hitchcock	히치콕
ira	ira
ekstremno	극단
ekstremno	익스트림
ekstremno	극한
posjete	방문
posjete	방문자
ward	워드
carevi	황제
korisne	유용하다
korisne	유용합니다
korisne	유용
twin	쌍둥이
twin	트윈
žuto	황색
žuto	노랑색
žuto	노란색
žuto	노랑
unutrašnji	내부
biologije	생물학
memphis	멤피스
kartica	카드
dijagnoza	진단
nevjerojatno	놀라운
nevjerojatno	어메이징
nevjerojatno	놀라운
financijska	재무
financijska	금융
ubrzano	가속
dnevna	일일
dnevna	데일리
dnevna	일간
dnevna	일상
giorgio	조르지오
razmišljanje	생각
koristan	유용하다
koristan	유용합니다
koristan	유용
zahvat	절차
zahvat	시술
sylvia	실비아
bukurešt	부쿠레슈티
stvoreni	생성
stvoreni	만들었습니다
učinci	영향
učinci	효과
kave	커피
ropstvo	노예제도
ropstvo	노예제
pohvale	칭찬
pohvale	찬미
pohvale	찬양
mete	타겟
predak	조상
channel	채널
vječni	영원
vječni	영원한
baltimore	볼티모어
pic	pic
kostur	뼈대
urana	우라늄
urana	천왕성
genetski	유전자
cat	고양이
prehrana	영양
prehrana	영양실조
prehrana	다이어트
yuan	위안
sacramento	새크라멘토
sučelje	인터페이스
fiat	피아트
čudno	이상한
čudno	이상한
čudno	이상하다
čudno	odd
mvp	mvp
organski	유기적
lan	lan
najniža	최저
žitarica	곡물
žitarica	시리얼
kapital	자본
kapital	수도
kapital	캐피탈
kapital	자본주의
kapital	캐피털
biologija	생물학
točnost	정확도
točnost	정밀도
točnost	정확성
katastrofe	재난
katastrofe	재난
katastrofe	재해
zarobljeni	캡처
zarobljeni	캡쳐
zarobljeni	갇힌
zarobljeni	갇혀있는
zarobljeni	갇혀
blizanci	쌍둥이
blizanci	트윈스
epidemija	확산
filipini	필리핀
lijekove	약물
premijere	시사회
premijere	시사회
bradley	브래들리
vista	비스타
dominantna	지배
dominantna	지배자
diva	디바
viktorija	빅토리아
nula	제로
trans	트랜스
trans	트랜스
trans	트랜스월드
trans	트랜스포트
sinteza	합성
slab	약한
slab	약해
gledanost	평가
gledanost	평점
vektor	벡터
bijes	분노
bijes	퓨리
bijes	분노
napoli	나폴리
dai	다이족
dai	다이
dai	dai
afc	afc
pogodila	추측
rođendana	생일
rođendana	생일인
spas	구원
hepburn	헵번식
hepburn	헵번
unatrag	뒤로
floyd	플로이드
truman	트루먼
očekivanja	기대
očekivanja	기대
stjecanje	습득
stjecanje	획득
stjecanje	인수
stjecanje	수집
bayer	바이어
server	서버
psihologija	심리학
vraćanje	복구
vraćanje	복원하기
vraćanje	복원
vozilima	차량
čvrsta	단색
čvrsta	고체
čvrsta	입체
čvrsta	솔리드
komplikacije	합병증
praznik	휴일
praznik	명절
praznik	연휴
praznik	홀리데이
praznik	휴가
praznik	공휴일
pacific	태평양
pacific	퍼시픽
slap	폭포
slap	폭포수
fly	날아라
fly	플라이
varijable	변광성
varijable	변수
varijable	변수
sreća	행복
sreća	happiness
izgubljen	분실
izgubljen	로스트
izgubljen	잃어버린
conrad	콘라트
conrad	콘라드
conrad	콘래드
osvoji	정복
učiteljica	선생님
učiteljica	교사
učiteljica	스승
minimum	최소
tron	왕좌
tron	왕위
kor	kor
claire	클레어
ncaa	ncaa
vruće	덥다
vruće	hot
vruće	뜨겁다
vruće	뜨거운
shvaćanje	깨달음
shvaćanje	이해
shvaćanje	이해하기
tokio	도쿄
tokio	동경
denver	덴버
dim	어둡게
dim	흐림
dim	연기
dim	담배
kinesko	중국인
kinesko	중국어
rezolucije	해상도
rezolucije	결의
marion	매리언
marion	마리온
poslanik	예언자
vani	밖에서
vani	외부
vani	바깥
kriterije	기준
myspace	마이스페이스
pjesnici	시인
veznjak	미드필더
pal	pal
urednica	편집기
urednica	편집자
urednica	에디터
legura	합금
legura	합금
hms	hms
financiranje	금융
financiranje	자금
financiranje	재무
financiranje	재정
financiranje	금융
leeds	리즈
orbite	궤도
indijska	인도인
indijska	인도
indijska	인디언
kugla	스피어
kugla	orb
pravda	정의
naruto	나루토
korisno	유용하다
korisno	유용합니다
korisno	유용
nakita	보석
nakita	쥬얼리
tanaka	다나카
tanaka	타나카
bravo	bravo
bravo	브라보
neznatno	약간
laguna	석호
emanuel	이매뉴얼
suverenitet	주권
procesor	프로세서
ruševina	폐허
vjeran	충성
vjeran	충실
ivice	헨젤
ratnik	전사
ratnik	워리어
motive	동기
ilustracije	삽화
natjecati	경쟁
kramer	크레이머
prijedlozi	추천
prijedlozi	제안
prijedlozi	제안
kornjače	거북
kornjače	거북이
zasebno	별도
zasebno	따로따로
zasebno	따로
zasebno	별도로
face	얼굴
face	얼굴이
face	얼굴
face	얼굴들
bjelorusiji	벨라루스
titan	타이타늄
titan	티타늄
titan	타이탄
titan	티탄
smeđa	갈색
smeđa	브라운
marsu	화성인
marsu	화성
sija	빛나고
sija	빛나
sija	빛나는
predavanje	강의
predavanje	강연
snoop	snoop
bik	황소자리
bik	황소
pacijenti	환자
pacijenti	환자들
reforma	개혁개방
reforma	개혁
intenzitet	강도
intenzitet	강조
luksemburg	룩셈부르크
počasti	명예
uhvati	캐치
krvarenje	출혈
krvarenje	출혈
misionar	선교사
svježe	신선
svježe	신선한
perez	페레즈
sinove	아들들
pogodan	어울리는
povrća	채소
povrća	야채
freddie	프레디
franšize	프랜차이즈
franšize	프랜차이즈
spojeni	연결됨
konkretno	콘크리트
konkretno	구체적으로
maslina	올리브
maslina	올리브
doc	doc
prilagoditi	조정
ultra	울트라
humor	유머
humor	유머
upozorenja	경고
upozorenja	알림
upozorenja	경고
zainteresiran	관심사
zainteresiran	관심
makedonska	마케도니아어
makedonska	마케도니아
makedonska	마케도니아인
reid	리드
eko	eco
senator	상원
senator	상원의원
chaplin	채플린
stockholmu	스톡홀름
betona	콘크리트
burke	버크
mladunci	컵스
crosby	크로스비
samoubojstva	자살
razvijanje	개발
povrće	채소
povrće	야채
povrće	채소
povrće	야채
kontinuitet	연속성
kontinuitet	연속
dumbledore	덤블도어
koš	바스켓
koš	바구니
slabost	약점
stati	fit
plazme	플라스마
plazme	플라즈마
truba	트럼펫
truba	나팔
koza	염소자리
koza	염소
sklonište	쉼터
varijacija	변동
varijacija	변동이
varijacija	변이
afrička	아프리카
suza	눈물
suza	눈물이
suza	눈물
putanja	경로
putanja	path
citat	따옴표
citat	인용
klupi	벤치
polo	폴로
ventil	밸브
oporavak	복구
oporavak	회복
digitalno	디지털
magna	magna
emi	에미상
emi	emi
letova	항공편
letova	비행
ravan	평평한
ravan	플랫
rumunji	루마니아인
osman	오스만
cover	커버
cover	덮개
cover	표지
negativni	부정적
negativni	음수
negativni	음성
povelje	헌장
povelje	전세
potencijalno	잠재적으로
lucy	루시
grey	회색
grey	그레이
organe	장기
simptome	증상
simptome	증세
kuhinja	부엌
kuhinja	주방
reeves	리브스
potraga	퀘스트
note	노트
udžbenik	교과서
vrtovi	낙원
vrtovi	정원
spašava	저장
aluminij	알루미늄
aluminij	알루미늄
raznolikosti	다양성
holly	홀리
domaćinstva	가구
domaćinstva	집안
domaćinstva	가구
putnici	승객
putnici	여행객
putnici	여행자
putnici	트래블러
držanje	자세
susjedstvu	동네
inozemstvo	해외로
inozemstvo	해외
inozemstvo	해외로
inozemstvo	해외
proširenja	확장자
proširenja	팽창
proširenja	급팽창
proširenja	전개
proširenja	확장
kutija	box
kutija	상자
kutija	박스
muslimanski	이슬람교
muslimanski	무슬림
emily	emily
emily	에밀리
odvojeni	분리됨
odvojeni	별거
odvojeni	분리
odvojeni	따로따로
odvojeni	따로
balet	발레
balet	발레단
razum	이유
razgovori	대화
razgovori	회담
članstva	멤버십
članstva	멤버
predstavljanje	소개
predstavljanje	도입
predstavljanje	소개팅
predstavljanje	프레젠테이션
montgomery	몽고메리
kristina	크리스티나
kristina	크리스틴
potvrda	확인
potvrda	인증서
potvrda	증명서
akademske	학문
akademske	학업
akademske	학술
napore	노력
rimljanima	로마인
privremena	임시
privremena	일시적
igračku	장난감
igračku	장난감이
igračku	토이
inicijative	이니셔티브
inicijative	이니셔티브
odgovore	답변
odgovore	대답
bowl	사발
bowl	그릇
menadžment	경영
menadžment	관리
aston	애스턴
trudna	임신
duhan	담배
mehanika	역학
kube	쿠바
konzul	영사
maske	마스크
maske	마스크
maske	가면
kvadrata	제곱수
reper	래퍼
razloge	이유
vizualni	시각
vizualni	비주얼
primljena	받았습니다
primljena	받은
primljena	받음
primljena	인정
bug	벌레
bug	버그
vektora	벡터
malcolm	맬컴
malcolm	말콤
stevens	스티븐스
čarobnjak	마법사
milwaukee	밀워키
teretni	화물
teretni	운송
aristotel	아리스토텔레스
julian	율리우스
julian	율리아누스
julian	율리안
sda	sda
proglašenje	선언
telefon	전화
telefon	전화기
telefon	전화번호
telefon	휴대폰
telefon	전화
telefon	전화기
barnes	반즈
metak	총알
metak	탄환
prijave	애플리케이션
prijave	어플리케이션
sretno	해피
sretno	행복
sretno	행복해
sretno	행복하다
sretno	행복한
commons	커먼즈
maršal	마샬
maršal	마셜
svečanost	의식
svečanost	갈라
greška	실수
greška	오류
inženjering	공학
inženjering	엔지니어링
protona	양성자
holland	홀랜드
egipćani	이집트인
tor	tor
tor	토르
boginja	여신
telenovela	텔레노벨라
vir	소용돌이
ženevi	제네바
lidija	리디아
wimbledon	윔블던
uran	우라늄
uran	천왕성
tekući	액체
tekući	리퀴드
irc	irc
idaho	아이다호
masakr	학살
milje	마일스
milje	마일리지
milje	마일
milje	마일리
milje	마일즈
promocije	홍보
promocije	프로모션
promocije	홍보
promocije	프로모션
promocije	승진
rezolucija	해상도
rezolucija	결의
zamijenili	스위치
podijelili	공유
šanse	기회
šanse	확률
trenutna	현재
trenutna	전류
bat	bat
bat	박쥐
kršenje	위반
hrabrosti	용기
oskar	오스카어
oskar	오스카
oskar	오스카
okretaja	rpm
kopije	복사
kopije	복사본
kopije	사본
lom	골절
jenkins	젱킨스
stolu	데스크
stolu	책상
orijentaciju	오리엔테이션
orijentaciju	방향
orijentaciju	지향
financije	재무
financije	재정
financije	금융
financije	재정
traženje	검색
jednakosti	평등
jednakosti	평등주의
tracy	트레이시
komercijalne	상용
komercijalne	상업용
komercijalne	상업
protestanti	개신교
tata	아빠
mihael	마이클
mihael	미하엘
mihael	미카엘
woods	우즈
korijeni	뿌리
korijeni	뿌리기
zaslužio	획득
zaslužio	획득한
memorija	추억
memorija	기억력
memorija	메모리
memorija	기억
zaustavlja	정류장
kapelu	채플
kapelu	예배당
iphone	아이폰
duboka	깊은
duboka	깊게
marta	마르타
marta	마사
slanje	보내기
slanje	전송
slanje	배송
slanje	발송
benz	벤츠
okupljanje	수집
okupljanje	모임
okupljanje	동창회
krumpir	감자
krumpir	감자
ruta	경로
ruta	노선
ruta	노선
ruta	경로
kartice	카드
nedjeljom	일요일
rolls	롤스
digitalna	디지털
agenti	에이전트
ruby	ruby
ruby	루비
slijetanje	착륙
slijetanje	랜딩
roditelje	부모
roditelje	부모님
najnovije	최신
najnovije	최근
najnovije	최신
junaci	영웅
junaci	히어로
junaci	히어로즈
mane	결함
domingo	도밍고
promatrač	옵저버
promatrač	관찰자
promatrač	옵서버
iskorištavanje	착취
opasno	위험한
opasno	위험하다
opasno	위험
napuštena	버림
odisej	오디세이
odisej	율리시스
naveden	나열
naveden	지정됨
naveden	지정
upozorenje	경고
winston	윈스턴
melbourne	멜버른
melbourne	멜번
leslie	레슬리
ispuniti	채워
ispuniti	fill
ispuniti	채우기
kuga	전염병
kuga	흑사병
kuga	페스트
kružni	순환
kružni	원형
segment	세그먼트
fragmenti	단편
kronike	연대기
madison	매디슨
adrian	아드리안
sekundarni	중등
jackie	재키
elektronski	전자
elektronski	일렉트로닉
dokumentarac	다큐멘터리
roosevelt	루스벨트
roosevelt	루즈벨트
tretman	시술
tretman	치료
torpeda	어뢰
andrews	앤드루스
odaje	챔버스
slom	분석
omot	래퍼
napulj	나폴리
osobnosti	성격
osobnosti	성격
osobnosti	인격
osobnosti	개성
aero	에어로
ispraviti	교정
nizak	낮은
nizak	낮음
nizak	low
lotus	로터스
izmišljeni	상상
izmišljeni	허구
aaron	에런
aaron	아론
doktrina	교리
mastering	마스터링
ravnoteža	균형
ravnoteža	밸런스
ravnoteža	잔액
zaliha	공급
radost	기쁨
radost	조이
radost	기쁨이
xml	xml
zeppelin	체펠린
popraviti	fix
popraviti	고쳐
popraviti	고치
popraviti	고치기
herkul	허큘리스
herkul	헤라클레스
ruže	장미
veracruz	베라크루스
smeđi	갈색
smeđi	브라운
pčele	벌벌
ozlijeđen	부상
miješa	믹스
lena	리나
skidanje	다운로드
kriv	유죄
službenici	장교
sjeverozapad	북서쪽
sjeverozapad	노스웨스트
sjeverozapad	북서부
sjeverozapad	북서
filozofi	철학자
filozofi	철학자들
tigar	호랑이
tigar	타이거
osvete	복수
osvete	복수
usporediti	비교하기
usporediti	비교
tobago	토바고
rušenja	폭파
tokiju	도쿄
tokiju	동경
felipe	펠리페
ljepota	아름다움
ljepota	미녀
ljepota	미용
ljepota	미모
ljepota	미인
čudovište	괴물
čudovište	몬스터
čudovište	괴물이
prisustvo	출석
prisustvo	참석
prisustvo	존재
lambert	람베르트
lambert	램버트
židov	유대인
židov	유대교
židov	유대인
sudovi	법원
europljani	유럽인
plaćati	지불
dečko	boy
dečko	소년
dečko	남자아이
dečko	보이
dečko	보이프렌드
dečko	남자친구
dečko	남친
ograničenje	한계
ograničenje	제한
ograničenje	극한
moždani	뇌졸중
struka	허리
townsend	타운센드
townsend	타운젠드
hindu	힌두교
muslimanima	무슬림
osveta	회수
osveta	복수
osveta	복수
diplomski	졸업
kai	카이
klein	클라인
proslava	축하
jesse	제시
prijedloge	추천
prijedloge	제안
intervencija	간섭
intervencija	개입
viktora	빅토르
inteligencija	지능
viđen	읽음
imovina	자산
imovina	자산
imovina	자산
imovina	재산권
imovina	속성
imovina	재산
jelen	사슴
kanjon	협곡
kanjon	캐니언
princeton	프린스턴
sparta	스파르타
irsku	아일랜드
dogovoreno	합의
dogovoreno	동의
dogovoreno	거래
java	자바
sirius	시리우스
kipovi	동상
kipovi	조각상
molitvu	기도
platon	플라톤
ara	ara
ara	아라
provedbu	구현
intel	인텔
najjača	최강
basel	바젤
žita	곡식
aleksej	알렉세이
ncc	ncc
temple	템플
temple	신전
temple	사원
uvjerljivo	설득력
običan	평범
istraga	조사
istraga	수사
gavran	까마귀
gavran	레이븐
morrison	모리슨
adler	애들러
adler	아들러
metcalf	멧커프
uskrsnuće	부활
dylan	딜런
blokira	차단
logan	로건
ogromna	거대
ogromna	거대한
ogromna	어마어마한
bordeaux	보르도
brooks	브룩스
izolirani	고립
plašt	케이프
plašt	맨틀
plašt	망토
žiri	판사
žiri	배심원
slijed	순서
slijed	시퀀스
peraje	지느러미
vili	윌리
vili	윌리
neprijatelje	적들
robu	상품
robu	물품
borci	파이터스
borci	파이터
borci	파이터즈
torres	토레스
kubi	쿠바
bee	벌벌
bee	꿀벌
razvojni	발달
zaraze	전염
pljačke	강도
chapman	채프먼
paket	소포
paket	패키지
prilagođena	커스텀
prilagođena	맞춤
alpha	알파
simone	시몬
simone	시모네
simone	시몬
simone	사이몬
simone	사이먼
slavlje	축하
vjetrovi	바람
upisati	입학하기
upisati	등록
mornarički	해군
mornarički	네이비
torontu	토론토
usporedba	비교
komunizam	공산주의
richmond	리치먼드
richmond	리치몬드
tople	따뜻하다
sumrak	선셋
sumrak	석양
sumrak	일몰
sumrak	트와일라잇
sumrak	황혼
sumrak	황혼
dah	호흡
kršenja	위반
lira	리라
rita	리타
dragon	드래곤볼
dragon	드래곤
strast	열정
opcije	옵션
alto	알토
sastojci	재료
sastojci	성분
louise	루이스
louise	루이
louise	루이즈
gnu	gnu
lorraine	로렌
lorraine	로레인
riješeno	해결되었습니다
maraton	마라톤
nalaz	찾기
leona	레오나
najniži	최저
sudova	법원
vijak	bolt
vijak	볼트
plaćanje	송금
plaćanje	지불
plaćanje	결제
plaćanje	송금
plaćanje	결제
živac	신경
teror	테러리즘
teror	공포
teror	테러
louvre	루브르
muzeji	박물관
muzeji	박물관과
budizam	불교
osjetljivost	감도
rufus	루퍼스
