brandt	brandt
inxhinieria	inženjering
inxhinieria	strojarnica
sinjalet	signali
pushkë	sačmaricu
pushkë	sačmarica
pushkë	puška
pushkë	pušku
pushkë	puška
tobi	tobi
tobi	toby
shqiperia	albanija
popuj	narodi
numerike	numerički
numerike	numerički
ssl	ssl
seksionin	odjeljak
seksionin	sekcija
përgatitja	priprema
përgatitja	pripreme
konfliktet	sukoba
konfliktet	sukobi
hitler	hitler
themel	zaklada
themel	osnova
themel	fondacija
themel	temelji
themel	temelj
natyrshëm	prirodno
realiteti	realnost
realiteti	stvarnost
flasim	pričaj
mbiemri	prezime
lawrence	lawrence
shumëllojshmëri	raznolikost
dakota	dakota
arabët	arapi
unmik	unmik
buenos	buenos
universiteteve	sveučilišta
kolonat	kolone
kolonat	stupovi
mbështetës	pristaše
bashkëshortja	zena
bashkëshortja	supruga
bashkëshortja	žena
denjë	dostojno
denjë	dostojan
denjë	vrijedni
denjë	vrijedan
mandapa	mandapa
jehona	eho
jehona	jeka
jehona	odjek
jehona	echo
shkatërrimi	rušenje
shkatërrimi	rušenja
shkatërrimi	uništavanje
shkatërrimi	uništenje
shkatërrimi	razaranje
ardian	ardian
serioz	ozbiljna
serioz	ozbiljan
serioz	ozbiljni
serioz	ozbiljno
sigurta	sajmište
gjithmone	uvek
gjithmone	uvijek
kentucky	kentucky
kontrata	ugovori
kontrata	ugovor
njëherësh	istovremeno
njëherësh	istodobno
asllani	aslan
haxhiu	hadji
tower	tower
tower	kula
tower	toranj
përkushtim	predanost
përkushtim	posvećenost
përkushtim	posvetu
përkushtim	predanost
shkencëtar	znanstvenik
shkencëtar	znanstvenica
shkencëtar	naučnik
brënda	iznutra
brënda	unutra
liqene	jezera
kimisë	kemija
dukesha	vojvotkinja
plane	planovi
plane	planova
plane	planove
cilësore	kvalitet
cilësore	kvalitetno
cilësore	kvaliteta
pfalz	porajnje
kariera	karijeri
kariera	karijeru
kariera	karijera
kariera	karijere
atom	atoma
atom	atom
arrestohet	uhićeni
arrestohet	uhićen
kronike	kronična
billy	billy
ushqyer	hraniti
ushqyer	hrani
ushqyer	nahrani
ushqyer	hranio
ushqyer	hranila
ushqyer	nahranio
ushqyer	hranjenje
ushqyer	hranjenja
shkolluar	obrazovan
shkolluar	obrazovana
shkolluar	obrazovani
tottenham	tottenham
delegatët	delegati
prodhuara	proizveden
hartë	karta
hartë	mapa
hartë	kartu
hartë	mapu
shtypje	represije
shtypje	pritisak
shtypje	tlak
virusi	virus
olimpik	olimpijski
olimpik	olympic
kolegji	fakultet
kolegji	koledž
kolegji	college
shkallët	stepenište
shkallët	stubište
shkallët	stube
shkallët	stepenice
shkallët	stepenicama
unaza	prsten
unaza	prstenje
aleksandrisë	aleksandriji
thata	suha
thata	suhi
thata	suho
thata	osušene
specifik	specifično
specifik	specifične
specifik	specifičan
specifik	specifična
instaluar	instaliran
risi	inovativni
risi	novost
risi	inovacije
risi	inovacija
bogdani	bogdani
gjumi	spava
gjumi	spavanje
gjumi	spavaj
muzike	muzika
muzike	glazba
referencat	preporuke
referencat	reference
sigurimi	osiguranje
sigurimi	sigurnost
sigurimi	osiguranje
laura	laura
laura	lauri
laura	lora
tibet	tibet
nena	nena
nena	majko
nena	majka
ekuatoriale	ekvatorijalnoj
strukture	struktura
gama	gama
gama	gamma
parimin	princip
parimin	načelo
parimin	načela
parimin	principi
parametrat	parametre
parametrat	parametri
parametrat	postavke
philipp	philipp
drogës	lijek
drogës	droge
drogës	droga
meriton	zaslužuje
meriton	zaslužuju
adams	adams
adams	adamsa
përjetshme	vječna
përjetshme	vječni
fjalim	govor
diskutime	diskusije
diskutime	rasprave
diskutime	rasprava
diskutime	rasprave
diskutime	raspravu
diskutime	diskusija
vazhdimësi	kontinuitet
arkivi	arhiv
arkivi	arhiva
hipoteza	hipoteza
karnataka	karnataka
kontinentit	kontinentu
kontinentit	kontinent
kontinentit	kontinenta
humbet	gubi
humbet	izgubi
aviacionit	zrakoplovstvo
aviacionit	avijacije
grant	podari
grant	grant
dhurata	poklone
dhurata	darova
dhurata	darovi
dhurata	pokloni
dhurata	poklone
dhurata	pokloni
dhurata	darovi
dhurata	darova
dhurata	dar
dhurata	poklon
ian	lan
ian	ian
ian	lan
ian	ian
shërbejë	služiti
saktësi	preciznost
saktësi	precizno
saktësi	točnost
saktësi	preciznost
artiste	umjetnica
artiste	umjetnik
artiste	izvođač
artiste	artist
armenia	armenija
vishnu	višnu
nikaragua	nikaragvi
komplet	kompletno
komplet	potpuno
komplet	potpuna
komplet	kompletan
komplet	kompletna
kontributet	doprinosi
kontributet	doprinosa
kontributet	doprinose
jerusalem	jeruzalem
jerusalem	jeruzalemu
dortmund	dortmund
ticino	ticino
lampard	lampard
pakistani	pakistan
pakistani	pakistana
pakistani	pakistanu
neni	članak
kryqi	križ
kryqi	cross
kryqi	krst
kryqi	kros
alpine	alpine
politikisht	politički
maksimal	maksimum
maksimal	maksimalno
nana	nana
nana	nane
kanale	kanali
kanale	kanale
kanale	kanali
moldavia	moldavija
platforma	platforma
platforma	platformu
platforma	platforme
provat	probe
provat	dokazi
provat	dokaz
pengesë	barijera
pengesë	zapreka
pengesë	prepreka
pengesë	zapreka
çift	par
çift	par
piramida	piramide
piramida	piramida
piramida	piramidu
sipërfaqësore	površno
sipërfaqësore	površna
hebraike	židovski
hebraike	židov
hebraike	hebrejski
meurthe	meurthe
cituar	naveo
cituar	citirao
tanimë	već
tanimë	vec
vega	vega
bosnjë	bosne
bosnjë	bosnia
bosnjë	bosna
sallë	lounge
sallë	hall
sallë	dvorana
sallë	hodnik
cilësia	kvalitet
cilësia	kvalitetno
cilësia	kvaliteta
len	len
mehdi	mehdi
tragjike	tragično
tragjike	tragična
erik	erik
erik	eric
erik	erik
matematika	matematiku
matematika	matematika
matematika	matematike
matematika	matematički
matematika	matematiku
matematika	matematika
race	sorta
race	utrka
race	trka
race	rasa
gjykimi	rasuđivanje
gjykimi	presuda
hapësinor	prostorne
hapësinor	prostorno
pasqyron	odražava
hitlerit	hitler
flota	flote
flota	flota
demografia	stanovništvo
kupë	kalež
kupë	kupa
kupë	pehar
kupë	šalica
kupë	kup
sony	sony
piu	pili
piu	popio
piu	popili
piu	pio
udha	put
udha	ceste
udha	cestom
udha	road
udha	cesta
malësi	highland
ronald	ronald
ronald	ronalda
luhet	igrao
shtimin	dodatak
inteligjencës	inteligencija
inteligjencës	obavještajna
inteligjencës	inteligenciju
huazuar	posudila
huazuar	posudio
huazuar	posudili
çeliku	steel
çeliku	čelik
çeliku	čelika
afrikane	afrički
afrikane	afrička
pafund	beskonačno
pafund	beskrajni
pafund	beskonačno
pafund	beskrajno
pafund	beskrajna
pafund	beskrajne
njerzit	ljudi
norman	norman
çlirim	oslobođenja
çlirim	oslobodilačke
çlirim	oslobođenje
çlirim	iskupljenje
çlirim	oslobađajuće
bordi	ploča
bordi	daska
bordi	tabla
tostring	tostring
dikujt	neko
dikujt	netko
dikujt	nekoga
lajm	novosti
lajm	vesti
lajm	vijesti
shkronjat	pisma
shkronjat	pisma
shkronjat	slova
valley	dolini
valley	valley
valley	dolinu
valley	dolina
valley	doline
kampione	šampion
kampione	prvak
përmbushur	ispunjeni
përmbushur	ispunjeno
përmbushur	ispunjena
përmbushur	ispunio
përmbushur	ispunila
përmbushur	ispuni
përmbushur	ispuniti
përpjekja	napor
përpjekja	trud
përpjekja	napori
shfrytëzimi	iskorištavanje
mysafir	gost
javier	javier
lionel	lionel
heq	uklanja
pérez	pérez
thot	kaže
thot	kaze
sebastian	sebastian
sebastian	sebastiana
sen	sen
moto	moto
moto	moto
lene	lijevo
lene	lijeva
raymond	raymond
qepë	luk
qepë	luk
leonard	leonarda
leonard	leonard
hiqet	podigao
hiqet	uklonjen
hiqet	uklonjeni
hiqet	uklonjena
hiqet	uklonili
italo	italo
ban	zabrani
ban	ban
ban	zabrana
pasqyra	ogledala
pasqyra	zrcala
pasqyra	zrcalo
pasqyra	ogledalo
tetori	listopada
tetori	listopad
tetori	oktobar
investimet	investicije
investimet	ulaganja
gazetare	novinarka
gazetare	novinar
gazetare	novinarka
gazetare	novinar
gazetare	reporter
dramatik	dramatična
dramatik	dramatičan
dramatik	dramatično
alfredo	alfredo
romeo	romea
romeo	romeo
hektarë	hektara
hektarë	hektara
sind	sind
ftp	ftp
shpallën	proglasio
shpallën	proglašen
ohër	ohridu
ndihme	pomoć
instrumentet	instrumenti
instrumentet	instrumente
malazez	crnogorski
skype	skype
tahiri	tahir
zvogëluar	smanjena
zvogëluar	smanjene
zvogëluar	smanjen
zvogëluar	smanjena
campo	campo
montana	montana
montana	montanu
autonominë	autonomiju
informacionet	informacija
informacionet	podaci
informacionet	informacije
kuvajti	kuvajt
akuzat	naplaćuje
akuzat	optužbe
akuzat	optužbe
folës	govornik
folës	zvučnik
uashington	washington
corporation	korporacija
kori	refren
kori	zbor
kori	zborovi
krijimet	kreacije
rrotull	oko
bay	zaljev
bay	uvala
bay	bay
shō	shō
barcelonë	barcelonu
barcelonë	barcelone
barcelonë	barceloni
barcelonë	barcelona
theodor	theodor
gjuhësor	jezična
viktimat	žrtve
jave	tjedna
jave	nedelja
jave	tjedan
jave	sedmica
godet	hitove
madhështor	vrhunska
maritimes	maritimes
fqinjët	susjedi
fqinjët	susjedi
taksa	poreza
taksa	porez
taksa	porezi
taksa	poreze
taksa	porez
humane	humano
humane	human
fortifikuar	utvrđeni
patriotik	patriotski
izrael	izraela
izrael	izrael
traktat	sporazum
intensiteti	intenzitet
kelly	kelly
zgjerohet	proširi
mao	mao
canada	kanada
canada	kanadi
canada	kanade
canada	kanadu
canada	kanadska
mendoni	misli
mendoni	razmislite
dallimet	razlika
dallimet	razlike
bend	band
bend	sastav
bend	bend
koke	glavobolju
koke	glavobolje
koke	glavobolja
objektiv	cilj
monetare	monetarne
liber	knjiga
parat	novac
parat	lova
parat	pare
parat	love
zëra	glasove
zëra	glasovi
zëra	nagađanje
zëra	nagađanja
trembëdhjetë	trinaest
trembëdhjetë	thirteen
giorgio	giorgio
enët	jela
enët	posuđe
abdurrahman	abdurrahman
çojë	vodi
çojë	olova
çojë	olovo
ron	ron
ruajtja	spremanje
ruajtja	spašavanje
ruajtja	očuvanje
ruajtja	očuvanju
oriental	orijentalni
konsideratë	razmatranje
konsideratë	obzir
konsideratë	razmatranja
adhurimi	klanjanje
adhurimi	obožavanje
shpie	vodi
ndjerë	osjetio
ndjerë	osjetila
nazist	nacist
nazist	nacisti
nazist	nacistički
slloveni	slovenija
huajt	stranci
huajt	strancima
fajtor	kriv
matet	izmjerio
makine	auto
makine	automobil
makine	kola
oborri	dvorište
oborri	dvorištu
oborri	dvorište
oborri	yard
oborri	dvorištu
oborri	dvorište
përkufizimi	definicije
përkufizimi	definicija
mesazhe	poruke
sistematike	sistemski
sistematike	sistematski
sistematike	sustavno
ndriçim	prosvjetljenje
ndriçim	osvjetljenje
ndriçim	rasvjeta
tepërt	višak
tepërt	suvišno
realizimi	provedbu
realizimi	provedba
realizimi	ostvarenje
realizimi	shvaćanje
fakultet	fakultet
fakultet	fakulteta
fakultet	nastavnici
cola	cola
gji	dojenje
gji	grudi
gji	dojke
gji	zaljev
gji	zaljevu
deklaratë	priopćenje
deklaratë	izjavu
deklaratë	izjava
deklaratë	proglašenje
deklaratë	deklaracija
guxim	hrabrosti
guxim	hrabrost
guxim	crijeva
kryetarin	govornik
kryetarin	zvučnik
komisar	povjerenik
komisar	načelnik
komisar	komesar
holandeze	dutch
holandeze	nizozemski
pilotët	piloti
pilotët	pilote
tenerife	tenerife
danimarkë	danske
danimarkë	danska
danimarkë	danskoj
pakistanit	pakistanski
nënshkrimin	potpisujem
nënshkrimin	potpisivanje
reuss	reuss
psikologjik	psihološka
psikologjik	psihološki
romakë	rimljanima
romakë	rimljani
seksual	seksualna
seksual	seksualno
përqindje	postotak
dekret	dekret
megjithate	međutim
jong	jong
jong	yong
dytësore	fringe
dytësore	sekundarni
shkollimit	školovanje
kroni	kron
procese	procesi
procese	procese
priten	očekivao
priten	očekivano
siro	siro
ndikimet	utjecaja
lëngu	juice
lëngu	sok
shtrat	krevet
personaliteti	individualnost
personaliteti	osobnost
personaliteti	osobnosti
personaliteti	ličnost
firenze	firenze
oda	oda
administrim	uprava
administrim	upravljanje
administrim	menadžment
administrim	administracija
administrim	uprave
budapest	budimpešti
derën	vrata
pasuar	slijedio
pasuar	pratio
refer	sudija
adresë	adresu
adresë	adresa
vegël	gadget
vegël	alat
rrota	kolo
rrota	točak
rrota	kotač
rrota	kotači
rrota	kotačima
nuri	nuri
klinike	klinički
zbatohet	primjenjuje
zbatohet	provedeno
zbatohet	provedena
zbatohet	proveden
mujore	mjesečno
mujore	mjesečni
statistikave	statistika
statistikave	statistike
borussia	borussia
lille	lille
besueshëm	pouzdani
besueshëm	pouzdana
besueshëm	pouzdan
besueshëm	pouzdano
dallime	razlika
dallime	razlike
djalli	vrag
djalli	đavo
djalli	sotona
kurora	vijence
kurora	kruna
kurora	crown
kurora	krunu
dokumentuar	dokumentirano
refuzuar	odbijeno
refuzuar	odbijen
refuzuar	odbijeno
refuzuar	odbačeno
refuzuar	odbijen
refuzuar	odbačen
refuzuar	odbijena
refuzuar	odbijeno
refuzuar	odbio
refuzuar	odbio
refuzuar	odbijena
bashkëpunoi	surađivao
messi	messi
kumanova	kumanovo
ashanti	ashanti
yusuf	yusuf
kristiane	christian
kristiane	kršćanin
kristiane	kristijan
edukative	poučno
edukative	obrazovne
edukative	obrazovni
stanley	stanley
mbytur	zadavio
mbytur	utopio
shkurtit	veljače
përziera	pomiješana
përziera	uklopljena
thellësia	dubina
lazio	lazio
fiksuar	popravio
fiksuar	fiksna
fiksuar	fiksne
fiksuar	fiksni
fiksuar	popravljen
fiksuar	opsjednut
fiksuar	opsjednuti
fiksuar	opsjednuta
plastike	plastične
plastike	plastika
deva	deva
punk	punk
vetmuar	usamljeno
vetmuar	usamljeni
vetmuar	usamljena
skema	shema
skema	sheme
horizontal	vodoravno
mjekët	liječnici
mjekët	doktori
ain	ain
fizikisht	fizički
pbb	bdp
sánchez	sánchez
iowa	iowi
toledo	toledu
shit	prodan
shit	prodao
shit	prodano
sllavo	slavije
tërheqjen	povlačenje
gjenetik	genetski
karton	kartona
karton	karton
joachim	joachim
lajmet	novosti
lajmet	vesti
lajmet	vijesti
aires	airesu
disku	diska
disku	medij
disku	disk
disku	disk
përjetoi	iskusio
përjetoi	iskusan
përjetoi	iskusni
formati	oblik
formati	format
rrjeta	mreža
rrjeta	neto
rrjeta	net
rrjeta	mreža
rrjeta	mreže
mas	mas
jeshile	zeleno
jeshile	zeleni
jeshile	zelen
jeshile	zelene
jeshile	zelena
perpara	napred
perpara	proslijedi
perpara	naprijed
perpara	prije
borë	snijeg
përfundimi	završetak
përfundimi	ishod
përfundimi	zaključak
adm	adm
arkeologët	arheolozi
arkeologët	arheolozi
synimet	nakane
synimet	namjera
synimet	namjere
harris	haris
harris	harris
kështjellat	tvrđave
veshin	nosi
veshin	obuci
fetarë	religiozni
fetarë	vjerska
fetarë	vjerski
fetarë	vjerske
drejtorisë	ravnateljstva
ikën	otišao
ikën	ostavljajući
ikën	odlazak
parandalimin	prevenciju
mjediset	okruženja
ecur	hodali
ecur	hodao
ecur	hodala
capital	kapitala
capital	kapital
alb	alb
arrinë	dosegne
reagim	reakcije
reagim	reakcija
veshja	haljina
veshja	haljinu
veshja	odjeća
fronti	prednja
laurent	laurent
matematikan	matematičar
fotograf	fotografa
fotograf	fotograf
deutschland	deutschland
shëndeti	zdravlje
shëndeti	zdravlja
shëndeti	zdravstveni
ekuador	ekvadoru
agjent	agent
josif	josip
château	chateau
arsyen	razum
arsyen	razlog
çati	krov
pasuese	nasljednik
pasuese	nasljednika
ruso	russo
ruso	rousseau
arrestuar	uhićeni
arrestuar	uhićen
patate	krumpir
patate	krumpir
patate	krumpira
poshte	dolje
seksion	odjeljak
seksion	sekcija
hermann	hermann
rriti	promovirana
rriti	potaknut
fikse	popravio
fikse	fiksna
fikse	fiksne
fikse	fiksni
fikse	popravljen
nikola	nikola
nikola	nicola
vjetori	obljetnica
vjetori	godišnjica
perime	povrće
perime	biljka
perime	povrće
perime	povrća
flash	blic
flash	bljesak
zulu	zulu
dijetarëve	učeni
grada	stupnjeva
grada	diplome
grada	rang
grada	čin
shfrytëzimit	iskorištavanje
fitim	profit
fitim	zarade
fitim	zarada
fabrikë	biljke
fabrikë	biljka
fabrikë	tvornica
fabrikë	fabrike
fabrikë	tvornici
fabrikë	tvornice
mynih	münchen
zbriti	sletio
brezat	generacija
brezat	generacije
brezat	generacijama
avull	para
sllovene	slovenski
batalioni	bojna
batalioni	bataljun
batalioni	bataljon
modena	modena
kërkohej	potrebna
kërkohej	potrebno
vida	vida
ambientit	ambijent
ambientit	ambijent
ambientit	ambijenta
pisha	bor
pisha	pine
thërret	pozivi
thërret	pozive
arif	arif
gjendur	smješten
forumi	forum
lexim	čitam
lexim	čita
lexim	čitanje
faruk	faruk
mysql	mysql
votimi	glasovanje
votimi	glasanja
votimi	glasovanja
votimi	glasanje
legjendare	legendarni
legjendare	legendarna
kritikët	kritičari
bruneit	bruneja
mbishkrim	natpis
trajtim	liječenje
trajtim	tretman
shkëlqim	sjaj
femije	djeco
femije	deca
femije	djeca
femije	deca
femije	djeca
femije	djete
femije	dete
femije	dijete
brezave	generacija
brezave	generacije
brezave	generacijama
fqinjë	susjedi
fqinjë	susjedi
lavdishme	veličanstveno
lavdishme	slavno
proteina	protein
proteina	proteina
proteina	proteini
vuajtur	pretrpio
vuajtur	patio
vuajtur	patila
shkatërroi	uništen
shkatërroi	uništena
dollar	dolar
ekzekutive	izvršni
ekzekutive	rukovoditelj
festohet	proslavio
festohet	proslavili
festohet	slavili
futbollisti	nogometaš
tendencë	tendenciju
somme	sommi
kodrën	brdo
kodrën	brijeg
kodrën	hill
kombësia	nacionalnosti
doi	doi
hip	hip
hip	kuk
organizmi	organizam
organizmi	organizmi
organizmi	organizma
zhveshur	goli
zhveshur	gol
zhveshur	gola
zhveshur	golu
ngjashmëri	sličnosti
ngjashmëri	sličnost
tru	mozak
tru	mozak
mëshirë	mercy
mëshirë	milosrđe
mëshirë	milost
pazar	kupovinu
pazar	šoping
pazar	kupnja
pazar	shopping
pazar	kupovina
franc	franak
tregim	priča
tregim	prica
hernández	hernández
arkivat	arhive
arkivat	arhiv
arkivat	arhiva
pyetur	ispitivali
pyetur	ispitan
pyetur	pitao
konflikte	sukoba
konflikte	sukobi
konflikte	sukoba
konflikte	sukob
konflikte	sukobi
konflikte	konflikt
sugjeruar	predložio
sugjeruar	predloženi
plumbi	metak
derë	vrata
ferri	pakao
willy	willy
willy	vili
armike	neprijatelj
armike	neprijatelja
përralla	priče
japonisht	japanci
japonisht	japanski
japonisht	japanac
japonisht	japanska
japonisht	japansko
still	steele
nassau	nassau
cfare	što
cfare	sta
cfare	šta
stefani	stefana
stefani	stefan
stefani	stefanu
stefani	stefani
stefani	stephanie
aksident	nezgoda
aksident	nesreća
shkëmbinj	stijene
shkëmbinj	kamenje
trimi	najhrabriji
trimi	hrabar
trimi	hrabri
trimi	hrabro
trimi	hrabra
ariu	medvjed
ariu	medo
ariu	bear
përbërës	sastojak
lippe	lippe
multi	multi
hop	obruč
hop	hoop
kundërshtar	protivnik
kundërshtar	protivnika
relativitetit	relativnost
vizitorët	posjetitelji
vizitorët	posjetioci
vizitorët	posjetitelja
vizitorët	posjetitelje
plagë	rana
plagë	ozljede
plagë	ozlijede
plagë	povrede
plagë	rane
analog	analogni
analog	analogni
kardinali	kardinale
kardinali	kardinal
xhamitë	džamije
standardeve	standarde
standardeve	standardi
standardeve	standarda
standardeve	standardima
kurs	kurs
rezervuar	rezervirano
rezervuar	rezervirao
rezervuar	rezervirano
rezervuar	rezervirana
rezervuar	rezerviran
rezervuar	rezervoar
bardh	bijeli
bardh	bijela
bardh	bijelo
veproi	djelovao
ciklin	menstruacija
ciklin	ciklus
radikale	radikalne
radikale	radikalno
radikale	radikalna
dominuar	dominirala
vizitë	posjetite
vizitë	posjeti
vizitë	posjetiti
vizitë	posjet
vizitë	posjeta
sul	sul
daro	daro
sulejmani	solomon
analitike	analitičke
rolit	uloga
rolit	ulozi
rolit	uloge
objektivat	mete
kanalet	kanali
kanalet	kanale
kanalet	kanali
amerikanët	amerikanci
besë	vjeruj
besë	vjerujte
besë	povjerenje
besë	vjerovala
besë	vjerovali
besë	vjerovao
besë	pouzdana
kongo	kongu
pyjore	šumarstva
shprehjet	izrazi
wild	divlja
wild	divlji
wild	divlje
specializuara	specijalizirana
specializuara	specijaliziran
specializuara	specijalizirane
specializuara	specijalizirana
specializuara	specijalizirani
kontrast	kontrast
interpretim	tumačenje
interpretim	interpretacija
paralelisht	paralelni
paralelisht	paralelno
paralelisht	paralelne
udhëtuar	putovala
udhëtuar	putovao
udhëtuar	putovao
shkelur	probijen
shkelur	probijena
ipairs	ipairs
harold	harold
pozicionet	pozicije
irlandez	irac
irlandez	irski
irlandez	irci
irlandez	irac
katedralja	katedrala
mont	mont
ken	ken
menduarit	razmišljam
menduarit	razmišljanje
menduarit	misleći
menduarit	mislio
vaji	ulje
vaji	nafta
komente	komentarima
komente	komentari
komente	komentare
komente	komentara
shikim	vidi
cikël	ciklus
paraprake	predizborima
paraprake	preliminarni
sasuke	sasuke
proteinat	protein
proteinat	proteina
proteinat	proteini
