மற்றும்	en
வசதிகள்	verhuur
வசதிகள்	geriewe
இந்தியா	india
இந்தியா	indië
பெரிய	groot
பெரிய	wonderlik
ஊரக	landelike
ஊரக	rural
நாள்	dag
பிறப்பு	generies
பிறப்பு	generic
பிறப்பு	generiese
பிறப்பு	gebore
பிறப்பு	geboorte
பிறப்பு	hatch
இருந்தது	was
முக்கிய	hoof
முக்கிய	belangrik
முக்கிய	belangrike
பல்வேறு	verskeidenheid
பல்வேறு	verskeie
இருந்த	was
இருந்த	were
திரைப்படங்கள்	flieks
திரைப்படங்கள்	rolprente
திரைப்படங்கள்	movies
பிற	ander
அவர்கள்	hulle
முறை	metode
முறை	prosedure
முறை	modus
கோயில்	tempel
கோயில்	temple
விருது	toekenning
பொதுவாக	herhaal
பொதுவாக	algemene
பொதுவாக	generaal
அக்டோபர்	oktober
அக்டோபர்	okt
அக்டோபர்	oct
செய்து	begaan
தன்	throws
தொடர்ந்து	aanhou
தொடர்ந்து	hou
தொடர்ந்து	behou
இரண்டாம்	sekondes
இரண்டாம்	sekonde
இரண்டாம்	sekondêr
இரண்டாம்	sekondêre
சென்னை	chennai
வரும்	oppad
மே	may
மே	mei
மே	mag
ஒவ்வொரு	elke
ஒவ்வொரு	elk
மட்டுமே	slegs
மட்டுமே	net
வரலாறு	geskiedenis
வரலாறு	history
பகுதியில்	omgewing
பகுதியில்	gebied
பகுதியில்	oppervlakte
பகுதியில்	area
நூல்கள்	boeke
பின்	speld
பின்	na
பின்	nadat
பின்	ná
பின்	rug
பின்	agterkant
பின்	terug
இல்லை	nie
நவம்பர்	november
அதிக	hoë
அதிக	hoog
காலத்தில்	periode
மிக	baie
நான்கு	vier
பிறகு	then
பிறகு	dan
பிறகு	later
பிறகு	na
பிறகு	nadat
பிறகு	ná
அரசியல்	politiek
அரசியல்	politieke
பகுதி	gedeeltelik
பகுதி	gedeeltelike
பகுதி	omgewing
பகுதி	gebied
பகுதி	oppervlakte
பகுதி	area
பகுதி	streek
பகுதி	deel
பகுதி	gedeelte
பற்றி	oor
ஆறு	sesde
ஆறு	ses
ஆறு	rivier
மீண்டும்	weer
இங்கிலாந்து	engeland
இங்கிலாந்து	england
காலம்	seisoen
காலம்	periode
காலம்	tyd
காலம்	tydstip
நிலை	staat
நிலை	deelstaat
நிலை	provinsie
நிலை	toestand
நிலை	spasie
ஒரே	dieselfde
ஒரே	selfde
போர்	oorlog
காரணமாக	weens
பொருள்	gegewens
பொருள்	rots
பொருள்	materiaal
பொருள்	produk
பொருள்	voorwerp
பொருள்	onderwerp
அறிவியல்	wetenskap
பேச்சு	spraak
பேச்சு	toespraak
பேச்சு	speech
பேச்சு	praat
இதனால்	mee
இதனால்	met
அனைத்து	alle
அனைத்து	alles
அனைத்து	all
அனைத்து	almal
அனைத்து	al
அனைத்து	als
கல்வி	opvoeding
கல்வி	opvoedkunde
கல்வி	onderwys
கல்வி	opleiding
கல்வி	onderrig
ஏப்ரல்	april
உலக	wêreld
உலக	wêreldwyd
உலக	global
உலக	globale
உலக	globaal
கே	homoseksuele
கே	gay
முடியும்	kan
கீழ்	ondertoe
கீழ்	neer
கீழ்	af
கீழ்	laer
கீழ்	kleinletters
கீழ்	verlaag
கீழ்	sagter
கீழ்	elektrisiteit
கீழ்	bodem
கீழ்	onder
கீழ்	onderkant
கீழ்	bottom
இடம்	plek
இடம்	location
இடம்	ligging
இடம்	spasie
செப்டம்பர்	september
பெரும்	groot
பெரும்	wonderlik
சி	chi
நாடுகள்	lande
தொகுதி	albums
தொகுதி	lêerstelsel
தொகுதி	sisteem
தொகுதி	stelsel
கிழக்கு	oos
கிழக்கு	orient
அமைப்பு	opstelling
அமைப்பு	lêerstelsel
அமைப்பு	sisteem
அமைப்பு	stelsel
அமைப்பு	opset
அமைப்பு	instelling
அமைப்பு	struktuur
அளவு	bedrag
அளவு	hoeveelheid
அளவு	aantal
அளவு	kwantiteit
அளவு	skaal
அளவு	groote
நகர்	nagar
மற்ற	ander
இந்து	hindu
தற்போது	nou
தற்போது	now
தற்போது	tans
தற்போது	tans
பாடல்	liedjie
பாடல்	lied
உண்டு	beskikbaar
வாழும்	leef
வாழும்	tuiste
இருக்கிறது	beskikbaar
நிறுவனம்	maatskappy
நிறுவனம்	werkgewer
நபர்கள்	mense
காலனி	colony
காலனி	kolonie
மேற்கு	wes
மேற்கு	westerse
மேற்கு	western
மேற்கு	westelike
தலைவர்	president
தலைவர்	leier
முதலில்	eerste
முதலில்	eers
சார்ந்த	relatief
சார்ந்த	relatiewe
சார்ந்த	afhanklikheid
சார்ந்த	gebaseer
சார்ந்த	gebasseer
மேல்	bokant
மேல்	bo
மேல்	hoogs
நாடு	country
நாடு	land
மட்டும்	slegs
மட்டும்	net
அடிப்படையில்	grondslag
எண்	tel
எண்	nommer
எண்	getalle
எண்	getal
குறிப்பிட்ட	gespesifiseer
குறிப்பிட்ட	spesifiseer
குறிப்பிட்ட	spesifiek
குறிப்பிட்ட	spesifieke
செய்ய	maak
சிறிய	small
சிறிய	klein
சிறிய	bietjie
வேறு	ander
மார்ச்	maart
மார்ச்	optog
நிலையில்	voorwaarde
நிலையில்	kondisie
நிலையில்	verhoog
நிலையில்	stadium
நிலையில்	etage
பெண்	meisie
பெண்	girl
பெண்	vrou
பெண்	vroulik
பெண்	wyfie
வெற்றி	sukses
வெற்றி	suksesvol
வெற்றி	wins
வெற்றி	winning
வெற்றி	gewen
வெற்றி	oorwinning
வெற்றி	wen
இணைப்பு	konneksie
இணைப்பு	skakel
இணைப்பு	aanhangsel
திரைப்படம்	fliek
திரைப்படம்	rolprent
திரைப்படம்	rolprent
வகை	tipe
வகை	tik
வகை	modus
ஐந்து	vyf
அதே	dieselfde
அதே	selfde
சிறப்பு	uitgelig
சிறப்பு	inloer
சிறப்பு	gewild
சிறப்பு	uitgestal
சிறப்பு	uitstal
சிறப்பு	spesiaal
தமிழர்	tamils
விட	as
சுமார்	oor
என்பதை	hetsy
கட்டுரைகள்	artikels
படி	lees
படி	gelees
படி	step
படி	stap
மனித	menslik
மனித	mens
பெரும்பாலும்	amper
பெரும்பாலும்	gereeld
பெரும்பாலும்	dikwels
பெரும்பாலும்	meestal
கட்சி	party
கட்சி	feesvieringe
கட்சி	partytjie
பொது	gemeen
பொது	common
பொது	gemeenskaplike
பொது	openbare
பொது	openbaar
பொது	publieke
பொது	publiek
பொது	herhaal
பொது	algemene
பொது	generaal
கல்லூரி	kollege
இசை	musiek
முறையில்	modus
நாட்டின்	country
நாட்டின்	land
மத்திய	sentrale
மத்திய	sentraal
மில்லியன்	miljoen
மில்லியன்	miljoene
நகரம்	stad
எந்த	enige
எந்த	watter
எந்த	watse
எனப்படும்	geroep
எனப்படும்	gebel
எனப்படும்	naamlik
நீர்	water
விக்கிப்பீடியா	wikipedia
சென்று	gone
சென்று	gegaan
பார்க்க	sien
அணி	matrix
அணி	span
எழுதிய	geskryf
நிலையம்	stasie
தொடர்பான	verwante
தொடர்பான	verwant
மீட்டர்	meter
மீட்டர்	meter
இடத்தில்	plek
கோவில்	tempel
கோவில்	temple
மாதம்	maand
ஆய்வு	studeer
ஆய்வு	bestudeer
ஆய்வு	studie
ஆய்வு	navorsing
வட	noorde
வட	noord
குறைந்த	laagste
குறைந்த	laagte
குறைந்த	lae
குறைந்த	minder
டிசம்பர்	desember
டிசம்பர்	dec
டிசம்பர்	des
முன்	voorkant
முன்	voor
முன்	front
முன்	pre
முன்	vooraf
முன்	voor
முன்	before
வாழ்க்கை	lewe
சனவரி	januarie
புனித	heilig
புனித	heilige
புனித	holy
இரண்டாவது	sekondes
இரண்டாவது	sekonde
இரண்டாவது	sekondêr
இரண்டாவது	sekondêre
ஆங்கிலம்	engels
தொழில்	besigheid
தொழில்	bedryf
தொழில்	beroep
பழைய	oud
பழைய	ou
பழைய	ouer
ஆண்டுகள்	jare
குறிப்பாக	besonder
குறிப்பாக	veral
பார்க்கவும்	besoek
பார்க்கவும்	waarneem
பார்க்கவும்	horlosie
பார்க்கவும்	kyk
பார்க்கவும்	dophou
துறை	departement
துறை	hawe
துறை	port
துறை	poort
குறிக்கும்	aanwys
கடல்	marine
கடல்	see
கடல்	oseaan
போல	soos
இதற்கு	vir
இதற்கு	altesaam
சிறு	small
சிறு	klein
சிறு	klein
தென்	suid
உயர்	hoë
உயர்	hoog
உயர்	deluxe
வடக்கு	noorde
வடக்கு	noord
ஆட்சி	koninkryk
ஆட்சி	heers
ஆட்சி	reël
ஆட்சி	governance
ஆட்சி	reign
மக்களின்	mense
நோய்	illness
நோய்	siekte
தேர்தல்	verkiesing
உற்பத்தி	produksie
உற்பத்தி	vervaardiging
ஆக	aug
வந்தது	gearriveer
வந்தது	aangekom
கலை	kunste
கலை	kuns
தங்கள்	hul
சமூக	maatskaplike
சமூக	sosiale
சமூக	sosiaal
போல்	bol
போல்	soos
தர	kwaliteit
தர	gehalte
நூற்றாண்டு	eeue
நூற்றாண்டு	eeu
உலகின்	worlds
உலகின்	wêrelde
அமெரிக்கா	amerika
அமெரிக்கா	amerikas
பகுதிகளில்	gebiede
வந்து	kom
பரிசு	prys
பரிசு	geskenk
பிரிவு	division
பிரிவு	deling
பிரிவு	seksie
பிரிவு	afdeling
உடல்	lyf
உடல்	liggaam
கூட	selfs
கூட	ook
கூட	te
எழுத்தாளர்	skrywer
எழுத்தாளர்	outeur
குழு	groep
குழு	groepeer
இலக்கிய	letterkunde
இலக்கிய	literatuur
இலக்கிய	literêre
விளையாட்டு	speletjies
விளையாட்டு	gaming
விளையாட்டு	sportsoorte
விளையாட்டு	sport
விளையாட்டு	speletjie
விளையாட்டு	spel
விளையாட்டு	verslae
விளையாட்டு	sport
விளையாட்டு	sportsoort
உறுப்பினர்கள்	lede
இறப்பு	dood
அடி	voete
அடி	getref
அடி	tref
துணை	vennoot
துணை	maat
துணை	lewensmaat
துணை	metgesel
துணை	ondersteuning
துணை	ondersteun
துணை	steun
துணை	bystand
துணை	vice
துணை	sub
துணை	adjunk
பதிப்பு	uitgawe
சொல்	sê
சொல்	woord
சொல்	vertel
தெற்கு	suid
கட்டுரை	opstel
கட்டுரை	samestelling
கட்டுரை	komposisie
கட்டுரை	artikels
வட்டம்	sirkel
சராசரி	gemiddelde
சராசரி	gemiddeld
சராசரி	gemeen
சராசரி	bedoel
சராசரி	beteken
தொலைக்காட்சி	televisie
முன்னாள்	former
முன்னாள்	voormalige
எண்ணிக்கை	tel
எண்ணிக்கை	destination
எண்ணிக்கை	frekwensie
தவிர	uitgesluit
தவிர	behalwe
தவிர	except
தவிர	uitgesonderd
நடிகர்	akteur
பாடல்கள்	liedere
பாடல்கள்	liedjies
இன்று	vandag
சட்டம்	raam
சட்டம்	reg
சட்டம்	wet
சட்டம்	wettig
சட்டம்	legal
சட்டம்	wet
அருகில்	naby
அருகில்	nabye
அருகில்	nabygeleë
அருகில்	naby
நேரம்	tyd
நேரம்	tydstip
முதலாவது	eerste
முதலாவது	eers
மூலமாக	via
உணவு	kos
உணவு	voedsel
குறித்து	oor
பெப்ரவரி	februarie
பகுதிகள்	segmente
பகுதிகள்	komponent
பகுதிகள்	streke
பகுதிகள்	dele
பகுதிகள்	parte
பகுதிகள்	gebiede
நிறுவனங்கள்	organisasies
நிறுவனங்கள்	maatskappye
நிறுவனங்கள்	companies
ஜனவரி	januarie
எழுத்தாளர்கள்	skrywers
நல்ல	goeie
நல்ல	goed
அடுத்த	volgende
படம்	prent
படம்	foto
படம்	prent
படம்	beelde
பாதுகாப்பு	verdediging
பாதுகாப்பு	veilig
பாதுகாப்பு	veilige
பாதுகாப்பு	presisie
பாதுகாப்பு	beskerming
பாதுகாப்பு	veiligheid
பாதுகாப்பு	sekuriteit
தந்தை	vader
பங்கு	rol
பார்க்கப்பட்ட	bekyk
பார்க்கப்பட்ட	gekyk
அவர்களின்	hul
செய்த	gemaak
நியூ	niue
பதிவு	indruk
பதிவு	besoek
பதிவு	registreer
பதிவு	rekord
பதிவு	opneem
பதிவு	registrasie
பதிவு	plasing
பதிவு	plaas
ஐரோப்பிய	europees
ஐரோப்பிய	europese
முழுவதும்	heeltemal
முழுவதும்	vol
முழுவதும்	volle
முழுவதும்	voltooi
முழுவதும்	afgehandel
பயனர்	gebruiker
தொடர்	serie
போன்றவை	ens
ஜூன்	jun
ஜூன்	july
ஜூன்	junie
ஜூன்	junie
வழியாக	via
உறுப்பினர்	lid
உறுப்பினர்	lidmaatskap
உறுப்பினர்	kliënt
ஆசிரியர்	redakteur
ஆசிரியர்	onderwyser
ஆசிரியர்	skrywer
ஆசிரியர்	outeur
ஆஃப்	af
முக்கியமான	belangrik
முக்கியமான	belangrike
முக்கியமான	kritieke
முக்கியமான	krities
முக்கியமான	kritiese
முக்கியமான	kritiek
தொடர்பு	kontak
ஜூலை	julie
ஆற்றல்	energie
வேலை	werk
வேலை	werk
வேலை	job
வேலை	werkie
இருக்கலாம்	miskien
இருக்கலாம்	dalk
சமய	godsdienstige
சமய	religieuse
சமய	gelowige
பணி	werk
பணி	job
பணி	werkie
பணி	werk
பணி	taak
கதை	berig
அதிகமாக	effens
அதிகமாக	skaars
இடையே	tussen
பட்டம்	graduation
பட்டம்	graad
பட்டம்	kite
வழி	trail
வழி	spoor
வழி	manier
வழி	way
அப்போது	then
அப்போது	dan
விடுதலை	bevryding
விடுதலை	vryheid
ஆகஸ்ட்	august
ஆகஸ்ட்	augustus
தேதி	datum
பிறந்த	geboorte
இன்னும்	en
இன்னும்	steeds
இன்னும்	nogsteeds
ஜான்	johannes
ஜான்	john
ஜான்	jon
ஜான்	jaan
அடுத்து	volgende
சேவை	diens
கருத்து	kommentaar
கருத்து	terugvoer
கருத்து	tema
காரணம்	rede
காரணம்	oorsaak
காரணம்	saak
காரணம்	veroorsaak
தனி	privaat
தனி	afsonderlike
தனி	aparte
அவருக்கு	hom
நீண்ட	lank
பள்ளி	skool
மகன்	seun
சர்வதேச	internasionaal
சர்வதேச	internasionale
எல்லா	alle
எல்லா	alles
எல்லா	all
எல்லா	almal
எல்லா	al
எல்லா	als
பொருட்கள்	voorwerpe
பொருட்கள்	objekte
பொருட்கள்	items
பொருட்கள்	produkte
பொருட்கள்	voorrade
மின்	elektriese
என்றால்	beteken
ஏழு	sewe
ஏழு	sewende
நடைபெற்ற	behou
முன்னர்	voorheen
முன்னர்	earlier
முன்னர்	vroeër
முன்னர்	voor
முன்னர்	before
பொறியியல்	ingenieurswese
அமைப்புகள்	organisasies
அமைப்புகள்	stellings
அமைப்புகள்	verstellings
மொழிகள்	tale
அத்துடன்	ook
முழு	vol
முழு	volle
முதன்மை	bokant
முதன்மை	bo
முதன்மை	hoogs
முதன்மை	primêr
முதன்மை	primary
முதன்மை	primêre
முதன்மை	belangrikste
முதன்மை	hoof
மணி	mani
மணி	vakansie
மணி	uur
மணி	klok
மணி	klokkie
தொகுப்பு	pakkie
தொகுப்பு	pakket
தொகுப்பு	versameling
தொகுப்பு	samestelling
தொகுப்பு	komposisie
தொலைவில்	ver
தொலைவில்	weg
மருத்துவ	mediese
மருத்துவ	medies
வணிக	kommersiële
வணிக	kommersieel
திருமணம்	getroude
திருமணம்	getrou
திருமணம்	getroud
திருமணம்	huwelik
திருமணம்	troue
நீங்கள்	julle
நீங்கள்	jy
இயேசு	jesus
கருதப்படுகிறது	geag
கருதப்படுகிறது	oorweeg
நடித்த	rolverdeling
பொதுவான	gemeen
பொதுவான	common
பொதுவான	gemeenskaplike
பொதுவான	openbare
பொதுவான	openbaar
பொதுவான	publieke
பொதுவான	publiek
பொதுவான	herhaal
பொதுவான	algemene
பொதுவான	generaal
சமயம்	religie
சமயம்	godsdiens
சமயம்	samelewing
சமயம்	gemeenskap
சமயம்	community
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	los
விட்டு	verlof
விட்டு	verlaat
பக்கம்	blad
பக்கம்	bladsy
உள்ளிட்ட	ingevoer
உள்ளிட்ட	ingevoerde
அதிகம்	hoë
அதிகம்	hoog
அதிகம்	nog
அதிகம்	meer
நாட்கள்	dae
திருத்தந்தை	pous
மாற்றம்	omskakeling
மாற்றம்	veranderings
மாற்றம்	verander
மாற்றம்	wysig
கழகம்	vereniging
கழகம்	assosiasie
இறுதி	einde
இறுதி	beëindig
இறுதி	finale
இறுதி	finaal
இணைய	internet
வகைகள்	soorte
வகைகள்	tipes
வகைகள்	modusse
வகைகள்	kategorië
வகைகள்	kategorieë
ஒருநாள்	odi
சீன	sjinese
சீன	chinees
சீன	sjinees
சீன	chinese
பொருளாதார	ekonomiese
பொருளாதார	ekonomie
இயற்கை	natuurlike
இயற்கை	aard
இயற்கை	prent
இயற்கை	natuur
இயற்கை	nature
தலைமை	chief
தலைமை	leadership
தலைமை	leiers
தலைமை	leierskap
வேதியியல்	chemie
நிதி	finansieel
நிதி	finansies
போக்குவரத்து	vervoer
போக்குவரத்து	vervoer
போக்குவரத்து	transport
இருந்தன	was
இருந்தன	were
புகழ்	excuses
புகழ்	bekendheid
புகழ்	fame
புகழ்	loof
புகழ்	lofprysing
முன்பு	ago
முன்பு	gelede
முன்பு	voor
முன்பு	before
அதிகமான	hoë
அதிகமான	hoog
அதிகமான	maksimum
அதிகமான	max
அதிகமான	groter
கீழே	ondertoe
கீழே	neer
கீழே	af
கீழே	onder
கீழே	hieronder
கீழே	onderstaande
கீழே	bodem
கீழே	onder
கீழே	onderkant
கீழே	bottom
பிப்ரவரி	februarie
செய்தி	berig
செய்தி	nuus
செய்தி	boodskap
அமெரிக்காவின்	amerikas
உதவி	help
உதவி	hulp
பிரெஞ்சு	frans
பிரெஞ்சு	franse
மலை	berg
உடன்	mee
உடன்	met
செயலாளர்	sekretaris
செயலாளர்	sekretaresse
வெவ்வேறு	onderskeidelike
வெவ்வேறு	verskillende
வெவ்வேறு	anders
படைகள்	force
படைகள்	forseer
படைகள்	krag
படைகள்	dwing
தேர்தலில்	verkiesing
என்ன	watse
என்ன	wat
பால்	paulus
பால்	paul
பால்	melk
பால்	milky
வீரர்கள்	spelers
வீரர்கள்	soldiers
அழைக்கப்படும்	geroep
அழைக்கப்படும்	gebel
அழைக்கப்படும்	naamlik
தன்மை	gedrag
தன்மை	optrede
தன்மை	gedrag
மிகப்பெரிய	huge
விடுதலைப்	bevryding
கணினி	rekenaar
கணினி	lêerstelsel
கணினி	sisteem
கணினி	stelsel
வரலாற்று	historiese
வரலாற்று	geskiedkundige
வரலாற்று	historiese
இத்தகைய	wyl
இத்தகைய	sulke
தேவையான	vereiste
தேவையான	benodigde
தேவையான	benodig
தேவையான	vereis
நவீன	modern
நவீன	moderne
நவீன	koel
நவீன	afkoel
நவீன	cool
சிகிச்சை	therapy
சிகிச்சை	behandeling
தொகுதிகள்	blokke
ஒன்றாக	gekuier
ஒன்றாக	saam
மாநிலம்	staat
மாநிலம்	deelstaat
மாநிலம்	provinsie
மாநிலம்	toestand
மாநிலம்	spasie
நோக்கி	teenoor
தற்போதைய	hede
தற்போதைய	tans
தற்போதைய	voordra
தற்போதைய	teenwoordig
வருகின்றன	oppad
தேர்வு	seleksie
தேர்வு	kies
பலர்	vele
பலர்	baie
ஊர்	town
அல்ல	nie
தூதரகம்	ambassade
தூதரகம்	embassy
நோபல்	noble
நோபல்	edel
நோபல்	nobel
முடிவு	einde
முடிவு	beëindig
முடிவு	uitslag
முடிவு	resultaat
முடிவு	aangaan
பத்து	tien
கிடைக்கும்	beskikbaar
வானூர்தி	lugvaart
வானூர்தி	vliegtuie
வானூர்தி	vliegtuig
தோற்றம்	kyk
தோற்றம்	voorkoms
நன்றி	dankie
வயது	ouderdom
அவரை	hom
சிங்	singh
இதழ்கள்	tydskrifte
தனிப்பட்ட	persoonlik
தனிப்பட்ட	persoonlike
தனிப்பட்ட	privaat
தனிப்பட்ட	unieke
தனிப்பட்ட	uniek
என்பதால்	sedert
கோயில்கள்	tempels
மென்பொருள்	sagteware
பொழுது	wanneer
தேவை	vereiste
தேவை	benodigde
தேவை	benodig
தேவை	vereis
தேவை	nood
தேவை	benodig
தேவை	gesoek
தேவை	wou
சக்தி	energie
சக்தி	krag
சக்தி	elektrisiteit
அவர்களது	hul
இல்லாமல்	sonder
நிகழ்வுகள்	gebeure
நிகழ்வுகள்	aktiwiteite
நிகழ்வுகள்	geleenthede
போரில்	slag
போரில்	veldslag
போட்டி	toernooi
போட்டி	pas
போட்டி	passing
போட்டி	ooreenstem
போட்டி	ooreenstemming
போட்டி	kompetisie
போட்டி	wedstryd
போட்டி	kompetisie
உட்பட	insluitende
உட்பட	insluitend
ஏறத்தாழ	amper
மாகாணம்	provinsie
கொல்லப்பட்டனர்	gedood
கொல்லப்பட்டனர்	doodgemaak
கொல்லப்பட்டனர்	vermoor
க்கு	vir
க்கு	altesaam
கத்தோலிக்க	katolieke
கத்தோலிக்க	katoliek
மூன்றாவது	derde
முந்தைய	earlier
முந்தைய	vroeër
இருந்தாலும்	though
இயக்கம்	mosie
இயக்கம்	motion
இயக்கம்	beweging
இயக்கம்	operasie
இயக்கம்	bewerking
இயக்கம்	movement
இயக்கம்	beweging
முனைவர்	phd
நடிகர்கள்	akteurs
உரை	teksboodskap
உரை	teks
குறிப்பு	nota
குறிப்பு	aantekeninge
விருதுகள்	toekennings
விருதுகள்	toekenings
குறைவான	lae
குறைவான	minder
கடந்த	verlede
கடந்த	vorige
கடந்த	afgelope
கடந்த	last
கடந்த	laas
கடந்த	laaste
கடந்த	jongste
ஆண்	manlike
ஆண்	mannetjie
ஆண்	mans
ஆண்	manne
திறன்	vaardigheid
திறன்	kapasiteit
திறன்	vermoë
திறன்	vermoeë
கொள்கை	beleid
உங்கள்	jou
உரிமை	eienaarskap
உரிமை	regte
இல்லாத	sonder
இல்லாத	gratis
இல்லாத	vry
இல்லாத	free
இலக்கியம்	letterkunde
இலக்கியம்	literatuur
அடங்கும்	ingesluit
வடிவம்	vorm
வடிவம்	formateer
நாடாளுமன்ற	parlementêre
நாடாளுமன்ற	parlement
வாழ்ந்த	geleef
வாழ்ந்த	gebly
பிரதேசம்	pradesh
ஒன்றை	een
பயிற்சி	oefening
பயிற்சி	practice
பயிற்சி	praktyk
பயிற்சி	oefen
கோட்டை	kasteel
கோட்டை	fort
உயிர்	lewe
உயிர்	klinker
சேர்த்து	insluit
சேர்த்து	ingesluit
தீவுகள்	eilande
காந்தி	gandhi
எழுத்து	spelling
விளக்கம்	uitbreidings
சூரிய	solar
எழுதி	brons
எட்டு	agt
எட்டு	agtste
எட்டு	reguit
உலகம்	wêreldwyd
உலகம்	wêreld
உலகம்	aardbol
உலகம்	globe
உலகம்	wêreldwyd
உலகம்	global
உலகம்	globale
உலகம்	globaal
ஏனெனில்	want
சேலம்	salem
சாதாரண	gewoon
சாதாரண	eenvoudig
சாதாரண	normale
சாதாரண	normal
சாதாரண	normaal
அரசியல்வாதிகள்	politici
கூடுதல்	ekstra
கூடுதல்	addisionele
கூடுதல்	bykomende
வழங்கப்பட்டது	toegestaan
இந்தி	hindi
வெளியிடப்பட்டது	vrygestel
வெளியிடப்பட்டது	gelos
வெளியிடப்பட்டது	gepubliseer
தாய்	thai
தாய்	tai
தாய்	moeder
தாய்	ma
பண்டைய	antieke
தடை	verbande
தடை	verban
தடை	staak
தடை	insert
தடை	onderbreek
தடை	geblokkeerde
தடை	geblokkeer
தடை	verhoed
தடை	geblok
விமான	lugvaart
இப்போது	nou
இப்போது	now
இப்போது	tans
குழந்தை	baba
குழந்தை	kinder
குழந்தை	kind
குழந்தை	kind
கண்டு	gekry
கண்டு	gevind
கண்டு	vind
விக்கி	wiki
விக்கி	vicky
பணியாற்றினார்	gewerk
சிங்கப்பூர்	singapoer
கடவுள்	god
கடவுள்	godheid
மையம்	sentreer
மையம்	gesentreer
மையம்	sentreer
சட்ட	wettig
சட்ட	legal
பின்வரும்	volg
காட்சி	gewys
காட்சி	wys
காட்சி	scene
காட்சி	toneel
காட்சி	vertoon
காட்சி	aansig
காட்சி	aansig
காட்சி	besigtig
காட்சி	bekyk
வங்கி	banking
வங்கி	bank
நடிகை	aktrise
நடிகை	actress
சங்கம்	vereniging
சங்கம்	assosiasie
பயணம்	reis
பயணம்	journey
பயணம்	uitstappie
தீவு	island
தீவு	eiland
தில்லி	delhi
நிர்வாக	administratiewe
நிர்வாக	verrig
ஒளி	lig
ஒளி	ligte
ஆசிய	asiese
ஆசிய	asiatiese
விகிதம்	ratio
விகிதம்	verhouding
விகிதம்	gradeer
விகிதம்	tarief
விகிதம்	beoordeel
விகிதம்	persent
சாலை	pad
சாலை	road
கொழும்பு	colombo
குடியரசு	republiek
நகரங்கள்	stede
அனைத்தும்	alles
அனைத்தும்	alle
அனைத்தும்	alles
அனைத்தும்	all
அனைத்தும்	almal
அனைத்தும்	al
அனைத்தும்	als
மேலாண்மை	bestuur
இங்கே	hier
இயற்பியல்	fisika
