категорія	категория
зокрема	включително
роботи	работа
роботи	труд
роботи	работи
біля	близко
біля	близо
веб	web
веб	уеб
статтю	статия
статтю	член
праворуч	правилно
потім	тогава
землі	земно
землі	земята
землі	земен
землі	земя
армії	армии
армії	армията
армії	армеец
армії	армия
армії	армейски
саме	точно
північний	северно
північний	север
північний	северна
північний	северни
північний	северен
північний	северна
день	денят
день	ден
частина	част
південний	южен
південний	южни
південний	южна
південний	южно
південний	южен
південний	юг
південний	южна
смерті	смърт
смерті	смъртта
період	период
перша	първи
перша	първо
такі	такава
такі	такива
такі	такова
такі	такъв
двох	двама
двох	две
навіть	дори
навіть	даже
розташування	разполагане
розташування	поставяне
розташування	позициониране
розташування	разполагане
розташування	позициониране
розташування	местоположения
розташування	подредба
розташування	уговорка
розташування	споразумение
розташування	местоположение
розташування	място
розташування	местонахождение
розташування	локация
розташування	позиция
розташування	положение
розташування	длъжност
кар	кариера
три	три
три	трима
працював	работил
висота	височина
висота	височина
висота	ръст
висота	височина
входить	влиза
входить	включват
входить	включва
різних	различна
різних	различно
різних	различни
різних	различен
фільми	филми
фільми	филми
сільська	селски
сільська	селско
сільська	селска
церква	църква
церква	чърч
церква	църквата
створення	генериране
створення	поколение
створення	създаване
створення	създайте
створення	създаване
створення	създаването
створення	композира
значення	смисъл
значення	ценности
значення	стойности
значення	стойност
вул	ул
системи	система
системи	системата
системи	системни
йому	него
крім	освен
тоді	тогава
ніж	ножът
ніж	нож
адреса	адрес
член	член
член	чеп
член	кур
член	хуй
член	петел
франція	франция
адміністративний	административно
адміністративний	административен
адміністративний	административна
адміністративний	административни
групи	групи
буде	уил
там	там
динаміка	динамика
національний	национална
національний	национални
національний	национален
національний	национално
управління	управление
управління	мениджмънт
управління	управление
всіх	всички
всіх	всичко
всіх	всички
всіх	всеки
нього	него
річки	реки
річки	реките
річки	ривърс
дата	среща
дата	дата
людей	народ
людей	хора
людей	хората
хоча	макар
хоча	макар
мови	езиците
мови	езици
мови	езикът
мови	езика
мови	език
українська	украински
поселення	сетълмент
поселення	уреждане
поселення	селище
розподіл	дистрибуция
розподіл	разпределяне
розподіл	разпространение
розподіл	разпределение
знаходиться	разположена
знаходиться	разположен
знаходиться	разположени
знаходиться	разположено
розвитку	развитие
розвитку	разработване
розвитку	разработка
вулиця	улица
вулиця	стрийт
вулиця	street
вулиця	улицата
кілька	няколко
кілька	малцина
хімічно	химически
провінції	провинции
картка	карта
картка	картичка
часто	често
олександр	александър
офіційний	официален
офіційний	официално
офіційний	официална
тис	taxus
департамент	отдел
департамент	департамент
віком	остаряла
віком	остарял
майже	почти
права	правилно
права	права
муніципалітетів	комуни
церкви	църкви
церкви	църквите
стала	постоянна
стала	постоянен
стала	константа
стала	постоянни
голови	ези
голови	главите
голови	глави
голови	трансплантации
голови	трансплантация
південь	южно
південь	южен
південь	юг
південь	южна
вулиці	улиците
вулиці	улици
перед	преди
сім	седем
сім	седма
яке	което
яке	която
автор	създател
автор	автор
володимир	владимир
володимир	владимир
типу	вид
типу	тип
академії	академията
академії	академия
фільм	филмова
фільм	филм
фільм	филм
фільм	лента
карта	карта
карта	картата
команди	команди
команди	командите
команди	отбори
команди	екипи
іван	ванка
іван	айвън
іван	иван
іван	иване
іван	джон
іван	йоан
використання	използване
використання	употреба
використання	използвайки
використання	използване
використання	употреба
використання	използвайте
використання	употреби
використання	използва
головний	шефе
головний	началник
головний	основни
головний	основна
головний	главна
головний	главен
головний	главни
зоря	звезден
зоря	звезда
деякі	някои
музей	музей
діяльність	дейности
діяльність	занимания
діяльність	дейност
діяльність	активност
частини	части
закінчив	завършен
джерела	източници
джерела	доставчици
джерела	доставчиците
джерела	източник
кам	лагери
кам	лагерите
честь	чест
честь	честта
честь	чест
честь	честта
організації	организации
організації	организиране
організації	организиране
своїх	тяхното
своїх	тяхната
своїх	техните
своїх	техният
сил	сили
дві	двама
дві	две
діяльності	дейности
діяльності	занимания
діяльності	дейност
діяльності	активност
клуб	club
клуб	клуб
клуб	клубът
ігор	игри
ігор	игор
партії	парти
партії	party
партії	купон
партії	партия
перелік	списък
перелік	изброяване
перелік	преброяване
роль	роля
усі	всички
усі	всичко
усі	всички
усі	всеки
україна	украйна
свої	тяхното
свої	тяхната
свої	техните
свої	техният
університет	университет
університет	university
університет	университета
відомий	прочут
відомий	известни
відомий	прочута
відомий	известна
відомий	известен
микола	николай
микола	николай
микола	николай
микола	микола
італії	италия
спочатку	първоначално
школа	училището
школа	школа
школа	училище
право	jus
право	правилно
право	закон
євро	еврото
євро	евро
далі	допълнително
далі	следващо
далі	следващ
далі	следваща
знову	отново
знову	пак
одна	една
одна	един
одна	едно
хто	кой
моря	морета
моря	моретата
стаття	статия
стаття	член
стаття	параграф
стаття	абзац
звання	редиците
звання	редици
звання	ранг
статус	статус
статус	състояние
статус	положение
статус	статут
помер	мъртви
помер	мъртва
помер	мъртъв
помер	умрял
помер	умряла
родини	фамилии
родини	семейства
польщі	полша
львів	лвов
група	група
група	групово
група	групиране
група	групова
новий	ню
новий	ново
новий	нов
новий	нови
новий	нова
зір	зрение
зір	зрение
зір	виждане
зір	визия
великий	биг
великий	голямо
великий	големи
великий	голям
великий	голяма
великий	страхотно
назви	наименования
назви	имената
назви	имена
залізниця	железница
залізниця	железници
залізниця	железници
залізниця	железница
залізниця	железопътен
система	система
система	системата
система	системни
північ	полунощ
північ	северно
північ	север
північ	северна
більшість	повечето
більшість	мнозинство
більшість	мнозинството
більшість	мажоритарен
особливо	особено
особливо	особено
народження	родени
народження	роден
народження	родена
народження	раждането
народження	раждане
народження	рождение
інформація	информация
інформація	info
інформація	инфо
інформація	информация
інформація	информиране
влади	властите
влади	власти
влади	органи
округ	окръг
округ	област
округ	район
інститут	институт
інститут	института
інститут	институция
будинок	house
будинок	къща
будинок	къщата
будинок	хаус
дослідження	проучване
дослідження	проучвания
дослідження	изследване
дослідження	изследвания
дослідження	изследване
дослідження	изследвания
дослідження	проучвания
війна	войната
війна	война
комуни	комуна
приблизно	приблизително
приблизно	относно
приблизно	приблизително
багатьох	mnogo
багатьох	много
війська	войски
війська	военнослужещи
війська	войска
війська	войници
регіон	район
регіон	регион
регіон	област
велика	биг
велика	голямо
велика	големи
велика	голям
велика	голяма
велика	магна
людини	човеци
людини	човеците
рід	кланът
рід	клан
рід	клана
рід	рийд
рід	род
рід	рийд
рід	рид
дітей	децата
дітей	деца
міст	мостик
міст	мост
міст	бридж
міст	анзак
міст	градове
міст	градовете
міст	понт
мала	мала
генерал	обща
генерал	общи
генерал	генерал
доходів	равенство
доходів	равнопоставеност
доходів	равенството
статей	изделия
статей	статии
статей	артикули
навчання	учене
навчання	уча
навчання	изучаване
навчання	учим
навчання	учене
навчання	учи
навчання	проучване
навчання	изучаване
навчання	изследване
навчання	учене
навчання	обучение
єднання	принадлежности
син	синко
син	сине
син	син
фізична	физическо
фізична	физически
фізична	физическа
рішення	решението
рішення	решение
рішення	решения
рішення	разтвори
рішення	решения
питання	въпрос
питання	въпроси
питання	проблеми
питання	въпроси
досить	достатъчно
люди	човеци
люди	човеците
люди	народ
люди	хора
люди	хората
тепер	сега
ним	него
медіана	средната
компанії	дружества
компанії	фирми
компанії	компании
іншими	другите
іншими	други
походження	произход
дані	дейта
дані	данни
дані	дани
видання	изданието
видання	издание
видання	издаване
раніше	досега
румунії	румъния
зазвичай	нормално
зазвичай	обикновено
зазвичай	обикновенно
зазвичай	обикновено
зазвичай	обикновено
сан	сан
використовується	използвано
використовується	използван
використовується	използвани
використовується	използвана
команда	командване
команда	команда
команда	командата
команда	тийм
команда	отбор
команда	отбора
команда	екип
команда	team
всього	общо
всього	общ
всього	обща
таблиці	таблици
таблиці	маси
таблиці	масата
таблиці	маса
таблиці	масичка
таблиці	таблица
початок	начало
початок	старт
початок	започнете
початок	стартиране
початок	започнете
початок	начало
початок	започване
пояс	талия
пояс	кръста
пояс	талията
пояс	колан
пояс	колана
сергій	сергей
сергій	сергий
сергій	сергей
станція	ташкент
станція	станция
станція	station
станція	гара
станція	новосибирск
існує	съществуват
існує	съществува
проект	проект
проект	проектът
проект	проекта
мати	майка
мати	майко
чоловік	съпруг
чоловік	човече
чоловік	човек
чоловік	мъж
ліворуч	ляво
ліворуч	ляв
ліворуч	наляво
усіх	всички
усіх	всеки
книги	книгите
книги	книги
книги	тефтер
книги	книга
михайло	михаил
михайло	майкъл
країн	държави
країн	страни
нагороди	награди
поштові	пощенски
офіційна	официален
офіційна	официално
офіційна	официална
індекси	индекси
індекси	индекси
переважно	основно
переважно	предимно
переважно	главно
переважно	предимно
переважно	главно
дії	операции
дії	действия
дії	постъпки
дії	искове
дії	дейност
дії	активност
дії	действия
дії	действие
дії	екшън
станції	станция
станції	station
станції	гара
станції	станции
освіти	обучение
освіти	образование
освіти	възпитание
професор	професор
руху	местене
руху	преместване
японії	япония
служби	услуги
служби	служби
служби	услуга
служби	служба
служби	сервиз
служби	обслужване
служби	услуги
відомі	позната
відомі	известни
відомі	познат
відомі	известна
відомі	известен
виробництва	производство
виробництва	изработване
орган	орган
різні	различна
різні	различно
різні	различни
різні	различен
різні	различни
різні	различни
різні	разнообразни
різні	разни
поділ	разделения
поділ	участъци
поділ	разделение
поділ	дивизии
поділ	разделяне
поділ	делене
поділ	участък
поділ	разделение
поділ	дивизия
поділ	деление
треба	необходимост
треба	нужда
треба	потребност
довжина	дължина
сили	сила
сили	мощ
сили	якост
сили	сили
іграх	олимпиадата
іграх	олимпиада
шевченка	хор
основні	основна
основні	основни
основні	основен
роботу	работа
роботу	труд
роботу	работи
іванович	иванович
неї	убеждения
неї	присъди
неї	ньой
прапора	флаг
прапора	знамето
прапора	знаме
тих	шие
тих	тези
дня	денят
дня	ден
твори	есета
герб	хърб
герб	билка
герб	биле
росія	русия
василь	базил
василь	босилек
василь	василий
василь	васил
депутатів	заместници
депутатів	депутати
іспанії	испания
індекс	индекс
індекс	индекси
індекс	показател
місця	места
місця	местоположения
місця	седалки
місця	места
місця	седалките
розвиток	развитие
розвиток	разработване
розвиток	разработка
альбом	албум
товариства	общество
товариства	обществото
засновані	базирана
гравці	играчи
серії	серия
серії	поредица
серії	сериал
серії	серии
серії	епизоди
німеччини	германия
просто	просто
просто	само
нові	ню
нові	ново
нові	нов
нові	нови
нові	нова
письменник	писател
письменник	писателка
письменник	сценарист
письменник	писател
інформації	информация
інформації	info
інформації	инфо
слова	думите
слова	думи
зараз	сега
зараз	понастоящем
працює	тичане
працює	бягане
працює	работи
працює	произведения
батько	баща
батько	татко
декілька	няколко
декілька	множествена
декілька	многобройни
декілька	множество
відомості	информация
відомості	информиране
відомості	детайли
відомості	подробности
розмір	размери
розмір	големина
розмір	размер
забезпечення	уверение
забезпечення	достоверност
президент	президентът
президент	президент
президент	председател
президента	президентски
президента	президентските
москва	москва
американський	американска
американський	американско
американський	американски
американський	американец
повністю	напълно
повністю	изцяло
повністю	напълно
повністю	напълно
посилання	препратки
посилання	препоръки
посилання	позовавания
посилання	връзка
посилання	линк
посилання	препратка
посилання	позоваване
посилання	референтни
посилання	връзки
пісні	песните
пісні	песни
члени	членове
члени	членовете
науки	науката
науки	наука
нова	ню
нова	ново
нова	нов
нова	нови
нова	нова
нова	nova
нова	нова
роман	римляни
роман	римляните
роман	римски
роман	римлянин
роман	роман
роман	римска
річка	ривър
річка	река
річка	реката
чотири	четири
чотири	четирима
другий	второ
другий	втора
другий	втори
належить	принадлежащи
належить	принадлежност
належить	принадлежи
обсерваторія	обсерватория
обсерваторія	обсерваторията
шаблон	шаблон
відкритий	отворено
відкритий	отвори
відкритий	отваряне
відкритий	публично
відкритий	публични
відкритий	публична
відкритий	обществено
відкритий	публичен
відкритий	обществени
відкритий	изложен
відкритий	изложени
відкритий	разкрита
збройних	въоръжен
збройних	въоръжени
збройних	въоръжена
можливість	способност
можливість	възможност
можливість	особеност
можливість	характеристика
можливість	възможност
можливість	способност
текст	текст
учасники	състезатели
учасники	участници
учасники	участниците
учасники	участници
учасники	членове
учасники	членовете
дерев	дърветата
дерев	дървета
дерев	дръвчета
прапор	флаг
прапор	знамето
прапор	знаме
тел	тел
галузі	индустрии
галузі	отрасли
галузі	промишлеността
галузі	индустрия
галузі	промишленост
стає	ставайки
ширина	широчина
ширина	ширина
чемпіон	шампион
чемпіон	шампиона
чемпіон	шампионка
гравець	плеър
гравець	играч
івана	ивана
можливо	възможно
можливо	възможен
можливо	възможна
можливо	възможни
поблизу	близко
поблизу	близо
поблизу	наблизо
термін	срок
термін	термин
термін	мандат
стало	почувствах
випадку	случай
випадку	дело
випадку	кейс
випадку	случаят
випадку	каса
юрій	юри
юрій	юрий
великі	голямо
великі	големи
великі	голям
великі	голяма
великі	биг
великі	голямо
великі	големи
великі	голям
великі	голяма
добре	добър
добре	добро
добре	добре
добре	еее
король	крал
король	кинг
король	кралят
король	цар
король	краля
лінії	линии
лінії	реплики
лінії	редове
випускники	завършилите
випускники	завършили
виконання	извършване
виконання	тичане
виконання	бягане
виконання	екзекуция
виконання	изпълнение
учасник	член
учасник	участник
учасник	състезател
учасник	участник
існування	съществуването
існування	съществуване
питань	въпроси
питань	улики
питань	въпроси
питань	проблеми
доктор	лекар
доктор	докторе
художник	художничка
художник	художник
художник	изпълнител
художник	художничка
художник	художник
художник	артист
художник	творец
форми	формуляри
форми	форми
форми	форми
підприємства	предприятия
підприємства	предприятията
підприємства	предприятие
підприємства	ентърпрайз
підприємства	ентърпрайс
підприємства	enterprise
творів	мултимедийни
творів	състави
творів	композиции
радянський	съветска
радянський	съветски
заснування	основаването
правління	попечители
правління	дъска
правління	борд
правління	борда
правління	правителство
сен	сен
сен	сена
сен	сейнт
сен	свети
сен	светица
сен	светец
поштовий	пощенски
іноді	понякога
секретар	секретар
секретар	секретарка
галерея	галерия
галерея	galleria
друга	второ
друга	втора
друга	втори
друга	приятелка
друга	приятелю
друга	приятел
великих	голямо
великих	големи
великих	голям
великих	голяма
містить	съдържа
містить	съдържат
територія	територия
територія	територии
територія	територията
політики	политиката
політики	полица
політики	политика
політики	политици
політики	политиците
політики	полици
політики	политики
університеті	кампуса
формування	образуване
формування	формиране
формування	формация
сьогодні	днеска
сьогодні	днес
проведення	разработване
проведення	развиване
анатолій	анатоли
анатолій	анатолий
види	видове
види	вид
дружина	жена
дружина	съпруга
дружина	съпругата
світ	свят
світ	света
андрій	андрей
андрій	андрей
андрій	андрий
івано	ивано
зміни	модификации
зміни	изменения
зміни	смените
зміни	промени
зміни	промените
зміни	изменения
ред	ред
ред	червена
ред	червен
ред	червени
ред	червено
днів	дни
днів	дена
наукових	научни
наукових	научен
наукових	научно
номер	брой
номер	число
номер	номер
справ	афери
програми	кандидатстване
програми	молба
програми	приложение
програми	прилагане
програми	заявление
програми	програми
програми	приложения
програми	заявления
програми	молби
програми	програми
програми	софтуер
партія	парти
партія	party
партія	купон
партія	партия
будівництво	изграждане
будівництво	сграда
будівництво	сградата
будівництво	изграждане
будівництво	строеж
будівництво	конструкция
будівництво	строителство
події	изключителност
події	честота
події	събития
події	мероприятия
події	случки
події	събитието
події	събитие
тип	вид
тип	тип
зображень	изображения
зображень	образи
укр	инж
чемпіонат	фина
чемпіонат	фи
чемпіонат	първенство
чемпіонат	шампионат
вище	над
вище	отгоре
категорії	категории
проблеми	проблеми
проблеми	проблемите
проблеми	въпроси
проблеми	проблеми
людина	хомо
людина	човешка
людина	човешко
людина	човек
людина	човешки
людина	човече
людина	човек
людина	мъж
вікіпедія	уикипедия
головним	основно
головним	предимно
головним	главно
число	брой
число	число
число	номер
альбоми	албуми
альбоми	албумите
розташовані	разположена
розташовані	разположен
розташовані	разположени
розташовані	разположено
білорусі	беларус
петро	пьотр
петро	петро
петро	петър
петро	питър
петро	петер
петро	пьотр
отримала	получено
отримала	получена
отримала	получен
отримала	получени
почали	започна
замість	вместо
комітету	комитет
комітету	комисия
мало	мало
рівні	нива
рівні	равнища
процес	процес
значно	значително
сезону	сезон
сезону	сезона
правило	правилото
правило	правило
режисер	директорът
режисер	режисьор
режисер	директор
чому	защо
завжди	винаги
загальна	общи
загальна	общо
загальна	общ
загальна	обща
ряд	серия
ряд	поредица
ряд	сериал
ряд	серии
погода	времето
завод	растение
завод	растителна
завод	завод
вплив	влияние
вплив	сблъсък
вплив	въздействие
вплив	удар
вплив	влияние
рух	движение
рух	трафик
рух	задръстване
рух	придвижване
рух	движение
компанія	дружество
компанія	компания
компанія	company
компанія	рота
компанія	фирма
слід	отпечатък
площі	райони
площі	зони
площі	площи
площі	области
астероїд	астероид
віктор	виктор
віктор	виктор
будівництва	изграждане
будівництва	строеж
будівництва	конструкция
будівництва	строителство
читати	четете
читати	прочетете
читати	чета
читати	чети
читати	прочети
читати	четене
застосування	приложен
застосування	приложена
застосування	прилагана
застосування	приложено
застосування	приложени
застосування	внушителен
застосування	налагане
закінчення	край
останній	последно
останній	последен
останній	последни
останній	последна
перше	първи
перше	първо
скликання	рада
слово	дума
книга	тефтер
книга	книга
захисту	защитни
захисту	защитно
виступи	изяви
радянської	lietuvos
центрі	изпълнител
центрі	предприемач
вважається	разглеждания
вважається	разглеждан
гри	мач
гри	гейм
гри	играта
гри	игра
призначений	предназначен
призначений	предвидена
призначений	предназначени
тіла	тялото
тіла	тяло
тіла	телесно
тіла	телата
тіла	тела
тіла	трупове
основному	основно
основному	предимно
основному	главно
сезон	сезон
сезон	сезона
жителів	местни
назвали	наречен
назвали	наречена
марія	мария
футболіст	футболист
джон	джон
джон	йоан
володар	лорд
поет	поет
поет	поетът
поет	поета
матчів	кибрит
матчів	съвпада
матчів	мачове
матчів	съвпадения
клуби	клубове
клуби	спатия
клуби	клубовете
клуби	стикове
ігри	хазарт
ігри	игри
ігри	игри
повернувся	върнато
повернувся	върнати
повернувся	върната
відома	позната
відома	известни
відома	познат
відома	известна
відома	известен
відома	прочут
відома	известни
відома	прочута
відома	известна
відома	известен
дозволяє	позволява
дозволяє	допуска
дозволяє	разрешава
відкриті	отворено
відкриті	отвори
відкриті	отваряне
