die	os
verwys	citada
verwys	citados
verwys	remete
verwys	remeter
state	estados
water	águas
water	agua
water	água
water	espátula
einde	acabamento
einde	concluir
einde	finalizar
einde	terminar
einde	termine
einde	end
einde	final
einde	terminar
einde	fim
duitsland	alemanha
regering	governo
elke	cada
kaap	cape
kaap	cabo
kaap	capa
dae	dias
wanneer	quando
wanneer	when
oorlog	guerra
oorlog	war
oorlog	guerras
laaste	último
laaste	últimas
laaste	last
laaste	últimos
laaste	última
politieke	politico
politieke	político
besluit	decide
besluit	decisão
besluit	decidida
besluit	decididas
besluit	decidi
besluit	decidiu
besluit	decidido
besluit	decidir
besluit	decida
besluit	decidam
besluit	decide
ryk	empire
ryk	império
ryk	ricas
ryk	rico
ryk	ricos
ryk	rich
ryk	rica
asook	filantropia
sommige	alguns
sommige	algum
sommige	algumas
gewoonlik	geralmente
gewoonlik	normalmente
gewoonlik	habitualmente
gewoonlik	usualmente
gewoonlik	normalmente
afrikaans	africâner
geskiedenis	historia
geskiedenis	história
vis	peixes
vis	peixe
plaas	fazenda
plaas	quintas
plaas	quinta
plaas	postar
plaas	publicar
plaas	publicação
plaas	pós
plaas	post
wikipedia	wikipédia
wikipedia	wikipedia
wetenskaplike	cientista
wetenskaplike	cientistas
wetenskaplike	científico
wetenskaplike	científica
ontwikkel	desenvolvido
ontwikkel	desenvolvidas
ontwikkel	desenvolvidos
ontwikkel	desenvolvida
ontwikkel	desenvolveu
ontwikkel	desenvolver
ontwikkel	desenvolva
lande	países
seun	garoto
seun	boy
seun	moço
seun	rapaz
seun	menino
seun	son
seun	filho
algemene	generalidades
algemene	gerais
algemene	geral
algemene	general
verskillende	diferente
verskillende	diferentes
ontstaan	ocorreram
ontstaan	ocorreu
ontstaan	ocorrido
europa	europa
stadion	estádio
stadion	stadium
belangrike	importante
belangrike	importantes
kinders	crianças
kinders	filhos
kinders	miúdos
kinders	kids
kinders	crianças
kinders	filhos
gedurende	durante
neem	pega
neem	levar
neem	take
neem	pegue
neem	toma
neem	leve
vertaal	traduza
vertaal	traduzir
vertaal	traduz
munisipaliteit	bairro
munisipaliteit	borough
munisipaliteit	município
munisipaliteit	concelho
tans	agora
tans	actualmente
tans	atualmente
tans	presentes
tans	presente
republiek	república
kort	curto
kort	short
kort	curtas
kort	curta
self	auto
self	self
mens	humano
mens	humanas
mens	humana
mens	human
plek	local
plek	lugar
plek	place
plek	local
plek	sítio
ongeveer	aproximadamente
binne	dentro
binne	inside
swart	serapilheira
swart	craque
swart	racha
swart	fenda
swart	crack
swart	preta
swart	black
swart	preto
swart	negro
swart	pretas
europese	europeu
europese	europeia
europese	europeias
moontlik	possivel
moontlik	possíveis
moontlik	possível
enige	qualquer
gehou	gostou
gehou	curtido
gehou	gostei
gehou	gostava
tydperk	duração
maande	meses
skool	escola
per	per
vroeë	early
vroeë	cedo
familie	família
familie	familia
voorkom	evitar
voorkom	prevenir
voorkom	impedir
mag	may
mag	maio
mag	pode
geneem	tirada
geneem	tomado
geneem	levado
geneem	tomadas
geneem	tiradas
hoe	como
eiland	ilha
eiland	ilhas
volg	track
volg	trilha
volg	faixa
volg	siga
volg	segue
volg	seguir
volg	sigam
volg	follow
volg	seguindo
volg	seguintes
soms	ocasionalmente
soms	ocasional
soms	ocasionais
engeland	inglaterra
engeland	england
johannes	johannes
johannes	john
johannes	joão
johannes	joao
vyf	cinco
vyf	five
sonder	sem
johannesburg	joanesburgo
ontwerp	concepção
ontwerp	desenho
ontwerp	design
aarde	earth
aarde	terra
gee	dê
gee	dar
gee	dá
kry	apanha
kry	obtenha
kry	receba
kry	obter
paar	poucas
paar	poucos
rol	papel
rol	rola
rol	rolar
rol	role
rol	roll
rol	rolo
vrou	mulher
vrou	mulher
vrou	esposa
gebiede	territórios
gebiede	áreas
derde	terceira
derde	terço
derde	terceiro
dag	dia
john	john
john	joão
john	joao
moderne	moderna
moderne	modernas
moderne	modern
moderne	moderno
woord	word
woord	palavra
groter	maiores
groter	maior
groter	maiores
groter	maior
president	presidente
koninkryk	reino
koninkryk	kingdom
tale	linguas
tale	idiomas
tale	línguas
ontvang	receber
ontvang	recebe
ontvang	recebem
ontvang	receba
ontvang	recebida
ontvang	recebido
ontvang	receberam
ontvang	recebidos
ontvang	recebeu
ontvang	recebidas
ontvang	recebendo
ontvang	recebimento
ontvang	receber
bly	bly
bly	ficar
bly	fica
bly	stay
bly	fique
amerika	america
amerika	américa
hoewel	embora
webwerf	website
webwerf	site
staat	estaduais
staat	state
staat	estado
staat	estadual
staat	planilha
staat	lençol
staat	folha
weens	devido
weens	devida
weens	devidas
vandag	hj
vandag	hoje
daardie	essas
daardie	aqueles
daardie	esses
daardie	aquelas
ekonomiese	econômico
ekonomiese	econômica
aanvaar	aceitos
aanvaar	aceites
aanvaar	aceitado
aanvaar	aceite
aanvaar	aceita
aanvaar	aceito
aanvaar	aceitamos
aanvaar	aceite
aanvaar	aceito
aanvaar	aceitar
aanvaar	aceita
hou	segure
hou	hold
hou	segurar
hou	segura
hou	mantenha
hou	continue
hou	continuem
hou	manter
geskryf	escrito
geskryf	escritas
geskryf	escritos
geskryf	escrita
geskryf	queimado
geskryf	queimada
geskryf	queimadas
geskryf	queimou
geskryf	queimados
hele	inteiras
hele	inteiros
hele	inteiro
bevat	contém
skrywer	escritora
skrywer	escritor
skrywer	autor
skrywer	autora
see	seneca
see	mar
verander	cancelar
verander	cancela
verander	mudanças
verander	alterações
verander	modificações
verander	modificar
verander	modifica
verander	mudar
verander	mudança
verander	mudanças
verander	troco
bereik	alcance
bereik	alcança
bereik	reach
bereik	alcançar
bereik	atingido
bereik	alcançada
bereik	alcançado
bereik	alcançou
bereik	alcançadas
russiese	russa
russiese	russas
russiese	russo
russiese	russos
weg	away
inwoners	residentes
inwoners	moradores
beteken	meios
beteken	significa
beteken	média
man	marido
man	esposo
man	man
man	pá
man	cara
man	homem
huis	home
huis	casa
huis	lar
huis	casa
besoek	impressão
besoek	visite
besoek	visitar
besoek	visita
besoek	visitado
besoek	visitada
besoek	visitei
besoek	visitou
besoek	visitados
administratiewe	administrativa
administratiewe	administrativos
administratiewe	administrativas
administratiewe	administrativo
bekende	famosa
bekende	famosas
bekende	famosos
bekende	famoso
gespeel	jogado
gespeel	jogou
gespeel	tocou
gespeel	joguei
gespeel	jogaram
beste	melhor
beste	melhores
beste	best
rusland	russia
rusland	rússia
kerke	igrejas
rooi	vermelhos
rooi	vermelhas
rooi	vermelha
rooi	vermelho
rooi	vermelhos
rooi	red
skryf	escreve
skryf	escreva
skryf	escrever
skryf	queime
skryf	queimar
skryf	queimadura
skryf	burn
skryf	queima
wie	oms
wie	who
wie	quem
visse	peixes
visse	peixes
suidelike	sulistas
suidelike	sulista
suidelike	sul
suidelike	southern
suidelike	meridional
romeinse	romana
romeinse	romanas
romeinse	roman
romeinse	romano
romeinse	romanos
alhoewel	embora
gekry	encontrada
gekry	encontrados
gekry	achado
gekry	encontraram
gekry	encontrado
gekom	viajou
gekom	viajado
verskyn	aparecer
verskyn	aparecem
hoë	alto
hoë	high
hoë	altos
hoë	altas
hoë	alta
sterk	forte
sterk	strong
sterk	fortes
africa	áfrica
londen	londres
reeks	series
reeks	série
reeks	séries
hoofsaaklik	principalmente
hoofsaaklik	primariamente
eilande	ilhas
belangrikste	primária
belangrikste	primário
belangrikste	primárias
belangrikste	primários
speel	jogar
speel	joga
speel	play
speel	jogue
speel	reproduzir
speel	reprodução
speel	jogar
speel	tocando
speel	jogando
speel	brincando
wel	bem
bou	construir
bou	construa
bou	build
bou	constrói
wil	quer
wil	queres
wil	quero
minder	menos
gelei	liderado
gelei	led
gelei	liderou
stigting	fundação
stigting	formação
gegee	dada
gegee	dado
gegee	dadas
beskryf	descrever
beskryf	descreve
beskryf	descreva
streek	região
streek	regionais
streek	regional
gesien	visto
gesien	viu
rivier	rio
mees	most
jan	jan
ses	seis
ses	six
grond	solo
grond	solos
grond	land
grond	terrenos
grond	terras
grond	terra
grond	ground
grond	terreno
spesies	espécies
spesies	espécie
beroep	profissão
png	png
verklaar	declaradas
verklaar	declarada
verklaar	declarado
verklaar	declarou
verklaar	declarados
gedoen	feito
lede	sócios
lede	membros
george	jorge
george	george
iii	iii
meter	metro
meter	contadores
meter	metros
meter	medidores
meter	metros
persent	porcentagem
persent	percentagem
historiese	histórico
historiese	históricas
historiese	histórica
historiese	históricos
historiese	históricas
historiese	histórico
historiese	histórica
historiese	históricos
nederland	holanda
minister	ministro
minister	ministra
span	team
span	equipa
span	time
span	equipe
ontwikkeling	desenvolvimento
ontwikkeling	evolução
dele	peças
dele	partes
frans	french
frans	franceses
frans	francês
distrik	distrito
gewen	venceu
gewen	won
gewen	ganhou
gewen	ganhado
god	deus
japan	japao
japan	japão
pad	rodoviário
pad	estrada
pad	road
oorlede	morreu
oorlede	morri
oorlede	morreram
oorlede	faleceu
militêre	militares
militêre	militar
inligting	informações
inligting	informação
paul	paulo
paul	paul
veroorsaak	causado
veroorsaak	causou
veroorsaak	causados
veroorsaak	causada
veroorsaak	causando
veroorsaak	causar
veroorsaak	provocando
veroorsaak	causa
veroorsaak	cause
ontdek	descubra
ontdek	descobre
ontdek	descobrir
ontdek	descubram
oorspronklike	originais
oorspronklike	original
katolieke	católico
katolieke	católicas
katolieke	católicos
katolieke	catolicismo
katolieke	católica
keiser	imperador
keiser	imperadores
boek	livro
boek	reservar
boek	livros
artikels	artigos
artikels	secções
artikels	seções
opgerig	erguido
opgerig	construída
opgerig	construídos
opgerig	construído
aanvanklik	inicialmente
sowel	ambos
sowel	ambas
sowel	bem
goed	boa
goed	bom
goed	bem
kalender	calendário
wet	lei
wet	direito
wet	law
wet	leis
wet	agir
wet	ato
wet	acto
wet	act
beide	ambos
beide	ambas
goeie	boa
goeie	bom
val	drop
val	gota
val	fall
val	outono
val	queda
vsa	eua
vsa	usa
hendrik	hendrik
beheer	controle
beheer	control
beheer	controlo
http	http
terug	costas
terug	volta
terug	voltar
min	min
predikant	clérigos
predikant	clero
gevind	encontrada
gevind	encontrados
gevind	achado
gevind	encontraram
gevind	encontrado
verkies	favor
verkies	favor
verkies	favorecer
omgewing	ambiente
omgewing	area
omgewing	área
lid	membro
potchefstroom	potchefstroom
park	parque
park	park
grens	borda
grens	fronteira
grens	contorno
skeidsregter	árbitro
sekere	certas
data	data
data	dados
jong	young
jong	jovem
jong	jovens
noorde	norte
noorde	north
uiteindelik	enfim
uiteindelik	finalmente
buite	fora
invloed	influencia
invloed	influência
invloed	influências
invloed	influenciar
ouderdom	idade
diens	serviço
blou	blue
blou	azul
blou	azuis
blou	crescer
blou	cresce
blou	crescem
blou	cresçam
blou	cresça
blou	borrão
noordelike	nordeste
noordelike	norte
noordelike	setentrional
noordelike	northern
vind	encontrar
vind	encontre
vind	encontra
woorde	palavras
verkiesing	eleição
verkiesing	eleições
verbind	ligada
verbind	conectados
verbind	ligado
verbind	ligados
verbind	conectado
verbind	conecte
verbind	ligar
verbind	conectar
verbind	conexão
geval	case
geval	caso
unie	union
unie	união
griekse	grega
griekse	grécia
griekse	gregos
griekse	grego
behoort	pertence
behoort	pertencem
behoort	pertences
behoort	pertença
behoort	pertencer
werke	emprego
werke	trabalhos
werke	empregos
sterre	sparks
sterre	faíscas
sterre	barras
sterre	bares
sterre	estrelas
sterre	stars
natal	natal
jou	seu
jou	sua
slag	battle
slag	batalha
slag	batalhas
deelstaat	estaduais
deelstaat	state
deelstaat	estado
deelstaat	estadual
oseaan	oceanos
oseaan	oceano
son	sun
son	sol
help	socorro
help	ajude
help	ajudar
help	ajuda
museum	museus
museum	museu
want	porque
want	pq
gregoriaanse	gregoriano
probeer	tenta
probeer	tente
probeer	tentar
probeer	experimente
probeer	experimenta
bome	árvores
bome	arvores
gemeentes	freguesias
gemeentes	paróquias
voltooi	completou
voltooi	concluída
voltooi	concluído
voltooi	concluídas
voltooi	concluídos
voltooi	acabamento
voltooi	concluir
voltooi	finalizar
voltooi	terminar
voltooi	termine
voltooi	feito
voltooi	completa
voltooi	completos
voltooi	complete
voltooi	completo
kilometer	quilómetro
kilometer	quilómetros
kilometer	quilômetros
kilometer	quilómetros
kilometer	quilômetros
stelsel	system
stelsel	sistema
raad	assessoria
raad	conselho
raad	conselhos
raad	aconselhamento
raad	concílio
raad	conselho
dorpe	vilas
gebly	viveu
gebly	vivi
gebly	morava
gebly	vivia
gebly	vivido
stede	cidades
klub	club
klub	clube
vader	pai
vader	padre
ster	estrela
ster	star
ster	estrelas
almal	todos
almal	todas
almal	tudo
almal	todos
almal	todos
australië	austrália
australië	montar
vanuit	do
vanuit	de
vanuit	da
skakel	link
skakel	ligação
skakel	chamada
skakel	ligar
skakel	ligue
skakel	chama
genus	género
genus	gênero
weke	semanas
lyk	parece
lyk	looks
lyk	olhares
york	york
york	iorque
generaal	generalidades
generaal	gerais
generaal	geral
generaal	general
sint	sint
vergadering	encontro
vergadering	reunião
orde	ordem
orde	encomendar
orde	encomenda
loop	caminhada
loop	passear
loop	andar
loop	caminhar
nooit	nunca
nooit	never
antieke	antiga
antieke	antigo
antieke	antigos
antieke	antiguidade
antieke	ancião
musiek	music
musiek	música
musiek	musica
musiek	músicas
willem	willem
willem	william
willem	willian
willem	guilherme
rooms	salas
rooms	quartos
uitgawe	edição
verkry	adquirida
verkry	adquiridos
verkry	adquiridas
verkry	adquirido
verkry	adquira
verkry	adquirir
verkry	adquire
william	william
william	willian
william	guilherme
verkoop	vender
verkoop	venda
verkoop	vendo
verkoop	vende
verkoop	vendida
verkoop	vendido
verkoop	vendidos
verkoop	vendidas
verkoop	vendeu
verkoop	vender
verkoop	vendendo
voël	ave
voël	bird
voël	passarinho
voël	pássaro
voël	aves
sjina	porcelana
sjina	china
dien	sirva
dien	servir
dien	serve
dien	servi
dien	submeter
dien	enviar
james	james
james	jaime
james	tiago
italië	itália
duits	alemã
duits	alemães
duits	alemão
vierde	quarta
hoër	superior
lei	chumbo
lei	lead
lei	liderar
groei	crescimento
gestel	conjunto
gestel	definir
gestel	set
gestel	definido
kleiner	menor
foto	foto
foto	fotografia
gevestig	estabelecida
gevestig	estabelecido
verloor	perdido
verloor	perdi
verloor	lost
verloor	perdida
verloor	perdidos
verloor	perdeu
sewe	sete
sewe	seven
oorspronklik	originalmente
oorspronklik	inicialmente
oorspronklik	originais
oorspronklik	original
voorbeeld	amostra
voorbeeld	amostras
voorbeeld	instância
voorbeeld	exemplo
voorsitter	cadeira
stellenbosch	stellenbosch
sterf	morra
sterf	die
sterf	morram
sterf	morre
sterf	morrer
nederlands	holandês
nederlands	holandeses
nederlands	neerlandês
nederlands	dutch
verskil	diferenca
verskil	diferença
verskil	diferenças
verskil	discordar
verskil	discorda
verskil	discordo
sentraal	centrais
sentraal	central
oppervlakte	area
oppervlakte	área
bevestig	verificadas
bevestig	verificados
bevestig	verificada
bevestig	verificado
bevestig	confirmar
bevestig	confirmem
bevestig	confirme
crystal	cristal
crystal	cristais
crystal	crystal
bepaal	determinado
bepaal	determinada
bepaal	determinados
bepaal	determina
indiese	indianos
indiese	índios
indiese	indian
indiese	índio
indiese	indiano
indiese	índia
klas	turma
klas	classe
klas	aula
lughawe	bancas
lughawe	bunker
lughawe	aeroporto
louis	luiz
louis	luis
louis	luís
louis	louis
vertoon	revelar
vertoon	revele
vertoon	exibindo
vertoon	mostrando
vertoon	visualização
vertoon	exibição
vertoon	exibir
vertoon	exibida
vertoon	exibidos
vertoon	exibidas
vertoon	mostrado
vertoon	exibido
colspan	colspan
altyd	always
altyd	sempre
lig	light
lig	luz
lig	leve
lig	levantar
lig	levantem
lig	levante
txt	txt
punt	ponto
punt	dot
punt	ponto
punt	point
vroue	mulheres
kant	borda
kant	aresta
kant	edge
kant	lateral
kant	lado
kant	side
betrokke	noiva
betrokke	noivos
betrokke	noivo
wou	procurada
wou	queria
wou	procurado
wou	procurados
rome	roma
week	semana
reg	lei
reg	direito
reg	law
reg	leis
stadium	palco
stadium	etapa
prof	prof
vervaardig	produzidos
vervaardig	produziu
vervaardig	produzida
vervaardig	produzidas
vervaardig	produzido
vervaardig	produza
vervaardig	produzir
geskep	criadas
geskep	criada
geskep	criado
geskep	criados
geskep	criou
plaasgevind	ocorreram
plaasgevind	ocorreu
plaasgevind	ocorrido
elizabeth	isabel
elizabeth	elizabeth
parys	paris
openbare	público
openbare	públicas
openbare	pública
openbare	públicos
openbare	publico
oud	antiga
oud	velho
oud	antigo
oud	velha
oud	velhos
beskikbaar	disponível
beskikbaar	disponíveis
beskikbaar	disponivel
dui	indique
dui	indiquem
dui	indicar
akteur	ator
akteur	actor
sentrale	centrais
sentrale	central
totale	total
behaal	conquista
natuurlike	naturais
natuurlike	natural
bied	ofereça
bied	oferta
bied	oferecer
amptelik	oficial
amptelik	funcionário
amptelik	official
amptelik	oficiais
indië	índia
indië	india
loopbaan	carreira
skep	crie
skep	criar
skep	cria
olimpiese	olympic
olimpiese	olímpico
olimpiese	olímpica
olimpiese	olímpicos
dogter	filha
dra	contribua
dra	contribuir
dra	contribuam
hoof	principais
hoof	main
hoof	principal
druk	imprensa
druk	pressione
druk	pressões
druk	pressão
verteenwoordig	representada
verteenwoordig	representado
verteenwoordig	representados
verteenwoordig	representadas
verteenwoordig	representou
verteenwoordig	representa
verteenwoordig	represente
verteenwoordig	representem
verteenwoordig	representar
verteenwoordig	represente
verteenwoordig	representam
boeke	livros
meestal	principalmente
geplaas	publicado
geplaas	postado
geplaas	postou
geplaas	postei
geplaas	publicou
albei	ambos
albei	ambas
etniese	étnico
etniese	étnicos
etniese	étnicas
etniese	étnica
etniese	etnia
kus	litoral
kus	costa
gepubliseer	viva
gepubliseer	live
gepubliseer	viver
gepubliseer	publicados
gepubliseer	publicou
gepubliseer	publicadas
gepubliseer	publicada
gepubliseer	publicado
super	super
kuns	art
kuns	arte
bring	trazer
bring	tragam
bring	traga
bring	traz
geld	dinheiro
geld	money
geld	grana
erken	admitir
erken	admita
erken	admite
erken	reconhecer
maria	mary
maria	maria
maria	maria
leier	lider
leier	leader
leier	líder
boom	árvore
boom	arvore
boom	boom
boom	bum
rolprent	filme
rolprent	película
rolprent	filmes
rolprent	películas
rolprent	filme
westelike	ocidental
westelike	ocidentais
westelike	western
westelike	oeste
kanada	canadá
kanada	canada
tradisionele	tradicional
tradisionele	tradicionais
national	national
national	nacionais
national	nacional
verdeel	dividir
verdeel	divida
verdeel	divide
pole	polônia
pole	polónia
beweging	moção
beweging	motion
beweging	movimento
beweging	movimentação
beweging	movimentos
beweging	movimento
russies	russa
russies	russas
russies	russo
russies	russos
russies	tunísia
russies	louisiana
russies	luisiana
japannese	japonesa
japannese	japonês
japannese	japão
japannese	japoneses
diere	animais
beter	melhor
beter	melhores
punte	pontos
kulturele	cultural
kulturele	culturais
beperk	restrita
beperk	restritos
beperk	restrito
beperk	limite
beperk	limitar
beperk	limitado
beperk	limitados
beperk	limitadas
beperk	limited
beperk	limitada
liggaam	body
liggaam	corpo
wen	win
wen	ganhe
wen	ganhar
wen	vencer
wen	vitória
basis	base
verlaat	deixe
verlaat	sair
verlaat	deixar
verlaat	saida
verlaat	saída
verlaat	sair
white	brancos
white	branco
white	white
white	brancas
white	branca
red	salvamento
red	resgate
spanje	espanha
magte	forcas
magte	forces
magte	forças
geraak	afetado
geraak	afetadas
geraak	afectados
geraak	afetada
geraak	afectado
geraak	afetados
goewerneur	governadora
goewerneur	governador
kultuur	cultura
charles	charles
charles	carlos
heilige	santo
heilige	saint
heilige	santa
heilige	santo
kaart	mapa
oorsprong	origem
david	davi
david	david
kennis	familiaridade
kennis	conhecido
kennis	conhecidos
kennis	conhecimento
kennis	conhecimentos
parlement	parlamento
groen	verde
groen	green
groen	verdes
sosiale	sociais
sosiale	social
geboue	edifícios
geboue	imóveis
geboue	prédios
bloemfontein	bloemfontein
gebring	trouxeram
gebring	trouxe
gebring	trazido
trek	puxa
trek	puxar
trek	puxe
stem	votação
stem	voto
stem	vote
stem	votem
stem	votar
stem	voice
stem	voz
energie	energia
energie	energias
von	von
boere	agricultores
boere	fazendeiros
boere	lavradores
boere	boer
boere	lavrador
boere	agricultor
boere	fazendeiro
boere	camponês
prys	preço
prys	preços
prys	price
prys	prémio
prys	premio
prys	prêmio
prins	principe
prins	prince
prins	príncipe
ligging	localização
gestuur	enviada
gestuur	enviadas
gestuur	enviados
gestuur	enviou
gestuur	enviado
broer	irmão
broer	irmao
broer	brother
studente	alunos
studente	estudantes
gemeenskap	society
gemeenskap	sociedade
gemeenskap	comunidade
berg	montanha
berlyn	berlim
oppervlak	superficie
oppervlak	superfície
agter	atrás
bronne	fontes
bronne	fonte
bronne	origem
beleid	política
port	porto
album	álbum
album	album
album	álbuns
beweeg	nenhum
beweeg	nenhuma
beweeg	mover
beweeg	movendo
voorheen	anteriormente
vertrek	partida
egipte	egipto
egipte	egito
egipte	vazios
egipte	vazio
egipte	vazia
