les	the
numéro	angka
numéro	nomor
numéro	bilangan
numéro	nomer
principale	utama
sainte	sainte
sainte	suci
sainte	kudus
sainte	holy
sainte	santo
sainte	saint
comté	kabupaten
comté	county
comté	daerah
comté	powiat
comté	shire
second	detik
second	kedua
second	second
gare	stasiun
gare	station
terme	term
terme	istilah
terme	terme
connu	dikenal
connu	diketahui
formation	berlatih
formation	latihan
formation	pelatihan
arts	arts
arts	seni
arts	kesenian
technique	teknis
technique	teknik
révolution	revolution
révolution	revolusi
etc	dll
objet	obyek
objet	objek
objet	tujuan
objet	subyek
objet	subjek
objet	perihal
mon	mon
philippe	philippe
philippe	philip
philippe	philipp
question	pertanyaan
lorsque	kapan
lorsque	saat
lorsque	apabila
lorsque	ketika
cinéma	movies
cinéma	bioskop
cinéma	film
cinéma	cinema
cinéma	bioskop
cinéma	sinema
plan	map
plan	peta
plan	rencana
plan	plan
plan	rencanakan
van	van
médaille	medal
médaille	medali
serait	akan
œuvres	karya
œuvres	bekerja
œuvres	works
zone	zona
zone	zone
zone	daerah
zone	wilayah
zone	luas
zone	kawasan
zone	area
écrivain	penulis
compagnie	perusahaan
compagnie	company
italien	italia
championnats	kejuaraan
films	films
films	film
films	movies
films	bioskop
films	film
surtout	khususnya
surtout	terutama
surtout	kebanyakan
parfois	terkadang
parfois	kadang
parfois	sesekali
sources	sumber
sources	sumber
parc	parc
parc	park
parc	taman
moyenne	medium
moyenne	sedang
moyenne	menengah
mouvement	gerakan
mouvement	motion
mouvement	gerak
mouvement	mosi
mouvement	gerakan
mouvement	pergerakan
succès	keberhasilan
succès	sukses
succès	kesuksesan
succès	berhasil
succès	keberhasilan
rivière	sungai
rivière	river
rivière	rivière
jamais	pernah
jamais	pernah
jamais	ever
vidéo	vidio
vidéo	video
martin	martinus
martin	martin
député	kongres
député	congressman
député	mep
député	deputi
claude	claude
moyen	medium
moyen	sedang
moyen	menengah
san	san
notre	our
bon	bagus
peintre	pelukis
voix	suara
voix	voting
voix	suara
voix	ips
voix	vokal
voix	voice
voix	suara
voix	suaranya
rouge	merah
rouge	red
rouge	rouge
district	distrik
district	kecamatan
district	raionul
district	kabupaten
district	daerah
seulement	only
seulement	saja
seulement	hanya
pont	pont
pont	bridge
pont	anjungan
pont	jembatan
pont	dek
libre	bebas
libre	gratis
libre	free
libre	libre
air	udara
air	air
sein	payudara
sein	dada
sein	breast
milieu	middle
milieu	pertengahan
milieu	tengah
milieu	medium
milieu	sedang
milieu	menengah
milieu	gelandang
festival	festival
belgique	belgia
belgique	belgique
grands	besar
georges	george
georges	georges
blanc	white
blanc	putih
blanc	kosong
blanc	blank
gauche	kiri
gauche	tersisa
travaux	pekerjaan
travaux	kerja
travaux	bekerja
travaux	karya
travaux	bekerja
travaux	works
donne	memberi
donne	berikan
donne	give
donne	beri
donne	memberikan
passe	berlalu
passe	oper
passe	lulus
passe	pass
passe	passe
produit	product
produit	produk
diffusion	siarkan
diffusion	siaran
diffusion	broadcast
diffusion	penyiaran
diffusion	difusi
diffusion	siaran
diffusion	penyiaran
diffusion	sosialisasi
diffusion	diseminasi
aide	aid
aide	bantu
aide	bantuan
aide	membantu
action	tindakan
action	aksi
andré	andre
andré	andré
andré	andreas
andré	andrew
font	font
font	huruf
réseau	jaringan
réseau	jejaring
réseau	jaringan
réseau	jaringannya
réseau	network
utilisé	digunakan
utilisé	terpakai
utilisé	used
utilisé	dipakai
victoire	win
victoire	menang
victoire	menangkan
victoire	kemenangan
victoire	victory
victoire	victoire
femmes	betina
femmes	perempuan
femmes	permpuan
femmes	female
femmes	betina
femmes	perempuan
femmes	wanita
femmes	perempuan
femmes	women
minutes	menit
aurait	akan
autour	seputar
autour	sekitar
belge	belge
belge	belgia
certaines	tertentu
certaines	some
certaines	beberapa
durée	durasi
espèces	spesies
espèces	species
angleterre	inggris
afrique	africa
afrique	afrika
monuments	monumen
sens	sens
sens	arti
sens	artinya
sens	makna
sens	indera
sens	indra
sens	akal
sens	sense
sens	indera
personne	person
personne	orang
mis	menempatkan
mis	put
mis	mis
municipalité	kotamadya
municipalité	munisipalitas
frère	saudara
frère	bâ
frère	saudara
frère	brother
frère	kakak
rencontre	rapat
rencontre	meeting
rencontre	pertemuan
rencontre	bertemu
rencontre	meet
rencontre	temui
trop	terlalu
trop	too
matchs	cocok
matchs	kecocokan
matchs	pertandingan
japon	jepang
japon	japan
publié	dipublikasikan
publié	diterbitkan
publié	terbitkan
publié	dilepaskan
publié	dirilis
publié	dikirimkan
publié	mengirim
publié	dikirim
domaine	bidang
domaine	lapangan
domaine	field
domaine	medan
domaine	kolom
domaine	domain
domaine	ranah
domaine	daerah
domaine	wilayah
domaine	luas
domaine	kawasan
domaine	area
eux	mereka
eux	mereka
professeur	profesor
professeur	professor
professeur	guru
particulier	khususnya
quartier	lingkungan
quartier	lingkungan
scientifique	ilmu
scientifique	sains
scientifique	ilmuwan
scientifique	ilmuan
scientifique	ilmiah
scientifique	scientific
honneur	kehormatan
honneur	kehormatan
honneur	honor
seule	sendirian
seule	alone
seule	sendiri
seule	only
seule	saja
seule	hanya
cause	penyebab
cause	sebab
cause	sebabkan
cause	cause
cause	menyebabkan
cause	penyebabnya
cause	penyebab
cause	menyebabkan
nouvelles	news
nouvelles	berita
nouvelles	new
nouvelles	baru
iii	iii
administration	administrasi
comte	hitunglah
comte	hitung
comte	menghitung
comte	hitungan
comte	cacah
comte	earl
comte	comte
suivante	selanjutnya
suivante	berikutnya
suivante	next
fort	tegar
fort	strong
fort	kuat
fort	benteng
fort	fort
hockey	hockey
hockey	hoki
journal	koran
journal	kronologi
journal	journal
journal	jurnal
journal	diary
différents	beda
différents	berbeda
rome	rome
rome	romawi
rome	roma
possible	mungkin
possible	kemungkinan
possible	dimungkinkan
dix	dix
dix	ten
dix	sepuluh
taille	pinggang
taille	tinggi
taille	ukuran
taille	ukuran
taille	size
sport	sport
sport	olahraga
sport	olahraga
sport	sports
principal	utama
sujet	topik
sujet	subyek
sujet	subjek
sujet	perihal
référence	acuan
référence	referensi
référence	rujukan
croix	salib
croix	croix
croix	salib
croix	lintas
croix	cross
croix	palang
élections	pemilu
élections	pemilu
mettre	menempatkan
mettre	put
titres	securities
titres	sekuritas
titres	gelar
titres	titel
enfin	akhirnya
millions	juta
millions	million
millions	sejuta
millions	jutaan
millions	juta
millions	berjuta
noir	dark
noir	gelap
noir	kegelapan
noir	noir
noir	hitam
noir	black
joue	pipi
joue	memainkan
joue	bermain
londres	london
londres	banjarmasin
agglomération	agglomération
agglomération	agglomeration
moment	moment
moment	momen
chapelle	chapelle
chapelle	kapel
chapelle	chapel
russe	russian
russe	rusia
russe	russe
prince	pangeran
prince	prince
manière	way
malgré	kedengkian
activités	kegiatan
activités	aktifitas
activités	aktivitas
réalisateur	sutradara
réalisateur	direktur
réalisateur	filmmaker
monument	tugu
monument	monumen
sciences	ilmu
sciences	sains
sciences	sciences
sciences	ilmu
sciences	sains
radio	radio
classe	angkatan
classe	kelas
classe	class
classe	berkelas
classe	classy
droite	kanan
droite	benar
droite	right
lieux	lokasi
lieux	tempat
née	born
née	lahir
née	terlahir
née	dilahirkan
actuel	current
actuel	arus
actuel	skrg
actuel	sajikan
actuel	hadir
actuel	present
espace	ruang
espace	spasi
espace	space
espace	angkasa
villes	city
villes	kota
villes	kota
fer	fer
fer	besi
fer	iron
activité	kegiatan
activité	aktivitas
commence	dimulai
organisation	organisasi
organisation	organisasi
sélection	seleksi
sélection	pemilihan
sélection	pilih
assez	cukup
participe	berpartisipasi
institut	institute
institut	institut
james	james
james	yakobus
internationale	internasional
internationale	international
internationale	mancanegara
internationale	internationale
cadre	framework
cadre	kerangka
cadre	bingkai
cadre	frame
sept	seven
sept	tujuh
sept	sept
différentes	beda
différentes	berbeda
lac	danau
lac	lac
affaires	bisnis
affaires	business
télévision	television
télévision	televisi
duc	duke
duc	adipati
duc	duc
personnage	character
personnage	tokoh
personnage	karakter
précédent	preseden
précédent	sebelumnya
évêque	uskup
évêque	bishop
évêque	évêque
cour	court
cour	sidang
cour	pengadilan
cour	mahkamah
richard	richard
adresse	alamat
php	php
william	william
thomas	thomas
ball	bola
ball	ball
résultats	hasilnya
résultats	hasil
hors	nonaktif
hors	off
hors	mati
hors	hors
problème	masalah
problème	problem
finalement	akhirnya
finalement	akhirnya
bonne	bagus
nature	alam
nature	nature
grandes	besar
grandes	grandes
michael	michael
michael	mikail
vol	flight
vol	penerbangan
vol	mencuri
vol	pencurian
port	pelabuhan
port	dermaga
port	port
port	pelabuhan
port	harbour
premières	mentah
premières	baku
premières	raw
premières	pertama
premières	duluan
premières	dulu
premières	first
donné	diberikan
donné	diberi
donné	sumbangan
donné	disumbangkan
donné	menyumbang
discussion	diskusi
discussion	obrolan
discussion	chat
dame	nona
dame	nyonya
dame	lady
