dhe	وال
përgjithshëm	اللواء
përgjithshëm	جنرال
përgjithshëm	عامة
përgjithshëm	الجنرال
tjetër	اخرى
tjetër	التالية
tjetër	القادم
tjetër	التالي
tjetër	التالى
njohur	المعترف
njohur	معترف
njohur	المعروفة
njohur	معلوم
njohur	معروف
njohur	معروفة
njohur	المعروف
shqiptar	الباني
shqiptar	الالبانية
shqiptar	البانيا
shqiptar	الالباني
shqiptar	البان
style	ستايل
style	اسلوب
style	النمط
style	الاسلوب
dytë	ثانيا
dytë	الثانيه
dytë	تاني
dytë	الثاني
dytë	الثانية
dytë	ثاني
mirë	خير
mirë	الخير
mirë	طيب
mirë	جيد
mirë	بخير
fundit	الاخيرة
fundit	اخر
fundit	اخير
fundit	تدوم
fundit	الاخير
fundit	الاحدث
pasi	بعدما
pasi	بعد
shiko	شاهد
shiko	ترى
shiko	نظرة
shiko	انظري
shiko	النظرة
shiko	انظر
nën	تحت
nën	ادناه
nën	غواصة
nën	الغواصة
nën	فرعي
nën	الباطن
nën	تحت
jpg	jpg
herë	اضعاف
herë	طي
herë	تايمز
herë	اوقات
herë	المرات
herë	التايمز
herë	مرات
herë	الاوقات
viti	عام
viti	العام
viti	السنه
viti	سنة
viti	سنه
viti	السنة
sot	اليوم
çdo	اي
çdo	اية
lartë	عال
lartë	عالي
lartë	مرتفع
lartë	عالية
lartë	عاليا
popullsi	السكان
kosovës	كوسوفو
komunë	البلدية
komunë	بلدية
jetë	الحياة
jetë	الحياه
jetë	حياة
jetë	life
president	رئيس
president	الرئيس
bërë	معمول
bërë	فعلت
bërë	تمت
bërë	تم
bërë	انتهيت
mes	الاوسط
mes	المنتصف
mes	الوسط
mes	وسط
mes	منتصف
mes	بين
vonë	اواخر
vonë	تاخر
vonë	متاخرة
vonë	متاخر
vend	بلد
vend	البلاد
vend	بلاد
vend	البلد
vend	المكان
vend	مكان
vend	المكان
shqipëri	البانيا
pak	الصغير
pak	قليل
pak	القليل
francë	وفرنسا
francë	فرانس
francë	فرنسا
fshat	الريف
fshat	قرية
fshat	القرية
zyrtare	رسمي
zyrtare	الرسمي
zyrtare	رسمية
zyrtare	مسؤول
kryetari	متكلم
kryetari	المتحدث
kryetari	المتكلم
kryetari	متحدث
kryetari	الرئيس
pasur	ثريا
pasur	غني
pasur	ريتش
pasur	الغنية
pasur	ثري
pasur	غنية
sepse	لان
sepse	لانه
sepse	عشان
sepse	لانني
sepse	بسبب
sepse	لاني
sepse	السبب
sepse	سبب
vitet	السنين
vitet	اعوام
vitet	سنين
vitet	السنوات
vitet	سنوات
tre	three
tre	ثلاثة
tre	ثلاث
tre	ثلاثه
fund	التنورة
fund	تنويه
fund	تنورة
fund	المنتهي
fund	انهاء
fund	نهاية
fund	النهاية
marrë	اخذ
marrë	ماخوذ
marrë	تؤخذ
marrë	المتخذة
tjerë	اخرون
tjerë	اخرين
tjerë	الاخرون
harta	خريطه
harta	خارطة
harta	الخريطة
harta	خريطة
harta	الخرائط
harta	خرائط
mbreti	ملك
mbreti	كينغ
mbreti	الملك
mbreti	كينج
midis	بين
vogël	تايني
vogël	تيني
kosovë	كوسوفو
vjet	السنين
vjet	اعوام
vjet	سنين
vjet	السنوات
vjet	سنوات
përbëhet	تتكون
përbëhet	يتالف
përbëhet	يتكون
pastaj	اذن
pastaj	بعدها
pastaj	ثم
pastaj	اذا
shtetit	الولاية
shtetit	دولة
shtetit	ولاية
shtetit	الحالة
shtetit	الدولة
tiranë	تيرانا
kombëtare	الوطنية
kombëtare	ناشيونال
kombëtare	وطنية
kombëtare	وطني
emrin	اسم
emrin	الاسم
mori	استقبل
mori	تلقت
mori	استلام
mori	وردت
mori	ورد
mori	اخذت
filloi	بدات
filloi	بدا
ish	سابق
ish	السابق
mars	المسيرة
mars	مارس
mars	مسيرة
mars	اذار
mars	المريخ
mars	مارس
file	ملف
file	الملف
presidenti	رئيس
presidenti	الرئيس
lindur	ولد
lindur	تولد
lindur	مولود
lindur	يولد
lindur	ولدت
lindi	ميلاد
lindi	الميلاد
lindi	الولادة
lindi	ولادة
kryesore	رئيسية
kryesore	الرئيسية
aktualisht	حاليا
qyteti	تاون
qyteti	بلدة
qyteti	المدينة
qyteti	البلدة
qyteti	المدينه
qyteti	مدينة
qyteti	المدينة
qyteti	سيتي
politike	السياسي
politike	السياسية
politike	سياسي
politike	سياسية
qershor	حزيران
qershor	يونيو
pse	ليش
pse	لماذا
pse	لما
maj	قد
maj	ماي
maj	مايو
maj	ايار
vetë	الذاتي
vetë	ذاتي
vetë	النفس
vetë	سلف
vetë	الذات
nëntor	نوفمبر
janar	يناير
thotë	تقول
thotë	يقول
shtator	ايلول
shtator	سبتمبر
vet	ده
brenda	داخل
brenda	للداخل
brenda	داخلي
brenda	بالداخل
brenda	الداخل
shteteve	دول
shteteve	الولايات
shteteve	الدول
kryesisht	غالبا
shqiptarë	الالبان
prill	ابريل
prill	نيسان
ditë	اليوم
ditë	يوم
ditë	نهار
ditë	الايام
ditë	ايام
tetor	اكتوبر
shkurt	فبراير
shkurt	شباط
shkurt	قصيرة
shkurt	القصير
shkurt	قصير
shkurt	شورت
bëhet	تصير
bëhet	تصبح
bëhet	يصير
bëhet	يصبح
bëhet	اصبح
bëhet	يصبح
bëhet	يصير
vjetër	قديمه
vjetër	عجوز
vjetër	قديمة
vjetër	قديم
vjetër	القديم
bën	يصنع
bën	يجعل
kodi	شفرة
kodi	الكود
kodi	رمز
kodi	الرمز
kodi	كود
dhjetor	ديسمبر
dhjetor	العشري
mbret	ملك
mbret	كينغ
mbret	الملك
mbret	كينج
aktuale	التيار
aktuale	تيار
aktuale	الحالي
gjuhën	لسان
gjuhën	اللسان
gjuhën	لغة
gjuhën	اللغة
tani	الان
tani	والان
frëngjisht	فرنسيا
frëngjisht	فرنسية
frëngjisht	بالفرنسية
frëngjisht	الفرنسية
frëngjisht	فرنسي
shtetet	دول
shtetet	الولايات
shtetet	الدول
shtetet	بلدان
shtetet	البلدان
shtetet	الدول
informacion	الاعلام
informacion	المعلومات
informacion	معلومات
shume	جدا
shume	ماتش
gusht	اغسطس
gusht	اوغست
shba	امريكا
pranë	بالقرب
pranë	قرب
top	القمة
top	توب
top	قمة
top	الاعلى
korrik	يوليو
korrik	تموز
katër	اربع
katër	اربعة
katër	اربعه
rëndësishme	هام
rëndësishme	مهمة
rëndësishme	مهم
rëndësishme	المهم
fillim	بداية
fillim	البداية
prishtinë	بريشتينا
jashtë	الخارج
jashtë	خارج
jashtë	اخرج
jashtë	خارج
jashtë	خارجا
jashtë	خرج
përbërja	التشكيل
përbërja	تشكيل
përbërja	تكوين
përbërja	التكوين
shën	سانت
shën	قديس
shën	القديس
qytet	تاون
qytet	بلدة
qytet	المدينة
qytet	البلدة
qytet	المدينه
qytet	مدينة
qytet	المدينة
qytet	سيتي
këtu	هنا
dhënë	نظرا
dhënë	منحت
dhënë	منح
përdorur	استعمل
përdorur	استخدم
përdorur	مستخدم
përdorur	استخدمت
faqja	صفحة
faqja	الصفحة
aty	هناك
nëpër	عبر
nëpër	خلال
krijuar	خلق
krijuar	خلقت
del	دل
zona	منطقة
zona	المنطقة
zona	مساحة
zona	المساحة
zona	منطقة
zona	المنطقة
vit	عام
vit	العام
vit	السنه
vit	سنة
vit	سنه
vit	السنة
shpesh	غالبا
përfshirë	شملت
përfshirë	المدرجة
përfshirë	شمل
përfshirë	مدرج
data	موعد
data	الموعد
data	التاريخ
data	تاريخ
kryesor	رئيسية
kryesor	الرئيسية
kryesor	الابتدائي
kryesor	الابتدائية
kryesor	ابتدائي
emri	اسم
emri	الاسم
jane	جاين
jane	جين
new	جديد
new	جدد
new	جديدة
new	الجديد
isbn	isbn
zakonisht	عادة
zakonisht	المعتاد
reja	جديد
reja	جدد
reja	جديدة
reja	الجديد
federal	فيدرالي
federal	الاتحادية
federal	اتحادية
federal	الاتحادي
federal	اتحادي
federal	فيدرالية
qarkun	مقاطعة
qarkun	المقاطعة
qendër	سنتر
qendër	المركز
qendër	المنتصف
qendër	الوسط
qendër	مركز
qendër	المركز
qendër	مركز
ana	ana
ana	انا
republika	الجمهورية
republika	جمهورية
iii	ثالثا
iii	iii
provinca	مقاطعة
provinca	المحافظة
provinca	الاقليم
provinca	محافظة
provinca	اقليم
provinca	المقاطعة
der	دير
fjalë	كلمة
fjalë	الكلمة
fjalë	الكلمات
fjalë	كلمات
amerikan	امريكية
amerikan	امريكيون
amerikan	امريكي
amerikan	الامريكي
osmane	العثمانية
pjesa	جزء
pjesa	الجزء
ndonjë	اي
ndonjë	اية
caps	القبعات
caps	قبعات
gjë	الشيء
ali	الي
ali	علي
ali	ali
shkruar	كتب
shkruar	مكتوب
shkruar	خطية
shkruar	مكتوبة
kulturore	الثقافي
kulturore	ثقافي
kulturore	ثقافية
kulturore	الثقافية
mesme	الاوسط
mesme	المنتصف
mesme	الوسط
mesme	وسط
mesme	متوسط
mesme	متوسطة
mesme	المتوسط
shqip	الباني
shqip	الالبانية
shqip	البانيا
shqip	الالباني
shqip	البان
numër	عدد
numër	العدد
numër	الرقم
numër	رقم
atëherë	اذن
atëherë	بعدها
atëherë	ثم
atëherë	اذا
mjaft	كفاية
mjaft	كفى
mjaft	يكفي
mjaft	كافي
bazë	القاعدة
bazë	قاعدة
bazë	اساسي
bazë	اساسية
bazë	الاساسية
kohe	وقت
kohe	الزمن
kohe	الوقت
kohe	زمن
kohe	الزمان
ndërtuar	بنيت
ndërtuar	مبني
ndërtuar	بناء
ndërtuar	تبني
ndërtuar	نبني
nëpërmjet	عبر
nëpërmjet	فيا
nëpërmjet	عبر
nëpërmjet	خلال
solid	صلبة
solid	متين
solid	الصلبة
solid	صلب
fshati	قرية
fshati	القرية
vite	السنين
vite	اعوام
vite	سنين
vite	السنوات
vite	سنوات
sipërfaqja	هيكل
sipërfaqja	الهيكل
jug	جنوبي
jug	جنوبا
jug	الجنوب
jug	جنوب
jug	ساوث
atyre	هم
lidhur	متصلة
lidhur	متصل
lidhur	مرتبطة
lidhur	مرتبط
lidhur	مرتبط
lidhur	مرتبطة
ushtarake	عسكرية
ushtarake	العسكري
ushtarake	الجيش
ushtarake	عسكري
veri	نورث
veri	شمالي
veri	شمال
veri	شمالا
veri	الشمال
papa	بوب
papa	بابا
papa	البابا
popullore	الشعبية
popullore	الشعبي
popullore	مشهور
popullore	شعبية
popullore	شائع
popullore	شعبي
numri	عدد
numri	العدد
numri	الرقم
numri	رقم
atij	له
atij	هو
përveç	عدا
përveç	الا
përveç	ماعدا
përveç	باستثناء
vepra	افعال
vepra	الافعال
vepra	يعمل
vepra	يشتغل
vepra	اشغال
vepra	ينفع
asaj	لها
asaj	هي
vërtetë	ريال
vërtetë	حقيقي
vërtetë	حقيقية
vërtetë	حقا
vërtetë	فعلا
përmes	عبر
përmes	فيا
përmes	عبر
përmes	خلال
përdoret	استعمل
përdoret	استخدم
përdoret	مستخدم
përdoret	استخدمت
dha	اعطى
dha	وهب
dha	اعطيت
arriti	وصل
arriti	وصلت
botë	عالم
botë	العالمي
botë	الدنيا
botë	العالم
botë	world
spanjë	اسبانيا
ndërkombëtare	الدولية
ndërkombëtare	الدولي
ndërkombëtare	دولية
ndërkombëtare	دولي
shqipëria	البانيا
sidomos	وخاصة
sidomos	خاصة
sidomos	خصوصا
sidomos	بالاخص
tretë	ثالثا
tretë	الثالثة
tretë	ثالث
tretë	الثالث
tretë	ثالثة
veriore	الشمالية
veriore	شمال
veriore	الشمالي
veriore	شمالي
merr	خذ
merr	اخذ
merr	احصل
merr	الحصول
merr	احضر
formë	شكل
formë	الشكل
formë	شكل
formë	الشكل
formë	استمارة
formë	النموذج
kisha	الكنائس
kisha	كنيسه
kisha	كنيست
kisha	كنيسة
kisha	الكنيسة
veçantë	الخاص
veçantë	خاص
veçantë	مميز
veçantë	خاصة
shteti	بلد
shteti	البلاد
shteti	بلاد
shteti	البلد
shteti	الولاية
shteti	دولة
shteti	ولاية
shteti	الحالة
shteti	الدولة
vende	اماكن
vende	الاماكن
vende	مقاعد
vende	المقاعد
ndeshje	ماتش
ndeshje	المطابقة
ndeshje	مطابقة
ndeshje	مباراة
ndeshje	المباراة
njerëzit	اشخاص
njerëzit	اناس
njerëzit	الاشخاص
njerëzit	الناس
njerëzit	ناس
ende	لسه
maqedonisë	مقدونيا
fitoi	فاز
fitoi	وون
vendi	بلد
vendi	البلاد
vendi	بلاد
vendi	البلد
vendi	مكان
vendi	المكان
http	http
faqe	الخد
faqe	صفحة
faqe	الصفحة
faqe	صفحات
faqe	الصفحات
jeta	الحياة
jeta	الحياه
jeta	حياة
jeta	life
popullsia	السكان
shqiptarët	الالبان
kryetar	متكلم
kryetar	المتحدث
kryetar	المتكلم
kryetar	متحدث
kryetar	عمدة
kryetar	العمدة
kryetar	الرئيس
luajtur	لعبت
shtëpi	المنزل
shtëpi	منزل
shtëpi	هاوس
shtëpi	البيت
shtëpi	البيوت
shtëpi	منازل
shtëpi	بيوت
shtëpi	المنازل
shtëpi	المنزل
shtëpi	الوطن
shtëpi	منزل
shtëpi	البيت
gjuhë	لغات
gjuhë	اللغات
gjuhë	لسان
gjuhë	اللسان
gjuhë	لغة
gjuhë	اللغة
historike	تاريخي
historike	تاريخية
historike	تاريخي
historike	تاريخية
fetare	الدينية
fetare	دينية
fetare	الديني
fetare	متدين
perëndimore	ويست
perëndimore	الغرب
perëndimore	غربا
perëndimore	غرب
perëndimore	غربي
perëndimore	غربي
perëndimore	غربية
perëndimore	الغربية
perëndimore	غرب
tri	three
tri	ثلاثة
tri	ثلاث
tri	ثلاثه
shembull	مثال
shembull	المثال
ekonomike	اقتصادية
ekonomike	اقتصادي
ekonomike	اقتصادية
saint	سانت
saint	قديس
saint	القديس
plotë	الكامل
plotë	ملي
plotë	كامل
plotë	كاملة
rajoni	الاقليم
rajoni	اقليم
rajoni	منطقة
rajoni	المنطقة
rajoni	المنطقة
rajoni	المقاطعة
rajoni	منطقة
shqiptarëve	الالبان
shkolla	مدارس
shkolla	المدارس
shkolla	مدرسه
shkolla	مدرسة
shkolla	المدرسة
shkolla	المدارس
afër	بالقرب
afër	قرب
afër	قريب
afër	الوثيق
afër	مقرب
afër	اغلاق
afër	اغلق
then	فشل
then	تفشل
drejt	مباشرة
drejt	مستقيم
drejt	نحو
lindje	شرقي
lindje	ايست
lindje	شرق
lindje	الشرق
lindje	شرقا
lindje	الشرقية
historia	ستوري
historia	قصة
historia	حكاية
historia	القصة
historia	قصه
historia	التاريخ
historia	تاريخ
film	الفيلم
film	فيلم
film	الفلم
film	الفيلم
film	فيلم
figura	صورة
figura	الصورة
figura	الاشكال
figura	الارقام
figura	ارقام
figura	الشكل
zoti	اللهم
zoti	الله
zoti	ربي
zoti	رب
zoti	لورد
kosova	كوسوفو
gjuha	لسان
gjuha	اللسان
gjuha	لغة
gjuha	اللغة
studimet	الدراسات
studimet	دراسات
familje	عائلي
familje	عائلة
familje	الاسرة
familje	اسرة
familje	العائلة
duket	يبدو
duket	نظرات
duket	النظرات
duket	يبدو
tha	قالت
tha	قال
tha	قالو
fillon	يبدا
fillon	يبدا
fillon	بدء
fillon	البدء
anë	جانب
anë	جنب
anë	الجانب
gjerë	واسعا
gjerë	واسعة
gjerë	عريض
gjerë	واسع
greke	يوناني
greke	يونانية
greke	اليوناني
greke	اليونانية
qëllim	غرض
qëllim	الغاية
qëllim	الغرض
city	المدينه
city	مدينة
city	المدينة
city	سيتي
tempulli	المعبد
tempulli	تمبل
tempulli	معبد
kane	كاين
kane	كائن
lufta	حرب
lufta	الحرب
rast	القضية
rast	حالة
rast	قضية
rast	الحالة
rast	كايس
vjen	ياتي
vjen	ات
vjen	قادمون
vjen	قادم
vjen	قادمة
grupi	فرقة
grupi	الفرقة
grupi	مجموعة
grupi	المجموعة
pare	شوهد
pare	رايت
itali	ايطاليا
arritur	حققت
shumica	الاغلبية
shumica	اغلبية
shumica	الغالبية
svg	svg
shkencore	علمية
shkencore	علميا
autor	مؤلف
autor	الكاتب
autor	كاتب
autor	المؤلف
përpara	للامام
përpara	الامام
përpara	قبل
punës	المخاض
punës	عمالة
tregon	يشير
tregon	عروض
tregon	يظهر
tregon	العروض
njerëz	اشخاص
njerëz	اناس
njerëz	الاشخاص
njerëz	الناس
njerëz	ناس
jugore	جنوبي
jugore	جنوبية
jugore	جنوب
botuar	نشر
botuar	منشور
botuar	نشرت
pesë	خمسة
pesë	خمسه
pesë	خمس
anëtar	عضوة
anëtar	عضو
anëtar	العضو
lloji	نوع
lloji	النوع
lloji	نوع
emër	اسم
emër	الاسم
grup	مجموعة
grup	المجموعة
mali	ماونتن
mali	جبل
mali	الجبل
mali	جبل
mali	ماونت
mali	مالي
zhvillimin	التنمية
zhvillimin	تنمية
zhvillimin	التطوير
john	جون
john	يوحنا
vendet	مقاعد
vendet	المقاعد
vendet	اماكن
vendet	الاماكن
vendet	بلدان
vendet	البلدان
vendet	الدول
poshtë	اسفل
poshtë	تحت
poshtë	ادناه
poshtë	القاع
poshtë	قاع
fjala	كلمة
fjala	الكلمة
qendrore	مركزية
qendrore	سنترال
qendrore	الوسطى
qendrore	وسط
qendrore	مركزي
jep	يعطي
jep	تعطي
jep	المنح
jep	منح
jep	يوفر
jep	يزود
jep	اعطاء
jep	اعطي
wikipedia	ويكيبيديا
bashkë	سويا
bashkë	سوية
bashkë	معا
hershme	المبكر
hershme	باكرا
hershme	اوائل
hershme	مبكرة
hershme	مبكر
hershme	مبكرا
jugut	جنوبي
jugut	جنوبا
jugut	الجنوب
jugut	جنوب
jugut	ساوث
lindore	شرقي
lindore	شرقية
lindore	الشرقية
lindore	شرق
përfshinë	شملت
përfshinë	المدرجة
përfshinë	شمل
përfshinë	مدرج
italia	ايطاليا
qarqet	الدوائر
qarqet	دوائر
qarqet	المناطق
qarqet	المقاطعات
qarqet	مقاطعات
punë	الوظيفة
punë	وظيفة
punë	الشغل
punë	شغل
punë	عمل
punë	العمل
punë	اعمل
punë	عمل
hapur	مفتوح
hapur	مفتوحة
hapur	افتح
hapur	فتح
njihet	المعروفة
njihet	معلوم
njihet	معروف
njihet	معروفة
njihet	المعروف
qendra	سنتر
qendra	المركز
qendra	المنتصف
qendra	الوسط
qendra	مركز
qendra	المركز
qendra	مركز
libri	الكتاب
libri	كتاب
romake	روماني
romake	رومان
romake	الروماني
romake	الرومانية
shquar	متميز
shquar	الموقر
administrative	اداري
administrative	ادارية
pati	باتي
burimi	المصدر
burimi	مصدر
burimi	المورد
burimi	الموارد
burimi	مورد
sistemi	نظام
sistemi	النظام
sistemi	المنظومة
politik	السياسي
politik	السياسية
politik	سياسي
politik	سياسية
fushë	الميدان
fushë	حقل
fushë	الحقل
fushë	ميدان
shtëpia	المنزل
shtëpia	الوطن
shtëpia	منزل
shtëpia	البيت
shtëpia	المنزل
shtëpia	منزل
shtëpia	هاوس
shtëpia	البيت
kete	هذا
kete	هذه
ora	وقت
ora	الزمن
ora	الوقت
ora	زمن
ora	الزمان
ora	الساعة
ora	ساعة
ora	الساعه
gola	اهداف
gola	الاهداف
gola	الغايات
serbe	صرب
serbe	صربية
serbe	الصرب
serbe	الصربية
serbe	الصربي
detit	البحر
detit	بحر
burim	المصدر
burim	مصدر
njeri	انسان
njeri	بشري
njeri	بشرية
njeri	الانسان
njeri	رجل
njeri	man
njeri	مان
njeri	الرجل
not	للسباحة
not	السباحة
not	سباحة
faqet	صفحات
faqet	الصفحات
ate	له
ate	هو
lirë	طليق
lirë	بخيل
lirë	رخيصة
lirë	رخيص
lirë	مجانا
lirë	حرة
lirë	مجاني
lirë	free
lirë	حر
bardhë	بيضاء
bardhë	الابيض
bardhë	وايت
bardhë	ابيض
komuniste	الشيوعية
komuniste	شيوعي
komuniste	الشيوعي
gjermane	الالمانية
gjermane	المان
gjermane	الالماني
gjermane	المانيا
gjermane	الماني
gjermane	المانية
ujë	الماء
ujë	ماء
ujë	مياه
ujë	المياه
zhvilluar	طور
rrethi	الدائرة
rrethi	دائرة
koha	وقت
koha	الزمن
koha	الوقت
koha	زمن
koha	الزمان
letrare	ادبي
letrare	الادبية
tokë	الارض
tokë	ارض
tokë	اراض
tokë	الارض
tokë	الاراضي
histori	ستوري
histori	قصة
histori	حكاية
histori	القصة
histori	قصه
histori	التاريخ
histori	تاريخ
kreu	راسي
kreu	راس
kreu	الراس
njeriu	رجل
njeriu	man
njeriu	مان
njeriu	الرجل
gjendje	الوضع
gjendje	الموقف
gjendje	الحالة
gjendje	حالة
gjendje	شرط
gjendje	الحالة
gjendje	الشرط
amerikane	امريكية
amerikane	امريكيون
amerikane	امريكي
amerikane	الامريكي
krye	القمة
krye	توب
krye	قمة
krye	الاعلى
tirana	تيرانا
veprat	افعال
veprat	الافعال
vendos	ضبط
vendos	تعيين
vendos	تقرر
vendos	يقرر
vendos	قرر
mbajtur	عقدت
com	com
com	كوم
madje	حتى
madje	حتي
colspan	colspan
përfshin	يشمل
përfshin	يتضمن
përfshin	تتضمن
përfshin	تشمل
përfshin	ينطوي
george	جورج
elektrike	كهربائي
elektrike	كهربائية
elektrike	كهربائي
elektrike	كهربائية
luftë	حرب
luftë	الحرب
arsye	دواعي
arsye	اسباب
arsye	الاسباب
arsye	سبب
arsye	السبب
punuar	عملت
punuar	يعمل
punuar	اعمل
perëndim	ويست
perëndim	الغرب
perëndim	غربا
perëndim	غرب
perëndim	غربي
fëmijë	الاولاد
fëmijë	الاطفال
fëmijë	اطفال
fëmijë	الطفلة
fëmijë	طفل
fëmijë	طفلة
fëmijë	الطفل
fëmijë	الاطفال
fëmijë	اطفال
malit	ماونتن
malit	جبل
malit	الجبل
qarku	مقاطعة
qarku	المقاطعة
qarku	الدائرة
qarku	حلبة
qarku	دائرة
autori	مؤلف
autori	الكاتب
autori	كاتب
autori	المؤلف
shtrihet	يمدد
shtrihet	يمتد
vete	نفسي
vete	نفسى
mira	ميرا
mira	ميرا
verore	صيفي
verore	الصيف
verore	صيف
verore	سمر
ushtarak	عسكرية
ushtarak	العسكري
ushtarak	الجيش
ushtarak	عسكري
san	سان
përsëri	مجددا
përsëri	ثانية
evropian	الاوروبي
evropian	الاوروبية
vendbanim	الاقامة
vendbanim	اقامة
familja	عائلي
familja	عائلة
familja	الاسرة
familja	اسرة
familja	العائلة
larg	بعيد
larg	بعيدا
princi	برنس
princi	برينس
princi	امير
princi	الامير
kaluar	الماضى
kaluar	ماضي
kaluar	ماض
kaluar	الماضي
kaluar	مرت
pikë	النقاط
pikë	نقاط
pikë	نقطة
pikë	بوينت
pikë	النقطة
qeveria	الحكومة
qeveria	الحكومات
qeveria	حكومة
nobel	نوبل
shkencave	علوم
rolin	الدور
rolin	دور
mal	ماونتن
mal	جبل
mal	الجبل
mal	مال
vetem	لوحدي
vetem	وحده
vetem	وحيد
vetem	وحيدة
vetem	وحدي
vetem	فقط
vetem	مجرد
vetem	فقط
drejtë	مباشرة
drejtë	مستقيم
drejtë	صح
drejtë	يمين
drejtë	الحق
drejtë	صحيح
drejtë	حق
aktor	الممثل
aktor	فاعل
aktor	ممثل
italian	ايطالي
italian	الايطالية
italian	ايطالية
italian	ايطاليا
italian	الايطالي
skeda	تاب
skeda	لسان
luajti	لعبت
gjashtë	six
gjashtë	ستة
gjashtë	سكس
universiteti	جامعة
universiteti	الجامعة
gjetur	وجد
gjetur	خلصت
gjetur	وجدت
radio	المذياع
radio	راديو
radio	الراديو
radio	الاذاعة
radio	اذاعة
yes	حاضر
yes	اجل
yes	بلى
yes	نعم
formuar	تشكلت
formuar	شكلت
mbretëresha	queen
mbretëresha	ملكة
mbretëresha	الملكة
italiane	ايطالي
italiane	الايطالية
italiane	ايطالية
italiane	ايطاليا
italiane	الايطالي
bazuar	قائم
përshkrimi	الوصف
përshkrimi	وصف
rrugë	ستريت
rrugë	الشارع
rrugë	شارع
rrugë	الطريق
rrugë	طريق
gjerman	الالمانية
gjerman	المان
gjerman	الالماني
gjerman	المانيا
gjerman	الماني
gjerman	المانية
lashtë	قديم
lashtë	القدماء
perandoria	الامبراطورية
perandoria	امبراطورية
poezi	القصيدة
poezi	قصيدة
poezi	الشعر
poezi	شعرا
poezi	شعر
evropiane	الاوروبي
evropiane	الاوروبية
drejtim	اتجاه
drejtim	الاتجاه
luan	اسد
luan	الاسد
luan	المسرحيات
luan	يلعب
luan	مسرحيات
luan	اللعب
luan	يلعب
artistike	فنية
mundur	ممكن
mundur	هزم
mundur	هزمت
atje	هناك
brendshme	الداخلية
brendshme	داخلي
brendshme	داخلية
brendshme	الداخلي
dita	اليوم
dita	يوم
dita	نهار
shpejt	قريبا
shpejt	سريعة
shpejt	سريع
shpejt	سريعة
shpejt	سريع
natyrore	الطبيعية
natyrore	الطبيعي
natyrore	طبيعي
natyrore	طبيعية
