تلاقی	reunion
ٹانک	rivet
ٹانکا	tank
ٹانکا	tăng
ٹانکا	bể
ٹانکا	tham
ٹانکابھرنا	khâu
ٹانکابھرنا	sy
ٹانکابھرنا	khâu
ٹانکابھرنا	stitch
ٹانکنا	nuốt
ٹانکنا	khâu
ٹانکنا	stitch
ٹانکی	móp
ٹانکی	gộp
ٹانکی	dent
ٹانکی	rỗng
ٹانکی	hollow
ٹانکی	notch
ٹانکی	nấc
ٹانگا	tonga
ٹانگنا	ngưng
ٹانگنا	treo
ٹانگی	rìu
ٹِبّا	gò
ٹِبّا	tor
ٹبّر	đình
ٹپ	instant
ٹپ	tức
ٹپ	bìa
ٹپ	cover
ٹپ	che
ٹپ	nảy
ٹپ	bounce
ٹپ	falling
ٹپ	rơi
ٹپ	nhảy
ٹپ	tức
ٹپاّ	spring
ٹپاّ	xuân
ٹپاّ	tầm
ٹپاّ	phát
ٹپاّ	bắn
ٹپاّ	leap
ٹپاّ	stage
ٹپاّ	chủa
ٹپاّ	bound
ٹپاّ	nảy
ٹپاّ	bounce
ٹپاّ	nhảy
ٹپٹپانا	drip
ٹِپّس	union
ٹِپّس	hợp
ٹِپّس	ngạo
ٹِپّس	nhận
ٹِپّس	quỹ
ٹِپّس	foundation
ٹِپّس	nọc
ٹِپّس	plan
ٹِپّس	đất
ٹپک	đánh
ٹپک	phật
ٹپک	đổ
ٹپکا	giọt
ٹپکا	bỏ
ٹپکا	thả
ٹپکانا	giết
ٹپکائو	đổ
ٹپکنا	giọt
ٹپکنا	bỏ
ٹپکنا	thả
ٹپکنا	ngắt
ٹپکنا	drip
ٹپکنا	die
ٹپکنا	chết
ٹپکنا	luồng
ٹپکنا	màng
ٹپکنا	flow
ٹپکنا	lens
ٹپکنا	leak
ٹپنا	leap
ٹپنا	hop
ٹپنا	nhảy
ٹِپنیّ	commentary
ٹٹّا	bóng
ٹٹّا	banh
ٹٹار	mạnh
ٹٹار	strong
ٹٹار	nặng
ٹُٹروںٹُوں	độc
ٹٹری	hedge
ٹٹری	rào
ٹٹری	skullcap
ٹٹرّی	jest
ٹٹرّی	joke
ٹٹرّی	đùa
ٹٹرّی	đểu
ٹٹّو	sục
ٹٹّو	lực
ٹٹّو	săm
ٹٹّو	tattoo
ٹٹّو	xăm
ٹٹّو	sục
ٹٹّو	lực
ٹٹّو	săm
ٹٹّو	tattoo
ٹٹّو	xăm
ٹٹّو	pony
ٹٹّو	ngựa
ٹٹول	ve
ٹٹول	touch
ٹٹول	ống
ٹٹول	sờ
ٹٹول	chạm
ٹٹول	gẫm
ٹٹولنا	khám
ٹٹیّ	rào
ٹُٹیل	gãy
ٹُٹیل	vỡ
ٹُٹیل	hỏng
ٹُٹیل	hư
ٹُچّا	base
ٹِڈّی	locust
ٹر	ngạo
ٹر	crane
ٹر	hạc
ٹر	sếu
ٹر	hạc
ٹرّا	phũ
ٹرّا	chát
ٹُرّا	hạt
ٹُرّا	bead
ٹُرّا	bread
ٹِربنگا	cong
ٹِربنگا	bent
ٹِربنگا	liền
ٹرٹرانا	jabber
ٹرُُّّو	nhái
ٹرُُّّو	ếch
ٹرُُّّو	cóc
ٹرُُّّو	frog
ٹسک	khâu
ٹسک	stitch
ٹسک	throb
ٹسکنا	dời
ٹسکنا	chuyển
ٹُسکنا	sob
ٹسن	xung
ٹسن	thuê
ٹسن	xé
ٹسن	rip
ٹسنا	tách
ٹسنا	chia
ٹسنا	đê
ٹسنا	nứt
ٹسوا	tear
ٹسوا	xé
ٹسوے	lăn
ٹک	xem
ٹک	nhìn
ٹک	disposition
ٹکا	taka
ٹکا	tiền
ٹکا	tien
ٹِکانا	fix
ٹِکانا	nơi
ٹِکانا	chỗ
ٹِکانا	chua
ٹِکانا	norad
ٹِکانا	đặt
ٹِکانا	lodge
ٹِکائوُ	bền
ٹِکائوُ	bền
ٹِکائو	bồi
ٹِکائو	jack
ٹکائی	thêu
ٹِکٹ	vé
ٹِکٹ	qua
ٹِکٹ	đèo
ٹِکٹ	pass
ٹِکٹِکی	tripod
ٹکّر	sốc
ٹکّر	shock
ٹکّر	thạch
ٹکّر	thách
ٹکّر	cốc
ٹکّر	gõ
ٹکّر	diss
ٹکّر	bump
ٹکّر	collision
ٹکّر	sốc
ٹکّر	shock
ٹکّر	thạch
ٹکّر	thách
ٹکّر	cốc
ٹکّر	gõ
ٹکّر	diss
ٹکّر	bump
ٹکرانا	va
ٹکرانا	đốp
ٹکرانا	clash
ٹکرانا	butt
ٹکرانا	giò
ٹکرانا	mông
ٹکرانا	đít
ٹکرائو	đốp
ٹکرائو	clash
ٹکڑا	division
ٹکڑا	saga
ٹکڑا	part
ٹکڑا	phần
ٹکڑا	bit
ٹکڑا	cắn
ٹکڑا	clause
ٹکڑا	phần
ٹکڑا	mảnh
ٹکڑا	miếng
ٹکڑا	piece
ٹکڑا	vở
ٹکسال	touchstone
ٹکسال	mint
ٹکسال	criterion
ٹکسالی	sạch
ٹکسالی	real
ٹکسالی	thực
ٹکسالی	thật
ٹکسالی	thiệt
ٹِکلی	co
ٹِکلی	wafer
ٹِکلی	vải
ٹِکنا	ngồi
ٹِکنا	stay
ٹِکنا	dừng
ٹِکنا	ngừng
ٹِکنا	lodge
ٹکوا	chopper
ٹکور	push
ٹکور	đẩy
ٹکور	cốc
ٹکور	gõ
ٹکور	diss
ٹِکیا	trán
ٹِکیا	wafer
ٹِکیا	đĩa
ٹکَیت	vương
ٹکَیت	giàu
ٹکَیت	rich
ٹکیَل	cheap
ٹکیَل	rẻ
ٹکیَل	inferior
ٹگرانا	cuộn
ٹگرانا	roll
ٹگرانا	luồng
ٹگرانا	màng
ٹگرانا	flow
ٹگرنا	roam
ٹِگھلانا	chảy
ٹلانا	bỏ
ٹلانا	xóa
ٹلپ	hạt
ٹلپ	bit
ٹلپ	cắn
ٹلپ	mảnh
ٹلپ	miếng
ٹلپ	piece
ٹلپ	vở
ٹِلٹِلانا	chửi
ٹُلکنا	die
ٹُلکنا	chết
ٹِلّم	silly
ٹلنا	rút
ٹلنا	dời
ٹلنا	chuyển
ٹِماخ	ngạo
ٹِمٹِمانا	twinkle
ٹِمٹِماہٹ	flicker
ٹِمٹِماہٹ	colaptes
ٹِمرٹِمر	xỉu
ٹِمرٹِمر	dim
ٹِمکی	gong
ٹن	ngạo
ٹُنّا	vú
ٹُنّا	knob
ٹُنّا	button
ٹُنّا	nút
ٹنٹا	hàng
ٹنٹا	rối
ٹُنڈی	rốn
ٹنک	jingle
ٹنک	rìu
ٹنک	gươm
ٹنک	kiếm
ٹُنہا	wizard
ٹُنیّا	bài
ٹُنیّا	ngắn
ٹُنیّا	short
ٹُنیّا	lá
ٹُنیّا	xíu
ٹُنیّا	tiny
ٹُوا	touch
ٹُوا	ống
ٹُوا	sờ
ٹُوا	chạm
ٹوپ	mũ
ٹوپ	xịt
ٹوپ	nón
ٹوپ	mũ
ٹوپنا	ngưng
ٹوپنا	chôn
ٹوپنا	treo
ٹوپی	topi
ٹوپی	cap
ٹوپی	mũ
ٹوپی	xịt
ٹوپی	nón
ٹُوٹ	mát
ٹُوٹ	rift
ٹُوٹ	mớ
ٹُوٹ	phá
ٹُوٹ	breaking
ٹُوٹ	gãy
ٹُوٹ	deficiency
ٹُوٹا	hỏng
ٹُوٹا	cracked
ٹُوٹا	gãy
ٹُوٹا	vỡ
ٹُوٹا	hỏng
ٹُوٹا	hư
ٹُوٹا	vỡ
ٹوٹا	mát
ٹوٹا	hộp
ٹوٹا	muon
ٹوٹا	muốn
ٹُوٹنا	assault
ٹُوٹنا	công
ٹُوٹنا	đê
ٹُوٹنا	nứt
ٹُوٹنا	break
ٹُوٹنا	phá
ٹُوٹی	chết
ٹُوٹی	gãy
ٹُوٹی	vỡ
ٹُوٹی	hỏng
ٹُوٹی	hư
ٹُوسا	bắn
ٹُوسا	sprout
ٹُوسی	nghị
ٹُوسی	răn
ٹُوسی	bud
ٹُوک	hạt
ٹُوک	loaf
ٹُوک	bit
ٹُوک	cắn
ٹوک	thạch
ٹوک	thách
ٹوک	tra
ٹوکا	chopper
ٹوکرا	nạp
ٹوکرا	tải
ٹوکنا	ngắt
ٹوکنا	dừng
ٹوکنا	ngừng
ٹوکنا	tra
ٹولا	ban
ٹولا	band
ٹولی	ban
ٹولی	band
ٹونا	spell
ٹونا	thuật
ٹونا	magic
ٹونا	fascination
ٹونا	charm
ٹونٹی	vòi
ٹونٹی	nhấn
ٹونک	end
ٹونک	kết
ٹوہ	touch
ٹوہ	ống
ٹوہ	sờ
ٹوہ	chạm
ٹوہاٹوئی	tìm
ٹوہاٹوئی	gẫm
ٹوہنا	tìm
ٹوہنا	touch
ٹوہنا	ống
ٹوہنا	sờ
ٹوہنا	chạm
ٹوہیا	tracker
ٹوہیا	chaser
ٹُوئِیّاں	bài
ٹُوئِیّاں	ngắn
ٹُوئِیّاں	short
ٹُوئِیّاں	lá
ٹہل	ramble
ٹہلنا	ramble
ٹہلنا	die
ٹہلنا	chết
ٹہلنا	ramble
ٹہلنا	die
ٹہلنا	chết
ٹہنی	thơm
ٹہوکا	đứt
ٹہوکا	thump
ٹہوکا	đứt
ٹہوکا	thump
ٹُیّاں	nhỏ
ٹُیّاں	wee
ٹِیپ	bond
ٹِیپ	clip
ٹِیپنا	xem
ٹِیپنا	xem
ٹِیپنا	nhìn
ٹِیپنا	bóc
ٹِیپنا	nhấn
ٹِیپنا	bào
ٹِیپنا	ấn
ٹِیپنا	bấm
ٹیٹوا	họng
ٹیر	gọi
ٹیر	call
ٹیر	cẩm
ٹیر	khốc
ٹیر	cry
ٹیر	khóc
ٹیر	voice
ٹیر	giọng
ٹیرنا	chant
ٹیرنا	ca
ٹیرنا	hát
ٹیرنا	la
ٹیروا	fountain
ٹیڑھا	angry
ٹیڑھا	bent
ٹیڑھا	ngược
ٹیڑھا	khó
ٹیڑھا	angry
ٹیڑھا	bent
ٹیڑھا	liền
ٹیڑھا	ngược
ٹیڑھا	khó
ٹِیس	throb
ٹیسُوا	tear
ٹیسُوا	xé
ٹیک	ridge
ٹیک	đèo
ٹیک	thề
ٹیک	bày
ٹیک	cứu
