και	ja
περιοχή	alueen
περιοχή	alue
αιώνα	vuosisadan
αιώνα	vuosisata
αθήνα	ateenassa
αθήνα	ateena
αθήνα	ateenan
περίοδο	jakso
περίοδο	ajanjakso
τότε	sitten
όνομα	nimi
όνομα	nimeä
ελλάδα	kreikka
μέρος	osa
μέρος	osaa
μέρος	osittain
μέρος	paikassa
μέρος	paikka
μέρος	place
σήμερα	tänään
σήμερα	today
μέσα	sisältä
μέσα	sisään
μέσα	sisällä
μέσα	sisäpuolella
πως	miten
πως	kuinka
μαζί	kimpassa
μαζί	yhdessä
διάρκεια	voimassaoloaika
διάρκεια	kesto
ιστορία	tarinaa
ιστορία	tarina
ιστορία	tarinan
ιστορία	historia
ιστορία	historiaan
ιστορία	historiaa
ιστορία	historian
ιστορία	historiasta
πρωτάθλημα	league
πρωτάθλημα	liiga
πρωτάθλημα	mestaruuden
πρωτάθλημα	mestaruus
αργότερα	myöhemmin
αργότερα	myöhempi
νέα	uudet
νέα	uusi
νέα	uutta
νέα	uusia
νέα	uutisia
νέα	uutinen
νέα	uutiset
νέα	ajankohtaista
περίπου	noin
περίπου	suunnilleen
αυτά	nämä
αυτά	näitä
πριν	ennen
χωρίς	ilman
εθνική	kansallinen
εθνική	kansalliset
εθνική	kansallisten
συζήτηση	keskustelua
συζήτηση	keskustelu
συζήτηση	keskustelun
συζήτηση	keskustelua
συζήτηση	keskustelun
συζήτηση	keskustelu
συζήτηση	keskustelua
συζήτηση	väittely
συζήτηση	keskustelu
αρχείο	arkistosta
αρχείο	arkistoon
αρχείο	arkisto
αρχείο	arkistot
αρχείο	arkiston
αρχείο	tiedostoa
αρχείο	tiedosto
αρχείο	tiedoston
αρχείο	kansio
πρέπει	täytyy
φορά	aika
φορά	ajan
φορά	aikaa
πάνω	yläkerrassa
πάνω	yläkertaan
έλληνες	kreikkalaisia
έλληνες	kreikkalaiset
ομάδες	ryhmien
ομάδες	ryhmät
ομάδες	ryhmiä
ομάδες	ryhmät
ομάδες	joukkueet
πρώτο	ensin
πρώτο	ensimmäinen
πρώτο	eka
πρώτο	ensiksi
έργο	projektia
έργο	projekti
έργο	projektin
έργο	hanke
έργο	hankkeen
έργο	työn
έργο	työ
έργο	työt
έργο	työtä
κυρίως	lähinnä
κυρίως	pääosin
κυρίως	pääasiallisesti
κυρίως	pääasiassa
κυρίως	lähinnä
κυρίως	enimmäkseen
κυρίως	useimmiten
κυρίως	pääosin
κυρίως	pääasiassa
όχι	ei
ελληνική	kreikka
ελληνική	kreikkalainen
ελληνική	kreikkaa
ελληνική	kreikan
ελληνική	kreikkalaiset
μεγάλη	iso
μεγάλη	isot
μεγάλη	suuri
υπό	alta
υπό	alle
υπό	alla
έως	kunnes
ταινία	elokuvan
ταινία	elokuva
ταινία	leffa
ταινία	nauha
ταινία	kasetti
ταινία	elokuva
ταινία	kalvo
ταινία	filmi
άλλα	muu
άλλα	muut
άλλα	muut
άλλα	toiset
άλλα	muita
τμήμα	osasto
τμήμα	jakso
τμήμα	pääluokka
σαν	tykkää
σαν	kuten
σαν	kuin
εκεί	tuolla
εκεί	siellä
ωστόσο	kuitenkin
άλλες	muu
άλλες	muut
τέλος	vihdoinkin
τέλος	vihdoin
τέλος	loppu
τέλος	loppua
τέλος	päättyy
τέλος	lopussa
τέλος	päättynyt
σειρά	sarja
σειρά	sarjat
σειρά	tilata
σειρά	tilaus
σειρά	järjestys
σειρά	tilaa
σειρά	rivin
σειρά	rivi
στοιχεία	elementtejä
στοιχεία	elementit
στοιχεία	tiedot
στοιχεία	data
στοιχεία	tietoja
στοιχεία	tietoa
εκτός	ellei
εκτός	paitsi
συνέχεια	jatkuvuutta
συνέχεια	jatkuvuuden
συνέχεια	jatkuvuus
συνέχεια	jatkaa
συνέχεια	jatkakaa
συνέχεια	jatka
συνέχεια	jatkuu
συνέχεια	jatkoa
συνέχεια	jatkettiin
κάτω	down
κάτω	alas
κάτω	alaspäin
κάτω	alemmas
κάτω	alempi
κάτω	alhaisempi
κάτω	pienempi
κάτω	alakertaan
κάτω	alhaalla
κάτω	alakerrassa
κάτω	alapuolelle
κάτω	alle
κάτω	alapuolella
κάτω	alla
πολλές	monet
πολλές	monia
πολλές	monta
πολλές	moni
όλα	kaikki
όλα	kaiken
όλα	kaikille
όλα	kaikki
σύστημα	järjestelmän
σύστημα	systeemi
σύστημα	järjestelmä
σύστημα	system
ακόμα	vielä
ακόμα	vieläkin
ακόμα	edelleen
ακόμα	yhä
φορές	aikoja
φορές	ajat
φορές	kertaa
φορές	times
ίδια	identtisiä
ίδια	identtinen
ίδια	identtiset
ίδια	sama
ίδια	samoin
ίδια	samaa
ιουλίου	heinäkuu
ιουλίου	heinäkuussa
ιουλίου	heinäkuun
ιουλίου	heinä
ιουλίου	heinäkuuta
χώρα	maa
χώρα	valtio
χώρα	maata
χώρα	maan
αποτέλεσμα	tulos
αποτέλεσμα	lopputulos
αποτέλεσμα	tulos
αποτέλεσμα	tuloksena
αποτέλεσμα	lopputulos
αποτέλεσμα	tuloksen
αποτέλεσμα	tulosta
αποτέλεσμα	vaikutusta
αποτέλεσμα	vaikutus
αποτέλεσμα	seuraus
αποτέλεσμα	vaikutukset
οκτωβρίου	lokakuussa
οκτωβρίου	lokakuun
οκτωβρίου	lokakuu
ιανουαρίου	tammikuu
ιανουαρίου	tammikuussa
ιανουαρίου	tammikuun
ιανουαρίου	tammikuuta
σεπτεμβρίου	syys
σεπτεμβρίου	syyskuuta
σεπτεμβρίου	syyskuu
νοεμβρίου	marraskuuta
νοεμβρίου	marraskuussa
νοεμβρίου	marraskuu
αγώνες	ottelut
αγώνες	tulitikkuja
αγώνες	täsmää
αγώνες	pelejä
αγώνες	pelit
αγώνες	pelien
αγώνες	kisat
ταινίες	elokuvat
ταινίες	elokuvia
ταινίες	elokuvista
ταινίες	elokuvat
ταινίες	elokuvissa
ταινίες	elokuvia
μέσω	kautta
μέσω	via
μέσω	kautta
μέσω	läpi
μαρτίου	marssi
μαρτίου	maaliskuu
μαρτίου	maaliskuuta
μαρτίου	marssia
γεννήθηκε	syntynyt
γεννήθηκε	syntyneet
γεννήθηκε	syntyi
ιουνίου	kesäkuu
ιουνίου	kesäkuuta
ιουνίου	kesäkuussa
αυτές	nämä
αυτές	näitä
πολλά	monet
πολλά	monia
πολλά	monta
πολλά	moni
απριλίου	huhtikuu
απριλίου	huhtikuuta
απριλίου	huhtikuussa
απριλίου	huhtikuun
απριλίου	huhti
τρεις	kolme
αυγούστου	elokuu
αυγούστου	elokuuta
αυγούστου	elokuussa
αυγούστου	elokuun
αυγούστου	august
έργα	toimii
έργα	teokset
έργα	työskentelee
έργα	projektit
έργα	hankkeet
έργα	hankkeiden
έργα	hankkeita
δεκεμβρίου	joulukuu
δεκεμβρίου	joulukuussa
δεκεμβρίου	joulukuuta
χρήση	käyttää
χρήση	käyttö
χρήση	käytä
χρήση	käytettävä
πρόεδρος	puhemies
πρόεδρος	presidentti
πρόεδρος	puheenjohtaja
πολιτική	politiikan
πολιτική	politiikka
πολιτική	käytäntö
πολιτική	politiikan
πολιτική	politiikka
πολιτική	politiikkaa
ακόμη	vielä
ακόμη	vieläkin
ακόμη	edelleen
ακόμη	yhä
ίδιο	sama
ίδιο	samoin
ίδιο	samaa
μας	meijän
μας	meidän
εκλογές	vaalit
εκλογές	vaali
εκλογές	vaalit
μέλη	jäseniä
μέλη	jäsenet
τελικά	lopulta
τελικά	vihdoinkin
τελικά	vihdoin
μέλος	jäsen
μέλος	jäsenen
εποχή	aikakausi
εποχή	kausi
εποχή	kauden
εποχή	aikakausi
χωριό	kylän
χωριό	kylä
χωριό	kylässä
χωριό	kyl
αρχικά	aluksi
αρχικά	alunperin
αρχικά	alunperin
αρχικά	nimikirjaimet
περίοδος	jakso
περίοδος	ajanjakso
δήμος	kunta
κύπελλο	kuppi
κύπελλο	kuppia
κύπελλο	muki
κύπελλο	cupin
κύπελλο	cup
ζωή	life
ζωή	elämää
ζωή	elämän
ζωή	elämä
ζωή	zoe
έδρα	toimipaikka
έδρα	pääkonttori
έδρα	päätoimipaikka
έδρα	päämaja
έδρα	kotipaikka
έδρα	istuimen
έδρα	istuin
περιλαμβάνει	sisältää
μεγάλο	suuret
μεγάλο	suuria
μεγάλο	iso
μεγάλο	suuri
μεγάλο	iso
μεγάλο	isot
μεγάλο	suuri
βάση	tukikohta
βάση	pohja
βάση	perusta
βάση	perusta
κέντρο	keskus
κέντρο	keskelle
κέντρο	keskusta
κέντρο	center
κέντρο	keskus
κέντρο	keskusta
γεννήσεις	syntyneet
φεβρουαρίου	helmikuuta
φεβρουαρίου	helmikuussa
φεβρουαρίου	helmikuu
κάτι	jotakin
κάτι	jotain
κοντά	läheltä
κοντά	lähellä
κοντά	lähelle
κοντά	lähellä
κοντά	sulje
κοντά	lähistöllä
κοντά	lähellä
μορφή	muodosta
μορφή	muoto
μορφή	muodossa
μορφή	lomake
μορφή	muodossa
μορφή	muoto
χρόνο	aika
χρόνο	ajan
χρόνο	aikaa
ιστοσελίδα	sivuston
ιστοσελίδα	sivusto
ιστοσελίδα	verkkosivusto
κόμμα	osapuoli
κόμμα	juhla
κόμμα	puolue
κόμμα	juhlat
κόμμα	bileet
κόμμα	pilkku
γιατί	koska
γιατί	miks
γιατί	miksi
ρόλο	rollo
ρόλο	roolin
ρόλο	rooli
άλμπουμ	albumi
άλμπουμ	levyn
άλμπουμ	levy
άλμπουμ	albumin
άλμπουμ	albumia
άλμπουμ	albumit
επειδή	koska
έκδοση	painos
έκδοση	versio
έκδοση	version
έκδοση	versiota
γκολ	maalit
γκολ	tavoitteita
γκολ	maaleja
γκολ	tavoitteet
γκολ	maali
γκολ	tavoite
γκολ	päämäärä
γκολ	tavoitteen
αρχές	viranomaiset
αρχές	viranomaisten
αρχές	periaatteet
αρχές	periaatteita
γύρω	ympärillä
γύρω	ympäri
γύρω	maisemissa
συνήθως	yleensä
συνήθως	tavallisesti
ονομασία	nimi
ονομασία	nimeä
ονομασία	nimeäminen
ονομασία	nimitys
κοινότητα	yhteisön
κοινότητα	yhteisö
τελευταία	last
τελευταία	viimeisenä
τελευταία	viimeksi
τελευταία	viimeisin
τελευταία	viimeinen
τελευταία	viime
έκανε	teki
έκανε	tehdyt
έκανε	tehty
έκανε	valmistettu
έκανε	made
ξεκίνησε	alkanut
ξεκίνησε	alkoi
ξεκίνησε	aloitti
ξεκίνησε	aloitettu
είτε	joko
κυβέρνηση	valtio
κυβέρνηση	hallitus
κυβέρνηση	hallituksen
πρώτος	ensin
πρώτος	ensimmäinen
πρώτος	eka
πρώτος	ensiksi
πήρε	otti
πήρε	vei
κάνει	tehty
κάνει	done
ηπα	usa
ηπα	yhdysvaltojen
ανάμεσα	väliin
ανάμεσα	välillä
ανάμεσα	välissä
δεύτερη	toisena
δεύτερη	toiseksi
δεύτερη	toinen
γλώσσα	kieli
γλώσσα	kieli
γλώσσα	kielet
γιος	poika
μάχη	taistelu
μάχη	taisto
μάχη	taistelun
μάχη	torjua
μάχη	taistella
μάχη	taistele
μάχη	ottelu
μάχη	taistelu
πανεπιστήμιο	korkeakoulu
πανεπιστήμιο	yliopisto
όλες	kaikille
όλες	kaikki
κάποια	osa
κάποια	joitakin
κάποια	jotkut
δείτε	nää
δείτε	katso
δείτε	kello
δείτε	katso
πόλεμο	sodan
πόλεμο	sotaa
πόλεμο	sota
συχνά	usein
συχνά	usein
περιοχές	alueet
περιοχές	alueilla
περιοχές	alueet
πρώην	entinen
πρώην	entiset
παράδειγμα	esimerkki
άρθρο	momentti
άρθρο	artikkeli
άρθρο	artikla
εικόνα	kuvaa
εικόνα	kuva
εικόνα	kuvan
εικόνα	kuva
έλαβε	vastaanotettu
έλαβε	saadut
έλαβε	saanut
έλαβε	saatu
επίσημη	virkamies
επίσημη	viralliset
επίσημη	virallinen
επίσημη	muodollista
επίσημη	muodollinen
επίσημη	muodolliset
κατοίκους	asukkaita
κατοίκους	asukkaat
κατοίκους	asukasta
κατοίκους	asukkaille
κατοίκους	asukkaita
κατοίκους	asukkaat
πηγές	lähteet
βόρεια	pohjoinen
βόρεια	pohjoiseen
βόρεια	pohjois
βόρεια	pohjoinen
βόρεια	pohjois
πόλεις	kaupunkien
πόλεις	kaupungit
πόλεις	kaupunkeja
πόλεις	kaupunkien
πόλεις	kaupungit
ιδιαίτερα	erityisesti
ιδιαίτερα	varsinkin
ιδιαίτερα	etenkin
αγώνα	kisa
αγώνα	rotu
αγώνα	kisaa
αγώνα	vastaavuus
αγώνα	täsmää
αγώνα	ottelu
αγώνα	taistella
αγώνα	taistele
αγώνα	ottelu
αγώνα	taistelu
γεγονός	tapahtuman
γεγονός	tapahtuma
γεγονός	tapahtumaan
γεγονός	fakta
γεγονός	faktaa
γεγονός	tosiasia
σελίδα	sivu
σελίδα	sivulla
θέμα	teema
θέμα	teemaa
θέμα	teeman
θέμα	aihe
θέμα	aihe
θέμα	kohde
ηλικία	iän
ηλικία	ikää
ηλικία	ikä
χρησιμοποιείται	käytetyt
χρησιμοποιείται	käytetty
χρησιμοποιείται	käytettyjä
πρώτα	ensin
πρώτα	ensimmäinen
πρώτα	eka
πρώτα	ensiksi
μέγεθος	koko
μέγεθος	kokoa
εδώ	täällä
εδώ	tässä
νότια	etelä
νότια	etelän
νότια	eteläinen
νότια	etelä
νότια	etelään
σημείο	pisteen
σημείο	kohta
σημείο	pistettä
σημείο	piste
σημείο	point
σχέση	suhde
σχέση	suhteet
περίπτωση	case
περίπτωση	tapauksessa
περίπτωση	tapaus
περίπτωση	salkku
νέο	uudet
νέο	uusi
νέο	uutta
νέο	uusia
ήδη	jo
έτος	vuoden
έτος	vuosi
έτος	vuonna
σχεδόν	lähes
σχεδόν	melkein
σχεδόν	lähes
σχεδόν	melkein
ένωση	unioni
ένωση	unionin
ένωση	association
ένωση	yhdistys
περισσότερο	lisää
περισσότερο	enemmän
βασιλιά	king
βασιλιά	kuningas
βασιλιά	kunkku
εκκλησία	kirkon
εκκλησία	kirkossa
εκκλησία	kirkkoon
εκκλησία	kirkko
εκκλησία	seurakunta
εκδόσεις	julkaisuja
εκδόσεις	julkaisut
μουσείο	museossa
μουσείο	museum
μουσείο	museon
μουσείο	museo
πολιτικός	poliitikko
συμμετοχή	osallistumista
συμμετοχή	osallisuus
συμμετοχή	osallistumisen
συμμετοχή	osallistuminen
συμμετοχή	osallistumista
συμμετοχή	osallistumisen
συμμετοχή	osallistuminen
δυο	kaksi
δυο	kaks
μεγαλύτερη	suuremmat
μεγαλύτερη	suurempi
μεγαλύτερη	vanhempia
μεγαλύτερη	vanhempi
μεγαλύτερη	vanhempaa
μεγαλύτερη	suurempia
μεγαλύτερη	suuremmat
μεγαλύτερη	suurempi
μεγαλύτερη	isompi
μεγαλύτερη	isommat
μεγαλύτερη	isompia
μεγαλύτερη	suurempi
μεγαλύτερη	isompi
πέθανε	kuolla
πέθανε	kuole
πέθανε	kuolin
πέθανε	kuoli
πέθανε	kuolivat
ανά	per
μουσική	musiikkia
μουσική	musiikin
μουσική	music
μουσική	musiikki
κόσμο	cosmo
κόσμο	maailmassa
κόσμο	maailma
κόσμο	maailmaa
κόσμο	maailman
κόσμο	world
κόσμο	maailmaan
άτομα	henkilöitä
άτομα	henkilöt
άτομα	henkilöiden
άτομα	yksilöitä
άτομα	yksilöt
άτομα	yksilöiden
άτομα	ihmiset
άτομα	ihmisiä
άτομα	henkilöt
δεύτερο	toisena
δεύτερο	toiseksi
δεύτερο	toinen
είδος	tyyppi
είδος	kirjoita
είδος	laji
είδος	lajit
είδος	lajien
μεγαλύτερο	vanhempia
μεγαλύτερο	vanhempi
μεγαλύτερο	vanhempaa
μεγαλύτερο	suurempia
μεγαλύτερο	suuremmat
μεγαλύτερο	suurempi
μεγαλύτερο	isompi
μεγαλύτερο	isommat
μεγαλύτερο	isompia
μεγαλύτερο	suurempi
μεγαλύτερο	isompi
εκείνη	hän
χώρες	maissa
χώρες	maat
χώρες	valtiot
χώρες	maiden
χώρο	tila
χώρο	avaruus
χώρο	tilaa
χώρο	space
σχολή	koulussa
σχολή	koulun
σχολή	koulu
σχολή	koulua
σχολή	school
εναντίον	vastoin
εναντίον	vastaan
τρία	kolme
χαρακτηριστικά	piirteet
χαρακτηριστικά	ominaispiirteet
χαρακτηριστικά	ominaisuudet
χαρακτηριστικά	piirteet
χαρακτηριστικά	ominaisuuksia
χαρακτηριστικά	ominaisuudet
χαρακτηριστικά	attribuutit
χαρακτηριστικά	ominaisuudet
όρος	termiä
όρος	termi
όρος	vuori
όρος	mount
όρος	ehto
όρος	edellytys
όρος	kunto
ιδρύθηκε	perustettiin
ιδρύθηκε	perustettu
ιδρύθηκε	perusti
βασιλιάς	king
βασιλιάς	kuningas
βασιλιάς	kunkku
παιδιά	poikia
παιδιά	pojat
παιδιά	lapsia
παιδιά	lapset
παιδιά	äijät
παιδιά	jätkät
παιδιά	kaverit
παιδιά	lasten
παιδιά	lapsia
παιδιά	lapset
βραβείο	palkintoa
βραβείο	palkinto
βραβείο	palkinnon
βραβείο	palkintoa
βραβείο	palkinto
άρχισε	alkanut
άρχισε	alkoi
άρχισε	aloitti
άρχισε	aloitettu
φαίνεται	ulkonäkö
φαίνεται	näyttää
αρχαία	muinainen
αρχαία	muinaiset
αρχαία	antiikin
αρχαία	ikivanha
μήκος	pituus
κυκλοφόρησε	julkaistu
κυκλοφόρησε	vapautuu
κυκλοφόρησε	luovutettu
κυκλοφόρησε	vapautettu
τι	mitä
τι	mikä
συμμετείχε	osallistuivat
συμμετείχε	osallistuneet
συμμετείχε	osallistui
συμμετείχε	osallistunut
χρονιά	vuoden
χρονιά	vuosi
χρονιά	vuonna
παραγωγή	tuotanto
ηθοποιός	näyttelijätär
ηθοποιός	näyttelijä
ηθοποιός	näyttelijä
ελληνικά	kreikka
ελληνικά	kreikkalainen
ελληνικά	kreikkaa
ελληνικά	kreikan
ελληνικά	kreikkalaiset
δυνάμεις	voimia
δυνάμεις	powers
δυνάμεις	valtuudet
δυνάμεις	voimat
δυνάμεις	vahvuudet
δυνάμεις	vahvuus
δυνάμεις	voimia
δυνάμεις	joukot
δυνάμεις	voimat
γαλλία	ranska
γαλλία	ranskan
ελληνικό	kreikka
ελληνικό	kreikkalainen
ελληνικό	kreikkaa
ελληνικό	kreikan
ελληνικό	kreikkalaiset
ευρώπη	euroopan
ευρώπη	eurooppa
δεκαετία	vuosikymmenen
δεκαετία	vuosikymmen
δεκαετία	vuosikymmenellä
γνωστό	tiedossa
γνωστό	tunnetaan
γνωστό	tunnetut
γνωστό	tunnettu
παγκόσμιο	globaali
παγκόσμιο	global
παγκόσμιο	maailmanlaajuinen
παγκόσμιο	maailmanlaajuiset
παγκόσμιο	maailmanlaajuisen
βιβλίο	kirja
βιβλίο	kirjaa
βιβλίο	varaa
διάστημα	väli
διάστημα	tila
διάστημα	avaruus
διάστημα	tilaa
διάστημα	space
οικογένεια	suku
οικογένεια	perhe
οικογένεια	perheen
μέτρα	toimenpiteitä
μέτρα	toimenpiteet
σημαίνει	tarkoittaa
πέντε	viisi
παραπάνω	yläpuolelle
παραπάνω	yläpuolelta
παραπάνω	yllä
παραπάνω	yläpuolella
παραπάνω	edellä
υπουργός	ministerin
υπουργός	ministeri
σεζόν	kausi
σεζόν	kauden
πρότυπο	mallia
πρότυπο	malli
πρότυπο	mallissa
πρότυπο	pohja
πρότυπο	mallissa
πρότυπο	malli
πρότυπο	standardin
πρότυπο	normi
πρότυπο	standard
πρότυπο	standardi
πρότυπο	vakio
αριθμός	lukumäärä
αριθμός	numero
αριθμός	luku
θάνατο	kuolemaa
θάνατο	death
θάνατο	kuoleman
θάνατο	kuolema
εταιρεία	yritys
εταιρεία	yhtiö
εταιρεία	seura
εταιρεία	komppania
σώμα	elin
σώμα	vartalo
σώμα	ruumis
σώμα	kehon
σώμα	keho
πρωτεύουσα	pääkaupunki
πρωτεύουσα	pääoman
πρωτεύουσα	pääoma
παράλληλα	samanaikaisesti
παράλληλα	rinnakkain
σύνολο	yhteensä
γνωστή	tiedossa
γνωστή	tunnetaan
γνωστή	tunnetut
γνωστή	tunnettu
κατάσταση	status
κατάσταση	asema
κατάσταση	tila
κατάσταση	tilanne
κατάσταση	tilanne
κατάσταση	ehto
κατάσταση	edellytys
κατάσταση	kunto
νησί	island
νησί	saarelle
νησί	saari
επίπεδο	tason
επίπεδο	tasolla
επίπεδο	taso
επιτυχία	menestys
επιτυχία	menestystä
επιτυχία	onnistuminen
γερμανία	saksa
γερμανία	saksan
άλλους	muut
άλλους	toiset
άλλους	muita
πίσω	takaisin
πίσω	selkä
πίσω	taaksepäin
δημιουργία	luoda
δημιουργία	luo
δημιουργία	luominen
δημιουργία	perustaminen
δημιουργία	luonti
αρχή	alku
αρχή	aloita
αρχή	alkaa
αρχή	aloittaa
αρχή	käynnistä
αρχή	alkuun
αρχή	alussa
αρχή	alku
αρχή	periaate
αρχή	viranomaisen
αρχή	viranomainen
αρχή	valtuudet
άδεια	ajokortti
άδεια	lisenssi
άδεια	lupa
άδεια	lupakirjan
άδεια	lisenssi
άδεια	salli
άδεια	lupa
άδεια	sallia
άδεια	tyhjennä
άδεια	tyhjä
σου	haastaa
επιπλέον	lisä
περισσότερα	lisää
περισσότερα	enemmän
ανάπτυξη	kehittäminen
ανάπτυξη	kehitystä
ανάπτυξη	kehitys
ανάπτυξη	kasvu
ανάπτυξη	kasvuun
ανάπτυξη	kasvua
φάση	vaihe
αυτόν	hänet
συγγραφέας	kirjoittaja
συγγραφέας	kirjailija
συγγραφέας	käsikirjoittaja
συγγραφέας	tekijä
συγγραφέας	kirjailija
συγγραφέας	tekijän
συγγραφέας	esittäjä
συγγραφέας	kirjoittaja
άγιος	pyhä
άγιος	saint
άγιος	pyhimys
θάνατοι	kuolemia
θάνατοι	kuolemat
γ΄	iii
τραγούδι	laulaa
τραγούδι	laulavat
τραγούδι	laulu
τραγούδι	laulua
τραγούδι	biisi
τραγούδι	song
τραγούδι	laulua
τραγούδι	laulu
τραγούδι	kappale
κόρη	tytär
πάλι	uudestaan
πάλι	uudelleen
πάλι	taas
πάλι	jälleen
επαρχία	maakunta
ιωάννης	johannes
ιωάννης	john
ιωάννης	jukka
θεσσαλονίκη	thessalonikin
αγγλικά	englanti
αγγλικά	englantia
αγγλικά	englanniksi
αγγλικά	englannin
άλλοι	muut
άλλοι	toiset
άλλοι	muita
κέρδισε	win
κέρδισε	voitto
κέρδισε	voita
κέρδισε	voittaa
κέρδισε	voitin
κέρδισε	voitti
κέρδισε	voittanut
βασίλειο	kuningaskunta
βασίλειο	valtakunta
σκοπό	tarkoitus
σκοπό	tarkoituksena
σκοπό	käyttötarkoitus
συνολικά	yhteensä
γνωστός	tiedossa
γνωστός	tunnetaan
γνωστός	tunnetut
γνωστός	tunnettu
γνωστός	tuttavuus
πληροφορίες	info
πληροφορίες	tiedot
πληροφορίες	tietoja
πληροφορίες	tiedot
πληροφορίες	tiedotus
πληροφορίες	tietoa
πληροφορίες	tietoja
πληροφορίες	tiedottaminen
εθνικό	kansallinen
εθνικό	kansalliset
εθνικό	kansallisten
καριέρα	uran
καριέρα	ura
ποτέ	ikinä
ποτέ	koskaan
τέλη	maksu
τέλη	palkkio
τέλη	maksua
τέλη	maksuja
τέλη	maksut
τέλη	palkkiot
πλευρά	puoli
πλευρά	puolella
πλευρά	side
ανήκει	kuuluu
πρόγραμμα	ohjelmaa
πρόγραμμα	ohjelmalla
πρόγραμμα	ohjelman
πρόγραμμα	ohjelma
πρόγραμμα	aikataulut
πρόγραμμα	aikataulun
πρόγραμμα	aikataulu
πρόγραμμα	ajasta
πρόγραμμα	ohjelman
πρόγραμμα	ohjelma
χιλιόμετρα	kilometrejä
χιλιόμετρα	kilometriä
χιλιόμετρα	miles
χιλιόμετρα	kilometriä
κάτοικοι	asukkaita
κάτοικοι	asukkaat
κάτοικοι	asukasta
κάτοικοι	asukkaille
κάτοικοι	asukkaita
κάτοικοι	asukkaat
άρθρα	artikkelit
άρθρα	artikkeleita
άρθρα	artiklat
γεώργιος	georgios
γεώργιος	yrjö
γεώργιος	george
γεώργιος	ykä
τύπου	lehdistö
τύπου	paina
τύπου	tyyppi
τύπου	kirjoita
δημοκρατία	tasavalta
δημοκρατία	demokratia
δημοκρατία	demokratiaa
δημοκρατία	demokratian
πόλεμος	sodan
πόλεμος	sotaa
πόλεμος	sota
εφημερίδα	lehti
εφημερίδα	sanomalehti
εφημερίδα	sanomalehteä
μικρό	pieni
μικρό	pienet
μικρό	pieni
μικρό	pikku
μικρό	vähä
τόπος	paikassa
τόπος	paikka
τόπος	place
τόπος	sijainti
ονομάζεται	kutsuttu
ονομάζεται	nimeltään
ονομάζεται	soitti
συγκεκριμένα	erityiset
συγκεκριμένα	erityinen
συγκεκριμένα	erityisiä
συγκεκριμένα	erityistä
συγκεκριμένα	nimenomaan
συγκεκριμένα	nimenomaisesti
είδη	laji
είδη	lajit
είδη	lajien
πηγή	lähde
κάποιος	joku
κάποιος	jonkun
κάποιος	joku
κάποιος	jonkun
πρωταθλήματα	mestaruutta
ιταλία	italiassa
ιταλία	italia
ιταλία	italian
πατέρας	isä
κατηγορίες	syytteet
κατηγορίες	maksut
κατηγορίες	kulut
κατηγορίες	luokat
αναφέρει	mainitsee
αναφέρει	mainitaan
αναφέρει	maininnat
ποδόσφαιρο	jalkapallo
ποδόσφαιρο	jalkapalloa
ποδόσφαιρο	jalkapallon
ποδόσφαιρο	jalkapallo
ποδόσφαιρο	jalkapalloa
θέσεις	asemat
θέσεις	virkaa
θέσεις	julkaisuja
θέσεις	julkaisujen
θέσεις	julkaisut
θέσεις	istuimet
θέσεις	paikat
περισσότερες	lisää
περισσότερες	enemmän
έκταση	laajuus
