категория	kategorya
връзка	kumonekta
връзка	pinagsamahan
връзка	kaugnayan
връзка	relasyon
роля	tungkulin
италиански	italian
италиански	italyano
създава	lumilikha
москва	moscow
как	paano
как	pano
китай	tsina
китай	china
линия	linyang
линия	linya
линия	line
великобритания	britanya
великобритания	britain
свети	santo
свети	santa
свети	banal
кариера	career
кариера	karera
кариера	quarry
развитие	development
развитие	pagpapaunlad
развитие	unlad
лига	league
лига	liga
лига	liga
роман	roman
роман	romano
роман	nobela
провежда	nagsasagawa
източници	sources
източници	pinagmumulan
източници	pagkukunan
политически	pulitikal
политически	politikal
политически	pampulitika
америка	amerika
америка	america
консул	consul
книги	libro
книги	aklat
стадион	stadium
служба	serbisyo
служба	paglilingkod
другите	iba
произход	pinanggalingan
произход	origin
произход	pinagmulan
произход	pinagmulang
точка	item
точка	puntong
точка	punto
точка	point
фридрих	friedrich
фридрих	frederick
фридрих	federico
сърбия	serbiya
академия	academy
първо	unang
първо	muna
предимно	predominantly
силно	malakas
силно	malakas
силно	strong
силно	hard
силно	mahirap
писатели	manunulat
годината	taon
михаил	mikhail
членове	miyembro
членове	members
членове	kasapi
всичко	all
всичко	puro
всичко	lahat
включително	kasama
българско	bulgaro
птица	ibon
влиза	pumapasok
автор	author
възраст	edad
възраст	age
комитет	komite
комитет	committee
добър	mabait
добър	mabuti
държави	states
държави	estado
държави	unidos
държави	bansang
бързо	mabilisan
бързо	dali
бързо	mabilis
бързо	kabilis
бързо	fast
личности	personalities
сега	ngayon
ссср	ussr
връх	bundok
учи	aral
битката	labanan
ред	order
ред	pula
ред	red
ред	hilera
ред	row
мач	game
мач	laro
мач	laban
мач	tugma
турция	turkey
турция	turkiya
дивизия	division
дивизия	dibisyon
макар	bagaman
макар	although
серия	serye
серия	series
серия	serie
градът	bayan
градът	lungsod
градът	siyudad
градът	city
планина	bundok
планина	bundok
ляво	natitira
ляво	pakaliwa
ляво	iniwan
ляво	naiwan
ляво	kaliwa
сан	san
причина	dahilan
бразилия	brazil
бразилия	brasil
начало	simula
начало	simulan
начало	magsimula
начало	simula
биография	bio
биография	talambuhay
движение	galaw
движение	mosyon
движение	gumagalaw
движение	gumalaw
движение	move
движение	ilipat
движение	galawin
движение	paggalaw
движение	kilusan
актьор	artista
актьор	actor
актьор	aktor
централна	central
централна	gitnang
париж	paris
париж	parokya
починал	namayapa
починал	namatay
музей	museo
книга	book
книга	libro
книга	aklat
какво	anong
какво	anu
какво	anung
какво	ano
едва	bahagya
йорк	york
голямо	large
голямо	malaki
голямо	malaking
голямо	big
голямо	malaking
голямо	malaki
константин	konstantin
константин	constantine
константин	constantino
константин	constantin
япония	japan
япония	hapon
полша	poland
филип	philippe
филип	felipe
филип	philip
филип	phillip
командир	commander
носи	carry
носи	nagsusuot
носи	magsuot
австралия	australia
австралия	australya
сила	lakas
сила	tibay
сила	puwersa
сила	power
сила	kapangyarihan
цялата	whole
цялата	buo
цялата	buong
потребител	consumer
потребител	mamimili
потребител	gumagamit
потребител	user
точно	sakto
смърт	kamatayan
германски	aleman
носител	carrier
правителство	pamahalaan
правителство	gobyerno
президент	pangulo
президент	presidente
полк	regiment
полк	polk
футбол	soccer
футбол	football
случай	case
случай	kaso
случай	kasong
означава	means
раждане	kapanganakan
изкуство	sining
изкуство	art
изкуство	sining
азия	asya
версия	bersyon
версия	bersiyon
малка	liit
малка	maliit
малка	kaunti
малка	maliit
театър	sinehan
театър	theater
театър	teatro
театър	tanghalan
приема	tinatanggap
приема	tumatanggap
пак	ulit
пак	again
пак	muli
пак	nanaman
източна	silangang
индия	india
лондон	london
лондон	londres
британски	british
отношение	ugali
отношение	attitude
отношение	saloobin
текст	text
текст	txt
текст	teksto
текст	lyrics
пет	limang
пет	lima
пет	singko
образование	edukasyon
главен	pangunahing
главен	pangunahin
понякога	minsa
понякога	minsan
някой	somebody
въстание	warsaw
въстание	insurrection
въстание	kokhba
въстание	paghihimagsik
военен	military
военен	pangmilitar
военен	militar
казва	sabi
следва	sinusubaybayan
следва	sumusubaybay
следва	sumusunod
следва	sinusundan
малък	liit
малък	maliit
малък	kaunti
малък	maliit
сметка	account
сметка	tab
разлика	diff
разлика	pagkakaiba
рок	bato
рок	rock
създаването	paglikha
създаването	paggawa
създаването	creation
дом	tahanan
дом	bahay
дом	makauwi
дом	dom
кралство	kaharian
същото	parehong
същото	same
учител	tutor
учител	guro
учител	teacher
известна	kilala
известна	famous
известна	sikat
починали	namayapa
починали	namatay
точки	points
игри	gaming
игри	paglalaro
игри	games
албуми	album
албуми	albums
напълно	lubos
напълно	ganap
напълно	totally
клуб	club
клуб	samahan
щати	states
щати	estado
щати	unidos
бряг	shore
бряг	baybayin
бряг	dalampasigan
бряг	beach
бряг	baybayin
месеца	buwan
месеца	months
мексико	mehiko
състояние	status
състояние	katayuan
състояние	kalagayan
състояние	kondisyon
състояние	kundisyon
превод	translation
превод	pagsalin
превод	pagsasalin
директор	direktor
директор	director
директор	principal
институт	institute
институт	suriang
канада	canada
сигурност	security
сигурност	seguridad
румъния	romanian
румъния	romania
основни	pangunahing
основни	pangunahin
основни	basic
действия	aksiyon
действия	pagkilos
действия	aksyon
действия	aksyon
действия	aksiyon
нар	nar
метра	meters
метра	metro
събрание	miting
събрание	pulong
събрание	pagkakakilala
събрание	pagpupulong
събрание	assembly
събрание	pagpupulong
събрание	pagtitipon
иванов	ivanov
войни	warriors
войни	wars
изключително	exclusive
изключително	eksklusibo
изключително	eksklusibong
изключително	labis
изключително	eksklusibo
жена	babae
жена	babae
жена	female
жена	asawa
доклад	iulat
доклад	ulat
унгария	hungary
изследвания	pagsusulit
изследвания	araling
изследвания	aral
изследвания	pananaliksik
изследвания	pagsisiyasat
изследвания	research
реката	ilog
кирил	cyril
кирил	kiril
египет	ehipto
формула	formula
номер	bilang
обща	pangkalahatan
обща	heneral
обща	pangkalahatang
обща	general
обща	karaniwan
обща	karaniwang
обща	kabuuang
обща	kabuuan
вестник	diyaryo
вестник	pahayagan
опит	maranasan
опит	karanasan
животни	hayop
животни	animal
животни	hayop
нито	nor
разпространение	mamahagi
разпространение	ipamahagi
разпространение	pagpapalaganap
разпространение	pagsasabog
разпространение	spread
разпространение	kumalat
разпространение	pagkalat
разпространение	pamamahagi
актриса	aktres
актриса	artista
актриса	actress
австрия	austrian
австрия	austria
художник	pintor
художник	artista
художник	artist
назначен	assigned
назначен	kagustuhang
назначен	itinalaga
назначен	nakatalaga
назначен	hinirang
мачове	tumutugma
територия	teritoryo
сингъл	single
сингъл	solong
победа	manalo
победа	tagumpay
борис	boris
права	karapatan
права	rights
университета	university
университета	unibersidad
университета	pamantasan
княз	prinsipe
княз	prince
режисьор	direktor
режисьор	director
служи	magsilbi
служи	paglingkuran
служи	serve
служи	maglingkod
служи	naglilingkod
съществува	umiiral
съдържа	naglalaman
програма	program
програма	programa
решение	desisyon
решение	solusyon
защита	proteksyon
защита	depensa
защита	defense
защита	pagtatanggol
защита	ipagtanggol
гора	gora
гора	kagubatan
гора	gubat
идва	lumapit
идва	sasama
идва	darating
хайнрих	heinrich
просто	lng
просто	nalang
просто	basta
столицата	capital
столицата	kabisera
столицата	kapital
официално	official
официално	opisyal
официално	officially
официално	opisyal
официално	pormal
системи	systems
системи	sistema
страници	pahina
влияние	epekto
влияние	impluwensiya
влияние	impluwensya
съд	vessel
йохан	johann
йохан	johan
портал	portal
портал	gateway
купа	bowl
купа	mangkok
купа	tasa
купа	kopa
мрежа	net
мрежа	grid
мрежа	network
проект	project
проект	proyekto
проект	taumbayan
производство	paggawa
производство	produksyon
производство	production
производство	paggawa
производство	manufacturing
производство	pagmamanupaktura
създаване	gumawa
създаване	lumikha
създаване	paglikha
създаване	paggawa
създаване	creation
проф	prof
цвят	kulay
цвят	kulay
владимир	vladimir
промени	pagbabago
промени	nagbabago
промени	nababago
промени	palitan
промени	magbabago
промени	pagbabago
промени	baguhin
промени	change
гола	hubad
гола	nakahubad
гола	hubad
поле	patlang
поле	field
поле	larangan
области	pambatas
области	domain
позиция	posisyon
позиция	opinyon
професор	professor
професор	propesor
селища	villages
селища	nayon
селища	settlements
лятото	summer
продължение	extension
продължение	sequel
продължение	ipinagpatuloy
продължение	nagpatuloy
джеймс	james
титли	pamagat
описание	paglalarawan
родена	ipinanganak
родена	pinanganak
възможност	posibilidad
възможност	pagkakataon
възможност	opportunity
разположени	matatagpuan
луций	lucio
километра	kilometro
вилхелм	wilhelm
калифорния	california
зона	zone
зона	lugar
зона	area
зона	lawak
винаги	palagi
винаги	laging
издание	edition
издание	edisyon
трети	ikatlong
трети	pangatlo
планината	bundok
планината	bundok
условия	tuntunin
условия	takda
условия	kondisyon
условия	kundisyon
статут	status
статут	katayuan
статут	statute
цели	goals
цели	pinupuntirya
селище	settlement
политици	politika
политици	pulitika
политици	pulitiko
политици	pulitiko
техните	kanilang
техните	kanila
парк	liwasan
парк	park
тялото	katawan
пространство	space
пространство	kalawakan
пространство	puwang
пространство	espasyo
актьори	actors
актьори	aktor
песен	awitin
песен	kanta
песен	awit
военна	military
военна	pangmilitar
военна	militar
швеция	sweden
швеция	suwesya
йоан	juan
йоан	john
клас	klase
златен	golden
златен	ginintuang
златен	ginto
златен	gold
поп	pop
сестра	sister
сестра	ate
сестра	nurse
сестра	nars
второ	pangalawa
земя	daigdig
земя	lupa
земя	lupain
земя	lupa
земя	lupa
земя	ground
земи	lupain
земи	lupa
цска	cska
турски	turko
проблеми	trouble
проблеми	suliranin
проблеми	problema
проблеми	problema
европейски	europeo
европейски	european
случаи	kaso
пост	post
пост	poste
пътя	daan
процес	maproseso
процес	prosesong
процес	proseso
процес	pagsubok
процес	trial
представител	rep
представител	kinatawan
участието	paglahok
гай	gaius
гай	guy
местоположение	kinalalagyan
местоположение	lokasyon
ново	new
ново	bago
ново	bagong
списание	magazine
списание	magasin
неговия	kanyang
битка	labanan
битка	combat
битка	labanan
битка	lumaban
съдия	hukom
съдия	husgahan
съдия	referee
показва	ipinapakita
показва	nagpapakita
връзки	kaugnayan
връзки	relasyon
връзки	links
средства	pondo
произведения	gumagana
ниво	antas
ниво	level
езерото	lawa
армията	hukbo
армията	army
разположена	matatagpuan
петров	petrov
месец	buwan
испански	spanish
испански	kastila
испански	espanyol
развива	develops
украйна	ukraine
убит	napatay
убит	pinatay
убит	pinatay
създаден	ginawa
създаден	nilikha
създадена	ginawa
създадена	nilikha
столица	capital
столица	kabisera
столица	kapital
черно	itim
открива	discovers
царство	kaharian
поет	makata
двойки	couples
двойки	pares
републикански	republican
успех	tagumpay
павел	pavel
брак	kasal
брак	pagpapakasal
брак	kasalan
секретар	sekretarya
секретар	kalihim
компания	kumpanya
компания	kompanya
съпругата	asawa
участват	lumahok
участват	sumali
решава	nagpasiya
решава	nagdesisyon
годишна	taunang
вместо	instead
издаден	inisyu
тракия	thrace
възможно	maaari
възможно	posible
възможно	possible
възможно	maari
възможно	posibleng
висока	high
висока	mataas
висока	tangkad
висока	matangkad
ширина	latitude
ширина	lapad
източник	source
източник	pinagkunan
модел	model
културни	pangkultura
културни	cultural
статистика	istatistika
статистика	istatistika
статистика	stats
статистика	statistic
анна	anna
момент	sandali
момент	moment
температура	lagnat
температура	fever
температура	temperatura
предлага	nagmumungkahi
предлага	offers
предлага	inaalok
глава	chapter
глава	kabanata
глава	head
глава	ulo
водата	tubig
дело	case
дело	kaso
дело	kasong
отношения	kaugnayan
отношения	relasyon
отношения	ugnayang
отношения	ugnayan
отношения	relasyon
отношения	pinagsamahan
отношения	kaugnayan
отношения	relasyon
позволява	nagpapahintulot
медал	medalya
медал	medal
въпрос	katanungan
въпрос	tanong
пол	kasarian
пол	paul
пол	pablo
дружество	kumpanya
дружество	kompanya
профил	profile
съществуват	umiiral
сезона	panahon
сградата	gusali
значително	makabuluhang
значително	makabuluhang
определя	tumutukoy
определя	sets
определя	tumutukoy
основан	itinatag
кораб	vessel
кораб	barko
кораб	craft
кораб	bangka
икономика	economics
икономика	ekonomiya
офицер	opisyal
цялото	whole
цялото	buo
цялото	buong
теория	panukala
теория	teoriya
теория	teorya
общество	lipunan
преброяването	census
дълго	mahaba
дълго	matagal
дълго	haba
райони	rehiyon
райони	pambatas
езеро	lawa
папа	papa
спас	spa
основа	pundasyong
основа	foundation
основа	pundasyon
основа	base
основа	basehan
елизабет	elizabeth
елизабет	elisabeth
бивш	dating
дума	salitang
дума	salita
полет	flight
полет	lipad
двама	dalawang
двама	dalawa
двама	two
реки	ilog
среда	kapaligiran
среда	paligid
избори	halalan
избори	eleksyon
ясно	burahin
ясно	malinaw
актриси	actresses
актриси	aktres
актриси	artista
актриси	actress
минути	minuto
паметник	monumento
губи	mawalan
губи	mawala
губи	mawawalan
достатъчно	sapat
формата	shape
формата	hugis
включват	magsama
включват	isama
включват	nagsasama
уилям	william
белгия	belgium
говори	magsalita
говори	usap
говори	usapan
говори	talk
говори	magsalita
говори	nagsasalita
думи	salita
школа	paaralan
епархия	diocese
шест	anim
хиляди	libo
заместник	deputy
гвинея	guinea
храм	shrine
храм	templo
горна	itaas
горна	upper
отказва	tumanggi
постепенно	unting
постепенно	unti
романи	nobelang
построена	nakapaloob
построена	binuo
забележителности	palatandaan
забележителности	tanawin
забележителности	pamamasyal
контрол	kontrol
контрол	kontrolin
контрол	pagkontrol
контрол	kinokontrol
жан	jean
жан	juana
жан	jeanne
интернет	internet
американска	amerikano
границата	hangganan
римска	roman
римска	romano
океан	karagatan
география	heograpiya
административно	administrative
победи	matalo
победи	manalo
победи	pagkapanalo
елена	helena
елена	elena
статистиката	istatistika
роли	rolly
лудвиг	ludwig
космически	cosmic
представя	presents
сграда	gusali
македонски	masedonyo
виж	makita
виж	see
виж	makakita
виж	tingnan
виж	tumingin
виж	look
съдържание	nilalaman
съдържание	nilalaman
китара	guitar
китара	gitara
мъже	kalalakihan
югославия	yugoslavia
епископ	bishop
епископ	obispo
северно	north
северно	hilagang
северно	hilaga
музиката	sinauna
музиката	tugtog
музиката	musika
музиката	tugtugin
музиката	music
острова	isla
острова	pulo
острова	island
морски	marine
морски	nautical
иска	gustong
черна	itim
високо	high
високо	mataas
използвани	ginamit
използвани	nagamit
използвани	ginagamit
системата	sistemang
системата	system
системата	sistema
революция	himagsikang
революция	rebolusyon
пример	halimbawa
луи	louis
луи	louie
олимпийски	olimpiko
олимпийски	olympic
колумбия	columbia
колумбия	colombia
полски	polish
изпълнява	gumaganap
всъщност	actually
радио	radio
радио	radyo
национална	national
национална	pambansa
национална	pambansang
национална	nasyonal
политическа	pulitikal
политическа	politikal
политическа	pampulitika
сръбски	pranses
маса	lamesa
маса	mesa
маса	talahanayan
маса	table
маса	mass
маса	misa
маса	masa
единствено	lang
единствено	lamang
обекти	bagay
робърт	robert
борба	wrestling
борба	pakikibaka
борба	struggle
борба	aaway
борба	fighting
борба	lumaban
направи	gumawa
направи	gawing
практика	pagsasanay
практика	practice
практика	praktis
епоха	era
епоха	epoch
план	plano
план	plan
план	magplano
швейцария	switzerland
швейцария	swiss
посолство	embahada
кариерата	quarry
военно	military
военно	pangmilitar
военно	militar
средно	karaniwan
средно	katamtaman
сериал	serye
сериал	series
специално	partikular
специално	espesyal
специално	special
материали	materyal
материали	materyales
материали	materyales
число	bilang
течение	loop
поема	tula
поема	tulang
кораби	bangka
кораби	ships
кораби	vessels
берлин	berlin
солун	tesalonica
герой	hero
герой	bayani
целта	target
саксония	saxe
саксония	sahonya
началник	chief
началник	hepe
класиране	ranking
класиране	ranggo
класиране	standings
класиране	klasipikasyon
класиране	rankings
посока	direction
посока	direksiyon
посока	direksyon
посока	pupuntahan
посока	destinasyon
посока	patutunguhan
посока	heading
посока	tutungo
проекта	project
проекта	proyekto
проекта	taumbayan
спорт	palakasan
спорт	sport
спорт	isport
спорт	palakasan
спорт	isports
спорт	sports
сам	alone
сам	magisa
сам	sam
православна	ortodoksong
играч	player
играч	manlalaro
широко	malapad
използван	ginamit
използван	nagamit
използван	ginagamit
принос	input
принос	ipinasok
принос	kontribusyon
ото	otto
неговият	kanyang
сравнително	anatomiyang
сравнително	relatibong
публикува	ilathala
публикува	publish
библиотека	aklatan
библиотека	library
скорост	bilis
редовни	regular
съветски	sobyet
ръководител	supervisor
последен	huling
последен	huli
последен	last
къщи	bahay
къщи	homes
къщи	tahanan
руско	russian
руско	ruso
южен	katimugang
южен	southern
южен	timog
птици	birds
птици	ibon
открити	natuklasan
енергия	enerhiya
световно	worldwide
световно	pandaigdigang
световно	global
световно	pandaigdigan
джордж	george
открит	natuklasan
открит	natagpuan
открит	nahanap
открит	nakita
открит	nakahanap
виена	vienna
южно	timog
училището	paaralan
обект	bagay
обект	object
обект	sasailalim
обект	paksa
обект	subject
територии	teritoryo
вариант	variant
вариант	opsyon
долна	lower
династия	awan
бог	god
бог	diyos
телевизия	telebisyon
футболен	football
издателство	publisher
издателство	paglalathala
издателство	publishing
долината	lambak
долината	valley
принцеса	princess
принцеса	prinsesa
илия	ilya
илия	elijah
илия	elias
илия	elia
дете	bata
дете	kid
дете	anak
дете	bata
защо	bakit
граница	hangganan
граница	boundary
