dhe	dan
mundur	dikalahkan
mundur	defeated
atje	ada
brendshme	interior
brendshme	dalaman
dita	dita
dita	hari
shpejt	segera
shpejt	soon
shpejt	laju
shpejt	cepat
shpejt	cepat
natyrore	natural
natyrore	semulajadi
veriut	utara
veriut	north
veriut	utara
veriut	northern
ndryshe	berbeza
ndryshe	sebaliknya
ara	tanaman
ara	ara
perandori	empire
perandori	kerajaan
perandori	empayar
perandori	maharaja
perandori	kaiser
kush	sape
fusha	bidang
fusha	medan
fusha	bidang
fusha	medan
anglisht	inggeris
forma	borang
forma	shape
forma	bentukkan
forma	bentuk
forma	borang
fillimisht	awalnya
muaj	bulan
muaj	bulan
publike	awam
shënuar	menjaringkan
shënuar	ditandakan
shënuar	ditanda
shtet	country
shtet	negara
shtet	keadaan
shtet	negara
shtet	negeri
shtet	state
demokratike	demokratik
veten	diriku
veten	diri
veten	diri
filmi	movie
filmi	cereka
filmi	filem
filmi	filem
veçanërisht	terutamanya
veçanërisht	terutamanya
veçanërisht	especially
veçanërisht	khususnya
moderne	moden
metra	meter
artit	seni
artit	kesenian
artit	artwork
gjithmonë	always
gjithmonë	sentiasa
gjithmonë	selalu
tashmë	sudah
tashmë	sudahpun
york	york
postal	poskod
gjermani	jerman
sur	sur
erdhi	tiba
erdhi	arrived
erdhi	came
dorë	tangan
sukses	kejayaan
sukses	sukses
sukses	berjaya
sukses	success
gjate	panjang
gjate	long
world	world
world	dunia
paris	paris
shtatë	seven
shtatë	tujuh
shtatë	ketujuh
këngë	lagu
këngë	songs
këngë	lagu
këngë	song
megjithëse	sungguhpun
megjithëse	walaupun
megjithëse	walau
megjithëse	though
megjithëse	meskipun
megjithëse	walaupun
megjithëse	walau
vazhdoi	berterusan
përmban	mengandungi
args	hujah
targa	pelat
targa	plat
marrin	menerima
menjëherë	segera
gati	ready
gati	siap
robert	robert
club	club
club	kelab
libër	kitab
libër	tempah
libër	book
përfundoi	completed
përfundoi	dilengkapkan
përfundoi	selesai
përfundoi	tamat
mire	good
mire	gud
sistem	system
sistem	sistem
des	des
shekulli	abad
shekulli	century
periudhë	tempoh
shoqërore	kemanusiaan
shoqërore	societal
shoqërore	social
shoqërore	sosial
artikuj	artikel
sotme	harini
shkrimtar	penulis
ndërkohë	semantara
qartë	clear
qartë	jelas
qartë	jelas
huaj	asing
huaj	asing
huaj	foreign
përgjatë	along
francez	perancis
thjeshtë	simple
thjeshtë	sederhana
vlera	nilai
vlera	nilai
sikur	like
sikur	ibarat
themeluar	diasaskan
themeluar	ditubuhkan
rol	peranan
ndërkombëtar	antarabangsa
bashkimi	union
bashkimi	kesatuan
bashkimi	penyatuan
bashkimi	penyatuan
bashkimi	unity
bashkimi	kesatuan
bashkimi	perpaduan
bashkimi	menyertai
lumi	sungai
lumi	river
maqedoni	macedonia
golin	gol
golin	matlamat
golin	goal
toka	bumi
toka	land
toka	tanah
toka	darat
toka	kontang
nationalteam	nationalteam
raste	kes
here	times
here	waktu
here	masa
here	time
xxxx	xxxx
filluan	dimulakan
filluan	bermula
shkurtër	pendek
shkurtër	ringkas
shkurtër	taklimat
yyyy	tttt
roman	roman
roman	rom
roman	novel
william	william
uefa	uefa
vendosi	diputuskan
drejtuar	diketuai
mbetur	baki
mbetur	berbaki
rruga	jln
rruga	street
rruga	jalan
rruga	road
ndoshta	mungkin
ndoshta	perhaps
ndoshta	barangkali
ndoshta	mungkin
ndoshta	maybe
kupa	cawan
kupa	cups
kupa	piala
kupa	cup
kupa	cawan
ekonomik	ekonomi
bukur	cantik
bukur	indah
bukur	cantik
bukur	molek
bukur	pretty
bukur	nice
jean	jean
turke	halwa
turke	turki
turke	turkish
ulët	rendah
ulët	low
periudha	tempoh
periudha	tempoh
real	real
jetojnë	live
publik	awam
pavarur	independent
pavarur	mandiri
pavarur	bebas
pavarur	freelance
ushtria	ketenteraan
ushtria	tentera
ushtria	tentera
ushtria	army
lind	lahir
lind	dilahirkan
lind	born
lind	lind
fundi	hujung
fundi	penghujung
ndarë	dibagi
ndarë	dibahagikan
ndarë	dibahagi
klubi	club
klubi	kelab
fakt	hakikat
fakt	fakta
fakt	fact
kuqe	merah
kuqe	red
pasha	pasha
puna	kerja
puna	bekerja
puna	puna
udhëheqëse	mengetuai
udhëheqëse	leading
udhëheqëse	terkemuka
vdekur	dead
vdekur	mati
university	universiti
www	www
gjeografike	geografi
madrid	madrid
njësi	unit
njësi	unit
osman	uthman
osman	osman
qytetet	bandaraya
qytetet	bandar
https	https
gazeta	akhbar
gazeta	akhbar
gazeta	kertas
rritur	dewasa
format	format
zgjedhur	dipilih
anëtarët	ahli
anëtarët	members
banorët	penduduk
fuqi	tenaga
fuqi	power
fuqi	kuasa
duhej	diperlukan
duhej	needed
katolike	katolik
artikulli	artikel
shkollë	sekolah
seri	series
seri	siri
seri	seri
përbashkët	perkongsian
përbashkët	terkongsi
përbashkët	dikongsi
përbashkët	berkongsi
përbashkët	dikongsikan
përbashkët	lumrah
përbashkët	common
përbashkët	joint
përbashkët	sendi
akoma	still
akoma	masih
akoma	pegun
akoma	namun
britanisë	britain
rezultat	result
fëmijët	kids
profesor	profesor
profesor	professor
ngjarje	peristiwa
ngjarje	event
ngjarje	acara
ngjarje	peristiwa
ngjarje	acara
cet	cet
mban	memegang
pika	eletrik
pika	titisan
pika	takat
pika	point
vendasit	tempatan
posta	mail
fakultetin	fakulti
kaloi	dibelanjakan
kaloi	dihabiskan
derisa	till
derisa	hinggalah
derisa	hinga
derisa	sehinggalah
derisa	sampai
lehtë	mudah
lehtë	mudahnya
tej	tej
konsiderohet	dianggap
konsiderohet	dipertimbangkan
konsiderohet	dianggap
qysh	semenjak
qysh	since
qysh	sejak
qene	been
greqi	yunani
greqi	greece
jeton	living
jeton	live
jeton	nyawa
jeton	lives
pjese	bahagian
fillore	sd
xhamia	lami
xhamia	masjid
xhamia	mosque
nisur	dilancarkan
nisur	launching
ilire	illyrian
arrin	tiba
arrin	menjangkau
arrin	mencapai
hoxha	hoxha
rëndë	berat
bin	bin
bin	bean
bin	kacang
bin	bini
charles	charles
kurrë	never
vrarë	dibunuh
vrarë	tewas
vrarë	terbunuh
united	bersatu
united	united
ismail	ismail
projekte	projek
vendeve	negara
league	liga
sulltani	sultan
pothuajse	almost
pothuajse	hampir
fituesit	pemenang
barcelona	barcelona
gjallë	alive
pamje	view
class	kelas
class	class
sistemin	system
sistemin	sistem
shkon	goes
david	daud
david	david
mundësi	kebarangkalian
mundësi	kemungkinan
mundësi	peluang
mundësi	chance
mundësi	peluang
mundësi	kesempatan
lokale	tempatan
ndryshëm	berbeza
ndryshëm	pelbagai
gjon	john
pikërisht	tepat
pikërisht	accurate
pikërisht	exactly
pikërisht	persis
mbetet	lag
tona	our
portal	portal
çmimi	harga
çmimi	price
nationalyears	nationalyears
çfarë	alahai
çfarë	ape
kthehet	mengembalikan
page	gaji
finlanda	finland
mbas	selepas
fizike	jasmani
fizike	fizikal
mesatare	pertengahan
mesatare	purata
mesatare	medium
serb	serbia
vepër	akta
përbërë	gubahan
përbërë	komposit
përbërë	terdiri
lloje	jenis
guvernator	gabenor
vështirë	susah
vështirë	hard
vështirë	keras
vështirë	tough
vështirë	sukar
shkallë	tangga
uji	air
uji	cecair
uji	bendalir
ndeshjet	perlawanan
ndeshjet	padan
ndeshjet	mancis
ndeshjet	padanan
ngjashme	serupa
ngjashme	seiras
mbrojtur	terlindung
mbrojtur	dilindungi
guri	batu
guri	guri
guri	batu
guri	rock
ekziston	wujud
ekziston	wujud
njerëzore	manusia
njerëzore	human
lidhja	sambungan
lidhja	pautan
lidhja	link
prodhuar	dihasilkan
prodhuar	manufactured
premier	premier
thellë	deep
numrin	nombor
organizuar	terurus
organizuar	disusun
organizuar	tersusun
organizuar	terurus
organizuar	terancang
prof	prof
mësues	cikgu
mësues	teacher
mësues	guru
kushtet	terma
kushtet	syarat
kryeqyteti	modal
kryeqyteti	capital
cest	cest
zyrtar	rasmi
zyrtar	official
art	seni
art	kesenian
krishterë	christian
krishterë	kristian
krishterë	kristian
drejtor	pengarah
drejtor	pengetua
internet	internet
shkup	skopje
nord	nord
shkruan	menulis
shkruan	tulisan
shkruan	menulis
shkruan	penulisan
shkoi	went
paul	paulus
paul	paul
djali	boy
maria	maria
one	satu
one	one
mijë	ribu
paraqitur	dipersembahkan
paraqitur	disajikan
paraqitur	dihantar
grupe	berkumpulan
grupe	kumpulan
grupe	groups
burimet	sumber
burimet	resources
burimet	sumber
personale	personal
personale	peribadi
ditët	hari
lartësi	altitud
lartësi	ketinggian
lartësi	ketinggian
lartësi	ketinggian
lartësi	tinggi
lartësi	height
gjergj	giorgio
mehmet	mehmet
mehmet	mehmed
trupit	body
trupit	bodi
trupit	badan
islam	islam
evropë	eropah
ditën	hari
franceze	perancis
sociale	social
sociale	sosial
biri	nak
biri	putra
biri	son
ilir	ilir
sezoni	musim
ibrahim	ibrahim
diçka	sesuatu
james	james
kuq	merah
kuq	red
keni	kenny
keni	mempunyai
politikan	pkr
bie	terjatuh
bie	falling
bie	jatuh
bie	fall
bie	jatuh
bie	terjun
bie	falls
studime	studies
studime	kajian
studime	pengajian
zonë	zon
zonë	keluasan
zonë	kawasan
zonë	area
kërkon	memerlukan
don	don
hap	step
hap	langkah
hap	open
nisi	dimulakan
nisi	bermula
nisi	dilancarkan
nisi	launching
filma	filem
filma	movies
filma	cereka
filma	filem
trupat	pasukan
trupat	jasad
trupat	mayat
keq	buruk
keq	teruk
keq	sorry
keq	maaf
ruajtur	tersimpan
ruajtur	disimpan
ruajtur	dikekalkan
ruajtur	disimpan
trashëgimisë	warisan
trashëgimisë	heritage
ngushtë	sempit
ngushtë	merapatkan
ngushtë	bff
ngushtë	ketat
ngushtë	erat
rrjedh	bocor
rrjedh	leaking
rrjedh	aliran
rrjedh	mengalir
video	video
famshëm	selebriti
famshëm	celebrity
famshëm	famous
ngritur	dinaikkan
ngritur	didirikan
plotësisht	fully
plotësisht	sepenuhnya
plotësisht	totally
utc	utc
skuadra	skuad
skuadra	pasukan
skuadra	team
civile	civil
civile	sivil
forca	kekuatan
forca	force
forca	paksa
sovjetik	soviet
punon	works
punon	berfungsi
punon	berkerja
punon	berfungsi
punon	bekerja
përdor	guna
përdor	kegunaan
pavarësisht	terlepas
humbur	lost
humbur	kehilangan
humbur	hilang
arti	seni
arti	kesenian
libra	books
libra	buku
kuvendit	perhimpunan
kuvendit	assembly
bota	world
bota	dunia
përdorim	guna
burime	sumber
burime	springs
burime	resources
burime	sumber
çështje	issue
çështje	isu
çështje	persoalan
çështje	isu
zonat	zon
private	swasta
private	peribadi
private	persendirian
private	prebet
shkroi	menulis
çka	alahai
çka	ape
këshilli	majlis
këshilli	dewan
wiki	wiki
lëvizje	gerakan
lëvizje	pergerakan
lëvizje	gerak
lëvizje	gerakan
lëvizje	pergerakan
rock	batu
rock	rock
muzika	muzik
muzika	music
aktore	pelakon
malet	ganang
malet	banjaran
malet	pergunungan
drita	ringan
drita	cahaya
drita	light
drita	lampu
flamuri	bendera
kthyer	dikembalikan
gjermania	jerman
nevojshme	diperlukan
nevojshme	needed
muzikore	muzikal
muzikore	musical
historik	bersejarah
historik	bersejarah
historik	sejarah
përdorimi	penggunaan
përdorimi	kegunaan
përdorimi	guna
letërsi	kesusasteraan
letërsi	sastera
artë	golden
artë	emas
artë	keemasan
lëvizja	gerakan
lëvizja	pergerakan
lëvizja	gerak
lëvizja	menggerakkan
lëvizja	memindah
lëvizja	bergerak
lëvizja	gerakan
lëvizja	pergerakan
national	national
national	kebangsaan
durrësit	durrës
sulltan	sultan
link	pautan
link	link
can	chan
ndihmuar	dibantu
zbuluar	menemui
zbuluar	dikesan
kërkuar	dipinta
kërkuar	meminta
kërkuar	diminta
grek	greek
grek	yunani
alias	alias
loire	loire
elizabeth	elizabeth
zhvillimi	perkembangan
zhvillimi	pembangunan
finale	finale
finale	muktamad
finale	final
finale	final
finale	finals
monument	tugu
monument	monumen
duka	duke
romë	rom
romë	roma
romë	roma
realizuar	sedar
liga	liga
liga	liga
lidhjet	perhubungan
lidhjet	hubungan
lidhjet	pautan
lidhjet	link
lidhjet	sambungan
lidhjet	silaturrahim
ishujt	kepulauan
round	pusingan
round	bulat
kënga	lagu
kënga	song
vazhdim	continuation
vazhdim	susulan
serie	serie
materiale	bahan
materiale	material
materiale	bahan
skënderbeut	skanderbeg
berisha	berisha
mënyra	cara
