borneo	borneo
dignitat	demnitate
dignitat	demnitatea
flores	flores
cartell	poster
cartell	posterul
cartell	afis
fetge	ficatul
fetge	ficat
marx	marx
ciu	opc
jerarquia	ierarhia
jerarquia	ierarhie
leonard	leonard
collins	collins
oratori	oratoriu
pòrtic	portico
urbanisme	urbanism
escrivint	scrierea
escrivint	scriind
escrivint	scriere
escrivint	scriu
manageryears	manageryears
danubi	dunare
danubi	dunarea
danubi	dunarii
aplicat	aplicate
aplicat	aplicat
aplicat	aplicata
paquets	colete
paquets	pachete
paquets	pachetele
caixes	cutiile
caixes	cutii
lentament	incet
thys	thys
suplement	suplimentul
suplement	supliment
accessible	accesibile
accessible	accesibil
accessible	accesibila
salons	sali
salons	sali
filadèlfia	philadelphia
especialistes	specialisti
hardy	hardy
hudson	hudson
combinar	combina
combinar	combin
combinar	combina
combinar	combine
amir	emir
amir	amir
infraestructura	infrastructuri
infraestructura	infrastructura
infraestructura	infrastructura
olor	parfum
olor	miros
olor	miroase
watson	watson
substrat	substrat
prix	prix
banys	baile
banys	bai
banys	baile
banys	bai
holandès	olandeza
holandès	olandezi
holandès	olandez
holandès	dutch
estrenat	lansat
estrenat	eliberat
estrenat	eliberata
ibèric	iberica
harris	harris
mortal	mortale
mortal	mortala
mortal	mortal
mortal	muritori
mortal	muritoare
mortal	muritor
servit	servit
servit	servita
insígnia	insemnele
elionor	eleanor
anàlisis	statistici
gal	gal
chen	chen
trans	trans
anunci	anuntul
anunci	anunt
anunci	anunt
anunci	anuntul
exposat	expus
exposat	expusa
exposat	expuse
compressió	compresie
dilluns	luni
dilluns	lunea
editada	editat
editada	editata
examen	examen
examen	examenul
rudolf	rudolf
mèdici	medici
nicolás	nicolás
viscut	trait
viscut	traia
viscut	traita
viscut	trait
cama	picior
cama	piciorul
paquet	pachetul
paquet	colet
paquet	pachet
sergi	sergi
transforma	transforma
transforma	transforma
morfologia	morfologia
bru	bru
tierra	tierra
dispersió	dispersie
autopista	autostrada
autopista	autostrada
autopista	highway
rebuda	primit
rebuda	primite
rebuda	primita
bonet	bonet
huracà	uragan
huracà	uraganul
margaret	margaret
margaret	margareta
desastre	dezastrul
desastre	dezastru
protector	protector
protector	protectorul
estructural	structurale
estructural	structural
defensiva	defensiva
defensiva	defensiv
entrat	intrat
conscient	constient
conscient	constient
sensible	sensibile
sensible	sensibila
sensible	sensibila
sensible	sensibil
criminal	infractor
criminal	criminala
criminal	criminal
criminal	penal
warner	warner
humits	umed
humits	umeda
bank	banca
bank	banca
bank	bank
essència	esenta
essència	esenta
franges	sloturi
vectors	vectori
bit	bit
gustav	gustav
decorats	decorata
decorats	decorate
decorats	decorat
fans	fani
fans	fanii
fans	ventilatoare
fans	fanilor
fans	suporteri
julien	julien
josef	josef
bas	bas
esclau	sclava
esclau	sclava
esclau	sclav
tebes	teba
hms	hms
ajudat	ajutat
maduresa	maturitate
maduresa	maturitatea
maduresa	scadenta
schmidt	schmidt
condemna	condamnare
condemna	condamnarea
condemna	condamna
adjacents	adiacente
construeix	construieste
anatòlia	anatolia
bany	baia
bany	baie
estimació	estimeaza
estimació	estimarea
estimació	estimare
estimació	estimarea
estimació	estimare
barba	barba
barba	barba
exportació	exporta
exportació	export
exportació	exportul
suports	recuzita
suports	recuzita
notre	notre
atribuït	atribuit
atribuït	atribuita
atribuït	atribuite
anatomia	anatomie
anatomia	anatomia
codificació	codare
codificació	codificare
codificació	codare
codificació	codificare
francesca	francesca
jurament	juramant
jurament	juramantul
venjança	razbunarea
venjança	razbunare
venjança	razbunare
venjança	razbunarea
venjança	razbunare
venjança	razbunare
mercenaris	mercenari
mercenaris	mercenarii
alep	alep
medicaments	medicamente
habitacions	camerele
habitacions	camere
tija	tulpina
tija	stem
exclusiva	exclusive
exclusiva	exclusiva
exclusiva	exclusivitate
exclusiva	exclusiv
contractat	angajat
contractat	angajata
subclassis	subclassis
sumatra	sumatra
scala	scala
passatge	pasajul
passatge	pasaj
veïnat	vecinatate
veïnat	cartier
recuperat	recuperate
recuperat	recuperata
recuperat	recuperat
registrat	inregistrate
registrat	inregistrata
registrat	inregistrat
registrat	inregistrat
relatiu	ruda
relatiu	relativ
relatiu	ruda
relatiu	relative
relatiu	relativa
next	urmatorul
next	urmatorul
next	urmator
next	urmatoarea
proporcional	proportional
proporcional	proportionala
proporcional	proportionale
gastronomia	gastronomie
pisa	pisa
dependent	dependenta
dependent	dependente
esperant	astept
esperant	astept
esperant	asteptare
concentrar	concentrat
gonzalo	gonzalo
característics	caracteristica
característics	caracteristica
característics	caracteristic
incendis	incendii
incendis	incendiile
incendis	focuri
pretor	pretor
sony	sony
kurt	kurt
raval	raval
ibm	ibm
suggerir	sugereaza
suggerir	sugerez
suggerir	sugereaza
sou	salariu
sou	salariul
sou	salar
focs	artificii
dividits	impartit
dividits	divizat
dividits	divizata
preservació	conservarea
preservació	conservare
thompson	thompson
oportunitats	oportunitati
cook	cook
cook	bucatar
cook	gatesc
eugeni	eugene
assistents	participanti
assistents	participanti
targetes	carti
targetes	carti
targetes	carti
targetes	carduri
latitud	latitudine
latitud	latitudinea
concentracions	concentratiile
concentracions	concentratii
caçadors	vanatori
caçadors	vanatori
caçadors	vanatorii
catherine	caterina
catherine	catherine
catherine	ecaterina
uganda	uganda
reglament	regulament
reglament	regulamentul
reglament	reglementare
reglament	reglementarea
beguda	bautura
beguda	bea
beguda	bautura
bicicleta	bicicleta
bicicleta	bicicleta
duració	durata
duració	durata
consolidació	consolidare
consolidació	consolidarea
neolític	neolitic
determinació	determinarea
determinació	determinare
pep	pep
combinat	combinat
combinat	combinata
combinat	combinate
silvestre	silvestre
sultanat	sultanatul
école	école
folre	garnitura
carlota	charlotte
estels	staruri
estels	stars
estels	stelele
estels	stele
khanat	hanatul
negatius	negative
esclavitud	sclavie
esclavitud	sclavia
paleolític	paleolitic
àtom	atom
segòvia	segovia
pastoral	pastorale
ortega	ortega
ramírez	ramirez
dinosaures	dinozauri
dinosaures	dinozaurii
immediata	imediata
immediata	imediate
poissons	poissons
envolten	inconjoara
envolten	inconjoara
esquadra	echipa
esquadra	squad
esquadra	grupa
levi	levi
dead	moarta
dead	dead
dead	mort
homònim	eponim
brut	brutus
lang	lang
clans	clanurile
clans	clanuri
tubs	tuburile
tubs	tuburi
amat	amat
penes	amarul
accidents	accidente
accidents	accidentele
entrant	starter
lloyd	lloyd
fix	fixa
fix	fix
fix	reparat
fix	fixat
privilegi	privilegiu
privilegi	privilegiul
apòstols	apostoli
càlculs	calculele
càlculs	calcule
acompanyament	pad
acompanyament	acompaniament
montenegro	muntenegru
montenegro	muntenegrul
descàrrega	descarca
descàrrega	descarcare
descàrrega	descarca
descàrrega	descarcarea
realista	realista
realista	realiste
realista	realist
ras	ras
angel	inger
angel	inger
angel	angel
handbol	handbal
mercedes	mercedes
bizanci	byzantium
hondures	honduras
malawi	malawi
primari	primare
primari	primara
primari	primar
mobilitat	mobilitatea
mobilitat	mobilitate
crustacis	crustacee
racó	coltul
racó	corner
racó	colt
racó	colt
canet	canet
troia	troy
troia	troia
gats	pisicile
gats	pisici
homer	homer
perpendicular	perpendiculare
perpendicular	perpendicular
costaneres	coasta
poderosa	puternica
poderosa	puternic
sàhara	sahara
promotor	promotor
tabac	tutun
tabac	tutunul
metropolitan	metropolitana
metropolitan	metropolitan
pics	gloante
pics	peaks
pics	varfuri
pronunciat	pronuntat
pronunciat	pronuntat
fiable	fiabile
fiable	fiabila
montpeller	montpellier
assassí	killer
assassí	criminal
eficiència	randament
eficiència	eficienta
eficiència	eficienta
eficiència	eficienta
sencera	intreg
sencera	intreg
entesa	intelegerea
entesa	intelegere
entesa	intelegere
coberts	tacamuri
stanford	stanford
info	info
info	informatii
info	informatii
virgili	virgil
classic	clasica
classic	clasic
classic	clasica
classic	classic
cràter	craterul
cràter	crater
esquadró	escadronul
esquadró	escadrila
esquadró	escadrila
esquadró	escadron
suprema	supreme
suprema	suprema
suprema	suprema
suprema	suprem
antologia	antologie
franquícia	franciza
franquícia	franciza
declaracions	declaratii
declaracions	declaratii
declaracions	declaratiile
mecànic	mecanic
mecànic	mecanice
mecànic	mecanic
mecànic	mecanica
explorar	exploreaza
explorar	explora
wei	wei
martell	martell
esplendor	splendoarea
esplendor	splendoare
baker	brutar
baker	baker
turistes	turistii
turistes	turisti
calcària	calcar
revela	dezvaluie
leiden	leiden
limitacions	limitarile
limitacions	limitari
annals	analele
consola	consola
consola	consola
partició	partitia
postura	postura
postura	postura
tribunals	instante
tribunals	instantele
tribunals	tribunalele
tribunals	tribunale
cortés	cortés
sagristia	sacristie
descomposició	descompunerea
descomposició	descompunere
significativament	semnificativ
conreus	recolte
conreus	culturile
conreus	culturi
respostes	raspunsuri
respostes	raspunsurile
respostes	raspunsuri
respostes	raspunsuri
respostes	raspunsurile
respostes	raspunsuri
respostes	raspunsurile
conservadors	conservatori
conservadors	conservatorii
candidatures	nominalizari
biol	biol
gòbids	guvid
mariners	marinari
mariners	marinarii
suportar	indura
suportar	indura
horari	orar
horari	program
horari	programeaza
horari	programul
annexió	anexarea
kurdistan	kurdistan
devoció	devotamentul
devoció	devotament
kent	kent
remei	remediu
remei	remediul
portals	portaluri
melodies	melodii
mixta	amestecate
mixta	amestecat
mixta	mixt
mixta	mixta
gules	ghouls
mosaic	mozaic
proa	arc
proa	plecaciune
proa	arcul
proa	bow
sostenir	sustine
auxiliars	auxiliare
auxiliars	auxiliar
desenes	zeci
atacant	atacand
agnès	agnes
evans	evans
utrecht	utrecht
explotar	explodeaza
explotar	exploda
olivier	olivier
genèric	generic
genèric	generice
gendarmeria	jandarmerie
successives	succesive
complement	modul
complement	modulul
complement	plugin
cornellà	cornellà
slam	slam
graham	graham
prosperitat	prosperitatea
prosperitat	prosperitate
tràcia	tracia
savi	intelept
andes	anzi
cantàbria	cantabria
gutiérrez	gutiérrez
gutiérrez	gutierrez
belgrad	belgrad
belgrad	belgradul
ingredients	ingrediente
ingredients	ingredientele
advocats	avocatii
advocats	avocati
acadèmics	academicieni
mills	mills
elegits	alesi
fuga	evadarea
fuga	evadare
rom	rom
rom	rom
louise	louise
hospitals	spitale
hospitals	spitalele
obligació	obligatia
obligació	obligatie
esteban	esteban
trastorn	tulburare
sara	sara
villanueva	villanueva
panzer	panzer
sarsuela	zarzuela
imam	imam
oslo	oslo
prevenció	prevenire
prevenció	prevenirea
mussolini	mussolini
bombarders	bombardierele
bombarders	bombardiere
comparar	compara
comparar	compara
vespre	seara
vespre	seara
morales	morales
jeff	jeff
descans	break
descans	rupe
descans	pauza
descans	sparge
descans	pauza
descans	odihna
descans	odihna
actuant	actorie
actuant	actoria
actuant	hotarand
bryan	bryan
tallada	sculptat
tallada	cioplit
tallada	sculptate
radar	radarul
radar	radar
sopar	cinei
sopar	cina
sopar	cina
contingent	contingente
contingent	contingent
residencial	rezidentiale
jaén	jaen
johan	johan
caracteritzat	caracterizat
caracteritzat	caracterizate
caracteritzat	caracterizata
lisa	lisa
plasma	plasma
plasma	plasmatice
plasma	plasma
ratolí	mouse
folk	folk
basilea	basel
corbes	curbe
corbes	curbele
correcció	corectie
correcció	corectarea
correcció	corectare
correcció	corectitudine
correcció	corectitudinea
àvia	bunica
àvia	bunica
cooper	cooper
guillermo	guillermo
mostrat	aratat
mostrat	afisata
mostrat	afisat
mostrat	afisate
néta	nepoata
néta	nepoata
folklore	folclor
gant	ghent
seine	sena
seine	seine
raïm	struguri
raïm	strugurii
solo	solo
hot	cald
hot	fierbinte
administracions	administratiile
conqueridor	cuceritorul
conqueridor	cuceritor
enciclopèdic	enciclopedice
trossos	bucati
herman	herman
werner	werner
rituals	ritualuri
rituals	ritualurile
discursos	discursurile
discursos	discursuri
bust	bustul
bust	bust
amfibis	amfibieni
sts	sts
desenvolupats	dezvoltate
desenvolupats	dezvoltata
desenvolupats	dezvoltat
mikhaïl	mikhail
mikhaïl	mihail
caledònia	caledonie
detenció	arestati
detenció	arest
detenció	arestarea
detenció	arestare
detenció	detentie
entrevistes	interviurile
entrevistes	interviuri
audiovisual	audiovizual
audiovisual	audiovizuale
subespècie	subspecii
sofre	sulf
aïllada	izolat
aïllada	izolata
aïllada	izolate
manhattan	manhattan
hopkins	hopkins
haia	haga
melbourne	melbourne
sociologia	sociologie
estratègic	strategica
estratègic	strategice
estratègic	strategic
jerry	jerry
namíbia	namibia
renfe	renfe
ramos	ramos
teòrica	teoretice
teòrica	teoretic
teòrica	teoretica
timbre	clopot
timbre	clopotul
timbre	bell
acumulació	acumularea
acumulació	acumulare
magatzems	depozite
mali	mali
weimar	weimar
pous	fantani
pous	wells
taverna	taverna
taverna	taverna
husayn	husayn
true	adevarat
true	adevarat
connecticut	connecticut
impost	impozite
impost	taxa
impost	tax
impost	taxa
impost	impozit
aurora	aurora
deux	deux
terrat	acoperis
darwin	darwin
institucional	institutional
lugo	lugo
coets	rachetele
coets	rachete
romàntic	romantica
romàntic	romantice
romàntic	romantic
romàntic	romantica
precipitació	precipitare
executiva	executive
executiva	executiv
executiva	executiva
eure	eure
matthew	matei
matthew	matthew
acb	acb
intermedi	intermediare
intermedi	intermediar
intermedi	intermediara
beatriu	beatrice
polígon	poligon
corregir	corecteaza
corregir	corecta
corregir	corecta
corregir	corect
traspàs	transfer
traspàs	transferul
traspàs	transfera
traspàs	predare
traspàs	predarea
compartit	partajate
compartit	distribuit
compartit	distribuite
compartit	distribuita
desapareguda	lipsa
desapareguda	lipseste
desapareguda	lipsesc
desapareguda	lipseste
butlletí	newsletter
butlletí	buletinul
hercegovina	hertegovina
hercegovina	hertegovina
groenlàndia	groenlanda
maquinari	hardware
oceania	oceania
studio	studio
studio	studioul
nadiu	nativ
nadiu	nativa
nadiu	nativi
nadiu	native
shadow	shadow
shadow	umbra
shadow	umbra
obtinguts	obtinute
obtinguts	obtinut
obtinguts	obtinuta
indo	indo
zoologia	zoologie
efectius	trupele
efectius	trupe
toro	toro
campanes	clopote
campanes	clopotele
extraordinària	extraordinara
extraordinària	extraordinar
extraordinària	extraordinara
extraordinària	extraordinare
basar	bazar
ron	ron
migració	migrare
migració	migratie
migració	migrarea
antropologia	antropologie
princeton	princeton
baptiste	baptiste
carro	cos
carro	carucior
estatuts	statutul
assignat	atribuit
assignat	repartizat
assignat	atribuita
assignat	atribuite
assignat	desemnat
solana	solana
solana	soare
solana	sunshine
precisa	precise
precisa	precisa
turner	turner
palaus	palate
auge	auge
consistori	consistoriu
mesopotàmia	mesopotamia
pradesh	pradesh
tiges	tulpini
tiges	tulpinile
vestuari	dulap
vestuari	garderoba
vestuari	garderoba
vestuari	costumele
vestuari	costume
renúncia	demisia
renúncia	demisie
caigut	cazut
caigut	cazuta
caigut	cazut
disset	seventeen
controlada	controlat
controlada	controlate
controlada	controlata
circumferència	cercul
circumferència	circle
circumferència	cerc
epidèmia	epidemie
epidèmia	epidemia
epidèmia	epidemii
prehistòria	preistorie
transversal	transversala
divulgació	divulgarea
divulgació	dezvaluirea
divulgació	dezvaluire
salvatges	salbatici
naturalista	naturalist
moderat	moderate
moderat	moderata
moderat	moderat
moros	mauri
moros	moros
abolició	abolirea
guillaume	guillaume
meca	mecca
tve	tve
visitant	vizitatorul
visitant	vizitator
visitant	vizitand
visitant	vizita
dolç	sweet
dolç	dulce
dolç	dulci
torrents	torente
géry	géry
larry	larry
patent	brevet
patent	brevetul
twitter	twitter
wayne	wayne
cerimònies	ceremonii
cerimònies	ceremoniile
fictici	fictiv
escates	solzi
escates	cantare
vocabulari	vocabular
vocabulari	vocabularul
pila	gramada
pila	pile
pila	gramada
pila	morman
pila	gramada
pila	stack
pila	teanc
dick	scula
dick	dick
dick	pula
dick	pula
edimburg	edinburgh
narbona	narbonne
motocicletes	motociclete
arsenal	arsenalul
arsenal	arsenal
transformacions	transformari
desapareix	dispare
delictes	infractiuni
delictes	delicte
delictes	infractiuni
delictes	crime
afirmació	afirmare
ortiz	ortiz
avenç	descoperire
cia	cia
cia	cia
cia	cla
pink	pink
pink	roz
iglesias	iglesias
dave	dave
ventre	pantece
ventre	pantecul
ventre	uter
hannover	hanovra
submarí	submarinul
submarí	submarin
servidors	servere
servidors	serverele
excepcions	exceptii
jamaica	jamaica
letó	letona
evolucionar	evolueze
evolucionar	evolueaza
generat	generata
generat	generate
generat	generat
sals	sarurile
sals	saruri
ken	ken
observador	observator
observador	observatorul
tiberi	tiberius
fotogràfica	fotografica
fotogràfica	fotografice
controlat	controlat
controlat	controlate
controlat	controlata
almeria	almería
almeria	almeria
quintana	quintana
valoració	evaluarea
valoració	evaluare
dany	dany
interaccions	interactiuni
pesant	heavy
pesant	greu
pesant	grele
pesant	grea
pesant	grei
atlanta	atlanta
substitueix	inlocuieste
substitueix	inlocui
recomana	recomanda
recomana	recomanda
recomana	recomand
recomana	recomanda
houston	houston
singapur	singapore
deure	duty
deure	datorie
deure	datoria
assíria	asiria
aprenent	ucenicul
aprenent	ucenic
rubí	ruby
northern	northern
northern	nordul
sul	sul
fritz	fritz
cantatas	cantate
marxista	marxist
edgar	edgar
fallida	falimentul
fallida	faliment
pietat	mercy
pietat	mila
pietat	mila
phil	phil
andreas	andreas
somme	somme
joies	bijuteriile
joies	bijuterii
antecedents	fundal
antecedents	fundalul
ryan	ryan
versalles	versailles
pica	pike
qualificació	rating
qualificació	evaluare
búlgar	bulgar
búlgar	bulgari
búlgar	bulgara
borrell	borrell
deutsche	deutsche
albacete	albacete
repúbliques	republici
susan	susan
convidats	oaspeti
convidats	musafiri
bàrbara	barbara
infern	iadul
infern	iad
infern	infern
infern	infernul
lost	pierdut
lost	pierdute
lost	pierduta
lost	lost
mini	mini
operar	opereaza
consonants	consoane
filòsofs	filozofi
rosario	rosario
buits	lipsuri
buits	lacune
salvat	salvate
salvat	salvata
salvat	salvat
carbonell	carbonell
permanents	permanente
permanents	permanent
permanents	permanenta
permanents	permanenta
modest	modesta
modest	modest
modest	modesta
modest	modeste
segments	segmente
segments	segmentele
mansur	mansur
nikolai	nikolai
nikolai	nikolai
marcos	marcos
gestionar	gestioneaza
gestionar	administreaza
gestionar	administra
amplitud	amplitudine
inter	inter
especialitzats	specializat
especialitzats	specializate
especialitzats	specializata
geologia	geologie
avaluar	evalueaza
banca	banca
llars	gospodarii
llars	gospodariile
llars	gospodariilor
gall	cocos
gall	rooster
desnivell	panta
desnivell	panta
piscina	piscina
piscina	biliard
piscina	piscina
atles	atlas
imdb	imdb
allegro	allegro
clars	clar
clars	limpede
acusats	acuzatii
nuevo	nuevo
suplent	supleant
suplent	alternativ
gehrels	gehrels
participacions	distribuiri
participacions	actiuni
marató	maratonul
marató	maraton
ànimes	sufletele
ànimes	suflete
cec	orbi
cec	oarba
cec	chior
cec	orb
cec	oarba
secretària	secretarul
secretària	secretara
secretària	secretar
secretària	secretara
feliç	fericita
feliç	fericita
feliç	happy
feliç	fericit
distribuïts	distribuite
distribuïts	distribuita
dalí	dalí
localitzar	localizeaza
localitzar	localiza
marino	marino
emigració	emigrare
multimèdia	multimedia
creades	create
creades	creata
creades	creata
creades	creat
fosfat	fosfat
ipa	ipa
enclavament	enclava
ferrara	ferrara
mag	magicianul
mag	magician
mag	mag
act	actul
act	actioneaza
act	act
autobusos	autobuze
autobusos	autobuzele
ovelles	oile
ovelles	ovine
ovelles	oilor
ovelles	oaie
ovelles	oi
confirma	confirma
confirma	confirma
confirma	confirmare
confirma	confirm
mariner	sailor
mariner	marinar
adjacent	adiacente
matilde	matilde
matilde	matilda
gloria	gloria
logotip	logo
logotip	sigla
infinit	infinit
infinit	infinite
infinit	infinita
infinit	infinit
jason	jason
guerrer	razboinic
guerrer	warrior
guerrer	razboinic
guerrer	razboinicul
römer	römer
revestiment	acoperire
pineda	pineda
perfecta	perfect
perfecta	perfecte
perfecta	perfecta
perfecta	perfecta
charlotte	charlotte
actualització	actualizarea
actualització	actualizeaza
actualització	actualizare
actualització	update
rectes	drepte
rectes	direct
rectes	drept
cromosoma	cromozom
predominant	predominant
coca	cocs
coca	cocaina
coca	cola
coca	coca
inundacions	inundatii
sanz	sanz
salts	scufundari
salts	scufundare
salts	salturi
groeneveld	groeneveld
gregorio	gregorio
zur	zur
helen	helen
sergent	sergent
narrador	naratorul
ambulància	ambulanta
peña	pena
excavació	excavare
barons	baroni
legions	legiunile
legions	legiuni
kosovo	kosovo
emès	eliberat
emès	emis
emès	emisa
emès	emise
vaca	vaca
vaca	vaca
