και	그리고
έργα	작동
έργα	작품
έργα	프로젝트
χρήση	이용하기
χρήση	사용하기
χρήση	사용
χρήση	이용
χρήση	사용하다
πρόεδρος	회장
πρόεδρος	대통령
πολιτική	정책
πολιτική	방침
πολιτική	정치
πολιτική	정치학
ακόμη	아직도
ακόμη	여전히
ίδιο	같은
ίδιο	동일
ίδιο	똑같이
μας	우리의
εκλογές	선거
εκλογές	선거
μέλη	멤버
μέλη	구성원
μέλη	멤버들
τελικά	마침내
τελικά	드디어
μέλος	멤버
μέλος	회원
εποχή	시즌
εποχή	계절
εποχή	era
εποχή	시대
χωριό	빌리지
χωριό	마을
αρχικά	원래
αρχικά	이니셜
περίοδος	기간
περίοδος	시대
περίοδος	주기
κύπελλο	cup
ζωή	생명
ζωή	생활
ζωή	라이프
ζωή	인생
έδρα	본부
έδρα	본사
έδρα	좌석
έδρα	자리
περιλαμβάνει	포함
περιλαμβάνει	포함됨
μεγάλο	대형
βάση	기지
βάση	베이스
βάση	기초
βάση	근거
βάση	기저
κέντρο	중앙
κέντρο	중심
κέντρο	센터
κέντρο	중앙
κέντρο	센터
γεννήσεις	출산
γεννήσεις	출생
κάτι	무엇인가
κάτι	something
κάτι	뭔가
κάτι	무언가
κοντά	근처
κοντά	닫기
κοντά	닫습니다
κοντά	닫아
κοντά	근처
μορφή	형식
μορφή	형태
μορφή	양식
μορφή	형식
μορφή	포맷
μορφή	형식으로
χρόνο	시간
χρόνο	타임
χρόνο	time
ιστοσελίδα	웹사이트
κόμμα	party
κόμμα	파티
κόμμα	쉼표
γιατί	왜냐면
γιατί	왜냐하면
ρόλο	역할
άλμπουμ	앨범
άλμπουμ	음반
άλμπουμ	앨범
άλμπουμ	음반
επειδή	왜냐면
επειδή	왜냐하면
έκδοση	에디션
έκδοση	버전
γκολ	목표
γκολ	목표
αρχές	당국
αρχές	원칙
αρχές	원리
γύρω	주위
γύρω	주변
συνήθως	보통
ονομασία	이름
ονομασία	명명법
ονομασία	명명
κοινότητα	커뮤니티
κοινότητα	공동체
τελευταία	마지막
τελευταία	라스트
τελευταία	최근
τελευταία	최근에
έκανε	made
έκανε	만든
ξεκίνησε	시작되었습니다
ξεκίνησε	시작했습니다
ξεκίνησε	시작됨
κυβέρνηση	정부
πρώτος	우선
πρώτος	퍼스트
πρώτος	처음
πρώτος	먼저
κάνει	완료
ηπα	usa
ηπα	미국
δεύτερη	둘째
δεύτερη	두번째
γλώσσα	언어
γιος	아들
μάχη	전투
μάχη	배틀
μάχη	전투
μάχη	컴뱃
μάχη	싸워라
μάχη	싸움
μάχη	싸우기
μάχη	싸워
μάχη	싸우다
πανεπιστήμιο	대학교
πανεπιστήμιο	대학
όλες	모두
όλες	전체
κάποια	일부
δείτε	시계
πόλεμο	전쟁
συχνά	자주
συχνά	자주
περιοχές	지역
περιοχές	영역
παράδειγμα	예제
παράδειγμα	예시
άρθρο	기사
εικόνα	사진
εικόνα	그림
εικόνα	그림
εικόνα	이미지
έλαβε	받았습니다
έλαβε	받은
έλαβε	받음
επίσημη	공식
επίσημη	official
κατοίκους	레지던트
κατοίκους	주민들
πηγές	소스
πηγές	출처
βόρεια	북부
βόρεια	북쪽
βόρεια	노스
βόρεια	북부
πόλεις	도시
ιδιαίτερα	특히
ιδιαίτερα	특히
αγώνα	레이스
αγώνα	경주
αγώνα	인종
αγώνα	경쟁
αγώνα	일치하기
αγώνα	일치합니다
αγώνα	매치
αγώνα	일치
αγώνα	싸워라
αγώνα	싸움
αγώνα	싸우기
αγώνα	싸워
αγώνα	싸우다
γεγονός	이벤트
γεγονός	팩트
γεγονός	사실
σελίδα	페이지
θέμα	테마
θέμα	주제
θέμα	제목
ηλικία	연령
ηλικία	나이에
ηλικία	나이
χρησιμοποιείται	사용함
χρησιμοποιείται	사용됨
χρησιμοποιείται	사용
πρώτα	우선
πρώτα	퍼스트
πρώτα	처음
πρώτα	먼저
μέγεθος	사이즈
μέγεθος	크기
εδώ	여기
εδώ	여기에
νότια	남부
νότια	남방
νότια	남부
νότια	사우스
νότια	남쪽
σημείο	지점
σημείο	포인트
σχέση	연애
σχέση	관계
περίπτωση	대소문자
περίπτωση	케이스
περίπτωση	사례
ήδη	이미
ήδη	벌써
έτος	year
έτος	연도
σχεδόν	거의
ένωση	동맹
ένωση	연맹
ένωση	유니언
ένωση	연합
ένωση	협회
περισσότερο	기타
εκκλησία	교회
εκδόσεις	출판물
μουσείο	박물관
πολιτικός	정치인
πολιτικός	정치가
πολιτικός	정치
συμμετοχή	개입
συμμετοχή	참가
συμμετοχή	참여
δυο	두두
δυο	두분
μεγαλύτερη	이전
πέθανε	죽는다
μουσική	음악
μουσική	뮤직
κόσμο	코스모
κόσμο	월드
κόσμο	세상
κόσμο	세계
άτομα	개인
άτομα	국민
άτομα	사람
άτομα	명인
άτομα	사람들
δεύτερο	둘째
δεύτερο	두번째
είδος	형식
είδος	타입
είδος	종류
είδος	유형
είδος	종족
αρκετά	충분해
αρκετά	충분한
αρκετά	충분히
μεγαλύτερο	이전
εκείνη	그녀
εκείνη	그녀는
χώρο	스페이스
χώρο	공간
χώρο	우주
σχολή	학교
σχολή	학교는
σχολή	스쿨
σχολή	학원
χαρακτηριστικά	특성
χαρακτηριστικά	특징
χαρακτηριστικά	특징
χαρακτηριστικά	기능
χαρακτηριστικά	속성
όρος	용어
όρος	마운트
όρος	조건
ιδρύθηκε	설립
παιδιά	소년
παιδιά	소년들
παιδιά	boys
παιδιά	보이즈
παιδιά	보이스
παιδιά	키즈
παιδιά	애들
παιδιά	아이들
παιδιά	어린이
παιδιά	아동
παιδιά	어린이들
παιδιά	자녀
παιδιά	어린이
παιδιά	아이들
άρχισε	시작되었습니다
άρχισε	시작했습니다
άρχισε	시작됨
αρχαία	고대
μήκος	길이
κυκλοφόρησε	발매
κυκλοφόρησε	개봉
συμμετείχε	참가
χρονιά	year
χρονιά	연도
παραγωγή	프로덕션
παραγωγή	생산
παραγωγή	제작
ηθοποιός	배우
ηθοποιός	여배우
ηθοποιός	배우
ελληνικά	그리스어
ελληνικά	그리스
δυνάμεις	권력
δυνάμεις	파워스
γαλλία	프랑스
ελληνικό	그리스어
ελληνικό	그리스
ευρώπη	유럽
γνωστό	알려진
παγκόσμιο	글로벌
παγκόσμιο	전역
διάστημα	구간
διάστημα	간격
διάστημα	스페이스
διάστημα	공간
διάστημα	우주
οικογένεια	가족
οικογένεια	가족과
οικογένεια	패밀리
μέτρα	조치
μέτρα	측정
μέτρα	대책
πέντε	다섯
πέντε	파이브
υπουργός	장관
σεζόν	시즌
σεζόν	계절
πρότυπο	모델
πρότυπο	모형
πρότυπο	템플릿
πρότυπο	스탠더드
πρότυπο	표준
αριθμός	숫자
αριθμός	번호
θάνατο	죽음
θάνατο	사망
θάνατο	데스
εταιρεία	회사
εταιρεία	컴퍼니
εταιρεία	기업
σώμα	시체
σώμα	몸매
σώμα	몸매가
σώμα	군단
πρωτεύουσα	자본
πρωτεύουσα	수도
πρωτεύουσα	캐피탈
πρωτεύουσα	자본주의
πρωτεύουσα	캐피털
παράλληλα	평행
παράλληλα	병렬
σύνολο	총액
σύνολο	전체
γνωστή	알려진
κατάσταση	상태
κατάσταση	상황
κατάσταση	상황이
κατάσταση	조건
επίπεδο	레벨
επίπεδο	수준
επιτυχία	성공적
επιτυχία	성공함
επιτυχία	성공
γερμανία	독일
άλλους	기타
πίσω	다시
πίσω	뒤로
δημιουργία	만듭니다
δημιουργία	만들기
δημιουργία	생성
δημιουργία	만드세요
δημιουργία	생성
δημιουργία	창조
δημιουργία	만들기
αρχή	시작하기
αρχή	시작
αρχή	원칙
αρχή	원리
αρχή	권위
άδεια	라이선스
άδεια	라이센스
άδεια	면허
άδεια	허가서
άδεια	권한
άδεια	허가
άδεια	허락
άδεια	라이선스
άδεια	라이센스
άδεια	면허
άδεια	허가
άδεια	허용
άδεια	비어
σου	sue
σου	고소
περισσότερα	기타
ανάπτυξη	개발
ανάπτυξη	발달
ανάπτυξη	성장
ανάπτυξη	증가
αυτόν	그를
συγγραφέας	작가
συγγραφέας	작가
συγγραφέας	저자
συγγραφέας	제작자
συγγραφέας	작성자
άγιος	세인트
θάνατοι	죽음
τραγούδι	노래
τραγούδι	송송
τραγούδι	노래
κόρη	딸이
πάλι	다시
πάλι	또다시
αγγλικά	영어
αγγλικά	잉글리시
άλλοι	기타
κέρδισε	win
κέρδισε	승리
βασίλειο	왕국
βασίλειο	킹덤
σκοπό	목적
συνολικά	총액
συνολικά	전체
συνολικά	전반적으로
συνολικά	전체적으로
συνολικά	전반
γνωστός	알려진
πληροφορίες	정보
πληροφορίες	정보
εθνικό	국립
εθνικό	내셔널
εθνικό	국민
καριέρα	경력
καριέρα	직업
καριέρα	커리어
ποτέ	절대
ποτέ	never
ποτέ	절대로
τέλη	요금
τέλη	수수료
τέλη	수수료
πλευρά	측면
πλευρά	사이드
πρόγραμμα	프로그램
πρόγραμμα	일정
πρόγραμμα	스케줄
πρόγραμμα	예약
χιλιόμετρα	마일스
χιλιόμετρα	마일리지
χιλιόμετρα	마일
χιλιόμετρα	마일리
χιλιόμετρα	마일즈
χιλιόμετρα	킬로미터
χιλιόμετρα	마일리지
χιλιόμετρα	킬로미터
κάτοικοι	레지던트
κάτοικοι	주민들
άρθρα	기사
γεώργιος	조지
γεώργιος	죠지
τύπου	프레스
τύπου	누르기
τύπου	형식
τύπου	타입
τύπου	종류
τύπου	유형
δημοκρατία	공화국
δημοκρατία	민주주의
δημοκρατία	민주화
πόλεμος	전쟁
εφημερίδα	신문
μικρό	작아
μικρό	소작
μικρό	리틀
τόπος	장소
τόπος	위치
συγκεκριμένα	구체적
συγκεκριμένα	특정
συγκεκριμένα	구체
συγκεκριμένα	구체적으로
είδη	종족
πηγή	소스
πηγή	원본
πηγή	출처
κάποιος	누군가
κάποιος	누군가
ιταλία	이탈리아
πατέρας	아버지
κατηγορίες	청구
κατηγορίες	카테고리
κατηγορίες	카테고리가
κατηγορίες	범주
κατηγορίες	분류
αναφέρει	언급
ποδόσφαιρο	축구
ποδόσφαιρο	축구
ποδόσφαιρο	미식축구
ποδόσφαιρο	풋볼
θέσεις	직위
θέσεις	입장
θέσεις	포지션
θέσεις	게시글
θέσεις	게시물
θέσεις	좌석
θέσεις	자리
περισσότερες	기타
έκταση	범위
έκταση	스코프
έκταση	구역
έκταση	영역
έκταση	지역
έκταση	면적
γενικά	전반적으로
γενικά	전체적으로
γενικά	전반
γενικά	일반적으로
γενικά	장군
γενικά	일반
γενικά	일반인
σημαντικό	중요
σημαντικό	중요하다
νίκη	win
νίκη	승리
νίκη	승리
νίκη	victory
νίκη	우승
νίκη	승리
μικρή	작아
μικρή	소작
μικρή	리틀
έτη	수년
πατέρα	아버지
αμερικανός	아메리칸
αμερικανός	미국인
τελικό	기말고사
τελικό	파이널
τελικό	결승전
πάντα	항상
πάντα	언제나
συγκρότημα	밴드
συγκρότημα	콤플렉스
συγκρότημα	복합체
παραγωγής	프로덕션
παραγωγής	생산
παραγωγής	제작
ίσως	아마도
ίσως	아마
ίσως	아마도
ίσως	아마
επόμενη	다음
επόμενη	넥스트
στιγμή	순간
μήνες	개월
αποτελείται	작곡
αποτελείται	자작곡
θεωρία	이론
ύψος	고도
ύψος	높이
ύψος	키는
πολλοί	많은
όλοι	everybody
όλοι	다들
όλοι	모두
όλοι	전체
όλοι	모두
τώρα	이제
τώρα	지금
προπονητής	코치
θέατρο	연극
θέατρο	극장
θέατρο	영화관
θέατρο	연극
θέατρο	극장
σημαντική	중요
σημαντική	중요하다
ημέρα	하루
ημέρα	데이
διάφορα	기타
θέματα	주제
θέματα	주제
θέματα	테마
θέματα	쟁점
θέματα	이슈
θέματα	문제
στάδιο	경기장
στάδιο	스타디움
στάδιο	스테이지
στάδιο	무대
χωριά	마을
επίθεση	공격
επίθεση	폭행
επίθεση	공격
τραγούδια	노래
τραγούδια	songs
πληθυσμός	인구순
πληθυσμός	인구
λέξη	워드
λέξη	word
λέξη	단어
προβλήματα	문제
δύναμη	체력
δύναμη	강제
δύναμη	포스
δύναμη	파워
δύναμη	전력
δύναμη	권력
επανάσταση	레볼루션
επανάσταση	레벌루션
επανάσταση	혁명
τύπος	프레스
τύπος	누르기
τύπος	공식
τύπος	포뮬러
τύπος	형식
τύπος	타입
τύπος	종류
τύπος	유형
εκατομμύρια	백만명
εκατομμύρια	백만
εκατομμύρια	수백만
πορεία	코스
πορεία	과정
μέση	중간
μέση	가운데
μέση	평균
μέση	허리
πρόβλημα	문제
άνω	윗쪽
άνω	상위
νερό	물이
νερό	워터
τοπική	로컬
τοπική	현지
περιφέρεια	지방
περιφέρεια	지역
παρουσία	존재
μητέρα	엄마
μητέρα	어머니
έξι	여섯
δομή	구조물
δομή	구조
παρίσι	파리
κατασκευή	제조
κατασκευή	공사
κατασκευή	건설
κατασκευή	건축
περιέχει	포함함
περιέχει	포함
περιέχει	포함됨
περιπτώσεις	케이스
περιπτώσεις	사례
ημέρες	데이즈
μαρία	마리아
μερικές	일부
τιμή	가격
τιμή	프라이스
τιμή	가치
διαδικασία	프로세스
διαδικασία	절차
διαδικασία	과정
διαδικασία	절차
διαδικασία	시술
κοινό	타겟
κοινό	관객
διαγραφή	지우
διαγραφή	지우기
διαγραφή	지워
διαγραφή	삭제
διαγραφή	지우기
διαγραφή	삭제하기
απογραφή	인구조사
απογραφή	인벤토리
απογραφή	재고
συλλογή	콜렉션
συλλογή	컬렉션
συλλογή	모음집
τρίτη	화보
τρίτη	화이팅
τρίτη	세번째
τρίτη	셋째
παρακάτω	아래쪽
παρακάτω	아래
παρακάτω	아래에
ναός	템플
ναός	신전
ναός	사원
βοήθεια	원조
βοήθεια	도움
βοήθεια	도움말
απόσταση	거리
απόσταση	범위
νέων	청년
νέων	청소년
νέων	젊음
νέων	청춘
αμέσως	즉시
αναφορά	신고
αναφορά	보고서
αναφορά	보고
αναφορά	참조
αναφορά	참고
δράση	행동
δράση	활동
δράση	작업
δράση	동작
δράση	액션
λιγκ	동맹
λιγκ	리그
απλά	단지
απλά	그냥
γιώργος	조지
γιώργος	죠지
κανείς	아무도
γεγονότα	팩트
γεγονότα	사실
γεγονότα	이벤트
γεγονότα	행사
σύντομο	짧게
σύντομο	쇼트
σύντομο	짧은
κράτος	상태
κράτος	국가
κωνσταντίνος	콘스탄틴
κωνσταντίνος	콘스탄티노스
κωνσταντίνος	콘스탄티누스
στρατό	육군
στρατό	군대
αγία	세인트
αποτελέσματα	결과
ιστορικό	배경색
ιστορικό	배경
ιστορικό	역사
ιστορικό	내역
ιστορικό	히스토리
ιστορικό	기록
σπίτι	집에
σπίτι	고향
σπίτι	집으로
σπίτι	가정
σπίτι	하우스
τζον	jon
αρκετές	여러개
τμήματα	분열
τμήματα	세그먼트
τμήματα	섹션
λειτουργία	함수
λειτουργία	모드
λειτουργία	작동
λειτουργία	작전
πρωθυπουργός	프리미어
κείμενο	텍스트
κείμενο	문자
κείμενο	문구
γραμμή	라인
σχέδιο	프로젝트
σχέδιο	초안
σχέδιο	드래프트
σχέδιο	임시
σχέδιο	설계
σχέδιο	디자인
σχέδιο	플랜
σχέδιο	계획
βουλευτής	멤버
βουλευτής	회원
γη	earth
γη	대지
γη	지구
γη	육지
γη	랜드
χρήστες	사용자
εμφανίζεται	표시됨
ξανά	다시
ξανά	또다시
αυτοί	그들이
αυτοί	그들은
χρήστης	사용자
θάλασσα	바다
χρησιμοποιούνται	사용함
χρησιμοποιούνται	사용됨
χρησιμοποιούνται	사용
χρήστη	사용자
πληθυσμού	인구순
πληθυσμού	인구
εξουσία	권위
εξουσία	파워
εξουσία	전력
εξουσία	권력
καλοκαίρι	여름
παράδοση	게재
παράδοση	배송
παράδοση	배달
παράδοση	항복
παράδοση	전통
άνδρες	멘트
άνδρες	남성
άνδρες	남자
όσκαρ	오스카
όσκαρ	오스카
όσκαρ	오스카어
όσκαρ	오스카
ακριβώς	정확하게
ακριβώς	정확히
ακριβώς	정확히
γυναίκα	여인
γυναίκα	여자
γυναίκα	여성
γυναίκα	암컷
γυναίκα	여성
γυναίκα	마누라
γυναίκα	와이프
γυναίκα	아내
κλπ	etc
κλπ	등등
περιοδικό	잡지
περιοδικό	매거진
κατάλογος	디렉토리
κατάλογος	디렉터리
κατάλογος	리스트
κατάλογος	목록
κατάλογος	명단
κεντρική	중부
κεντρική	센트럴
ακολούθησε	팔로우
ακολούθησε	팔로우
γλώσσες	언어
νησιά	제도
χρώμα	색상
χρώμα	컬러
χρώμα	색상
χρώμα	컬러
διεθνής	국제
διεθνής	인터내셔널
αμερική	아메리카
γυναίκες	여자들
γυναίκες	여자
γυναίκες	여성
μονή	수도원
μονή	수녀원
κύρια	메인
πρότυπα	템플릿
πρότυπα	표준
δημιουργήθηκε	생성
δημιουργήθηκε	만들었습니다
μικρά	작아
μικρά	소작
σχέσεις	연애
σχέσεις	관계
σχέσεις	관계
εμφάνιση	표시
εμφάνιση	보이기
εμφάνιση	공연
εμφάνιση	표시
εμφάνιση	표시하기
εμφάνιση	디스플레이
εγκυκλοπαίδεια	대백과사전
εγκυκλοπαίδεια	백과사전
αυτοκρατορία	엠파이어
αυτοκρατορία	제국
ώρες	영업시간
ώρες	시간
τίτλος	타이틀
τίτλος	제목
συνθήκες	조약
συνθήκες	조건
μελέτη	공부해
μελέτη	공부하기
μελέτη	공부
μελέτη	연구
σχολείο	학교
σχολείο	학교는
σχολείο	스쿨
σχολείο	학원
ειδικά	특히
υλικό	물질
υλικό	재료
υλικό	소재
κάστρο	카스트로
δυτικά	서쪽
δυτικά	서부
δυτικά	웨스트
δυτικά	웨스턴
δυτικά	서부
δυτικά	서양
καλά	좋다
ανατολικά	동부
ανατολικά	이스트
ανατολικά	동쪽
ανατολικά	동부
ανατολικά	동방
απέναντι	반대편
απέναντι	반대로
απέναντι	반대
συνεργασία	협력
επιτροπή	위원회
επιτροπή	위원회
άνθρωποι	인간들
άνθρωποι	인간
άνθρωποι	국민
άνθρωποι	사람
άνθρωποι	명인
άνθρωποι	사람들
έφτασε	도착했다
αρχηγός	과장
αρχηγός	치프
αρχηγός	리더
αρχηγός	지도자
σύνθεση	합성
σύνθεση	작곡
σύνθεση	합성
προσπάθεια	시도
προσπάθεια	노력
τελευταίο	마지막
τελευταίο	라스트
εξελέγη	선출
απόφαση	의사결정
απόφαση	결정
αυτοκράτορα	황제
αυτοκράτορα	천황
αγορά	구매
αγορά	구입
αγορά	구매하기
αγορά	마켓
αγορά	시장
πρόταση	제안
μέρες	데이즈
ανακαλύφθηκε	발견됨
ποσοστό	퍼센트
ποσοστό	백분율
ποσοστό	비율
ποσοστό	평가
ποσοστό	비율
τελική	기말고사
τελική	파이널
τελική	결승전
καθηγητής	강사
καθηγητής	교수
καθηγητής	교수님
καθηγητής	선생님
καθηγητής	교사
καθηγητής	스승
συμβούλιο	협의회
συμβούλιο	평의회
μέσο	악기
μέσο	계기
μέσο	미디엄
μέσο	미디어
μέσο	중간
συνέχισε	계속
συνέχισε	계속하기
σταθμός	역시
παράγεται	제작
παράγεται	생성
έρευνα	조사
έρευνα	수사
έρευνα	설문조사
έρευνα	조사
έρευνα	연구
γέννησης	출생
γέννησης	탄생
γέννησης	출산
δυτική	서쪽
δυτική	서부
δυτική	웨스트
δυτική	웨스턴
δυτική	서부
δυτική	서양
κωνσταντινούπολη	콘스탄티노
κωνσταντινούπολη	이스탄불
έννοια	의미
έννοια	concept
έννοια	컨셉
έννοια	개념
απο	출신
χαρακτήρα	성격
χαρακτήρα	문자
χαρακτήρα	캐릭터
χαρακτήρα	인물
αλέξανδρος	알렉산드르
αλέξανδρος	알렉산더르
αλέξανδρος	알렉산더
δυνατότητα	가능성
θερμοκρασία	기온
θερμοκρασία	체온
θερμοκρασία	온도
σπουδές	공부
γενική	장군
γενική	일반
γενική	일반인
οργάνωση	조직
οργάνωση	기구
οργάνωση	단체
οργάνωση	조직
οργάνωση	기구
μερικά	일부
χρειάζεται	필요
όμιλος	그룹
όμιλος	집단
επιφάνεια	표면
επιφάνεια	지표면
αγγλία	잉글랜드
μετάφραση	번역기
μετάφραση	번역
ρωσία	러시아
ρώμη	로마
κορυφή	인기
κορυφή	top
κορυφή	피크
βιβλιοθήκη	라이브러리
βιβλιοθήκη	도서관
λόγους	이유
σημαία	깃발
σημαία	국기
σημαία	플래그
δεδομένων	자료
δεδομένων	데이터
βρέθηκε	찾았다
βρέθηκε	찾았습니다
βρέθηκε	발견됨
ενδιαφέρον	흥미롭다
ενδιαφέρον	흥미로운
ενδιαφέρον	재미있는
έξω	밖에서
έξω	외부
έξω	바깥
έξω	아웃
ισπανία	스페인인
ισπανία	스페인
ρωσίας	러시아
μιχαήλ	마이클
μιχαήλ	미하엘
μιχαήλ	미카엘
διοίκηση	커맨드
διοίκηση	명령
διοίκηση	명령어
διοίκηση	사령부
διοίκηση	지휘
διοίκηση	경영
διοίκηση	관리
διοίκηση	행정학
δεξιά	오른쪽
καμία	없음
εφαρμογή	구현
εφαρμογή	어플리케이션
εφαρμογή	애플리케이션
εφαρμογή	프로그램
εφαρμογή	어플리케이션
σύζυγος	배우자
σύζυγος	남편
σύζυγος	마누라
σύζυγος	와이프
σύζυγος	아내
βραβεία	수상
βραβεία	어워드
βραβεία	상금
ημερομηνία	날짜
ημερομηνία	데이트
συμμετείχαν	참가
ανατολική	동부
ανατολική	이스트
ανατολική	동쪽
ανατολική	동부
ανατολική	동방
μέρη	부품
μέρη	부분
μέρη	음식점
μέρη	장소
μέρη	파티
αγγλική	영어
αγγλική	잉글리시
λόγος	이유
λόγος	연설
λόγος	음성
παιχνίδι	게임
παιχνίδι	경기
παιχνίδι	장난감
παιχνίδι	장난감이
παιχνίδι	토이
παιχνίδι	놀기
παιχνίδι	재생
παιχνίδι	연주
παιχνίδι	플레이
διοργάνωση	조직
διοργάνωση	기구
γαλλική	프랑스
γαλλική	프랑스어
γαλλική	프렌치
γαλλική	프랑스인
σχήμα	형태
σχήμα	모양
σχήμα	그림
δημοτικό	초등
φεστιβάλ	축제
φεστιβάλ	페스티벌
φεστιβάλ	축제
φεστιβάλ	페스티발
φεστιβάλ	페스티벌
ονόματα	이름
επίσημα	공식적으로
επίσημα	officially
επιχείρηση	작동
επιχείρηση	작전
επιχείρηση	엔터프라이즈
επιχείρηση	기업
αποφάσισε	결심
αποφάσισε	결정하기
αποφάσισε	결정
λονδίνο	런던
συνθήκη	조약
μακεδονίας	마케도니아
μακεδονίας	마케도니아인
πρόσωπο	사람
πρόσωπο	얼굴
πρόσωπο	얼굴이
εξέλιξη	개발
εξέλιξη	발달
εξέλιξη	에볼루션
εξέλιξη	진화
εξέλιξη	진화론
κοινότητας	커뮤니티
κοινότητας	공동체
κίνηση	모션
κίνηση	움직임
κίνηση	움직여
κίνηση	움직임
κίνηση	이동
κίνηση	교통량
κίνηση	트래픽
κίνηση	교통
κίνηση	움직임
κίνηση	운동
μέρα	하루
μέρα	데이
κομμάτι	piece
ώρα	시간
ώρα	타임
ώρα	time
συμφωνία	동의
συμφωνία	협정
συμφωνία	합의
μεγάλα	대형
ιστορικά	역사
σκηνοθεσία	감독
σκηνοθεσία	연출
συγγραφείς	작가
συγγραφείς	작가
συγγραφείς	제작자
συγγραφείς	작성자
πλοία	보트
πλοία	혈관
συστήματα	체계
συστήματα	시스템
σημεία	점수
σημεία	지점
σημεία	포인트
αλλαγή	바뀌기
αλλαγή	변화
αλλαγή	변경
αλλαγή	바꾸기
σημασία	중요성
χαρακτηριστικό	특성
χαρακτηριστικό	특징
χαρακτηριστικό	기능
χαρακτηριστικό	속성
διαίρεση	사단
διαίρεση	디비전
διαίρεση	스플리트
διαίρεση	스플릿
διαίρεση	분할
