den	เดอะ
son	ลูก
son	บุตร
son	ลูกชาย
österrike	ออสเตรีย
river	แม่น้ำ
helt	สมบูรณ์
helt	สุดๆ
artiklar	บทความ
jean	ยีน
jean	จีน
jean	ฌอง
före	ก่อน
känd	ดัง
engelska	อังกฤษ
departement	แผนก
departement	กรม
departement	แผนก
departement	กระทรวง
aïn	aïn
antal	จำนวนนับ
antal	นับ
antal	จำนวน
antal	หมายเลข
vill	ต้องการ
vill	อยาก
vissa	บาง
vissa	บ้าง
gamla	เก่าๆ
gamla	แก่
gamla	เก่า
allt	ทั้งหมด
allt	ทุก
lag	ทีม
lag	team
lag	กฎหมาย
lag	กฎ
lag	ล่าช้า
lag	lag
lag	ชักช้า
lag	ทีม
johan	จอร์น
johan	john
johan	จอห์น
johan	johan
diskussion	อภิปราย
medan	ขณะ
kommuner	เทศบาล
kyrkan	ศาสนจักร
kyrkan	โบสถ์
iucn	iucn
black	ดำ
asien	เอเชีย
varje	ทุกๆ
varje	ทุก
varje	แต่ละ
bild	รูป
bild	ภาพ
bild	ภาพ
bild	รูปภาพ
bild	อิมเมจ
france	ฝรั่งเศส
vik	พับ
politiker	การเมือง
göra	ทำให้
left	ซ้าย
left	เหลือ
band	วง
band	วง
band	band
band	เทป
band	โบว์
band	ริบบิ้น
rio	rio
rock	rock
rock	ร็อค
rock	โยก
rock	หิน
söderut	south
söderut	ใต้
sista	last
sista	สุดท้าย
sista	ล่าสุด
george	จอร์จ
delar	แชร์
delar	อะไหล่
delar	แชร์
delar	หุ้น
auto	อัตโนมัติ
auto	auto
hett	ร้อนๆ
hett	ร้อน
hett	hot
norrut	อุดร
norrut	เหนือ
själv	ตนเอง
åren	ปี
säsongen	ฤดูกาล
poäng	ชี้
poäng	แต้ม
poäng	คะแนน
poäng	จุด
poäng	สกอร์
poäng	แต้ม
poäng	คะแนน
poäng	คะแนน
poäng	point
poäng	ชี้
poäng	จุด
poäng	ประเด็น
istället	แทน
peking	beijing
peking	ปักกิ่ง
peking	ปักกิ่ง
tyska	เยอรมัน
sätt	วิธี
sätt	วิถี
sätt	วิธี
sätt	ทาง
sätt	วิถี
sätt	หนทาง
egypten	อียิปต์
wadi	wadi
stad	town
stad	เมือง
stad	ทาวน์
stad	เมือง
stad	ซิตี้
stad	city
norge	norge
norge	นอร์เวย์
area	บริเวณ
area	พื้นที่
loma	loma
york	ยอร์ก
york	ยอร์ค
peter	peter
franska	ฝรั่งเศส
vilken	ซึ่ง
dominikanska	โดมินิกัน
västerut	เวสต์
omkring	รอบๆ
omkring	รอบ
göteborg	göteborg
göteborg	gothenburg
schweiz	สวิสเซอร์แลนด์
fall	กรณี
fall	case
fall	คดี
fall	กรณี
fall	ล้ม
fall	หล่น
fall	ตก
fall	ร่วง
tiden	เวลา
bästa	best
style	สไตล์
artikeln	บทความ
artikeln	ข่าว
fil	แฟ้ม
främst	หลักๆ
källa	ต้นทาง
båda	ทั้ง
delas	แชร์
slutet	จบ
slutet	end
slutet	ยุติ
olympiska	โอลิมปิค
olympiska	โอลิมปิก
olympiska	โอลิมปิค
annan	อื่นๆ
mätare	เมตร
mätare	มิเตอร์
mätare	เมตร
madrid	มาดริด
madrid	madrid
måste	ต้อง
antarktis	แอนตาร์กติกา
paul	paul
paul	พอล
skrev	เขียน
film	หนัง
film	ภาพยนต์
film	ภาพยนตร์
film	ภาพยนตร์
film	ฟิล์ม
serien	ซีรี่ส์
serien	อนุกรม
bör	ควร
bra	เก่ง
bra	ดี
fem	fem
fem	ห้า
ryssland	รัสเซีย
thomas	โธมัส
tysk	เยอรมัน
vilka	ผู้
vilka	ใคร
vilka	ซึ่ง
språk	ภาษา
språk	ภาษา
kinesiska	จีน
lappland	lapland
nuvarande	ปัจจุบัน
nuvarande	ปัจจุบัน
officiell	ทางการ
officiell	official
källor	แหล่ง
stort	ใหญ่
stort	บิ๊ก
stort	ใหญ่
stort	big
sång	ร้อง
sång	ซง
sång	เพลง
amerikanska	อเมริกัน
globalt	รวมๆ
globalt	โกลบอล
globalt	global
kroatien	โครเอเชีย
kroatien	croatia
pst	pst
utanför	นอก
utanför	ภายนอก
aest	aest
kvinnor	สตรี
kvinnor	หญิง
kvinnor	สตรี
charles	ชารลส์
charles	ชาร์ลส์
charles	ชาร์ล
art	อาร์ต
art	อาร์ท
art	art
art	ศิลปะ
riket	อาณาจักร
david	เดวิด
david	david
com	com
sidan	เพจ
sidan	หน้า
sidan	ด้าน
sidan	ไซด์
sidan	ข้าง
resultat	ประสิทธิภาพ
resultat	ผล
resultat	ผลลัพธ์
resultat	ผล
resultat	ผลลัพธ์
enda	single
enda	โสด
jabal	jabal
kända	ดัง
universitet	มหาวิทยาลัย
universitet	มหาวิทยาลัย
rgb	rgb
libanon	เลบานอน
paris	paris
paris	ปารีส
border	ขอบ
border	กรอบ
border	ชายแดน
musik	มิวสิค
musik	เพลง
musik	ดนตรี
maria	แมรี่
maria	แมรี
maria	maria
tillbaka	กลับ
kung	กษัตริย์
kung	king
kung	ราชา
kung	คิง
barat	barat
form	ฟอร์ม
historia	เรื่อง
historia	ประวัติศาสตร์
historia	ประวัติการ
historia	ประวัติ
dal	ดาล
dal	หุบเขา
låten	ซง
låten	เพลง
fiji	ฟิจิ
tjeckien	เช็ก
james	james
james	เจมส์
albumet	อัลบั้ม
kring	รอบๆ
kring	รอบ
män	ผู้ชาย
män	men
män	ชาย
män	บุรุษ
lång	สูง
lång	ยาว
lång	นาน
alger	สาหร่าย
alger	สาหร่าย
gift	พิษ
gift	แต่งงาน
gift	พิษ
album	อัลบั้ม
album	อัลบั้ม
ner	ลง
ner	ดาวน์
innehåller	บรรจุ
disk	ดิสก์
räknas	จำนวนนับ
gånger	ไทม์
gånger	ครั้ง
brook	ลำธาร
övriga	อื่นๆ
övriga	อื่นๆ
professor	ศาสตราจารย์
las	las
division	ดิวิชั่น
urval	ตัวอย่าง
city	เมือง
city	ซิตี้
city	city
totalt	รวม
totalt	ทั้งหมด
arena	สังเวียน
utc	utc
grönland	กรีนแลนด์
dag	dag
dag	เดย์
dag	วัน
låg	โลว์
låg	ต่ำ
året	ปี
europa	ยุโรป
kalifornien	แคลิฟอร์เนีย
gruppen	กลุ่ม
miljoner	ล้าน
miljoner	ล้าน
växter	พืช
växter	โรงงาน
växter	ต้นไม้
växter	พืช
står	ยืน
seed	seed
seed	เมล็ด
sex	หก
sex	six
sex	เพศ
sex	เซ็กซ์
sex	sex
spelar	เล่น
peak	พีค
bort	ห่าง
ser	หน้าตา
ser	เซอร์
ledamot	member
ledamot	สมาชิก
orkidéer	กล้วยไม้
liv	ชีวิต
liv	life
kvar	ซ้าย
kvar	เหลือ
medlemmar	สมาชิก
sida	เพจ
sida	หน้า
område	บริเวณ
område	พื้นที่
gustaf	gustaf
fortfarande	ยัง
min	เหมือง
min	min
min	มิน
befolkningen	ประชากร
louis	หลุยส์
ordförande	ประธาน
ordförande	ประธานาธิบดี
ordförande	ประธาน
http	http
kanske	บางที
kanske	บางที
smith	สมิทธ์
smith	สมิธ
världen	เวิลด์
världen	world
världen	โลก
tar	การพา
honduras	ฮอนดูรัส
länder	ประเทศ
guld	ทอง
guld	โกลด์
guld	ทองคำ
kuba	คิวบา
center	กึ่งกลาง
center	กลาง
center	ศูนย์
center	ศูนย์กลาง
dotter	ลูกสาว
god	เก่ง
god	ดี
grupp	กลุ่ม
väl	เอ้อ
väl	ก็
väl	เออ
väl	ดี
väl	ก้อ
väl	อืม
rätt	ขวา
rätt	ถูก
roll	บทบาท
svampar	เห็ด
svampar	เห็ด
ryska	รัสเซีย
wien	เวียนนา
via	ผ่าน
italien	อิตาลี
italien	อิตาลี่
syrien	ซีเรีย
matcher	เกม
matcher	เกมส์
hjälp	ช่วย
kriget	สงคราม
klassen	ห้องเรียน
klassen	คลาส
klassen	เรียน
cdt	cdt
university	มหาวิทยาลัย
van	แวน
fler	อื่นๆ
fler	มากกว่า
kort	บัตร
kort	การ์ด
kort	ไพ่
kort	สั้น
kort	สั้นๆ
kort	เตี้ย
kort	ไพ่
kort	การ์ด
kort	บัตร
ungern	ฮังการี
gitarr	กีตาร์
gitarr	กีต้าร์
serie	ซีรี่ส์
serie	อนุกรม
gjort	จบ
ledde	นำพา
ledde	led
ledde	ชักนำ
michael	ไมเคิ้ล
michael	ไมเคิล
ovan	เหนือ
rapport	รายงาน
lika	เท่ากับ
tycker	คิด
brittisk	บริติช
brittisk	อังกฤษ
använda	ใช้
använda	ใช้
fransk	ฝรั่งเศส
guvernementet	governorate
ungefär	เรื่อง
ungefär	ประมาณ
ungefär	คร่าวๆ
tal	สุนทรพจน์
tal	จำนวน
tal	หมายเลข
tal	ตัวเลข
tal	หมายเลข
shan	เสี้ยน
iii	iii
människor	ประชาชน
människor	บุคคล
människor	ผู้
människor	ผู้คน
människor	คน
world	เวิลด์
world	world
world	โลก
visar	แสดง
head	หัว
head	เฮด
nästan	เกือบ
ursprungligen	เดิมที
nytt	นิว
nytt	ใหม่
brittiska	บริติช
brittiska	อังกฤษ
etiopien	เอธิโอเปีย
grottor	ถ้ำ
christian	คริสเตียน
klubben	คลับ
klubben	สโมสร
klubben	club
klubben	ชมรม
yta	บริเวณ
yta	พื้นที่
vatten	น้ำ
vatten	นํ้า
andersson	andersson
igen	อีก
start	เริ่ม
true	ทรู
true	true
true	จริง
true	แท้
berlin	berlin
berlin	เบอร์ลิน
byte	ไบต์
studerade	ศึกษา
medlem	member
medlem	สมาชิก
jan	แจน
jan	ยัน
liten	เล็ก
liten	จิ๋ว
guatemala	กัวเตมาลา
version	เวอร์ชัน
version	เวอร์ชั่น
information	ข้อมูล
stränder	ชายหาด
love	ชอบ
love	รัก
adt	adt
national	national
national	ชาติ
sur	เปรี้ยว
typ	ชนิด
typ	ประเภท
typ	พิมพ์
spelades	เล่น
arbete	ทำงาน
arbete	งาน
problem	ปัญหา
problem	ปัญหา
problem	ปัญหา
grand	grand
irland	ไอร์แลนด์
säga	กล่าว
säga	พูด
varmt	ร้อนๆ
varmt	ร้อน
varmt	hot
varmt	อบอุ่น
varmt	อุ่น
laget	ทีม
laget	team
botten	ล่าง
lilla	lilla
year	ปี
bror	น้อง
washington	วอชิงตัน
hög	high
hög	สูง
hög	ไฮ
vuxna	ผู้ใหญ่
vuxna	ผู้ใหญ่
internationella	international
internationella	นานาชาติ
internationella	สากล
mark	เครื่องหมาย
mark	มาร์ค
japan	japan
japan	ญี่ปุ่น
förutom	ยกเว้น
dagar	วัน
församlingen	สมัชชา
direkt	ตรง
direkt	โดยตรง
direkt	direct
direkt	โดยตรง
stift	pin
politiska	การเมือง
bezirk	bezirk
mitten	กลาง
mitten	กึ่งกลาง
mitten	กลาง
mitten	ศูนย์
mitten	ศูนย์กลาง
georg	จอร์จ
alltid	มัก
alltid	เสมอ
alltid	ตลอด
united	สามัคคี
united	ยูไนเต็ด
united	united
silver	ซิลเวอร์
silver	เงิน
henrik	henrik
karriär	อาชีพ
karriär	อาชีพ
president	ประธาน
president	ประธานาธิบดี
mitt	ถุงมือ
mitt	เหมือง
kungliga	รอยัล
kungliga	ราชวงศ์
slut	จบ
slut	end
slut	ยุติ
liknande	คล้าย
högre	ดัง
league	สันนิบาต
league	ลีก
johannes	จอร์น
johannes	john
johannes	จอห์น
person	บุคคล
komma	จุลภาค
komma	ที่มา
anses	พิจารณา
små	เล็ก
spela	เล่น
spela	เล่น
bilder	ภาพ
bilder	รูปภาพ
bilder	รูป
bilder	แม่ค้า
bilder	สไลด์
bilder	ภาพถ่าย
bilder	รูปภาพ
nummer	จำนวน
nummer	หมายเลข
nummer	ตัวเลข
nummer	หมายเลข
länge	ยาว
länge	นาน
hand	มือขวา
hand	มือ
hand	หัตถ์
hand	hand
slaget	ศึก
slaget	รบ
slaget	สงคราม
spelet	เกม
spelet	เกมส์
väg	ถนน
väg	road
rum	ห้อง
rum	ห้อง
pierre	ปิแอร์
djur	สัตว์
djur	สัตว์
central	เซ็นทรัล
färg	สี
färg	สีสัน
färg	สี
färg	ทาสี
strand	ชายฝั่ง
strand	ฝั่ง
strand	ชายหาด
strand	หาด
säsong	ฤดูกาล
företaget	บริษัท
företaget	company
företaget	องค์กร
regi	กำกับ
punkt	ย่อหน้า
punkt	ดอท
punkt	dot
punkt	จุด
punkt	point
punkt	ชี้
punkt	จุด
punkt	ประเด็น
big	บิ๊ก
big	ใหญ่
big	big
områden	ภูมิภาค
områden	บริเวณ
områden	พื้นที่
gifte	แต่งงาน
europeiska	ยุโรป
skriva	เขียน
skriva	เขียน
international	international
international	นานาชาติ
international	สากล
börjar	เริ่ม
avsnitt	ส่วน
avsnitt	ส่วน
avsnitt	episode
avsnitt	ตอน
avsnitt	ตอน
bas	ฐาน
bas	ฐานทัพ
bas	bas
bas	แบส
bas	แบ
bas	แบต
bas	เบส
sankt	sankt
sankt	นักบุญ
sankt	เซนต์
verkar	ปรากฏ
fotboll	ฟุตบอล
fotboll	ฟุตบอล
bok	หนังสือ
bok	สมุด
bok	บก
sven	sven
île	île
white	ขาว
white	ไวท์
ord	คำ
ord	คำ
ord	ลมปาก
referens	อ้างอิง
tall	สูง
tall	ต้นสน
museum	พิพิธภัณฑ์
sju	seven
sju	เจ็ด
unit	ยูนิต
unit	หน่วย
verksamhet	กิจกรรม
verksamhet	กิจกรรม
lever	ตับ
position	จุดยืน
position	ตำแหน่ง
adolf	adolph
albert	อัลเบิร์
albert	อัลเบิร์ต
ned	เนด
ned	เน็ด
belgien	เบลเยียม
belgien	เบลเยี่ยม
böcker	หนังสือ
texas	เทกซัส
texas	เท็กซัส
victoria	วิกตอเรีย
victoria	วิคตอเรีย
officiella	ทางการ
officiella	official
rev	ปะการัง
långa	หลิง
långa	หล่ง
långa	ยาว
långa	นาน
solid	ทึบ
solid	ของแข็ง
solid	มั่นคง
solid	solid
solid	แข็ง
slott	ปราสาท
slott	ปราสาท
slott	วัง
slott	ราชวัง
slott	พระราชวัง
familj	ตระกูล
familj	ครอบครัว
familj	family
huset	บ้าน
huset	เฮ้าส์
regeringen	ตู้
regeringen	ราชการ
regeringen	รัฐบาล
trummor	กลอง
spel	เกม
spel	เกมส์
spel	เกม
spel	เกมส์
svenskt	สวีเดน
rad	เส้น
rad	บรรทัด
rad	line
rad	แถว
länet	มณฑล
länet	เปรม
hus	บ้าน
hus	เฮ้าส์
långt	ไกล
långt	ยาว
långt	นาน
förlorade	หลง
förlorade	แพ้
förlorade	เสีย
tio	ten
tio	สิบ
par	คู่
par	คู่รัก
par	คู่รัก
par	คู่
enbart	เท่านั้น
enbart	เฉพาะ
fast	ติด
fast	ตายตัว
fast	ซ่อมแซม
åtta	แปด
arabiska	อาหรับ
bern	เบิร์น
bern	berne
tror	เชื่อ
tror	ศรัทธา
tror	คิด
peru	เป
peru	เปรู
peru	เปเป
sungai	sungai
chef	หัวหน้า
chef	boss
system	ระบบ
system	ระบบ
stöd	สนับสนุน
stöd	รองรับ
gridcolor	gridcolor
innehåll	เนื้อหา
innehåll	เนื้อหา
mellersta	กลาง
mellersta	เซ็นทรัล
låtar	เพลง
varför	ทำไม
axel	ไหล่
axel	แกน
ackumulerade	สะสม
skolan	โรงเรียน
kontinent	ทวีป
roman	roman
roman	โรมัน
roman	นิยาย
roman	นวนิยาย
stadium	สนาม
stadium	ขั้น
stadium	stage
stadium	เวที
pasir	pasir
gränsen	ขอบ
gränsen	กรอบ
gränsen	ชายแดน
les	les
les	เลส
les	เล
radio	วิทยุ
dansk	เดนมาร์ก
dansk	เดนมาร์ก
företag	ธุรกิจ
företag	กิจการ
företag	บริษัท
företag	company
företag	องค์กร
företag	บริษัท
företag	ธุรกิจ
startade	เริ่ม
orten	เมือง
orten	ซิตี้
orten	city
nere	ลง
nere	ดาวน์
rom	โรม
rom	rom
rom	รัม
imagesize	imagesize
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
starkt	เข้ม
starkt	strong
starkt	แรง
starkt	แข็งแกร่ง
dateformat	dateformat
textcolor	textcolor
alignbars	alignbars
finska	ฟินแลนด์
köpenhamn	โคเปนเฮเกน
skapa	สร้าง
mont	mont
hem	บ้าน
hem	home
hem	บาน
ursprung	ต้นทาง
ursprung	ที่มา
ursprung	กำเนิด
vet	รู้
vet	ทราบ
polen	โปแลนด์
håller	ยินยอม
håller	ถือ
håller	อุ้ม
bulgarien	บัลแกเรีย
ordning	ลำดับ
srpska	srpska
parti	พรรค
parti	ปาร์ตี้
singel	single
singel	โสด
behöver	ต้องการ
alfred	อัลเฟร็ด
jar	โหล
jar	กระปุก
danska	เดนมาร์ก
genre	แนว
genre	ประเภท
colorado	โคโลราโด
procent	เปอร์เซ็นต์
procent	เปอร์เซนต์
procent	เปอร์เซ็นต์
territorium	อาณาเขต
live	สด
ludwig	ludwig
vägen	ถนน
vägen	road
gammal	เก่าๆ
gammal	แก่
gammal	เก่า
centrum	เมือง
centrum	centrum
centrum	กึ่งกลาง
centrum	กลาง
centrum	ศูนย์
centrum	ศูนย์กลาง
centrum	กึ่งกลาง
centrum	ศูนย์
centrum	ศูนย์กลาง
hemsida	เว็บไซต์
hemsida	โฮมเพจ
spelat	เล่น
studier	เรียน
studier	ศึกษา
studier	ศึกษา
filmer	ภาพยนตร์
filmer	หนัง
filmer	ภาพยนต์
filmer	ภาพยนตร์
byn	หมู่บ้าน
ben	กระดูก
ben	โบนส์
ben	ขา
ben	ben
ben	เบน
ben	เบ็น
ben	กระดูก
ben	ขา
roller	บทบาท
uppdrag	ทูต
uppdrag	ภารกิจ
uppdrag	ภารกิจ
uppdrag	mission
rivière	rivière
vita	ขาว
vita	ไวท์
vita	vita
kanal	คลอง
kanal	ช่อง
ålder	อายุ
ålder	ยุค
emot	ต่อ
club	คลับ
club	สโมสร
club	club
club	ชมรม
flertal	หลายๆ
flertal	หลาย
borde	ควร
tidigt	ต้น
konstnär	จิตรกร
konstnär	ศิลปิน
konstnär	จิตรกร
stil	สไตล์
senaste	ล่าสุด
senaste	last
senaste	สุดท้าย
senaste	ล่าสุด
senaste	ล่าสุด
ändå	ยัง
die	ตาย
tidningen	หนังสือพิมพ์
tidningen	นิตยสาร
juan	ควน
juan	ฮวน
gräs	กระถาง
gräs	หม้อ
gräs	กัญชา
gräs	หญ้า
gräs	วัชพืช
gräs	กัญชา
port	พอร์ต
port	ท่าเรือ
mine	เหมือง
beirut	เบรุต
ledare	ผู้นำ
ledare	บรรณาธิการ
ledare	ผู้นำ
dalarna	หุบเขา
mst	mst
material	วัสดุ
material	วัตถุดิบ
material	วัสดุ
don	ดอน
don	don
norska	นอร์เวย์
folk	ประชาชน
folk	บุคคล
folk	ผู้
folk	ผู้คน
folk	คน
skogar	ป่า
cup	คัพ
cup	ถ้วย
skottland	สกอตแลนด์
norsk	นอร์เวย์
norsk	norsk
längd	ยาว
kungen	กษัตริย์
kungen	king
kungen	ราชา
kungen	คิง
petit	petit
bgcolor	bgcolor
togs	ถ่าย
omfattande	ครอบคลุม
karta	แผนที่
insekter	แมลง
grekiska	กรีก
snabbt	รวดเร็ว
snabbt	ด่วน
snabbt	ไว
snabbt	รวดเร็ว
snabbt	เร็ว
snabbt	ด่วน
snabbt	fast
snabbt	ไว
armén	ทัพ
armén	กองทัพ
program	โปรแกรม
program	โปรแกรม
und	und
