ruud	ruud
pri	pri
gen	gene
gen	gen
gen	gen
double	dvojité
double	double
double	zdvojnásobit
double	dvojitá
double	dvojnásobek
opvoeding	rodičovství
opvoeding	rodičovské
opvoeding	výchova
opvoeding	vzdělávání
opvoeding	školství
opvoeding	vzdělání
opvoeding	výchova
salon	lounge
salon	kadeřnictví
salon	salon
salon	salón
aux	aux
adrian	adriano
adrian	adriana
adrian	adrian
kassel	kassel
got	mám
got	dostal
gregory	gregory
yves	yves
norton	norton
karpers	kapr
heiligen	svatí
heiligen	svatých
heiligen	svaté
zinken	potopení
zinken	potopit
zinken	umyvadlo
nina	nina
nina	nino
aluminium	hliník
aluminium	hliník
lintworm	tasemnice
fragmenten	sponky
fragmenten	zásobníky
fragmenten	fragmenty
fragmenten	útržky
fragmenten	úlomky
fragmenten	výňatky
gemeenschappen	obce
gemeenschappen	komunity
neue	neue
artistieke	umělecké
artistieke	umělecká
artistieke	umělecký
gerelateerd	související
afspraak	jmenování
afspraak	schůzka
afspraak	schůzku
angola	angole
schermen	obrazovky
schermen	šerm
schermen	štíty
schermen	scény
koepel	kupole
koepel	dome
clan	klan
clan	klanu
fel	divoký
fel	bystrá
fel	divoce
slam	slam
vrouwe	dáma
vrouwe	lady
vrouwe	paní
voordien	dříve
voordien	předtím
resterende	zbývající
resterende	zbytkové
buurten	čtvrtích
buurten	čtvrtí
buurten	čtvrtě
principes	zásady
principes	zásadami
principes	principy
oprichters	zakladatelé
oprichters	zakladatele
oprichters	zakladatelů
edinburgh	edinburghu
achterstand	zaostalosti
muller	muller
breekt	přestávky
sluiting	uzavření
sluiting	ukončení
sluiting	spony
alexandra	alexandra
bayern	bayern
protocol	protokolu
protocol	protokol
protocol	protokolů
protocol	protokoly
bieren	piva
bieren	pivní
bieren	pivo
bieren	pivko
bieren	piva
bieren	pivo
bieren	piv
control	ovládání
control	kontrola
control	kontrolní
control	kontrolu
samenvoeging	agregace
samenvoeging	sloučení
samenvoeging	sloučit
samenvoeging	sloučení
warner	warner
lotto	lotto
lotto	losování
lotto	loterie
lotto	loterii
lucien	lucien
balans	rovnováha
balans	zůstatku
balans	vyvážení
balans	rovnováhu
balans	bilance
balans	zůstatek
veldslag	battle
veldslag	bitva
medewerking	spolupráce
medewerking	spolupráci
medewerking	spolupráce
medewerking	spolupráci
scherp	ostrý
scherp	ostře
scherp	ostré
scherp	ostrá
mantel	plášť
mantel	maskování
pak	oblek
xavier	xavier
scheiden	rozvod
scheiden	rozvody
verbouwing	renovace
helden	hrdinů
helden	hrdinové
helden	hrdiny
parijse	pařížské
notre	notre
bakstenen	cihly
bakstenen	cihel
kanalen	kanály
kanalen	kanálů
kanalen	kanály
dakota	dakota
vorstendom	knížectví
boekarest	bukurešti
verdachte	podezřelé
verdachte	podezřelý
verdachte	podezřelá
verdachte	podezřelý
verdachte	obžalovaný
verdachte	odpůrce
azerbeidzjan	ázerbájdžánu
ongewenst	nežádoucí
ongewenst	nechtěné
ongewenst	nežádoucí
geassocieerd	přidružené
geassocieerd	související
citaat	citovat
citaat	cituji
citaat	citát
citaat	citace
citaat	citát
citaat	citace
vloog	létal
vloog	letěl
vers	čerstvé
vers	fresh
vers	svěží
vers	čerstvý
vers	čerstvá
vers	verš
vers	verše
mayer	mayer
nederzettingen	osad
nederzettingen	osady
rechtszaak	proces
rechtszaak	soud
rechtszaak	žaloba
weber	weber
eet	sníst
eet	jíst
krachtige	mocná
krachtige	mocný
krachtige	mocní
zinvol	smysluplné
universum	vesmíru
universum	vesmír
prominente	prominentní
naburige	sousední
naburige	sousední
naburige	sousedních
sergio	sergio
atmosfeer	atmosféru
atmosfeer	ovzduší
atmosfeer	atmosféry
atmosfeer	atmosféra
javier	javier
phoenix	fénix
phoenix	phoenixu
phoenix	phoenix
palm	dlaní
palm	palm
palm	dlaň
ambtenaren	činitelé
ambtenaren	úředníků
ambtenaren	představitelé
ambtenaren	úředníci
percentage	procento
percentage	procenta
martinus	martinus
bourbon	bourbon
culturen	kultury
culturen	kultur
superfamilie	nadčeleď
schat	zlato
schat	baby
schat	zlato
schat	dítě
schat	miláček
schat	miláček
schat	miláčku
schat	poklady
schat	poklad
schat	zlato
schat	kotě
rachel	rachel
afmetingen	rozměry
afmetingen	dimenze
afmetingen	dimenzi
afmetingen	dimenze
afmetingen	rozměry
afmetingen	rozměr
moskee	mešity
robot	robot
robot	robota
bewustzijn	informovanost
bewustzijn	uvědomění
bewustzijn	povědomí
bewustzijn	vědomí
bewustzijn	vědomí
rico	rico
drugs	léky
drugs	drogy
global	celosvětová
global	global
global	globální
kolonisten	kolonistů
kolonisten	osadníci
archieven	archivy
archieven	archiv
archieven	archivu
mineraal	minerální
pot	hrnec
pot	trávu
pot	tráva
pot	sklenice
pot	jar
pot	lesba
herinneren	zapamatování
herinneren	vzpomínání
chaos	chaosu
chaos	chaos
schaduw	stíny
schaduw	stínu
schaduw	shadow
schaduw	stín
schaduw	stínu
schaduw	odstín
schaduw	stín
ladies	slečny
ladies	dámy
turnhout	turnhout
duke	duke
duke	vévoda
gevangenschap	uvěznění
gevangenschap	věznění
gevangenschap	zajetí
vrijgegeven	propuštěn
vrijgegeven	uvolněna
handschrift	písmo
handschrift	rukopis
handschrift	rukopis
agenten	agenty
agenten	agenti
agenten	zmocněnci
agenten	důstojníky
agenten	důstojníci
agenten	policisté
agenten	strážníci
pink	pink
pink	růžový
pink	růžová
pink	růžové
pink	pinky
pink	malíček
pink	pinkie
violist	houslista
tokyo	tokiu
tokyo	tokio
apparatuur	zařízení
apparatuur	vybavení
apparatuur	výbava
rebellen	rebelové
rebellen	povstalci
rebellen	rebely
jamie	jamie
jamie	jamieho
herhaaldelijk	opakovaně
pantser	brnění
pantser	zbroj
pantser	brnění
pantser	zbroj
zoute	slané
zoute	slaná
zoute	slaný
omgekeerde	reverzní
omgekeerde	obrátit
omgekeerde	zvrátit
omgekeerde	zpětný
omgekeerde	obrácené
bonaparte	bonaparte
lima	lima
illustraties	ilustrace
illustraties	dílo
conventie	konvence
conventie	sjezd
conventie	úmluvy
conventie	úmluva
dun	tenké
dun	tenká
dun	tenký
dun	hubená
dun	dun
motto	motto
essay	esej
karakters	znaků
karakters	postavy
karakters	znaky
beschadigde	poškozen
beschadigde	poškozený
beschadigde	poškozené
beschadigde	poškozená
gebogen	zakřivené
structuren	struktury
structuren	stavby
structuren	konstrukce
evert	evert
catalogus	katalog
catalogus	katalogu
catalogus	katalog
catalogus	katalogu
zege	vítězství
siberië	sibiř
uitvinding	vynález
uitvinding	vynálezy
sean	sean
sean	seana
logica	logika
logica	logická
logica	logiku
logica	logický
logica	logické
diamond	diamantový
diamond	diamond
diamond	diamantové
diamond	diamant
excuses	omluvy
excuses	omluva
excuses	omluvu
verwijderde	odstraněno
verwijderde	zrušeno
verwijderde	odstraněn
verwijderde	odstraněna
verwijderde	odstraněno
verwijderde	odstraněna
verwijderde	odebráno
verwijderde	odstraněny
groenland	grónsko
groenland	grónska
spanningen	napětí
tenggara	tenggara
bezetter	okupanti
beton	betonu
beton	beton
beton	konkrétní
campeonato	campeonato
pearl	pearl
pearl	perlu
pearl	perla
monsters	zrůdy
monsters	monstra
monsters	příšery
monsters	monster
monsters	ukázky
monsters	vzorků
monsters	vzorky
noodzaak	potřebovat
noodzaak	potřebuji
noodzaak	potřebují
noodzaak	potřeba
noodzaak	nezbytnost
noodzaak	nutnost
godsdienst	vyznání
godsdienst	náboženství
bestaand	existující
bestaand	stávající
comics	komiks
comics	komiksy
norm	norma
norm	norma
norm	standardní
norm	standard
auf	auf
gisteren	včera
gisteren	včerejší
familieleden	příbuzných
familieleden	příbuzné
familieleden	příbuzní
chelsea	chelsea
banner	banner
soest	soest
klant	zákaznice
klant	zákazník
klant	klienta
klant	zákazník
klant	klient
seven	sedm
seven	sedmička
jesse	jesseho
jesse	jesse
gogh	gogh
sous	sous
maximiliaan	maximilian
voetballen	fotbal
voetballen	fotbal
auteursrechten	copyright
bergh	bergh
botanicus	botanik
landgenoot	krajana
landgenoot	krajan
bres	porušení
bres	trhlina
bres	narušení
klaus	klaus
dallas	dallasu
dallas	dallas
dylan	dylan
dylan	dylana
grafische	grafické
grafische	grafika
grafische	grafický
humor	humoru
humor	humor
humor	humoru
humor	humor
normen	normy
normen	norem
normen	normy
normen	standardy
normen	norem
kunstwerken	dílo
vlekken	skvrny
vlekken	flek
vlekken	skvrna
vlekken	skvrny
referendum	referenda
referendum	referendum
interim	prozatímní
berry	bobule
berry	berry
randall	randall
spirit	duchu
spirit	duch
pond	libra
pond	libru
pond	libry
pond	liber
pond	kila
oplossingen	roztoky
oplossingen	řešení
göteborg	göteborgu
castro	castro
plezier	potěšení
plezier	rozkoš
variaties	varianty
variaties	variace
agnes	agnes
mechanische	mechanické
mechanische	mechanická
mechanische	mechanický
digitaal	digitálně
digitaal	digitální
zoo	zoo
vert	vert
australis	australis
fanfare	fanfáry
besteed	strávil
motten	můry
afgenomen	snížený
afgenomen	snížení
afgenomen	snížené
afgenomen	snížená
blijf	zůstaň
blijf	zůstat
blijf	zůstaňte
geleerd	naučil
ontmoeten	potkat
uitsterven	vyhynutí
uitsterven	zánik
elegans	elegans
nabijheid	blízkost
nabijheid	blízkost
producties	productions
vormgeving	návrh
vormgeving	design
vormgeving	projektování
vormgeving	konstrukce
vormgeving	formování
knop	knoflík
knop	tlačítko
leonardo	leonardo
aanwijzing	označení
aanwijzing	určení
aanwijzing	nápověda
stromen	proudy
stromen	proudy
stromen	toky
pier	mola
pier	molu
pier	molo
synthese	syntézu
synthese	syntézy
uitzonderingen	výjimky
uitzonderingen	výjimky
richtingen	směry
richtingen	směr
abc	abc
exploitatie	vykořisťování
exploitatie	využívání
exploitatie	provoz
exploitatie	operace
berekend	vypočtená
berekend	vypočtena
berekend	vypočtené
berekend	vypočítané
justin	justin
sud	sud
aandoening	stav
aandoening	podmínkou
aandoening	podmínka
aandoening	postižení
ban	zakázat
ban	zákaz
schrijf	psát
schrijf	napište
schrijf	napiš
schrijf	pište
schrijf	napsat
beloften	slibů
beloften	sliby
beloften	slibuje
beloften	nováčci
case	case
case	případě
case	pouzdro
case	případ
geschikte	vhodný
geschikte	vhodná
geschikte	vhodné
evenwicht	rovnováha
evenwicht	zůstatku
evenwicht	vyvážení
evenwicht	rovnováhu
evenwicht	bilance
evenwicht	zůstatek
evenwicht	vyvážení
evenwicht	vyrovnávání
evenwicht	vyrovnávací
evenwicht	rovnováhy
evenwicht	rovnováha
mississippi	mississippi
reformatie	reformace
michaël	michaela
michaël	michaeli
michaël	michal
michaël	michael
werkgever	zaměstnavatele
werkgever	zaměstnavatelé
werkgever	zaměstnavatele
werkgever	zaměstnavatel
werkgever	zaměstnavatelem
juliana	juliana
mega	mega
verdelen	distribuovat
verdelen	rozděl
verdelen	rozdělit
verworven	získal
verworven	získané
verworven	získaná
verworven	získán
verworven	získány
verworven	získána
concurrent	konkurent
lille	lille
curtis	curtis
vernieuwd	obnovené
vernieuwd	obnovena
holle	duté
holle	hollow
uiteenlopende	odlišné
villiers	villiers
borg	borg
borg	borgové
luigi	luigi
oklahoma	oklahoma
achtervolging	pronásledování
achtervolging	honička
achtervolging	chase
precieze	přesné
precieze	přesná
precieze	precizní
precieze	přesný
blokken	bloků
blokken	bloky
objectief	objektivní
objectief	cíl
objectief	účel
objectief	čočky
objectief	objektivně
scheikunde	chemii
scheikunde	chemie
symptomen	symptomy
symptomen	příznaky
mainz	mainz
apollo	apollo
ulrich	ulrich
erasmus	erasmus
rik	rik
kiel	keel
kiel	kiel
tracks	tratě
tracks	stopy
tracks	skladby
tracks	koleje
grootmeester	velmistr
dalen	sestup
dalen	sestupně
wielen	kolečka
wielen	koly
wielen	kol
wielen	kola
omega	omega
raket	raketa
raket	střela
raket	raketa
bijeenkomst	setkání
bijeenkomst	schůzka
bijeenkomst	schůze
bijeenkomst	zasedání
bijeenkomst	porada
cornelius	cornelius
verhuizen	stěhování
beperkingen	omezení
beperkingen	omezení
beperkingen	omezení
beslissingen	rozhodnutí
beslissingen	rozhodování
havens	přístavů
havens	přístavy
strepen	proužky
strepen	pruhy
waarnemingen	pozorování
waarnemingen	postřehy
waarnemingen	připomínky
platteland	venkov
platteland	krajina
bevoegdheden	výsady
bevoegdheden	výhody
bevoegdheden	privilegia
bevoegdheden	práva
bevoegdheden	powers
bevoegdheden	pravomoci
bevoegdheden	kompetence
bevoegdheden	pravomoci
overleefde	přežili
overleefde	přežily
overleefde	přežil
overleefde	přežila
ontvangst	recepce
ontvangst	příjem
ontvangst	recepci
luchtvaartmaatschappij	aerolinky
aspect	hledisko
aspect	aspekt
gloria	glorie
gloria	glorii
gloria	gloria
franken	franky
franken	franků
franken	franks
gilles	gilles
minas	minas
kilogram	kilogramů
kilogram	kilogram
vertegenwoordigt	zastupuje
vertegenwoordigt	reprezentuje
vertegenwoordigt	představuje
statistische	statistické
statistische	statistický
parlementaire	parlamentní
uitgesloten	vyloučený
uitgesloten	vyloučeno
uitgesloten	vyloučené
uitgesloten	vyloučená
uitgesloten	vyloučen
muzikaal	muzikál
muzikaal	hudební
monica	monika
monica	monica
gelijktijdig	souběžně
gelijktijdig	souběžné
gelijktijdig	současně
gelijktijdig	souběžně
verwachting	očekávání
hong	hong
mooiste	nejhezčí
mooiste	nejkrásnější
vingers	prsty
benedictus	benedict
afzonderlijk	odděleně
afzonderlijk	samostatně
mensheid	lidstvo
mensheid	lidskost
mensheid	lidskosti
mensheid	lidstvo
relatieve	příbuzná
relatieve	relativně
relatieve	relativní
relatieve	příbuzný
mar	mar
worstelen	bojuje
worstelen	wrestling
room	smetana
room	krém
room	smetany
early	časně
early	rané
early	brzy
ede	přísahu
ede	přísahou
ede	přísaha
ede	edu
snavel	zobák
cor	vr
rembrandt	rembrandt
binding	sbližování
binding	spojování
binding	závazná
binding	závazný
binding	vazba
binding	závazné
binding	bonde
binding	kauce
binding	pouto
binding	bond
mengsel	směs
mengsel	směsi
mengsel	směs
peeters	peeters
religieus	náboženský
religieus	náboženská
religieus	náboženské
jagen	lovecké
jagen	lov
jagen	lovu
jagen	lovení
jamaica	jamajky
job	zaměstnání
job	práce
job	job
job	práci
plaatselijk	místně
plaatselijk	lokálně
plaatselijk	lokální
plaatselijk	místní
neo	neo
willekeurig	náhodně
willekeurig	náhodný
willekeurig	náhodná
willekeurig	náhodné
willekeurig	náhodně
willekeurig	svévolné
willekeurig	libovolné
clemens	clemens
plato	platón
bis	bis
isotoop	izotop
wallace	wallace
betrokkenheid	zasnoubení
betrokkenheid	angažmá
betrokkenheid	zásnubní
betrokkenheid	zapojení
betrokkenheid	zásnuby
betrokkenheid	zapojení
betrokkenheid	závazek
betrokkenheid	odhodlání
stalin	stalin
eis	požadavek
eis	poptávka
uitbreiden	zvětšit
uitbreiden	expanze
uitbreiden	rozšiřování
uitbreiden	rozšíření
uitbreiden	rozbalit
uitbreiden	rozšířit
community	komunity
community	společenství
community	komunita
community	obec
bevordering	propagace
bevordering	povýšení
bevordering	propagaci
marx	marx
fossiel	fosilních
fossiel	fosilní
belgrado	bělehradu
bijgedragen	přispěli
bijgedragen	přispěl
bijgedragen	přispěla
bijgedragen	přispěly
bijgedragen	přispělo
bacteriën	bakterie
bacteriën	bakterií
bacteriën	bakterie
poorten	vrata
poorten	gates
poorten	brány
poorten	přístavů
poorten	přístavy
leen	vypůjčit
leen	půjčit
leen	půjčit
leen	půjčovat
wells	wells
wells	studny
salzburg	salzburg
sleutel	klíče
sleutel	klíčové
sleutel	klíčová
sleutel	klíč
hol	doupě
hol	duté
hol	hollow
marcos	marcos
hardy	hardy
fossiele	fosilních
fossiele	fosilní
mason	masona
mason	mason
simone	simone
breuk	rozchod
breuk	zlomenina
breuk	fraktura
breuk	zlomeniny
filmografie	filmografie
nielsen	nielsen
friends	přátelé
friends	přátel
friends	kamarádi
friends	přátele
friends	přáteli
rassen	dostihy
rassen	závody
rassen	rasy
rassen	odrůdy
rassen	plemen
irene	irena
irene	irene
concrete	betonu
concrete	beton
concrete	konkrétní
alias	alias
alias	alias
mathilde	mathilde
mathilde	matilda
seks	pohlaví
seks	sexu
seks	sex
tempels	chrámy
bradley	bradley
globe	zeměkoule
integratie	integraci
integratie	začlenění
integratie	integrační
integratie	integrace
wagens	vozy
wagens	vozů
craig	craig
verhogen	navýšení
verhogen	zvýšit
verhogen	zvýšení
verhogen	nárůst
verhogen	zvýšit
sergej	sergej
sergej	sergeji
sergej	sergej
argentijns	argentinské
argentijns	argentinských
argentijns	argentinské
driehoek	trojúhelník
arizona	arizoně
arizona	arizona
arizona	arizony
emmanuel	emmanuel
beweerde	tvrdil
beweerde	tvrdili
beweerde	tvrdila
beweerde	údajný
beweerde	údajné
beweerde	údajného
dana	dano
dana	danu
dana	dany
dana	dana
presentatrice	moderátorka
mineralen	minerály
holmes	holmes
holmes	holmese
vaardigheden	dovednosti
vaardigheden	dovednost
vaardigheden	dovednosti
wei	wei
genoteerd	zaznamenáno
genoteerd	nahraný
genoteerd	zaznamenané
genoteerd	nahrané
genoteerd	zaznamenáno
genoteerd	poznamenal
genoteerd	zaznamenána
fraser	fraser
variëren	vary
gelinkt	propojené
hell	peklo
filosofische	filozofické
buitenste	vnější
scheepvaart	odesílání
césar	cesare
césar	cesar
césar	césar
enterprise	podnik
enterprise	podnikání
enterprise	enterprise
finalist	finalista
verzocht	požadovaná
verzocht	požadováno
verzocht	požadované
verzocht	požadována
duivel	čert
duivel	ďábel
duivel	démon
blik	gaze
niels	niels
bazel	basilejské
kanon	dělo
kanon	kanón
kanon	děla
groetjes	zdravím
lens	čočky
martín	martín
invloedrijke	vlivný
manuscript	rukopis
zuiver	čistě
zuiver	ryze
zuiver	čistá
zuiver	čistý
zuiver	čisté
onrust	nepokoje
edelman	šlechtice
edelman	šlechtic
trans	trans
miljoenen	miliony
miljoenen	milionů
miljoenen	milióny
voorlopige	prozatímního
voorlopige	prozatímní
voorlopige	provizorní
voorlopige	předběžná
voorlopige	předběžně
voorlopige	předběžný
voorlopige	předběžné
meeting	setkání
meeting	schůzka
meeting	schůze
meeting	zasedání
meeting	porada
karen	karen
gerenoveerd	zrekonstruované
gerenoveerd	zrekonstruované
betaling	výplata
betaling	platbu
betaling	platby
betaling	platba
grondslag	základ
bloei	kvetoucí
bloei	květ
bloei	bloom
interessante	zajímavý
interessante	zajímavé
interessante	zajímavá
metz	metz
krachtig	energický
krachtig	mocná
krachtig	mocný
krachtig	mocní
brouwer	brouwer
brouwer	brewer
uitgevers	vydavatelé
sandra	sandro
sandra	sandra
commonwealth	společenství
bekken	pánev
bekken	povodí
étienne	étienne
étienne	etienne
papieren	doklady
papieren	papíry
ana	ana
hudson	hudson
kids	deti
kids	děti
kids	děcka
natte	mokrý
natte	mokro
natte	vlhký
natte	mokré
natte	mokrá
bevrijd	osvobozena
bevrijd	osvobodili
bevrijd	osvobozen
bevrijd	osvobodil
bevrijd	osvobozen
herinneringen	vzpomínky
herinneringen	připomenutí
herinneringen	upomínky
herinneringen	vzpomínka
herinneringen	vzpomínky
herinneringen	paměti
herinneringen	paměť
patricia	patricie
patricia	patricia
sterkte	sílu
sterkte	síla
sterkte	síly
graves	hroby
essays	eseje
opslag	sklad
opslag	úložiště
opslag	uchovávání
opslag	skladování
gedoopt	pokřtěn
gedoopt	pokřtěn
farao	faraón
stabiele	stáj
stabiele	stabilní
turken	turku
turken	turk
turken	turek
turken	turci
legendarische	legendární
oekraïens	ukrajinské
oekraïens	ukrajinský
fictie	fikce
individu	jednotlivec
individu	individuální
individu	jedinec
copyright	copyright
jenny	jenny
colombiaanse	kolumbie
colombiaanse	kolumbijské
dubai	dubaji
dubai	dubaje
aangekocht	koupil
lucius	lucie
lucius	lucius
eng	děsivé
eng	strašidelné
eng	děsivý
eng	strašidelné
eng	strašidelný
eng	strašidelné
eng	děsivý
eng	eng
petra	petro
petra	petra
vie	vie
mans	mans
tanzania	tanzanie
mer	eia
mer	mer
taalkundige	jazykové
taalkundige	lingvista
ontwikkelt	vyvíjí
ontwikkelt	rozvíjí
fortuna	fortuna
voegt	vložky
voegt	přidá
voegt	dodává
voegt	přidává
gelovigen	věřící
pavel	pavle
pavel	pavla
pavel	pavel
edelen	šlechtici
edelen	šlechtici
avro	avro
tradities	tradice
tradities	tradice
tradities	tradici
coördinaten	souřadnice
viktor	viktor
wisconsin	wisconsinu
saoedi	saúdské
volwassenen	dospělé
volwassenen	dospělí
volwassenen	dospělých
volwassenen	dospělé
volwassenen	dospělá
volwassenen	dospělí
volwassenen	dospělý
julian	julian
julian	juliana
julian	juliane
verpleegster	sestřička
verpleegster	sestra
herhaling	opakování
herhaling	opakování
herhaling	replay
herhaling	přehrát
herhaling	opakovat
herhaling	opakuji
herhaling	opakování
herhaling	repríza
adelaar	orel
adelaar	eagle
adelaar	orlí
adelaar	orla
xii	xii
miste	minul
miste	zmeškal
miste	minula
staudinger	staudinger
scenarioschrijver	scénárista
rechtstreekse	přímé
rechtstreekse	přímý
rechtstreekse	direct
rechtstreekse	přímá
versterkte	posílena
versterkte	opevněné
versterkte	posílena
versterkte	posílené
kiss	pusa
kiss	pusu
kiss	kiss
kiss	polibek
beoefend	cvičil
beoefend	cvičil
true	pravda
true	true
true	pravdivé
renovatie	renovace
gesprekken	rozhovory
gesprekken	rozhovory
gesprekken	konverzace
noordse	severské
uitnodiging	pozvání
uitnodiging	pozvat
uitnodiging	pozvánka
uitnodiging	pozvání
uitnodiging	pozvánka
uitnodiging	pozvánku
tentoongesteld	vykazovali
juridisch	právně
juridisch	legálně
juridisch	zákonné
juridisch	zákonný
juridisch	právní
juridisch	legální
aangepaste	vlastní
aangepaste	zvyk
componenten	součástky
componenten	komponenty
componenten	součásti
nathan	nathana
nathan	nathan
nicholas	nicholas
knopen	tlačítka
knopen	placky
knopen	tlačítek
knopen	knoflíky
knopen	uzlů
knopen	uzly
knopen	uzly
knopen	uzel
guatemala	guatemale
vervullen	splnit
vervullen	plnit
waardig	důstojný
waardig	důstojné
waardig	hoden
waardig	hodna
vrucht	ovoce
impact	vliv
impact	náraz
impact	nárazu
impact	dopad
vancouver	vancouveru
gekleurde	barevné
gekleurde	barevný
gekleurde	barevný
grammy	grammy
kid	kluk
kid	dítě
kid	kid
armoede	chudoba
armoede	bída
bologna	bologna
vooruitgang	pokroku
vooruitgang	pokrok
vooruitgang	progress
vooruitgang	průběh
rondes	kol
allan	allan
stark	starka
stark	stark
collecties	kolekce
collecties	sbírky
nusa	nusa
continentale	kontinentální
aanraking	dotek
aanraking	dotyk
yorkshire	yorkshire
zwaarden	meče
canon	kanón
canon	canon
onnodig	zbytečný
onnodig	zbytečná
onnodig	zbytečné
owen	owena
owen	owen
suggestie	návrh
beweren	tvrdí
ingediend	předložený
ingediend	předložená
ingediend	předloženo
ingediend	předložené
ingediend	předloženy
ingediend	podané
ingediend	podáno
ingediend	podané
ingediend	podal
residentie	sídlo
residentie	bydliště
residentie	rezidence
medina	medina
dwingen	nutí
verdiensten	výdělky
verdiensten	výdělek
verdiensten	zásluhy
verdiensten	zásluh
discografie	diskografie
pascal	pascal
pre	pre
romeo	romea
romeo	romeo
kwetsbaar	křehký
kwetsbaar	křehká
kwetsbaar	křehké
kwetsbaar	zranitelné
kwetsbaar	zranitelní
kwetsbaar	zranitelný
kwetsbaar	zranitelná
automatische	automatický
automatische	automatické
automatische	automatická
plantage	plantáž
tours	výlety
tours	prohlídky
diplomatieke	diplomatický
diplomatieke	diplomatickou
diplomatieke	diplomatické
