mono	모노
őszinte	정직하게
őszinte	정직
meteor	운석
doki	doc
szertartás	의식
szertartás	의식
alkalmanként	가끔씩
alkalmanként	가끔
alkalmanként	때때로
menekülés	탈출
rev	레브
elvis	elvis
elvis	엘비스
befolyás	영향력
trió	트리오
javítás	수리
javítás	보정
javítás	교정
javítás	수리
feltételes	조건부
feltételes	가석방
befolyással	영향력
lisszabon	리스본
teremtés	생성
teremtés	창조
teremtés	만들기
meggyilkolt	살해
meggyilkolt	살인
mozilla	모질라
leicester	leicester
leicester	레스터
humor	코미디
humor	희극
humor	코메디
humor	유머
humor	유머
vonattal	열차
vonattal	기차
vonattal	트레인
megmenti	저장
megmenti	구출
meta	메타
neme	성별
duó	듀오
pet	애완동물
szállítási	게재
szállítási	배송
szállítási	배달
csecsemő	영아
átlátszó	투명
átlátszó	투명한
korlátlan	무제한
korlátlan	무제한
operát	opera
operát	오페라
paraszt	농민
kölyök	키드
érdekelt	관심사
érdekelt	관심
tanúsított	자격증
temple	템플
temple	신전
temple	사원
savanyú	사워
louisiana	루이지애나
wisconsin	위스콘신
key	키키
tapasztalat	경험
tapasztalat	체험
veronica	베로니카
api	api
foltok	얼룩
foltok	패치
foltok	스팟
foltok	반점
sérülések	부상
cache	캐시
tajvani	타이완
tajvani	대만
tajvani	타이완어
tajvani	타이완
tajvani	대만
rotterdam	로테르담
írjon	쓰기
írjon	글쓰기
áldozatai	희생자
áldozatai	피해자
baszk	바스크어
baszk	바스크
python	python
python	파이썬
romeo	로미오
romeo	romeo
pak	pak
ibrahim	이브라힘
ibrahim	아브라함
veszteség	상실
veszteség	손실
veszteség	손해
veszteség	손실
como	코모
hajózási	배송
hajózási	발송
minősített	자격증
benz	벤츠
namíbia	나미비아
díjakat	상금
évszak	시즌
évszak	계절
évszak	시즌
évszak	계절
kincstár	재무부
rövidítés	약어
rövidítés	약자
rövidítés	두문자어
rövidítés	약어
rövidítés	단축키
rövidítés	바로가기
bővítése	확대
szarvasmarha	가축
változók	변수
rush	러쉬
bíbor	보라색
bíbor	자주색
martha	마사
palesztin	팔레스타인
palesztin	팔레스타인인
palesztin	팔레스타인
palesztin	팔레스타인인
legősibb	장수
megőrzése	보존
megőrzése	보존
cohen	코헨
képességek	능력
képességek	능력자
képességek	스킬
képességek	솜씨
federer	페더러
patricia	패트리샤
mozgását	움직임
parkok	파크
parkok	공원
parkok	파크스
gazdálkodás	경영
gazdálkodás	관리
gazdálkodás	농업
gazdálkodás	농사
gazdálkodás	농장
pentium	펜티엄
berry	베리베리
berry	베리
újságok	신문
mir	mir
mir	미르
sportban	스포츠
figyelő	감시
figyelő	감시자
kölni	쾰른
ace	에이스
ace	ace
chicagói	시카고
létrehozva	만들기
létrehozva	생성
létrehozva	만들었습니다
zero	제로
karibi	캐리비안
karibi	카리브
praktikus	실무
praktikus	실용적
praktikus	실용
hepburn	헵번식
hepburn	헵번
következetesen	지속적으로
megölni	킬링
bennszülött	토착
bennszülött	네이티브
homoszexuális	동성애자
kombinált	결합
kombinált	복합
foglyok	죄수
hatékonyan	효율적
hatékonyan	효율적으로
granada	그라나다
terhesség	임신
vezeték	파이프라인
vezeték	와이어
vezeték	철사
vezeték	배선
készítő	메이커
richardson	리처드슨
ruha	의류
ruha	드레스
ruha	옷이
terek	공간
terek	공백
woody	우디
gyűrűt	링링
gyűrűt	반지
gyűrűt	소환
tanítani	교육
tanítani	교사
tanítani	가르침
tanítani	가르쳐
kifejezett	발음
kifejezett	명시
kifejezett	명시적
kifejezett	표명
adók	납세
adók	세금
adók	세금
húsvét	부활절
rabszolga	노예
rabszolga	노예제
termesztett	경작
látszólagos	겉보기
lily	릴리
jogilag	법적으로
genfi	제네바
zár	잠금
zár	자물쇠
zár	잠금
zár	닫기
zár	닫습니다
lépcső	계단
lépcső	계단
lépcső	스텝
lépcső	단계
lépcső	걸음
lépcső	스텝
lépcső	걸음
lépcső	단계
lépcső	계단
szárnyai	윙스
szárnyai	날개
carol	캐럴
carol	캐롤
vitorlázás	항해
vitorlázás	요트
vedd	take
rab	포로
szárazföld	육지
szárazföld	랜드
szárazföld	본토
pleisztocén	플라이스토세
élettartama	수명
kint	밖에서
kint	외부
kint	바깥
felügyelet	감시
javak	상품
javak	물품
baskír	바시키르
thomson	톰슨
alejandro	알레한드로
messier	메시에
bárhol	어디든
bárhol	아무데나
terápia	치료법
terápia	치료
egészség	체력
egészség	헬스
egészség	건강
egészség	보건
testőr	보디가드
testőr	경호원
burke	버크
sebészeti	외과
köztes	중간
henderson	헨더슨
elképzelt	상상
elképzelt	상상
érdeklődő	관심사
érdeklődő	관심
darabjai	조각
látvány	광경
tengerész	세일러
tengerész	마린
tengerész	해병대
disco	디스코
wells	웰스
valentin	발렌틴
valentin	발렌타인
valentin	밸런타인
valentin	발렌타인
fehérjék	단백질
fehérjék	단백질
felfogás	지각
felfogás	인식
táblázatok	테이블
táblázatok	스프레드시트
támadásokat	공격
emlékezés	기억
cirkusz	서커스
januári	일월
erőforrások	자원
erőforrások	리소스
rituális	의식
fiziológiai	생리학
labor	lab
labor	연구실
labor	실험실
meztelen	누드
meztelen	nude
inn	inn
inn	여관
érdekességek	호기심
tavi	호수
tavi	호야
csíkos	줄무늬
csíkos	스트라이프스
csíkos	줄무늬
értelem	지능
értelem	센스
értelem	감각
földek	필드
legfrissebb	최근
legfrissebb	최신
concerto	협주곡
hasonlóak	비슷함
hasonlóak	유사한
hasonlóak	비슷한
hasonlóak	유사
árnyék	섀도
árnyék	그림자
árnyék	섀도우
árnyék	섀도
árnyék	그림자
árnyék	그늘
klinika	클리닉
klinika	진료소
tágas	넓은
wing	날개
belize	벨리즈
márciusi	행진
márciusi	행진곡
oldalakon	페이지
érd	이자
érd	관심사
érd	관심
érd	흥미
invázió	침략
invázió	침공
tojást	계란
tojást	달걀
tojást	계란
tojást	달걀
támogatói	지지자들
támogatói	지지자
támogatói	후원자
koszovó	코소보
kifutó	활주로
kifutó	런웨이
legelő	초원
legelő	목장
cselekvés	행동
cselekvés	활동
cselekvés	작업
cselekvés	동작
cselekvés	액션
mechanizmus	메커니즘
mechanizmus	메커니즘
eszik	먹기
őrző	수호
őrző	보호자
őrző	가디언
mozaik	모자이크
alto	알토
stevens	스티븐스
savas	산성
súly	무게
súly	몸무게
súly	몸무게가
súly	체중
thriller	thriller
thriller	스릴러
ericsson	에릭슨
fennmaradó	남음
parancsnokság	커맨드
parancsnokság	명령
parancsnokság	명령어
parancsnokság	사령부
parancsnokság	지휘
gerard	제라드
lionel	라이오넬
lionel	리오넬
rovat	box
rovat	상자
rovat	박스
norma	norma
norma	규범
norma	노름
megkülönböztető	차별
megkülönböztető	구별
rubin	ruby
rubin	루비
szálak	스레드
szálak	대화
betty	베티
hiphop	힙합
bejegyzés	항목
bejegyzés	게시
bejegyzés	게시글
bejegyzés	포스트
bejegyzés	게시물
mad	mad
kiskorú	미성년자
kiskorú	미성년자
mozambik	모잠비크
mítosz	신화
portsmouth	포츠머스
andre	앙드레
andre	안드레
andre	안드레
nyomozás	수사
nyomozás	탐구
nyomozás	조사
nyomozás	수사
burrows	버로스
ljubljana	류블랴나
jótékony	자선
strand	바닷가
strand	해변
strand	비치
kylie	카일리
méh	자궁
méh	자궁
méh	벌벌
méh	꿀벌
golyó	총알
golyó	총알
golyó	탄환
erőforrás	자원
erőforrás	리소스
erőforrás	자원
erőforrás	리소스
brooks	브룩스
óránként	시간마다
óránként	시간별
dokumentáció	설명서
dokumentáció	문서
gyűjteni	수집
gyűjteni	수집하기
gyűjteni	수집
típusai	유형
fogyasztás	소비
mode	모드
manó	elf
manó	엘프
vállalkozások	회사
vállalkozások	비즈니스
kairó	카이로
titanic	타이타닉
elismeri	인정
középfokú	중등
szülés	출산
szülés	출생
szülés	탄생
szülés	출산
szülés	출산
denevérek	박쥐
stanford	스탠퍼드
stanford	스탠포드
funk	펑크
katar	카타르
cirkáló	크루저
elektronok	전자
lépések	발자국
lépések	발자취
lépések	스텝
lépések	걸음
lépések	단계
gőz	증기
gőz	스팀
gőz	증기
drake	드레이크
mohammed	무하마드
mohammed	무함마드
mohammed	모하메드
mohammed	무함마드
bőséges	풍성한
bőséges	풍부한
oklahoma	오클라호마
papság	성직자
klán	클랜
cseng	울림
pestis	전염병
pestis	흑사병
pestis	페스트
toni	토니
elefánt	엘리펀츠
elefánt	코끼리
elefánt	코끼리
christine	크리스틴
fejlesztők	개발자
ghost	귀신
ghost	유령
ghost	고스트
megnyitó	오프닝
megnyitó	개봉
jensen	jensen
csi	csi
olaf	올라프
fogyasztói	소비
fogyasztói	소비자
dawn	새벽
hurley	헐리
arcát	얼굴
arcát	얼굴이
elégedett	만족
vizsga	시험
vizsga	시험
vizsga	검사
rajzok	스케치
népszerűek	인기가요
népszerűek	인기
népszerűek	인기가
színházak	극장
színházak	영화관
kúp	원뿔
fisher	피셔
hammer	망치
hammer	해머
küldi	보냅니다
sherman	셔먼
lombhullató	낙엽성
öröksége	레거시
létesítmények	시설
megvédeni	보호하기
megvédeni	protect
megvédeni	보호
rangos	명문
kötve	바운드
kötve	묶여
igények	주장
igények	발급
őskori	선사시대
állapotok	조건
állapotok	상태
bors	후추
bors	고추
bors	페퍼
libanon	레바논
szögletes	제곱
szögletes	스퀘어
szögletes	광장
szögletes	사각형
szögletes	정사각형
gravitáció	중력
másoknak	기타
nyugdíjas	은퇴
nyugdíjas	퇴직
nyugdíjas	은퇴
nyugdíjas	퇴직
dániában	덴마크
szerkezetek	구조물
szerkezetek	구조
ima	기도
ima	기도
frissítés	업데이트
frissítés	업그레이드
frissítés	갱신
frissítés	업데이트
frissítés	새로고침
frissítés	고침
frissítés	업데이트
frissítés	업데이트
banglades	방글라데시
patakok	스트림
megszállták	침략
üzbég	우즈베키스탄
üzbég	우즈베크어
szava	워드
szava	word
szava	단어
denevér	bat
denevér	박쥐
denevér	박쥐
eleanor	엘리너
stoke	스토크스
stoke	스토크
court	법정
court	재판소
court	법원
bolgárok	불가리아인
szakács	요리사
szakács	주방장
szakács	셰프
szakács	요리사
sírok	울음
andorra	안도라
gyík	도마뱀과
gyík	도마뱀
ólom	리드
mérés	측정
mérés	계측
mérés	측정
mérés	측정
bankok	뱅크
bankok	은행
bankok	뱅크스
társ	파트너
társ	동반자
társ	동행자
szimbólum	기호
szimbólum	상징
szimbólum	기호
szimbólum	상징
misszió	미션
misszió	선교
ibériai	이베리아
jose	조제
nővérek	시스터스
nővérek	자매들
nővérek	자매
nővérek	간호사
nővérek	간호
ikon	아이콘
frakció	분수
építi	빌드
állítások	주장
állítások	발급
queens	퀸즈
queens	퀸스
kolumbusz	콜롬버스
kolumbusz	콜럼버스
vásár	판매
vásár	세일
vásár	공정
vásár	박람회
vásár	페어
madison	매디슨
vezérlő	통제
vezérlő	제어
vezérlő	제어하기
vezérlő	컨트롤
vezérlő	컨트롤러
papagáj	앵무새
andrews	앤드루스
guineai	기니
reed	리드
cápa	조스
cápa	상어
gyógyszertár	약국
gyógyszertár	약국
gyógyszertár	약국
gyógyszertár	약학
ösvény	경로
ösvény	path
ösvény	흔적
ösvény	트레일
bagoly	올빼미
bagoly	부엉이
bogár	벌레
bogár	버그
asztal	탁자
asztal	식탁
asztal	테이블
asztal	데스크
asztal	책상
asztal	테이블
asztal	데스크톱
asztal	데스크탑
apáca	수녀
sylvia	실비아
károk	손해배상
alapértelmezett	기본값
alapértelmezett	기본
megtanult	학습
megtanult	배운
freiburg	프라이부르크
faust	파우스트
áttekintés	개요
iparág	업계
iparág	산업
hitel	크레딧
hitel	신용
hitel	신용카드
hitel	융자
hitel	대출
magatartás	행동
magatartás	태도
magatartás	행동
magatartás	동작
magatartás	행위
kincs	보물
kincs	보물
porter	포터
howe	하우
felhő	클라우드
felhő	구름
ukrajnai	우크라이나
ukrajnai	우크라이나어
súlyosabb	무겁게
súlyosabb	무거운
harcolni	파이팅
harcolni	싸워라
harcolni	싸움
harcolni	싸우기
harcolni	싸워
harcolni	싸우다
guillaume	기욤
élmény	경험
élmény	체험
realista	현실적
országút	고속도로
országút	하이웨이
fest	페인트
felkelő	반란군
felkelő	반군
finoman	부드럽게
munkaügyi	노동
bevándorlók	이민
bevándorlók	이민자
feltételezés	승천
feltételezés	가설
kábítószer	약물
kábítószer	의약품
kábítószer	약품
kábítószer	마약
kábítószer	마약
kábítószer	약물
kábítószer	의약품
kábítószer	마약
egyesülés	합병
egyesülés	통일
egyesülés	합병
madeira	마데이라
newman	뉴먼
megáll	정류장
rich	부자
mérések	측정
lábak	발발
lábak	다리
romok	폐허
falakat	성벽
helyreállítása	복구
helyreállítása	복원하기
helyreállítása	복원
szökés	탈출
carolina	카롤리나
carolina	캐롤라이나
tucatnyi	수십
dühös	앵그리
dühös	화나
dühös	화난
dühös	화가
iris	아이리스
iris	이리스
pénteken	금요일
pénteken	프라이데이
rejtély	미스테리
rejtély	미스터리
méretei	차원
méretei	크기
megfigyelés	관찰
megfigyelés	모니터링
megfigyelés	관찰
megfigyelés	관측
megfigyelés	감시
ellenőrzési	통제
ellenőrzési	제어
ellenőrzési	제어하기
ellenőrzési	컨트롤
ellenőrzési	점검
ellenőrzési	검사
logisztikai	물류
logisztikai	로지스틱
hiány	부족
hiány	부족
felfedezni	발견
felfedezni	탐험
felfedezni	찾기
felfedezni	발견
felfedezni	찾아보기
lebegő	호버
nyilatkozata	성명서
nyilatkozata	진술
nyilatkozata	선언
lelkek	영혼
lelkek	스피리츠
webes	웹툰
forog	rolling
forog	굴러
forog	롤링
forog	빙글빙글
menyasszony	약혼자
menyasszony	약혼녀
menyasszony	신부
ruth	루스
szavazati	투표
brooklyn	브루클린
brooklyn	브룩클린
lépéseket	발자국
lépéseket	발자취
lépéseket	스텝
lépéseket	걸음
lépéseket	단계
virágos	꽃집
virágos	꽃이
virágos	플라워
tételek	상품
tételek	항목
tételek	품목
tételek	아이템
riga	리가
statikus	정적
átmenet	전이
vírusok	바이러스
időpontok	날짜
időpontok	데이트
időpontok	예약
időpontok	타임스
időpontok	타임즈
bolt	상점
bolt	가게
bolt	쇼핑
bolt	매장
bolt	가게
bolt	상점
bolt	스토어
atomok	원자
connor	코너
olvasás	독서
olvasás	읽고
olvasás	읽기
vacsora	저녁식사
vacsora	저녁
vacsora	만찬
ütközés	영향
ütközés	영향력
ütközés	임팩트
ütközés	충돌
ütközés	추락사고
ütközés	추락
ütközés	충돌
ütközés	갈등
ütközés	갈등이
ütközés	충돌
ütközés	분쟁
córdoba	코르도바
közgazdászok	경제학자
kalap	모자
kalap	모자
solo	solo
solo	솔로
szerződések	계약
szerződések	계약서
szerződések	조약
sus	sus
galaktikus	은하
főszerepben	주연
főszerepben	출연
lobogó	깃발
lobogó	국기
lobogó	플래그
delhi	델리
fordítások	번역
kaput	대문
kaput	게이트
kulcsfontosságú	키키
augsburg	아우크스부르크
dumbledore	덤블도어
történeteket	스토리
történeteket	소식
legrövidebb	최단
gyógyfürdő	spa
gyógyfürdő	스파
idegenek	외계인
kessler	케슬러
becker	becker
kirk	커크
magna	magna
dimenziós	차원
gerald	제럴드
fura	이상한
malawi	말라위
világegyetem	우주
leírások	사양
csiga	달팽이
csiga	달팽이
csapás	파업
csapás	스트라이크
proton	양성자
titus	티투스
titus	타이터스
gén	유전자
fémek	메탈
fémek	금속
fémek	금속
hangulat	대기
hangulat	분위기
hangulat	분위기
hangulat	기분
wembley	웸블리
stella	스텔라
tanácsok	충고
tanácsok	조언
tanácsok	보드
alkalmazottak	직원
alkalmazottak	직원
alkalmazottak	직원들
alkalmazottak	직원
alkalmazottak	스탭
alkalmazottak	직원들
beszélgetések	채팅
beszélgetések	대화
beszélgetések	토론
beszélgetések	논의
fesztiválok	축제
fesztiválok	페스티발
fesztiválok	페스티벌
export	내보내기
export	수출
export	내보내기
export	수출
sidney	시드니
wesley	웨슬리
barrett	배럿
nyertes	승리자
nyertes	우승자
nyertes	winner
nyertes	승자
nico	니코니코
nico	니코
numerikus	숫자
robertson	로버트슨
vatikán	바티칸
perth	퍼스
villám	썬더
villám	천둥
villám	선더
villám	플래시
villám	썬더볼트
villám	선더볼트
villám	라이트닝
villám	번개
emlékezet	추억
emlékezet	기억력
emlékezet	메모리
emlékezet	기억
pulitzer	퓰리처
alaszka	알래스카
ismerős	익숙한
portland	포틀랜드
nigériai	나이지리아
megnyitott	개설
rabszolgák	노예
felelősséget	책임
felelősséget	책임감
beton	콘크리트
személyre	사람
időtartama	기간
swift	스위프트
swift	swift
döntések	결정
képlet	공식
képlet	포뮬러
glen	글렌
clara	클라라
kuvait	쿠웨이트
szomália	소말리아
identitás	정체성
identitás	본인
bérelt	렌트
bérelt	임대
figurák	피규어
figurák	수치
figurák	피규어
szövetségek	협회
szövetségek	동맹
rendhagyó	비정규
rendhagyó	불규칙
gabon	가봉
napfény	햇볕
napfény	태양
napfény	햇살이
napfény	햇살
napfény	햇빛
napfény	선샤인
napfény	햇빛
uri	uri
közgazdaságtan	경제학
eng	eng
mongolok	몽골인
mongolok	몽골족
willis	윌리스
gyűjtő	컬렉터
gyűjtő	콜렉터
folyosó	복도
folyosó	통로
folyosó	통로로
folyosó	코리더
csing	칭칭
etruszk	에트루리아
marianne	마리안
itunes	아이튠스
itunes	아이튠즈
egyének	개인
keller	켈러
legyőzni	beat
legyőzni	이겨
legyőzni	비트
legyőzni	패배
southampton	사우샘프턴
radar	레이더
eredményesen	효율적으로
aquila	독수리자리
kávé	커피
sega	세가
arisztokrata	귀족
szeretettel	러브
szeretettel	사랑
iphone	아이폰
négyszögletes	사각형
négyszögletes	직사각형
volkswagen	폭스바겐
bravo	bravo
bravo	브라보
harmonikus	조화
zaj	소음
zaj	잡음
taktikai	전술
lövedék	총알
lövedék	탄환
irina	이리나
sol	sol
élelmiszerek	푸드
élelmiszerek	음식
élelmiszerek	식량
élelmiszerek	식품
élelmiszerek	음식
élelmiszerek	식품
élelmiszerek	식료품
tbiliszi	트빌리시
lepke	나비
jemen	예멘
jemen	남예멘
gyártók	프로듀서
gyártók	제조업체
gyártók	제조업자
akna	샤프트
teresa	테레사
populáció	인구순
populáció	인구
tours	투르
tours	투어
titkok	비밀
adelaide	애들레이드
adelaide	아델라이드
mérsékelten	적당히
sziklák	절벽
sziklák	바위
banks	뱅크
banks	은행
banks	뱅크스
jegy	티켓
jegy	티켓
jegy	항공권
zavargások	폭동
sterling	스털링
barnes	반즈
műtét	수술
műtét	외과
műtét	수술과
tárgyalni	협상
fidzsi	피지
bhután	부탄
utf	utf
azonosítani	식별
azonosítani	식별하기
vese	신장
vese	콩팥
vese	신장
vese	콩팥
vese	신장
becslés	추정치
becslés	추정
becslés	추정치
becslés	추정
becslés	추산
becslés	추정치
becslés	추정
casey	케이시
áruk	상품
áruk	물품
előtag	접두어
előtag	접두사
megtévesztő	기만
gábriel	게이브리얼
gábriel	가브리엘
problémákkal	문제
frekvencia	주파수
frekvencia	빈도
európaiak	유럽인
címzett	수신자
címzett	수신자
címzett	수신기
homályos	애매하다
homályos	흐리게
ruanda	르완다
olivér	올리버
szonda	탐사
eredet	출처
üzbegisztán	우즈베키스탄
thor	토르
yorki	요크
airbus	에어버스
botok	스틱스
botok	스틱
töltés	청구
töltés	충전
töltés	전하
reális	현실적
éljen	우박
életem	생명
életem	생활
életem	라이프
életem	인생
felmelegedés	온난화
str	str
agyag	클레이
ehető	식용
lövés	총상
lövés	촬영
lövés	총격
lövés	사격
képzeletbeli	상상
térképet	지도
csillagászok	천문학자
postai	우표
postai	우편
embléma	엠블렘
szállítás	교통수단
szállítás	운송
szállítás	교통
szállítás	배송
szállítás	발송
szállítás	게재
szállítás	배송
szállítás	배달
szállítás	배송
szállítás	발송
szállítás	교통수단
szállítás	운송
szállítás	수송
szállítás	교통
johnston	존스턴
szelek	바람
sith	시스
fényképész	사진사
fényképész	사진관
fényképész	포토그래퍼
fényképész	사진작가
maszk	마스크
maszk	마스크
maszk	가면
szenvedés	고통
szenvedés	misery
fellépés	행동
fellépés	활동
fellépés	작업
fellépés	동작
fellépés	액션
gerinc	척추
bergamo	베르가모
arkansas	아칸소
lear	리어
nokia	노키아
strasbourg	스트라스부르
inaktív	비활성화
maxwell	맥스웰
állampolgárok	시민
állampolgárok	시민들
állampolgárok	내셔널스
fedélzeten	탑승
fedélzeten	보드
fedélzeten	게시판
fedélzeten	이사회
fedélzeten	갑판
planck	플랑크
animáció	애니메이션
bizonyítás	증명
bizonyítás	증거
android	android
android	안드로이드
gabona	곡물
gabona	시리얼
gabona	곡식
gabona	곡물
gabona	시리얼
maryland	메릴랜드
saga	사가
eszmék	이념
eszmék	아이디어
terminál	터미널
kóros	비정상적인
kóros	비정상
kóros	비정상적
bismarck	비스마르크
húsvéti	부활절
kívánatos	원하는
kívánatos	바람직
kívánatos	바람직해
kívánatos	바람직한
kolléga	동료
jegyek	티켓
futás	달리기
futás	런닝
futás	달려
futás	실행
futás	달리기
futás	런닝
kertje	가든
kertje	정원
tiger	호랑이
tiger	타이거
üzemek	식물
üzemek	식물학
gyomor	위장
szenvedélyes	열정적인
szenvedélyes	열정
újszülött	신생아
újszülött	신생아
követelmény	요구사항
követelmény	요구사항
virágzik	블룸
védekezés	방위
védekezés	국방
védekezés	방어
védekezés	디펜스
védekezés	방위
védekezés	국방
védekezés	방어
védekezés	디펜스
vadászok	사냥꾼
vadászok	헌터
vadászok	파이터스
vadászok	파이터
vadászok	파이터즈
vadászok	슬레이어즈
veterán	베테랑
letöltés	다운로드
letöltés	다운로드
letöltés	다운로드
aids	에이즈
rebecca	리베카
rebecca	레베카
vicc	농담
vicc	농담
sherlock	셜록
mirage	신기루
wwe	wwe
elképzelések	컨셉
elképzelések	개념
elképzelések	concepts
menedzsment	경영
menedzsment	관리
maradandó	영구적
maradandó	영구
elkötelezett	헌신
toro	토로
toro	토토로
betöltő	로더
gyógyszerészeti	제약
gyógyszerészeti	의약품
sírt	울었다
magnézium	마그네슘
libanoni	레바논
libanoni	레바논
álmok	드림
indonéz	인도네시아어
indonéz	인도네시아
indonéz	인도네시아
penny	페니
mise	미사
mise	매스
mise	대량
mise	질량
bölcsesség	지혜
elemző	파서
elemző	분석가
kakas	수탉
elfogult	편향
elfogult	편견
elfogult	편향
sabbath	안식일
üzenetek	메시지
túlélők	생존
túlélők	생존자
kritériumok	기준
végzet	운명
végzet	운명
vezérigazgató	ceo
vezérigazgató	최고경영자
delfin	돌고래
faso	파소
lőni	촬영
celsius	섭씨
szekció	섹션
katherine	캐서린
szülői	육아
szülői	부모
szülői	부모님
komplett	완료
komplett	완성
rupert	루퍼트
fejlődtek	진화
kristály	크리스털
kristály	크리스탈
ásványok	미네랄
logan	로건
jpeg	jpeg
reprezentatív	대표자
reprezentatív	대표
copyright	저작권자
copyright	저작권
titok	비밀
titok	시크릿
titok	비밀
scooter	스쿠터
sétány	산책로
baktérium	세균
baktérium	박테리아
baktérium	박테리아
kizárt	제외됨
clinton	클린턴
elégedetlen	불행
elégedetlen	불행한
puskin	푸시킨
gómez	고메즈
harper	하퍼
foltos	스테인드
foltos	스팟
haj	머리카락
haj	머리
haj	머리카락이
szaturnusz	토성
újszerű	소설
tárca	지갑
tunéziai	튀니지
széleskörű	광범위한
hozzászólás	댓글
hozzászólás	코멘트
hozzászólás	댓글
markus	마르쿠스
felszerelés	장비
felszerelés	기어
felszerelés	톱니바퀴
mészárlás	학살
mika	미카
javascript	javascript
javascript	자바스크립트
repülni	날아라
repülni	플라이
kifejezéseket	어구
kifejezéseket	문구
kifejezéseket	표현
kifejezéseket	표현식
összehasonlítása	비교
összehasonlítása	비교하기
összehasonlítása	비교
csinos	예뻐
dutch	네덜란드
dutch	네덜란드인
dutch	네덜란드령
dutch	네덜란드어
biztosítási	보험
mechanika	역학
reyes	레예스
végrehajtás	구현
végrehajtás	처형
végrehajtás	실행
szivárvány	레인보우
szivárvány	무지개
bariton	바리톤
kiegyensúlyozott	균형
neo	네오지오
neo	네오
rapper	래퍼
érdekelne	관심사
érdekelne	관심
ahmad	아흐메드
ahmad	아흐마드
pittsburgh	피츠버그
önkéntesek	자원봉사자
önkéntesek	자원봉사
önkéntesek	봉사자
kisasszony	그리워
kisasszony	미스
montgomery	몽고메리
pohár	잔다
pohár	유리
pohár	글래스
pohár	cup
omar	오마르
kényelmes	편리하다
kényelmes	편리
utakon	도로
igényelt	요청함
asimov	아시모프
yard	마당
barlangot	케이브
barlangot	동굴
limitált	한정
limitált	제한된
biatlon	바이애슬론
hordozható	포터블
hordozható	휴대
hordozható	휴대용
ashley	애슐리
cfc	cfc
laboratórium	실험실
laboratórium	연구소
laboratórium	연구실
laboratórium	연구소
laboratórium	실험실
laboratórium	lab
laboratórium	연구실
laboratórium	실험실
mennyei	천구
möbius	뫼비우스
átalakítás	변환
átalakítás	전환
átalakítás	변환
átalakítás	전환
átalakítás	변신
átalakítás	변환
