yang	यांग
negeri	स्टेट
negeri	स्थिति
negeri	राज्य
menjadi	होने
barat	पश्चिम
barat	वेस्ट
barat	पश्चिमी
lain	अन्य
lain	अन्य
lebih	ज्यादा
lebih	आदि
lebih	अधिक
etnik	जातीय
etnik	नस्ल
mempunyai	रै
perancis	फ़्रेंच
perancis	फ़्रांसीसी
perancis	फ्रांसीसी
perancis	फ्रेंच
perancis	फ्रांस
perancis	फ़्रांस
akan	करेंगे
akan	होगी
akan	करेगा
akan	करेगी
akan	होगा
nama	नाम
perbandaran	नगरपालिका
perbandaran	नगरपालिका
filem	चलचित्र
filem	फ़िल्म
filem	मूवी
filem	फिल्म
filem	फ़िल्म
filem	फिल्म
filem	फिल्मी
filem	फिल्में
filem	मूवी
filem	फ़िल्में
filem	फिल्मों
timur	पूर्वी
timur	पूर्व
timur	ईस्ट
timur	तैमूर
timur	पूर्वी
digunakan	प्रयुक्त
dua	दुआ
dua	दो
pertama	प्रथम
pertama	पहली
pertama	पहले
pertama	पहला
perempuan	औरत
perempuan	नारी
perempuan	महिला
perempuan	स्त्री
perempuan	महिलाएँ
perempuan	महिलाएं
perempuan	बेटियाँ
perempuan	महिलाओं
perempuan	औरतों
perempuan	स्त्रियाँ
perempuan	महिलाएँ
perempuan	महिलाएं
perempuan	महिलाओं
india	भारतीय
india	भारत
india	इंडिया
india	इण्डिया
senarai	सूची
dia	dia
presiden	प्रदेशाध्यक्ष
presiden	राष्ट्रपति
presiden	अध्यक्ष
terbang	उड़ना
terbang	उड़
terbang	मक्खी
terbang	उड़न
terbang	भिंड
terbang	उड़ती
terbang	उड़ाया
dunia	दुनिया
dunia	विश्व
dunia	जग
dunia	संसार
kerana	क्योंकि
kerana	क्योकि
kerana	क्युकी
bahawa	उस
bahawa	कि
laut	सागर
laut	समुद्र
selepas	बाद
selatan	दक्षिणी
selatan	दक्षिणी
selatan	साउथ
selatan	दक्षिण
stadium	स्टेडियम
stadium	स्टेडियम
tempat	जगह
tempat	स्थान
tempat	प्लेस
tempat	स्थान
besar	बड़े
besar	बड़ा
besar	बड़ी
besar	विशाल
besar	बड़े
besar	बड़ा
besar	बड़ी
besar	बिग
tetapi	परन्तु
tetapi	लेकिन
tetapi	लेकीन
tetapi	मगर
tetapi	लकिन
antara	अंतरा
pelajar	छात्रों
pelajar	विद्यार्थी
pelajar	विद्यार्थी
pelajar	student
pelajar	छात्र
utara	उत्तर
utara	उत्तरी
syarikat	कॉर्पोरेशन
syarikat	कारपोरेशन
syarikat	निगम
syarikat	कंपनी
syarikat	कम्पनी
syarikat	कंपनियों
syarikat	कंपनियाँ
raya	राया
beberapa	कई
beberapa	अनेक
jumlah	मात्रा
jumlah	राशि
jumlah	कुल
republik	रिपब्लिकन
republik	गणराज्य
republik	गणतंत्र
kumpulan	ग्रुप
kumpulan	समूह
kumpulan	समूहों
kumpulan	समूह
tentera	मिलिट्री
tentera	सैनिक
tentera	फौजी
tentera	सैन्य
tentera	सैनिकों
tentera	सैनिको
tentera	आर्मी
tentera	फ़ौज
tentera	सेना
tentera	फौज
amerika	अमेरिकन
amerika	अमेरिकी
amerika	अमरीकी
amerika	अमरीका
amerika	अमेरिका
turki	तुर्क
turki	तुर्की
turki	तुर्कों
turki	तुर्की
baru	नया
baru	नई
baru	बारू
buah	जामुन
buah	फल
buah	फलों
buah	फल
jawa	जावा
jawa	जावानी
bawah	बॉटम
bawah	तल
bawah	नीचे
bawah	तहत
bawah	अधीन
bawah	अंतर्गत
hari	दिवस
hari	दिन
hari	दिन
hari	दिनों
google	गूगल
google	google
pemain	खिलाडी
pemain	खिलाड़ी
pemain	खिलाड़ी
melayu	मलय
melayu	melayu
kerajaan	हुकूमत
kerajaan	किंगडम
kerajaan	साम्राज्य
kerajaan	फ्रेम
kerajaan	सरकार
kerajaan	सरकारी
sama	साम
sama	बराबर
sama	समान
sama	वही
iran	ईरानी
iran	ईरान
iran	इरान
iran	ईरानी
ahli	सदस्य
ahli	सदस्य
ahli	सदस्यों
kedua	दूसरा
kedua	सेकेंड
kedua	द्वितीय
kedua	सेकण्ड
kedua	सेकंड
kedua	दूसरी
pasukan	सैनिकों
pasukan	टीम
pasukan	टीमों
pasukan	टीम
pasukan	टोली
islam	इस्लामिक
islam	इस्लामी
islam	इस्लाम
islam	islam
mana	mana
mana	माना
mana	कहाँ
mana	कहां
mana	जहां
mana	जहाँ
ketua	प्रधान
ketua	प्रमुख
ketua	मुखिया
ketua	मुख्य
ketua	चेयरमैन
ketua	अध्यक्ष
masa	वक़्त
masa	वक्त
masa	समय
lagu	गीत
lagu	गाना
lagu	सोंग
lagu	गाने
lagu	गीत
lagu	गीतों
style	शैली
style	style
style	अंदाज़
style	स्टाइल
tengah	मध्य
jerman	जर्मन
jerman	जर्मनी
jerman	जर्मनी
jalan	रोड
jalan	सड़क
gmt	gmt
utama	मुख्य
utama	मेन
utama	प्रमुख
utama	प्राथमिक
banyak	कई
banyak	अनेक
salah	गलत
salah	गलत
salah	ग़लत
apabila	कब
apabila	जब
bahagian	विभाग
bahagian	विभाजन
bahagian	प्रभाग
bahagian	धारा
bahagian	खंड
bahagian	अनुभाग
bahagian	खण्ड
bahagian	पार्ट्स
bahagian	भाग
bahagian	वर्गों
bahagian	खण्ड
bahagian	अनुभाग
bahagian	भाग
bahagian	हिस्से
bahagian	हिस्सा
bahagian	पार्ट
bahagian	भाग
lagi	ज्यादा
lagi	आदि
lagi	अधिक
jenis	क़िस्म
jenis	प्रकार
jenis	प्रकार
sungai	नहरें
sungai	नदियाँ
sungai	sungai
sungai	नदी
kota	शहर
kota	सिटी
kota	नगर
kota	कोटा
jepun	जापान
jepun	जापानी
jepun	जापानी
anak	अनक
anak	संतति
anak	बालक
anak	बच्चा
anak	बच्चे
anak	चाइल्ड
ada	वहाँ
ada	वहां
ada	वहा
ada	वहीँ
ada	एडीए
tanah	भूमि
tanah	land
tanah	लैंड
tanah	जमीन
tanah	मृदा
tanah	ग्राउंड
tanah	जमीन
tanah	मैदान
national	राष्टीय
national	राष्ट्रीय
national	नेशनल
bersama	पारस्परिक
bersama	आपसी
bersama	परस्पर
bersama	साथ
dikenali	पहचाना
dikenali	ज्ञात
hanya	सिर्फ
hanya	बस
sebelum	पहले
air	वाटर
air	पानी
air	जल
air	वायु
air	एयर
sepanyol	स्पेन
sepanyol	स्पैनिश
sepanyol	स्पेनिश
sepanyol	स्पेनी
raja	raja
raja	राजा
raja	राजा
raja	बादशाह
raja	किंग
perang	युद्ध
perang	वॉर्स
perang	युद्धों
wanita	महिलाएँ
wanita	महिलाएं
wanita	लेडीज
wanita	महिलाओं
wanita	औरत
wanita	नारी
wanita	महिला
wanita	स्त्री
wanita	औरतों
wanita	स्त्रियाँ
wanita	महिलाएँ
wanita	महिलाएं
wanita	महिलाओं
kuala	संगम
sistem	तंत्र
sistem	सिस्टम
sistem	तन्त्र
sistem	प्रणाली
sistem	सिस्टम
sistem	सिस्टम्स
sistem	प्रणालियों
pulau	आइलैंड
pulau	द्वीप
team	टीम
team	टोली
provinsi	प्रान्त
provinsi	प्रांतों
provinsi	प्रांत
provinsi	प्रांतों
kanak	संतति
kanak	बालक
kanak	बच्चा
kanak	बच्चे
kanak	चाइल्ड
termasuk	शामिल
termasuk	सहित
termasuk	समावेशी
termasuk	शामिल
pendidikan	शैक्षिक
pendidikan	शैक्षणिक
pendidikan	शिक्षा
musim	मौसम
musim	ऋतु
musim	मौसम
musim	सीज़न
penduduk	निवासी
penduduk	निवासियों
penduduk	जनसंख्या
penduduk	आबादी
penduduk	जनसांख्यिकी
kini	अब
kini	अभी
semasa	धारा
semasa	मौजूदा
semasa	मौज़ूदा
semasa	वर्तमान
semasa	जबकी
semasa	जबकि
carian	खोजें
carian	खोज
carian	खोजें
carian	खोज
carian	ढूंढें
cest	cest
kemudian	फिर
kemudian	तब
serbia	सर्बिया
serbia	serbs
serbia	सर्बियाई
tiga	तीन
keseluruhan	अवलोकन
keseluruhan	पूरी
keseluruhan	पूरा
keseluruhan	पूरे
tinggi	हाई
tinggi	आलीशान
tinggi	उच्च
tinggi	ऊँची
tinggi	उच्चतर
tinggi	ऊंचाई
tinggi	ऊँचाई
guru	शिक्षक
guru	अध्यापक
guru	टीचर
guru	शिक्षकों
guru	शिक्षक
czech	चेक
wikipedia	विकिपीडिया
setiap	हर
setiap	प्रत्येक
setiap	प्रत्येक
menteri	मंत्री
menteri	मंत्रि
menteri	मंत्री
menteri	मंत्रियों
semua	सभी
semua	सब
bulan	चन्द्रमा
bulan	चाँद
bulan	चन्द्र
bulan	चांद
bulan	चंद्रमा
bulan	महीनों
bulan	माह
bulan	महीने
bulan	महीना
bulan	महीने
bulan	माह
kapal	पोत
kapal	जहाज
kapal	शिप
kapal	जलयान
kapal	जहाज
kapal	जहाजों
kecil	छोटे
kecil	छोटा
kecil	छोटी
kecil	नन्हा
kecil	छोटा
taman	उद्यान
taman	पार्क
taman	बगीचा
taman	बगीचे
taman	बाग
taman	गार्डन
taman	पार्क
album	एलबम
album	अलबम
album	एल्बम
album	एलबम
album	एल्बम
azerbaijan	अज़रबैजान
azerbaijan	अज़रबैजानी
new	नया
new	नई
club	क्लब
club	क्लबों
mukim	मोहल्ला
eropah	यूरोप
eropah	यूरोपीय
eropah	यूरोपियाई
eropah	यूरोपीय
inggeris	इंग्लैंड
inggeris	इंग्लैण्ड
inggeris	english
inggeris	अंग्रेज
inggeris	अंग्रेजी
inggeris	अंग्रेज़ी
gambar	तस्वीर
gambar	पिक्चर
gambar	चित्र
gambar	छवियाँ
gambar	चित्र
gambar	पिक्चर्स
gambar	तस्वीरें
gambar	फोटो
gambar	तस्वीरें
gambar	फ़ोटो
batu	पत्थरों
batu	पत्थर
batu	स्टोन
batu	बातू
batu	शैल
batu	रॉक
batu	चट्टान
buku	पुस्तकें
buku	पुस्तकों
buku	किताबें
buku	किताबे
rumah	मुखपृष्ठ
rumah	गृह
rumah	होम
rumah	घर
rumah	मकानों
rumah	मकान
rumah	घरों
rumah	घर
rumah	मकान
rumah	हाउस
bola	बोला
bola	गेंद
bola	बॉल
kedudukan	पद
kedudukan	स्थिति
kedudukan	स्टैंडिंग
kedudukan	स्थायित्व
huruf	letters
huruf	अक्षर
huruf	लेटर
huruf	पत्र
huruf	अक्षर
itali	इटली
itali	इतालवी
laporan	रिपोर्ट
laporan	रपट
laporan	रिपोर्टिंग
laporan	रिपोर्ट
laporan	रपट
laporan	रिपोर्ट्स
data	आँकड़ा
data	डाटा
data	डेटा
data	आंकड़ा
flag	फ़्लैग
flag	फ्लैग
flag	पताका
flag	फ्लैग्स
flag	ध्वज
china	चीन
china	चीनी
china	चाइनीज
pusat	केंद्रों
pusat	केंद्रीय
pusat	मध्य
pusat	सेंट्रल
pusat	केन्द्र
pusat	केंद्र
pusat	मध्य
pusat	बीच
pusat	केंद्र
pusat	केन्द्र
sultan	सुल्तान
sultan	सुलतान
country	देश
paling	अधिकांश
paling	सर्वाधिक
paling	मोस्ट
paling	सबसे
rasmi	अधिकारी
rasmi	सरकारी
rasmi	आधिकारिक
murid	शिष्यों
murid	छात्रों
murid	विद्यार्थी
murid	शिष्य
kali	काली
bersatu	एकीकृत
bersatu	यूनाइटेड
bersatu	संयुक्त
bersatu	एकजुट
masih	स्टिल
naib	वाइस
anjing	डॉग
anjing	कुत्ता
anjing	कुत्ते
anjing	श्वान
anjing	कुत्ते
anjing	कुत्तों
anjing	कुत्तो
mula	आरंभ
mula	प्रारंभ
awal	जल्दी
pelakon	अभिनेता
pelakon	अभिनेताओं
pelakon	अदाकारा
pelakon	अभिनेत्री
pelakon	अभिनेता
pelakon	एक्टर
pelakon	कर्ता
terhadap	खिलाफ
terhadap	विरुद्ध
terhadap	विरूद्ध
peta	नक्शा
peta	मानचित्र
peta	मैप
peta	नक्शे
peta	मानचित्र
bentuk	आकृति
bentuk	आकार
pernah	कभी
bin	bin
bin	बिन
waktu	वक़्त
waktu	वक्त
waktu	समय
kereta	कार
kereta	गाड़ी
kereta	गाडी
kereta	car
kereta	कार
kereta	कारों
kereta	कारें
kereta	गाड़ियाँ
kereta	ट्रेन
kereta	रेलगाड़ी
kereta	ट्रैन
kuasa	शक्तियों
kuasa	शक्तियाँ
kuasa	शक्तियां
kuasa	पावर
kuasa	शक्ति
sejarah	ऐतिहासिक
sejarah	इतिहास
walaupun	हालाँकि
walaupun	हालांकि
walaupun	यद्यपि
walaupun	हालांकि
report	रिपोर्ट
report	रपट
masjid	masjid
masjid	मस्जिदों
masjid	मस्ज़िद
masjid	मस्जिद
masjid	मस्जिदों
masjid	मस्जिदे
sendiri	अकेला
sendiri	अकेले
sendiri	अलोन
sendiri	अपनी
sendiri	खुद
sendiri	स्वयं
sendiri	अपने
sendiri	अपना
piala	ट्रॉफी
piala	कप
pecahan	विश्लेषण
pecahan	भिन्नों
pecahan	विश्लेषण
pecahan	हिस्से
pecahan	अंश
pecahan	भिन्न
kira	गणना
pilihan	पसंद
pilihan	चुनाव
pilihan	वैकल्पिक
pilihan	चुनाव
sejak	जबसे
sejak	चूंकि
agama	मजहब
agama	धर्म
agama	धार्मिक
agama	धर्म
agama	धर्मों
pos	pos
pos	पोस्ट
pos	डाक
jakarta	जकार्ता
universiti	विश्वविद्यालय
universiti	विश्वविद्यालयों
universiti	विश्वविद्यालय
universiti	यूनिवर्सिटी
universiti	विश्वविद्यालयों
antarabangsa	अंतर्राष्ट्रीय
antarabangsa	अन्तर्राष्ट्रीय
antarabangsa	अंतरराष्ट्रीय
kuno	प्राचीन
parti	party
parti	दल
parti	पार्टी
parti	पार्टियाँ
parti	दल
parti	पार्टियों
bermula	शुरू
bermula	प्रारंभ
para	पारा
para	पैरा
pula	वैसे
pelbagai	मल्टीपल
pelbagai	बहुमुखी
pelbagai	बहु
pelbagai	अनेक
pelbagai	मल्टी
pelbagai	विभिन्न
pelbagai	विविध
kadar	दर
kadar	रेट
kadar	दरें
kadar	दरों
bukan	नही
bukan	नहीं
perak	पेराक
perak	चाँदी
perak	चांदी
meter	मीटर
meter	मीटर
meter	मीटर
meter	मीटर
abdul	अब्दुल
asia	एशियाई
asia	एशिया
burung	पंछी
burung	पक्षी
burung	चिड़िया
burung	बर्ड
burung	पंछी
burung	परिंदे
burung	पक्षियों
september	सितम्बर
september	सितंबर
bukit	बुकिट
bukit	पहाड़ी
bukit	हिल
diri	खुद
diri	स्व
diri	स्वयं
diri	स्वः
kepelbagaian	विविधता
kepelbagaian	किस्में
kepelbagaian	वर्गीकृत
kepelbagaian	variant
kepelbagaian	चर
kepelbagaian	रूपांतर
jantina	लिंग
jantina	सेक्स
jantina	मैथुन
jantina	sex
januari	जनवरी
pokok	वृक्ष
pokok	ट्री
pokok	पेड़
pokok	वृक्ष
pokok	पेड़ों
pokok	पेड़
jun	जून
jun	जून
bar	बार
bar	पट्टी
bar	बार
perdana	प्राइम
perdana	प्रधान
pentadbiran	प्रशासक
pentadbiran	व्यवस्थापक
pentadbiran	मुहाफ़ज़ाह
pentadbiran	प्रशासन
pentadbiran	प्रशासक
pentadbiran	व्यवस्थापक
ibu	माँ
ibu	maa
ibu	माँ
cina	चीन
cina	चीनी
cina	चाइनीज
ogos	dec
ogos	दिसंबर
ogos	दिसम्बर
ogos	अगस्त
datuk	दादाजी
datuk	दादाजी
datuk	दादा
nombor	संख्या
nombor	नंबर
nombor	क्रमांक
nombor	संख्या
nombor	संख्याएँ
siri	श्रेणी
siri	सिरी
mungkin	शायद
mungkin	शायद
mungkin	संभवतः
rakyat	लोक
rakyat	लोग
rakyat	लोगों
jpg	jpg
bahan	संघटक
bahan	वस्तु
bahan	पदार्थ
bahan	सामग्री
bahan	पदार्थ
bahan	सामग्री
lama	लामा
imagesize	imagesize
populasi	जनसंख्या
populasi	आबादी
populasi	जनसांख्यिकी
april	अप्रैल
empat	चार
kode	संहिता
kode	कोड
ideologi	विचारधारा
ideologi	विचारधाराओं
muzik	संगीत
muzik	म्यूज़िक
mac	मैक
mac	मार्च
mac	कूच
biasa	रेगुलर
biasa	नियमित
bangunan	बिल्डिंग
bangunan	भवन
bangunan	भवनों
bangunan	भवन
bangunan	इमारतें
pesawat	विमान
pesawat	वायुयान
pesawat	विमान
pesawat	वायुयान
manusia	मनुष्यों
manusia	इंसानो
manusia	मनुष्य
manusia	मानव
manusia	इंसान
irst	irst
mei	मई
mei	may
mei	mei
garuda	गरुड़
irdt	irdt
november	नवंबर
november	नवम्बर
zaman	ज़मान
british	ब्रिटिश
british	अंग्रेजों
berjaya	सफल
berjaya	कामयाब
berjaya	सफलतापूर्वक
berjaya	सफल
berjaya	सफलता
berjaya	कामयाबी
hidup	जिंदगी
hidup	ज़िन्दगी
hidup	ज़िंदगी
hidup	जिन्दगी
hidup	जीवन
anugerah	उपहार
anugerah	तोहफा
anugerah	अवार्ड
anugerah	पुरस्कार
anugerah	पुरस्कार
lumpur	mud
lumpur	पंक
lumpur	कीचड़
lumpur	मिट्टी
johor	जोहोर
juta	मिलियन
juta	लाख
utc	यूटीसी
utc	utc
location	लोकेशन
location	अवस्थिति
location	स्थान
mampu	सक्षम
arab	अरब
arab	अरब
arab	अरबी
biasanya	प्रायः
pembangunan	विकास
membaca	पढ़े
membaca	पढ़ना
membaca	पढना
disember	दिसंबर
disember	दिसम्बर
lahir	जन्म
lahir	जन्मे
lahir	born
lahir	जन्म
lahir	जनम
perlawanan	मिलान
perlawanan	प्रतिरोध
peringkat	बाँधने
politik	राजनीति
politik	पॉलिटिक्स
politik	राजनीती
politik	राजनीतिक
politik	राजनैतिक
united	यूनाइटेड
united	संयुक्त
julai	जुलाई
julai	नवंबर
julai	nov
julai	नवम्बर
tanpa	बिना
tanpa	बगैर
label	लेबल
label	लेबल्स
label	लेबल
udara	वायु
udara	एयर
gunung	पर्वत
gunung	पहाड़
gunung	आरोह
gunung	माउंट
majlis	मंत्रिपरिषद
majlis	काउंसिल
majlis	परिषद
majlis	अवसर
oktober	अक्टूबर
oktober	अक्तूबर
sukan	खेल
sukan	क्रीड़ा
sukan	खेलकूद
sukan	स्पोर्ट्स
sukan	खेल
kebanyakan	अधिकांश
kebanyakan	सर्वाधिक
kebanyakan	मोस्ट
kebanyakan	सबसे
seri	श्रेणी
seri	sei
asal	उद्गम
asal	मूल
asal	उत्पत्ति
sahaja	सिर्फ
sahaja	केवल
sahaja	तभी
tentang	परिचय
norway	नॉर्वेजियाई
norway	नॉर्वे
norway	नार्वे
sebahagian	आंशिक
apa	apa
diterbitkan	प्रकाशित
hak	अधिकार
hak	अधिकारों
mata	निगाहों
mata	आँखे
mata	आंखें
mata	आँखें
mata	नेत्र
mata	आँख
mata	आंख
mata	नजर
mata	माता
mata	mata
masyarakat	सोसायटी
masyarakat	समाज
masyarakat	समाजों
terbaik	बेस्ट
terbaik	सर्वश्रेष्ठ
terbaik	बेहतरीन
isbn	isbn
terdiri	रचित
singapura	singapura
singapura	सिंगापुर
abad	abad
abad	शतक
abad	शताब्दी
abad	सदी
ketinggian	ऊँचाई
ketinggian	ऊंचाइयों
ketinggian	हाइट्स
ketinggian	ऊंचाई
ketinggian	ऊँचाई
ketinggian	समीकरण
ketinggian	उन्नयन
ketinggian	ऊंचाई
ketinggian	ऊँचाई
liga	लीग
liga	liga
liga	लीग
korea	कोरियाई
korea	कोरिया
korea	कोरियाई
keluarga	परिवारों
keluarga	फैमिली
keluarga	परिवार
watak	कैरेक्टर
watak	वर्ण
watak	अक्षर
watak	किरदार
watak	अक्षर
watak	वर्ण
sumber	स्रोत
sumber	स्त्रोत
sumber	सोर्स
sumber	संसाधन
sumber	प्रसाधन
sumber	संसाधन
sumber	स्रोत
sumber	स्त्रोत
mengikut	फ़ॉलो
menyebabkan	ध्येय
menyebabkan	कारण
menyebabkan	कल्याणकारी
pejabat	कार्यालय
pejabat	कार्यालयों
pejabat	आफिस
pejabat	ऑफिस
pejabat	कार्यालय
pejabat	ऑफ़िस
pejabat	दफ्तर
saint	संत
menerima	प्राप्त
menerima	स्वीकृत
dasar	नीतियां
dasar	नीतियाँ
dasar	नीतियों
dasar	पॉलिसी
dasar	नीति
anda	आपको
anda	आप
anda	तुम
azt	azt
aras	अरस
aras	स्तर
aras	स्तर
februari	फरवरी
februari	फ़रवरी
ramai	भीड़
terkenal	प्रसिद्ध
kementerian	मंत्रालय
kurang	कम
ahmad	ahmad
ahmad	अहमद
aircraft	विमान
aircraft	वायुयान
dewan	मंत्रिपरिषद
dewan	काउंसिल
dewan	परिषद
juara	चैम्पियन
juara	चैंपियन
juara	चैंपियंस
juara	champions
bagaimanapun	वैसे
sering	अकसर
sering	अक्सर
sering	प्रायः
australia	ऑस्ट्रेलियाई
australia	आस्ट्रेलिया
australia	ऑस्ट्रेलिया
web	वेब
aceh	आचे
kerja	कार्यालय
kerja	काम
kerja	कार्य
dibina	बनवाया
dibina	बनवाई
dibina	निर्मित
panas	हॉट
panas	गर्म
panas	hot
panas	गर्मी
panas	गरमी
panas	हीट
panas	ऊष्मा
reference	संदर्भ
reference	सन्दर्भ
group	ग्रुप
group	समूह
alam	आलम
alam	प्रकृति
http	http
http	एचटीटीपी
kelas	क्लासेस
kelas	वर्ग
kelas	कक्षा
kelas	वर्ग
kelas	क्लास
rendah	निम्न
rendah	कम
kod	संहिता
kod	कोड
kod	कोड
bumi	पृथ्वी
bumi	धरती
ketiga	तृतीय
ketiga	तीसरे
ketiga	तीसरा
panjang	लम्बाई
panjang	लंबाई
panjang	लंबी
panjang	लंबा
panjang	लम्बी
panjang	long
bidang	फ़ील्ड्स
bidang	फील्ड्स
bidang	फ़ील्ड
bidang	फील्ड
bidang	फ़ील्ड
lima	लीमा
lima	पांच
lima	पाँच
kelab	क्लब
kelab	क्लबों
kelab	चिड़ी
kelab	क्लब
welcome	स्वागत
video	विडियो
video	video
video	वीडियो
video	वीडियोज़
video	वीडियो
api	फायर
api	अग्नि
api	आग
api	api
api	लौ
api	ज्वाला
sri	श्री
umum	जनरल
umum	साधारण
umum	सामान्य
owl	उल्लू
keadaan	अवस्था
keadaan	स्टेट
keadaan	स्थिति
keadaan	राज्य
sarawak	सरवाक
cara	तरीके
cara	कारा
perkhidmatan	सेवाएँ
perkhidmatan	सेवाएं
perkhidmatan	सेवा
unit	इकाइयों
unit	इकाईयाँ
unit	यूनिट
unit	इकाइयाँ
unit	इकाई
unit	यूनिट
unit	इकाई
unit	ईकाई
sangat	बहुत
persekutuan	गठबंधन
persekutuan	फेडरेशन
persekutuan	संघ
persekutuan	संघीय
persekutuan	फेलोशिप
makanan	भोजन
makanan	खाना
makanan	भोजन
ekonomi	अर्थशास्त्र
ekonomi	आर्थिक
ekonomi	अर्थव्यवस्था
versi	वर्जन
versi	संस्करण
versi	संस्करण
sementara	अस्थायी
sementara	अस्थाई
haiwan	जानवर
haiwan	जानवरों
haiwan	पशु
haiwan	जानवर
haiwan	पशु
haiwan	प्राणी
haiwan	एनिमल
sabah	सबाह
penting	महत्वपूर्ण
penting	अनिवार्य
merah	लाल
merah	रेड
seni	कला
seni	कला
seni	आर्ट
latd	latd
sekali	एकबार
longd	longd
stesen	स्टेशन
stesen	स्टेशन
latns	latns
longew	longew
polis	पुलिस
polis	पुलिसकर्मियों
muda	युवा
muda	जवान
muda	यंग
amat	बेहद
amat	अत्यंत
amat	अत्यधिक
fail	फ़ाइलें
fail	फ़ाइल
fail	संचिका
fail	फाइलें
fail	फाइल
fail	फ़ाइल
fail	संचिका
serangan	हमलों
serangan	हमले
serangan	हमले
serangan	हमला
serangan	आक्रमण
serangan	उत्पीड़न
putih	सफेद
putih	सफ़ेद
putih	श्वेत
berbeza	भिन्न
berbeza	अलग
haji	हज
haji	हाजी
sains	विज्ञान
gol	gol
gol	गोल
gol	ध्येय
gol	लक्ष्य
melaka	मेलाका
hasil	परिणामों
hasil	रिजल्ट
hasil	परिणाम
hasil	उपज
penyanyi	गायकों
penyanyi	singer
penyanyi	गायक
penyanyi	सिंगर
permainan	गेम
permainan	गेमिंग
permainan	गेम
permainan	खेल
permainan	गेम्स
permainan	गेम
permainan	खेल
awam	सार्वजनिक
awam	जनता
awam	लोक
awam	पब्लिक
muhammad	मुहम्मद
badan	जिस्म
badan	बॉडी
badan	शरीर
badan	देह
tempatan	स्थानीय
tempatan	लोकल
tempatan	स्थानीय
tempatan	मोहल्ले
kejohanan	प्रतियोगिताओं
kejohanan	चैम्पियनशिप
kejohanan	चैंपियनशिप
kejohanan	टूर्नामेंट
berasal	गर्भाशयी
berasal	निकला
com	com
komuniti	समुदाय
komuniti	समुदायों
komuniti	समुदाय
komuniti	जातियाँ
belanda	नीदरलैंड
belanda	नीदरलैंड्स
belanda	हॉलैंड
belanda	डच
menunjukkan	प्रर्दशित
kaki	पैर
kaki	टांग
kaki	लेग
kaki	पैरों
kaki	पैर
kaki	पाँव
kaki	पांव
kaki	फ़ुट
kaki	फीट
kaki	पैर
kaki	पैरों
kaki	पैर
kaki	टाँगे
nepal	नेपालमे
nepal	नेपाल
nepal	nepali
nepal	नेपाली
cinta	प्यार
cinta	मोहब्बत
cinta	प्रेम
belakang	पीछे
belakang	पीछे
belakang	बैक
belakang	पिछे
belakang	वापस
belakang	पीछे
belakang	पश्च
pengguna	उपयोगकर्ताओं
pengguna	प्रयोगकर्ता
pengguna	उपयोगकर्ता
pengguna	उपयोक्ता
pengguna	यूजर
pengguna	प्रयोक्ता
pengguna	उपयोगकर्ता
pengguna	उपयोक्ता
tempoh	अवधि
tempoh	अवधि
tempoh	काल
tempoh	अवधि
popular	लोकप्रिय
lalu	लालू
maklumat	जानकारी
maklumat	सूचना
maklumat	सुचना
maklumat	एनोटेशन
maklumat	जानकारी
maklumat	सूचना
hitam	काले
hitam	काला
hitam	ब्लैक
