βοηθώντας	helpen
εντοπιστεί	getraceerd
διακρίνει	onderscheidt
συνδεδεμένη	verbonden
συνδεδεμένη	aangesloten
συνδεδεμένη	gekoppelde
συνδεδεμένη	gelinkt
συνδεδεμένη	verbonden
συνδεδεμένη	gekoppeld
εγκέφαλο	hersenen
εγκέφαλο	brain
εγκέφαλο	hersens
εγκέφαλο	brein
προσθέτοντας	toevoegen
χασάν	hassan
χασάν	hasan
εκτελέστηκαν	uitgevoerd
εκτελέστηκαν	uitgevoerde
εκτελέστηκαν	geëxecuteerd
φλόγα	vlam
φλόγα	vlammen
ηλέκτρα	elektra
ηλέκτρα	electra
οργανώνει	organiseert
οργανώνει	organiseert
ραούλ	raoul
ραούλ	raul
ραούλ	raoul
ραούλ	raúl
ραούλ	rahul
κυκλάδες	cycladen
δον	don
απεικονίζουν	afbeelden
εξελίσσεται	evolueert
εξελίσσεται	evolueren
εξελίσσεται	evoluerende
δολοφονίες	moorden
δολοφονίες	moorden
μποτσουάνα	botswana
αρμονία	harmonie
αρμονία	harmony
ρήνου	rijn
τσάρλι	charlie
ηλιακή	zonne
ηλιακή	solar
μοτίβα	patronen
κινδύνους	gevaren
πύργοι	torens
φόρουμ	fora
φόρουμ	forums
φόρουμ	forum
διαφθορά	corruptie
μεμονωμένα	individueel
μεμονωμένα	individu
μεμονωμένα	individueel
στράτευμα	troep
στράτευμα	troepen
στράτευμα	troepen
τετάρτη	woensdag
διασταύρωση	kruispunt
διασταύρωση	kruising
διασταύρωση	junction
τει	tei
μαχητικά	strijders
μαχητικά	vechters
μαχητικά	fighters
μαχητικά	boksers
αιχμάλωτος	gevangene
αιχμάλωτος	gevangengenomen
αιχμάλωτος	gevangen
συνομοσπονδίας	confederatie
συνομοσπονδίας	bondsstaat
χίτσκοκ	hitchcock
αντίποινα	represailles
αντίποινα	vergelding
αντίποινα	represailles
αντίποινα	vergelding
παραχώρηση	concessie
παραχώρηση	tegemoetkoming
ιδανικό	ideal
ιδανικό	ideaal
ενηλίκων	volwassen
ενηλίκων	volwassenen
ενηλίκων	adult
ενηλίκων	volwassene
ενηλίκων	volwassenen
ύδατα	wateren
υψηλάντη	ypsilanti
μεραρχίες	splitsingen
μεραρχίες	afdelingen
μεραρχίες	divisies
αυστριακό	oostenrijks
αυστριακό	oostenrijkse
πυροβολικό	artillerie
πυροβολικό	geschut
τέλεια	perfect
τέλεια	perfecte
τέλεια	groot
τέλεια	geweldig
τέλεια	fantastisch
απογραφές	inventarissen
απογραφές	voorraden
απογραφές	tellingen
γάτα	poes
γάτα	kat
θαύμα	mirakel
θαύμα	wonder
θαύμα	verwondering
θαύμα	wonder
ισότητα	gelijkheid
ισότητα	gelijk
ισότητα	equal
ισότητα	gelijke
ίκαρος	icarus
αλγερίας	algerije
γκαλερί	galerijen
γκαλερί	galeries
γκαλερί	galerie
γκαλερί	galerij
κολούμπια	columbia
κολούμπια	colombia
εγκεφαλικό	slag
εγκεφαλικό	beroerte
αλαμπάμα	alabama
έφορος	curator
εντάξει	oké
εντάξει	oke
σύνορο	grens
σύνορο	grens
λειτουργική	functioneel
λειτουργική	functionele
λειτουργική	operationele
λειτουργική	operationeel
κρίσεις	toevallen
κρίσεις	aanvallen
κρίσεις	convulsies
κρίσεις	crises
κρίσεις	crisissen
πωλήσεων	verkopen
πωλήσεων	verkoop
γλυκό	lieve
γλυκό	sweet
γλυκό	zoet
γλυκό	lief
γκαρντ	gard
μιγκέλ	miguel
ρούντολφ	rudolph
ρούντολφ	rudolf
ρούντολφ	rudolf
πήτερ	petrus
πήτερ	peter
χρήσιμες	bruikbaar
χρήσιμες	nuttig
κοπεγχάγη	kopenhagen
δίσκοι	records
δίσκοι	schijven
δίσκοι	schijven
ολοκαύτωμα	holocaust
βενεζουέλας	venezolaanse
βενεζουέλας	venezuela
έσπασε	brak
έσπασε	blut
έσπασε	gebroken
υποκείμενο	onderwerp
υποκείμενο	proefpersoon
υποκείμενο	subject
κυριάκος	kyriakos
καθήκον	duty
καθήκον	plicht
καθήκον	taak
παναμά	panama
σημειωματάριο	notebook
σημειωματάριο	notitieboek
σημειωματάριο	notitieboekje
σημειωματάριο	kladblok
λιγότερες	minder
λιγότερες	minder
δόση	dosis
δόση	dosering
δόση	dosis
δόση	dosering
εξεγέρσεις	oproer
εξεγέρσεις	rellen
εξεγέρσεις	opstanden
αεροπλάνα	vliegtuigen
αεροπλάνα	vliegtuigen
αεροπλάνα	vliegtuigen
αλκοόλ	alcohol
τόνο	tonijn
τόνο	toon
τόνο	toontje
τόνο	tone
κατάχρηση	misbruik
κατάχρηση	verduistering
κατάχρηση	misbruik
κατάχρηση	mishandeling
κατάχρηση	misbruiken
ρίτσι	ritchie
ρίτσι	richie
ρίτσι	ricci
κυβερνών	uitspraak
χώμα	bodem
χώμα	grond
χώμα	vuil
στρατιώτη	soldaat
στρατιώτη	trooper
άλεξ	alex
στενός	smalle
στενός	smal
μαχητές	strijders
μαχητές	warriors
μαχητές	strijders
μαχητές	krijgers
μαχητές	strijders
μαχητές	vechters
μαχητές	fighters
μαχητές	boksers
μαχητές	militanten
αποκτήθηκε	verkregen
αποκτήθηκε	verworven
υγιεινής	hygiëne
ευκαιρίες	kansen
ευκαιρίες	mogelijkheden
μοντάζ	montage
μοντάζ	bewerken
μηχανικοί	mechanica
μηχανικοί	monteurs
μηχανικοί	ingenieurs
μηχανικοί	technici
λατ	lat
ενέκρινε	goedgekeurde
ενέκρινε	goedgekeurd
ενέκρινε	geadopteerd
ενέκρινε	aangenomen
ενέκρινε	goedgekeurd
μασσαλία	marseille
μασσαλία	marseille
πλημμύρες	overstromingen
πλημμύρες	overstroming
πλημμύρες	overstromingen
αλλα	overige
αλλα	andere
αλλα	ander
αλλα	overig
αλλα	maar
σθένος	standvastigheid
διαβήτη	suikerziekte
διαβήτη	diabetes
ασημένια	zilver
ασημένια	zilveren
ασημένια	silver
νικολά	nicolas
συνήθεια	aangepaste
συνήθεια	maatwerk
συνήθεια	aangepast
συνήθεια	gewoonte
τσάρου	tsaar
κατάρτιση	trainen
κατάρτιση	training
κατάρτιση	opleiding
λαογραφία	folklore
κυβερνείο	gouvernement
μεταξάς	metaxas
κάι	kai
απολύθηκε	ontslagen
χιούμορ	humor
χιούμορ	humor
ανακάλυψαν	ontdekte
ανακάλυψαν	ontdekt
αγαπημένο	favoriet
αγαπημένο	favoriete
αγαπημένο	favoriet
αγαπημένο	favoriete
ρομπέρτο	roberto
πάτρικ	patrick
πρόβλεψη	voorspelling
πρόβλεψη	voorspellen
πρόβλεψη	voorspelling
πρόβλεψη	prognose
αποδεικνύει	bewijst
κούπερ	cooper
ρούμπενς	rubens
τάφους	graven
τάφους	graven
τάφους	graves
συγγενής	relatief
συγγενής	relatieve
αίγινα	aegina
απόκλιση	afwijking
απόκλιση	divergentie
γιοι	zoons
γιοι	sons
γιοι	zonen
κατοικείται	bewoond
κατοικείται	bewoonde
ντιν	dean
ντιν	decaan
διαστημόπλοιο	ruimtevaartuigen
διαστημόπλοιο	ruimtevaartuig
διαστημόπλοιο	ruimteschip
διαστημόπλοιο	ruimteschip
νιλ	niel
νιλ	neil
νιλ	neal
διορθώσεις	correcties
διορθώσεις	bewerkingen
πρόδρομος	voorloper
πρόδρομος	voorloper
μαρόκου	marokkaanse
μαρόκου	marokko
ιού	virus
ιού	virussen
φόρμα	form
φόρμα	vorm
φόρμα	formulier
φόρμα	overall
διαφορών	geschillen
έζησαν	woonde
έζησαν	leefde
έζησαν	leefden
αδάμ	adam
έλλη	ellie
έλλη	elli
μιανμάρ	myanmar
προσφέρεται	aangeboden
κλειστή	gesloten
κλειστή	afgesloten
γράφημα	grafiek
γράφημα	grafiek
εκτόξευση	lanceren
εκτόξευση	lancering
εκτόξευση	lanceren
εκτόξευση	lancering
ταϊλάνδη	thailand
καπνού	tabak
ρόδος	rhodes
ρόδος	rhodos
φάρμακο	medicijnen
φάρμακο	geneeskunde
φάρμακο	geneesmiddel
φάρμακο	drug
εκτελέσει	uitvoeren
εκτελέσει	executeren
αιχμάλωτοι	gevangenen
χάμιλτον	hamilton
όμηρο	gijzelaar
όμηρο	gegijzelde
όμηρο	gegijzeld
γυαλί	glas
γυαλί	glazen
κάτοικος	inwoner
κάτοικος	ingezetene
κάτοικος	woonachtig
κάτοικος	inwoner
ουδέτερη	neutrale
ουδέτερη	neutraal
ευγενής	edelman
ευγενής	edele
ευγενής	noble
ευγενής	edel
ευγενής	nobele
ευγενής	nobel
τιμόρ	timor
τιμόρ	timorese
ορυχεία	mijnbouw
ορυχεία	mijnen
ορυχεία	mijnbouw
παράθεση	citeren
παράθεση	quote
παράθεση	citaat
παράθεση	citeer
παράθεση	aanhaling
παράθεση	citaat
παράθεση	notering
παράθεση	offerte
εξόρυξη	extractie
εξόρυξη	winning
εξόρυξη	mijnbouw
ράιτ	wright
βόμβες	bommen
κλασσική	klassiek
κλασσική	klassieke
πόντοι	punten
πράκτορας	agent
επίδειξη	betoging
επίδειξη	demonstratie
επιδημία	epidemie
επιδημία	uitbraak
πρωσία	pruisen
πρεσβευτής	ambassadeur
σέρρες	serres
φόνο	moord
συχνότητες	frequenties
αμφιβολία	twijfelen
αμφιβολία	twijfel
ανταγωνισμού	concurrentie
ανταγωνισμού	mededinging
ανταγωνισμού	competitie
μπενίν	benin
μέλισσα	hommel
μέλισσα	bijen
μέλισσα	bee
ποικίλλει	varieert
πορτογαλική	portugese
πορτογαλική	portugees
πορτογαλική	portugezen
στέφαν	stefan
στέφαν	stephan
ινδονησίας	indonesisch
ινδονησίας	indonesische
ινδονησίας	indonesië
κινηματογράφους	bioscoop
κινηματογράφους	bioscopen
αντεπίθεση	tegenaanval
βλάβες	laesies
βλάβες	letsels
κάμπελ	campbell
γλωσσολογία	taalkunde
χρονος	tijd
λουίζα	louisa
λουίζα	luisa
μοτίβο	patroon
ισοτιμία	pariteit
ισοτιμία	equivalentie
ισοτιμία	gelijkwaardigheid
μεταφραστής	tolk
μεταφραστής	vertaler
σουηδικά	zweedse
σουηδικά	zweeds
παν	pan
πες	say
πες	zeg
πες	zeggen
πες	vertel
πες	tell
θάλασσες	zeeën
προγραμματισμός	planning
προγραμματισμός	planning
προγραμματισμός	plannen
προγραμματισμός	programmeren
προγραμματισμός	programmering
προγραμματισμός	planning
προγραμματισμός	tijdschema
προγραμματισμός	schema
έβερτον	everton
ευτυχώς	gelukkig
κάρτερ	carter
αρένα	arena
μπιν	bin
μπιν	bean
μπιν	boon
μπιν	boontje
κίνητρα	motivatie
κίνητρα	prikkels
κίνητρα	stimulerend
κίνητρα	prikkel
κίνητρα	stimulans
κίνητρα	motieven
δεσμοί	dassen
δεσμοί	ties
δεσμοί	links
δεσμοί	obligaties
δεσμοί	bindingen
δαχτυλίδι	ring
ολοκληρωμένο	geïntegreerde
ολοκληρωμένο	geïntegreerd
νύχτες	nachten
νύχτες	overnachtingen
ανακωχή	wapenstilstand
ανακωχή	wapenstilstand
δέσποινα	despina
ψηφιακά	digitaal
νέλσον	nelson
διαλύματα	oplossingen
διαλύματα	solutions
ανιψιός	neef
ανιψιός	neefje
κλήση	oproep
κλήση	bellen
κλήση	bel
κλήση	roeping
κλήση	bellen
πρόνοιας	welzijn
έπαυλη	herenhuis
παντρεμένη	gehuwd
παντρεμένη	getrouwd
ενδοχώρα	binnenland
ενδοχώρα	achterland
ενδοχώρα	vasteland
ουίλιαμς	williams
χιόνι	sneeuw
μοναχούς	monniken
τοπωνύμιο	toponiem
αυστριακοί	oostenrijkers
ανατομία	anatomie
σχεδιασμένο	ontworpen
σχεδιασμένο	gepland
σχεδιασμένο	geplande
δαπάνες	uitgaven
μπαχρέιν	bahrein
γένη	geslachten
δίδασκε	onderwezen
δίδασκε	onderwees
έτοιμος	ready
έτοιμος	gereed
έτοιμος	klaar
συνεχόμενα	voortdurend
συνεχόμενα	doorlopend
συνεχόμενα	continu
επικίνδυνο	gevaarlijke
επικίνδυνο	gevaarlijk
επικίνδυνο	gevaarlijke
επικίνδυνο	gevaarlijk
υπέφερε	leed
επιπλοκές	complicatie
επιπλοκές	complicaties
επιπλοκές	complicatie
επιπλοκές	verwikkelingen
δρομολόγια	routes
ντεπορτίβο	deportivo
όρκο	gelofte
όρκο	eed
όρκο	eed
όρκο	ede
προειδοποίηση	waarschuwing
λύρα	lyra
έβδομο	zevende
έβδομο	seventh
νοημοσύνη	inlichtingen
νοημοσύνη	inlichtingendienst
νοημοσύνη	intelligentie
νοημοσύνη	intellect
ανησυχία	rusteloosheid
ανησυχία	bezorgdheid
ιστούς	webben
ιστούς	weefsels
ξύλινο	houten
επιλέγει	selecteert
επιλέγει	kiest
επιλέγει	kiest
οκλαχόμα	oklahoma
πάχος	dikte
θάρρος	moed
ενεργός	active
ενεργός	actieve
ενεργός	actief
αδύνατη	onmogelijke
αδύνατη	onmogelijk
αερολιμένας	vliegveld
αερολιμένας	luchthaven
προσάρτηση	annexatie
δεσμός	affaire
δεσμός	binding
δεσμός	link
δεσμός	koppeling
δεσμός	binding
δεσμός	obligatie
δεσμός	bond
σεξ	seks
σεξ	geslacht
σεξ	sex
περιοδείες	rondreizen
περιοδείες	tours
περιοδείες	excursie
άλφα	alpha
άλφα	alfa
άλφα	alfa
εχθρός	vijand
εχθρός	vijand
νεολιθική	neolithische
γκαμπόν	gabon
πρόοδος	progress
πρόοδος	vorderingen
πρόοδος	vooruitgang
πρόοδος	voortgang
συγγνώμη	sorry
λογοκρισία	ongecensureerde
λογοκρισία	censuur
μικτή	mixed
μικτή	vermengd
μικτή	gemixt
μικτή	gemengde
μικτή	gemengd
οφέλη	voordelen
οφέλη	uitkeringen
ημι	semi
εξετάζει	onderzoekt
μελά	mela
γκόγια	goya
σοφοκλή	sophocles
κανονισμούς	verordeningen
κανονισμούς	reglementen
κέντρων	centra
αναστολή	schorsen
αναστολή	opschorten
αναστολή	vering
αναστολή	suspensie
αναστολή	schorsing
αναστολή	opschorting
αναστολή	remming
αναστολή	remmingen
αναστολή	onderbroken
αναστολή	geschorst
αναστολή	opgeschort
ομιλίες	speeches
ομιλίες	redevoeringen
ομιλίες	toespraken
διέκοψε	onderbroken
συνεργάτη	partner
αμυντική	defensief
αμυντική	defensieve
κίνητρο	motief
κίνητρο	motivatie
κίνητρο	stimulerend
κίνητρο	prikkel
κίνητρο	stimulans
χάρολντ	harold
απέδωσε	toegeschreven
απέδωσε	toegerekend
βουδαπέστη	boedapest
ανταρκτική	antarctica
ανταρκτική	antarctica
ανταρκτική	zuidpool
αλάτι	zout
ορλεάνης	orleans
ορλεάνης	orléans
σιτάρι	tarwe
άστρο	astro
διάσωση	redding
διάσωση	reddingsteam
διάσωση	redden
διάσωση	rescue
πινακίδες	borden
πινακίδες	nummerplaten
πινακίδες	platen
πινακίδες	kenteken
πινακίδες	borden
πινακίδες	tekenen
πινακίδες	bordjes
πινακίδες	tekens
γκλεν	glen
γκλεν	glenn
μονάρχης	monarch
δούλευε	werkte
δούλευε	gewerkt
μελωδία	melody
μελωδία	melodie
μελωδία	deuntje
μελωδία	tune
μυστήριο	mysterie
μυστήριο	mystery
μάνα	moeder
μάνα	moedertje
τοιχογραφία	fresco
τοιχογραφία	muurschildering
γλωσσική	taalkundige
διαδοχικές	opeenvolgende
τιμά	eert
ουρανός	hemel
ουρανός	lucht
ουρανός	sky
ουρανός	luchten
μειώσει	verminderen
μειώσει	reduceren
μειώσει	verkleinen
μόλυνση	verontreiniging
μόλυνση	vervuiling
μόλυνση	infectie
μόλυνση	besmetting
μόλυνση	infecties
μόλυνση	verontreiniging
μόλυνση	contaminatie
μόλυνση	besmetting
δημοσιότητα	publiciteit
ιατρικό	medische
ιατρικό	medisch
προθέσεις	intenties
προθέσεις	bedoelingen
προθέσεις	voornemens
μπουρούντι	burundi
ταυτόχρονη	gelijktijdige
ταυτόχρονη	gelijktijdig
ταυτόχρονη	gelijktijdige
ταυτόχρονη	gelijktijdig
λιθίου	lithium
τυχαίο	willekeur
τυχαίο	random
τυχαίο	willekeurige
τυχαίο	willekeurig
τυχαίο	toevallige
πολιτισμούς	cultures
πολιτισμούς	culturen
λεωνίδα	leonidas
μαλάουι	malawi
επιθετική	agressieve
επιθετική	agressief
σιδηροδρόμων	spoorweg
σιδηροδρόμων	spoorwegen
σιδηροδρόμων	spoorlijnen
σιδηροδρόμων	spoorwegen
άχρωμο	kleurloze
άχρωμο	kleurloos
αφρικανική	afrikaanse
αφρικανική	afrikaans
σπουδαιότητα	belangrijkheid
σπουδαιότητα	belang
παρατηρητές	waarnemer
παρατηρητές	waarnemers
παρατηρητές	watchers
κέλυφος	granaat
κέλυφος	shell
κέλυφος	schelp
κέλυφος	omhulsel
μπάρτον	burton
μπάρτον	barton
έντι	eddie
έντι	eddy
έντι	eddy
μπουρκίνα	burkina
φάσο	faso
πορτρέτα	portretten
πληρώσει	betaal
πληρώσει	betalen
ελίτ	elite
μύτη	neus
ναυτικός	matroos
ναυτικός	zeeman
ναυτικός	matroos
ναυτικός	sailor
ναυτικός	zeeman
ναυτικός	zeiler
ναυτικός	nautische
ναυτικός	zeevarende
ναυτικός	mariner
τζέρσεϊ	trui
τζέρσεϊ	jersey
ιερή	heilig
ιερή	heilige
ιερή	geheiligd
απολιθώματα	fossielen
βασιλεύς	konings
βασιλεύς	king
βασιλεύς	koning
μις	juffrouw
μις	miss
μις	mejuffrouw
μις	missen
μορφοποίησης	opmaak
μορφοποίησης	formatteren
ουράς	staart
ιός	virus
ιός	virussen
ενώνει	verenigt
μαχητικό	strijder
μαχητικό	vechter
μαχητικό	fighter
επίπεδη	plat
όντα	wezens
γιατρό	arts
γιατρό	doktor
γιατρό	dokter
γιατρό	doctor
πάμπλο	pablo
ανδρόνικος	andronikos
σαντ	zand
σαντ	sant
σαντ	shad
τοπικός	lokale
τοπικός	plaatselijk
τοπικός	lokaal
προκλήθηκε	veroorzaakte
προκλήθηκε	veroorzaakt
βίαια	gewelddadige
βίαια	gewelddadig
επηρεάζεται	beïnvloedde
επηρεάζεται	beïnvloed
επηρεάζεται	getroffen
επηρεάζεται	beïnvloed
συγκριτικά	vergelijkende
συγκριτικά	vergelijkend
πρώιμο	prematuur
πρώιμο	voortijdig
πρώιμο	voorbarig
αποθήκη	entrepot
αποθήκη	warenhuis
αποθήκη	magazijn
αποθήκη	pakhuis
αποθήκη	opslag
εντέρου	darmen
εντέρου	darm
νιγηρίας	nigeriaanse
νιγηρίας	nigeria
λάζαρος	lazarus
ζωές	leeft
ζωές	levens
ζωές	woont
σημάδι	onderteken
σημάδι	ondertekenen
σημάδι	tekenen
σημάδι	teken
μοριακό	moleculair
μοριακό	moleculaire
ψήφισμα	resolutie
υπουργών	ministers
συνταγματαρχών	kolonels
αποφευχθεί	vermijd
αποφευχθεί	voorkom
αποφευχθεί	vermijdt
αποφευχθεί	vermijden
αποφευχθεί	vermeden
αποφευχθεί	vermeed
βρύση	tikken
βρύση	tap
βρύση	tik
ενδιαφέρεται	geïnteresseerd
ενδιαφέρεται	interesse
ώθηση	stuwkracht
ώθηση	promoten
ώθηση	boost
λας	las
βικτώρια	victoria
λευκορωσία	belarus
πλέγμα	gaas
πλέγμα	mazen
πλέγμα	maas
πλέγμα	raster
πλέγμα	grid
λένινγκραντ	leningrad
ντιέγκο	diego
κομοτηνή	komotini
απεικονίζονται	afgebeeld
μάνη	mani
πρώτον	eerste
πρώτον	eerst
δημοσιογραφία	journalistiek
ρυθμίσεις	arrangementen
ρυθμίσεις	regelingen
ρυθμίσεις	configuratie
ρυθμίσεις	instellingen
δένδρα	bomen
δεκτός	geaccepteerde
δεκτός	aanvaard
δεκτός	aanvaarde
δεκτός	geaccepteerd
συντρόφους	metgezellen
κολύμβηση	baden
κολύμβηση	zwemmen
υπερβαίνει	overschrijdt
υπερβαίνει	overtreft
ανέβηκαν	geüpload
ανέβηκαν	geupload
καλοκαίρια	zomers
καλοκαίρια	summers
δουλεία	slavernij
δουλεία	slavernij
δουλεία	bondage
αναλύσεις	analyses
νηπιαγωγείο	kleuterschool
νηπιαγωγείο	kleuterschool
χρέος	schuld
χρέος	schuldenlast
χρέος	schulden
μειωμένη	verminderde
μειωμένη	verminderd
μειωμένη	verlaagd
μειωμένη	gedaald
μειωμένη	verminderd
μειωμένη	verlaagde
μειωμένη	afgenomen
μειωμένη	verminderde
μειωμένη	verminderde
μειωμένη	verlaagd
μειωμένη	verminderd
μειωμένη	gereduceerd
πιτ	pete
υπεύθυνοι	verantwoord
υπεύθυνοι	verantwoordelijke
υπεύθυνοι	verantwoordelijk
βαυαρία	beierse
βαυαρία	beieren
βαυαρία	beieren
νεκρή	dood
νεκρή	doods
νεκρή	dead
σεβίλλη	sevilla
άσυλο	asiel
κέρδος	winsten
κέρδος	winst
σιέρα	sierra
πολωνός	pools
πολωνός	poolse
θησαυρός	schat
θησαυρός	schatten
θησαυρός	treasure
θησαυρός	thesaurus
χάος	chaos
κλαδιά	twijgen
κλαδιά	bijkantoren
κλαδιά	takken
κλαδιά	branches
κλαδιά	filialen
λεπτή	slank
λεπτή	slanke
λεπτή	mager
λεπτή	thin
λεπτή	dun
λεπτή	delicaat
λεπτή	delicate
σουηδός	zweedse
σουηδός	zweeds
σουηδός	zweed
κερύνειας	kyrenia
υιοθέτηση	adoptie
σινά	sinaï
αυτιά	oren
αυτιά	oortjes
ηγεμονία	hegemonie
ηγεμονία	dominion
κατάρ	qatar
ευρεσιτεχνίας	octrooi
ευρεσιτεχνίας	patent
απόσπαση	detachering
απόσπαση	detachering
μαλαισία	maleisië
μηχανήματα	machines
μηχανήματα	machines
πληροφορική	informatica
ερμηνεύει	interpreteert
ποντίκι	muizen
ποντίκι	muis
μίλερ	miller
μίλερ	müller
μίλερ	muller
πυκνό	concentraat
πυκνό	concentreren
πυκνό	dichte
ύφασμα	doek
ύφασμα	stof
ύφασμα	weefsel
συμβουλή	adviezen
συμβουλή	advies
συμβουλή	tip
συμβουλή	fooi
σφάλματα	fouten
σφάλματα	vergissingen
σφάλματα	fouten
σφάλματα	vergissingen
σφάλματα	beestjes
σφάλματα	insecten
σφάλματα	bugs
καραμανλής	karamanlis
συντελεστή	coëfficiënt
προσευχή	gebed
προσευχή	bidden
άνταμς	adams
μεσημέρι	middag
μεσημέρι	middaguur
ήξερε	wisten
ήξερε	wist
θυγατρική	dochtermaatschappij
θυγατρική	filiaal
θυγατρική	dochteronderneming
διαφυγής	ontsnapping
διαφυγής	ontsnappen
διαφυγής	escape
ρομπ	rob
ρομπ	beroven
νευρικό	zenuwachtig
νευρικό	nerveus
σουηδική	zweedse
σουηδική	zweeds
τρένο	trein
αιθιοπίας	ethiopische
κιριμπάτι	kiribati
βολιβία	bolivia
κύκλοι	rondjes
κύκλοι	cirkels
κύκλοι	kringen
κύκλοι	cycli
μεσαίο	middelste
μεσαίο	middle
μεσαίο	midden
μεσαίο	medium
μεσαίο	middellange
μεσαίο	middelgrote
μεσαίο	middelgroot
κάμερον	cameron
θεώρηση	visum
θεώρηση	visa
θεώρηση	visum
θεώρηση	visa
φόβος	angst
φόβος	vrees
φόβος	fear
κολωνία	keulen
κολωνία	cologne
βαθμίδα	tier
κατασκευαστές	makers
κατασκευαστές	fabrikanten
προωθεί	bevordert
προωθεί	promoot
τροχιές	trajecten
αρχικώς	aanvankelijk
αρχικώς	oorspronkelijk
καζάν	kazan
κατάθλιψη	depressief
κατάθλιψη	gedeprimeerd
κατάθλιψη	terneergeslagen
κατάθλιψη	neerslachtig
κατάθλιψη	depressie
κατάθλιψη	depressies
φανερό	evident
ουδετερότητα	neutraliteit
επιβάλει	opleggen
επιβάλει	afdwingen
λοιπά	overige
λοιπά	andere
λοιπά	ander
λοιπά	overig
άλεν	allen
αλεξέι	alexei
βλαχίας	walachije
όραση	gezichtsvermogen
όραση	visioen
όραση	visie
όραση	vision
όραση	zicht
παρατηρητή	waarnemer
βαρβάρα	varvara
χρήστο	christo
σκληρός	wrede
σκληρός	wreed
σκληρός	moeilijk
σκληρός	hard
σκληρός	harde
σκληρός	stoer
σκληρός	taai
διπλωμάτες	diplomaten
νάνος	dwerg
νάνος	dwerg
κατανοητό	begrepen
κατανοητό	begrijpelijke
κατανοητό	begrijpelijk
κλάδοι	bijkantoren
κλάδοι	takken
κλάδοι	branches
κλάδοι	filialen
κλάδοι	sectoren
αλβανική	albanese
αλβανική	albanees
αναγκαίο	noodzakelijke
αναγκαίο	nodig
αναγκαίο	noodzakelijk
προαγωγή	bevordering
προαγωγή	promoten
προαγωγή	promotie
επιβίωση	overleven
επιβίωση	overleef
επιβίωση	voortbestaan
επιβίωση	survival
επιβίωση	overleven
επιβίωση	overleving
ερυθρά	rubella
γιορκ	york
λιλ	lil
λιλ	lille
λιλ	rijsel
εξαιρετικό	uitstekend
εξαιρετικό	excellent
