그리스인	grieķi
밀리미터	milimetri
밀리미터	milimetru
노퍽	norfolk
기울여	slīpuma
기울여	slīpums
커스텀	pielāgota
커스텀	pielāgots
비참한	nožēlojamu
디랙	diraks
호환성	savienojamība
호환성	savietojamība
수마트라	sumatras
수마트라	sumatra
전망	izredzes
전망	izredzes
전망	perspektīvas
전망	perspektīvas
메콩	mekonga
앨릭스	aleksa
앨릭스	alekss
앨릭스	aleks
보나파르트	bonaparte
동정	līdzjūtība
동정	līdzjūtība
칼리아리	kaljāri
전자공학	elektronikas
수익	ienākumi
수익	ieņēmumi
수익	ražu
수익	ražība
수익	peļņa
수익	ieņēmumi
수익	peļņa
검토하기	pārskatīšana
검토하기	pārskatīt
검토하기	pārskats
랠프	ralfs
전구	spuldze
전구	spuldzes
아이오딘	joda
아이오딘	jodu
돌연변이	mutāciju
돌연변이	mutācija
돌연변이	mutāciju
데이지	dēzija
토리	toriju
토리	torija
무신론	ateisms
무신론	ateisti
실험실	laboratoriju
실험실	laboratorijā
실험실	laboratoriski
실험실	laboratorija
실험실	laboratorijām
실험실	laboratorijas
실험실	laboratorijā
실험실	laboratorija
실험실	lab
홈즈	holmes
튀르크	tjurku
페레스	peres
페레스	pérez
간지	kandži
플랑드르	flāmu
지우	skaidra
지우	skaidri
지우	skaidrs
지우	dzidrs
반대편	pretējā
반대편	pretēja
반대편	pretim
수렴	konverģences
수렴	konverģence
프로그래머	programmētāju
관광객	tūristu
관광객	tūrisma
관광객	tūristi
관광객	tūristiem
제럴드	džeralds
습작	mitra
습작	mitrā
도끼	cirvi
월리스	voless
재판소	tiesa
재판소	palāta
둘레	perimetrs
둘레	perimetru
상업용	komerciāls
상업용	komerciālais
상업용	komerciālie
상업용	komerciālā
상업용	komerciāli
수영장	baseini
이민자	imigranti
이민자	imigrantu
환영	welcome
데이먼	deimons
자발적	brīvprātīgs
자발적	brīvprātīga
자발적	brīvprātīgais
자발적	brīvprātīgi
황소	vērsis
황소	bull
안달루시아	andalūzijā
음악원	konservatorijas
화랑	galerija
화랑	galerijā
화랑	galerijas
스택	steks
스택	kopumi
큐슈	kjusju
에픽	episko
에픽	epic
블로거	blogeris
친구들이	draugi
친구들이	draugiem
파인	priežu
파인	priede
파인	priedes
재무	finansiālā
재무	finansiālais
재무	finansiāls
재무	finanšu
재무	finansējums
재무	finanses
재무	finanšu
치과	zobārsts
치과	zobārsta
치과	zobārsti
치과	zobu
알렌	alan
인코딩	kodēt
인코딩	kodēšana
인코딩	kodējums
화살	bultas
화살	bultu
화살	bulta
심리학자	psihologs
섹션	iedaļa
섹션	sadaļa
섹션	sekcija
섹션	iedaļas
섹션	nodaļas
섹션	sekcijas
섹션	sadaļas
햄릿	hamlets
요시노부	yoshinobu
구문	frāze
구문	sintakses
그린란드	grenlandes
그린란드	grenlande
그린란드	grenlandes
루브르	luvra
초원	pļavas
초원	ganību
초원	ganības
초원	pļavas
초원	pļavā
무시	neņemt
무시	ignorēt
무시	ignorē
무시	izmest
무시	atbrīvoties
무시	noraidīt
무시	atlaist
무시	ignorēta
무시	ignorē
무시	ignorēts
땅콩	zemesriekstu
땅콩	riekstu
땅콩	rieksti
땅콩	nuts
땅콩	zemesrieksti
닐스	nils
대표자	pārstāvis
가끔은	dažkārt
가끔은	reizēm
가끔은	dažreiz
미러	spoguļi
미러	spogulis
미러	spogulīt
결제	maksāt
결제	atalgojums
결제	maksā
결제	samaksa
결제	samaksāt
결제	paņemt
결제	maksājumi
결제	samaksa
결제	maksājums
결제	maksājumus
결제	maksājumi
트럼프	tramps
갈릴레이	galilejs
브룩	strauts
카이사르	cēzara
아름답다	skaists
아름답다	skaistas
아름답다	skaista
아름답다	skaisti
아름답다	skaistā
역설	paradokss
역설	paradoksiem
불행한	nelaimīga
불행한	neveiksmīgi
안도라	andoras
안도라	andora
안도라	andoras
마리야	marijas
마리야	marie
마리야	marija
띄어쓰기	atstarpes
띄어쓰기	atstatums
띄어쓰기	atstarpe
폐기물	atkritumiem
폐기물	atkritumi
폐기물	atkritumi
허가서	licences
허가서	licence
호위함	fregate
어린시절	bērnība
어린시절	bērnībā
어린시절	bērnības
달빛	moonlight
어메이징	apbrīnojami
어메이징	amazing
알토	alto
올리비아	olīvija
브라질리아	brazilja
칼데라	kaldera
급한	steidzami
급한	steidzīgi
급한	steidzama
솔리드	cietais
솔리드	cietā
솔리드	cieta
솔리드	ciets
외할아버지	vectēvs
캐머런	cameron
눈물이	asaras
눈물이	asarām
단순하게	vienkārši
의사소통	komunikācija
의사소통	paziņojums
의사소통	saziņa
의사소통	komunikācijas
충전	uzlādes
충전	uzlādēt
넓이	plašs
넓이	plaša
임상	klīniskā
최단	īsāko
전세	harta
전세	hartu
전세	hartas
몽키	pērtiķiem
터빈	turbīnu
터빈	turbīnas
터빈	turbīnas
사슴	briedis
시에라	sierra
로건	logan
기독교인	kristiešiem
기독교인	kristiešus
기독교인	kristieši
소원	vēlme
소원	vēlos
소원	novēl
소원	vēlmes
소원	vēlas
소원	vēlmju
병행	vienlaicīga
존경하는	ievērots
비례	proporcionāla
비례	proporcionālā
비례	proporcionāls
비례	proporcionāli
비례	samērīgi
비례	proporcionalitāte
비례	proporcija
반박	atspēkot
모니터링	uzraudzīta
모니터링	pārraudzība
모니터링	monitorings
모니터링	uzraudzība
모니터링	novērošana
모니터링	uzrauga
모니터링	uzraudzītu
모니터링	pārraudzīt
모니터링	uzraudzīt
모니터링	monitoru
모니터링	monitors
오크	orku
엣지	malas
엣지	malu
엣지	mala
파이썬	python
쓸데없는	bezjēdzīgi
쓸데없는	nelietderīgi
난이도	grūtības
브룩스	strautu
협동	kopdarbs
나뭇잎	lapas
현관	lieveņa
미니애폴리스	mineapolisā
스바루	subaru
아이디어	idejas
아이디어	doma
아이디어	ideja
관습	muitas
관습	muita
캐롤라이나	karolīna
인터랙티브	interaktīvu
부상당한	ievainots
페널티	sods
페널티	soda
합금	sakausējuma
합금	sakausējums
합금	sakausējumi
케이시	keisi
기꺼이	labprāt
퍼거슨	ferguson
수사관	izmeklētāji
수사관	pētnieki
우회	apiet
드레이크	dreika
애니멀	dzīvnieku
애니멀	dzīvnieks
애니멀	dzīvniekam
죄수	ieslodzītie
죄수	ieslodzīto
기증	ziedojuma
기증	ziedojums
기증	ziedojumi
기증	ziedojumu
훔볼트	humbolta
맬컴	malcolm
푸틴	putin
푸틴	putina
패킷	paketes
패킷	pakešu
패킷	pakešu
패킷	paciņas
아카기	akagi
다카기	takagi
공학자	inženieris
프리덤	brīvība
프리덤	brīvības
서킷	ķēde
서킷	trase
동지	biedri
동지	biedrs
동지	biedri
메이슨	meisons
결정하기	nolemt
결정하기	lemt
결정하기	izlemj
결정하기	lemj
결정하기	izlemt
침묵	kluss
침묵	klusē
침묵	klusēšana
침묵	klusums
중성	neitrāls
중성	neitrāla
중성	neitrāli
헌트	medības
괴산	nolaupīti
부등식	nevienlīdzību
부등식	nevienlīdzība
부등식	nevienlīdzības
벵골	bengāļu
벵골	bengālijas
여자들	sievietes
융합	kodolsintēzes
비틀즈	beatles
니코	niko
니코	nico
장화	zābaki
스나이퍼	snaiperis
버팔로	bifeļu
커리어	karjeru
커리어	karjera
커리어	karjeras
커리어	karjera
커리어	karjeras
공구	instruments
공구	rīks
일자리	darbi
일자리	darbavietas
프로스트	sals
크릭	crick
둥지	ligzda
둥지	nest
둥지	ligzdas
아바타	avatars
일시적	īslaicīgi
일시적	pagaidu
일시적	īslaicīgi
맥도널드	mcdonald
맥도널드	makdonalds
마늘	ķiploku
마늘	ķiploki
절벽	klintis
절벽	klints
유머	humors
유머	humoru
유머	humors
박쥐	sikspārņi
올림푸스	olimps
빙하	ledāji
푸앵카레	puankarē
듀엣	duet
스타킹	zeķes
스타킹	ganāmpulka
콤플렉스	komplekss
콤플렉스	sarežģīts
콤플렉스	kompleksā
콤플렉스	sarežģīti
콤플렉스	sarežģīta
빈곤	nabadzība
럭셔리	luksusa
어쨌거나	vienalga
보츠와나	botsvānas
물결	viļņu
물결	vilnis
물결	viļņa
스트레이트	taisni
스트레이트	taisna
이탈리아인	itāļi
이탈리아인	itāļu
이탈리아인	itāliešu
이탈리아인	itālijas
생태계	ekosistēmas
생태계	ekosistēmu
생태계	ekosistēmas
생태계	ekosistēmu
생태계	ekosistēmām
듀티	pienākums
듀티	maksājums
듀티	maksājuma
듀티	nodoklis
로체스터	rochester
무작위	nejauši
무작위	nejauša
무작위	gadījuma
무작위	nejaušības
무작위	izlases
발렌타인	valentīna
처칠	churchill
랜스	lens
엑셀	excel
서스펜션	apturēšana
서스펜션	suspensijas
서스펜션	suspensija
투자가	investoru
투자가	investors
스킨	ādas
스킨	ādu
스킨	āda
지배자	dominējošo
지배자	dominējošais
지배자	dominējošā
지배자	dominējošs
헬레나	helena
헬레나	helēna
이사벨라	izabella
각도	leņķis
도망자	bēglis
파이트	cīnās
토네이도	tornado
토네이도	viesuļvētra
습지	marsh
습지	mitrāju
습지	mitrāju
열쇠	taustiņi
열쇠	atslēgas
봄바디어	bombardier
아들들	dēli
구두	apavu
시리얼	graudaugiem
시리얼	graudaugi
시리얼	labība
시리얼	labība
예언	pravieši
예언	pareģojumu
점화	aizdegšanās
점화	aizdedzes
프레스	spied
프레스	nospiest
프레스	preses
프레스	nospied
프레스	prese
마스터스	kapteiņi
마스터스	masters
마스터스	saimnieki
마스터스	kapteinis
마스터스	meistars
마스터스	saimnieks
토양	augsne
토양	augsnes
레이첼	reičela
신념	ticība
신념	ticībā
신념	ticību
신념	uzskati
얼티밋	galējais
얼티밋	galīgais
변조	modulācija
변조	modulācijas
플라즈마	plazma
플라즈마	plasma
플라즈마	plazmā
플라즈마	plazmas
복음	evaņģēlijs
복음	norādījumi
복음	vadlīnijas
우표	zīmogs
조앤	džoanna
이온화	jonizācijas
오리온자리	orion
소수점	decimālo
타악기	sitamie
썬더	pērkons
마샬	māršala
라이징	aug
라이징	celšanās
라이징	pieaug
셰이크	sheikh
창문	logu
창문	logā
창문	logs
창문	loga
댄싱	dejas
댄싱	dejo
댄싱	dejošana
저수지	rezervuāri
저수지	rezervuārā
저수지	rezervuāra
슈가	cukura
슈가	cukurs
슈가	cukuru
관리하기	pārvalda
관리하기	pārvaldīt
불쾌한	nepatīkama
불쾌한	nepatīkams
버뮤다	bermudu
정보상자	infobox
정보상자	infoboxes
피사	pisa
체스터	česters
리오넬	lionels
판도라	pandora
인터럽트	pārtraukt
인터럽트	pārtraukums
인터럽트	pārtraukums
인터럽트	pārtraukšana
인터럽트	pārtraukuma
인터럽트	pārtrauc
인터럽트	pārtraukumi
매스	masas
매스	masa
인디애나폴리스	indianapolisa
주님	pavēlnieks
주님	kungs
마돈나	madonna
반영	atspoguļot
반영	atspoguļo
반영	pārdomas
미화	usd
인플루엔자	gripa
인플루엔자	gripai
인플루엔자	gripa
자바스크립트	javascript
마르티네스	martinez
전시관	izstāde
전시관	izstādē
전시관	izstādes
콜롬보	kolombo
알랭	alain
코스모스	cosmos
세타	tēta
세타	seta
시아파	šiītu
궁궐	pils
궁궐	pilij
궁궐	palace
미묘한	smalki
퓨전	kodolsintēzes
캄차카	kamčatkas
랭커스터	lankasteras
일하기	darbs
일하기	strādāt
일하기	darba
일하기	strādājam
일하기	strādā
프레이저	freizere
마커스	markuss
마커스	markus
슈테판	stefan
슈테판	stephan
아나키즘	anarhisms
사보이	savojas
애비뉴	avenue
다운타운	centrā
입법부	likumdevējs
입법부	likumdevēja
알칼리	sārmainās
알칼리	sārmu
알칼리	sārma
바라며	cer
바라며	cerot
바라며	ceri
기쁨	prieks
기쁨	prieka
기쁨	baudu
기쁨	prieks
뉴펀들랜드	ņūfaundlenda
헌장	harta
헌장	hartu
헌장	hartas
클러스터	kopa
클러스터	kopas
핼리팩스	halifaksas
첸나이	čennai
바스	pirts
바스	vanna
인피니트	bezgalīgu
아무나	jebkurš
아무나	ikviens
아무나	kādam
스텔라	stella
릴리즈	atlaist
릴리즈	atbrīvot
릴리즈	izlaišana
릴리즈	atbrīvošana
릴리즈	izdala
제라드	džerards
궁수자리	strēlnieks
클레오파트라	kleopatra
시편	himna
시편	psalms
잉카	inku
카라카스	karakasas
도도	grādus
도도	grādi
산토스	santos
크라쿠프	kraków
산책	staigāt
산책	iet
산책	pastaiga
산책	staigā
플라잉	peld
플라잉	lido
추첨	zīmēt
제롬	džeroms
패트리어트	patriots
미학	estētiku
미학	estētisku
물품	preces
물품	preci
물품	prece
그리기	zīmēt
그리기	zīmējums
그리기	zīmēšanas
그리기	rasējums
헤라클레스	hērakls
쥐라기	jurassic
용품	piegādes
콘스탄티노스	konstantīns
서포터	atbalstītājs
서포터	atbalstītāja
마술	maģija
마술	burvība
부담	nasta
부담	slogs
부담	slogu
각색	pielāgojumi
각색	pielāgojumus
각색	pielāgošana
폭력적인	vardarbīgi
폭력적인	vardarbīgu
그리니치	griničas
바리톤	baritona
허락	atļauja
네덜란드인	nīderlande
네덜란드인	nīderlandē
네덜란드인	holandieša
네덜란드인	holandiešu
네덜란드인	nīderlandiešu
본드	obligācija
본드	obligācijas
섹터	nozare
섹터	sektors
섹터	sektoriem
섹터	nozares
섹터	sektori
우주인	astronauts
장벽	barjeras
장벽	šķēršļi
장벽	barjera
장벽	šķērslis
장벽	barjeras
장벽	barjeru
강조	izcelt
강조	uzsvērt
강조	uzsvars
강조	uzsvaru
강조	uzsvērt
강조	akcentēt
강조	uzsverot
강조	intensitāte
리브	līva
탐구	izmeklēšanu
탐구	izmeklēšana
탐구	izmeklēšanas
탐구	izmeklējumi
포춘	bagātību
포춘	laimes
수염	bārdainais
수염	bārdu
수염	bārdu
수염	bārdas
수염	bārda
미쳐	trakais
미쳐	traki
미쳐	trakā
트리오	trio
본질	būtība
리젠시	regency
돼지고기	cūkgaļa
돼지고기	cūkgaļas
까다로운	sarežģīti
까다로운	sarežģīts
욕망	vēlme
욕망	vēlmi
욕망	vēlmes
욕망	vēlmēm
매뉴얼	manuāla
매뉴얼	rokasgrāmatā
매뉴얼	rokasgrāmata
챌린저	challenger
킹덤	karaliste
카노	kano
안전성	drošums
안전성	drošība
안전성	drošības
우산	lietussargu
우산	jumta
예매	rezervēšana
삼각	trīsstūrveida
보두앵	boldvins
남방	dienvidu
서커스	cirks
서커스	cirka
컴파일	apkopotu
컴파일	apkopoti
컴파일	apkopošana
컴파일	apkopošanas
컴파일	apkopojums
이브라힘	ibrahim
볼링	boulinga
초과	pārsniedz
초과	pārpalikums
초과	pārsniegta
초과	pārsniegti
초과	pārsniegts
향수	smaržvielas
향수	smaržas
향수	smaržvielu
향수	aromāts
향수	smarža
향수	aromāta
향수	smaržu
향수	smaržas
브라질인	brazīlieši
국민투표	referendums
국민투표	referendumā
페가수스자리	pegasus
셀틱	ķeltu
실무	praktiska
실무	praktisks
실무	praktiski
수니파	sunnītu
술집	krogi
술집	krogs
이더넷	ethernet
포브스	forbes
돌고래	delfīnu
돌고래	delfīnu
고소	apsūdzību
고소	apsūdzība
퍼시	persijs
실비아	silvija
실비아	silvia
실비아	silvija
에볼루션	attīstība
에볼루션	attīstību
올림피아	olimpijas
동행	pavada
비문	uzraksts
귄터	günter
권장	ieteikts
권장	ieteicams
권장	ieteikta
권장	ieteica
부관	vietnieks
부관	postums
조슈아	joshua
우즈	mežā
우즈	meži
가이아	gaja
신탁	uzticēties
신탁	uzticēšanās
신탁	uzticība
신탁	uzticību
신탁	ticu
엉덩이	hip
엉덩이	gūžas
엉덩이	gurnu
엉덩이	gurniem
엉덩이	dibens
빌뉴스	viļņas
빌뉴스	viļņā
빌뉴스	viļņa
가르침	mācīšana
가르침	mācību
웍스	būvdarbi
웍스	darbi
셀프	šūna
가봉	gabonas
가봉	gabona
인테리어	interjera
인테리어	iekšlietu
인테리어	iekšējais
인테리어	iekšējie
인테리어	interjeru
상어	haizivis
상어	haizivis
상어	haizivs
블룸	bloom
알타이	altaja
근로자	strādnieki
근로자	strādājošie
근로자	strādājošais
근로자	strādnieks
응답	atbildes
응답	atbildes
응답	atbildēt
응답	atbildi
응답	atbilde
응답	atbildēt
응답	atbildi
응답	atbilde
응답	replikas
응답	reakcija
응답	atbilde
대략적인	aptuvens
대략적인	aptuvenie
대략적인	aptuvenais
대략적인	aptuvenā
저널리즘	žurnālistikas
조립	salikt
조립	saliktas
조립	samontēti
텅스텐	volframa
카불	kabulas
앵글로	anglo
로사리오	rosario
장점	nopelni
장점	nopelniem
장점	priekšrocības
장점	priekšrocība
장점	priekšrocības
오렌지색	oranžas
오렌지색	oranža
오렌지색	apelsīnu
오렌지색	oranžā
내시	nash
이륙	pacelties
검사관	inspektors
검사관	inspektora
등대	bāka
던지기	met
던지기	mest
디럭스	deluxe
브롱크스	bronksā
상상	iztēle
상상	iedomu
상상	iedomāties
상상	iedomāties
상상	iedomājies
상상	iedomājieties
밀스	dzirnavas
통계학	statistika
통계학	statistikas
통계학	statistiskais
커넥션	savienojumi
커넥션	pieslēgums
커넥션	savienojums
서프라이즈	pārsteigums
서프라이즈	pārsteigt
픽션	fantastikas
학업	akadēmiskā
학업	akadēmiskais
포츠담	potsdamas
혐오	nepatiku
혐오	riebumu
혐오	naids
혐오	naidu
혐오	ienīst
혐오	naids
블라인드	akla
블라인드	akls
블라인드	akli
등산	kāpt
등산	kāpj
등산	alpīnisms
혼슈	honsju
착용	valkā
착용	uzvilkt
레베카	rebeka
천장	griesti
천장	griesti
페라리	ferrari
다면체	daudzskaldnis
슈트라우스	strauss
아우크스부르크	augsburga
옴니아	omnia
모리셔스	maurīcija
모리셔스	maurīcijas
모리셔스	maurīcijas
신용카드	kredīta
신용카드	kredīts
신용카드	credit
달팽이	gliemežus
달팽이	gliemeži
달팽이	kailgliemeži
달팽이	gliemezis
대리석	marmora
노르만	norman
계란	olas
계란	ikri
계란	olas
계란	olu
계란	ola
렉스	rex
자비	žēlastības
핸드	roku
핸드	roka
외모	izskats
보행자	gājēju
보행자	gājējiem
실외	āra
실외	sportot
이르쿠츠크	irkutska
미네르바	minerva
당구	biljarda
당구	biljards
노블	cēli
형제들	brāļi
행진곡	marta
행진곡	martā
행진곡	marts
외로운	vientuļš
외로운	vientuļa
외로운	vientuļi
라벨	etiķetes
라벨	marķējumi
라벨	etiķetes
라벨	marķējums
라벨	etiķete
트레이시	treisija
팔이	roka
프레스턴	preston
벽돌	ķieģeļi
벽돌	ķieģeļu
폴란드인	poļu
폴란드인	poļi
백금	platīna
하인	kalps
미완성	nepabeigti
캘린더	kalendārs
캘린더	kalendāra
캘린더	kalendārā
캘린더	kalendāri
재규어	jaguars
재규어	jaguar
걷기	ejot
걷기	staigā
걷기	pastaigas
걷기	izgāja
걷기	gāju
걷기	staigāt
걷기	iet
걷기	pastaiga
걷기	staigā
카를스루에	karlsrūes
사바나	savannu
바지	biksēm
바지	bikses
바지	bikses
라플라스	laplass
설득	pārliecību
설득	pārliecināt
설득	pārliecinātu
설득	pārliecināt
광업	ieguve
광업	kalnrūpniecības
페가수스	pegasus
부트	zābaku
애슬론	athlon
써니	saulainas
써니	saulains
써니	saulainā
써니	saulaina
타타르	tatāru
니카라과의	nikaragva
아크라	akras
어려움	grūtības
어려움	grūtības
어려움	grūti
어려움	grūta
어려움	sarežģīta
어려움	apgrūtināta
어려움	sarežģīti
껍질	shell
껍질	čaulas
껍질	mizu
껍질	miza
껍질	mizas
완화	mazināšana
완화	mazināšanas
그리드	režģi
부록	papildinājums
부록	papildinājumi
부록	pielikumi
클랜시	clancy
파이어니어	pioneer
탱고	tango
윌리스	vilis
회귀	regresijas
텐서	tensor
떠나기	atstāt
떠나기	atvaļinājumu
떠나기	atvaļinājums
떠나기	atvaļinājuma
떠나기	atstājot
푸리에	furjē
농도	koncentrācijas
농도	koncentrācija
농도	koncentrācijas
농도	koncentrēšanās
농도	koncentrācija
농도	dziļums
코코	deguna
코코	deguns
코코	degunu
코스타	costa
슬롯	nišu
슬롯	sloti
폴라	paula
다이오드	diode
다이오드	diodes
엘레나	elena
엘레나	jeļena
샘플링	izlase
샘플링	paraugs
지평선	horizonta
팬더	panda
팬더	pantera
튜브	cauruļu
튜브	caurules
튜브	caurule
튜브	caurulīte
튜브	caurules
홍대	hong
원더	brīnums
원더	brīnos
카트	ratos
카트	ratus
카트	rati
레저	atpūtā
레저	atpūta
직위	amats
직위	novietojums
직위	pozīcija
직위	pozīcijas
직위	nostājas
비아	caur
비아	via
진흙	dubļi
쿼터	ceturksnis
쿼터	ceturtdaļa
추론	argumentācija
헐리우드	holivudas
케리	kerry
모모	momo
적응	pielāgo
적응	adaptīvā
적응	pielāgošanās
적응	pielāgošana
코뮌	komūnas
인디아	indija
인디아	indijā
인디아	indijas
입원	hospitalizēti
흡연	smēķēšana
흡연	smēķētājs
복권	loto
복권	loterijas
복권	loterijas
로마노프	romanova
자율	veģetatīvā
가이아나	gviānas
섀도우	ēnas
섀도우	ēnu
섀도우	ēna
단속	apspiešanas
피아트	fiat
이방인	svešinieks
아드리안	adrians
포르쉐	porsche
부스	būts
대머리	kailā
마티아스	matiass
호스팅	uzņem
호스팅	rīko
호스팅	uzņēma
호스팅	rīkoja
스탬프	zīmogs
베트남어	vjetnamas
드러낸다	atklājas
드러낸다	atklāj
에메랄드	emerald
색인	rādītājs
색인	indekss
색인	indeksiem
색인	indeksi
테두리	robežas
테두리	robeža
하퍼	hārpers
카우보이	kovbojs
카우보이	kovboji
부탄	butānas
부탄	butāna
포화	piesātinājuma
포화	piesātināts
포화	piesātināti
로이스	royce
로이스	lūisa
목차	satura
목차	saturs
오카	oka
결핵	tuberkuloze
결핵	tuberkulozes
불평등	nevienlīdzību
불평등	nevienlīdzība
불평등	nevienlīdzības
비정규	netradicionālu
남용	ļaunprātīgas
화해	saskaņošana
화해	izlīgums
화해	salīdzināšana
화해	saskaņošana
편집기	redaktors
편집기	redaktoriem
줄무늬	svītrainā
줄무늬	svītras
벅스	bak
벅스	zaļos
니컬러스	nikolajs
니컬러스	nikolass
베일	plīvuru
베일	vale
무의미한	bezjēdzīga
무의미한	bezjēdzīgi
무의미한	bezjēdzīgs
퇴직	pensijā
퇴직	pensionēšanās
퇴직	pensijā
퇴직	atvaļināts
포인터	bultiņa
무지	nezināšanu
박격포	mīnmetēju
포괄적	visaptverošs
포괄적	visaptveroša
포괄적	visaptverošu
재활	rehabilitācija
재활	rehabilitācijas
통증	sāpes
마당	pagalms
마당	būvētava
마당	būvētavas
플랫	plakana
플랫	vienotas
플랫	plakanas
복합체	komplekss
복합체	sarežģīts
복합체	kompleksā
복합체	sarežģīti
복합체	sarežģīta
복합체	salikti
카누	kanoe
카누	kanoe
만찬	vakariņas
시그널	signāls
시그널	signālu
볼셰비키	boļševiki
더그	dags
앵커리지	stiprinājuma
앵커리지	stiprinājums
숨겨져	noslēpt
숨겨져	slēptas
숨겨져	slēpta
숨겨져	slēptās
깔끔하게	kārtīgs
찾아보기	pārlūkot
찾아보기	atklāt
찾아보기	atklāj
어디서나	visur
생년월일	birthdate
블레어	blair
니콜라우스	nikolajs
니콜라우스	nikolass
댓글	komentārs
댓글	komentēt
댓글	komentē
댓글	komentēja
댓글	piezīmes
댓글	komentāri
댓글	apsvērumi
댓글	atsauksmes
카렐리야	karēlijas
아래쪽	zemākā
아래쪽	apakšējā
아래쪽	zemāka
아래쪽	zemākas
아래쪽	zemāks
아래쪽	zemāk
아래쪽	zem
아래쪽	apakšējais
아래쪽	apakšējā
아래쪽	dibens
아래쪽	grunts
아래쪽	lejas
아래쪽	apakšā
플로피	diskešu
수족관	akvārijs
편리하다	izdevīgi
편리하다	ērts
편리하다	ērti
편리하다	ērta
콜라	koksa
콜라	kokss
콜라	cola
조달	iepirkumi
미드	medalus
리바운드	atsitiena
검출	noteikšanas
검출	noteikšana
검출	atklāšana
손상된	bojāta
손상된	bojātas
손상된	bojāts
손상된	bojāti
걷고	ejot
걷고	staigā
범죄자	noziedzniekus
범죄자	noziedzniekiem
범죄자	noziedznieki
범죄자	noziedzīgu
범죄자	noziedznieks
명성	slava
명성	slavas
명성	fame
명성	reputāciju
명성	reputācijas
명성	reputācijai
명성	reputācija
쏟아져	lej
입술	lūpas
입술	lūpu
입술	lūpas
입술	lūpu
섀넌	šenonas
농부	lauksaimnieki
농부	zemnieki
